daggers and hand grenades 53
decades has been achieved 117
decades has been directed 247
decades has been dramatic 147
decades has been enormous 75
decades has been observed 51
decades has been provided 42
decades has been regarded 45
decades has been replaced 118
decades has been reported 69
decades has been somewhat 51
decades has made possible 90
decades that have followed 687
decades was made possible 84
decayed and been replaced 105
decayed and were replaced 94
decayed they were replaced 40
deceased and their children 101
deceased and their families 408
deceased had been admitted 46
deceased had been attacked 121
deceased had been attended 55
deceased had been cremated 103
deceased had been employed 250
deceased had been interred 99
deceased had been involved 81
deceased had been murdered 556
deceased had been poisoned 230
deceased had been strangled 295
deceased had been throttled 268
deceased had been violently 98
deceased has left property 148
deceased may have suffered 68
deceased men have migrated 49
deceased was soon devolved 65
deceive his most intimate 54
decency and cold civility 97
decency and good business 42
decency has been observed 91
decency has been outraged 48
decided all their disputes 43
decided all these questions 80
decided and even choleric 64
decided and even imperious 45
decided and more grateful 41
decided both these questions 51
decided his only recourse 68
decided how many children 88
decided that having children 49
decided that more attention 72
decided that more rigorous 52
decided that north carolina 61
decided that nothing remained 86
decided that only american 48
decided that south carolina 46
decided that such children 40
decided that such evidence 117
decided that such payments 40
decided that such property 54
decided that such questions 67
decided that such treatment 43
decided that their business 78
decided that their children 379
decided that their daughter 130
decided that their education 42
decided that their immediate 42
decided that their interest 43
decided that their military 120
decided that their original 62
decided that their personal 54
decided that their presence 119
decided that their problems 45
decided that their salvation 42
decided that their situation 53
decided that their survival 51
decided that there probably 73
decided that there remained 66
decided that these children 81
decided that these officers 40
decided that these problems 105
decided that these programs 42
decided that these questions 112
decided that these students 57
decided that three children 41
decided that what happened 97
decided that what mattered 51
decided that what remained 72
decided they were entitled 64
decided they were finished 55
decided they were harmless 40
decided they were probably 237
decided with great emphasis 61
decided you must continue 46
decided you were probably 48
decides all such questions 62
decides how many children 168
decides how many students 57
decision and gave judgment 107
decision and great firmness 123
decision and other decisions 91
decision and risk analysis 555
decision and what happened 68
decision and will consider 56
decision and will continue 61
decision and will therefore 40
decision for other decisions 55
decision for their children 168
decision for your business 131
decision for your situation 46
decision had been accepted 145
decision had been achieved 77
decision had been affected 55
decision had been affirmed 210
decision had been approved 223
decision had been conveyed 94
decision had been deferred 107
decision had been dictated 121
decision had been endorsed 59
decision had been entirely 79
decision had been erroneous 41
decision had been expected 87
decision had been followed 88
decision had been foreseen 40
decision had been formally 50
decision had been hastened 64
decision had been inspired 49
decision had been obtained 173
decision had been otherwise 149
decision had been possible 40
decision had been preceded 145
decision had been prepared 60
decision had been prompted 212
decision had been ratified 105
decision had been received 194
decision had been recorded 49
decision had been referred 58
decision had been rendered 1981
decision had been reported 55
decision had been reserved 56
decision had been reversed 571
decision had been reviewed 46
decision has been accepted 357
decision has been achieved 52
decision has been affected 67
decision has been affirmed 373
decision has been annulled 68
decision has been approved 353
decision has been attacked 93
decision has been bitterly 42
decision has been conveyed 85
decision has been declared 56
decision has been defended 41
decision has been deferred 109
decision has been dictated 58
decision has been directly 82
decision has been endorsed 60
decision has been entirely 61
decision has been examined 46
decision has been executed 47
decision has been extended 99
decision has been followed 1740
decision has been formally 52
decision has been modified 134
decision has been narrowed 50
decision has been notified 118
decision has been obtained 320
decision has been prompted 70
decision has been properly 73
decision has been provided 59
decision has been ratified 72
decision has been received 237
decision has been recently 107
decision has been recorded 80
decision has been referred 186
decision has been regarded 179
decision has been rejected 75
decision has been rendered 3175
decision has been reported 101
decision has been reserved 74
decision has been reversed 519
decision has been reviewed 78
decision has been seriously 54
decision has been severely 395
decision has been somewhat 79
decision has been variously 47
decision has been welcomed 106
decision may have involved 50
decision may have resulted 116
decision not only involves 41
decision set back progress 118
decision that best reflects 43
decision that their children 51
decision that were intended 57
decision that will maximize 97
decision that will probably 82
decision they reach concerning 58
decision was also affected 71
decision was also followed 73
decision was also intended 46
decision was also prompted 142
decision was also reversed 60
decision was ever rendered 73
decision was left entirely 116
decision was made concerning 514
decision was made contrary 68
decision was made entirely 113
decision was made possible 227
decision was made pursuant 166
decision was made recently 54
decision was made sometime 46
decision was made somewhat 60
decision was made suddenly 55
decision was made therefore 43
decision was only partially 52
decision was only possible 48
decision was only reversed 46
decision was soon followed 157
decision was soon reversed 130
decision was well received 355
decision you have recently 57
decision you made recently 98
decision you make concerning 70
decision you make involves 59
decision you will probably 44
declaim for five quarters 58
declare all acts contrary 1445
declare all your variables 198
declare and make manifest 324
declare any such expenses 82
declare for ever excluded 42
declare for their rightful 202
declare her mind concerning 51
declare his mind concerning 51
declare his true identity 57
declare that clear horizons 52
declare that south carolina 41
declare that such functions 88
declare that such property 268
declare that their business 41
declare that their children 260
declare that their intention 161
declare that their interest 44
declare that these delicate 40
declare that these presents 121
declare that those wretched 77
declare who were citizens 95
declare with great emphasis 63
declare with what specific 47
declaring all such marriages 90
declaring all their property 41
declaring that south carolina 111
declaring that their children 72
declaring that their presence 43
declaring that these approval 66
declaring them well entitled 53
declaring with great emphasis 56
decline all such requests 45
decline and even collapse 99
decline and even disappear 261
decline and fall followed 95
decline and slow recovery 61
decline and were replaced 52
decline and will continue 162
decline and will probably 47
decline had been apparent 47
decline had been arrested 78
decline had been reversed 223
decline has also occurred 110
decline has been absolute 50
decline has been achieved 67
decline has been arrested 575
decline has been ascribed 73
decline has been constant 60
decline has been detected 41
decline has been dramatic 137
decline has been followed 46
decline has been hastened 77
decline has been observed 1169
decline has been partially 62
decline has been recorded 174
decline has been relative 62
decline has been reported 400
decline has been reversed 376
decline has been sharpest 60
decline has been somewhat 113
decline may have occurred 153
decline may have resulted 146
decline nor even consider 51
decline was also observed 211
decline was also recorded 40
decline was less dramatic 120
decline was made possible 53
decline was more apparent 78
decline was more dramatic 52
decline was most apparent 100
decline was most dramatic 112
decline was only marginal 43
decline was only partially 43
decline was only relative 111
decline was only slightly 51
decline was their forgetting 45
decline was well advanced 48
decline was well underway 48
declining and will continue 351
declining and will probably 67
declining any great intimacy 46
declining day came strongest 42
decorum for these occasions 88
decrease and even disappear 220
decrease has been ascribed 55
decrease has been observed 1185
decrease has been recorded 99
decrease has been reported 399
decrease may have occurred 113
decrease may have resulted 62
decrease was also observed 242
decrease was made possible 45
decrease with great rapidity 116
decrease with their distance 87
decreasing and will continue 359
decreasing with great rapidity 43
decreed for these services 51
decreed that their children 78
decreed that these princely 71
decrees all their commands 136
decrees had been accepted 56
decrees had been obtained 64
decrees had been prepared 49
decrees had been rendered 72
decrees had been reversed 44
decrees had been withdrawn 72
decrees had their original 61
decrees that were designed 42
deduced that nothing romantic 42
deduced with fair accuracy 58
deduced with great accuracy 63
deduced with some accuracy 49
deducting all other expenses 60
deducting all such expenses 44
deepens with great rapidity 45
deepest and best guaranty 107
deepest and most abstract 118
deepest and most abstruse 93
deepest and most abundant 61
deepest and most accurate 88
deepest and most authentic 422
deepest and most beautiful 545
deepest and most brilliant 117
deepest and most capacious 51
deepest and most challenging 96
deepest and most commanding 42
deepest and most compelling 326
deepest and most complete 247
deepest and most constant 364
deepest and most convincing 55
deepest and most critical 98
deepest and most dangerous 600
deepest and most decisive 177
deepest and most delicate 259
deepest and most disturbing 209
deepest and most dramatic 50
deepest and most emotional 56
deepest and most essential 649
deepest and most frequent 64
deepest and most fruitful 246
deepest and most fulfilling 50
deepest and most generous 56
deepest and most grateful 290
deepest and most hallowed 40
deepest and most heartfelt 1890
deepest and most hopeless 136
deepest and most humiliating 74
deepest and most immediate 157
deepest and most immortal 62
deepest and most intimate 1531
deepest and most mystical 89
deepest and most nourishing 59
deepest and most numerous 123
deepest and most original 777
deepest and most perilous 41
deepest and most perplexing 79
deepest and most personal 1526
deepest and most poignant 257
deepest and most positive 46
deepest and most powerful 1338
deepest and most pregnant 114
deepest and most profound 1623
deepest and most prolonged 563
deepest and most refreshing 44
deepest and most religious 62
deepest and most resonant 139
deepest and most reverent 95
deepest and most rigorous 41
deepest and most salutary 59
deepest and most satisfying 568
deepest and most secluded 67
deepest and most sinister 45
deepest and most sonorous 43
deepest and most steadfast 45
deepest and most tenacious 88
deepest and most terrible 127
deepest and most ultimate 138
deepest and most valuable 165
deepest and most vigorous 50
deepest and most volcanic 123
default and most commonly 60
default has been declared 54
default has been recorded 135
default has been remedied 125
defeated all their attempts 127
defeated all their projects 44
defeated all these attempts 53
defeated and made prisoner 5889
defeated and peace restored 47
defeated and took prisoner 1604
defeated his only opponent 40
defeated his whig opponent 110
defeated new york governor 45
defects and down syndrome 214
defects and even excesses 45
defects and health problems 68
defects and other physical 56
defects and other problems 462
defects and their clinical 44
defects and their clusters 107
defects and their mobility 53
defects and their possible 83
defects and their remedies 185
defects and their treatment 100
defects are also commonly 42
defects are also observed 102
defects are also possible 44
defects are best repaired 43
defects are less apparent 46
defects are less frequent 45
defects are more apparent 122
defects are more commonly 99
defects are more frequent 176
defects are more numerous 65
defects are most apparent 60
defects are most commonly 381
defects are most frequent 43
defects had been detected 48
defects had been remedied 149
defects had been reported 58
defects has been observed 178
defects has been obtained 51
defects has been proposed 50
defects has been reported 354
defects that have occurred 125
defects that were detected 54
defects that were observed 52
defending them when attacked 47
defense and heavy industry 227
defense and other agencies 43
defense and other military 96
defense and other programs 87
defense and other purposes 209
defense and other security 92
defense and other services 50
defense had been prepared 83
defense had been provided 113
defense had been rejected 60
defense has been accepted 52
defense has been asserted 88
defense has been extended 52
defense has been narrowly 44
defense has been observed 43
defense has been produced 124
defense has been provided 58
defense has been rejected 147
defense has been replaced 45
defiance was even exchanged 61
defiance was ever thundered 62
defiance was soon accepted 54
deficit and curb inflation 46
deficit and debt problems 98
deficit and debt reduction 280
deficit and high inflation 140
deficit and high interest 130
deficit and other economic 58
deficit and rising inflation 77
deficit had been financed 100
deficit had been incurred 58
deficit has been achieved 64
deficit has been financed 649
deficit has been incurred 79
deficit has been observed 108
deficit has been recorded 42
deficit has been replaced 121
deficit has been reported 202
deficit has been restored 40
deficit was made possible 41
deficit with hard currency 43
defiled with such infamous 43
defined and kept separate 63
defined and made concrete 95
defined and made explicit 213
defined and made possible 52
defined and made specific 48
defined and more distinct 293
defined and more flexible 45
defined and more numerous 50
defined and more specific 125
defined and more strictly 90
defined and their functions 82
defined and their relations 149
defined and their relative 68
defined and very specific 90
defined and will continue 97
defined are those cultures 64
defined for most purposes 56
defined for other purposes 103
defined for such purposes 50
defined for these purposes 1444
defined has been produced 51
defined with fair precision 42
defined with great accuracy 123
defined with great clearness 64
defined with great precision 614
defined with more accuracy 41
defined with more precision 427
defined with much accuracy 141
defined with much precision 71
defined with some accuracy 135
defined with some precision 777
defined with such precision 219
defines how many elements 84
defines with great precision 85
defines with some precision 46
defraying all other expenses 60
defraying all such expenses 47
defraying any such expenses 138
degrees all made advances 85
degrees and high humidity 44
degrees and other academic 418
degrees and other advanced 52
degrees and three quarters 248
degrees and were employed 43
degrees for their children 46
degrees had been obtained 42
degrees has been observed 93
degrees has been obtained 41
degrees has been recorded 115
degrees has been reported 91
degrees they have received 49
degrees they were absorbed 57
degrees with high humidity 128
degrees with their original 52
degrees you have received 57
deified kings were medicine 41
deities and other religious 66
deities and their consorts 89
deities and their devotees 62
deities and their functions 64
deities that were believed 42
deities who were believed 154
deities who were regarded 43
deities who were supposed 396
delayed and less complete 90
delayed and more prolonged 45
deletion has been observed 55
deletion has been reported 68
delight and live laborious 166
delight and some surprise 40
delight had been prepared 48
delight that great gourmand 44
delight that many gallants 53
delight was very tranquil 51
deliver all such articles 59
deliver all such property 81
deliver any other doctrine 110
deliver any such challenge 67
deliver him their prisoner 42
deliver its full capacity 54
deliver its full potential 275
deliver them from damnation 93
deliver them into christian 85
deliver them when demanded 121
deliver this poor innocent 59
deluded man been apprised 60
deluded with vain promises 49
deluged with such requests 41
delusion has been fostered 55
demanding all their attention 57
demanding and even dangerous 47
demanding and less satisfying 41
demanding and less tolerant 101
demanding and more critical 185
demanding and more flexible 71
demanding for their children 57
demanding her full attention 131
demanding his full attention 169
demanding our full attention 51
demanding than those required 458
demanding that more attention 104
demanding that their children 793
demanding that their husbands 163
demanding too much attention 178
demands all your attention 177
demands and cold refusals 57
demands and their personal 42
demands and their refusals 56
demands and will continue 142
demands are more moderate 43
demands are more specific 47
demands are very moderate 56
demands far less expansion 50
demands far more attention 406
demands for arms equality 44
demands for cash balances 99
demands for cash payments 303
demands for city services 285
demands for cost reduction 40
demands for data processing 46
demands for early elections 93
demands for fair treatment 482
demands for farm products 887
demands for food products 185
demands for food supplies 117
demands for free education 40
demands for free elections 757
demands for fringe benefits 85
demands for full autonomy 44
demands for full equality 393
demands for hard currency 117
demands for health services 1188
demands for just treatment 101
demands for many products 50
demands for mass education 52
demands for more accurate 207
demands for more adequate 350
demands for more advanced 91
demands for more attention 307
demands for more authority 44
demands for more autonomy 1128
demands for more benefits 56
demands for more complete 236
demands for more consumer 163
demands for more detailed 291
demands for more economic 110
demands for more education 530
demands for more emphasis 70
demands for more equality 312
demands for more financial 131
demands for more flexible 202
demands for more frequent 217
demands for more generous 44
demands for more manpower 60
demands for more military 70
demands for more openness 75
demands for more personal 106
demands for more powerful 138
demands for more punitive 41
demands for more relevant 89
demands for more rigorous 239
demands for more security 65
demands for more services 846
demands for more specific 186
demands for more supplies 42
demands for more vigorous 112
demands for other products 134
demands for other purposes 88
demands for other services 301
demands for rate increases 44
demands for rent reduction 165
demands for some products 97
demands for such benefits 40
demands for such materials 68
demands for such products 157
demands for such programs 99
demands for such services 735
demands for their abolition 147
demands for their attention 217
demands for their children 225
demands for their exclusion 58
demands for their expulsion 133
demands for their immediate 169
demands for their products 2601
demands for their services 3569
demands for these articles 43
demands for these materials 77
demands for these products 820
demands for these services 763
demands for those products 70
demands for those services 184
demands for union security 158
demands for wage advances 93
demands for wage increases 10511
demands for what amounted 48
demands for what remained 58
demands for wood products 223
demands for your attention 194
demands had been accepted 335
demands had been achieved 43
demands had been advanced 57
demands had been answered 65
demands had been approved 40
demands had been complied 248
demands had been conceded 363
demands had been partially 41
demands had been received 185
demands had been rejected 329
demands had been resisted 44
demands has been supplied 71
demands his full attention 149
demands how many birthdays 42
demands not only adequate 187
demands not only external 45
demands not only physical 100
demands our best attention 107
demands our full attention 453
demands our most grateful 96
demands that have occurred 53
demands that more attention 396
demands that some attention 212
demands that such solecism 83
demands that their children 209
demands that these children 41
demands that these occasions 47
demands that these problems 41
demands that these questions 41
demands that those involved 135
demands that those problems 131
demands that young children 139
demands they were suffered 88
demands too much attention 383
demands with such boldness 90
dementia and down syndrome 54
dementia and their families 1111
dementia and their treatment 63
dementia has been diagnosed 109
dementia has been observed 40
dementia has been reported 207
denotes any harm whatever 111
densest and most luxuriant 74
density and axial velocity 52
density and bone remodeling 66
density and bone turnover 376
density and bulk velocity 51
density and film thickness 133
density and flow velocity 253
density and hall mobility 99
density and high buoyancy 65
density and high mobility 78
density and high porosity 102
density and high pressure 45
density and high specific 122
density and high velocity 104
density and land coverage 60
density and land scarcity 55
density and land shortage 56
density and nest predation 89
density and open porosity 69
density and other physical 340
density and other variables 90
density and shear velocity 56
density and soil moisture 181
density and wall thickness 54
density and wave velocity 87
density and will therefore 57
density and wind velocity 67
density are held constant 81
density are kept constant 65
density for these materials 44
density had been increased 45
density has also increased 50
density has been achieved 287
density has been attained 291
density has been computed 93
density has been examined 54
density has been increased 320
density has been observed 462
density has been obtained 731
density has been produced 40
density has been proposed 62
density has been recorded 66
density has been reported 482
density may have increased 43
density per unit bandwidth 209
density per unit distance 60
density per unit thickness 89
density per unit velocity 103
density per unit wavelength 335
density was also increased 49
density was also observed 316
density was held constant 143
density was kept constant 204
density was only slightly 66
departing with their families 74
depending for their authority 90
depending for their efficacy 94
depending for their execution 57
depending for their interest 95
depending for their operation 129
depending for their supplies 71
depending for their survival 111
depending for their validity 310
depends and will continue 101
depends not upon absolute 47
depends not upon external 67
depends not upon imitation 54
depends not upon specific 44
depleting its gold reserves 44
deposed and made prisoner 84
deposit all cash receipts 348
deposit and loan accounts 286
deposit and loan activity 105
deposit and loan balances 106
deposit and loan business 666
deposit and loan functions 62
deposit and loan interest 847
deposit and loan products 273
deposit and loan services 410
deposit and other accounts 338
deposit and other deposits 147
deposit and paid interest 49
deposit and time deposits 189
deposit for their treasures 97
deposit had been received 78
deposit has been accepted 60
deposit has been effected 79
deposit has been examined 53
deposit has been explored 140
deposit has been followed 43
deposit has been increased 90
deposit has been observed 111
deposit has been obtained 179
deposit has been received 235
deposit has been recently 62
deposit has been recorded 47
deposit has been reported 183
deposit that pays interest 55
deposit with their families 48
depriving his fair subjects 53
derided and been endeavoring 40
derision and even contempt 54
derived all their authority 342
derived all their efficacy 60
derived all their security 72
derived and will continue 53
derived both from christian 55
derived both from personal 40
derived both from tradition 44
derived for ideal solutions 42
derived for other purposes 57
derived has also provided 49
derived has been entitled 44
derived his early education 40
derived its most suitable 45
derived its name therefrom 40
derived not from abstract 64
derived not from authority 132
derived not from external 47
derived not from personal 94
derived not from property 81
derived not from religious 70
derived not from sensation 126
derived with high accuracy 54
derives its main interest 211
derives its name probably 82
derives its name therefrom 93
derives its sole interest 52
descend for some distance 531
descend with great celerity 68
descend with great rapidity 282
descend with great velocity 139
descend with such velocity 46
descent and early education 72
descent and their children 46
descent and their families 58
descent had been effected 92
descent has been effected 54
descent was less perilous 60
descent was more perilous 58
descent who were interned 51
deserting thus their functions 48
deserts and high mountain 149
deserts and over mountain 83
deserts are most frequent 55
deserve all your kindness 50
deserve and have received 149
deserve any more attention 46
deserve any such suspicion 47
deserve far more attention 889
deserve far more detailed 50
deserve not your reproach 130
deserve our best attention 136
deserve our full attention 285
deserve that just severity 55
deserve that much attention 92
deserve that their fortunes 94
deserve this much attention 44
deserve too much attention 57
deserving but poor students 40
deserving far more attention 101
designing and coding programs 51
designing and making costumes 190
designing and making machines 50
designing and making products 114
designing and sewing costumes 43
designs and data analysis 184
designs and most dangerous 56
designs and their analysis 120
designs and their execution 107
designs and their relative 71
designs and their variations 59
designs are also commonly 41
designs are also employed 51
designs are also included 65
designs are also possible 206
designs are also produced 44
designs are also referred 86
designs are more commonly 104
designs are more frequent 42
designs are more powerful 87
designs are more suitable 96
designs are most commonly 299
designs are most suitable 57
designs are very beautiful 81
designs are well executed 44
designs for flying machines 206
designs for more advanced 47
designs for such articles 46
designs for their products 82
designs for your personal 47
designs had been accepted 49
designs had been approved 98
designs had been executed 91
designs had been prepared 171
designs had been produced 97
designs had been received 62
designs had been rejected 89
designs had been selected 56
designs has been proposed 50
designs that have survived 51
designs that were actually 41
designs that were executed 41
designs that were intended 66
designs that were produced 112
designs they were intended 40
desired and what actually 52
desired end were attained 178
desired for other purposes 212
desired for such purposes 61
desired for their children 429
desired for their fidelity 155
desired had been obtained 60
desired has been achieved 133
desired has been attained 82
desired has been obtained 158
desired him very earnestly 85
desired real cash balances 217
desired that more attention 47
desired that their children 364
desired that their families 43
desired that their garrison 65
desired that their property 47
desired that these questions 42
desires and ideas directly 47
desires and their capacity 49
desires are made manifest 128
desires are more powerful 56
desires are only referred 69
desires are their prevailing 763
desires can have attained 52
desires for more autonomy 96
desires for more children 140
desires for their children 1178
desires for their salvation 203
desires for your children 44
desires her best respects 350
desires her kind respects 67
desires his best respects 263
desires that harm humanity 115
desires that their children 126
desires that your generous 60
desires with more rudeness 87
desires with their constant 112
desires you will continue 46
despair and wept bitterly 44
despair had been replaced 46
despair has been suddenly 40
despair that have revolted 166
despair thus high uplifted 267
despise and hate approach 60
despite all their apparent 115
despite all their attempts 205
despite all their exertions 56
despite all their internal 40
despite all their problems 153
despite all their promises 139
despite all their protests 74
despite all their rhetoric 80
despite all their sufferings 52
despite all their troubles 89
despite all these advances 71
despite all these apparent 58
despite all these attempts 214
despite all these barriers 40
despite all these benefits 55
despite all these negative 53
despite all these positive 115
despite all these possible 63
despite all these potential 42
despite all these problems 558
despite all these setbacks 74
despite all these troubles 46
despite all these variations 80
despite all your attempts 69
despite any other provision 200
despite her best attempts 290
despite her busy schedule 278
despite her great affection 40
despite her health problems 41
despite his best attempts 413
despite his best endeavors 70
despite his busy schedule 1244
despite his deep affection 42
despite his deep interest 44
despite his deep religious 63
despite his early enthusiasm 44
despite his early interest 64
despite his good relations 79
despite his great affection 75
despite his great erudition 49
despite his great interest 149
despite his great personal 117
despite his great physical 43
despite his great prestige 48
despite his great services 117
despite his having received 70
despite his health problems 97
despite his heart condition 70
despite his heavy schedule 239
despite his heavy workload 57
despite his keen interest 162
despite his loud protests 52
despite his many attempts 85
despite his many failures 58
despite his many problems 42
despite his many promises 40
despite his many services 50
despite his poor eyesight 107
despite his vast erudition 42
despite its great distance 166
despite its great economic 57
despite its great interest 71
despite its great potential 406
despite its having received 45
despite its heavy emphasis 40
despite its high affinity 40
despite its high latitude 48
despite its high potential 53
despite its high standard 84
despite its many benefits 75
despite its many economic 41
despite its many failures 80
despite its many internal 71
despite its many negative 43
despite its many positive 93
despite its many problems 429
despite its many variations 67
despite its poor condition 105
despite its wide currency 69
despite not having actually 47
despite not having received 98
despite our best attempts 237
despite this clear evidence 40
despots and their subjects 58
dessert had been consumed 48
destiny and saying whatever 49
destiny had been foretold 71
destiny was more brilliant 42
destroy all living creatures 424
destroy all other religions 84
destroy all their children 43
destroy all their domestic 58
destroy all their interest 102
destroy all their pictures 219
destroy all their property 146
destroy all these heresies 40
destroy all these pleasures 41
destroy all your illusions 41
destroy and make desolate 40
destroy any living creatures 43
destroy any such positive 134
destroy each other entirely 83
destroy each other mutually 94
destroy each other whenever 50
destroy his holy pilgrims 73
destroy not only accepted 45
destroy our most valuable 41
details and asking questions 60
details and many examples 45
details and more complete 79
details and more examples 81
details and more specific 53
details and other examples 108
details and other personal 83
details and other relevant 58
details and some examples 73
details and their relations 83
details and their relative 43
details are also included 186
details are also provided 234
details are also required 63
details are best obtained 103
details are more involved 42
details are more numerous 78
details are more specific 91
details are only partially 53
details are very beautiful 44
details are well executed 44
details for their execution 68
details had been attended 176
details had been invented 108
details had been obtained 66
details had been provided 92
details had been received 70
details had been recorded 52
details had been resolved 57
details had been supplied 100
details may vary slightly 70
details may vary somewhat 91
details that have survived 116
details that need attention 158
details that were essential 82
details that were formerly 49
details that were included 83
details that were involved 91
details that were otherwise 40
details that were probably 55
details that were provided 41
details that were relevant 55
details that were reported 40
details that were required 66
details that were supposed 87
details that will interest 136
details with great accuracy 67
details with great clearness 47
details with great interest 55
details with great precision 99
details with more precision 52
details you have observed 57
detente and arms reduction 61
detente had been achieved 45
detente has been achieved 44
deterring men from committing 43
deterring them from committing 139
develop all their potential 124
develop and fund programs 59
develop and gain approval 44
develop and grow normally 91
develop and grow properly 42
develop and keep talented 63
develop and make explicit 92
develop and make progress 184
develop and reach maturity 152
develop and sell computer 53
develop and sell products 209
develop and sell software 78
develop and test advanced 53
develop and test computer 50
develop and test concepts 64
develop and test improved 69
develop and test materials 67
develop and test possible 45
develop and test products 80
develop and test programs 131
develop and test software 118
develop and test solutions 54
develop and test specific 209
develop and will continue 55
develop for their children 43
develop for your business 42
develop her full potential 513
develop his full capacity 78
develop his full potential 1770
develop his ideas concerning 75
develop his most advanced 53
develop its auto industry 40
develop its full capacity 68
develop its full economic 48
develop its full potential 2290
develop its heavy industry 85
develop its true potential 40
develop new food products 163
develop not only physical 63
develop not only specific 44
develop our full potential 634
develop our heavy industry 49
develop with great rapidity 1070
develop with many cerebral 42
develop with such rapidity 116
develop with their children 123
develop with their patients 53
develop with their students 100
develop with your students 50
deviation has been computed 99
deviation has been observed 194
deviation has been obtained 70
deviation has been reported 89
devices and data processing 56
devices and drug delivery 59
devices and host adapters 42
devices and other computer 134
devices and other elements 45
devices and other hardware 77
devices and other materials 76
devices and other products 102
devices and other security 40
devices and their functions 193
devices and their operation 208
devices and their possible 63
devices and their potential 187
devices and their relative 46
devices and their software 65
devices and user programs 48
devices are also commonly 81
devices are also designed 112
devices are also employed 264
devices are also equipped 61
devices are also essential 49
devices are also included 130
devices are also possible 98
devices are also provided 102
devices are also referred 168
devices are also required 160
devices are also suitable 50
devices are good examples 42
devices are more accurate 105
devices are more commonly 219
devices are more flexible 42
devices are more powerful 42
devices are more suitable 77
devices are most commonly 546
devices are most suitable 64
devices are only suitable 79
devices are slow compared 57
devices are used properly 54
devices are used whenever 50
devices are used wherever 42
devices are very suitable 44
devices can have multiple 52
devices for data analysis 50
devices for data processing 422
devices for drug delivery 110
devices for hearing impaired 68
devices for making selection 44
devices for other purposes 72
devices for such purposes 131
devices for these purposes 157
devices for your computer 50
devices had been designed 55
devices had been employed 207
devices had been invented 227
devices had been provided 69
devices had been resorted 45
devices has been achieved 92
devices has been designed 93
devices has been employed 81
devices has been examined 41
devices has been extended 48
devices has been improved 52
devices has been increased 48
devices has been proposed 131
devices has been reported 279
devices has been reviewed 75
devices has made possible 82
devices that call attention 133
devices that draw attention 44
devices that have multiple 59
devices that have produced 42
devices that have received 52
devices that have recently 85
devices that have replaced 52
devices that have survived 53
devices that help students 55
devices that made possible 82
devices that make possible 152
devices that were attached 53
devices that were designed 285
devices that were employed 139
