damp sphagnum moss and 167
died eighteen years ago 740
died fourteen years ago 929
died nineteen years ago 316
died slightly more than 40
died suddenly during his 113
died suddenly during this 55
died suddenly last year 188
died suddenly leaving her 41
died suddenly less than 72
died suddenly only two 40
died suddenly when his 139
died suddenly when she 322
diet containing corn oil 73
diet containing fish oil 66
diet containing less than 742
diet containing milk and 62
diet containing more than 219
diet containing much fat 158
diet containing much meat 62
diet contains less than 280
diet contains more than 240
diet includes milk and 56
diet includes more than 43
diet provides less than 73
diet provides more than 130
diet supplies more than 99
diode conducts only for 53
dirt whatever will not 110
disc contains more than 63
disk contains more than 77
disk contains only one 52
dive straight down and 102
diving accident when she 44
dogs betrayed their fear 89
dogs requires more than 151
dogs salivate when they 48
doings regarded what had 61
done anywhere else but 45
done brilliant work for 48
done business there for 71
done clerical work for 43
done consulting work for 368
done consulting work with 61
done contract work for 139
done directly from this 57
done domestic work for 61
done editorial work for 126
done eighteen years ago 109
done entirely from one 126
done execution upon them 85
done fourteen years ago 88
done graduate work and 92
done graduate work with 44
done overmuch work for 46
done probably more than 144
done promised gawd and 56
done properly what was 48
done scarcely more for 58
done scarcely more than 123
done somewhat more than 208
done splendid work and 163
done splendid work for 333
done splendid work with 65
done valuable work and 78
done valuable work for 300
done valuable work with 49
done whenever there are 46
done wherever there are 67
door connecting their two 66
door exploded open and 86
door neighbor came out 72
door neighbor will not 45
door partially open and 157
door projecting from one 209
door remained open and 205
door remained open for 382
door remained shut and 90
door slightly ajar and 504
door slightly ajar for 279
door slightly ajar with 50
door slightly open and 204
door slightly open for 118
door slightly open with 50
door suddenly drew all 40
door suddenly gave way 94
door suddenly open and 60
door swooshed open and 48
door unlocked like that 83
door unlocked when she 121
door unlocked when they 53
door unlocked when you 112
door whenever there was 85
door whooshed open and 161
door wrenched from its 74
dose commonly used for 41
dose response data for 102
dove descending upon him 1808
dove straight down and 56
down abruptly from this 44
down anywhere from this 54
down approach means that 40
down chancery lane and 372
down devoutly upon his 42
down directly from god 178
down directly into her 98
down directly over our 73
down directly upon him 147
down directly upon them 399
down earnestly into her 57
down fourteen years ago 99
down intently into her 120
down lifeless from his 44
down minutely what you 193
down miseries upon him 51
down modestly upon his 54
down questions when they 43
down rakishly over one 426
down requires time and 111
down security upon you 44
down slightly from its 222
down slightly more than 185
down slightly over his 81
down sometime soon and 41
down somewhat from his 132
down somewhat from its 149
down somewhat more than 108
down straight away and 345
down straight from his 100
down straight into her 45
down straight into his 106
down straight upon them 115
down stumbled upon him 82
down suddenly from his 279
down suddenly over his 118
down suddenly upon her 112
down suddenly upon his 106
down suddenly upon them 109
down tenderly into her 127
down terribly well with 94
down unchanged from one 93
down verbally from one 107
down verbatim from one 41
down verbatim what they 47
down verbatim what was 90
down washington from his 79
down whenever more than 57
down whenever there was 235
down wherever there was 422
down yourself just one 63
drag everyone down with 86
drag washington from his 44
draw attention from all 44
draw attention from any 41
draw attention from her 156
draw attention from him 41
draw attention from his 254
draw attention from its 81
draw attention from our 49
draw attention from that 51
draw attention from them 49
draw attention from this 107
draw attention upon them 75
draw benefits from them 45
draw benefits from this 69
draw directly from his 60
draw directly from this 65
draw directly upon his 42
draw examples from each 132
draw examples from our 58
draw greatness from its 60
draw guidance from this 87
draw horrible ideas and 53
draw montcalm from his 168
draw patients from all 45
draw pilgrims from all 207
draw students from all 907
draw supplies from his 61
draw supplies from its 62
draw supplies from real 102
draw supplies from them 42
draw supplies over for 44
draw suspicion upon him 95
draw tourists from all 138
draw visitors from all 878
draw washington from his 291
dread treachery from any 56
dream occurred more than 193
dream remained just that 120
drew annually five per 125
drew applause from his 58
drew attention from all 140
drew attention from both 41
drew attention from her 45
drew attention from his 58
drew attention more than 73
drew attention upon him 54
drew directly from his 154
drew directly upon his 75
drew elements from both 46
drew entirely from his 54
drew laughter from all 46
drew laughter from his 89
drew patients from all 59
drew pilgrims from all 327
drew pilgrims from far 85
drew protests from both 48
drew recruits from all 73
drew scholars from all 177
drew settlers from all 47
drew somewhat upon his 60
drew students from all 1109
drew students from far 71
drew thousands from all 46
drew tourists from all 58
drew visitors from all 319
drew visitors from far 61
drop casually from him 462
drop straight down and 322
drop trickled down her 111
drop trickled down his 64
drop trickled down its 80
drop whatever else they 110
drop whatever else you 65
drop whatever work they 40
drug addiction among our 45
drug addiction were not 66
drug addiction will not 45
drug commonly used for 315
drug directly into his 49
drug offenses more than 59
drug particle size and 138
drug problems were not 48
drug regimens used for 40
drug therapies used for 50
drug treatment have not 84
drug treatment will not 90
dual criminal laws may 49
dual instinct theory and 69
duck trousers swung and 73
dues deducted from his 42
dues demanded from him 112
duke alighted from his 65
duke returned from his 71
duke returned next year 83
dull bachelor mind that 151
duly consider these things 159
duly estimating what that 43
duly inducted into that 52
duly initiated into all 75
duly inquired into and 71
duly pondered over them 75
duly received your two 260
duly reported back that 53
dumb questions like that 106
during carnival time and 45
during cocktail hour and 79
during communal riots and 66
during complete rest and 57
during eighteen days that 187
during eighteen years had 47
during everyday life and 50
during evolution there has 115
during exercise have not 70
during exercise were not 67
during exercise will not 44
during fourteen years out 74
during fracture healing and 76
during hospital stay and 91
during injection drug use 203
during internal wars and 47
during migration from one 41
during military rule and 75
during movement from one 104
during muscular work and 222
during necrotic cell death 53
during operation peace for 59
during physical work and 51
during prenatal care and 92
during prenatal life and 275
during prenatal life may 61
during recovery from heat 56
during recovery from this 52
during slightly more than 128
during somewhat more than 126
during succeeding years and 90
during transfer from one 264
during treatment were not 54
during whatever time they 41
dusk vanished from his 72
dust containing less than 134
dust containing more than 90
dust particle size and 134
dust subsided here and 80
dust yourself down and 55
duty aluminum foil and 984
duty aluminum foil with 104
duty devolved upon her 45
duty devolved upon him 746
duty devolved upon his 96
duty devolved upon them 375
duty devolved upon you 76
duty devolves upon each 40
duty devolves upon him 368
duty devolves upon his 43
duty devolves upon them 143
duty devolves upon this 61
duty devolves upon you 118
duty differed from his 82
duty distinct from that 145
duty enjoined upon all 99
duty enjoined upon him 547
duty enjoined upon them 283
duty enjoined upon you 58
duty expected from him 65
duty expected from them 158
duty prevents your being 74
duty required from him 125
duty required from them 86
duty required from this 66
duty requires more than 88
dyes commonly used are 63
dyes commonly used for 97
dyne electron volt erg 89
