daggers were drawn and 54
decided upon sending him 93
decided upon sending two 49
decided upon setting out 55
decided upon until may 40
decided upon which was 78
decided upon would not 61
decided upon writing you 76
decided what action was 51
decided what goods and 66
decided what might not 89
decided what rents they 57
decided when poetry can 111
decides upon every man 253
decides what facts are 40
decides what goods and 188
decides what goods are 42
decides what shall and 40
decimal form rather than 130
decision also found that 108
decision also holds that 133
decision also noted that 250
decision also shows that 122
decision areas which are 77
decision been taken than 82
decision during world war 116
decision even though she 105
decision even though they 313
decision even though you 73
decision flow chart for 189
decision from above and 42
decision from which all 85
decision from which she 41
decision from which they 102
decision from which this 96
decision into action and 56
decision into anything but 44
decision made about how 67
decision made under that 54
decision made under this 290
decision making about all 84
decision making about and 74
decision making about both 45
decision making about her 114
decision making about his 165
decision making about how 1347
decision making about its 98
decision making about new 119
decision making about one 131
decision making about our 56
decision making about sex 105
decision making about that 50
decision making about them 59
decision making about this 62
decision making about who 143
decision making argue that 146
decision making calls for 180
decision making costs and 43
decision making could lead 47
decision making could not 342
decision making easier and 110
decision making easier for 46
decision making found that 173
decision making holds that 44
decision making level and 53
decision making method for 45
decision making might not 61
decision making model and 188
decision making model for 365
decision making model that 216
decision making often are 43
decision making power and 1261
decision making power are 51
decision making power for 227
decision making power has 73
decision making power than 81
decision making power that 68
decision making power was 248
decision making power with 351
decision making rather than 6805
decision making rests with 294
decision making roles and 53
decision making rules and 88
decision making rules for 49
decision making shows that 320
decision making since they 82
decision making style and 83
decision making tools and 94
decision making tools are 41
decision making tools for 72
decision making under this 72
decision making units and 74
decision making units are 67
decision making units that 112
decision making until they 148
decision making where they 151
decision making which are 433
decision making which can 289
decision making which does 43
decision making which had 78
decision making which has 525
decision making which led 43
decision making which may 358
decision making which they 47
decision making which was 340
decision making within and 138
decision making within each 146
decision making within his 57
decision making within that 117
decision making within them 83
decision making within this 118
decision making would lead 116
decision making would not 281
decision making would then 52
decision more easily than 47
decision more often than 171
decision must start with 50
decision once taken and 54
decision once taken was 69
decision only after all 42
decision only after long 79
decision only after they 82
decision only after you 59
decision over which they 116
decision rule calls for 92
decision rule rather than 161
decision rule which can 76
decision rule which has 64
decision rule which may 85
decision rule would lead 64
decision rule would not 119
decision rule would then 62
decision theory model for 55
decision theory rather than 80
decision tree learning and 75
decision tree method for 55
decision tree model for 74
decision tree model that 45
decision tree model was 47
decision tree rather than 81
decision tree shows that 155
decision tree where each 60
decision tree which can 45
decision upon which all 53
decision upon which his 47
decision upon which they 49
decision were taken that 140
decision when faced with 581
decision will agree with 54
decision will stand for 60
decision your honor has 40
declare nothing about them 63
declare once again that 767
declare their names and 81
declare their unity with 43
declare there never was 58
declare unto jacob his 547
declare what every eye 64
declare what power you 42
declare your glory and 44
declare your words and 53
declaring once again that 252
declaring their lands and 41
declaring their names and 109
declaring their ships and 43
decline during world war 870
decline from power and 110
decline from which she 309
decline from which they 1061
decline from within was 43
decline into chaos and 128
decline into stern and 52
decline into which they 59
decline seeing people who 43
decline soon after his 130
decline took place and 58
declining birth rates and 2442
declining birth rates are 143
declining birth rates for 48
declining birth rates that 131
declining years beneath his 57
decrease during world war 52
decrease their costs and 76
decrease their loans and 59
decrease their power and 42
decrease their risks for 43
decrease unit costs and 41
decreasing birth rates and 156
decreasing open space for 109
decreasing unit costs and 137
decreasing unit costs for 52
decreasing unit costs with 61
decreed from above and 104
decreed from heaven that 117
deduced from anything but 77
deduced from axioms and 99
deduced from facts and 195
deduced from facts that 113
deduced from known and 101
deduced from lofty and 51
deduced from reason and 234
deduced from times near 69
deduced from usage and 47
deducting those which are 86
deepening into night and 54
deepens into loves and 83
deepest truth about god 171
default cuts trade for 40
default disk drive and 161
default disk drive for 56
default line spacing for 52
default more often than 214
default plot style for 165
default sort order for 466
default text color for 106
defeated army which was 44
defeated during world war 84
defeated even though they 52
defeated john adams for 50
defeated look about him 54
defeated more easily than 45
defeated more often than 148
defeated once again and 45
defeated three times for 54
defeated when running for 51
defects among women who 128
defects even though they 55
defects from which they 136
defects more often than 43
defects were found and 150
defects were noted and 52
defending their cause and 69
defending their civil and 54
defending their farms and 43
defending their hearths and 241
defending their homes and 1261
defending their homes with 87
defending their honor and 91
defending their lands and 184
defending their lives and 1489
defending their lives with 40
defending their nests and 69
defending their newly won 170
defending their people and 51
defending their power and 76
defending their social and 67
defending their views and 46
defending their wives and 207
defending their women and 83
defends from chaos and 54
defense also noted that 42
defense during world war 415
defense even though they 70
defense more often than 64
defense must prove that 336
defense when faced with 116
defense will argue that 331
defense will claim that 127
defense will prove that 161
defiance from under its 44
deficit during world war 41
defiled their hands with 199
defined along ethnic and 54
defined also makes them 49
defined areas where they 46
defined areas which are 160
defined break point that 129
defined data types and 1288
defined data types are 986
defined data types can 444
defined data types for 117
defined data types that 320
defined data types with 58
defined even though they 86
defined from within and 47
defined ideas about how 46
defined more easily than 72
defined more fully and 80
defined more nearly than 72
defined more often than 41
defined their goals and 301
defined their goals for 93
defined their lives and 97
defined their needs and 60
defined their roles and 345
defined their social and 102
defined their terms and 45
defined time frame and 131
defined time frame for 68
defined time limit for 98
defined time period and 365
defined time period for 120
defined user needs and 253
defined work roles and 41
defined your goals and 88
defines data types and 63
defines some terms and 68
defines some terms that 107
defines their roles and 82
defines their scope and 43
defines these terms and 272
deforming your pages with 63
deforms more easily than 83
degrade high heaven and 42
degrees during feeding and 60
degrees even though they 47
degrees from brown and 81
degrees from right aft 223
degrees from where they 49
degrees from where you 78
degrees grew paler and 44
degrees into power and 44
degrees more exact and 68
degrees were given for 40
deified their light and 91
deities from which they 58
deities like indra and 59
deities were large and 52
deities were local and 96
delayed during world war 54
delayed early genes are 102
delayed even longer than 191
delayed here longer than 50
delayed more often than 43
delayed much later than 59
delayed much longer and 52
delayed much longer than 622
delayed much longer they 88
delayed some hours this 46
delayed taking action for 112
delayed their plans for 55
delayed three hours for 65
delayed till after his 104
delayed till after that 40
delayed till after this 57
delight from every new 124
delight from every one 78
delight look round her 2140
delight many times with 86
delight more pleasing than 49
delight some people and 213
delight their souls with 48
delight upon learning that 40
delight when first she 764
delight when rains are 62
deliver from curse and 1034
deliver good value for 77
deliver more goods and 45
deliver more goods than 44
deliver more power and 48
deliver more power for 62
deliver more power than 275
deliver more power with 52
deliver more value for 56
deliver more value than 91
deliver more water than 162
deliver such books and 44
deliver such goods and 47
deliver their goods and 178
deliver their goods for 54
deliver their lands out 66
deliver their lines and 99
deliver their lines with 124
deliver their loads and 42
deliver their minds with 48
deliver their money and 56
deliver their votes for 57
deliver their wives and 62
deliver these goods and 53
deliver those goods and 72
deliver those souls that 95
deliver west point and 68
deluded into thinking his 51
deluded into thinking she 81
deluded into thinking that 10377
deluded into thinking they 825
deluded into thinking this 64
deluded into thinking you 51
deluded young woman with 85
delusion from which they 74
delusion into which men 47
delusion into which she 45
delusion into which they 193
delusion more fatal than 123
demanding free trade and 74
demanding from every one 45
demanding great gifts and 43
demanding great skill and 152
demanding high wages and 63
demanding more funds for 75
demanding more goods and 74
demanding more money and 611
demanding more money for 498
demanding more money than 185
demanding more power and 189
demanding more power for 122
demanding more skill and 78
demanding more value for 43
demanding more wages and 59
demanding much skill and 54
demanding once again that 133
demanding their money and 80
demands clear thinking and 62
demands during world war 457
demands even though they 153
demands free scope for 53
demands from above and 148
demands from above for 46
demands from below and 258
demands from below for 134
demands from every man 122
demands from every one 296
demands from labor and 83
demands from labor for 49
demands from local and 58
demands from others and 163
demands from others for 147
demands from others that 57
demands from people who 183
demands from state and 156
demands from users for 76
demands from which they 57
demands from within and 204
demands from women and 44
demands from women for 86
demands good feeling and 42
demands great force and 98
demands great skill and 858
demands have grown for 69
demands less skill than 41
demands more blood and 139
demands more easily than 119
demands more goods and 101
demands more labor and 50
demands more labor than 55
demands more money and 84
demands more money for 146
demands more money than 132
demands more often than 117
demands more power and 42
demands more power than 97
demands more rather than 124
demands more skill and 294
demands more skill than 273
demands more space and 95
demands more space for 43
demands more space than 479
demands more study than 162
demands more water than 102
demands much skill and 199
demands much study and 55
demands over wages and 121
demands over which they 50
demands some skill and 41
demands three rooms and 67
demands upon china and 59
demands upon china for 47
demands upon every one 42
demands upon lewis xiv 63
demands upon others and 96
demands upon others for 91
demands upon people and 47
demands upon showing that 44
demands upon state and 45
demands were fully met 197
demands were known and 44
demands were never met 113
demands were still being 83
demands were still too 98
demands when faced with 105
demands will arise for 47
demands will widen and 60
dementia among people with 52
dementia rating scale for 59
denotes those which are 58
density disk drive and 56
density five times that 135
density four times that 165
density have shown that 96
density much lower than 188
density only about one 182
density three times that 159
density well below that 43
density will change with 92
dentist more often than 75
denture base resin and 68
departs from unity and 42
depending upon anything but 43
depending upon color and 44
depending upon facts and 73
depending upon grade and 48
depending upon hunting and 43
depending upon light and 41
depending upon local and 130
depending upon local law 107
depending upon needs and 71
depending upon others and 59
depending upon others for 465
depending upon place and 81
depending upon price and 85
depending upon region and 66
depending upon season and 251
depending upon shape and 57
depending upon skill and 73
depending upon social and 110
depending upon speed and 121
depending upon state and 71
depending upon state law 1079
depending upon style and 55
depending upon taste and 46
depending upon usage and 49
depending upon weather and 261
depending upon where and 340
depending upon where each 47
depending upon where his 51
depending upon where one 1300
depending upon where she 62
depending upon where they 1645
depending upon where you 1888
depending upon which area 112
depending upon which are 63
depending upon which arm 45
depending upon which end 527
depending upon which eye 108
depending upon which has 155
depending upon which law 67
depending upon which one 1768
depending upon which path 48
depending upon which set 505
depending upon which sex 53
depending upon which they 66
depending upon which two 183
depending upon which was 346
depending upon which way 1063
depending upon which year 44
depending upon which you 87
depends more often than 101
depends upon action and 62
depends upon anything but 166
depends upon close and 66
depends upon creating and 45
depends upon cutting off 54
depends upon every man 75
depends upon every one 280
depends upon facts and 125
depends upon facts that 108
depends upon fancy and 40
depends upon finding and 63
depends upon finding out 110
depends upon finding that 45
depends upon force and 46
depends upon getting rid 72
depends upon gifts and 111
depends upon growth and 40
depends upon habit and 111
depends upon holding that 41
depends upon keeping our 43
depends upon keeping them 58
depends upon keeping this 61
depends upon knowing and 44
depends upon knowing how 265
depends upon knowing that 145
depends upon labor and 43
depends upon learning and 86
depends upon learning how 43
depends upon light and 89
depends upon light for 103
depends upon local and 116
depends upon local law 137
depends upon merit and 49
depends upon moral and 61
depends upon order and 58
depends upon others and 104
depends upon others for 505
depends upon people being 99
depends upon people who 160
depends upon place and 43
depends upon power and 69
depends upon price and 76
depends upon proof that 403
depends upon proving that 57
depends upon rapid and 66
depends upon reason and 84
depends upon right and 48
depends upon season and 59
depends upon showing that 422
depends upon skill and 138
depends upon social and 275
depends upon sound and 47
depends upon space and 65
depends upon speed and 137
depends upon state and 47
depends upon state law 392
depends upon study and 61
depends upon taste and 95
depends upon times and 95
depends upon trade and 43
depends upon trust and 78
depends upon water and 50
depends upon water for 49
depends upon weather and 60
depends upon where and 220
depends upon where one 1200
depends upon where she 66
depends upon where they 303
depends upon where you 1541
depends upon which are 59
depends upon which end 212
depends upon which has 54
depends upon which one 642
depends upon which set 147
depends upon which two 42
depends upon which way 270
depends upon words and 59
depends upon working out 40
depends upon working with 52
deplete their savings and 70
deplore their teaching and 45
deposed from power and 93
deposed three popes and 62
deposit from which they 321
deposit fund shall each 88
deposit made under sub 226
deposit made under this 377
deposit more money than 58
deposit slip showing that 101
deposit some money and 58
deposit some money for 45
deposit some money with 61
deposit such funds with 128
deposit their bonds with 324
deposit their booty and 43
deposit their earnings with 43
deposit their funds with 926
deposit their goods and 112
deposit their loads and 66
deposit their money and 472
deposit their money for 186
deposit their money with 1367
deposit their savings and 301
deposit their savings with 941
deposit their skins and 43
deposit their spawn and 141
deposit their stock with 281
deposit their votes for 64
deposit their wives and 41
deposit these bonds with 169
deposit your money and 98
deposit your money with 72
depress their price and 73
depress wage rates and 101
deprive single women and 96
deprive their wives and 42
deprive these noble and 196
derived cell lines and 568
derived cell lines are 249
derived cell lines that 146
derived cell lines with 48
derived data types and 52
derived foam cells and 40
derived from about one 44
derived from above and 122
derived from acids and 73
derived from action and 71
derived from acute and 42
derived from adult and 101
derived from adult rat 231
derived from alpha and 113
derived from anything but 182
derived from anything that 346
derived from axioms and 82
derived from bacon and 91
derived from banking and 87
derived from banks and 54
derived from basic and 200
derived from birds and 132
derived from black and 108
derived from blake and 40
derived from blood and 665
derived from blues and 45
derived from bonds and 181
derived from bones and 42
derived from books and 2031
derived from books are 42
derived from books but 69
derived from books that 71
derived from books was 138
derived from brain and 51
derived from brown and 60
derived from canon law 165
derived from cases and 47
derived from cases that 94
derived from cause and 46
derived from cells and 71
derived from cells that 1430
derived from cells with 158
derived from chalk and 66
derived from china and 305
derived from civil and 56
derived from civil law 200
derived from class and 84
derived from clays and 88
derived from close and 75
derived from clove oil 60
derived from coins and 48
derived from coral and 65
derived from creating and 58
derived from crete and 52
derived from crops and 74
derived from crude oil 3295
derived from dealings with 133
derived from dewey and 42
derived from dreams and 120
derived from drugs and 47
derived from dutch and 130
derived from earnings and 155
derived from egypt and 367
derived from either any 85
derived from either its 51
derived from either one 192
derived from ethnic and 64
derived from every one 48
derived from facts and 276
derived from facts lying 43
derived from facts that 65
derived from farming and 425
derived from father and 123
derived from feeling and 57
derived from feeling that 108
derived from fetal and 792
derived from fetal lung 49
derived from fetal rat 240
derived from fewer than 81
derived from field and 145
derived from finding that 95
derived from fines and 350
derived from fines for 66
derived from first and 95
derived from fishing and 198
derived from fixed and 41
derived from flesh and 145
derived from foods and 69
derived from foods are 46
derived from foods that 100
derived from force and 252
derived from forms that 157
derived from forms with 126
derived from fresh air 57
derived from fresh and 153
derived from freud and 257
derived from fruit and 155
derived from fuzzy set 56
derived from galen and 80
derived from games and 48
derived from genes that 189
derived from gifts and 109
derived from goals and 80
derived from goods and 232
derived from grain and 122
derived from greek and 6425
derived from greek art 202
derived from greek for 82
derived from greek myth 54
derived from greek that 46
derived from growing and 44
derived from guinea pig 326
derived from habit and 104
derived from healthy and 66
derived from heaven and 196
derived from hegel and 610
derived from henry vii 58
derived from herbs and 148
derived from hindi and 46
derived from hindu and 122
derived from homer and 293
derived from human and 544
derived from human law 365
derived from human lung 124
derived from hunting and 337
derived from indian and 123
derived from indian art 42
derived from irish and 49
derived from islam and 168
derived from italy and 126
derived from italy was 79
derived from items that 92
derived from james and 52
derived from jesus and 65
derived from judging her 45
derived from keeping his 48
derived from keeping them 45
derived from knowing and 66
derived from knowing how 87
derived from knowing that 1219
derived from labor and 187
derived from lands and 236
derived from lands set 41
derived from large and 106
derived from later and 44
derived from latin and 2162
derived from latin are 155
derived from latin but 76
derived from latin for 113
derived from latin that 122
derived from latin was 41
derived from learning all 70
derived from learning and 178
derived from learning how 66
derived from learning that 41
derived from leaves and 85
derived from legal and 128
derived from letting out 109
derived from light and 170
derived from liver and 127
derived from loans and 214
derived from loans that 198
derived from local and 250
derived from local tax 61
derived from locke and 410
derived from logic and 183
derived from luther and 57
derived from maize and 73
derived from marsh gas 53
derived from melting ice 85
derived from mines and 78
derived from molds and 57
derived from money and 138
derived from moral and 199
derived from moses and 178
derived from mother and 76
derived from mouse and 304
derived from music and 137
derived from naval war 110
derived from nearly all 79
derived from needs and 48
derived from norms and 56
derived from notes and 42
derived from nouns and 313
derived from nouns are 149
derived from nouns that 146
derived from nouns with 53
derived from older and 102
derived from olive oil 131
derived from opening both 45
derived from opium and 298
derived from opium are 50
derived from opium that 265
derived from opium was 48
derived from others and 235
derived from others are 54
derived from others but 46
derived from others that 206
derived from others who 100
derived from others with 44
derived from party zeal 66
derived from people who 647
derived from people with 62
derived from persia and 120
derived from piaget and 56
derived from placing them 56
derived from plans and 44
derived from plant and 1869
derived from plato and 1517
derived from playing with 135
derived from plays and 44
derived from pliny and 65
derived from poetry and 185
derived from power and 154
derived from price and 90
derived from racial and 42
derived from radar and 43
derived from rates and 113
derived from rather than 81
derived from reason and 876
derived from reason are 43
derived from reason but 74
derived from renting out 61
derived from rents and 263
derived from rhythm and 52
derived from rocks and 152
derived from rocks that 334
derived from rocks with 48
derived from roman and 336
derived from roman art 78
derived from roman law 5857
derived from roots and 189
derived from roots that 187
derived from rules and 69
derived from rules that 158
derived from rural and 54
derived from sales and 251
derived from sales for 57
derived from sales tax 57
derived from savings and 81
derived from seeds and 65
derived from seeds are 41
derived from selling one 151
derived from selling them 113
derived from sense and 167
derived from serum and 103
derived from shale and 212
derived from shale oil 92
derived from sheep and 163
derived from sight and 130
derived from skill and 84
derived from small and 139
derived from smoke and 48
derived from social and 614
derived from soils and 114
derived from solar and 43
derived from solar heat 47
derived from solid and 79
derived from sound and 45
derived from space and 193
derived from spain and 179
derived from springs and 175
derived from state aid 67
derived from state and 855
derived from state law 271
derived from stock and 45
derived from study and 471
derived from sucking and 57
derived from sugar and 205
derived from table iii 156
derived from table vii 101
derived from talking with 82
derived from talks with 63
derived from taste and 44
derived from taxes and 473
derived from taxes for 57
derived from taxes that 42
derived from teaching and 91
derived from terms for 76
derived from testing and 58
derived from tests and 163
derived from tests for 48
derived from tests that 137
derived from tests using 47
derived from tests with 146
derived from texts and 80
derived from thinking that 43
derived from thomas and 57
derived from tithes and 67
derived from title vii 110
derived from tolls and 92
derived from tombs and 43
derived from total fat 51
derived from touch and 90
derived from touch that 43
derived from towns and 47
derived from trade and 808
derived from trade was 52
derived from trade with 520
derived from trading and 79
derived from trading with 191
derived from trees and 195
derived from trees that 109
derived from unity and 41
derived from urban and 40
derived from urine and 47
derived from usage and 117
derived from vague and 66
derived from value and 44
derived from verbs and 452
derived from verbs are 297
derived from verbs but 235
derived from verbs that 237
derived from verbs with 322
derived from vision and 228
derived from vocal and 49
derived from wages and 590
derived from washing out 55
derived from water and 608
derived from water are 76
derived from water that 98
derived from weber and 110
derived from wells and 128
derived from whale oil 49
derived from which are 95
derived from which may 44
derived from which was 93
derived from white and 54
derived from within and 148
derived from within one 147
derived from women who 87
derived from women with 61
derived from words and 124
derived from words for 206
derived from words that 427
derived from words with 56
derived from working and 42
derived from working for 181
derived from working out 93
derived from working with 896
derived from works that 145
derived from world war 446
derived from writing and 86
derived from writing them 52
derived from writing this 48
derived from yours and 74
derived much warmth and 65
derived some hints for 46
derived stem cells and 281
derived stem cells are 274
derived stem cells can 216
derived stem cells for 218
derived stem cells may 101
derived their equal and 87
derived their force and 57
derived their force not 56
derived their names and 59
derived their power and 499
derived their power not 170
derived their right and 43
derived their social and 61
derived their taste for 52
derives from freud and 89
derives from greek and 530
derives from hegel and 62
derives from jesus and 100
derives from knowing that 253
derives from labor and 43
derives from latin and 352
derives from learning and 42
derives from people who 52
derives from plato and 270
derives from putting his 48
derives from reason and 56
derives from roman law 474
derives from showing that 47
derives from social and 304
derives from state law 232
derives from working with 154
derives their stock are 132
descend from above and 526
descend from above but 54
descend from above with 74
descend from heaven and 4928
descend from heaven but 46
descend from heaven for 274
descend from heaven with 21371
descend from people who 296
descend into chaos and 195
descend into civil war 440
descend into hades and 199
descend into italy and 69
descend into italy with 53
descend much lower than 353
descend upon every lying 49
descent during world war 387
descent from aaron and 48
descent from above and 86
descent from arthur and 67
descent from brave and 72
descent from david and 399
descent from david was 163
descent from heaven and 305
descent from heaven was 58
descent from heaven with 40
descent from henry iii 411
descent from henry vii 938
descent from heroes and 55
descent from irish kings 41
descent from ismael was 63
descent from jacob and 50
descent from known and 78
descent from louis xiv 59
descent from moses and 63
descent from people who 86
descent from timur and 73
descent from venus and 104
descent from which was 91
descent into chaos and 390
descent into chaos that 51
descent into chaos was 42
descent into civil war 693
descent into drugs and 80
descent into egypt and 193
descent into egypt was 48
descent into egypt with 42
descent into flesh was 110
descent into hades and 448
descent into hades has 47
descent into hades was 164
descent into italy and 79
descent into italy was 55
descent into italy with 69
descent into which was 88
descent into world war 110
descent line would not 123
descent over rocks and 41
descent were mingled with 42
descent were noted with 42
deserting their chief and 89
deserting their homes and 190
deserting their posts and 246
deserting their ships and 47
deserting their units and 49
deserting their wives and 185
deserts from egypt and 45
deserts from which they 309
deserts over which they 85
deserts some lands and 54
deserts were beset with 65
deserve full marks for 73
deserve great thanks for 108
deserve hell every day 97
deserve high marks for 238
deserve less blame than 162
deserve many thanks for 380
deserve more blame than 121
deserve more honor than 109
deserve more money for 42
deserve more money than 85
deserve more space than 317
deserve more study and 61
deserve more study than 311
deserve more thanks than 270
deserve much blame for 41
deserve much thanks for 89
deserve pity rather than 224
deserve some blame for 52
deserve some thanks for 66
deserve such blame and 48
deserve warm thanks for 106
deserve your thanks for 70
deserving pity rather than 149
deserving young people who 105
designing young people who 48
designing your scene and 50
designs also allow for 88
designs been frank and 74
designs even though they 43
designs from homer had 56
designs from which his 44
designs from which they 167
designs from which you 68
designs have given way 46
designs have shown that 265
designs into which they 74
designs must allow for 130
designs those short but 109
designs were built and 69
designs were drawn and 100
designs were drawn for 44
designs were drawn with 66
designs were known and 47
designs were noted for 44
designs were still being 105
designs were tried and 45
designs were tried out 95
desired disk drive and 69
desired ends cross and 365
desired ends rather than 136
desired ever since you 46
desired free trade with 43
desired goal rather than 158
desired goal state and 74
desired good rather than 163
desired home visit had 76
desired menu option and 73
desired peace above all 676
desired peace rather than 116
desired those about him 169
desired time frame and 98
desired time frame for 188
desires even though they 122
desires from which they 121
desires more easily than 90
desires more fully than 62
desires more often than 54
desires peace above all 66
desires some drink and 42
desires were strong and 78
desires what makes any 321
desires your views and 95
desktop from which you 49
despair from which she 126
despair from which they 119
despair into which her 55
despair into which his 140
despair into which she 349
despair into which they 381
despair into which this 117
despair into which you 137
despair more often than 47
despair their empty pit 79
despair upon learning that 87
despair when faced with 303
despise these people who 40
despise those people who 55
despise those which are 114
despise your father too 81
despise your feasts and 76
despising laws human and 61
despising those beneath them 137
despite clear signs that 66
despite data showing that 101
despite hard times and 99
despite having lived for 57
despite having lived with 86
despite having never met 44
despite having taken all 59
despite having voted for 55
despite heavy rains and 46
despite high costs and 74
despite high hopes and 53
despite high taxes and 40
despite high wages and 74
despite high winds and 69
despite many calls for 65
despite many trials and 61
despite rising costs and 150
despite rising wages and 46
despite some calls for 48
despite their beauty and 158
despite their calls for 56
despite their charm and 44
despite their claim that 762
despite their class and 50
despite their ethnic and 100
despite their feeling that 199
despite their flaws and 81
despite their hopes for 58
despite their hunger and 66
despite their hunger for 42
despite their knowing that 121
despite their learning and 59
despite their legal and 42
despite their links with 79
despite their power and 210
despite their pride and 45
despite their racial and 66
despite their reason and 55
despite their scorn for 55
despite their search for 50
despite their sense that 42
despite their skill and 99
despite their social and 223
despite their speed and 44
despite their taste for 50
despite their threats and 59
despite their value and 42
despite their value for 51
despite there still being 64
despite these facts and 47
despite what others may 277
despite what others say 110
despite what people may 89
despite what people say 315
despond into which they 198
despond into which you 41
dessert dish heaped with 64
destiny from which she 47
destiny from which they 70
destiny over which they 66
destroy body cells that 69
destroy drug crops and 53
destroy food crops and 55
destroy good sport and 64
destroy ideas which are 62
destroy life rather than 87
destroy living cells and 50
destroy many lives and 47
destroy more birds than 50
destroy more lives than 168
destroy more value than 51
destroy other people and 51
destroy some boats and 88
destroy their beauty and 48
destroy their camps and 46
destroy their caste and 94
destroy their civil and 392
destroy their codes and 87
destroy their combs and 557
destroy their crops and 515
destroy their farms and 55
destroy their fleet and 84
destroy their force and 46
destroy their forts and 77
destroy their grain and 51
destroy their homes and 628
destroy their hopes and 92
destroy their hopes for 68
destroy their idols and 167
destroy their lands and 62
destroy their leaves and 61
destroy their lives and 215
destroy their lives for 47
destroy their lives with 71
destroy their minds and 63
destroy their nation and 50
destroy their nests and 67
destroy their plans for 54
destroy their power and 318
destroy their power for 40
destroy their ships and 135
destroy their social and 46
destroy their souls and 59
destroy their souls for 50
destroy their taste for 67
destroy their towns and 203
destroy their trade and 50
destroy their trade with 57
destroy their unity and 67
destroy their value for 125
destroy their walls and 45
destroy their wives and 46
destroy their world and 82
destroy these people and 58
destroy these people who 48
destroy those cells that 85
destroy those people who 90
destroy those which are 147
destroy those which had 57
destroy weed seeds and 64
destroy what could not 169
destroy what makes and 44
destroy wild beasts and 76
destroy your enemy and 124
destroy your homes with 50
destroy your house and 75
destroy your people and 55
destroy your sight and 49
destroy your sight with 359
destroy your souls for 88
destroy your taste for 262
detailing their plans for 61
details even though they 91
details from which are 42
details from which one 43
details from which they 152
details from which this 57
details from which you 94
details have faded out 151
details have leaked out 62
details here given are 364
details into which she 42
details into which they 129
details into which this 63
details into which you 103
details like names and 40
details more fully than 71
details more often than 43
details need working out 40
details only which are 50
details upon which his 58
details upon which its 45
details upon which men 77
details upon which they 97
details upon which this 73
details upon which you 44
details were added and 122
details were added with 112
details were asked for 90
details were drawn with 45
details were given and 244
details were given but 75
details were given for 226
details were given out 70
details were given with 63
details were known and 78
details were often not 41
details were still being 261
details were still not 57
details were taken for 40
details were vague and 85
details will stand out 70
detecting from below that 88
deterring from crime and 58
detract from either its 86
detract from learning and 101
detract from rather than 1710
develop aids within ten 82
develop along lines that 888
develop among people who 307
develop among people with 58
develop care plans and 51
develop care plans for 95
develop care plans that 125
develop clear goals and 133
develop clear rules and 50
develop clear thinking and 80
develop coal mines and 40
develop data bases and 40
develop data bases for 40
develop deep roots and 74
develop during world war 89
develop even though they 74
develop from cells that 234
develop from within and 158
develop fuel cells for 60
develop good social and 43
develop good taste and 157
develop great skill and 42
develop high fever and 86
develop ideas about how 522
develop ideas rather than 88
develop ideas which are 93
develop into anything but 122
develop into anything that 84
develop into cells that 206
develop into cells with 41
develop into civil war 267
develop into either sex 89
develop into forms that 42
develop into happy and 52
develop into healthy and 167
develop into large and 108
develop into larvae and 185
develop into larvae that 524
develop into larvae with 48
develop into leaves and 68
develop into males and 422
develop into people who 99
develop into seeds and 72
