dabs with his bill 44
dark all his life 95
dark all that time 42
dark all this time 269
dark and all were 48
dark and can only 114
dark and dead like 71
dark and dead when 56
dark and dingy cell 42
dark and dingy hall 54
dark and dingy room 233
dark and far away 504
dark and far from 115
dark and get into 51
dark and got into 157
dark and had been 203
dark and had just 53
dark and has been 60
dark and her eyes 416
dark and her face 202
dark and her hair 231
dark and her lips 121
dark and her mouth 69
dark and her skin 149
dark and his body 62
dark and his eyes 866
dark and his face 329
dark and his hair 363
dark and his heart 77
dark and his lips 87
dark and his mouth 85
dark and his nose 55
dark and his skin 114
dark and his teeth 76
dark and his wife 66
dark and how much 92
dark and icy cold 245
dark and lay down 166
dark and lay hold 40
dark and lit only 60
dark and long past 86
dark and low hall 41
dark and low over 46
dark and may have 61
dark and may there 50
dark and not even 75
dark and not have 65
dark and not know 101
dark and not much 103
dark and not tell 132
dark and not very 574
dark and not well 117
dark and one fair 498
dark and ran into 77
dark and red hair 41
dark and sad days 45
dark and sad side 46
dark and sat down 163
dark and saw nothing 42
dark and see what 101
dark and she fair 55
dark and she felt 174
dark and she heard 79
dark and she knew 118
dark and she said 57
dark and she took 92
dark and she went 50
dark and she wore 53
dark and that some 46
dark and that there 119
dark and then came 68
dark and then come 58
dark and then left 87
dark and then made 99
dark and then make 70
dark and then move 49
dark and then only 54
dark and then said 64
dark and then slip 56
dark and then sneak 40
dark and then there 103
dark and then took 43
dark and then walk 40
dark and then went 248
dark and they have 169
dark and they heard 41
dark and they knew 80
dark and they must 60
dark and they went 82
dark and they were 1456
dark and they will 74
dark and too cold 144
dark and too late 593
dark and too much 53
dark and was gone 75
dark and was very 43
dark and wet days 82
dark and wet from 94
dark and wet there 108
dark and wet when 49
dark and with good 43
dark and with nothing 55
dark and yet half 175
dark and you have 213
dark and you know 75
dark and you must 54
dark and you need 48
dark and you wait 49
dark and you want 50
dark and you were 193
dark and you will 239
dark area has been 48
dark but for their 52
dark but his eyes 42
dark but not very 98
dark but she knew 69
dark but they were 77
dark did not help 46
dark did not make 148
dark did not move 139
dark did not seem 131
dark does not know 213
dark does not make 43
dark earth and wire 58
dark earth and work 67
dark earth had been 43
dark eye and hair 45
dark eye was full 121
dark fir and pine 54
dark for any length 111
dark for any more 83
dark for dim eyes 69
dark for his hand 44
dark for his wife 59
dark for one hour 452
dark for one week 70
dark for ten days 111
dark for that hour 86
dark for this time 54
dark for two days 302
dark for two years 86
dark gas and dust 81
dark had not been 115
dark hat and coat 95
dark hat and veil 94
dark head and back 76
dark head and neck 377
dark head and said 60
dark head and tail 110
dark head and took 51
dark head was bare 71
dark head was bent 1172
dark man had been 53
dark man had come 72
dark man who came 73
dark man who wore 126
dark man with deep 57
dark man with eyes 83
dark man with gray 73
dark man with hair 53
dark man with heavy 92
dark man with thick 89
dark man with very 52
dark may its biding 52
dark meat and skin 79
dark meat with skin 276
dark men had said 48
dark men who live 137
dark men who were 48
dark men with their 76
dark now and cold 43
dark now and there 457
dark oak and worn 50
dark out and there 121
dark path for some 71
dark path that leads 65
dark red all over 121
dark red and blue 1263
dark red and cream 75
dark red and dark 441
dark red and deep 76
dark red and dull 66
dark red and even 50
dark red and firm 108
dark red and gold 768
dark red and gray 212
dark red and hard 51
dark red and have 93
dark red and pale 207
dark red and pink 207
dark red and soft 148
dark red and some 41
dark red and there 73
dark red and thick 73
dark red and very 238
dark red with anger 129
dark red with blue 101
dark red with gold 161
dark red with rage 46
dark red with some 45
dark seas for home 149
dark sky and dark 42
dark sky was seen 42
dark sky with their 75
dark than any other 56
dark than they were 66
dark that had been 255
dark that her eyes 46
dark that his folk 80
dark that not even 107
dark that ran down 49
dark that she felt 44
dark that they have 98
dark that they look 129
dark that they made 46
dark that they seem 68
dark that they were 565
dark that they will 82
dark that you have 120
dark that you will 78
dark they all three 49
dark they all went 50
dark they had been 72
dark they had made 105
dark they lay down 57
dark things may seem 46
dark things that were 85
dark tie and dark 41
dark wings and back 109
dark wings and tail 451
dark with all these 50
dark with all those 77
dark with her arms 48
dark with her eyes 202
dark with her face 42
dark with his arms 70
dark with his back 86
dark with his eyes 255
dark with his hand 56
dark with one hand 61
dark with one heavy 132
dark with red eyes 90
dark with that dark 75
dark you can just 42
dart and dip from 61
dart out and grab 116
dart that had been 47
dash and dot line 209
dash and two dots 371
dash dot dot dash 46
dash for dear life 169
dash for her room 163
dash for his life 336
dash for his room 117
dash his cap from 71
dash off and leave 125
dash off with their 105
dash out and grab 54
dash out and make 46
dash out and take 42
dash out his teeth 695
dash them off like 64
dash this cup from 41
dash with his fist 61
dash with his hand 104
dash with one hand 80
dash you with cold 46
data and act upon 58
data and all data 98
data and all other 354
data and any data 65
data and any other 1357
data and any prior 45
data and any such 114
data and are able 182
data and are also 339
data and are less 206
data and are more 408
data and are most 65
data and are much 105
data and are only 194
data and are ready 88
data and are used 1300
data and are very 205
data and are well 105
data and ask what 70
data and bad data 55
data and being able 161
data and can also 279
data and can even 59
data and can find 56
data and can give 74
data and can have 105
data and can help 112
data and can make 314
data and can only 237
data and can take 69
data and doing some 45
data and each other 70
data and far more 51
data and fed into 43
data and for data 195
data and for making 303
data and for many 154
data and for more 169
data and for other 139
data and for some 109
data and for their 379
data and for those 65
data and for what 562
data and get back 92
data and had been 86
data and has also 76
data and has been 902
data and has made 75
data and his theory 46
data and how best 46
data and how data 240
data and how many 150
data and how much 788
data and how such 49
data and how these 489
data and how those 93
data and how well 290
data and how will 43
data and its flow 41
data and its length 56
data and its meaning 306
data and its most 132
data and its size 40
data and its uses 100
data and log file 97
data and long term 49
data and map data 52
data and may also 214
data and may even 199
data and may have 342
data and may help 66
data and may need 58
data and may well 143
data and new data 262
data and new ideas 571
data and new ways 68
data and not from 319
data and not have 64
data and not just 819
data and not much 41
data and not only 270
data and not upon 46
data and not vice 107
data and our data 225
data and raw data 59
data and real data 223
data and real time 46
data and see what 521
data and that data 392
data and that from 283
data and that have 91
data and that many 64
data and that only 174
data and that other 63
data and that some 90
data and that such 171
data and that their 109
data and that there 753
data and that these 409
data and that used 43
data and that will 163
data and then adding 58
data and then back 104
data and then call 51
data and then draw 119
data and then find 130
data and then from 65
data and then have 116
data and then look 207
data and then make 707
data and then making 103
data and then move 150
data and then only 105
data and then pass 71
data and then plot 96
data and then save 56
data and then send 112
data and then show 54
data and then take 81
data and then taking 64
data and then test 214
data and then trying 50
data and then turn 122
data and then type 46
data and then used 392
data and then uses 168
data and then wait 51
data and then work 46
data and they have 180
data and they must 61
data and they were 146
data and they will 136
data and this data 105
data and this will 99
data and thus have 105
data and thus help 54
data and thus make 76
data and thus must 47
data and thus will 69
data and too many 109
data and too much 147
data and two sets 46
data and use only 103
data and use their 82
data and use these 194
data and use those 49
data and use your 133
data and using data 139
data and using only 47
data and using these 120
data and using those 41
data and was able 167
data and was also 50
data and was used 190
data and who have 98
data and who will 100
data and with data 118
data and with more 49
data and with other 240
data and with some 96
data and with their 88
data and with those 51
data and with what 114
data and you have 211
data and you know 57
data and you must 46
data and you need 92
data and you want 267
data and you will 335
data and you wish 46
data area has been 62
data are all from 345
data are all part 53
data are all there 128
data are all used 48
data are all very 58
data are and what 171
data are any more 42
data are being held 44
data are being kept 125
data are being lost 43
data are being made 234
data are being sent 484
data are being used 2789
data are both more 126
data are far from 3097
data are far less 748
data are far more 1503
data are fed back 920
data are fed from 81
data are fed into 1863
data are fit well 74
data are for five 121
data are for four 124
data are for full 102
data are for july 86
data are for june 181
data are for only 339
data are for single 226
data are for those 103
data are for three 256
data are for very 45
data are for west 144
data are for years 120
data are not able 240
data are not clear 985
data are not even 479
data are not firm 122
data are not free 165
data are not from 441
data are not full 67
data are not good 609
data are not hard 164
data are not held 47
data are not here 51
data are not ideal 314
data are not just 277
data are not kept 176
data are not like 113
data are not lost 578
data are not made 320
data are not meant 137
data are not mere 58
data are not more 226
data are not much 358
data are not only 2868
data are not part 187
data are not ready 86
data are not rich 149
data are not seen 88
data are not self 226
data are not sent 90
data are not such 165
data are not there 289
data are not those 95
data are not time 66
data are not true 69
data are not used 1933
data are not very 5886
data are not well 1988
data are not what 157
data are not worth 93
data are now also 79
data are now more 320
data are now much 50
data are now ready 142
data are now used 209
data are now very 40
data are now well 116
data are out there 179
data are put back 84
data are put into 843
data are raw data 52
data are read back 57
data are read from 1915
data are read into 888
data are set down 100
data are set forth 632
data are that there 60
data are then made 133
data are then ready 107
data are then said 49
data are then sent 415
data are then used 6609
data are thus more 118
data are thus very 41
data are too great 77
data are too high 109
data are too much 101
data are too poor 237
data bear out these 113
data being fed into 252
data being put into 86
data being read from 502
data being read into 95
data bit has been 177
data bus and data 113
data bus and into 51
data bus and will 50
data bus for data 57
data bus has been 64
data but are also 171
data but are less 44
data but are more 135
data but are used 64
data but can also 201
data but can only 47
data but has been 65
data but may also 104
data but may have 50
data but not much 105
data but they also 203
data but they have 48
data but they were 82
data but they will 46
data but this time 57
data can and have 67
data can and must 61
data can and will 118
data can fit into 131
data can get lost 56
data can not even 90
data can not fail 57
data can not flow 56
data can not give 309
data can not have 170
data can not help 247
data can not just 47
data can not make 75
data can not meet 91
data can not only 386
data can not rule 182
data can not shed 47
data can not show 215
data can not speak 136
data can not take 126
data can not tell 706
data can not test 126
data can you find 47
data did not come 245
data did not even 64
data did not fall 67
data did not find 134
data did not give 297
data did not have 503
data did not help 69
data did not lend 257
data did not make 199
data did not meet 410
data did not need 87
data did not pass 46
data did not reach 191
data did not rule 82
data did not seem 447
data did not show 4487
data did not take 186
data did not tell 54
data did not vary 78
data does not break 42
data does not come 291
data does not even 79
data does not fall 169
data does not fill 75
data does not flow 107
data does not form 72
data does not give 667
data does not have 2415
data does not help 233
data does not hold 51
data does not just 79
data does not know 79
data does not lend 310
data does not look 88
data does not make 620
data does not meet 312
data does not move 49
data does not need 1026
data does not only 141
data does not pass 151
data does not pose 48
data does not reach 99
data does not rely 42
data does not rule 143
data does not seem 814
data does not show 1257
data does not speak 53
data does not take 347
data does not tell 297
data does not vary 85
data does not work 104
data for all ages 146
data for all areas 136
data for all data 47
data for all days 105
data for all five 583
data for all four 2490
data for all jobs 51
data for all nine 136
data for all other 907
data for all runs 114
data for all such 99
data for all test 173
data for all their 84
data for all these 627
data for all those 171
data for all three 2440
data for all time 213
data for all years 835
data for all your 114
data for and plot 173
data for any kind 110
data for any other 521
data for any part 74
data for any single 199
data for any such 113
data for any theory 71
data for any time 111
data for any type 229
data for both high 132
data for both male 105
data for both pure 49
data for both sets 98
data for both single 115
data for both these 149
data for both time 149
data for both years 538
data for each angle 46
data for each band 47
data for each bank 42
data for each book 130
data for each call 130
data for each card 53
data for each case 1776
data for each cell 361
data for each city 663
data for each core 93
data for each cost 48
data for each crop 204
data for each data 165
data for each date 64
data for each drug 57
data for each farm 102
data for each file 338
data for each film 49
data for each firm 604
data for each form 139
data for each fuel 56
data for each fund 56
data for each gene 124
data for each grid 94
data for each hour 189
data for each item 1857
data for each kind 100
data for each line 522
data for each link 49
data for each mode 70
data for each month 817
data for each node 233
data for each other 88
data for each page 69
data for each pair 228
data for each part 486
data for each plot 130
data for each race 103
data for each scan 57
data for each shot 50
data for each single 145
data for each site 1104
data for each size 194
data for each soil 72
data for each star 93
data for each step 107
data for each such 60
data for each task 191
data for each test 1193
data for each thread 43
data for each time 785
data for each tool 63
data for each town 58
data for each tree 73
data for each trial 195
data for each trip 45
data for each type 1676
data for each unit 567
data for each user 307
data for each view 46
data for each wave 41
data for each week 119
data for each well 215
data for each were 43
data for each word 61
data for each work 119
data for each zone 116
data for her book 79
data for his book 631
data for his great 46
data for his life 42
data for his next 67
data for his theory 187
data for his work 193
data for long term 146
data for long time 68
data for men aged 82
data for men only 57
data for men were 44
data for new south 137
data for new york 3141
data for not only 47
data for one case 103
data for one city 49
data for one firm 45
data for one hour 66
data for one item 252
data for one line 49
data for one month 507
data for one part 42
data for one single 120
data for one site 41
data for one such 134
data for one test 62
data for one time 88
data for one type 95
data for one week 208
data for our making 52
data for our three 106
data for our work 55
data for real time 81
data for san juan 56
data for six other 44
data for six years 141
data for ten years 236
data for that case 70
data for that cell 79
data for that city 68
data for that date 61
data for that file 98
data for that item 129
data for that line 42
data for that month 505
data for that part 253
data for that same 90
data for that site 51
data for that task 49
data for that test 59
data for that time 168
data for that type 85
data for that user 69
data for them have 48
data for them were 142
data for this book 7795
data for this case 1153
data for this cell 52
data for this city 74
data for this data 71
data for this drug 50
data for this early 132
data for this file 106
data for this firm 108
data for this flow 45
data for this form 128
data for this have 49
data for this item 594
data for this kind 299
data for this last 80
data for this line 106
data for this list 64
data for this mode 59
data for this month 96
data for this part 634
data for this plot 220
data for this range 137
data for this ratio 100
data for this salt 40
data for this same 167
data for this site 201
data for this sort 70
data for this step 80
data for this task 278
data for this test 1248
data for this text 59
data for this theory 71
data for this time 542
data for this trial 44
data for this type 1094
data for this unit 97
data for this very 47
data for this view 75
data for this well 48
data for this were 151
data for this work 876
data for this zone 75
data for two areas 46
data for two days 66
data for two main 44
data for two more 128
data for two other 302
data for two sets 75
data for two such 89
data for two time 288
data for two years 784
data for use during 94
data for use when 69
data for year ending 144
data had all been 68
data had long been 68
data had not been 2010
data had yet been 63
data has all been 125
data has led many 77
data has led some 131
data has long been 483
data has not been 7784
data has not kept 50
data has not only 79
data has now been 855
data has then been 69
data has thus been 107
data has yet been 591
data may get lost 63
data may not come 42
data may not even 144
data may not give 141
data may not have 1038
data may not help 46
data may not hold 55
data may not make 41
data may not meet 79
data may not need 70
data may not only 355
data may not seem 77
data may not show 101
data may not tell 62
data may not work 50
data mean and what 60
data mean that there 40
data nor any other 54
data not being used 68
data now being used 43
data one can also 66
data one can draw 70
data one can find 252
data one can make 129
data one can only 220
data path has been 147
data read out from 82
data set and also 208
data set and data 180
data set and find 111
data set and from 85
data set and give 43
data set and have 142
data set and make 77
data set and more 53
data set and must 40
data set and only 95
data set and other 108
data set and some 135
data set and test 188
data set and their 195
data set and there 52
data set and these 63
data set and those 53
data set and three 42
data set and used 169
data set and uses 58
data set and were 103
data set and what 170
data set and will 129
data set are also 363
data set are from 58
data set are less 111
data set are more 112
data set are those 49
data set are used 323
data set are very 88
data set being used 187
data set but also 130
data set can also 276
data set can have 223
data set can only 106
data set each time 74
data set for high 91
data set for home 108
data set for many 57
data set for more 46
data set for some 107
data set for such 78
data set for their 127
data set for these 243
data set for three 130
data set for your 55
data set had been 268
data set has also 141
data set has been 8285
data set has four 122
data set has many 140
data set has more 168
data set has only 345
data set has some 251
data set has three 194
data set may also 244
data set may have 739
data set not only 110
data set not used 78
data set that fall 141
data set that have 140
data set that must 152
data set that uses 93
data set that were 163
data set that will 1297
data set was also 755
data set was from 105
data set was made 176
data set was more 42
data set was only 129
data set was used 3905
data set was very 118
data set with data 108
data set with five 165
data set with four 167
data set with high 107
data set with just 42
data set with many 135
data set with more 458
data set with only 328
data set with other 65
data set with some 91
data set with these 59
data set with those 74
data set with three 138
data set with very 42
data set you have 71
data set you want 232
data set you will 77
data set you wish 45
data she had been 153
data she was able 69
data than any other 1829
data than any single 47
data than are those 61
data than for other 56
data than had been 271
data than had ever 42
data than has been 332
data than that used 103
data than they have 102
data than they need 90
data than they were 70
data than was used 47
data than you have 114
data than you need 233
data than you will 48
data that all three 48
data that any theory 57
data that are also 295
data that are best 227
data that are clear 43
data that are coming 71
data that are even 68
data that are free 182
data that are full 82
data that are hard 384
data that are held 149
data that are just 81
data that are kept 179
data that are left 128
data that are less 948
data that are lost 47
data that are made 262
data that are meant 45
data that are more 3658
data that are most 2031
data that are much 415
data that are only 796
data that are open 88
data that are part 616
data that are ready 50
data that are rich 90
data that are seen 42
data that are sent 405
data that are there 108
data that are time 55
data that are used 10281
data that are very 950
data that are well 338
data that are worth 88
data that bear upon 357
data that can also 131
data that can best 169
data that can come 80
data that can flow 144
data that can form 56
data that can give 248
data that can have 231
data that can help 1480
data that can make 108
data that can more 45
data that can move 80
data that can only 681
data that can pass 144
data that can shed 100
data that can show 105
data that can take 157
data that can tell 123
data that can test 68
data that can throw 48
data that can vary 68
data that fit into 179
data that for some 56
data that goes back 158
data that goes into 783
data that had been 5888
data that had come 150
data that has been 20266
data that has come 244
data that has done 48
data that has ever 49
data that has gone 67
data that has just 211
data that has made 65
data that has many 46
data that has meaning 550
data that has more 47
data that has only 75
data that has some 155
data that lie ready 70
data that may also 93
data that may come 125
data that may give 106
data that may have 1931
data that may help 688
data that may make 66
data that may need 220
data that may seem 85
data that may shed 125
data that may show 52
data that may take 57
data that may throw 43
data that may vary 59
data that may well 120
data that not only 862
data that one must 63
data that they feel 80
data that they felt 47
data that they find 59
data that they have 2877
data that they hold 116
data that they know 43
data that they make 45
data that they must 98
data that they need 648
data that they send 40
data that they think 62
data that they used 126
data that they want 164
data that they were 456
data that they will 303
data that they wish 58
data that this type 45
data that was also 54
data that was coming 52
data that was just 116
data that was lost 189
data that was made 85
data that was more 171
data that was most 154
data that was once 109
data that was only 109
data that was sent 500
data that was there 112
data that was used 1593
data that was very 41
data that you copy 61
data that you feel 100
data that you find 145
data that you have 5965
data that you just 95
data that you know 176
data that you must 223
data that you need 1988
data that you pass 48
data that you plan 108
data that you send 218
data that you think 197
data that you type 199
data that you used 140
data that you want 5738
data that you were 121
data that you will 2533
data that you wish 404
data that you work 50
data then are used 79
data they are able 132
data they are dealing 66
data they are meant 57
data they are only 41
data they are trying 53
data they are used 64
data they can find 96
data they can hold 121
data they get from 108
data they had been 153
data they may have 295
data they may need 88
data thus far have 143
data thus far show 41
data use and data 59
data was all there 40
data was being sent 56
data was being used 136
data was far from 90
data was far more 105
data was fed back 53
data was fed into 339
data was not clear 50
data was not done 70
data was not even 115
data was not good 83
data was not kept 48
data was not lost 51
data was not made 127
data was not only 135
data was not used 547
data was not very 156
data was put into 146
data was read from 184
data was read into 83
data was that only 100
data was that some 56
data was that there 202
data was that these 47
data was then made 61
data was then sent 49
data was then used 657
data was too great 51
data with all four 70
data with all other 120
data with all their 60
data with any other 371
data with each other 1918
data with new data 362
data with our data 59
data with that from 588
data with this type 87
data with too many 87
data with two other 46
data with you when 41
data you and your 54
data you are able 79
data you are dealing 111
data you are reading 93
data you are trying 276
data you can also 80
data you can find 331
data you can give 41
data you can send 136
data you can think 76
data you get back 74
data you get from 206
data you may find 80
data you may have 287
data you may need 273
data you may want 171
data you may wish 76
data you now have 59
data you put into 180
date and all other 153
date and any other 708
date and are used 41
date and are very 84
date and can only 142
date and death date 159
date and due date 619
date and end date 1408
date and far from 93
date and far more 120
date and for many 137
date and for more 40
date and for some 453
date and for such 196
date and for what 219
date and get back 40
date and had been 1056
date and has been 1562
date and her name 50
date and his name 245
date and how many 185
date and how much 418
date and long time 101
date and may also 119
date and may even 155
date and may have 838
date and may send 169
date and may well 109
date and new ones 107
date and not from 169
date and not have 115
date and not just 90
date and not more 120
date and not push 92
date and not very 147
date and not worth 41
date and nut bread 161
date and put into 94
date and see what 304
date and she said 238
date and she says 54
date and suing forth 213
date and that date 138
date and that only 96
date and that some 185
date and that such 116
date and that their 237
date and that there 629
date and that these 109
date and that when 83
date and that will 134
date and that your 117
date and then have 46
date and then make 40
date and then only 56
date and then work 43
date and they have 254
date and they were 475
date and they will 178
date and this time 41
date and this will 57
date and two years 51
date and was able 126
date and was also 86
date and was only 111
date and was told 68
date and was used 91
date and who have 314
date and who were 170
date and with more 46
date and with other 50
date and with such 56
date and with what 1319
date and with whom 115
date and year when 45
date and you have 335
date and you know 142
date and you need 41
date and you want 192
date and you were 115
date and you will 477
date are far from 228
date are not very 164
date are set forth 56
date being not less 211
date but had been 62
date but has been 135
date but may have 116
date but not paid 88
date but they were 91
date can not fail 46
date can not have 193
date did not come 108
date did not fall 63
date did not give 56
date did not have 200
date did not know 44
date did not make 94
date did not seem 148
date did not show 149
date did not suit 59
date did not work 115
date did you have 96
date did you leave 54
date does not come 135
date does not even 75
date does not fall 226
date does not give 337
date does not have 1036
date does not help 42
date does not hold 44
date does not like 43
date does not look 41
date does not make 442
date does not mark 100
date does not meet 52
date does not need 53
date does not rule 41
date does not seem 1251
date does not show 183
date does not suit 48
date does not take 110
date does not tell 56
date does not want 46
date does not work 246
date far too early 121
date for all four 45
date for all other 148
date for all these 82
date for all three 375
date for any other 53
date for any part 47
date for any such 301
date for both these 68
date for each file 161
date for each goal 54
date for each item 454
date for each month 153
date for each part 157
date for each step 333
date for each such 67
date for each task 469
date for each trip 43
date for each type 127
date for her birth 84
date for her next 61
date for his birth 1081
date for his book 93
date for his coming 45
date for his leaving 91
date for his next 236
date for his trial 207
date for his trip 44
date for his work 165
date for its coming 167
date for its ending 41
date for its next 142
date for its time 57
date for new york 128
date for one month 110
date for one week 135
date for our next 196
date for our trip 50
date for ten days 42
date for ten years 107
date for that hearing 65
date for that part 41
date for that same 46
date for that time 47
date for that very 118
date for that work 69
date for this book 546
date for this form 55
date for this great 136
date for this kind 185
date for this last 69
date for this part 311
date for this play 279
date for this site 259
date for this task 78
date for this text 114
date for this tomb 61
date for this type 287
date for this very 43
date for this work 466
date for two days 72
date for two years 331
date had long been 147
date had not been 1829
date had not come 44
date had not even 41
date had not gone 74
date had now been 107
date had yet been 426
date has had only 104
date has long been 167
date has not been 15810
date has not come 69
date has not done 60
date has not even 65
date has not made 76
date has not only 68
date has now been 500
date has yet been 2566
date may not have 270
date may not seem 44
date men who were 234
date nor any other 76
date not being less 103
date not far from 921
date not yet been 125
date one can only 46
date one year from 162
date one year prior 121
date our era from 106
date set for early 43
date set for filing 298
date set for hearing 3679
date set for july 74
date set for june 145
date set for oral 294
date set for said 69
date set for such 1127
date set for their 1693
date set for trial 2938
date set for your 117
date she had been 740
date she had ever 94
date she had made 250
date she has been 364
date she has made 41
date she was born 160
date than any other 1998
date than any part 113
date than had been 828
date than has been 768
date than his time 90
date than that from 179
date than that just 72
date than they were 343
date than was once 43
