dame became daily less 47
died before reaching rome 42
died before reaching their 1306
died before reaching there 57
died twenty times over 166
died whilst still young 46
died without either wife 132
died without heirs fell 72
died without heirs male 698
died without issue born 99
died without issue during 148
died without issue leaving 68
died without issue living 321
died without issue male 2369
died without issue prior 58
died without knowing what 435
died without setting foot 49
dies before entry made 57
dies without issue during 49
dies without issue living 80
dies without issue male 52
dies without knowing these 67
dies without knowing what 50
diet without added salt 101
dime novels would have 41
dire passion never will 47
dire warnings about their 44
dire warnings about what 173
dirt around first base 69
disc jockey named alan 92
disk drives store data 107
dogs already barking very 57
dogs puzzle about there 81
dogs should never have 55
doll should never come 42
dome seemed rather like 47
done almost anything else 214
done almost every kind 52
done almost every week 44
done almost forty years 74
done almost thirty years 70
done before after like 51
done before anything else 656
done before anything like 106
done before getting into 49
done better would have 40
done enough under their 72
done hardly anything else 260
done little apart from 50
done something about their 119
done something about these 90
done something about those 116
done something about what 63
done something about your 86
done something crazy like 86
done something never done 43
done something rather like 46
done something really dumb 94
done something really fine 40
done something really good 152
done something really great 118
done something really nice 45
done something really well 78
done something really worth 88
done something really wrong 268
done something right when 64
done something still more 73
done something which even 87
done something which made 129
done something which many 44
done something which will 310
done twenty times over 40
done unless people were 44
done without breaking down 96
done without calling upon 47
done without causing great 131
done without causing much 123
done without causing pain 109
done without extra cost 68
done without falling into 211
done without first having 105
done without first making 96
done without forcing some 134
done without getting into 111
done without knowing what 215
done without lapsing into 41
done without running into 79
done without slowing down 110
done without undue risk 168
done without wasting time 59
done without water very 42
door always stood open 215
door always stood wide 45
door before getting into 65
door before sitting down 132
door before turning back 210
door behind which lies 78
door behind which some 69
door behind which their 59
door behind which there 191
door behind which were 108
door beyond which lies 45
door beyond which there 57
door closed again upon 42
door itself stood open 48
door itself taken away 54
door itself would have 47
door marked staff only 225
door opened about three 75
door opened again very 74
door opened right away 75
door opened right into 152
door seemed miles away 56
door should stand ajar 74
door should stand open 45
door slowly creaks open 41
door through which came 201
door through which evil 231
door through which food 118
door through which john 67
door through which lady 52
door through which many 263
door through which mary 71
door through which miss 73
door through which most 252
door through which only 151
door through which other 104
door through which some 109
door through which such 109
door through which their 127
door through which there 143
door through which these 50
door through which those 65
door through which wrong 60
door without bumping into 78
door without first asking 126
door without knowing what 226
door without looking back 1774
door without stood four 54
door without turning back 55
dose levels below those 67
dots without lifting your 75
down alleys whose filth 191
down almost every book 40
down almost every hour 53
down almost every other 49
down almost every time 42
down almost every week 46
down almost every word 217
down almost within reach 145
down another fifty feet 127
down another steep hill 180
down before anything else 248
down before false gods 53
down before getting into 88
down before idols just 127
down before reaching their 208
down before turning back 44
down behind eight rows 159
down cellar pumping away 51
down existing state laws 51
down larger tasks into 43
down learned books from 92
down nobody knows when 60
down shoots which root 63
down slowly until your 51
down something under their 57
down something which rose 100
down stairs again into 127
down stairs every time 41
down tamely under such 84
down through black bars 105
down through every part 65
down through every rising 71
down through every step 152
down through later years 71
down through layer upon 50
down through pipes into 43
down through solid rock 214
down through space into 40
down toward first base 59
down twenty miles from 118
down twenty times over 135
down twenty yards away 44
down without breaking their 66
down without falling into 40
down without getting hurt 40
down without getting into 44
down without hurting your 183
down without knowing what 247
down without looking back 46
down without stating what 56
down without staying down 447
down without warning from 46
down yonder where those 42
drag without holding down 255
draw another arrow from 61
draw another sober breath 107
draw dotted lines from 56
draw drinking water from 342
draw enough money from 90
draw enough votes away 89
draw enough votes from 144
draw enough water from 84
draw further apart from 46
draw radiating lines from 107
draw soviet russia into 48
draw without limit upon 66
dream itself could have 51
dream seemed within reach 53
dream without knowing what 151
drew another arrow from 105
drew another cigar from 47
drew another paper from 52
drew another shaky breath 64
drew curious looks from 42
drew drinking water from 144
drew enough votes away 137
drew enough votes from 182
drew further apart from 60
drew mortal blood from 53
drop molten brass into 51
drop slowly which held 93
drug addict would have 46
drug dealers would have 61
drug release rates from 102
drug therapy would have 40
drug without knowing what 46
dual system would have 40
duck nimbly every five 102
duct before opening into 81
duct carrying urine from 125
duct drains lymph from 294
duct through which bile 54
duel without first making 70
duel without knowing what 44
duke should reign over 322
dull fellow thinking hard 187
dull winter light over 47
duly served shall make 88
duly weighing either their 64
dumb terror shall rise 222
during active adult life 78
during almost eight years 46
during almost every hour 367
during almost every month 184
during almost every waking 90
during almost fifty years 137
during almost forty years 252
during almost seven years 45
during almost sixty years 59
during almost thirty years 163
during banned books week 45
during breeding season when 74
during bright sunny days 86
during cloudy weather when 50
during corneal wound healing 193
during cotton picking time 71
during desert storm were 85
during desert storm when 50
during dinner utter many 44
during earlier times were 49
during earlier times when 106
during family viewing time 133
during glacial times when 70
during middle adult life 69
during middle eocene time 51
during neural crest cell 237
during normal adult life 61
during normal class time 58
during normal daily life 152
during normal daily living 41
during normal times there 62
during normal times when 102
during normal working days 75
during normal working time 103
during normal wound healing 166
during office hours free 61
during office hours from 80
during office hours only 298
during office hours when 129
during periods varying from 314
during periods where there 83
during public hearings held 44
during recent months have 107
during recent months there 56
during recent times from 56
during recent times have 104
during recent times there 47
during recent weeks have 60
during school hours from 69
during school hours must 78
during school hours only 173
during school hours were 177
during school hours when 348
during school hours will 65
during senate hearings into 49
during severe weather when 48
during stormy weather when 59
during summer breaks from 101
during summer months from 137
during summer months only 475
during summer months there 89
during summer months were 47
during summer months when 997
during summer months will 57
during summer season when 68
during twelve flaming years 50
during twelve months ending 52
during twelve months from 99
during twelve months more 248
during twelve months there 42
during twelve months till 55
during twenty eight years 50
during visiting hours when 47
during warmer months when 76
during winter months from 114
during winter months only 74
during winter months were 72
during winter months when 1441
during winter months will 53
during winter season when 67
during winter would have 40
dust filled every fold 44
dust ruffle mabel made 83
dust storms swept over 44
dust storms which have 176
duty arises rather from 92
duty before anything else 156
duty except where there 53
duty should arise from 41
duty should drink nothing 98
duty should never thank 44
duty without running some 48
