dad taught me everything 51
day before the inquiry 73
day before the invasion 1184
day before the january 88
day before the journey 249
day before the jubilee 57
day before the kennedy 40
day before the launching 262
day before the lecture 273
day before the luncheon 225
day before the mandate 64
day before the marathon 325
day before the marines 40
day before the marriage 3482
day before the massive 97
day before the members 99
day before the memorial 231
day before the message 49
day before the monsoon 43
day before the murders 463
day before the national 793
day before the nuptials 63
day before the occasion 75
day before the october 181
day before the official 2476
day before the olympic 43
day before the outbreak 1745
day before the paschal 93
day before the passage 206
day before the patient 658
day before the payment 300
day before the petition 263
day before the picture 126
day before the planned 1298
day before the plenary 91
day before the potsdam 198
day before the prefect 71
day before the present 239
day before the previous 55
day before the primary 1461
day before the private 99
day before the program 267
day before the project 249
day before the protest 64
day before the question 54
day before the receipt 235
day before the recital 56
day before the recording 169
day before the regular 621
day before the removal 89
day before the results 92
day before the robbery 877
day before the russians 182
day before the schools 41
day before the seizure 108
day before the seminar 139
day before the service 263
day before the sessions 84
day before the sheriff 49
day before the shootings 79
day before the soviets 115
day before the spanish 150
day before the statute 154
day before the student 48
day before the suicide 95
day before the supreme 735
day before the surgery 539
day before the takeover 53
day before the tempest 47
day before the tragedy 396
day before the transit 46
day before the trouble 42
day before the unveiling 53
day before the vacation 98
day before the verdict 301
day before the vespers 74
day before the victory 46
day before the village 54
day before the virginia 52
day before the warrant 77
day before the weekend 157
day before to collect 45
day before to confirm 191
day before to consult 42
day before to discuss 126
day before to general 40
day before to prepare 196
day before to prevent 46
day before to receive 43
day before to replace 51
day before to several 82
day before we arrived 3395
day before we crossed 124
day before we entered 216
day before we finally 80
day before we marched 192
day before we planned 81
day before we sighted 45
day before we started 2192
day before we visited 96
day begins at sundown 507
day begins at sunrise 471
day begins to decline 380
day begins to withdraw 73
day beheld an elegant 52
day behind the counter 1172
day beyond the deadline 45
day beyond the windows 71
day called in question 180
day called to account 100
day caused an increase 54
day closer to freedom 43
day course is usually 169
day course of heparin 122
day course of quinine 173
day course of topical 119
day cruise to bermuda 101
day cruise to nowhere 44
day dawned we entered 56
day debate on foreign 236
day decide the question 47
day demand an account 73
day driven by perfect 40
day engaged on account 73
day except on sundays 714
day except the accused 63
day failed to produce 88
day failed to satisfy 56
day failed to scatter 93
day fashion of idealism 217
day follow the example 139
day formed the nucleus 41
day formed the subject 43
day greets the wandering 50
day handling of foreign 45
day happen to survive 90
day hazard the attempt 40
day houses of worship 150
day instead of attending 56
day instead of remaining 94
day instead of returning 77
day instead of several 114
day instead of sixteen 51
day issued by general 212
day issued the following 335
day marked in advance 44
day marked the beginning 2597
day meetings to discuss 48
day notice to perform 299
day notify the federal 195
day occupy the position 127
day occurs the following 43
day opinion is divided 94
day orally in divided 376
day passed as quietly 87
day passed by quickly 48
day passed in defending 43
day passed in drizzling 43
day passed in perfect 44
day passed in pleasant 67
day passed in silence 106
day passed in useless 58
day passed so quickly 204
day passed the following 149
day pleased to declare 67
day pleased to inquire 58
day reached the african 100
day reached the village 97
day record of everything 112
day refuse to believe 98
day refuse to confirm 53
day render an account 269
day retreat to discuss 43
day return in triumph 44
day return to reclaim 47
day saints in general 43
day saints in northern 129
day saints or mormons 153
day school in america 105
day school of religion 212
day school or yeshiva 65
day school to provide 57
day seemed to confirm 137
day seemed to consist 41
day seemed to develop 40
day seemed to enclose 41
day seemed to incline 138
day seemed to increase 199
day seemed to produce 42
day seemed to promise 80
day seemed to require 59
day seemed to stretch 150
day seized the dutiable 45
day serves to confirm 54
day session in january 115
day session to discuss 136
day should be adopted 209
day should be allowed 2122
day should be applied 111
day should be arranged 208
day should be avoided 1043
day should be between 90
day should be brought 332
day should be carried 200
day should be checked 88
day should be counted 141
day should be covered 46
day should be decided 97
day should be devoted 4130
day should be divided 458
day should be entered 129
day should be granted 109
day should be greeted 47
day should be limited 291
day should be measured 49
day should be offered 128
day should be omitted 200
day should be planned 312
day should be pleasant 43
day should be printed 56
day should be reduced 389
day should be removed 348
day should be secured 70
day should be started 146
day should be studied 106
day should be written 370
day should go against 107
day showed an increase 128
day showed the following 65
day signed the following 40
day something is dropped 138
day sought to control 46
day standing up against 56
day starts at sunrise 58
day states of alabama 140
day states of arizona 368
day strike at general 98
day strike in january 113
day strike in october 153
day strike in protest 544
day strike in support 228
day strike of protest 129
day strike to protest 683
day taught us lessons 45
day tended to confirm 46
day tended to increase 90
day thought to recreate 52
day through the buildings 45
day through the chancel 108
day through the country 152
day through the crowded 54
day through the crystal 42
day through the efforts 154
day through the following 47
day through the forests 84
day through the national 43
day through the process 40
day through the streets 2490
day through the village 385
day through the windows 51
day ticket in advance 42
day toward the village 59
day tramping the streets 57
day twelve or fifteen 81
day unbind the captive 442
day unless the patient 224
day useful or eminent 98
day without an outbreak 47
day without the benefit 221
day without the consent 467
day without the natural 61
day without the support 766
day workings of schools 104
day workings of society 44
dead around the battery 96
dead before he arrived 216
dead before he becomes 88
dead before he entered 180
dead before he married 42
dead before he realized 41
dead before he started 73
dead before he touched 283
dead before it arrived 88
dead before it becomes 56
dead before it happens 43
dead before it started 81
dead before it touched 60
dead before my arrival 42
dead before the arrival 98
dead before the beginning 82
dead before the general 189
dead before the marriage 92
dead before the palaces 68
dead before the payment 46
dead before we arrived 58
dead before we started 46
dead behind the counter 51
dead bodies in coffins 59
dead bodies in general 84
dead bodies in question 41
dead bodies of animals 2455
dead bodies of bacteria 213
dead bodies of bishops 47
dead bodies of british 70
dead bodies of captain 47
dead bodies of certain 221
dead bodies of chinese 185
dead bodies of cholera 196
dead bodies of diseased 40
dead bodies of enemies 114
dead bodies of females 71
dead bodies of friends 199
dead bodies of infants 167
dead bodies of insects 235
dead bodies of kinsman 55
dead bodies of members 49
dead bodies of millions 96
dead bodies of muslims 126
dead bodies of natives 80
dead bodies of paupers 57
dead bodies of persons 387
dead bodies of several 458
dead bodies of tartars 49
dead bodies of unknown 45
dead bodies of victims 112
dead bodies of warriors 81
dead bodies of workers 40
dead bodies to crosses 176
dead bodies to prevent 53
dead center the exhaust 49
dead christ is exposed 53
dead edward is stronger 52
dead filled the streets 45
dead forget the country 119
dead ground in between 123
dead instead of cremating 76
dead letter as against 55
dead letter as regards 108
dead letter in ireland 49
dead letter of orthodox 90
dead letter of religion 76
dead letter of written 46
dead letter on account 79
dead levels of british 93
dead person in question 86
dead person is brought 80
dead person is carried 121
dead person is dressed 50
dead person is enacted 42
dead person is himself 57
dead person is present 71
dead person is usually 69
dead person is wrapped 74
dead person or persons 122
dead plants or animals 606
dead should be allowed 272
dead should be brought 46
dead should be carried 181
dead should be honored 137
dead should be removed 167
dead should be wrapped 138
dead stalks of flowers 45
dead through the forehead 52
dead through the streets 120
dead tissue is invaded 50
dead tissue is present 67
dead tissue is removed 277
dead tissue or foreign 100
dead walked the streets 155
dead weight is carried 54
dead weight of british 48
dead weight of despair 66
dead weight of history 170
dead weight of material 97
dead weight of numbers 110
dead weight of official 97
dead weight of passive 42
dead weight of poverty 51
dead weight of routine 45
dead weight of silence 52
dead weight of slavery 60
dead weight of taxation 61
dead weight of turkish 47
dead weight on society 178
deal across the country 58
deal amongst the islands 48
deal around the country 72
deal before the election 99
deal better be trusted 51
deal fairly as between 59
deal freely in foreign 108
deal harder to achieve 52
deal hardly to believe 45
deal marked the beginning 52
deal merely by closely 110
deal passes in rotation 111
deal simply by observing 43
deal soured the captain 81
deal through the country 58
deal through the process 56
deal toward the success 60
dear babies to comfort 58
dear circle of friends 78
dear friend of captain 53
dear friend of lincoln 41
dear friend or relation 163
dear friend the duchess 94
dear friend the emperor 43
dear friend the marquis 74
dear pledge the beloved 70
dear strand of virginia 45
death became an occasion 41
death became the occasion 113
death became the penalty 57
death became the subject 337
death become the subject 86
death before he arrived 55
death before he finally 45
death before he himself 53
death before it becomes 86
death before it happens 94
death before or shortly 43
death before the annuity 85
death before the arrival 88
death before the capital 41
death before the election 76
death before the finishing 44
death before the marriage 60
death before the patient 93
death before the renewal 52
death before the torture 52
death behind the question 106
death caused by certain 46
death caused by diseases 61
death caused by failure 50
death caused by illness 58
death caused by lightning 73
death caused by natural 63
death caused by radiation 66
death caused by rupture 45
death caused by suicide 75
death caused by violation 118
death caused by violence 88
death caused by wrongful 235
death caused the deepest 40
death caused the failure 41
death caused the greatest 58
death caused the vacancy 40
death closes the account 74
death duties in respect 146
death duties on estates 279
death enters the picture 42
death formed the subject 101
death gained the victory 52
death instead of eternal 46
death instead of freedom 81
death instead of marriage 53
death itself to prevent 56
death marked the beginning 1764
death merely on account 71
death merely to gratify 64
death occurs by syncope 50
death occurs in fifteen 45
death occurs in infancy 141
death occurs in several 48
death occurs it usually 46
death occurs so rapidly 51
death plunged the country 79
death purely on account 62
death raised the question 147
death raises the question 144
death reached the capital 79
death reached the emperor 44
death reached the village 59
death reveals the eminent 88
death seemed so certain 63
death seemed to confirm 84
death seemed to inflict 40
death seemed to pervade 42
death seemed to presage 48
death served to explain 113
death serves no purpose 52
death serves the purpose 161
death should be allowed 299
death should be applied 92
death should be avoided 187
death should be brought 187
death should be carried 348
death should be charged 47
death should be counted 41
death should be decided 64
death should be decreed 59
death should be defined 137
death should be delayed 42
death should be divided 65
death should be entered 48
death should be imposed 144
death should be imputed 108
death should be mourned 46
death should be removed 74
death should be revenged 167
death should be subject 45
death should be visited 53
death should be welcome 105
death should be written 47
death should he attempt 48
death should he decline 55
death simply on account 48
death solved the problem 45
death squads in central 409
death squads in colombia 98
death squads of central 94
death through the efforts 93
death through the failure 77
death through the process 62
death through the refusal 54
death through the streets 209
death unless it submits 69
death unless the patient 259
death without an autopsy 69
death without the benefit 512
death without the comfort 49
death without the consent 340
death without the patient 49
death without the sanction 95
death without the support 51
death without the thorough 70
death without the written 93
dew seemed to sparkle 60
did accept the concept 102
did accept the general 48
did accept the position 247
did accept the premise 46
did across the channel 71
did across the country 94
did admire the justice 50
did affect the ability 64
did affect the behavior 56
did affect the conduct 53
did affect the decision 50
did affect the outcome 259
did affect the overall 40
did affect the pattern 53
did affect the position 63
did affect the quality 169
did affect the results 92
did answer my prayers 106
did answer my question 634
did answer the purpose 57
did answer the question 650
did around the country 60
did arrive at certain 42
did arrive at seville 41
did arrive in america 82
did ascend by comparing 47
did assume to himself 65
did attack the problem 57
did attend the concert 41
did attend the congress 40
did attend the council 56
did attend the funeral 364
did attend the schools 45
did attend the service 54
did become an actress 50
did become an officer 56
did become the capital 63
did become the central 52
did become the greatest 44
did become the largest 43
did become the official 160
did become the primary 40
did become the subject 331
did before he arrived 50
did before he assumed 42
did before he entered 98
did before he married 74
did before he retired 88
did before he started 185
did before it entered 46
did before my illness 78
did before the addition 60
did before the adoption 82
did before the arrival 194
did before the beginning 87
did before the division 63
did before the divorce 189
did before the election 93
did before the illness 121
did before the increase 133
did before the invasion 120
did before the marriage 73
did before the mixture 40
did before the outbreak 96
did before the passage 96
did before the present 242
did before the problem 46
did before the process 42
did before the program 139
did before the project 48
did before the recalling 137
did before the reforms 65
did before the spanish 196
did before the statute 99
did before the subject 122
did before the surgery 154
did before we started 273
did better in college 98
did better in schools 45
did better in science 45
did better on average 281
did better on measures 60
did better on several 43
did better the following 85
did better to discard 51
did broach the subject 666
did choose to discuss 50
did choose to espouse 77
did choose to include 70
did choose to publish 53
did commit an assault 188
did commit the alleged 119
did commit the murders 86
did commit the offense 167
did commit the robbery 101
did confer the greatest 77
did convey an unknown 48
did convey the message 93
did convey to himself 56
did credit to himself 210
did decide the question 99
did decide to abandon 64
did decide to include 89
did decide to increase 40
did decide to proceed 52
did decide to provide 70
did decide to publish 150
did decide to support 86
did decide to withdraw 72
did design the capitol 72
did devote to justice 55
did differ in certain 59
did differ in several 46
did direct the british 60
did distil an essence 58
did elijah the prophet 89
did enlist the support 58
did enough to prevent 78
did enough to satisfy 100
did expect to receive 87
did follow the example 140
did follow the general 180
did follow the pattern 131
did forbear to proceed 65
did happen in america 56
did happen in certain 45
did happen in detroit 104
did happen in germany 44
did happen in several 46
did happen on occasion 210
did happen to believe 56
did happen to overhear 48
did happen to possess 64
did happen to stumble 63
did homage as vassals 42
did homage to castile 65
did homage to charles 440
did homage to matilda 84
did homage to richard 87
did homage to stephen 208
did indeed do everything 41
did indeed go forward 60
did insist on certain 54
did insist on following 40
did insist on retaining 45
did insult the captive 57
did intend or foresee 212
did intend to address 44
did intend to convert 43
did intend to deceive 101
did intend to destroy 104
did intend to discuss 42
did intend to exclude 86
did intend to express 82
did intend to include 130
did intend to perform 46
did intend to present 60
did intend to prevent 62
did intend to proceed 85
did intend to produce 71
did intend to propose 45
did intend to protect 68
did intend to provide 112
did intend to publish 146
did intend to restore 41
did intend to signify 48
did intend to suggest 40
did kindly to provide 111
did lately in censuring 44
did little to abolish 52
did little to account 58
did little to achieve 333
did little to address 4438
did little to advance 4820
did little to analyze 61
did little to assuage 3411
did little to attempt 53
did little to attract 768
did little to augment 191
did little to balance 79
did little to benefit 491
did little to bolster 1018
did little to broaden 200
did little to capture 91
did little to clarify 2882
did little to comfort 1983
did little to commend 178
did little to confirm 170
did little to connect 64
did little to console 401
did little to contain 243
did little to contest 83
did little to control 1976
did little to convert 149
did little to correct 2648
did little to counter 1959
did little to curtail 430
did little to decrease 302
did little to deflate 49
did little to deflect 171
did little to deserve 168
did little to destroy 205
did little to detract 368
did little to develop 2509
did little to diffuse 114
did little to dispute 50
did little to disrupt 489
did little to disturb 1502
did little to educate 373
did little to elevate 398
did little to empower 118
did little to enforce 743
did little to engender 230
did little to enhance 6147
did little to enlarge 183
did little to enliven 204
did little to examine 46
did little to explain 1042
did little to exploit 276
did little to explore 175
did little to express 75
did little to flatter 85
did little to fortify 91
did little to forward 285
did little to fulfill 183
did little to gratify 55
did little to implant 40
did little to impress 533
did little to improve 17053
did little to include 47
did little to increase 3685
did little to ingratiate 209
did little to inhibit 331
did little to initiate 113
did little to inspire 1389
did little to instill 274
did little to involve 113
did little to justify 556
did little to lighten 832
did little to mollify 892
did little to monitor 58
did little to nourish 72
did little to nurture 179
did little to obscure 251
did little to placate 654
did little to predict 48
did little to prepare 2057
did little to present 85
did little to prevent 3856
did little to produce 209
did little to project 45
did little to promote 5611
did little to protect 2963
did little to protest 159
did little to provide 1405
did little to provoke 79
did little to question 272
did little to quicken 45
did little to quieten 77
did little to reassure 2488
did little to rebuild 63
did little to recruit 258
did little to rectify 397
did little to redress 853
did little to reflect 105
did little to refresh 51
did little to relieve 4714
did little to replace 95
did little to repress 52
did little to resolve 2444
did little to respond 271
did little to restore 1932
did little to reverse 817
did little to salvage 91
did little to satisfy 1575
did little to sharpen 63
did little to shelter 42
did little to shorten 127
did little to silence 289
did little to specify 52
did little to squelch 117
did little to staunch 113
did little to stiffen 47
did little to subject 65
did little to suggest 414
did little to support 1758
did little to sustain 344
did little to sweeten 131
did little to tarnish 133
did little to trouble 45
did little to unravel 56
did little to upgrade 102
did little to welcome 147
did manage it somehow 55
did manage to achieve 1345
did manage to acquire 803
did manage to address 77
did manage to advance 106
did manage to appoint 45
did manage to attract 456
did manage to balance 56
did manage to capture 872
did manage to collect 516
did manage to combine 123
did manage to compile 61
did manage to compose 84
did manage to conduct 96
did manage to confirm 48
did manage to connect 96
did manage to conquer 85
did manage to contact 299
did manage to contain 114
did manage to control 282
did manage to convert 85
did manage to deliver 154
did manage to destroy 205
did manage to develop 402
did manage to discuss 62
did manage to disrupt 56
did manage to educate 55
did manage to engineer 43
did manage to exchange 175
did manage to explain 146
did manage to explore 73
did manage to express 239
did manage to extract 428
did manage to finally 62
did manage to function 135
did manage to glimpse 42
did manage to harvest 93
did manage to impress 89
did manage to improve 285
did manage to include 200
did manage to increase 368
did manage to inflict 110
did manage to initiate 41
did manage to inquire 44
did manage to inspire 59
did manage to install 47
did manage to instill 52
did manage to isolate 42
did manage to observe 73
did manage to operate 60
did manage to perform 163
did manage to prepare 59
did manage to present 313
did manage to prevail 41
did manage to prevent 331
did manage to procure 153
did manage to produce 1197
did manage to promote 55
did manage to protect 92
did manage to provide 346
did manage to publish 409
did manage to qualify 74
did manage to reassure 45
did manage to receive 178
did manage to recover 279
did manage to recruit 476
did manage to refrain 40
did manage to relieve 49
did manage to replace 42
did manage to resolve 74
did manage to respond 52
did manage to restore 135
did manage to reverse 45
did manage to salvage 738
did manage to satisfy 60
did manage to scratch 46
did manage to smuggle 155
did manage to squeeze 562
did manage to stagger 65
did manage to stammer 68
did manage to stretch 46
did manage to stumble 72
did manage to succeed 135
did manage to suggest 82
did manage to support 128
did manage to survive 1787
did manage to sustain 145
did manage to swallow 142
did manage to uncover 80
did manage to whisper 120
did mention the problem 55
did mention the subject 110
did muster the courage 106
did muster up courage 67
did myself the pleasure 822
did notice an increase 43
did object to certain 43
did obtain by promising 58
did obtain the support 52
did obtain the victory 43
did occupy the position 54
did philip of macedon 66
did philip the prudent 48
did placed in jeopardy 42
did plenty of research 55
did poorly in college 93
did prefer the company 40
did prices in general 42
did reduce the duration 44
did reduce the numbers 47
did reduce the overall 54
did refuse the inquiry 49
did refuse to deliver 48
did refuse to perform 42
did refuse to receive 93
did refuse to support 61
did remain in contact 73
did remain to comfort 49
did report an increase 133
did report the following 51
did resort to violence 146
did result in certain 72
did result in reduced 137
did result in several 132
did retain the ability 45
did return the following 319
did return to america 210
did return to britain 47
did return to chicago 47
did return to college 142
did return to germany 104
did return to ireland 99
did return to virginia 47
did samuel the prophet 41
did secure the passage 83
did secure the support 84
did seemed to prosper 51
did seemed to satisfy 76
did settle in america 41
did settle the question 129
did should be towards 61
did should be written 81
did signal the beginning 160
did simply to deceive 42
did something in penance 47
did something on purpose 69
did something so foolish 47
did something to advance 102
did something to assuage 125
did something to attract 85
did something to balance 60
did something to clarify 71
did something to comfort 50
did something to confirm 86
did something to console 70
did something to control 53
did something to correct 583
did something to counter 150
did something to deserve 484
did something to destroy 97
did something to develop 106
did something to educate 49
did something to enhance 109
did something to explain 67
did something to forward 46
did something to herself 72
did something to himself 100
did something to improve 1029
did something to increase 276
did something to justify 215
did something to lighten 148
did something to mollify 54
did something to prepare 260
did something to prevent 428
did something to produce 68
did something to promote 371
did something to protect 305
did something to provide 126
did something to provoke 250
did something to reassure 197
did something to rectify 76
did something to redress 490
did something to relieve 746
did something to replace 52
did something to restore 1258
did something to reverse 57
did something to satisfy 177
did something to support 66
did something to sustain 56
did something to warrant 40
did starve the general 97
did strike me between 49
did subdue the greatest 73
did subdue the serpent 126
did submit the question 90
did summon the courage 85
did summon up courage 75
did tackle the problem 59
did thereby so destroy 54
did twelve or fifteen 40
did twelve or thirteen 49
did violate the sherman 61
did wisely in declining 60
did without an instant 65
did without the benefit 76
did without the consent 77
did without the example 58
did without the support 300
did wonder if perhaps 96
die almost as quickly 131
die amidst the horrors 41
die before he arrived 58
die before he arrives 109
die before he attains 179
die before he becomes 135
die before he himself 103
die before he returns 77
die before he yielded 41
die before it becomes 199
die before it happens 136
die before my friends 45
die before my husband 88
die before or shortly 326
die before the annuity 394
die before the arrival 299
die before the average 132
die before the beginning 152
die before the curtain 92
die before the divorce 42
die before the election 103
die before the following 134
die before the general 44
die before the grantor 44
die before the harvest 47
die before the husband 432
die before the infidel 78
die before the insured 464
die before the marriage 730
die before the parents 159
die before the patient 116
die before the payment 180
die before the present 42
die before the promise 110
die before the trustee 106
die before the victory 64
die before the youngest 162
die except as muslims 49
die fighting in defense 62
die instead of himself 40
die should be allowed 113
die should be removed 56
die through the medical 71
die unless the spirits 55
die unless we abandon 63
die without an attempt 119
die without the benefit 421
die without the comfort 119
die without the consent 42
die without the support 121
die without the surgery 77
dig around the orchard 62
dig beyond the surface 78
dig deeper to uncover 127
dig through the garbage 104
dig through the records 99
dig through the surface 96
dim chance of success 45
dim dungeons of silence 148
dim feelings of suffering 43
dim images of royalty 109
dim memory of wandering 115
dim object to leeward 59
dim reaches of history 56
dim section of society 55
dim shadow the ghastly 263
dim traces of pleasure 43
dim visions of distant 57
dip behind the horizon 116
dip beyond the horizon 92
dip toward the central 50
dip toward the horizon 168
dip toward the northeast 159
dip toward the southeast 403
dis cussed in chapter 588
does accept the concept 43
does affect the ability 166
does affect the average 121
does affect the balance 49
does affect the behavior 165
does affect the company 42
does affect the content 111
does affect the current 84
does affect the decision 61
does affect the economy 54
does affect the general 87
does affect the location 42
does affect the national 45
does affect the nervous 46
does affect the optimal 43
does affect the outcome 279
does affect the overall 435
does affect the pattern 94
does affect the position 82
does affect the present 49
does affect the process 47
does affect the product 49
does affect the quality 318
does affect the question 67
does affect the results 186
does affect the surface 41
does already in exterior 97
does answer the prayers 49
does answer the purpose 198
does answer the question 531
does assert is exactly 62
does become the carriage 122
does become the subject 239
does better to confess 55
does caution us against 81
does compel the accused 91
does convey the essence 51
does convey the general 63
does convey the message 68
does credit to himself 66
does damage to himself 116
does decide to proceed 69
does decide to provide 47
does decide to withdraw 42
does depend on certain 97
does desire of vengeance 42
does differ in certain 105
does differ in several 63
does employ the concept 60
does enable the student 40
does exceed the maximum 61
does expect to receive 44
does expose the patient 84
does extend to requiring 73
does follow the general 242
does follow the pattern 158
does forbid the abridging 60
does happen in certain 102
does happen on occasion 500
does happen to produce 48
does homage to charles 50
does homage to society 40
does impair the ability 52
does indeed go against 47
does induce an increase 45
does injury to himself 86
does injury to persons 40
does listen to teachers 104
does little to account 324
does little to achieve 119
does little to address 1730
does little to advance 2093
does little to analyze 45
does little to assuage 421
does little to attract 162
does little to augment 59
does little to benefit 168
does little to bolster 180
does little to broaden 57
does little to capture 160
does little to clarify 2260
does little to comfort 115
does little to confirm 199
does little to connect 52
does little to console 68
does little to contain 44
does little to control 265
does little to correct 902
does little to counter 415
does little to curtail 47
does little to decrease 219
does little to deserve 71
does little to detract 208
does little to develop 834
does little to disrupt 156
does little to disturb 255
does little to educate 98
does little to elevate 117
does little to empower 134
does little to enforce 151
does little to engender 128
does little to enhance 2543
does little to enlarge 44
does little to enliven 62
does little to examine 42
does little to explain 3844
does little to exploit 54
does little to explore 132
does little to express 57
does little to forward 120
does little to fulfill 52
does little to impress 64
does little to improve 3633
does little to increase 1580
does little to inhibit 126
does little to inspire 403
does little to instill 105
does little to involve 50
does little to justify 308
does little to lighten 79
does little to mollify 53
does little to nurture 74
does little to obscure 104
does little to predict 93
does little to prepare 917
does little to present 51
does little to prevent 1148
does little to produce 123
does little to promote 1905
does little to protect 1076
does little to provide 767
does little to qualify 58
does little to question 167
does little to reassure 344
does little to rectify 98
does little to redress 308
does little to reflect 147
does little to relieve 776
does little to resolve 1186
does little to restore 220
does little to reverse 103
does little to satisfy 386
does little to specify 124
does little to subvert 50
does little to suggest 656
does little to support 1308
does little to sustain 176
does little to unravel 40
does manage to achieve 232
does manage to acquire 63
does manage to capture 152
does manage to collect 40
does manage to combine 41
does manage to deliver 80
does manage to develop 47
does manage to express 55
does manage to function 45
does manage to include 87
does manage to present 61
does manage to produce 192
does manage to provide 110
does manage to suggest 141
does manage to survive 194
does occupy the position 74
does ordain as follows 2117
does permit the parties 51
does praise me grieves 91
does prompt the question 70
does reduce the ability 71
does reduce the average 99
does reduce the chances 119
does reduce the effects 51
does reduce the maximum 60
does reduce the overall 283
does reduce the problem 58
does remain the problem 44
does remain the question 125
does resort to violence 52
does result in certain 93
does result in reduced 209
does retain the ability 76
does settle the question 106
does something in addition 73
does something in between 48
does something in relation 47
does something to account 57
does something to attract 63
does something to clarify 41
does something to confirm 125
does something to correct 261
does something to deserve 48
does something to destroy 53
does something to enhance 52
does something to explain 739
does something to himself 122
does something to improve 116
does something to increase 78
does something to justify 179
does something to perfect 46
does something to prepare 67
does something to prevent 273
does something to promote 150
does something to protect 94
does something to provoke 50
does something to redress 260
does something to relieve 193
does something to restore 120
does something to satisfy 49
does something to support 79
does strike by algebra 44
does without the concept 43
dog around the exterior 84
dog begins to respond 44
dog belonging to captain 43
dog curled up against 46
dog deters the nightly 88
dog except in pursuit 48
dog failed to respond 51
dog family is extreme 137
dog learned to respond 56
dog lovers in america 40
dog should be allowed 530
dog should be brought 177
dog should be brushed 71
dog should be capable 56
dog should be checked 77
dog should be removed 87
dog should be trained 1370
dog should be watched 55
dog through the streets 139
dog tracks in florida 91
dog younger or smaller 88
doing across the channel 42
doing across the country 131
doing around the country 125
doing before he arrived 43
doing before the seizure 63
doing behind the counter 61
doing behind the curtain 149
doing better in college 41
doing credit to himself 63
doing damage to herself 68
doing damage to himself 113
doing enough to achieve 67
doing enough to address 216
doing enough to advance 96
doing enough to attract 70
doing enough to contain 50
doing enough to control 364
doing enough to counter 118
doing enough to develop 169
doing enough to educate 96
doing enough to enforce 41
doing enough to improve 232
doing enough to increase 62
doing enough to justify 55
doing enough to prepare 183
doing enough to prevent 595
doing enough to promote 646
doing enough to protect 1299
doing enough to provide 174
doing enough to relieve 56
doing enough to resolve 50
doing enough to satisfy 96
doing enough to support 366
doing homage to charles 112
doing injury to herself 59
doing injury to himself 687
doing injury to mankind 173
doing injury to society 88
doing instead of listening 69
doing little to achieve 65
doing little to address 239
doing little to advance 186
