kamikazes attacked the 51
knowledge broadens the 63
knowledge business is 61
knowledge capacity of 105
knowledge capacity to 60
knowledge captured by 261
knowledge captured in 563
knowledge captures the 108
knowledge category in 70
knowledge category is 101
knowledge category of 82
knowledge centered in 88
knowledge centered on 171
knowledge clusters in 74
knowledge codified in 241
knowledge coexisted in 108
knowledge combined in 74
knowledge combined to 161
knowledge combines the 46
knowledge compared to 1264
knowledge compiled by 200
knowledge compiled in 129
knowledge complete in 55
knowledge composed of 416
knowledge comprise the 92
knowledge comprising the 281
knowledge concealed in 177
knowledge concepts of 50
knowledge concepts or 60
knowledge concerning an 437
knowledge concerning at 105
knowledge concerning in 88
knowledge concerning it 3382
knowledge concerning me 43
knowledge concerning my 196
knowledge concerning or 54
knowledge concerning the 93751
knowledge concerning us 78
knowledge concerns an 44
knowledge concerns the 1748
knowledge condition is 91
knowledge condition of 51
knowledge conduces to 109
knowledge confined in 146
knowledge confined to 960
knowledge confirms the 185
knowledge conforming to 94
knowledge conforms to 361
knowledge connects the 63
knowledge connects to 58
knowledge conscious of 53
knowledge consider the 42
knowledge consisting in 1021
knowledge consisting of 1187
knowledge consists in 21341
knowledge consists of 24147
knowledge consists the 45
knowledge conspire to 53
knowledge containing the 105
knowledge contains an 253
knowledge contains in 87
knowledge contains no 87
knowledge contains the 445
knowledge contents of 104
knowledge contingent on 44
knowledge continue to 910
knowledge contrary to 867
knowledge controls the 81
knowledge converge in 41
knowledge converge to 73
knowledge conveyed by 2049
knowledge conveyed in 862
knowledge conveyed is 147
knowledge conveyed to 736
knowledge critical to 521
knowledge dangerous to 91
knowledge database in 59
knowledge database is 206
knowledge database of 252
knowledge database on 42
knowledge database to 149
knowledge declared to 44
knowledge decreases it 84
knowledge decreases the 94
knowledge deepened the 62
knowledge deficits in 187
knowledge deficits of 125
knowledge deficits or 69
knowledge demanded by 906
knowledge demanded in 175
knowledge demanded of 465
knowledge demanded the 58
knowledge depended on 1750
knowledge depicted in 97
knowledge deployed by 119
knowledge deployed in 145
knowledge deprived of 42
knowledge describe the 48
knowledge describing the 400
knowledge deserves the 70
knowledge deserves to 252
knowledge designed to 833
knowledge destined to 253
knowledge destroys the 362
knowledge detailed in 47
knowledge detained at 158
knowledge detected or 50
knowledge developing in 141
knowledge develops as 507
knowledge develops at 62
knowledge develops by 178
knowledge develops in 675
knowledge develops is 67
knowledge develops on 71
knowledge develops the 149
knowledge develops to 80
knowledge dictated by 74
knowledge dictated the 42
knowledge dictates the 116
knowledge differed in 95
knowledge diffused by 139
knowledge diffused in 57
knowledge diffusion as 129
knowledge diffusion by 51
knowledge diffusion in 221
knowledge diffusion is 210
knowledge diffusion to 62
knowledge dimension in 47
knowledge dimension is 96
knowledge dimension of 321
knowledge dimension to 43
knowledge directed at 143
knowledge directed by 132
knowledge directed to 447
knowledge directly as 108
knowledge directly by 118
knowledge directly in 334
knowledge directly on 52
knowledge directly or 309
knowledge directly to 1093
knowledge distorts the 48
knowledge disturbs the 40
knowledge doctrine is 59
knowledge dominant in 71
knowledge dominate the 51
knowledge dynamics in 124
knowledge dynamics of 71
knowledge effected by 239
knowledge elements as 127
knowledge elements in 406
knowledge elements is 103
knowledge elements of 300
knowledge elements or 80
knowledge elements to 187
knowledge elevates the 52
knowledge elicited by 103
knowledge elicited in 71
knowledge embedded in 6633
knowledge embodied by 209
knowledge embodied in 7349
knowledge embodies the 105
knowledge embraced by 190
knowledge embraced in 237
knowledge embraced the 90
knowledge embraces so 79
knowledge embraces the 358
knowledge employed by 545
knowledge employed in 700
knowledge employed is 52
knowledge employed to 153
knowledge empowers the 95
knowledge empowers us 192
knowledge enclosed in 47
knowledge engineering as 626
knowledge engineering by 62
knowledge engineering in 576
knowledge engineering is 1075
knowledge engineering of 126
knowledge engineering on 42
knowledge engineering or 145
knowledge engineering the 101
knowledge engineering to 432
knowledge engineers as 180
knowledge engineers at 59
knowledge engineers do 103
knowledge engineers in 785
knowledge engineers is 146
knowledge engineers of 51
knowledge engineers on 57
knowledge engineers or 164
knowledge engineers to 1013
knowledge enhanced by 82
knowledge enhanced the 85
knowledge enhances the 423
knowledge enlarged by 113
knowledge enlarged the 79
knowledge enlarges the 88
knowledge enriched by 99
knowledge enriches the 112
knowledge entailed by 118
knowledge entailed in 223
knowledge entailed the 76
knowledge entirely at 67
knowledge entirely by 41
knowledge entirely in 99
knowledge entirely on 66
knowledge entirely to 196
knowledge entitled to 109
knowledge entitles us 71
knowledge espoused by 127
knowledge essential as 101
knowledge essential in 286
knowledge essential to 6192
knowledge evidence of 43
knowledge evolution in 99
knowledge evolution is 64
knowledge examined in 85
knowledge examines the 64
knowledge exceeded the 65
knowledge exception to 99
knowledge exchanged in 172
knowledge exchanges in 53
knowledge excludes it 40
knowledge excludes the 137
knowledge exhausts the 82
knowledge existent in 52
knowledge expanded by 67
knowledge expanded in 80
knowledge expanded to 63
knowledge expected by 57
knowledge expected in 125
knowledge expected of 1139
knowledge expected to 138
knowledge explaining the 74
knowledge explains the 358
knowledge explicit by 95
knowledge explicit in 197
knowledge explicit is 129
knowledge explicit so 108
knowledge explicit to 54
knowledge explored by 57
knowledge explored in 97
knowledge explores the 50
knowledge explosion as 154
knowledge explosion in 823
knowledge explosion is 536
knowledge explosion of 482
knowledge explosion on 74
knowledge extended by 47
knowledge extended in 101
knowledge extended no 158
knowledge extended to 745
knowledge external to 684
knowledge followed by 443
knowledge followed it 64
knowledge followed the 130
knowledge formation as 166
knowledge formation in 551
knowledge formation is 240
knowledge formation of 59
knowledge formation to 55
knowledge fostered by 177
knowledge fruitful in 114
knowledge functioning as 58
knowledge functioning in 44
knowledge functions as 1005
knowledge functions in 309
knowledge functions of 98
knowledge functions to 114
knowledge garnered by 220
knowledge garnered in 131
knowledge governed by 238
knowledge grounded in 3393
knowledge grounded on 220
knowledge happened to 141
knowledge hereafter to 84
knowledge hundreds of 86
knowledge imbedded in 205
knowledge immanent in 141
knowledge imparted as 149
knowledge imparted at 163
knowledge imparted by 6449
knowledge imparted in 2478
knowledge imparted is 416
knowledge imparted of 40
knowledge imparted on 113
knowledge imparted to 3074
knowledge impelled the 61
knowledge implicit in 1632
knowledge imported by 66
knowledge improved by 55
knowledge improved the 59
knowledge improves the 296
knowledge inasmuch as 954
knowledge incident to 106
knowledge included an 65
knowledge included in 1521
knowledge included the 408
knowledge includes an 439
knowledge includes in 42
knowledge includes the 2377
knowledge increased as 279
knowledge increased at 55
knowledge increased by 225
knowledge increased he 67
knowledge increased in 326
knowledge increased it 82
knowledge increased my 54
knowledge increased so 289
knowledge increased the 332
knowledge increased to 140
knowledge increases as 910
knowledge increases at 129
knowledge increases by 146
knowledge increases he 72
knowledge increases in 723
knowledge increases it 258
knowledge increases of 64
knowledge increases on 79
knowledge increases or 124
knowledge increases so 422
knowledge increases the 1603
knowledge increases to 57
knowledge increases we 236
knowledge indicate the 89
knowledge indicate to 48
knowledge indicating the 137
knowledge industry as 200
knowledge industry in 242
knowledge industry is 421
knowledge industry of 109
knowledge industry or 47
knowledge industry to 90
knowledge inferred by 59
knowledge inferred the 41
knowledge informed by 365
knowledge informed the 111
knowledge inherent in 4415
knowledge inherent to 162
knowledge inhibits the 40
knowledge inimical to 47
knowledge initiated by 147
knowledge insisted on 62
knowledge inspired by 344
knowledge inspired in 44
knowledge inspired me 40
knowledge inspired the 124
knowledge inspires the 51
knowledge integral to 99
knowledge intended by 73
knowledge intended is 42
knowledge intended to 548
knowledge interact in 206
knowledge interact to 182
knowledge interest in 78
knowledge interest is 106
knowledge interest of 88
knowledge internal to 119
knowledge invented by 49
knowledge invested in 242
knowledge involved an 66
knowledge involved by 51
knowledge involved in 6791
knowledge involved is 855
knowledge involved the 200
knowledge involves an 770
knowledge involves at 45
knowledge involves in 117
knowledge involves no 99
knowledge involves the 2681
knowledge involves us 49
knowledge likewise is 48
knowledge likewise of 47
knowledge maintain an 59
knowledge managers in 115
knowledge managers to 118
knowledge manifest in 194
knowledge mastered by 122
knowledge mentioned at 68
knowledge mentioned by 118
knowledge mentioned in 674
knowledge minister to 69
knowledge modifies the 82
knowledge monopoly of 91
knowledge networking in 134
knowledge networking is 121
knowledge networks as 241
knowledge networks at 45
knowledge networks by 54
knowledge networks in 445
knowledge networks is 185
knowledge networks of 228
knowledge networks on 52
knowledge networks or 74
knowledge networks to 174
knowledge nowadays is 43
knowledge obscured by 63
knowledge obscures the 75
knowledge observed in 87
knowledge obtained as 781
knowledge obtained at 590
knowledge obtained by 8997
knowledge obtained in 9340
knowledge obtained is 514
knowledge obtained of 1034
knowledge obtained on 743
knowledge obtained or 103
knowledge obtained so 179
knowledge obtained the 42
knowledge obtained to 256
knowledge obtained up 135
knowledge obtained via 135
knowledge obviously is 68
knowledge occupied by 59
knowledge occupied the 55
knowledge occupies in 54
knowledge occupies the 111
knowledge occurred at 75
knowledge occurred in 491
knowledge occurred to 41
knowledge operated in 54
knowledge operates as 463
knowledge operates at 43
knowledge operates by 44
knowledge operates in 244
knowledge operates on 108
knowledge operates to 94
knowledge oriented to 124
knowledge outcomes in 84
knowledge outcomes of 72
knowledge outlined by 114
knowledge outlined in 455
knowledge outweigh the 100
knowledge overcame the 55
knowledge packaged in 54
knowledge paradigm is 53
knowledge paradigm of 69
knowledge parallel to 129
knowledge partakes of 171
knowledge patterns in 76
knowledge patterns of 65
knowledge perceive the 59
knowledge perished in 58
knowledge permeated the 47
knowledge permeates the 112
knowledge permitting the 50
knowledge persists in 119
knowledge pertaining to 11977
knowledge pertains to 1154
knowledge pervaded the 60
knowledge pervades the 258
knowledge possessing the 65
knowledge possible as 181
knowledge possible at 268
knowledge possible by 141
knowledge possible if 48
knowledge possible in 586
knowledge possible is 286
knowledge possible of 615
knowledge possible on 96
knowledge possible or 72
knowledge possible to 1041
knowledge potential in 52
knowledge potential of 175
knowledge preceded by 109
knowledge preceded the 95
knowledge precedes the 252
knowledge preclude the 40
knowledge premised on 201
knowledge prepared by 86
knowledge prepared in 41
knowledge prepared the 100
knowledge prepares the 163
knowledge prepares us 88
knowledge presents an 168
knowledge presents no 75
knowledge presents the 159
knowledge presents to 142
knowledge presents us 106
knowledge presumed by 67
knowledge presumed to 175
knowledge pretends to 54
knowledge prevailing at 200
knowledge prevailing in 223
knowledge prevails in 55
knowledge prevents me 71
knowledge prevents the 283
knowledge prevents us 366
knowledge probably is 101
knowledge problems in 72
knowledge problems of 56
knowledge proceeds as 41
knowledge proceeds at 40
knowledge proceeds by 548
knowledge proceeds in 263
knowledge proceeds on 69
knowledge proceeds to 71
knowledge processing as 174
knowledge processing by 58
knowledge processing in 419
knowledge processing is 307
knowledge processing of 55
knowledge processing to 103
knowledge procured by 116
knowledge produced an 88
knowledge produced as 464
knowledge produced at 249
knowledge produced by 10662
knowledge produced in 6013
knowledge produced is 534
knowledge produced on 125
knowledge produced or 65
knowledge produced the 131
knowledge produced to 110
knowledge producer is 41
knowledge produces an 176
knowledge produces in 67
knowledge produces no 56
knowledge produces the 272
knowledge products as 54
knowledge products in 108
knowledge products is 75
knowledge products of 128
knowledge products or 48
knowledge products to 87
knowledge professing an 120
knowledge profiles of 52
knowledge projects in 69
knowledge projects is 56
knowledge projects of 89
knowledge promised by 161
knowledge promised to 119
knowledge promises to 244
knowledge promoted by 273
knowledge promoted in 61
knowledge promotes the 160
knowledge prompted by 72
knowledge prompted me 43
knowledge prompted the 123
knowledge properly so 2696
knowledge properly to 126
knowledge property of 91
knowledge proposed by 629
knowledge proposed in 126
knowledge proposed to 63
knowledge protects the 57
knowledge provided an 139
knowledge provided at 49
knowledge provided by 9128
knowledge provided he 52
knowledge provided in 669
knowledge provided is 93
knowledge provided it 62
knowledge provided me 47
knowledge provided no 65
knowledge provided the 753
knowledge provided to 386
knowledge provided us 53
knowledge provides an 750
knowledge provides is 42
knowledge provides no 491
knowledge provides the 3142
knowledge provides to 54
knowledge provides us 593
knowledge purchase to 60
knowledge purporting to 57
knowledge purports to 128
knowledge pursuant to 97
knowledge purveyed by 73
knowledge questions as 62
knowledge questions in 237
knowledge questions is 55
knowledge questions of 68
knowledge questions on 139
knowledge questions or 48
knowledge questions the 50
knowledge questions to 140
knowledge recalled to 59
knowledge received an 59
knowledge received as 111
knowledge received at 108
knowledge received by 686
knowledge received in 897
knowledge received is 54
knowledge received the 61
knowledge received to 44
knowledge receives by 107
knowledge receives the 72
knowledge recorded by 117
knowledge recorded in 645
knowledge recorded on 45
knowledge referred to 2444
knowledge reflecting the 192
knowledge reflects an 101
knowledge reflects in 47
knowledge reflects the 1237
knowledge regarded as 1248
knowledge regarded by 53
knowledge rejected by 67
knowledge relations as 58
knowledge relations in 269
knowledge relations is 60
knowledge relations of 216
knowledge relative to 7170
knowledge relevant in 107
knowledge relevant to 15050
knowledge remained an 60
knowledge remained as 123
knowledge remained at 63
knowledge remained in 236
knowledge remained of 62
knowledge remained the 181
knowledge remained to 74
knowledge rendered it 68
knowledge rendered the 77
knowledge repaired by 118
knowledge replaced the 84
knowledge replaces the 128
knowledge reported by 156
knowledge reported in 172
knowledge required an 71
knowledge required as 407
knowledge required at 368
knowledge required by 7539
knowledge required if 90
knowledge required in 5219
knowledge required is 2148
knowledge required of 4802
knowledge required on 303
knowledge required or 119
knowledge required so 40
knowledge required the 212
knowledge required to 31213
knowledge requires an 1022
knowledge requires as 268
knowledge requires at 78
knowledge requires in 89
knowledge requires is 87
knowledge requires it 71
knowledge requires no 251
knowledge requires of 62
knowledge requires or 440
knowledge requires the 2491
knowledge requires to 211
knowledge requires us 291
knowledge reserved to 155
knowledge resident in 320
knowledge resource in 114
knowledge resource is 113
knowledge resource of 60
knowledge resource to 86
knowledge respecting an 42
knowledge respecting it 1189
knowledge respecting the 8758
knowledge responds to 85
knowledge resulted in 2472
knowledge retained by 275
knowledge retained in 252
knowledge retention in 91
knowledge retention is 113
knowledge retention of 45
knowledge returned to 175
knowledge reviewed in 96
knowledge satisfying the 71
knowledge selected by 60
knowledge services in 103
knowledge services to 100
knowledge sharpens the 117
knowledge situated in 143
knowledge situation as 130
knowledge situation in 109
knowledge situation is 204
knowledge situation of 103
knowledge specific to 3261
knowledge specifying the 47
knowledge standard in 75
knowledge standard is 57
knowledge standard of 57
knowledge standard to 45
knowledge strategy in 89
knowledge strategy is 228
knowledge strategy of 85
knowledge strategy to 65
knowledge stressed by 47
knowledge stresses the 162
knowledge strictly so 403
knowledge strictly to 129
knowledge stripped of 89
knowledge struggling to 59
knowledge succeeds in 120
knowledge sufficed to 90
knowledge suffices to 333
knowledge suggesting the 74
knowledge suggests an 115
knowledge suggests it 45
knowledge suggests the 424
knowledge suggests to 121
knowledge suitable to 540
knowledge supplied by 2163
knowledge supplied in 110
knowledge supplied the 107
knowledge supplied to 220
knowledge supplies the 208
knowledge supplies us 111
knowledge supporting the 275
knowledge supports the 663
knowledge supposed in 82
knowledge supposed to 512
knowledge supposes an 99
knowledge supposes the 127
knowledge surpassing the 72
knowledge survived in 52
knowledge survived the 63
knowledge survives the 73
knowledge sustains the 44
knowledge synthesis in 69
knowledge tailored to 84
knowledge tempered by 212
knowledge therefore is 833
knowledge therefore of 551
knowledge therefore we 49
knowledge thousands of 98
knowledge threatened the 54
knowledge threatened to 141
knowledge tradition in 52
knowledge tradition is 51
knowledge tradition of 45
knowledge transfer as 1046
knowledge transfer at 160
knowledge transfer by 363
knowledge transfer in 2721
knowledge transfer is 2572
knowledge transfer of 290
knowledge transfer on 239
knowledge transfer or 283
knowledge transfer so 45
knowledge transfer the 126
knowledge transfer to 1749
knowledge transfer via 108
knowledge treasured in 45
knowledge treasured up 132
knowledge typified by 59
knowledge uncommon in 69
knowledge underlay the 96
knowledge underlie the 72
knowledge underlying it 143
knowledge underlying the 1656
knowledge underneath the 40
knowledge undreamed of 76
knowledge unlikely to 63
knowledge unshared by 47
knowledge utilized by 281
knowledge utilized in 626
knowledge utilized to 46
knowledge valuable in 168
knowledge valuable or 45
knowledge valuable to 332
knowledge vanished in 42
knowledge variables on 56
knowledge verified by 140
knowledge warrants the 91
knowledge warrants us 55
knowledge whatever as 637
knowledge whatever by 99
knowledge whatever in 187
knowledge whatever is 463
knowledge whatever it 40
knowledge whatever of 14265
knowledge whatever on 708
knowledge whatever the 114
knowledge whatever to 107
knowledge whenever he 130
knowledge whenever it 204
knowledge whenever the 105
knowledge whenever we 148
knowledge wherever he 398
knowledge wherever it 1079
knowledge wherever the 51
knowledge wherever we 322
knowledge wherewith the 51
knowledge wherewith to 355
