undo it and try again 63
upon the age and state 43
upon the age and vigor 80
upon the air and water 142
upon the art and craft 40
upon the art and skill 64
upon the art with which 134
upon the bay and river 40
upon the bed and banks 47
upon the bed and began 133
upon the bed and burst 152
upon the bed and cried 60
upon the bed and slept 97
upon the bed and tried 121
upon the bed any longer 50
upon the bed that stood 80
upon the bow and arrow 235
upon the boy and caned 50
upon the day and place 43
upon the day set apart 47
upon the death and burial 44
upon the death and decay 42
upon the dry and rigid 46
upon the dry and sandy 41
upon the ears and hearts 58
upon the ears and minds 87
upon the earth and beneath 53
upon the earth and cause 53
upon the earth and cover 84
upon the earth and cried 59
upon the earth and every 75
upon the earth and makes 46
upon the earth and prays 40
upon the earth and reaching 41
upon the earth and shall 43
upon the earth and under 279
upon the earth and walking 50
upon the earth and water 51
upon the earth and which 63
upon the earth and within 75
upon the earth and would 125
upon the earth for about 46
upon the earth for forty 264
upon the earth has never 44
upon the earth long after 46
upon the earth that could 233
upon the earth that shall 45
upon the earth who could 47
upon the earth who might 178
upon the earth who would 43
upon the earth with human 219
upon the earth with which 87
upon the ease and speed 44
upon the ease with which 5058
upon the ego and which 66
upon the end for which 153
upon the few who could 73
upon the head and breast 89
upon the head and chest 74
upon the head and front 96
upon the head and hands 83
upon the head and heels 142
upon the head and looks 58
upon the head and spine 101
upon the head and thorax 128
upon the head and upper 82
upon the heat and light 44
upon the hog with utter 45
upon the hot and dusty 102
upon the ice and broke 42
upon the ice that morning 61
upon the idea that every 321
upon the idea that human 129
upon the idea that jesus 64
upon the idea that learning 43
upon the idea that people 205
upon the idea that since 87
upon the idea that social 58
upon the idea that where 45
upon the idea that while 47
upon the idea that women 79
upon the job for which 65
upon the law and boast 162
upon the law and facts 277
upon the law and legal 42
upon the law and order 100
upon the lion and adder 3429
upon the lion and cobra 51
upon the long and short 52
upon the lot now owned 64
upon the man and woman 330
upon the man she loved 195
upon the man she loves 155
upon the man that gives 52
upon the man that stood 85
upon the man who asked 54
upon the man who coins 54
upon the man who could 172
upon the man who dared 81
upon the man who dares 41
upon the man who first 232
upon the man who gives 159
upon the man who holds 62
upon the man who knows 83
upon the man who lived 54
upon the man who lives 106
upon the man who loves 54
upon the man who makes 106
upon the man who never 58
upon the man who owned 82
upon the man who seeks 41
upon the man who shall 62
upon the man who still 43
upon the man who stood 170
upon the man who takes 47
upon the man who works 76
upon the man who would 505
upon the man who wrote 65
upon the men and women 1966
upon the men who could 60
upon the men who stood 66
upon the men who would 189
upon the neat and shady 54
upon the net and gross 48
upon the new and never 134
upon the old and tried 91
upon the one who could 51
upon the one who makes 132
upon the one who prays 50
upon the one who seeks 48
upon the one who would 122
upon the one with which 57
upon the path that would 66
upon the real and vital 54
upon the rear and flank 173
upon the red and white 88
upon the rug and looking 51
upon the seas and oceans 59
upon the seat and drove 44
upon the sex for which 151
upon the sum for which 96
upon the sun and stars 141
upon the sun for light 82
upon the things for which 84
upon the things that belong 48
upon the things that ought 54
upon the things that really 41
upon the things with which 70
upon the top and sides 184
upon the top and thrown 118
upon the tor and could 64
upon the ups and downs 458
upon the use and abuse 440
upon the use and value 66
upon the use for which 799
upon the use our people 201
upon the war with china 44
upon the war with russia 78
upon the war with spain 160
upon the way one looks 51
upon the way that people 46
upon the wet and greasy 56
upon the wet and shining 74
upon the zeal with which 164
upon to air our moral 40
upon to bear his share 46
upon to deal with cases 151
upon to deal with every 57
upon to deal with social 48
upon to deal with trade 40
upon to lead his people 56
upon to pay any money 63
upon to pay any taxes 53
upon to pay his debts 132
upon to pay his share 183
upon to pay its share 53
upon to pay one penny 99
upon to say that under 65
upon to use his sword 50
upon us and all israel 72
upon us and for which 53
upon us and our cause 40
upon us and our people 74
upon us and our world 41
upon us both and never 50
upon us day and night 184
upon us may not prove 48
upon us than that which 43
upon us that this court 62
upon us with his whole 75
urge in man and woman 44
urge in men and women 91
urge of men and women 101
urge to ask him about 133
urge to binge and purge 212
urge to put her hands 105
urge to put his hands 136
urge to run for cover 45
urge to run her fingers 743
urge to run her hands 249
urge to run his fingers 137
urge to run his hands 87
urge to run was strong 47
urge to see her again 103
urge to see him again 85
urge to set things right 130
urge to wring her hands 46
urging on her was thrown 57
used as heat and light 43
used as they are found 149
used as they are today 331
used as they are until 73
used as they may cause 73
used at any age level 75
used at any one point 77
used at each age level 73
used at his own table 40
used at this age level 55
used by all who could 60
used by all who would 53
used by and for people 43
used by any and every 56
used by any one class 65
used by any one group 52
used by day and night 75
used by each and every 223
used by him and others 512
used by him are still 41
used by him but never 80
used by him for keeping 95
used by his own people 125
used by ibm and others 43
used by men and women 3305
used by men than women 53
used by one who knows 42
used by one who spoke 43
used by our own people 68
used by red hat linux 114
used by them and others 94
used by them for hunting 91
used by this age group 131
used by you and major 55
used if for any reason 69
used if they are first 111
used if they are known 60
used if you are running 49
used if you are working 47
used in air and water 51
used in all his later 46
used in all his works 57
used in all its forms 59
used in any age group 44
used in any and every 89
used in any area where 140
used in any one period 66
used in any one place 52
used in any one study 71
used in any way until 45
used in any way which 342
used in each age group 44
used in each and every 221
used in his going trade 54
used in his own bible 59
used in his own house 111
used in his own works 43
used in his own writing 94
used in its dry state 61
used in its new sense 48
used in its old sense 523
used in its own right 1644
used in its raw state 346
used in oil and water 51
used in one way rather 68
used in our own times 73
used in this act shall 9380
used in this age group 544
used in this and later 513
used in this law shall 561
used in this new sense 69
used in this way after 87
used in this way again 43
used in this way could 135
used in this way either 40
used in this way gives 114
used in this way might 82
used in this way often 82
used in this way rather 64
used in this way since 225
used in this way today 250
used in this way until 180
used in this way within 65
used in this way would 318
used in war and hunting 223
used is not too large 68
used is not yet known 41
used is that for which 44
used it for all kinds 91
used it for all sorts 100
used it for his first 52
used it for his water 173
used it for six months 61
used it for two months 49
used of men and women 47
used on and off since 44
used on each and every 62
used on men and women 48
used so far are based 47
used so long and never 56
used so that she could 42
used so that they could 157
used so that they would 97
used so that you could 40
used the area for hunting 152
used the bow and arrow 2648
used the sun and stars 58
used to all that bowed 40
used to arm and equip 42
used to ask for money 61
used to ask her about 102
used to ask her father 68
used to ask her mother 86
used to ask him about 299
used to ask him where 71
used to ask his father 95
used to ask his mother 74
used to ask new girls 41
used to ask them about 83
used to beat and abuse 93
used to beat her black 60
used to beat her every 45
used to beat her maids 41
used to beat her mother 119
used to beat his father 65
used to beat his mother 154
used to being all alone 41
used to being out alone 52
used to being with people 191
used to bring all kinds 57
used to bring all sorts 62
used to bring her father 43
used to bring him birds 132
used to bring his father 86
used to bring his lunch 47
used to bring his mother 54
used to bring his quiet 47
used to bring his stool 87
used to bring them about 215
used to bring them under 47
used to bring this about 453
used to buy any goods 66
used to buy for seven 63
used to buy new books 54
used to cry all night 109
used to cry for hours 123
used to cry out after 52
used to cut and paste 173
used to cut and shape 518
used to cut and split 106
used to cut his throat 65
used to cut out paper 59
used to deal with cases 98
used to deal with earthly 53
used to deal with every 66
used to deal with human 47
used to deal with large 116
used to deal with local 42
used to deal with missing 82
used to deal with notes 60
used to deal with people 81
used to deal with small 57
used to deal with social 117
used to dig out roots 48
used to doing things alone 70
used to dry and store 68
used to dry his hands 50
used to earn his guinea 58
used to fit this model 138
used to get all kinds 116
used to get all sorts 57
used to get all upset 40
used to get her father 47
used to get mad about 50
used to get one every 40
used to get our water 86
used to get that feeling 89
used to get them mixed 163
used to going out alone 103
used to hang out after 70
used to hear all about 63
used to hear all kinds 45
used to hear all sorts 72
used to hear her father 61
used to hear her voice 54
used to hear him preach 81
used to hear him repeat 94
used to hear him talking 93
used to hear his father 105
used to hear his mother 65
used to hear his voice 64
used to hear old arthur 43
used to hear old people 57
used to hear them arguing 73
used to hear them calling 47
used to hear them talking 135
used to hear you preach 44
used to heat and light 231
used to heat hot water 58
used to heat our homes 124
used to her and would 49
used to hop and dance 153
used to kid her about 213
used to kid him about 1343
used to lay his hands 45
used to lay his royal 43
used to lay out angles 97
used to lay out lines 66
used to lead him about 107
used to let her build 68
used to let him loose 42
used to let him sleep 63
used to let them loose 49
used to lie and watch 387
used to lie for hours 275
used to lie long hours 40
used to mean any group 46
used to mean that people 41
used to mean that which 176
used to men and women 51
used to mix and apply 49
used to nag her about 46
used to nag him about 76
used to not being taken 52
used to own this house 181
used to own this place 217
used to pay any debts 54
used to pay death taxes 135
used to pay for anything 51
used to pay for basic 45
used to pay for books 54
used to pay for child 163
used to pay for costs 102
used to pay for extra 44
used to pay for goods 872
used to pay for grade 60
used to pay for items 114
used to pay for labor 133
used to pay for local 138
used to pay for nursing 147
used to pay for roads 44
used to pay for small 133
used to pay for social 77
used to pay for staff 45
used to pay for stock 40
used to pay her debts 88
used to pay his debts 268
used to pay his mother 148
used to pay its debts 97
used to pay off bills 41
used to pay off bonds 86
used to pay off debts 773
used to pay off loans 204
used to pay off notes 45
used to pay off short 197
used to pay old debts 86
used to ply his trade 83
used to pry things apart 47
used to put her hands 57
used to put his fingers 80
used to put his hands 408
used to put his naked 118
used to put his trust 80
used to put out fires 555
used to put out small 64
used to put them under 60
used to read all about 45
used to read and print 78
used to read and reread 102
used to read and store 75
used to read and study 226
used to read and write 5331
used to read bar codes 143
used to read for hours 61
used to read his bible 87
used to read his books 80
used to read his plays 69
used to read his poetry 47
used to read his works 43
used to read our books 100
used to read that paper 67
used to read them aloud 205
used to rib him about 47
used to rub his hands 165
used to run her fingers 45
used to run his fingers 57
used to run this place 211
used to say all kinds 58
used to say all sorts 103
used to say and still 40
used to say and write 52
used to say his father 77
used to say how lucky 50
used to say she could 519
used to say she feared 42
used to say she liked 160
used to say she loved 86
used to say she never 200
used to say she would 484
used to say that about 567
used to say that after 1137
used to say that angels 50
used to say that anything 92
used to say that books 72
used to say that china 52
used to say that dreams 43
used to say that every 2900
used to say that father 50
used to say that george 56
used to say that girls 53
used to say that harry 41
used to say that henry 47
used to say that homer 93
used to say that human 124
used to say that italy 80
used to say that japan 45
used to say that jesus 91
used to say that money 108
used to say that mother 43
used to say that music 74
used to say that never 160
used to say that often 132
used to say that people 895
used to say that poetry 60
used to say that russia 44
used to say that satan 46
used to say that since 174
used to say that though 399
used to say that uncle 101
used to say that under 93
used to say that until 111
used to say that where 97
used to say that while 744
used to say that white 50
used to say that women 349
used to say that writing 56
used to say they could 251
used to say they liked 61
used to say they never 48
used to say they ought 49
used to say they would 237
used to say things about 115
used to say things which 48
used to say this about 90
used to say with pride 297
used to say you could 769
used to say you liked 119
used to say you loved 118
used to say you never 74
used to say you would 565
used to see all kinds 57
used to see day after 68
used to see her about 73
used to see her every 343
used to see her father 43
used to see her looking 46
used to see her mother 168
used to see her often 131
used to see her quite 76
used to see her sitting 87
used to see her walking 201
used to see him about 142
used to see him daily 108
used to see him driving 62
used to see him every 743
used to see him nearly 65
used to see him often 389
used to see him playing 55
used to see him quite 139
used to see him sitting 200
used to see him walking 229
used to see his father 58
used to see his mother 50
used to see that every 40
used to see them every 166
used to see them often 70
used to see them sitting 90
used to see them walking 114
used to see who could 139
used to see you every 77
used to see you playing 132
used to set and reset 216
used to set off items 143
used to set off nouns 43
used to set off words 462
used to set them apart 103
used to sew its pages 44
used to sit all night 88
used to sit and drink 364
used to sit and enjoy 73
used to sit and fancy 89
used to sit and judge 195
used to sit and laugh 58
used to sit and paint 44
used to sit and sleep 192
used to sit and smoke 656
used to sit and stand 58
used to sit and stare 209
used to sit and study 312
used to sit and watch 3447
used to sit and where 50
used to sit and write 1002
used to sit day after 99
used to sit for hours 2994
used to sit for whole 48
used to sit out under 92
used to sit was empty 55
used to sit with father 42
used to sit with large 58
used to sit with people 99
used to sow for human 40
used to tar and feather 41
used to that idea right 43
used to them and would 54
used to them that takes 44
used to things not working 63
used to this and would 64
used to this new state 49
used to this new world 42
used to tie her hands 93
used to tie his hands 133
used to tie his horse 70
used to tie off blood 44
used to tie two ropes 45
used to try all sorts 64
used to try and avoid 107
used to try and catch 81
used to try and change 51
used to try and force 152
used to try and solve 45
used to try who would 40
used to ups and downs 80
used to wear and stood 41
used to wear and which 60
used to wear with pride 83
used to wet his pants 41
used to wring her hands 79
used up all her money 102
used up all her savings 66
used up all his money 366
used up all his power 49
used up all his savings 169
used up all his spare 40
used up all his words 49
used up all our money 102
used up all our savings 96
used up all our water 96
used up for this world 71
user is who they claim 92
user or for all users 60
user to cut and paste 71
user to mix and match 43
user to read and write 140
uses in all his dealings 47
uses it for his craft 60
uses it has not known 64
uses it was too often 59
uses the bow and arrow 161
uses to read and write 134
