undo the top two buttons 47
used to pay for schools 65
used to pay off current 72
used to pay off foreign 82
used to pay off previous 44
used to pay two hundred 59
used to put them together 58
used to read and discuss 61
used to read and display 154
used to read and explain 77
used to read and expound 69
used to read and process 130
used to read her letters 65
used to read his letters 81
used to read his sermons 43
used to read with avidity 60
used to read with delight 68
used to run his errands 49
used to run with lighted 48
used to say her prayers 401
used to say his prayers 346
used to say our prayers 57
used to say that according 44
used to say that although 211
used to say that america 48
used to say that anybody 84
used to say that battles 46
used to say that because 151
used to say that between 89
used to say that certain 56
used to say that charles 50
used to say that everything 785
used to say that general 46
used to say that germany 41
used to say that history 76
used to say that however 93
used to say that marriage 50
used to say that napoleon 40
used to say that religion 92
used to say that science 97
used to say that someday 73
used to say with perfect 76
used to seal and protect 66
used to seal his letters 61
used to see him cheered 66
used to see his friends 54
used to see our foreign 65
used to see them together 124
used to set and control 45
used to set and enforce 51
used to set and monitor 52
used to set off certain 84
used to set off clauses 43
used to set off material 354
used to set off phrases 87
used to sit and compose 101
used to sit and discuss 76
used to sit and perform 53
used to sit and preside 139
used to sit and receive 42
used to this new routine 40
used to tie them together 162
used to try and achieve 77
used to try and capture 92
used to try and comfort 52
used to try and control 119
used to try and explain 182
used to try and imagine 71
used to try and improve 108
used to try and predict 52
used to try and prevent 115
used up all his capital 41
used up all his chances 53
used up all his matches 53
used up all his remaining 40
used up for this purpose 109
user to add new records 100
uses as its raw material 236
uses in his own affairs 168
uses it and him against 186
uses it for any purpose 59
uses it for his purpose 90
uses it for that complex 94
uses it for that purpose 368
uses it for this purpose 483
uses of our own country 48
uses of them are allowed 59
