uncle or aunt lives over 51
until he have mercy upon 337
until he heard again from 161
until he knew every inch 53
until he knew every word 90
until he knew which side 66
until he soon after took 78
until it came loose from 46
until it came within range 64
until it came within reach 68
until it fell apart from 42
until it gets fully ripe 107
until it grew quite dark 181
until my body breaks down 41
until my hair grows back 45
until my heart shall take 58
until no more drops come 50
until no more sugar will 41
until no more water will 51
until the angel turns away 47
until the ball comes back 78
until the base shall have 51
until the blue color just 535
until the boat comes back 49
until the bread tests done 95
until the cake pulls away 138
until the cake springs back 655
until the cake tests done 384
until the case shall have 183
until the chin rests upon 51
until the city which bears 45
until the cold weather came 128
until the cold weather sets 175
until the cream forms soft 81
until the cream holds soft 77
until the door burst open 113
until the duke could come 46
until the early adult years 49
until the early evening when 74
until the early hours when 73
until the early morning when 118
until the fish feels firm 97
until the five months were 74
until the four canoes were 129
until the four weeks have 53
until the great naval wars 40
until the hair grows back 117
until the hand wrote upon 49
until the heart grows sick 41
until the heart stops beating 202
until the holy ghost came 83
until the hour comes when 161
until the hour shall come 52
until the jury comes back 60
until the last dozen years 72
until the last eight years 55
until the last faint echo 43
until the last fifty years 454
until the last forty years 199
until the last guest left 101
until the last light went 43
until the last night when 95
until the last rites were 66
until the last scene when 81
until the last seven years 70
until the last sixty years 61
until the last small twig 56
until the last thirty years 436
until the last train left 41
until the last trump brings 44
until the last votes were 41
until the last words were 127
until the left renal vein 50
until the living sense leaps 43
until the lord comes back 119
until the lord shall come 243
until the lord shall give 60
until the lord shall open 43
until the lord spoke peace 40
until the moon shall rise 69
until the next change date 182
until the next check came 41
until the next clock edge 74
until the next clock tick 55
until the next court date 55
until the next court term 84
until the next evening when 169
until the next feeding time 250
until the next flash came 41
until the next flood tide 70
until the next meeting when 123
until the next morning were 51
until the next morning what 93
until the next morning when 3720
until the next night when 231
until the next period when 76
until the next phone call 140
until the next rains come 55
until the next season when 138
until the next train came 150
until the next train from 51
until the next train left 81
until the other girls were 47
until the other night when 179
until the past fifty years 40
until the past thirty years 73
until the peace treaty came 42
until the pink color just 283
until the rest shall give 109
until the rope loops were 69
until the same shall have 5660
until the ship shall have 72
until the slow train drew 60
until the soft parts have 60
until the third grade when 43
until the third night from 81
until the three months have 65
until the three months were 44
until the three weeks were 93
until the tide comes back 51
until the time comes when 13887
until the time fixed upon 40
until the time might come 48
until the time shall come 1179
until the time shall have 138
until the time would come 246
until the tree comes into 41
until the warm weather came 80
until the warm weather sets 52
until the wash water gave 79
until the week after next 175
until the wild beasts came 111
until the young birds have 55
until the young birds were 97
until the young people were 61
until thy hour shall come 41
until we came right over 41
until we came within half 40
until we came within range 75
until we came within three 212
until we come again unto 133
until we have every foot 40
until we have first been 62
until we have first made 289
until we have found means 71
until we have found some 273
until we have found what 118
until we have given some 143
until we have slain paul 133
until we have taken care 60
until we have taken into 188
until we meet again next 42
until we were about five 100
until we were about half 204
until we were about ready 49
until we were about three 125
until we were close upon 514
until we were driving back 41
until we were driving home 70
until we were getting ready 55
until we were miles away 50
until we were nearly home 80
until we were nearly ready 59
until we were nearly there 89
until we were nearly upon 48
until we were pulling into 43
until we were quite sure 126
until we were right over 51
until we were right upon 110
until we were sitting down 46
until we were swept from 45
until we were within five 58
until we were within four 40
until we were within half 195
until we were within less 53
until we were within shot 45
until we were within three 269
until we wise people have 47
until ye have asked leave 46
untying the string which held 68
urged to come again soon 69
urged to talk about their 44
urged to think about their 44
users to copy files from 55
users to move easily from 61
users to send print jobs 76
usual in such cases there 147
utter no ideas above those 53
