racketeer frank costello 156
reference group included 67
reference group includes 142
reference group increases 53
reference group pressure 525
reference group provides 219
reference group selected 70
reference group selection 173
reference guide containing 102
reference guide contains 156
reference guide designed 76
reference guide includes 73
reference guide provides 253
reference input elements 147
reference lines indicate 80
reference lists provided 65
reference local variables 84
reference makes possible 64
reference might indicate 58
reference might possibly 57
reference might usefully 53
reference model consists 168
reference model contains 131
reference model includes 104
reference model proposed 81
reference model provides 353
reference model response 90
reference plane containing 108
reference plane parallel 410
reference point approach 579
reference point concerning 73
reference point consists 57
reference point directly 49
reference point external 68
reference point implicit 42
reference point indicating 71
reference point locations 71
reference point provided 185
reference point provides 83
reference point relative 217
reference point remained 66
reference point revolves 99
reference point selected 236
reference point selection 57
reference point whenever 76
reference ranges provided 100
reference seems terribly 51
reference shall hereafter 45
reference sheet required 53
reference sound pressure 2913
reference table containing 70
reference table contains 54
reference tools designed 43
reference tools mentioned 51
reference value obtained 102
reference where possible 102
reference which connects 55
reference which consists 53
reference which contains 244
reference which education 64
reference which explains 68
reference which included 188
reference which includes 369
reference which involves 64
reference which operates 51
reference which probably 46
reference which provided 46
reference which provides 308
reference which reflects 66
reference which required 77
reference which requires 121
reference which suggests 235
reference which supports 54
reference works compiled 46
reference works concerning 83
reference works containing 155
reference works continue 48
reference works designed 103
reference works included 140
reference works includes 52
reference works intended 67
reference works mentioned 360
reference works pertaining 84
reference works produced 209
reference works provided 49
reference works referred 41
reference works relevant 43
reference would indicate 200
reference would normally 74
reference would otherwise 42
reference would probably 216
reference would therefore 58
referencing array elements 98
refinance debts incurred 58
reflected action enhances 91
reflected changing economic 121
reflected changing patterns 91
reflected class divisions 111
reflected class struggle 43
reflected either directly 57
reflected growing concerns 106
reflected growing interest 99
reflected image coincide 107
reflected lasting disgrace 43
reflected latin american 57
reflected light actually 70
reflected light borrowed 63
reflected light compared 43
reflected light consists 153
reflected light contains 179
reflected light decreases 216
reflected light directly 58
reflected light exhibits 100
reflected light exposure 85
reflected light incident 71
reflected light increases 554
reflected light obtained 43
reflected light patterns 89
reflected light presents 83
reflected light produced 59
reflected light produces 136
reflected light provides 61
reflected light received 289
reflected light returned 43
reflected light spectrum 51
reflected light therefore 44
reflected light undergoes 132
reflected light underneath 42
reflected light vanishes 79
reflected light whatever 51
reflected local concerns 116
reflected local cultural 42
reflected local economic 68
reflected local politics 77
reflected power increases 107
reflected power relations 69
reflected prime minister 58
reflected quite directly 53
reflected rather bitterly 63
reflected rather gloomily 44
reflected rather ruefully 54
reflected rather severely 42
reflected sharp divisions 44
reflected shock pressure 68
reflected shock velocity 69
reflected social concerns 90
reflected social divisions 70
reflected social problems 51
reflected social realities 112
reflected social relations 88
reflected solar spectrum 235
reflected sound pressure 179
reflected until recently 62
reflected waves coincide 70
reflected waves interact 74
reflected waves produced 72
reflected waves produces 86
reflected waves received 43
reflected wider concerns 91
reflected wider cultural 42
reflection about cultural 52
reflection about education 77
reflection about identity 57
reflection about morality 83
reflection about personal 119
reflection about politics 129
reflection about possible 86
reflection about practice 134
reflection about religious 57
reflection above mentioned 44
reflection could possibly 51
reflection grating consists 51
reflection helps students 62
reflection makes possible 94
reflection might convince 159
reflection might indicate 44
reflection plane containing 58
reflection plane parallel 143
reflection which assisted 97
reflection which deprived 56
reflection which followed 290
reflection which includes 66
reflection which involves 80
reflection which occupied 42
reflection which occurred 149
reflection which pervades 85
reflection which precedes 66
reflection which presents 51
reflection which proceeds 46
reflection which produced 63
reflection which produces 134
reflection which prompted 49
reflection which provoked 54
reflection which requires 44
reflection which suggests 114
reflection would consider 49
reflection would convince 1117
reflection would discover 54
reflection would indicate 196
reflection would preserve 57
reflection would probably 119
reflection would therefore 52
reflector which produces 50
reflector which reflects 118
reflexive motor activity 47
reflexive motor response 52
refocused pulse sequence 127
reformers began advocating 47
reformers could scarcely 52
reformers often advocate 40
reformers still believed 58
reformers which included 78
reformers would continue 61
reformers would probably 92
reformist hindu movement 70
reformist junior officers 90
reformist labor movement 207
reformist prime minister 1105
reformist social movement 65
reformist social policies 171
reformist state policies 55
reformist trade unionists 109
refraction index gradient 89
refraction still observed 42
refraction under atropine 107
refraction which produces 53
refreshed after moderate 45
regiments above mentioned 155
regiments still remained 46
regiments under colonels 540
regiments under cromwell 47
regiments under generals 62
regiments under washington 40
regiments which attacked 74
regiments which composed 418
regiments which cromwell 72
regiments which defended 47
regiments which effected 42
regiments which followed 108
regiments which included 46
regiments which mutinied 86
regiments which occupied 83
regiments which received 46
regiments which remained 290
regiments which returned 164
regiments which suffered 206
regiments which washington 49
regiments whose officers 222
regiments would continue 51
regiments would probably 76
regionally based clusters 47
regionally based cultural 169
regionally based economic 122
regionally based military 64
regionally based networks 62
regionally based projects 45
regionally based strategy 44
registering blood pressure 61
registering event handlers 140
registering motor vehicles 575
registers after execution 86
registers event handlers 56
registers every movement 89
registers motor vehicles 106
registers which recorded 59
registers whose contents 640
registrar either receives 93
registrar never imagined 49
registrar shall annually 56
registrar shall consider 75
registrar shall maintain 113
registrar shall preserve 65
registrar shall register 648
registrar shall thereupon 1278
registrar shall transmit 286
registrar within fourteen 90
regressed about hypnotic 149
regressed after treatment 71
regressed under hypnosis 400
regresses after delivery 229
regression after cessation 87
regression after selection 51
regression after treatment 395
regression based approach 85
regression curve obtained 359
regression lines coincide 930
regression lines computed 214
regression lines describing 245
regression lines differed 146
regression lines indicate 474
regression lines obtained 965
regression lines predicting 156
regression method proposed 114
regression method provides 165
regression method requires 116
regression model accounts 399
regression model actually 40
regression model adjusted 158
regression model analysis 254
regression model approach 473
regression model attempts 84
regression model consisting 88
regression model consists 261
regression model containing 1279
regression model contains 684
regression model describing 219
regression model designed 300
regression model directly 44
regression model employed 325
regression model estimating 184
regression model examined 45
regression model explaining 559
regression model explains 809
regression model included 661
regression model includes 765
regression model increased 61
regression model increases 131
regression model indicate 159
regression model involved 93
regression model involves 242
regression model obtained 419
regression model outlined 86
regression model parallel 93
regression model performs 141
regression model predicting 3214
regression model predicts 504
regression model produced 159
regression model produces 165
regression model proposed 289
regression model provided 178
regression model provides 762
regression model reported 205
regression model requires 537
regression model resulted 96
regression model selected 150
regression model selection 279
regression model suggests 306
regression model therefore 98
regression model variables 122
regression testing involves 40
regression under hypnosis 565
regression which followed 82
regression which included 101
regression which includes 220
regression which occurred 67
regression which provides 49
regression would indicate 81
regression would probably 62
regretted getting involved 104
regularly about progress 45
regularly after breakfast 248
regularly after treatment 74
regularly asked questions 116
regularly calls attention 55
regularly carry articles 314
regularly changing displays 40
regularly changing exhibits 89
regularly drawn attention 52
regularly draws attention 78
regularly every february 76
regularly every saturday 1028
regularly gives lectures 86
regularly holding elections 155
regularly holds seminars 49
regularly makes decisions 66
regularly makes headlines 48
regularly print articles 95
regularly refer patients 69
regularly sells personal 155
regularly since february 46
regularly since november 72
regularly spent weekends 65
regularly taken original 55
regularly taken therefrom 61
regularly under contract 51
regularly under pressure 50
regularly until december 119
regularly until february 93
regularly until midnight 44
regularly until november 91
regularly until recently 59
regularly visit patients 41
regularly write articles 49
regularly wrote articles 221
regulated banking industry 94
regulated blood pressure 89
regulated breathing approach 117
regulated either directly 279
regulated every movement 98
regulated every proceeding 107
regulated genes included 46
regulated genes involved 237
regulated human relations 47
regulated labor relations 386
regulated learning involves 92
regulated legal relations 42
regulated motor carriers 1696
regulated outer membrane 992
regulated paper currency 949
regulated power supplies 11260
regulated price increases 266
regulated social relations 848
regulated social security 52
regulated stock exchanges 249
regulated trade relations 111
regulated under separate 160
regulated under specific 99
regulated under subtitle 840
regulated until recently 94
regulated waste disposal 126
regulated water carriers 311
regulated water supplies 136
regulates basal systemic 122
regulates blood pressure 5422
regulates bowel activity 43
regulates every activity 53
regulates every merchant 292
regulates every movement 64
regulates genes involved 508
regulates human activity 110
regulates human relations 114
regulates labor relations 134
regulates legal relations 48
regulates motor activity 80
regulates nursing practice 49
regulates social relations 252
regulates stock exchanges 90
regulates tumor necrosis 165
regulates vital functions 112
regulates waste disposal 201
regulates water excretion 101
regulates water movement 61
regulates water pollution 72
regulates water retention 41
regulation above mentioned 56
regulation above referred 43
regulation after viability 166
regulation could actually 51
regulation could possibly 93
regulation could properly 46
regulation first effected 129
regulation helps maintain 41
regulation makes possible 149
regulation often involves 124
regulation often requires 88
regulation rather presumes 65
regulation shall continue 153
regulation shall prohibit 191
regulation shall thereafter 171
regulation shall thereupon 182
regulation space allotted 120
regulation under authority 45
regulation under challenge 45
regulation under socialism 44
regulation under subtitle 552
regulation where possible 54
regulation which admitted 82
regulation which affected 65
regulation which attempts 103
regulation which confined 58
regulation which contains 81
regulation which controls 148
regulation which declared 101
regulation which declares 43
regulation which demanded 66
regulation which deprived 50
regulation which directed 46
regulation which directly 80
regulation which empowers 54
regulation which enforced 40
regulation which excluded 168
regulation which excludes 84
regulation which extended 41
regulation which followed 59
regulation which formerly 42
regulation which governed 49
regulation which included 47
regulation which includes 126
regulation which increases 47
regulation which involves 99
regulation which operates 95
regulation which otherwise 130
regulation which prevails 92
regulation which prevents 243
regulation which produces 44
regulation which promotes 42
regulation which protects 88
regulation which provided 521
regulation which provides 711
regulation which purports 51
regulation which rendered 52
regulation which required 1090
regulation which requires 1299
regulation which reserved 60
regulation which respects 95
regulation which resulted 96
regulation would actually 73
regulation would conflict 141
regulation would continue 149
regulation would disappear 46
regulation would generate 57
regulation would obviously 58
regulation would otherwise 86
regulation would outweigh 58
regulation would probably 368
regulation would prohibit 84
regulation would restrict 43
regulation would therefore 137
regulator field terminal 241
regulator valve assembly 81
regulator which controls 375
regulator which operates 116
regulator which prevents 59
regulator which provides 87
regulator which supplies 145
reimburse costs incurred 103
reimburse local agencies 102
reimposed price controls 77
reinforce basic concepts 238
reinforce brand identity 52
reinforce class divisions 186
reinforce ethnic divisions 58
reinforce ethnic identity 270
reinforce every instance 52
reinforce every response 174
reinforce group identity 476
reinforce healthy behaviors 109
reinforce learning concepts 41
reinforce local identity 60
reinforce major anderson 293
reinforce major concepts 60
reinforce newly acquired 100
reinforce power relations 220
reinforce racial divisions 49
reinforce royal authority 93
reinforce social distance 70
reinforce social divisions 236
reinforce social exclusion 112
reinforce social identity 66
reinforce social isolation 44
reinforce social networks 56
reinforce social patterns 40
reinforce social relations 212
reinforcing basic concepts 67
reinforcing class divisions 87
reinforcing ethnic identity 113
reinforcing every response 167
reinforcing group identity 240
reinforcing major anderson 78
reinforcing newly acquired 48
reinforcing power relations 47
reinforcing social cleavages 82
reinforcing social divisions 80
reinforcing social exclusion 44
reinforcing social relations 65
reinforcing steel corrosion 240
reinforcing steel embedded 144
reinforcing steel provided 53
reinforcing steel required 412
reiterating every argument 133
rejections given pursuant 51
relational model consists 192
relational model database 109
relational model includes 107
relational model proposed 74
relational model provides 368
relational model requires 224
relational model suggests 74
relational model supports 107
relational query languages 1073
relational query processing 435
relatives above mentioned 137
relatives could identify 50
relatives could possibly 104
relatives could scarcely 58
relatives raising children 176
relatives still inhabiting 84
relatives still remained 43
relatives where possible 44
relatives which includes 43
relatives whose children 98
relatives whose families 44
relatives whose interest 42
relatives whose presence 86
relatives within families 46
relatives would consider 47
relatives would continue 64
relatives would normally 57
relatives would probably 322
relaxation after business 121
relaxation after cessation 176
relaxation after completing 107
relaxation after exercise 47
relaxation after muscular 51
relaxation after swallowing 62
relaxation curve obtained 53
relaxation method consists 84
relaxation rates observed 266
relaxation rates obtained 201
relaxation slips unheeded 59
relaxation times compared 264
relaxation times increases 96
relaxation times indicate 49
relaxation times involved 818
relaxation times observed 749
relaxation times obtained 946
relaxation times provides 47
relaxation times relative 119
relaxation times reported 53
relaxation times required 109
relaxation under constant 297
relaxation under hypnosis 162
relaxation under pressure 154
relaxation which followed 182
relaxation which involves 65
relaxation which occurred 42
relaxation which precedes 59
relaxation which produces 45
relaxation which succeeds 41
relaxation would probably 41
relevance ranking algorithm 98
reliquary which contains 73
relocation costs incurred 92
relocation costs involved 45
reluctant about committing 51
reluctant about discussing 82
reluctant about expressing 45
reluctant civil servants 46
reluctant george washington 41
reluctant latin american 61
reluctant local authority 44
reluctant local officials 47
reluctant party promises 78
reluctant prime minister 462
reluctant smile twitched 41
reluctant state whatever 76
reluctant trading partners 51
reluctant tribe extorted 62
reluctant until recently 70
remainder after deduction 64
remainder flows directly 45
remainder roman catholics 75
remainder shall continue 76
remainder still infested 66
remainder taken prisoner 143
remainder trust provides 72
remainder trust pursuant 44
remainder which followed 44
remainder would continue 138
remainder would probably 309
remediation costs incurred 198
remembers every syllable 41
remembers george washington 61
reminders about deadlines 76
remissions after treatment 62
removable board eighteen 64
removable panel containing 45
removable trade fixtures 75
renewable every fourteen 110
renewable fuels standard 208
renewable power capacity 54
renewable power projects 82
renewable water resource 216
renewable water supplies 395
renounced armed struggle 161
renounced earthly pleasures 40
renounced every prospect 63
renounced every separate 65
renounced papal authority 52
renounced party politics 60
renovated every monument 74
renovation which included 50
reorganize human vascular 68
reorganize social relations 56
reorganize state agencies 72
reorganizing social relations 104
reparation where possible 51
repatriate seven japanese 42
repayment period extended 55
repayment terms provided 52
repayment would probably 45
repeatedly asked questions 419
repeatedly asked washington 58
repeatedly calling attention 326
repeatedly calls attention 1114
repeatedly drawing attention 247
repeatedly drawn attention 2011
repeatedly draws attention 1035
repeatedly found evidence 129
repeatedly given evidence 188
repeatedly gives evidence 59
repeatedly known patients 103
repeatedly makes mistakes 52
repeatedly renew obnoxious 48
repeatedly sending messages 41
repeatedly telling yourself 41
repeatedly under pressure 71
repeatedly urged american 48
repeatedly urged washington 69
repertory theater movement 151
repertory which included 264
repertory which includes 84
repetition after contrast 143
repetition calls attention 74
repetition draws attention 90
repetition gives emphasis 43
repetition makes attention 76
repetition makes possible 46
repetition priming paradigm 81
repetition seems designed 44
repetition which involves 44
repetition which produces 54
repetition which suggests 55
repetition would commence 48
repetition would probably 72
replenish liver glycogen 280
replenish water supplies 444
reporters asked questions 307
reporters began questioning 45
reporters could remember 41
reporters could scarcely 56
reporters fired questions 168
reporters whose accounts 47
reporters whose questions 70
reporters would consider 42
reporters would continue 44
reporters would describe 50
reporters would discover 41
reporters would probably 130
reporters write articles 53
reporters wrote articles 59
represent anything actually 49
represent anything concrete 62
represent anything definite 66
represent anything external 98
represent anything resembling 58
represent anything specific 214
represent anything whatever 71
represent aptly whatever 124
represent basic concepts 96
represent basic elements 144
represent basic functions 42
represent blood pressure 50
represent broad concepts 46
represent civil servants 72
represent class relations 43
represent costs incurred 244
represent debts incurred 43
represent dummy variables 81
represent either absolute 43
represent either complete 43
represent either directly 57
represent either discrete 48
represent either physical 130
represent either positive 108
represent either specific 67
represent equal absolute 79
represent equal increases 69
represent equal purchasing 52
represent ethnic minority 102
represent every category 43
represent every interest 169
represent every possible 949
represent every province 55
represent exact averages 71
represent exact solutions 76
represent extra calories 41
represent false positive 94
represent final products 46
represent first attempts 102
represent fresh mutations 133
represent funds actually 48
represent funds borrowed 56
represent funds provided 53
represent george washington 76
represent goods produced 55
represent goods received 81
represent gross receipts 49
represent group averages 129
represent human activity 108
represent human attempts 69
represent human progress 69
represent human subjects 48
represent input variables 72
represent joint ventures 57
represent large families 50
represent large financial 59
represent large increases 60
represent large potential 179
represent large segments 129
represent later additions 531
represent later attempts 46
represent latin american 261
represent linear equations 60
represent linear functions 112
represent lipid droplets 56
represent local attempts 42
represent local business 52
represent local concerns 62
represent local variables 79
represent local variations 158
represent logic functions 86
represent logic variables 60
represent louis philippe 49
represent major advances 391
represent major attempts 40
represent major barriers 98
represent major concepts 56
represent major concerns 73
represent major cultural 51
represent major decisions 63
represent major divisions 68
represent major economic 82
represent major elements 105
represent major financial 44
represent major potential 45
represent major problems 250
represent major progress 117
represent major segments 57
represent minor variations 327
represent money actually 122
represent money borrowed 87
represent money invested 167
represent money received 69
represent moral progress 69
represent nearly complete 46
represent point mutations 87
represent polar extremes 326
represent polar opposite 43
represent polar positions 148
represent power relations 83
represent prime examples 109
represent queen elizabeth 256
represent quite distinct 452
represent quite separate 85
represent quite specific 48
represent rather distinct 43
