radiant spires presumptuous 53
record proves conclusively 56
record reveals considerable 59
record unless specifically 65
record varies considerably 52
record various physiological 40
redeem silver certificates 100
reduce annual expenditures 53
reduce bleeding complications 134
reduce budget expenditures 86
reduce cardiac irritability 49
reduce credit availability 87
reduce energy expenditures 395
reduce energy requirements 1153
reduce existing indebtedness 45
reduce existing inequalities 218
reduce existing unemployment 58
reduce family expenditures 63
reduce female participation 55
reduce fiscal expenditures 66
reduce forest productivity 69
reduce further contamination 48
reduce future contributions 222
reduce future expenditures 63
reduce future productivity 43
reduce gender inequalities 270
reduce global inequalities 93
reduce global temperatures 63
reduce import requirements 182
reduce income differentials 417
reduce income inequalities 1244
reduce indoor temperatures 55
reduce itself spontaneously 87
reduce learned helplessness 54
reduce margin requirements 50
reduce market concentration 120
reduce market imperfections 220
reduce memory fragmentation 56
reduce memory requirements 850
reduce mutual interference 129
reduce nuclear proliferation 83
reduce oxygen availability 102
reduce oxygen concentration 87
reduce oxygen requirements 234
reduce pension contributions 48
reduce plasma testosterone 137
reduce plasma triglyceride 142
reduce prices considerably 50
reduce prices dramatically 43
reduce prices substantially 89
reduce prices sufficiently 69
reduce public expenditures 1238
reduce public participation 86
reduce relief expenditures 117
reduce school expenditures 121
reduce seller concentration 57
reduce septic complications 268
reduce serious complications 44
reduce signal interference 67
reduce spatial inequalities 103
reduce staffing requirements 108
reduce status differentials 59
reduce stress concentration 610
reduce stress incontinence 72
reduce summer temperatures 114
reduce thermal conductivity 218
reduce training requirements 118
reduce travel requirements 41
reduce winter temperatures 52
reduce worker productivity 139
reduce yields considerably 51
reducing budget expenditures 59
reducing credit availability 49
reducing energy expenditures 112
reducing energy requirements 504
reducing existing inequalities 78
reducing gender inequalities 271
reducing import requirements 80
reducing income differentials 275
reducing income inequalities 746
reducing market concentration 57
reducing market imperfections 278
reducing memory requirements 511
reducing mutual interference 41
reducing oxygen availability 115
reducing oxygen concentration 88
reducing oxygen requirements 96
reducing public expenditures 1792
reducing public participation 62
reducing relief expenditures 48
reducing school expenditures 85
reducing septic complications 42
reducing spatial inequalities 49
reducing status differentials 49
reducing stress concentration 217
reducing summer temperatures 54
reducing thermal conductivity 79
reducing training requirements 95
reducing worker productivity 41
refers without qualification 56
reflex varies considerably 51
reform became inextricably 54
reform became irresistible 86
reform existing international 42
reform itself sufficiently 46
reform through collaboration 124
reform through governmental 89
reform through institutional 52
reform through parliamentary 580
reform through participation 102
reform through privatization 117
reform varied considerably 51
refund existing indebtedness 84
refuse further accommodation 54
refuse further participation 191
refuse serious consideration 60
regain normal consciousness 149
regain polish independence 58
regard active participation 93
regard invite victimization 128
regard public participation 41
regard recent developments 88
regard sexual relationships 47
regard thereto respectively 75
regard without astonishment 93
regime became consolidated 55
regime became particularly 40
regions differ considerably 284
regions differ dramatically 54
regions differ substantially 120
regions varied considerably 91
regions varies considerably 208
regions without interference 44
reigning through righteousness 945
reigns through righteousness 4245
reject sexual relationships 41
reject without consideration 51
reject without investigation 40
reject without qualification 62
relate another circumstance 188
relate recent developments 41
relate simple constituents 102
relating thereto respectively 209
relating thermal conductivity 59
release enough gravitational 41
release enough radioactivity 52
release through decomposition 116
release without consideration 189
releasing factor administered 175
relief through governmental 51
relief through intellectual 41
relief varies considerably 95
relief without investigation 46
remain abroad indefinitely 99
remain active indefinitely 216
remain active participants 638
remain afloat indefinitely 78
remain almost continuously 144
remain almost inaccessible 81
remain almost indefinitely 417
remain almost unrestrained 86
remain behind indefinitely 42
remain beyond comprehension 84
remain bright indefinitely 64
remain clearly recognizable 145
remain closed indefinitely 244
remain deeply controversial 62
remain deeply dissatisfied 104
remain fairly conservative 73
remain frozen indefinitely 60
remain further parallelisms 60
remain heavily concentrated 761
remain hidden indefinitely 128
remain highly concentrated 1102
remain highly conservative 49
remain highly controversial 1403
remain highly experimental 41
remain intact indefinitely 167
remain latent indefinitely 52
remain mainly agricultural 75
remain mostly untranslated 44
remain poorly investigated 53
remain purely agricultural 109
remain purely intellectual 155
remain secret indefinitely 73
remain serious deficiencies 40
remain serious difficulties 159
remain silent indefinitely 83
remain stable indefinitely 337
remain standing indefinitely 50
remain static indefinitely 43
remain vacant indefinitely 43
remain wholly inaccessible 46
remain wholly inexplicable 171
remain wholly uncultivated 44
remain wholly uninfluenced 214
remain without consciousness 52
remain without consequences 860
remain without contradiction 89
remain without interference 81
remain without investigation 40
remain without justification 66
remain without repercussions 105
remain without satisfactory 114
remain without significance 180
remark refers specifically 52
remark seemed particularly 48
remedy existing deficiencies 230
remedy existing difficulties 129
remedy existing inequalities 146
remedy market imperfections 119
remedy proved unsuccessful 49
remote access authentication 702
remote access capabilities 531
remote access communication 53
remote access concentrator 84
remote access configuration 257
remote access connectivity 273
remote access functionality 94
remote access requirements 112
remote access technologies 350
remote object communication 52
remote system acknowledges 44
remove carbon contamination 54
remove excess formaldehyde 68
remove excess hydrochloric 56
remove excess preservative 170
remove existing deficiencies 45
remove existing difficulties 158
remove existing inequalities 175
remove gaseous contaminants 127
remove gender inequalities 42
remove jewish disabilities 131
remove liquid hydrocarbons 60
remove market imperfections 188
remove various contaminants 51
removing common communication 57
removing existing difficulties 161
removing existing inequalities 302
removing gender inequalities 44
removing jewish disabilities 183
removing market imperfections 296
render almost incalculable 47
render clearly intelligible 47
render further investigation 88
render itself intelligible 92
render itself unconditioned 190
render itself undetermined 138
render myself contemptible 48
render myself intelligible 673
render nature intelligible 188
render reality intelligible 133
renews itself continuously 130
rental income attributable 332
repaid before subordinated 61
repair broken relationships 726
repair family relationships 56
repair versus nonoperative 82
repeating itself indefinitely 257
repeating itself interminably 48
repeats itself consistently 84
repeats itself continuously 415
repeats itself indefinitely 1973
repeats itself interminably 43
repeats itself monotonously 60
repeats itself sporadically 53
report better relationships 259
report caused considerable 183
report caused consternation 125
report clearly demonstrated 117
report clearly demonstrates 417
report closer relationships 127
report covering expenditures 98
report covers developments 44
report created considerable 60
report further developments 251
report greater difficulties 136
report greater participation 104
report higher productivity 136
report highly satisfactory 65
report income elasticities 43
report itself acknowledged 55
report itself acknowledges 169
report lobbying expenditures 151
report placed considerable 41
report proved conclusively 52
report proves conclusively 56
report recent developments 180
report refers specifically 65
report serious difficulties 124
report sexual difficulties 209
report sexual victimization 137
report should misrepresent 48
report should specifically 100
report showed conclusively 63
report showed considerable 50
report stated emphatically 47
report stated specifically 55
report unless specifically 42
report varies considerably 139
report visual disturbances 182
report without qualification 318
reside abroad indefinitely 65
resist english encroachment 40
resist french encroachment 59
resist further decomposition 93
resist further encroachment 319
resist higher temperatures 266
resist ocular demonstration 118
resist russian encroachment 115
resist school desegregation 118
resist soviet encroachment 86
resist upward displacement 57
result agrees sufficiently 92
result already accomplished 123
result appears inconsistent 71
result called demonstration 132
result clearly demonstrated 160
result clearly demonstrates 1329
result clearly inconsistent 80
result further demonstrates 76
result further substantiates 43
result highly satisfactory 76
result mainly attributable 92
result proved conclusively 44
result proved satisfactory 207
result proves conclusively 55
result seemed satisfactory 118
result showed conclusively 88
result simply incompetence 46
result varies considerably 41
result wholly inconsistent 48
result without reorganization 68
result without significance 41
resume active participation 307
resume further consideration 149
resume meiosis spontaneously 126
resume normal relationships 64
resume sexual relationships 52
retail prices respectively 47
retail stores concentrated 47
retain enough independence 52
retain formal independence 51
retain greater independence 65
retain kindly recollections 84
retain normal intelligence 43
retain orally administered 45
retina without accommodation 199
retire bonded indebtedness 189
retiring bonded indebtedness 46
retreat before difficulties 62
return better accomplished 57
return pretty satisfactory 93
return seemed interminable 107
return sludge concentration 636
return through reincarnation 101
return wholly disappointed 56
return without interference 48
reused almost indefinitely 98
reused without modifications 47
reused without sterilization 54
revealing causal relationships 46
reveals another contradiction 46
reveals further complexities 44
reveals further difficulties 60
reveals further similarities 82
reveals itself historically 57
reveals itself particularly 273
reveals itself spontaneously 116
reveals itself unexpectedly 119
reveals itself unmistakably 165
reveals marked similarities 150
reveals obvious similarities 62
reveals serious deficiencies 144
reveals serious difficulties 74
reveals serious inadequacies 45
reveals something inexplicable 58
reveals striking resemblances 66
reveals striking similarities 1121
review clearly demonstrated 44
review clearly demonstrates 268
review existing documentation 124
review recent developments 2743
review recent experimental 275
review system documentation 48
review system requirements 83
review various perspectives 90
revise existing international 49
reward further investigation 154
reward higher productivity 105
rhesus monkey demonstrated 209
rhesus monkey vocalizations 401
riches beyond comprehension 91
richly carved ornamentation 84
righting itself spontaneously 42
rights across international 47
rights availing respectively 44
rights before international 62
rights before interrogation 157
rights enable shareholders 64
rights freely transferable 45
rights groups successfully 110
rights itself spontaneously 41
rights system administered 167
rights through international 499
rights through participation 68
rights unless specifically 80
rights varied considerably 44
rights varies considerably 63
rights without consideration 161
rights without interference 134
rights without justification 64
rights without qualification 62
risked serious consequences 56
rivers draining agricultural 92
rivers varies considerably 97
roused myself sufficiently 138
rubber before vulcanization 141
rubber varies considerably 48
rugged eastern wildernesses 47
rulers became philosophers 65
rulers become philosophers 134
rustic hourly communicates 250
