racially marginalized students 52
remaining institutional barriers 57
remaining participants received 70
remaining participants reported 43
remaining substantially constant 183
remaining substantially unchanged 289
remaining sufficiently detached 50
remaining sufficiently flexible 119
remains conceptually distinct 41
remains considerable confusion 363
remains considerable evidence 93
remains considerable interest 122
remains considerable latitude 61
remains considerable potential 370
remains consistently elevated 141
remains consistently positive 46
remains continuously employed 49
remains economically backward 84
remains inadequately explored 95
remains incompletely answered 66
remains incompletely explored 57
remains incompletely resolved 130
remains insufficient evidence 73
remains overwhelmingly dominant 67
remains particularly challenging 43
remains particularly relevant 85
remains persistently elevated 284
remains persistently positive 69
remains structurally unchanged 91
remains substantially accurate 60
remains substantially constant 3008
remains substantially unchanged 5225
remains sufficiently accurate 51
remains sufficiently constant 281
remains sufficiently detached 58
remains sufficiently distinct 91
remains sufficiently flexible 120
remedial instructional programs 57
remedial prescriptions embraced 85
removal efficiencies achieved 62
removal efficiencies obtained 88
removal efficiencies reported 57
renamed international business 156
rendering considerable services 51
renders appointments somewhat 101
renders communication possible 107
renders inadmissible evidence 68
renewed agricultural activity 48
renewed contemporary interest 58
renewed governmental interest 43
renewed intellectual activity 320
renewed intellectual interest 83
renewed international attention 169
renewed international conflict 117
renewed international economic 44
renewed international interest 246
renewed international pressure 71
renewed revolutionary activity 112
repeated assassination attempts 796
repeated hypoglycemic episodes 204
repeated inflammatory episodes 173
repeated intellectual analysis 46
repeated intermittent exposure 50
repeated unsuccessful attempts 1870
replace discretionary monetary 48
replace domestically produced 58
replace inappropriate behaviors 95
replace supernatural sanctions 73
replacing insufficient standard 43
replacing unproductive superiors 41
reporting contributions received 56
reporting requirements concerning 478
reporting requirements demanded 42
reporting requirements designed 214
reporting requirements included 125
reporting requirements involved 61
reporting requirements mandated 266
reporting requirements outlined 168
reporting requirements pertaining 172
reporting requirements provided 51
reporting requirements pursuant 626
reporting requirements required 65
reports considerable progress 106
reports consistently indicate 130
reports consolidated financial 47
reports experimental evidence 171
reports satisfactory progress 343
reports specifically addressing 65
reports specifically designed 86
reports specifically mentioned 139
reports subsequently received 96
repress transcription initiation 162
repress unacceptable impulses 67
reputed international journals 229
require antimicrobial treatment 114
require concentrated attention 330
require conservative treatment 72
require considerable accuracy 47
require considerable activity 68
require considerable additions 49
require considerable advances 49
require considerable analysis 389
require considerable argument 68
require considerable attention 2523
require considerable autonomy 62
require considerable bandwidth 46
require considerable capacity 75
require considerable chemical 88
require considerable clerical 46
require considerable clinical 167
require considerable computer 318
require considerable conscious 64
require considerable counseling 46
require considerable delicacy 51
require considerable detailed 79
require considerable economic 109
require considerable education 341
require considerable emotional 147
require considerable engineering 227
require considerable evidence 87
require considerable exercise 87
require considerable expansion 297
require considerable exposure 56
require considerable extension 119
require considerable external 102
require considerable financial 633
require considerable guidance 146
require considerable increases 85
require considerable internal 62
require considerable judgment 502
require considerable manpower 120
require considerable mobility 43
require considerable moisture 304
require considerable monitoring 67
require considerable movement 93
require considerable muscular 141
require considerable operator 93
require considerable parental 94
require considerable patience 529
require considerable personal 198
require considerable physical 420
require considerable practice 2155
require considerable precision 61
require considerable pressure 299
require considerable processing 363
require considerable redesign 43
require considerable reduction 72
require considerable resource 47
require considerable retraining 47
require considerable scrutiny 48
require considerable software 45
require considerable stretching 76
require considerable supplies 89
require considerable surgical 63
require considerable treatment 51
require considerably increased 61
require consolidated accounts 63
require consolidated financial 57
require documentation supporting 81
require experimental evidence 83
require fluoroscopic guidance 69
require governmental agencies 115
require governmental approval 521
require governmental attention 57
require individually designed 42
require individually tailored 71
require institutional treatment 327
require intellectual property 49
require intermittent positive 118
require intermittent treatment 45
require international attention 84
require international financial 54
require international solutions 254
require international students 65
require manipulative reduction 50
require mechanically assisted 54
require multilateral solutions 69
require parliamentary approval 994
require postgraduate education 40
require preservative treatment 127
require prophylactic treatment 257
require proportionate increases 69
require quantitative analysis 207
require satisfactory evidence 480
require satisfactory vouchers 110
require specifically designed 122
require substantially increased 196
require supplemental steroids 79
require supplemental treatment 43
require supplemental vitamins 75
require transactional immunity 69
require transnational solutions 43
requiring concentrated attention 195
requiring considerable accuracy 78
requiring considerable analysis 46
requiring considerable attention 440
requiring considerable education 85
requiring considerable engineering 50
requiring considerable financial 94
requiring considerable judgment 148
requiring considerable moisture 55
requiring considerable muscular 108
requiring considerable patience 175
requiring considerable personal 59
requiring considerable physical 428
requiring considerable practice 235
requiring considerable precision 56
requiring considerable pressure 65
requiring governmental agencies 54
requiring governmental approval 94
requiring governmental attention 98
requiring institutional treatment 96
requiring intermittent positive 125
requiring international attention 85
requiring international solutions 88
requiring parliamentary approval 333
requiring prophylactic treatment 49
requiring quantitative analysis 52
requiring satisfactory evidence 46
research capabilities required 48
research consistently confirms 43
research consistently suggests 91
research consistently supports 127
research demonstrates otherwise 66
research demonstration projects 394
research expenditures increased 93
research expenditures incurred 431
research laboratories attached 90
research laboratories equipped 153
research laboratories increased 43
research laboratories involved 179
research laboratories operated 81
research laboratories provided 47
research methodologies designed 55
research methodologies employed 385
research methodologies utilized 68
research organizations attached 56
research organizations indicate 41
research organizations involved 352
research organizations maintain 56
research overwhelmingly suggests 49
research overwhelmingly supports 92
research participants believed 89
research participants included 63
research participants involved 145
research participants mentioned 63
research participants received 114
research participants reported 269
research participants selected 77
research participants sexually 92
research participation decisions 212
research particularly relevant 75
research specifically addressing 474
research specifically designed 897
research specifically directed 274
research specifically examines 47
research specifically oriented 80
research specifically targeted 98
research universities received 51
research universities reported 53
reserve international boundary 86
reserve requirements directly 48
reserve requirements entirely 63
reserve requirements increased 185
reserve requirements increases 191
reserve requirements provided 100
reserve requirements remained 53
reserve requirements therefore 45
reshape international politics 62
reshape international relations 189
reshaping international economic 50
reshaping international relations 100
residue decomposition products 202
resisting considerable pressure 128
resisting international pressure 40
resists conservative treatment 66
resolve communication problems 351
resolve connectivity problems 322
resolve contemporary problems 111
resolve controversial questions 163
resolve institutional problems 41
resolve intellectual property 57
resolve interference problems 42
resolve international conflict 264
resolve international disputes 2662
resolve international economic 49
resolve international problems 362
resolve neighborhood disputes 45
resolve neighborhood problems 66
resolve socioeconomic problems 85
resolve unemployment problems 87
resolving communication problems 87
resolving contemporary problems 74
resolving disciplinary problems 45
resolving intellectual property 86
resolving international business 67
resolving international conflict 384
resolving international disputes 3561
resolving international economic 65
resolving international problems 405
respect considerable progress 63
respect considerably increased 48
respect diametrically opposite 66
respect intellectual property 915
respect traditionally accorded 387
restore governmental authority 95
restore international economic 93
restore international financial 47
restore international security 96
restore macroeconomic balances 53
resulting amplification products 54
resulting communication problems 116
resulting concentration gradient 590
resulting concentration profiles 492
resulting constitutive equations 86
resulting decomposition products 271
resulting dimensionless equations 43
resulting discriminant functions 127
resulting fluorescence spectrum 57
resulting illegitimate children 56
resulting inflammatory response 359
resulting intellectual property 250
resulting intelligence quotient 41
resulting interference patterns 183
resulting international economic 48
resulting manufactured products 43
resulting neurological deficits 57
resulting productivity increases 129
results collectively indicate 93
results consistently indicate 647
results consistently obtained 43
results diametrically opposite 538
results overwhelmingly indicate 89
results subsequently achieved 40
results subsequently obtained 188
results sufficiently accurate 2804
results sufficiently definite 108
resumed agricultural pursuits 131
retaining considerable autonomy 97
retaining intellectual property 43
retains considerable activity 80
retains considerable authority 122
retains considerable autonomy 129
retains considerable currency 47
retains considerable interest 131
retains considerable moisture 49
retains considerable potential 63
retains considerable validity 66
retains considerable vitality 101
retains discretionary authority 56
retired congregational minister 285
retired intelligence officers 371
revealed considerable confusion 160
revealed considerable evidence 238
revealed considerable homology 45
revealed considerable interest 134
revealed considerable problems 48
revealed considerable progress 59
revealed considerable variations 225
revealed indisputable evidence 50
revealed unmistakable evidence 90
revenue considerably increased 41
revenue productivity schedule 187
reverse concentration gradient 85
reverse neurological deficits 45
reverse transcription activity 64
reverse transcription followed 430
reverse transcription products 330
reviewing instructional materials 54
reviews experimental evidence 144
revised conservative estimate 99
revised instructional materials 47
revised international standard 138
revised substantially downward 41
revived international interest 48
richest agricultural counties 379
richest agricultural district 771
richest agricultural province 116
richest aristocratic families 60
rituals specifically designed 90
riveted international attention 116
roughly contemporary accounts 41
roughly diametrically opposite 49
roughly quantitative estimate 43
routine governmental business 45
routine governmental functions 67
routine histological analysis 59
routine histological processing 207
routine prophylactic treatment 180
routine quantitative analysis 312
routine specifically designed 247
routine surveillance cultures 164
ruinous consequences resulted 100
