raced back downstairs 254
rains have penetrated 49
rains having heightened 66
rains more frequently 181
rains very frequently 135
rains were continuous 52
rains were evaporated 43
rains were inadequate 80
rains were sufficient 189
raise cash immediately 56
raise corn sufficient 164
raise early vegetables 66
raise food consumption 46
raise food sufficient 105
raise fuel efficiency 118
raise good vegetables 45
raise great invectives 45
raise great quantities 1339
raise hemp sufficient 54
raise huge quantities 49
raise into importance 92
raise into prominence 166
raise just sufficient 69
raise life expectancy 1674
raise many generations 43
raise many unanswered 206
raise many unresolved 41
raise many vegetables 86
raise means sufficient 49
raise more explicitly 43
raise more foodstuffs 43
raise more formidable 93
raise more investment 87
raise more resentment 53
raise more substantial 238
raise more vegetables 103
raise more volunteers 40
raise much confidence 60
raise much difficulty 51
raise other pretensions 77
raise some conceptual 71
raise some criticisms 42
raise some difficulty 286
raise some embarrassing 67
raise some indignation 49
raise some legitimate 128
raise some particular 94
raise some potentially 47
raise some presumption 60
raise some skepticism 49
raise some unanswered 57
raise some unexpected 41
raise some vegetables 351
raise some volunteers 63
raise south vietnamese 72
raise steam immediately 51
raise such complaints 53
raise such presumption 168
raise such structures 157
raise such stupendous 81
raise such vegetables 105
raise their appreciation 40
raise their aspirations 741
raise their assessment 61
raise their capability 75
raise their characters 152
raise their collective 338
raise their commitment 66
raise their competence 79
raise their complaints 123
raise their conceptions 82
raise their confidence 370
raise their consumption 620
raise their cotyledons 41
raise their countrymen 102
raise their diminished 47
raise their diplomatic 138
raise their discipline 40
raise their educational 1141
raise their efficiency 947
raise their emoluments 355
raise their employment 203
raise their expectation 165
raise their experience 44
raise their grandchild 43
raise their grievances 201
raise their ideological 468
raise their importance 112
raise their indignation 139
raise their individual 605
raise their institution 43
raise their investment 532
raise their membership 49
raise their metabolism 45
raise their nutritional 47
raise their parricidal 58
raise their particular 103
raise their percentage 135
raise their popularity 86
raise their populations 48
raise their possessors 78
raise their pretensions 75
raise their productive 265
raise their reputations 59
raise their reservation 103
raise their resistance 151
raise their respective 613
raise their retirement 71
raise their scholastic 64
raise their scientific 127
raise their structures 53
raise their technology 41
raise their vegetables 86
raise their visibility 219
raise these criticisms 44
raise these particular 52
raise these structures 75
raise those productions 40
raise three generations 46
raise vast quantities 100
raise very substantial 210
raise wage inequality 58
raise were squandered 71
raise what approached 58
raise work efficiency 164
raise your binoculars 51
raise your confidence 290
raise your deductible 167
raise your expectation 59
raise your indignation 97
raise your metabolism 584
raise your percentage 59
raise your resentment 43
raise your vibrational 72
raise your visibility 138
raising early vegetables 215
raising food consumption 64
raising fuel efficiency 80
raising golf tournament 47
raising great quantities 238
raising into prominence 45
raising life expectancy 405
raising more profitable 194
raising some difficulty 83
raising some vegetables 101
raising such productions 135
raising such structures 47
raising their allowances 62
raising their aspirations 154
raising their collective 119
raising their confidence 141
raising their consumption 85
raising their desecrated 48
raising their educational 604
raising their efficiency 377
raising their emoluments 46
raising their expectation 48
raising their grandchild 56
raising their grievances 50
raising their ideological 150
raising their individual 135
raising their investment 151
raising their percentage 70
raising their productive 103
raising their resentment 46
raising their resistance 63
raising their respective 340
raising their scientific 57
raising their visibility 75
raising these intrastate 85
raising these particular 47
raising vast quantities 44
raising were introduced 130
raising work efficiency 72
raising your confidence 43
raising your deductible 204
raising your grandchild 55
raising your metabolism 96
raising your visibility 62
rally great principles 45
rally more supporters 49
rally their confidence 55
rally their countrymen 88
rally their disordered 43
rally their populations 46
rally their respective 85
rally their supporters 876
ramming down cartridges 44
ranged from acceptable 93
ranged from acceptance 226
ranged from accusations 138
ranged from activities 43
ranged from aggressive 86
ranged from allegations 94
ranged from ambivalent 81
ranged from apparently 40
ranged from assistance 48
ranged from background 46
ranged from benevolent 79
ranged from borderline 85
ranged from celebration 40
ranged from collections 47
ranged from collective 47
ranged from complaints 144
ranged from completely 218
ranged from compulsory 45
ranged from conspiracy 42
ranged from continuous 60
ranged from cooperation 79
ranged from curriculum 91
ranged from deliberate 60
ranged from democratic 45
ranged from diplomatic 92
ranged from discussions 247
ranged from dismissive 52
ranged from distributing 49
ranged from educational 110
ranged from electrical 42
ranged from electronic 42
ranged from elementary 304
ranged from employment 63
ranged from enthusiastic 528
ranged from essentially 146
ranged from establishing 133
ranged from excitement 69
ranged from expressions 160
ranged from foodstuffs 45
ranged from frustration 60
ranged from government 411
ranged from harassment 55
ranged from historical 189
ranged from ideological 50
ranged from illiteracy 52
ranged from illiterate 74
ranged from immediately 46
ranged from inadequate 172
ranged from indignation 96
ranged from individual 1026
ranged from information 256
ranged from instruction 56
ranged from laboratory 128
ranged from landscapes 81
ranged from legitimate 47
ranged from literature 166
ranged from management 53
ranged from mathematics 131
ranged from mechanical 58
ranged from membership 73
ranged from milligrams 145
ranged from moderately 361
ranged from negligible 298
ranged from neutrality 59
ranged from observation 43
ranged from philosophy 220
ranged from politicians 49
ranged from presidents 49
ranged from prohibition 48
ranged from propaganda 59
ranged from prosperous 53
ranged from psychology 43
ranged from puzzlement 78
ranged from recognition 51
ranged from relatively 1104
ranged from resentment 76
ranged from residential 45
ranged from resignation 69
ranged from resistance 55
ranged from respectful 70
ranged from scientific 120
ranged from shakespeare 342
ranged from skepticism 255
ranged from southeastern 45
ranged from specialized 111
ranged from spontaneous 78
ranged from statements 141
ranged from structural 67
ranged from substantial 199
ranged from successful 60
ranged from suggestions 203
ranged from superficial 100
ranged from supportive 65
ranged from sympathetic 136
ranged from systematic 62
ranged from techniques 43
ranged from traditional 711
ranged from uncritical 40
ranged from unemployed 69
ranged from university 233
ranged over literature 107
ranged over mathematics 42
ranged over philosophy 45
ranged over successive 68
ranged those pleasurable 42
ranges from absolutely 59
ranges from acceptable 53
ranges from acceptance 103
ranges from apparently 57
ranges from assistance 42
ranges from autocratic 48
ranges from borderline 54
ranges from clinically 52
ranges from completely 692
ranges from conceptual 40
ranges from continuous 54
ranges from deliberate 41
ranges from diplomatic 239
ranges from discomfort 45
ranges from discussions 119
ranges from educational 47
ranges from electronic 66
ranges from elementary 374
ranges from enthusiastic 55
ranges from essentially 418
ranges from establishing 40
ranges from exceptional 127
ranges from expressions 44
ranges from government 47
ranges from hamburgers 110
ranges from historical 320
ranges from horizontal 54
ranges from immediately 55
ranges from inadequate 63
ranges from incidental 50
ranges from individual 1789
ranges from information 736
ranges from laboratory 51
ranges from madagascar 45
ranges from management 85
ranges from mechanical 42
ranges from moderately 726
ranges from negligible 654
ranges from northeastern 227
ranges from observation 278
ranges from philosophy 54
ranges from precambrian 46
ranges from prehistory 122
ranges from queensland 196
ranges from relatively 2216
ranges from sandwiches 138
ranges from scandinavia 157
ranges from scientific 117
ranges from shakespeare 216
ranges from southeastern 854
ranges from spontaneous 145
ranges from structural 56
ranges from substantial 112
ranges from superficial 360
ranges from supportive 54
ranges from systematic 42
ranges from traditional 1602
ranges from ultraviolet 103
ranges from university 40
ranges most frequently 57
ranges over individual 90
ranges over predicates 42
ranges over properties 154
ranges were apparently 43
ranges were calculated 509
ranges were comparable 40
ranges were completely 65
ranges were considered 199
ranges were controlled 43
ranges were determined 597
ranges were discovered 144
ranges were identified 98
ranges were introduced 74
ranges were originally 59
ranges were overgrazed 47
ranges were relatively 85
ranges were restricted 73
ranking army commanders 186
ranking from lieutenant 85
ranking north vietnamese 766
ranking south vietnamese 800
ranking their importance 101
ranks from apprentice 122
ranks from instructor 165
ranks from lieutenant 175
ranks into management 161
ranks more frequently 46
ranks only seventeenth 125
ranks were accustomed 66
ranks were apparently 69
ranks were calculated 125
ranks were casualties 50
ranks were completely 244
ranks were confounded 201
ranks were considered 82
ranks were constantly 552
ranks were correlated 93
ranks were designated 92
ranks were determined 285
ranks were devastated 72
ranks were diminished 42
ranks were disordered 266
ranks were encouraged 75
ranks were frequently 128
ranks were hereditary 47
ranks were identified 41
ranks were immediately 191
ranks were imprisoned 56
ranks were influenced 81
ranks were instituted 57
ranks were instructed 65
ranks were intermingled 45
ranks were introduced 261
ranks were penetrated 74
ranks were prescribed 54
ranks were recognized 45
ranks were reinforced 323
ranks were relatively 73
ranks were strengthened 333
ranks when confronted 56
ranks will eventually 44
rapes went unreported 91
rapid bone destruction 189
rapid cell destruction 201
rapid cell replication 206
rapid clot dissolution 51
rapid data acquisition 1135
rapid debt retirement 102
rapid deep inspiration 52
rapid deep respiration 46
rapid drug elimination 79
rapid drug metabolism 85
rapid drying properties 150
rapid during inspiration 42
rapid fall immediately 52
rapid fire capability 41
rapid fuel consumption 54
rapid health assessment 102
rapid heating techniques 92
rapid land acquisition 50
rapid land degradation 99
rapid land settlement 70
rapid load application 73
rapid mixing techniques 219
rapid peace settlement 89
rapid rate immediately 54
rapid ratio consistent 56
rapid reading techniques 148
rapid risk assessment 147
rapid scan techniques 61
rapid seed germination 200
rapid soil degradation 152
rapid step approached 134
rapid test procedures 45
rapid time variability 266
rapid word recognition 431
rated debt securities 256
rated fire extinguisher 551
rated from interviews 47
rated fuel consumption 157
rated least successful 42
rated less positively 247
rated life expectancy 59
rated load capacities 231
rated more acceptable 55
rated more accurately 71
rated more aggressive 62
rated more attractive 207
rated more frequently 206
rated more negatively 739
rated more positively 1426
rated more successful 53
rated most aggressive 180
rated most attractive 79
rated most frequently 64
rated most grievously 173
rated most negatively 76
rated most positively 172
rated most successful 89
rated only moderately 63
rated their adjustment 70
rated their competence 270
rated their confidence 472
rated their experience 905
rated their familiarity 76
rated their importance 91
rated their impressions 107
rated their likelihood 82
rated their perceptions 200
rated their preference 94
rated their preparation 108
rated their respective 81
rated their subjective 161
rated these activities 46
rated these statements 108
rated very positively 121
rates also contribute 162
rates also discourage 90
rates also encouraged 118
rates also stimulated 48
rates among aboriginal 109
rates among aborigines 44
rates among adolescent 357
rates among alcoholics 77
rates among currencies 497
rates among homosexual 148
rates among households 155
rates among immigrants 583
rates among indigenous 108
rates among individual 242
rates among industries 377
rates among minorities 459
rates among nonsmokers 68
rates among occupations 113
rates among particular 73
rates among physically 137
rates among populations 339
rates among psychiatric 76
rates among recipients 69
rates among registered 48
rates among religiously 62
rates among unemployed 58
rates among university 92
rates among vulnerable 44
rates been maintained 44
rates drop immediately 48
rates during continuous 71
rates during controlled 63
rates during depressions 76
rates during inspiration 53
rates during subsequent 69
rates during successive 86
rates fell immediately 56
rates from accidental 73
rates from alcoholism 483
rates from automobile 310
rates from bronchitis 185
rates from cincinnati 803
rates from consumption 79
rates from controlled 53
rates from employment 108
rates from government 276
rates from historical 58
rates from individual 358
rates from information 81
rates from laboratory 254
rates from louisville 72
rates from minneapolis 94
rates from particular 200
rates from pittsburgh 408
rates from relatively 46
rates from residential 42
rates from shreveport 425
rates from traditional 60
rates have apparently 168
rates have appreciated 55
rates have approached 148
rates have compounded 41
rates have constantly 68
rates have depreciated 48
rates have diminished 329
rates have disappeared 85
rates have encouraged 307
rates have essentially 50
rates have fluctuated 1727
rates have frequently 349
rates have influenced 103
rates have maintained 92
rates have multiplied 311
rates have paralleled 51
rates have quadrupled 123
rates have registered 49
rates have relatively 133
rates have stabilized 613
rates have stimulated 152
rates have substantial 59
rates into components 52
rates into conformity 64
rates into employment 105
rates just sufficient 86
rates life expectancy 53
rates made applicable 42
rates make investment 71
rates more accurately 728
rates more appropriate 43
rates more attractive 171
rates more comparable 93
rates more consistent 72
rates more frequently 194
rates more responsive 83
rates most frequently 143
rates must correspond 92
rates must eventually 152
rates must inevitably 108
rates must ultimately 76
rates only indirectly 62
rates only marginally 110
rates only moderately 79
rates over comparable 44
rates over relatively 153
rates over successive 101
rates paid depositors 95
rates rise relatively 43
rates rose appreciably 69
rates rose everywhere 59
rates rose moderately 42
rates rose relatively 43
rates seem relatively 46
rates show relatively 40
rates show substantial 45
rates stay relatively 40
rates take precedence 109
rates upon application 428
rates upon exportation 67
rates upon interstate 236
rates upon intrastate 42
rates upon investment 86
rates vary appreciably 43
rates vary enormously 561
rates vary positively 48
rates were abnormally 781
rates were absolutely 142
rates were accelerating 57
rates were acceptable 145
rates were admittedly 53
rates were advertised 41
rates were aggregated 44
rates were apparently 341
rates were applicable 674
rates were appreciably 220
rates were appropriate 143
rates were attractive 162
rates were attributed 357
rates were calculated 27501
rates were calibrated 131
rates were classified 129
rates were comparable 2158
rates were completely 239
rates were compounded 150
rates were considered 1723
rates were consistent 488
rates were constantly 249
rates were controlled 1298
rates were correlated 694
rates were criticized 43
rates were definitely 155
rates were designated 61
rates were determined 9927
rates were diminished 98
rates were discounted 60
rates were discouraging 48
rates were discovered 94
rates were distinctly 144
rates were documented 123
rates were eliminated 387
rates were encouraged 49
rates were enormously 49
rates were equivalent 624
rates were essentially 681
rates were eventually 159
rates were everywhere 77
rates were exceptional 65
rates were exorbitant 613
rates were formulated 68
rates were frequently 621
rates were guaranteed 155
rates were horrendous 44
rates were identified 262
rates were immediately 154
rates were impossible 55
rates were impressive 166
rates were inadequate 359
rates were incredibly 40
rates were indicative 59
rates were inevitable 92
rates were inevitably 63
rates were influenced 474
rates were instituted 206
rates were integrated 133
rates were introduced 2348
rates were maintained 2951
rates were marginally 121
rates were moderately 139
rates were multiplied 581
rates were negatively 371
rates were negligible 274
rates were normalized 622
rates were notoriously 75
rates were obtainable 121
rates were originally 474
rates were overvalued 103
rates were positively 632
rates were predicated 47
rates were prejudicial 43
rates were prescribed 822
rates were presumably 75
rates were profitable 57
rates were prohibited 87
rates were quadrupled 93
rates were quantified 104
rates were recognized 102
rates were registered 508
rates were regressive 56
rates were relatively 5440
rates were remarkable 43
rates were remarkably 416
rates were reportedly 69
rates were restricted 164
rates were simplified 100
rates were skyrocketing 183
rates were stabilized 363
rates were stimulated 76
rates were stipulated 45
rates were structured 44
rates were subsidized 112
rates were substantial 198
rates were subtracted 74
rates were successful 59
rates were sufficient 320
rates were summarized 56
rates were supposedly 65
rates were suppressed 98
rates were surprisingly 217
rates were translated 49
rates were ultimately 68
rates were unaffected 458
rates were undertaken 48
rates when appropriate 40
rates when calculated 49
rates will accelerate 150
rates will constitute 62
rates will contribute 117
rates will correspond 60
rates will discourage 311
rates will eventually 803
rates will experience 150
rates will facilitate 62
rates will frequently 45
rates will immediately 77
rates will inevitably 382
rates will ordinarily 71
rates will presumably 91
rates will ultimately 228
rather able vindication 56
rather bald statements 66
rather been applicable 129
rather been considered 70
rather been determined 51
rather been encouraged 75
rather been strengthened 189
rather been undermined 55
rather bleak assessment 146
rather bleak surroundings 40
rather bold assumptions 87
rather bold conjecture 52
rather bold experiment 88
rather bold statements 73
rather boring experience 43
rather cheap imagination 53
rather cheap indignation 66
rather clear boundaries 84
rather clear conclusions 61
rather clear correlation 71
rather clear demarcation 45
rather clear description 55
rather clear difference 88
rather clear distinction 451
rather clear explanation 55
rather clear guidelines 54
rather clear implication 97
rather clear indications 257
rather clear statements 57
rather cool atmosphere 44
rather daring enterprise 56
rather daring experiment 97
rather dark background 100
rather dark complected 45
rather deep depressions 63
rather deep indentation 56
rather deep penetration 65
rather deep transverse 132
rather dire predictions 49
rather drab surroundings 65
rather dull description 52
rather dull experience 42
rather dull retirement 108
rather early retirement 42
rather feel compunction 357
rather fine deliveries 298
rather fine distinction 759
rather firm commitment 40
rather firm conclusions 106
rather firm connective 57
rather flat characters 70
rather flat topography 71
rather flat trajectory 67
rather free circulation 53
rather free hemorrhage 46
rather free interchange 49
rather free paraphrase 156
rather free translation 1395
rather from accidental 53
rather from conjecture 77
rather from deliberate 60
rather from experience 211
rather from fickleness 119
rather from government 43
rather from historical 91
rather from imagination 68
rather from inadequate 43
rather from inattention 59
rather from incidental 45
rather from individual 158
rather from observation 118
rather from particular 214
rather from politeness 46
rather from precedents 108
rather from resentment 84
rather from simplicity 42
rather full complement 44
rather full description 512
rather full employment 103
rather full examination 62
rather full explanation 137
rather full information 188
rather full references 70
rather gave earnestness 59
rather give information 49
rather give preference 49
rather good accordance 72
rather good conductors 79
rather good correlation 614
rather good description 498
rather good explanation 69
rather good historical 46
rather good information 102
rather good predictions 109
rather good predictors 60
rather good restaurant 82
rather good substitute 117
rather great difference 208
rather great importance 222
rather great quantities 53
rather great variability 78
rather hard brightness 71
rather have adventured 76
rather have approached 48
rather have astonished 62
rather have attributed 87
rather have befriended 48
rather have considered 196
rather have determined 51
rather have diminished 42
rather have discovered 198
rather have emphasized 59
rather have encouraged 186
rather have government 104
rather have information 89
rather have maintained 60
rather have originated 68
rather have overlooked 46
rather have prescribed 56
rather have recognized 80
rather have sacrificed 353
rather have strengthened 109
rather have suppressed 113
rather have sympathized 40
rather have translated 55
rather have undertaken 136
rather heady experience 53
rather heavy application 66
rather heavy atmosphere 71
rather heavy casualties 222
rather heavy dependence 61
rather heavy infestation 40
rather heavy investment 103
rather heavy proportions 103
rather high alkalinity 45
rather high background 207
rather high cheekbones 343
rather high coefficient 189
rather high complexity 48
rather high compression 45
rather high confidence 61
rather high consumption 58
rather high correlation 1185
rather high dielectric 123
rather high dislocation 44
rather high educational 100
rather high efficiency 323
rather high elasticity 62
rather high electrical 118
rather high investment 96
rather high likelihood 46
rather high mechanical 73
rather high percentage 4180
rather high phosphorus 50
rather high prevalence 216
rather high proportions 195
rather high quantities 97
rather high recurrence 40
rather high refractive 97
rather high reliability 162
rather high resistance 534
rather high similarity 43
rather high solubility 159
rather high variability 164
rather high velocities 223
rather high volatility 56
rather idle speculation 40
rather into elaboration 51
rather keen competition 84
rather lame explanation 347
rather late acquisition 57
rather late occurrence 63
rather late phenomenon 165
rather late recognition 46
rather less acceptable 127
rather less accessible 164
rather less accurately 97
rather less aggressive 113
rather less altruistic 51
rather less appropriate 156
rather less attractive 690
rather less charitable 93
rather less charitably 49
rather less completely 86
rather less compressed 163
rather less conclusive 79
rather less confidence 305
rather less consistent 150
rather less contentious 62
rather less convenient 194
rather less convincingly 156
rather less creditable 55
rather less cumbersome 40
rather less definitely 51
rather less democratic 46
rather less difference 259
rather less difficulty 177
rather less digestible 71
rather less distinction 51
rather less distinctly 148
rather less enthusiastic 647
rather less experience 48
rather less explicitly 69
rather less fashionable 120
rather less felicitous 49
rather less flamboyant 55
rather less forcefully 49
rather less formidable 165
rather less frequently 1659
rather less frightened 50
rather less generously 153
rather less homogeneous 77
rather less hospitable 55
rather less importance 650
rather less impressive 869
rather less improbable 48
rather less inducement 110
rather less influenced 52
rather less influential 116
rather less information 450
rather less interested 352
rather less optimistic 320
rather less persuasive 91
rather less positively 47
rather less prestigious 62
rather less pretentious 132
rather less productive 166
rather less profitable 97
rather less prominence 80
rather less pronounced 1526
rather less prosperous 86
rather less remarkable 110
rather less resistance 51
rather less respectful 63
rather less responsive 48
rather less restrained 212
rather less restricted 105
rather less scandalous 79
rather less scientific 61
rather less scrupulous 72
rather less sensational 99
rather less specialized 76
rather less spontaneous 45
rather less structured 72
rather less subjective 44
rather less substantial 212
rather less successful 1755
rather less sympathetic 253
rather less systematic 138
rather less traditional 77
rather less trustworthy 53
rather less vigorously 92
rather less vulnerable 92
rather like characters 107
rather like cinderella 231
rather like constructing 52
rather like frightened 43
rather like government 113
rather like individual 177
rather like philosophy 43
rather like progresses 119
rather like racehorses 45
rather like schoolboys 101
rather like shakespeare 231
rather like snowflakes 47
rather like successive 40
rather like traditional 111
rather look ridiculous 90
rather lost confidence 44
rather make allowances 41
rather make concessions 49
rather make experience 46
rather make sacrifices 47
rather mild assumptions 107
rather mild description 62
rather mild punishment 60
rather more abbreviated 50
rather more abstracted 47
rather more abstractly 75
rather more abundantly 176
rather more acceptable 431
rather more accessible 515
rather more accidental 66
rather more accurately 1168
rather more accustomed 144
rather more acrimonious 50
rather more adequately 134
rather more aggressive 520
rather more ambitiously 85
rather more ambivalent 556
rather more analytical 103
rather more applicable 196
rather more application 50
rather more appreciated 42
rather more appropriate 908
rather more articulate 195
rather more assistance 55
rather more attachment 44
rather more attenuated 76
rather more attractive 1321
rather more autonomous 44
rather more background 44
rather more beautifully 71
rather more believable 60
rather more benevolent 83
rather more boisterous 136
rather more calculated 137
rather more carelessly 49
rather more celebrated 88
rather more charitable 198
rather more charitably 48
rather more cheerfully 273
rather more circuitous 165
rather more coherently 45
rather more comparable 105
rather more compatible 68
rather more complacent 61
rather more completely 316
rather more complexity 60
rather more compressed 440
rather more conceptual 60
rather more conclusive 112
rather more concretely 144
rather more confidence 754
rather more consciously 136
rather more considered 225
rather more consistent 725
rather more constantly 63
rather more contentious 296
rather more continuity 88
rather more continuous 140
rather more contracted 210
rather more controlled 234
rather more convenient 1188
rather more convincingly 272
rather more convoluted 72
rather more courteously 48
rather more creditable 133
rather more critically 261
rather more cultivated 179
rather more cumbersome 274
rather more decisively 77
rather more decorative 304
rather more decorously 43
rather more defensible 44
rather more definitely 457
rather more definitive 52
rather more deliberate 272
rather more delicately 286
rather more democratic 308
rather more dependable 69
rather more determined 614
rather more difference 122
rather more difficulty 1106
rather more digestible 107
rather more diminutive 51
rather more diplomatic 93
rather more disastrous 64
rather more discreetly 141
rather more discursive 87
rather more distinction 71
rather more distinctly 752
rather more doubtfully 126
rather more economical 253
rather more efficacious 67
rather more egalitarian 126
rather more elaborated 135
rather more elaboration 94
rather more elasticity 48
rather more electrical 47
rather more elementary 174
rather more eloquently 73
rather more embarrassing 138
rather more emotionally 50
rather more emphasized 53
rather more enterprise 46
rather more enterprising 158
rather more entertaining 207
rather more enthusiastic 321
rather more exceptional 87
rather more excitement 76
rather more exhaustive 55
rather more exhilarating 79
rather more expeditious 177
rather more experience 278
rather more explanation 186
rather more explicitly 699
rather more expressive 181
rather more fashionable 195
rather more flamboyant 157
rather more forcefully 432
rather more formalized 131
rather more formidable 567
rather more fortuitous 43
rather more fragmented 107
rather more frequently 5644
rather more frightened 247
rather more generously 361
rather more gracefully 79
rather more handsomely 121
rather more hesitantly 108
rather more historical 213
rather more homogeneous 236
rather more horizontal 103
rather more hospitable 91
rather more ideological 70
rather more illuminating 240
rather more illustrious 41
rather more imagination 150
rather more immediately 148
rather more impassioned 43
rather more impatience 59
rather more imperative 45
rather more impersonal 116
rather more implicitly 42
rather more importance 1561
rather more impressive 1017
rather more improbable 55
rather more inaccurate 50
rather more incidental 51
rather more inclination 46
rather more indefinite 68
rather more indicative 112
rather more indirectly 225
rather more indiscreet 66
rather more individual 448
rather more indulgence 69
rather more industrious 53
rather more inflexible 43
rather more influenced 157
rather more influential 267
rather more informally 91
rather more information 994
rather more innovative 122
rather more integrated 125
rather more interested 1936
rather more intimately 225
rather more intimidating 87
rather more legitimate 59
rather more luxuriously 94
rather more mechanical 141
rather more melancholy 122
rather more minuteness 41
rather more moderately 159
rather more monotonous 75
rather more monumental 44
rather more moralistic 41
rather more negatively 82
rather more numerously 42
rather more obfuscated 81
rather more oppressive 60
rather more optimistic 1210
rather more ornamental 149
rather more ornamented 109
rather more particular 893
rather more perceptive 124
rather more peremptory 117
rather more peripheral 90
rather more permissive 65
rather more persistent 176
rather more personally 103
rather more persuasive 234
rather more philosophy 52
rather more phosphorus 48
rather more politeness 74
rather more positively 344
rather more powerfully 221
rather more prejudicial 100
rather more preoccupied 161
rather more preparation 99
rather more prestigious 104
rather more pretensions 42
rather more pretentious 359
rather more privileged 86
rather more productive 351
rather more profitable 263
rather more profitably 62
rather more profoundly 77
rather more prominence 168
rather more pronounced 2982
rather more prosperous 420
rather more protective 51
rather more protracted 181
rather more purposeful 75
rather more recognition 61
rather more reconciled 62
rather more recoveries 57
rather more references 53
rather more reflective 149
rather more refractory 54
rather more regularity 68
rather more reluctance 83
rather more remarkable 838
rather more remarkably 42
rather more republican 63
rather more resistance 142
rather more respectful 320
rather more responsive 127
rather more restrained 1554
rather more restricted 2852
rather more rhetorical 92
rather more ridiculous 91
rather more rigorously 177
rather more roundabout 55
rather more scandalous 53
rather more scientific 368
rather more scrupulous 170
rather more sensational 138
rather more seriousness 58
rather more serviceable 82
rather more similarity 47
rather more simplified 153
rather more simplistic 87
rather more specialized 805
rather more spontaneous 96
rather more stereotyped 45
rather more structural 77
rather more structured 415
rather more subjective 323
rather more substantial 2550
rather more subversive 71
rather more successful 3874
rather more succinctly 281
rather more suggestive 350
rather more superficial 236
rather more supportive 84
rather more surprisingly 295
rather more sympathetic 948
rather more systematic 673
rather more tenderness 60
rather more thoroughgoing 58
rather more traditional 757
rather more trustworthy 61
rather more unexpected 139
rather more uniformity 55
rather more utilitarian 210
rather more variability 60
rather more variegated 55
rather more vehemently 116
rather more viciousness 81
rather more vigorously 387
rather more vociferous 76
rather more voluminous 124
rather more vulnerable 312
rather nice compliment 42
rather nice distinction 91
rather nice restaurant 66
rather only indirectly 61
rather open structures 68
rather over simplified 40
rather pass resolutions 50
rather play basketball 193
rather poor background 49
rather poor comparison 41
rather poor conductors 170
rather poor consolation 71
rather poor correlation 443
rather poor description 150
rather poor efficiency 107
rather poor electrical 71
rather poor indicators 104
rather poor information 112
rather poor instrument 45
rather poor investment 64
rather poor management 46
rather poor mechanical 138
rather poor photograph 115
rather poor predictions 59
rather poor predictive 43
rather poor predictors 179
rather poor reliability 61
rather poor resistance 74
rather poor solubility 53
rather poor statistics 120
rather poor substitute 393
rather poor translation 208
rather poor visibility 68
rather rare combination 307
rather rare distinction 54
rather rare experience 139
rather rare individual 142
rather rare occurrence 5375
rather rare phenomenon 1079
rather rash statements 49
rather rich experience 40
rather rich literature 78
rather roving disposition 76
rather self consciously 49
rather sigh profoundly 47
rather slow acceptance 70
rather slow adjustment 84
rather slow progression 50
rather soft sandstones 53
rather sole instrument 58
rather some benevolent 55
rather some combination 217
rather some particular 184
rather such improbable 60
rather such incomplete 84
rather their acceptance 71
rather their activities 58
rather their application 98
rather their collective 51
rather their combination 92
rather their composition 45
rather their continuity 48
rather their difference 47
rather their equivalent 131
