race attracted national 52
react adversely against 97
react especially strongly 84
react extremely quickly 77
react extremely rapidly 130
react favorably because 61
react intensely against 44
reading abilities because 42
reading abilities develop 43
reading additional material 83
reading adventure stories 1109
reading carefully between 54
reading christmas stories 84
reading classical chinese 191
reading committee members 125
reading connected material 121
reading consisted largely 167
reading detective stories 4126
reading different material 77
reading different sections 95
reading different stories 61
reading different systems 46
reading different versions 218
reading difficult because 135
reading difficult material 1417
reading disorders resulting 133
reading generally adopted 43
reading generally pursued 56
reading incentive program 1292
reading interesting material 145
reading interesting stories 122
reading interests between 124
reading interests include 40
reading missionary reports 48
reading motivation program 128
reading narrative material 172
reading newspaper clippings 245
reading newspaper reports 2524
reading newspaper stories 778
reading nineteenth century 142
reading nonverbal behavior 92
reading nonverbal signals 56
reading political economy 132
reading political history 73
reading political justice 249
reading political science 99
reading precisely because 380
reading published material 63
reading published reports 196
reading published research 235
reading reference material 240
reading remediation program 140
reading schematic diagrams 56
reading scripture according 59
reading scripture lessons 50
reading scripture together 66
reading secondary sources 244
reading selections include 121
reading selections provide 90
reading somewhere between 184
reading spiritual material 43
reading technical manuals 203
reading technical material 575
reading technical reports 81
reading unfamiliar material 111
reading virtually everything 216
reads detective stories 424
reads newspaper reports 88
reads quarterly reviews 60
ready agreement between 43
ready arguments against 63
ready association between 98
ready connection between 154
ready mercenary soldier 71
ready protection against 108
ready receptive surface 52
ready reference because 50
ready reference library 99
ready reference material 205
ready reference question 133
ready reference regarding 40
ready reference service 336
ready reference sources 225
realm assembled together 57
realm precisely because 136
realm somewhere between 221
reaping additional profits 45
reaping excessive profits 109
reaping unmeasured returns 44
rearing attitudes between 179
rearing attitudes related 250
rearing practices adopted 55
rearing practices because 54
rearing practices between 673
rearing practices include 47
rearing practices involving 42
rearing practices produce 180
rearing practices reflect 151
rearing practices related 137
rearing premature infants 49
rearing themselves against 64
reef community ecology 109
refs unpersons rewrite 154
rend themselves asunder 44
rent additional storage 64
rent allowance payable 47
rent apartment buildings 684
rent apartment complex 360
rent escalation clauses 117
rent population reports 92
rent previously payable 289
rent themselves asunder 1099
rest carefully perused 63
rest committed suicide 44
rest consisted chiefly 51
rest frequency deviated 132
rest gradually decreasing 110
rest intervals between 1956
rest intervening between 139
rest naturally follows 142
rest ourselves against 89
rest perfectly assured 2742
rest perfectly content 372
rest precisely because 42
rest prevented manfred 40
rest protested against 62
rest reasonably assured 158
rest satisfied because 67
rest satisfied therewith 766
rest somewhere between 745
rest themselves against 53
rest themselves content 167
ribs connected together 46
rice collection program 143
rice irrigation project 207
rice irrigation schemes 346
rice irrigation systems 369
rice production because 335
rice production between 504
rice production brought 53
rice production depends 90
rice production doubled 202
rice production dropped 246
rice production figures 297
rice production function 213
rice production include 50
rice production increase 582
rice production process 209
rice production program 864
rice production project 75
rice production remains 70
rice production resulting 54
rice production schemes 52
rice production shifted 117
rice production started 49
rice production systems 2216
rice production targets 62
rice varieties adapted 111
rice varieties against 57
rice varieties differing 87
rice varieties including 47
rice varieties planted 123
rice varieties released 513
rice varieties require 56
rich activation domains 293
rich amorphous material 47
rich anecdotal material 71
rich botanical harvest 81
rich california valleys 157
rich capillary network 2399
rich chocolate dessert 176
rich chromatic harmony 77
rich classical hodgkin 249
rich commercial centers 48
rich commercial classes 116
rich commercial country 130
rich commercial farmers 64
rich composite culture 48
rich connection between 130
rich countries account 64
rich countries against 230
rich countries because 453
rich countries believe 42
rich countries benefit 171
rich countries between 59
rich countries bordering 65
rich countries consume 106
rich countries control 43
rich countries depends 49
rich countries exploit 78
rich countries include 47
rich countries including 66
rich countries outside 103
rich countries possess 43
rich countries produce 92
rich countries protect 59
rich countries provide 183
rich countries receive 45
rich countries reflect 40
rich countries started 47
rich countries support 47
rich countries towards 159
rich countries usually 74
rich deciduous forests 191
rich defendant because 41
rich developed country 96
rich dissolved organic 71
rich distilled perfume 120
rich districts towards 78
rich districts watered 43
rich dividends because 105
rich dynamical behavior 118
rich empirical content 91
rich empirical material 318
rich empirical research 78
rich empirical studies 66
rich evergreen forests 72
rich fantastic buildings 49
rich industrial country 265
rich industrial history 44
rich industrial magnate 44
rich industrial shadows 64
rich industrial society 92
rich insoluble complex 47
rich insurance company 84
rich interface between 81
rich interplay between 675
rich interview material 53
rich inventive faculty 44
rich irrigated valleys 140
rich landscape scenery 44
rich legendary material 50
rich limestone country 61
rich limestone valleys 66
rich lymphatic network 448
rich medicinal virtues 198
rich merchants courted 67
rich multimedia content 693
rich narrative material 53
rich nineteenth century 47
rich nutritious grasses 68
rich parallels between 46
rich plantation country 87
rich political culture 138
rich political harvest 74
rich political history 165
rich political rewards 67
rich population covered 44
rich precisely because 168
rich primarily because 48
rich programming language 106
rich resources offered 59
rich secretory protein 140
rich sediments carried 44
rich sediments contain 43
rich sediments derived 56
rich sequences located 51
rich sequences present 194
rich spiritual blessings 325
rich spiritual content 236
rich spiritual culture 162
rich spiritual harvest 271
rich spiritual history 53
rich spiritual rewards 64
rich spiritual treasure 71
rich succulent herbage 48
rich surrounding country 598
rich territory between 128
rich theological content 195
rich theoretical account 46
rich theoretical content 56
rich theoretical context 53
rich unsettled country 110
rich vegetable deposit 47
rich vegetable gardens 49
rich vegetation attests 46
rich waistcoat wrought 58
ride horseback astride 100
ride horseback because 41
ride horseback together 189
riding artillery brigade 456
riding horseback astride 128
riding horseback together 86
riding leisurely towards 99
riding peacefully together 186
rift developed between 2755
rift gradually widened 65
riots throughout america 47
riots throughout britain 41
riots throughout germany 42
ripe classical scholar 166
rise altogether superior 90
rise apartment buildings 19580
rise apartment complex 4344
rise apartment dwellings 206
rise apartment project 246
rise commercial buildings 1360
rise extremely rapidly 224
rise gradually towards 541
rise industrial buildings 166
rise intonation contour 146
rise obliquely towards 265
rise obliquely upwards 40
rise precisely because 63
rise primarily because 142
rise somewhere between 191
rising animosity between 80
rising barometer usually 65
rising commercial centers 47
rising commercial classes 646
rising community tensions 84
rising conflicts between 89
rising convection current 380
rising corporate profits 794
rising criticism against 74
rising disparity between 119
rising electoral support 115
rising especially rapidly 75
rising extremely rapidly 93
rising generation according 92
rising generation against 440
rising generation because 60
rising generation becomes 61
rising generation depends 42
rising generation receive 66
rising generation towards 69
rising generation trained 56
rising gradually eastward 53
rising gradually towards 623
rising gradually upwards 135
rising hostility against 81
rising hostility between 356
rising hostility towards 84
rising household incomes 690
rising imbalance between 136
rising industrial centers 382
rising industrial classes 140
rising industrial economy 379
rising industrial society 371
rising inflection typical 96
rising intonation contour 2262
rising intonation pattern 1017
rising irritation against 44
rising obliquely upwards 238
rising opposition against 56
rising political concern 46
rising political demands 85
rising political figures 234
rising political parties 73
rising political passions 43
rising political profile 76
rising political stature 51
rising political tensions 469
rising political violence 165
rising population density 1305
rising population figures 169
rising population numbers 425
rising prejudice against 125
rising production figures 231
rising sentiment against 828
rising throughout germany 59
risk additional capital 40
risk adversely affecting 114
risk allocation between 613
risk allocation process 93
risk appraisal process 115
risk appraisal program 97
risk attitudes between 46
risk attitudes towards 100
risk avoidance behavior 224
risk avoidance measures 286
risk conditions include 161
risk disappearing forever 200
risk estimates because 103
risk estimates between 158
risk estimates derived 586
risk estimates suggest 40
risk estimation process 161
risk evaluation criteria 318
risk evaluation process 887
risk evaluation program 227
risk evaluation systems 145
risk exposures between 62
risk guarantee program 146
risk insurance against 429
risk insurance because 46
risk insurance company 107
risk insurance offered 47
risk insurance premium 250
risk insurance program 1111
risk insurance schemes 109
risk limitation applies 182
risk mitigation efforts 427
risk mitigation measures 5190
risk mitigation process 360
risk mitigation program 50
risk obstetric patient 364
risk outweighs benefit 85
risk perception between 318
risk perception factors 153
risk perception related 48
risk perception research 898
risk perception studies 524
risk political capital 285
risk political suicide 397
risk population because 167
risk precisely because 532
risk pregnancy because 224
risk premature infants 978
risk prevention measures 280
risk prevention program 263
risk primarily because 222
risk protection against 171
risk protection derived 181
risk regulation regimes 890
risk reprisals against 54
risk retaliation against 107
risk situations because 205
risk situations include 626
risk situations involving 208
risk themselves against 97
risk themselves because 44
risk tolerance because 98
risk tolerance function 73
risk tolerance profile 96
rite performed outside 44
road accidents account 111
road accidents because 157
road accidents between 45
road accidents involve 149
road accidents involving 1122
road accidents occurring 58
road accidents resulting 74
road allowance between 2208
road completed between 45
road conditions allowed 49
road conditions between 119
road conditions improve 61
road conditions require 55
road connection between 1299
road continues between 64
road continues eastward 106
road continues northeast 47
road continues southeast 176
road continues towards 216
road continues upwards 44
road descended rapidly 209
road descended sharply 68
road descended steeply 151
road descended towards 48
road distances between 565
road evidently crossed 53
road generally follows 75
road gradually ascending 60
road gradually ascends 494
road gradually becomes 56
road intervening between 237
road political parties 201
road political position 46
road sometimes doubles 45
road somewhere between 456
road southwards towards 51
road stretched between 128
road stretched forward 59
road stretches between 53
road transport against 41
road transport because 405
road transport becomes 135
road transport between 931
road transport brought 56
road transport carried 47
road transport charges 340
road transport company 645
road transport depends 55
road transport drivers 237
road transport freight 65
road transport include 53
road transport including 58
road transport licensing 315
road transport markets 67
road transport matters 98
road transport network 1170
road transport permits 300
road transport problem 100
road transport project 40
road transport remains 42
road transport research 300
road transport schemes 96
road transport sectors 155
road transport service 2328
road transport started 93
road transport systems 1133
road transport tariffs 52
road transport taxation 171
road transport traffic 48
road transport vehicle 796
road transport workers 1649
road vehicular traffic 172
road westwards towards 51
roam seamlessly between 51
rock approaching granite 109
rock eternally covered 54
rock formations appeared 57
rock formations because 220
rock formations between 167
rock formations consist 59
rock formations contain 134
rock formations covered 123
rock formations exposed 505
rock formations include 65
rock formations including 101
rock formations located 56
rock formations occurring 53
rock formations present 133
rock formations provide 100
rock formations similar 191
rock formations visible 48
rock fragments against 52
rock fragments between 148
rock fragments brought 185
rock fragments carried 550
rock fragments consist 187
rock fragments contain 50
rock fragments depends 97
rock fragments derived 875
rock fragments dragged 47
rock fragments ejected 216
rock fragments include 106
rock fragments including 73
rock fragments present 616
rock fragments resulting 150
rock fragments similar 103
rock fragments together 77
rock fragments usually 139
rock gradually becomes 104
rock intervene between 80
rock intervening between 123
rock mechanics engineer 1249
rock mechanics problem 54
rock mechanics research 756
rock mechanics studies 388
rock particles against 50
rock particles carried 170
rock particles derived 46
rock particles together 146
rock phosphate applied 275
rock phosphate deposit 119
rock reference samples 184
rock specimens brought 56
rode cautiously forward 99
rode fearlessly forward 95
rode gallantly forward 61
rode horseback astride 132
rode horseback together 172
rode leisurely forward 76
rode leisurely towards 85
rods connected together 108
role allocation between 73
role ambiguity because 92
role ambiguity between 43
role attitudes between 118
role biological factors 48
role conflicts because 91
role conflicts between 588
role conflicts involving 66
role consensus between 98
role consisted largely 61
role contrasts sharply 78
role definition between 145
role definition process 64
role delineation studies 218
role gradually evolved 49
role gradually shifted 45
role negotiation process 121
role organized religion 51
role perception between 84
role political parties 347
role precisely because 544
role previously assumed 60
role previously carried 44
role primarily because 192
role reversals between 246
role separation between 143
role somewhere between 375
role stereotyping affects 55
role throughout history 456
role throughout society 44
role transition process 117
roll contained exactly 45
roll shoulders forward 102
roll themselves together 301
roof catchment systems 87
roof combustion chamber 113
roof structure covered 59
roof structure failure 42
roof suspended between 42
room amenities include 1142
room apartment because 158
room apartment located 208
room california bungalow 43
room centrally located 112
room clapboard cottage 40
room connected therewith 125
room contained besides 41
room contained everything 171
room contained several 448
room contained statues 51
room especially adapted 70
room especially arranged 47
room especially devoted 223
room especially require 55
room evidently devoted 61
room furnished according 51
room furniture because 104
room furniture covered 44
room gradually becomes 48
room gradually emptied 128
room gradually quieted 54
room greenwich village 114
room literally swarmed 52
room occupancy buildings 179
room occupancy dwellings 190
room overlooking central 217
room personnel exposed 147
room personnel noticed 125
room pleasantly lighted 64
room precisely because 80
room protected against 44
room shuttered against 82
room somewhere between 99
room telephone service 78
room television screens 57
root connection between 252
root directory because 155
root directory becomes 45
root directory entries 2116
root directory location 50
root extraction function 127
root extraction process 61
root hypothesis against 47
root principle governing 278
root resorption because 88
root resorption following 523
root resorption occurring 77
root somewhere between 99
root vegetable similar 179
rope distended between 42
rope indicated plainly 65
rope ourselves together 159
rope stretched between 2136
rope stretched tightly 74
rope suspended between 342
rope suspension bridges 283
rope themselves together 289
rope tightened between 77
roping ourselves together 60
roping themselves together 58
rose eightfold between 91
rose especially rapidly 141
rose especially sharply 63
rose extremely quickly 43
rose extremely rapidly 327
rose gradually between 96
rose gradually towards 219
rose precisely because 63
rose primarily because 84
rose repeatedly against 58
rose sevenfold between 111
rose somewhere between 113
rose threateningly against 43
roving barbarians derived 1741
roving commission against 44
roving expedition together 86
rowing cautiously upstream 52
rows represent records 129
rude accusation against 42
rude dissolute manners 55
rude mercenary soldier 88
rude multitude insulting 49
rude societies similar 168
rude structure erected 46
ruin political careers 46
rule accordingly rejects 107
rule addresses complex 85
rule allegedly violated 164
rule announced carries 128
rule authorizes service 210
rule certainly applies 484
rule contrasts sharply 50
rule definition language 89
rule discarded because 40
rule discovery process 236
rule discovery systems 140
rule distinguish between 294
rule effective january 40
rule especially applies 373
rule evaluation measures 157
rule expressly permits 161
rule extraction process 352
rule generally adopted 999
rule generally applied 600
rule generally applies 1924
rule generally follows 70
rule generally obtains 42
rule generation process 539
rule inviolably adhered 40
rule literally applies 47
rule militated against 48
rule naturally applies 85
rule parallels article 52
rule political parties 49
rule precisely because 551
rule prescribing marriage 153
rule prescribing minimum 210
rule previously adopted 334
rule previously allowed 40
rule previously applied 192
rule primarily because 49
rule prohibiting certain 242
rule prohibiting lawyers 343
rule prohibiting marriage 739
rule prohibiting members 433
rule prohibiting persons 125
rule prohibiting players 95
rule sensations outlast 43
rule sometimes adopted 47
rule sometimes applies 120
rule somewhere between 178
rule spiritual affairs 54
rule themselves according 256
rule themselves because 217
rule themselves peaceably 43
rule themselves rightly 51
rule themselves subject 135
rule throughout central 44
rule throughout germany 67
rule throughout history 298
rule throughout society 43
rule throughout southern 124
rule typically applies 97
rule virtually abounds 45
ruling afrikaner national 105
ruling communist parties 11670
ruling communist regimes 105
ruling executive council 193
ruling exploiter classes 113
ruling generates tyranny 48
ruling political alliance 48
ruling political circles 382
ruling political classes 247
ruling political culture 103
ruling political factions 43
ruling political ideology 264
ruling political machine 200
ruling political parties 4554
ruling political regimes 50
ruling principle governing 56
ruling tanganyika african 292
runs altogether counter 99
runs backwards between 275
runs backwards towards 129
runs diagonally between 131
runs diagonally forward 135
runs diagonally towards 94
runs diagonally upwards 54
runs downwards between 227
runs downwards towards 257
runs expressly counter 106
runs generally between 40
runs generally eastward 331
runs generally southeast 91
runs laterally between 255
runs microsoft windows 770
runs northwards between 106
runs northwards towards 77
runs obliquely between 337
runs obliquely forward 2166
runs obliquely inwards 347
runs obliquely outward 151
runs obliquely towards 220
runs obliquely upwards 1649
runs perfectly smoothly 158
runs precisely counter 808
runs radically counter 154
runs reasonably smoothly 41
runs refresher courses 119
runs regularly between 484
runs scheduled flights 104
runs sometimes against 171
runs somewhere between 741
runs southwards towards 86
runs throughout chinese 105
runs throughout history 236
runs throughout society 134
runs throughout western 232
runs westwards towards 119
rust resistant strains 50
rust resistant variety 172
ruts resembled exactly 65
