daddy home 151 daddy home 119
doubt what 297 doubt have 376
doubt come 47 doubt ever 370
doubt find 65 doubt have 322
doubt make 143 doubt soon 112
doubt take 98 doubt know 118
doubt were 46 doubt from 884
doubt into 44 doubt upon 197
doubt from 210 doubt from 116
doubt will 218 doubt their 49
doubt also 51 doubt been 4480
doubt come 274 doubt done 506
doubt ever 173 doubt lost 91
doubt made 508 doubt much 163
doubt some 216 doubt such 44
doubt their 207 doubt what 248
doubt what 114 doubt their 93
doubt what 115 doubt have 1354
doubt their 61 doubt able 161
doubt acting 340 doubt also 692
doubt among 264 doubt born 42
doubt coming 112 doubt dealing 213
doubt ever 193 doubt from 156
doubt good 136 doubt just 45
doubt left 104 doubt living 118
doubt made 882 doubt making 164
doubt meant 354 doubt mere 50
doubt more 345 doubt most 93
doubt much 230 doubt once 582
doubt only 112 doubt part 228
doubt ready 131 doubt saying 84
doubt seeing 40 doubt sent 66
doubt such 44 doubt taking 42
doubt there 594 doubt those 130
doubt true 378 doubt trying 136
doubt used 656 doubt very 925
doubt well 665 doubt wrong 46
doubt also 228 doubt come 480
doubt ever 722 doubt find 572
doubt give 218 doubt grow 109
doubt have 970 doubt keep 171
doubt learn 235 doubt leave 51
doubt live 162 doubt make 560
doubt meet 178 doubt play 169
doubt reach 60 doubt rise 61
doubt show 41 doubt soon 542
doubt take 418 doubt want 48
doubt work 149 doubt will 56
doubt will 1359 doubt step 48
doubt have 604 doubt will 133
doubt will 41 doubt beast 78
doubt also 68 doubt come 161
doubt ever 223 doubt have 162
doubt make 90 doubt soon 41
doubt will 852 doubt lady 94
doubt what 60 doubt made 52
doubt will 108 doubt been 1266
doubt come 122 doubt done 492
doubt ever 311 doubt heard 284
doubt made 150 doubt many 51
doubt seen 400 doubt some 46
doubt what 280 doubt have 94
doubt also 123 doubt come 298
doubt ever 766 doubt feel 246
doubt find 2742 doubt give 364
doubt have 1638 doubt join 46
doubt keep 121 doubt know 176
doubt live 80 doubt make 726
doubt meet 111 doubt need 164
doubt pass 123 doubt rest 89
doubt rise 108 doubt send 46
doubt show 58 doubt soon 536
doubt take 456 doubt think 306
doubt want 212 doubt wish 61
doubt more 50 doubt good 145
doubt much 44 doubt best 82
doubt work 55 doubt riding 46
doubt sent 71 doubt told 51
doubt been 68 doubt done 136
doubt been 57 doubt rich 53
doubt many 68 doubt care 40
dough time 65 dower paid 91
dowry paid 215 dowry paid 54
dowry been 54 dozen were 276
dozen sent 46 dozen been 165
draft paid 225 draft been 41
draft sent 57 drags able 57
drama been 46 drama been 48
drama been 116 drama down 59
drama been 128 drama been 45
drama over 189 drank wine 88
drank from 117 drank from 44
drawing like 206 drawing made 85
drawing from 44 drawing into 48
drawing upon 49 drawing into 45
drawing into 47 drawing been 93
drawing made 131 drawing their 51
drawing hand 341 drawn were 187
drawn were 155 drawn from 211
drawn over 57 drawn into 228
drawn down 108 drawn into 78
drawn years 42 drawn when 64
drawn care 96 drawn from 146
draws from 49 draws into 40
draws from 53 draws from 43
draws hand 64 dreaming open 445
dreaming open 845 dreaming wide 77
dreaming open 208 dreams find 57
dreams have 43 dreams more 72
dreams true 191 dreams true 487
dreams true 99 dreams true 125
dreams true 73 dreams having 257
dreams true 164 dreams true 78
dreams been 45 dreams open 622
dress other 146 dress like 42
dress like 45 dress hair 53
dress hair 56 dress feet 153
dress hair 186 dress were 53
dress were 133 dress were 44
dress were 49 dress down 142
dress hair 489 dress feet 40
dress like 46 dress able 75
dress making 59 dress saving 91
dress wearing 1470 dress seen 257
dress worn 187 dress made 40
dress from 84 dress during 82
dress from 91 dress last 104
dress when 710 dress made 41
dress made 59 dress when 241
dress made 537 dress worn 121
dress been 214 dress worn 74
dress have 89 dress last 61
dress when 143 dress more 54
dress hair 45 dress hand 61
dress down 40 dress tied 121
dress hand 97 dress hand 49
dried into 43 dried food 102
dried back 48 dried into 44
drift from 515 drink wine 60
drink down 107 drink next 168
drink back 138 drink back 115
drink eager 49 drink hand 157
drink full 95 drive during 46
drive disk 193 drive from 70
drive down 48 drive from 138
drive their 80 drive guns 108
drive from 42 drive away 86
drive from 44 drive into 44
drive from 107 drive their 95
drive land 201 drive their 125
drive there 171 drive town 45
drive your 130 driving away 56
driving land 83 driving hand 134
driving along 40 droop their 226
drops back 54 drops back 53
drops been 63 drove loss 55
drove from 48 drove into 44
drove their 46 drove from 41
drove into 53 drove their 60
drove days 46 drove back 41
drove land 72 drove their 126
drove loss 86 drove loss 69
drove loss 41 drove hand 238
drown burn 101 drugs more 125
drugs used 41 drugs pain 93
drugs well 83 drugs been 107
drugs taking 120 drugs used 70
drugs from 57 drugs more 44
drugs most 139 drugs when 46
drugs used 104 drugs used 48
drugs been 284 drunk wife 62
drunk were 40 drunk from 56
drunk wine 161 ducal been 66
dunce kept 244 dunce sent 209
durst into 47 durst time 153
dwarf sent 43 dwarf their 90
dwell these 96 dwelt these 44
dwelt these 88 dwelt till 81
