daddy will be home soon 95
drawn from the health care 72
drawn from the heart into 55
drawn from the holy book 42
drawn from the last three 106
drawn from the leading edge 68
drawn from the left bank 57
drawn from the left side 264
drawn from the line when 51
drawn from the line will 78
drawn from the living body 120
drawn from the lungs into 88
drawn from the main body 82
drawn from the main tank 57
drawn from the mass media 141
drawn from the mere fact 391
drawn from the mere wearing 86
drawn from the most north 122
drawn from the most pure 52
drawn from the north pole 668
drawn from the north side 45
drawn from the other arts 40
drawn from the other pack 86
drawn from the other side 176
drawn from the other three 100
drawn from the palm tree 59
drawn from the pole star 68
drawn from the same areas 71
drawn from the same base 108
drawn from the same body 157
drawn from the same book 41
drawn from the same data 598
drawn from the same fact 58
drawn from the same fund 76
drawn from the same high 215
drawn from the same kind 65
drawn from the same list 73
drawn from the same pack 43
drawn from the same part 44
drawn from the same pool 767
drawn from the same pure 71
drawn from the same range 63
drawn from the same rank 46
drawn from the same root 77
drawn from the same spring 56
drawn from the same text 102
drawn from the same three 93
drawn from the same type 155
drawn from the same well 292
drawn from the same work 119
drawn from the tail vein 49
drawn from the tank into 48
drawn from the test data 79
drawn from the three great 52
drawn from the three main 100
drawn from the time when 50
drawn from the vast body 56
drawn from the very best 261
drawn from the very depth 43
drawn from the very fact 41
drawn from the very heart 587
drawn from the very life 126
drawn from the very poor 43
drawn from the very same 132
drawn from the west side 46
drawn from the wide range 168
drawn from the work done 122
drawn from us much more 89
drawn into an arms race 93
drawn into an ever more 49
drawn into the arms race 111
drawn into the firing line 49
drawn into the lungs during 195
drawn into the lungs when 89
drawn into the pump from 66
drawn into the room from 44
drawn into the same kind 43
drawn into the same woof 41
drawn into the very heart 117
drawn line by line from 50
drawn more or less from 234
drawn more or less into 70
drawn only in part from 59
drawn over to their side 71
drawn step by step into 394
drawn tears of pity from 138
drawn upon the same line 64
drawn upon to make good 142
draws away the heart from 66
draws away the mind from 80
draws back the veil from 48
draws from it gets back 78
draws from the same pool 43
draws upon the full range 76
dreaming ever of some high 42
dreaming half so hard when 65
dreams have the same meaning 62
dreams seem to come true 44
dreams seem to have been 152
dreams were at last coming 41
dreams were at once more 155
dreams were to come true 197
dreamy look in their eyes 79
dreamy look in your eyes 60
dreamy look on your face 85
dreary mind he must have 78
dress like the other kids 58
dress more or less like 131
dress seem to have been 121
dress will do very well 68
dried over an open fire 132
dried pears or some hard 90
drift back to their home 53
drift from the land into 109
drift into the dining room 102
drift into the living room 127
drift rate is zero when 61
drill core is very very 60
drill from the other side 190
drill hole is made from 63
drink deep of love till 110
drink five or more cups 175
drink four or five cups 205
drink four or more cups 119
drink from my mouth will 335
drink from the clear spring 40
drink from the cold spring 44
drink from the cool spring 40
drink from the deep blue 125
drink from the finger bowl 53
drink from the fire hose 48
drink from the holy well 71
drink from the same bowl 251
drink from the same cups 143
drink from the same dish 89
drink from the same pool 105
drink from the same spring 207
drink from the same well 494
drink into the living room 254
drink milk or come into 52
drink milk to make milk 200
drink three or four cups 523
drink three or more cups 129
drink three to four cups 101
drink when he came home 73
drink when he felt like 41
drink when in good health 44
drink when we have nothing 45
drive along the dirt road 47
drive along the high road 93
drive along the main road 372
drive along the north bank 42
drive along the north side 50
drive along the road from 111
drive along the same road 47
drive away or kill their 290
drive away the evil ones 56
drive away the fish from 51
drive away the foul mist 62
drive away the poor from 61
drive away the poor into 71
drive away the time till 108
drive away the wild fowl 83
drive away the wolf from 43
drive back the rising tide 48
drive back to cape town 56
drive back to their home 230
drive down the dirt road 362
drive down the hill from 43
drive down the hill into 91
drive down the left side 244
drive down the main drag 43
drive down the main road 178
drive down the other side 181
drive down the road from 168
drive down the third base 93
drive down the wage rate 159
drive down the west side 53
drive down the wrong side 137
drive from my mind those 41
drive from the main road 549
drive home the cows from 263
drive into or park such 41
drive into the city from 430
drive into the hyde park 94
drive into the town from 102
drive mine to your heart 49
drive over the lazy hour 61
driving along an open road 48
driving along the dirt road 47
driving along the high road 200
driving along the main road 407
driving along the road from 539
driving along the road when 93
driving along the same road 341
driving back to their home 119
driving back to town from 46
driving down the dirt road 136
driving down the hill from 69
driving down the left side 42
driving down the main drag 43
driving down the main road 117
driving down the other side 41
driving down the road from 93
driving down the road when 163
driving down the same road 162
driving down the wage rate 43
driving down the west side 90
driving down the wrong side 293
driving into the city from 102
driving over the same road 41
driving rain we went back 89
droop from the mast when 119
drops down the other side 202
drops from the bent bush 88
drops from the tree into 42
drops give me love like 41
dross from the pure gold 140
drove along the beach road 86
drove along the dark road 41
drove along the dirt road 208
drove along the high road 79
drove along the main road 249
drove along the road from 106
drove along the road leading 55
drove along the same road 125
drove along the south bank 46
drove along the west side 41
drove away in their cars 45
drove back in their turn 50
drove back to cape town 41
drove back to salt lake 69
drove back to their home 80
drove down the dark road 63
drove down the dirt road 572
drove down the exit ramp 127
drove down the hill from 119
drove down the hill into 171
drove down the hill past 90
drove down the main drag 66
drove down the main road 215
drove down the other side 129
drove down the ramp into 68
drove down the road from 95
drove down the road into 40
drove down the road past 135
drove down the same road 42
drove down the west bank 40
drove down the west side 116
drove down the wrong side 41
drove into the back yard 61
drove into the city along 48
drove into the city from 192
drove into the farm yard 46
drove into the tiny town 50
drove into the town just 40
drove into the yard just 43
drove onto the main road 81
drove over the same road 60
drove past the main gate 51
drugs during the last three 67
drugs during the past month 82
drugs must be used only 44
drugs must be used very 55
drugs seem to have been 74
drugs such as those used 175
drugs tend to lose their 47
drugs used to treat aids 436
drugs used to treat gout 193
drugs used to treat heart 314
drugs used to treat high 548
drugs used to treat many 46
drugs used to treat other 145
drugs used to treat pain 127
drugs used to treat some 64
drugs used to treat such 59
drugs used to treat these 492
drugs used to treat those 44
drugs used to treat type 99
drunk when he came home 258
drunk when he came into 91
dukes seem to have been 96
dunce caps on their heads 263
dusty utah is very many 45
dwell here at length upon 50
dwell more at length upon 209
dwell upon at some length 138
dwell upon my having been 44
dwell upon the dark side 361
dwell upon the time when 117
dwell upon the very work 43
dwell upon the wild meaning 246
dwell upon thy holy hill 62
dwelt more at length upon 132
dwelt upon at great length 853
dwelt upon at length here 68
dwelt upon at much length 146
dwelt upon at some length 1327
dwelt upon at such length 146
dwelt upon the last word 43
dwelt upon the same theme 106
dwelt upon the time when 109
dykes vary in width from 51
