dais contrived 48 dams necessary 53
during jacksonian 168 during modernity 41
during political 135 during president 198
during revolution 54 during stagnation 47
during stalinist 90 during transition 79
during discussion 71 during midsummer 446
during political 101 during september 79
during production 95 during president 60
during roosevelt 45 during continued 56
during connection 277 during indochina 426
during palestine 168 during yugoslavia 160
during contained 58 during described 92
during difficult 98 during discussed 73
during estimated 61 during indicated 40
during presented 46 during reflected 46
during aggression 76 during devolution 185
during liberation 8305 during revolution 165
during separation 78 during succession 1853
during terrorism 483 during afterward 87
during americans 94 during population 62
during production 49 during proportion 65
during construct 60 during determine 94
during eliminate 43 during encourage 119
during entertain 86 during establish 138
during transport 48 during different 66
during connection 367 during different 87
during proportion 45 during estimated 211
during presented 43 during reflected 47
during production 58 during reference 54
during revolution 146 during separation 76
during transition 102 during voluntary 53
during determine 269 during encourage 48
during establish 78 during introduce 45
duty necessary 72 duty discharge 56
duty discharge 85 duty discharge 48
duty determine 65 duty interfere 115
duty introduce 58 duty pronounce 68
duty reasonable 109 duty discharge 47
duty accompany 364 duty apprehend 96
duty ascertain 437 duty celebrate 131
duty construct 53 duty determine 336
duty discharge 45 duty encourage 79
duty enlighten 45 duty entertain 140
duty establish 123 duty implement 75
duty inculcate 51 duty institute 42
duty interfere 43 duty interpose 40
duty interpret 182 duty introduce 129
duty pronounce 153 duty prosecute 272
duty recommend 68 duty represent 246
duty safeguard 206 duty stimulate 65
duty supervise 932 duty translate 91
duty transport 65 duty followers 94
duty ministers 60 duty acquiesce 43
duty cultivate 60 duty comprised 70
duty cultivate 54 duty qualities 103
duty opposition 56 duty testimony 48
duty perfection 55 duty testimony 78
duty affections 46 duty paramount 45
duty unadvised 113 duty plaintiff 165
duty principal 44 duty reasonable 95
duty interests 75 duty influence 57
duty ourselves 1316 duty posterity 143
