dab of sour cream on 59
dead is clear from the 41
dead or gone from the 69
dead or have fled the 46
dead or have left the 117
dead or living body of 77
dead or soon will be 61
dead the great game is 97
dead to come back to 165
dead to live load is 101
dead to rise from the 73
dead to take care of 119
dead to take part in 50
deaf or very hard of 60
deal as time went on 102
deal at some length in 174
deal in gold coin or 155
deal in nothing else at 40
deal in some form or 44
deal in taking care of 46
deal in their mode of 56
deal in these days of 476
deal in those days of 147
deal is also done by 49
deal of anger among the 105
deal of bearing upon the 113
deal of care into the 40
deal of care must be 1207
deal of care over the 98
deal of care will be 52
deal of cash into the 40
deal of data from the 93
deal of data must be 92
deal of fine work in 44
deal of fire from the 54
deal of firing during the 58
deal of firing from the 46
deal of food from the 87
deal of free play in 56
deal of free time in 99
deal of free time on 131
deal of free time to 213
deal of fuss over the 97
deal of good among the 349
deal of good came of 65
deal of good from it 54
deal of good from the 49
deal of good land in 51
deal of good time on 125
deal of good will be 117
deal of good will in 64
deal of good will on 77
deal of good will to 60
deal of good work in 340
deal of good work is 76
deal of hard work as 41
deal of hard work at 88
deal of hard work by 231
deal of hard work in 660
deal of hard work is 296
deal of hard work on 436
deal of hard work to 1186
deal of harm among the 62
deal of harm done by 76
deal of health care is 41
deal of heavy work to 43
deal of help along the 66
deal of help during the 56
deal of help from my 210
deal of help from the 1591
deal of help over the 44
deal of idle time on 88
deal of land along the 49
deal of land from the 100
deal of late work in 103
deal of life into the 52
deal of life left in 445
deal of lost time to 132
deal of love done up 108
deal of love from us 52
deal of meaning into the 41
deal of mirth among the 132
deal of news from the 146
deal of other land in 51
deal of other work in 91
deal of other work of 74
deal of other work on 91
deal of other work to 102
deal of pain during the 158
deal of pain from it 126
deal of pain from my 47
deal of pain from the 209
deal of pain over the 60
deal of pain when he 60
deal of pain when the 77
deal of puling over the 112
deal of rain during the 198
deal of rain fell in 95
deal of rich land in 40
deal of sand into the 75
deal of sewing from me 74
deal of sham work in 59
deal of snow during the 54
deal of snow fell in 89
deal of snow upon the 57
deal of soft soap is 45
deal of some kind to 73
deal of such coin in 40
deal of such work is 98
deal of talk among the 513
deal of talk during the 181
deal of talk from the 57
deal of talk over the 68
deal of talk upon the 43
deal of talk went on 214
deal of their life in 53
deal of their time as 85
deal of their time at 421
deal of their time in 3288
deal of their time is 409
deal of their time on 873
deal of their time to 1285
deal of their work in 128
deal of their work is 189
deal of time acting as 40
deal of time among the 333
deal of time coming up 42
deal of time down at 44
deal of time during my 88
deal of time during the 1086
deal of time early in 40
deal of time from the 152
deal of time here in 83
deal of time into the 90
deal of time just to 41
deal of time left to 109
deal of time living in 67
deal of time lost in 497
deal of time making the 90
deal of time making up 46
deal of time must be 695
deal of time over it 153
deal of time over the 738
deal of time prior to 40
deal of time reading in 147
deal of time reading or 42
deal of time reading the 291
deal of time reading to 54
deal of time there in 93
deal of time trying to 6322
deal of time upon it 76
deal of time upon the 185
deal of time went by 59
deal of time when he 43
deal of time when the 47
deal of time will be 987
deal of wealth from the 49
deal of wealth into the 43
deal of what came in 93
deal of what must be 80
deal of what there is 65
deal of what used to 119
deal of what went on 970
deal of what will be 85
deal of work ahead of 426
deal of work along the 56
deal of work among the 206
deal of work done at 57
deal of work done by 209
deal of work done in 1029
deal of work done on 525
deal of work done to 107
deal of work during the 257
deal of work from the 198
deal of work into it 109
deal of work into the 247
deal of work just to 45
deal of work left in 69
deal of work left to 171
deal of work must be 743
deal of work over the 143
deal of work trying to 64
deal of work upon the 109
deal of work when the 44
deal of work will be 425
deal of your life on 50
deal of your time in 390
deal of your time is 50
deal of your time on 77
deal of your time to 190
deal on what kind of 114
deal on what sort of 67
deal or just nothing at 107
deal the last blow to 113
deal the same kind of 134
deal to break down the 245
deal to gain from an 40
deal to gain from it 48
deal to gain from the 291
deal to have seen the 44
deal to know what he 86
deal to know what is 85
deal to know what it 99
deal to know what the 210
deal to learn from it 72
deal to learn from the 1795
deal to learn from us 73
deal to lose from the 94
deal to take care of 144
deal to take over the 273
dean of fine arts at 185
dear to their army as 41
dear to those whom he 82
dear to your heart as 90
dear to your heart is 44
dear to your heart to 54
death as much lord as 41
death as some form of 45
death as some kind of 114
death as some sort of 107
death at last came to 62
death at last upon the 42
death at some time in 76
death at some time or 48
death at their home in 54
death by fair means or 40
death by hanging from the 56
death by leaping into the 77
death by rising from the 201
death by slow fire at 126
death by those whom he 141
death he came back to 55
death he came into the 56
death he came over to 45
death he says nothing of 40
death he took leave of 42
death he took over the 185
death he took part in 67
death he went back to 80
death if there were no 84
death in from five to 84
death in from four to 90
death in from three to 209
death in full view of 342
death in giving birth to 139
death in mind when he 45
death in some form or 258
death in some kind of 86
death in some sort of 51
death in their beds by 78
death in their home in 104
death in those days of 46
death is also part of 107
death is also seen as 45
death is also seen in 50
death is clear from the 82
death is here made to 92
death is just part of 40
death is made clear by 52
death is made clear in 45
death is only part of 130
death is seen from the 47
death is some kind of 95
death is there said to 83
death is very much in 53
death is very much the 48
death it came into the 386
death it fell into the 210
death it took leave of 62
death it will pass to 50
death of cold from the 70
death of john duke of 44
death of john paul ii 240
death of john smith in 118
death of karl marx in 63
death of mary from the 51
death of pope paul ii 47
death of pope paul iv 315
death of pope paul vi 520
death of pope pius ii 48
death of pope pius ix 539
death of pope pius vi 148
death of pope pius xi 374
death of some holy or 60
death of some life in 64
death of some other thing 72
death of some part of 172
death of their great king 69
death of their last king 62
death of their late king 59
death of their sons in 91
death of their sons or 47
death of those whom he 232
death of those whom the 85
death of those whom we 226
death of your body is 57
death or other loss of 63
death or some form of 52
death or some kind of 44
death or were eaten by 103
death the gods have us 49
death the good will be 41
death the great days of 58
death the male line of 148
death the sons flew to 45
death the soul left the 59
death the soul went to 72
death to come back to 84
death to come from the 48
death to come into the 121
death to fall into the 56
death to give birth to 45
death to give life to 156
death to give meaning to 49
death to have been an 85
death to have been in 100
death to have been the 245
death to life when we 46
death to look like an 122
death to look upon the 67
death to soak bits of 53
death to take away the 55
death to take care of 158
death to take over the 87
death to take part in 54
death to throw away the 271
death we have lost an 63
death we were left to 69
dew is cold upon the 213
dew or rain upon the 40
dew the babe born to 93
dew to fall upon the 89
did as good work as 282
did as much good as 598
did as much good in 111
did as much good to 150
did as much harm as 1811
did as much harm in 63
did as much harm to 462
did as much work as 2305
did as much work in 238
did as much work on 55
did at home when he 74
did at last come in 137
did at last come to 360
did at last find it 58
did at last find the 66
did at last give the 45
did at last look up 41
did at last lose the 59
did at last reach the 206
did at last seem to 146
did at last take the 52
did at last take to 54
did at last turn my 86
did at last turn up 41
did at last what he 40
did at least clear the 47
did at least come to 79
did at least give me 86
did at least give the 201
did at least give us 75
did at least half of 114
did at least half the 88
did at least have an 136
did at least have the 1321
did at least help to 227
did at least keep the 133
did at least know the 128
did at least learn to 43
did at least make an 65
did at least make it 133
did at least make the 175
did at least mark the 53
did at least once in 49
did at least part of 127
did at least seem to 178
did at least show the 66
did at least some of 326
did at least stop the 50
did at least take the 85
did at least want to 105
did at length come to 107
did at length make the 58
did at length reach the 60
did at once what he 72
did at some time in 147
did at some time or 112
did by beating down the 57
did by taking part in 41
did do some work in 69
did do some work on 102
did do their best to 185
did eat nothing save it 53
did eat there upon the 246
did go back into the 161
did go down into the 206
did go forth from the 50
did go forth into the 74
did go forth upon the 44
did go full high in 40
did he also have to 80
did he also those of 77
did he break down the 67
did he break into the 51
did he call upon the 141
did he care what he 47
did he care what the 131
did he cease from the 50
did he cease till he 81
did he come back at 45
did he come back in 50
did he come back to 626
did he come down to 122
did he come from the 185
did he come here at 43
did he come here in 46
did he come here to 220
did he come home in 43
did he come home to 48
did he come into it 63
did he come into my 217
did he come into the 643
did he come over to 85
did he come upon the 98
did he dare look at 57
did he dare speak to 45
did he dream when he 43
did he even dare to 41
did he even have the 107
did he even have to 97
did he even hint at 103
did he even know of 117
did he even know the 99
did he even look at 201
did he even make an 66
did he even make the 51
did he even seek to 54
did he even seem to 121
did he even take the 120
did he even talk to 51
did he even think it 72
did he even think of 156
did he even want to 176
did he even wish to 50
did he ever call me 55
did he ever care to 51
did he ever cease to 515
did he ever come to 551
did he ever come up 62
did he ever dare to 50
did he ever deny the 43
did he ever draw it 95
did he ever dream of 180
did he ever fail in 111
did he ever fail to 692
did he ever feel the 87
did he ever find it 61
did he ever find me 78
did he ever find the 100
did he ever give me 152
did he ever give the 103
did he ever give up 134
did he ever give us 109
did he ever have an 74
did he ever have the 172
did he ever have to 282
did he ever join the 46
did he ever know of 104
did he ever know the 92
did he ever learn the 44
did he ever learn to 219
did he ever leave it 82
did he ever leave the 137
did he ever live in 60
did he ever look at 90
did he ever lose an 61
did he ever lose it 42
did he ever lose the 109
did he ever make an 95
did he ever make it 95
did he ever make the 148
did he ever miss an 86
did he ever need to 50
did he ever omit to 41
did he ever pass by 147
did he ever quit the 48
did he ever rise to 47
did he ever seek to 270
did he ever seem to 446
did he ever show the 120
did he ever shun the 102
did he ever speak of 355
did he ever speak to 276
did he ever stop to 73
did he ever take the 126
did he ever take up 44
did he ever talk to 114
did he ever tell me 128
did he ever tell the 47
did he ever think he 138
did he ever think it 50
did he ever think of 685
did he ever tire of 105
did he ever want to 355
did he ever wish to 124
did he fall back on 58
did he fall into it 66
did he fall into the 488
did he feel able to 350
did he feel free to 339
did he feel like he 250
did he feel like the 82
did he feel more at 69
did he feel ready to 106
did he feel such an 44
did he feel sure of 41
did he feel what he 43
did he feel when he 645
did he feel when the 94
did he find among the 44
did he find means to 48
did he find much to 50
did he find time to 584
did he find what he 180
did he find when he 189
did he flee from the 53
did he from time to 48
did he gain from the 43
did he gaze upon the 68
did he give away the 63
did he give heed to 96
did he give over the 42
did he give such an 61
did he give vent to 142
did he grow upon the 65
did he hand over the 100
did he have during the 56
did he have faith in 94
did he have left in 107
did he have left to 227
did he have much of 77
did he have much to 259
did he have nothing to 83
did he have over the 52
did he have such an 339
did he have time to 1056
did he have when he 186
did he just want to 451
did he keep trying to 43
did he know much of 60
did he know nothing of 116
did he know what an 49
did he know what he 967
did he know what it 331
did he know what the 453
did he know what to 775
did he know what we 70
did he know when he 316
did he know when it 73
did he know when the 92
did he know when to 159
did he know whom he 68
did he know whom to 72
did he learn from it 57
did he learn from the 225
did he leave truth to 46
did he like what he 99
did he live when he 61
did he look back as 40
did he look back at 182
did he look back on 50
did he look back to 179
did he look down at 92
did he look down on 64
did he look into the 155
did he look like an 67
did he look like he 86
did he look like in 83
did he look like the 158
did he look like to 69
did he look upon it 127
did he look upon the 315
did he look when he 370
did he lose faith in 153
did he lose heart or 42
did he lose time in 86
did he make clear the 60
did he make during the 44
did he make love to 177
did he make much of 94
did he make ready to 52
did he make such an 134
did he make upon it 41
did he make upon the 60
did he make when he 71
did he move from the 140
did he move into the 56
did he move when the 135
did he much care to 61
did he much like the 49
did he once quit the 47
did he once take to 97
did he once think of 45
did he only seem to 118
did he only want to 76
did he only wish to 84
did he pass from the 80
did he pass over the 64
did he pour forth the 41
did he reach down the 111
did he react when he 113
did he rely upon the 127
did he rest till he 98
did he rise from the 464
did he rush upon the 54
did he seem able to 203
did he seem much to 62
did he seem when he 77
did he sink into the 78
did he speak till he 119
did he stay away so 71
did he step into the 102
did he stir from the 103
did he stop till he 407
did he stop when he 43
did he take away the 142
did he take care of 258
did he take care to 75
did he take from it 48
did he take from the 102
did he take hold of 52
did he take leave of 94
did he take note of 109
did he take over the 130
did he take part in 811
did he take such an 62
did he take time to 148
did he take when he 42
did he tell what we 49
did he think much of 423
did he think only of 45
did he think such an 42
did he think well of 46
did he think were the 44
did he think when he 407
did he throw away the 42
did he turn back to 300
did he turn down the 55
did he turn from the 87
did he vary from the 41
did he wait till the 65
did he wake till the 61
did he walk down the 63
did he want from me 556
did he want from the 92
did he want from us 66
did he want when he 58
did he work during the 72
did in days gone by 644
did in fact break the 50
did in fact call on 106
did in fact call the 43
did in fact cease to 52
did in fact come as 48
did in fact come in 236
did in fact come to 1208
did in fact come up 101
did in fact deny the 57
did in fact draw on 52
did in fact draw up 53
did in fact fail to 225
did in fact fall in 168
did in fact fall on 52
did in fact fall to 52
did in fact find an 42
did in fact find in 40
did in fact find it 87
did in fact find the 243
did in fact form an 65
did in fact form the 143
did in fact give an 58
did in fact give it 71
did in fact give me 54
did in fact give the 304
did in fact give to 109
did in fact give up 94
did in fact grow up 78
did in fact have an 788
did in fact have at 58
did in fact have in 48
did in fact have it 62
did in fact have no 43
did in fact have the 1121
did in fact have to 343
did in fact help the 93
did in fact help to 238
did in fact hold the 160
did in fact join in 93
did in fact join the 309
did in fact keep the 89
did in fact kill the 105
did in fact know of 157
did in fact know the 186
did in fact learn to 72
did in fact leave the 359
did in fact live in 579
did in fact live on 121
did in fact look at 64
did in fact make an 295
did in fact make it 650
did in fact make the 773
did in fact make up 58
did in fact mark the 126
did in fact meet at 51
did in fact meet in 104
did in fact meet the 174
did in fact move in 119
did in fact move to 111
did in fact need to 62
did in fact open the 85
did in fact open up 101
did in fact pass on 122
did in fact pass the 66
did in fact pick up 66
did in fact plan to 92
did in fact play an 171
did in fact play in 42
did in fact play the 129
did in fact reach the 335
did in fact react to 40
did in fact rely on 644
did in fact rise in 119
did in fact rise to 91
did in fact rule the 57
did in fact save the 46
did in fact seek to 181
did in fact seem to 536
did in fact sell the 62
did in fact send the 94
did in fact show the 84
did in fact show up 192
did in fact sign it 63
did in fact sign the 111
did in fact speak of 91
did in fact speak to 66
did in fact steal the 60
did in fact take an 73
did in fact take it 59
did in fact take on 219
did in fact take the 526
did in fact take up 142
did in fact talk to 80
did in fact teach the 61
did in fact tell me 49
did in fact tell the 83
did in fact tend to 341
did in fact think of 116
did in fact treat the 65
did in fact turn to 98
did in fact turn up 123
did in fact vest in 46
did in fact view the 83
did in fact vote in 50
did in fact want the 43
did in fact want to 326
did in fact wish to 195
did in fact work as 119
did in fact work in 132
did in fact work on 95
did in fact work to 49
did in fair days to 278
did in flying from the 59
did in four years of 106
did in full view of 89
did in many areas of 46
did in other areas of 350
did in those days in 86
did in those days of 276
did in those days to 112
did in time come to 104
did in truth fail to 40
did in years gone by 402
did is left upon the 47
did it cease till the 52
did it come back to 176
did it come down to 166
did it come from if 153
did it come from in 156
did it come from the 838
did it come from to 50
did it come home to 160
did it come into my 242
did it come into the 453
did it date from the 54
did it dawn upon me 194
did it dawn upon the 172
did it dawn upon us 76
did it even seem to 56
did it ever cease to 107
did it ever come to 476
did it ever dawn on 69
did it ever fail to 66
did it ever have the 43
did it ever have to 76
did it ever reach the 67
did it ever seem to 178
did it fall from the 102
did it fall into the 157
did it feel good to 151
did it feel like he 44
did it feel like in 48
did it feel like it 49
did it feel like the 101
did it feel like to 2327
did it feel when the 93
did it flow from the 60
did it form part of 170
did it from time to 116
did it give birth to 105
did it give rise to 468
did it have more to 84
did it have much to 138
did it have nothing to 50
did it have such an 99
did it have time to 41
did it have upon the 190
did it have when it 40
did it help when the 67
did it just come to 51
did it just like the 64
did it just seem so 48
did it look from the 40
did it look like at 43
did it look like in 143
did it look like it 75
did it look like the 170
did it look like to 275
did it make such an 48
did it make what he 145
did it make what the 93
did it only seem so 343
did it only seem to 51
did it only when he 84
did it pass from the 80
did it pass into the 46
did it seem fair to 42
did it seem from the 75
did it seem good to 83
did it seem like he 42
did it seem like the 95
did it seem safe to 41
did it seem unto me 54
did it seem wise to 153
did it sink into my 40
did it sink into the 56
did it spring from an 54
did it spring from the 170
did it stem from the 86
did it take away the 49
did it take from the 178
did it take hold of 59
did it take much to 46
did it take part in 89
did it take time to 46
did it throw upon the 54
did it turn into an 50
did it very much in 60
did it very well in 89
did me good even to 46
did me good into my 42
did me good just to 60
did me great good to 42
did me more good by 41
did me more good in 64
did me much good in 83
did me much good to 117
did me some good to 64
did my best work in 91
did my boat move on 276
did my body obey the 66
did my days pass on 113
did my eyes good to 51
did my heart good to 2834
did my heart sink at 63
did my heart throb at 55
did my name come up 102
did my poor best to 84
did my soul good to 214
did my very best in 74
did my very best to 1254
did no great harm in 57
did no great harm to 405
did no less harm in 84
did no more harm to 111
did no more work at 47
did no more work in 76
did no more work on 150
did no other harm to 59
did no other means of 43
did no work during the 99
did on coming into the 52
did on taking over the 52
did or ever will do 253
did or ever will sing 135
did or said during the 128
did or said nothing to 120
did or said such or 52
did or said when he 74
did or were like to 42
did or what kind of 46
did so away from the 48
