damp winds 53 damp paper 49
down doors 136 down empty 130
down faces 236 down names 57
down people 113 down rooms 152
down shops 133 down tents 292
down trees 290 down where 105
down easily 65 down fifty 42
down force 90 down honey 78
down strong 48 down which 119
down which 1256 down which 126
down hopes 43 down fairy 295
down lower 284 down minor 44
down people 143 down world 230
down would 60 down about 212
down within 88 down hunger 49
down right 42 down showing 40
down human 536 down order 828
down search 52 down terms 61
down carry 70 down create 42
down dwell 60 down fight 50
down reveal 51 down serve 46
down share 40 down visit 140
down needs 54 down space 42
down board 92 down blood 107
down boats 151 down money 305
down morning 50 down paper 190
down right 213 down water 101
down again 44 down music 50
down story 135 down though 46
down though 60 down order 144
down water 192 down level 278
down close 197 down level 135
down point 54 down water 51
down could 97 down every 45
down which 290 down finding 113
down bills 165 down paper 50
down house 116 down again 193
down bible 72 down study 109
down watch 96 down write 481
down bible 629 down evening 399
down first 140 down morning 387
down names 64 down paper 1668
down story 273 down whole 43
down words 129 down would 96
down anything 443 down about 204
down after 64 down again 57
down every 105 down often 130
down today 41 down father 398
down mother 331 down black 123
down blood 156 down boats 76
down cause 121 down child 109
down falls 44 down fight 147
down first 245 down folks 54
down girls 53 down glowing 91
down house 259 down night 181
down people 149 down place 674
down river 257 down ruins 41
down ships 68 down sight 133
down small 48 down sport 172
down start 96 down tower 395
down train 359 down water 119
down white 101 down whole 91
down woman 140 down world 42
down wreck 115 down again 51
down table 85 down table 141
down front 51 down eight 647
down seven 1059 down eight 63
down which 151 down which 304
down finding 45 down fools 104
down george 111 down henry 315
down james 104 down queen 127
down small 68 down trent 49
down though 108 down others 108
down order 44 down paper 129
down serve 2309 down serving 55
down laces 258 down block 105
down catch 132 down sleep 816
down write 222 down phone 58
down grain 49 down offer 99
drag again 66 drag ruler 345
drag slide 45 drag mouse 759
drag stage 44 drag force 40
drag until 171 draw shown 90
draw names 76 draw train 52
draw order 43 draw paper 74
draw fight 122 draw sight 79
draw sight 45 draw order 40
draw guide 51 draw sight 73
draw hearts 49 draw board 325
draw hearts 88 draw first 227
draw where 125 draw cords 122
dread belle 94 dread close 136
dread first 48 dread sleep 78
dream which 664 dream night 568
dream light 78 dream which 579
dream which 66 dream world 47
dream actor 395 dream author 134
dream bonds 50 dream first 515
dream china 44 dream heaven 152
dream paris 226 dream sleep 48
dream night 339 dream night 180
dream night 385 dream night 160
dream which 91 dream might 109
dream would 172 dream could 147
dream would 57 dream world 109
dream forty 50 dream night 369
dream night 262 dream night 340
dream night 230 dream could 120
dream world 87 drew state 65
drew paper 53 drew seven 64
drew cords 103 drew abuse 106
drew which 152 drew venus 50
drew every 69 drew local 46
drew shore 44 drew hearts 172
drew goods 359 drew plans 128
drew first 184 drew night 153
drew queen 41 drew blazing 87
drew court 46 drop minus 130
drop evening 44 drop first 52
drop after 726 drop evening 272
drop evening 134 drop breaks 42
drop sight 167 drop front 198
drop blood 40 drop every 54
drop water 229 drop white 40
drop water 233 drop added 51
drop anise 40 drop cedar 122
drop water 430 drop water 47
drop seven 42 drop added 59
drop black 56 drop blood 4444
drop clove 42 drop fluid 486
drop fresh 88 drop green 75
drop honey 251 drop human 107
drop iodine 693 drop lemon 402
drop light 155 drop methyl 386
drop olive 142 drop serum 71
drop strong 641 drop sweet 55
drop syrup 41 drop urine 411
drop water 4892 drop which 83
drop getting 44 drop sending 48
drop latin 120 drug cause 47
drug which 72 drum motion 119
drum could 87 duck avoid 68
duct ducts 70 duct opens 43
dull gather 52 dull guess 51
dull mother 56 dumb world 48
dumb point 45 during stage 47
during which 369 during rapid 81
during which 1624 during change 70
during growing 92 during rapid 340
during social 140 during strong 47
during study 62 during period 54
during action 99 during blowing 68
during breathing 1088 during chewing 380
during closing 49 during cooling 145
during creating 94 during cutting 162
during drawing 319 during dreaming 64
during feeding 668 during killing 85
during learning 72 during lifting 63
during milking 169 during nursing 367
during passing 63 during playing 110
during running 47 during sitting 42
during smoking 102 during speaking 811
during sucking 821 during teaching 189
during thinking 238 during throwing 267
during turning 81 during vision 75
during voiding 488 during walking 461
during winking 78 during writing 1894
during yawning 167 during which 607
during civil 81 during greek 132
during homer 109 during lewis 62
during louis 1067 during moses 42
during print 47 during queen 98
during reason 2877 during stone 51
during which 52 during often 127
during people 45 during shown 55
during usual 65 during about 75
during depths 53 during first 49
during night 52 during times 106
during which 100 during about 44
during keeping 41 during people 41
during solar 51 during below 45
during could 297 during found 87
during might 87 during never 42
during often 83 during slept 41
during spent 109 during works 40
during would 1132 during caves 145
during close 52 during dense 65
during every 42 during front 147
during getting 43 during holes 230
during large 168 during order 1931
during search 186 during small 116
during spite 96 during trees 45
during which 849 during about 315
during equal 58 during found 72
during given 103 during known 57
during nearly 63 during often 184
during quite 95 during shown 105
during spent 56 during still 53
during could 104 during might 86
during rises 42 during would 272
during april 115 during grace 102
during march 123 during polling 125
during which 1030 during after 631
during evening 1979 during night 15668
during season 40 during sleep 109
during under 45 during where 84
during while 197 during birds 84
during child 96 during enemy 206
during first 40 during house 44
during light 178 during place 54
during price 58 during roads 52
during upper 43 during water 64
during weather 161 during whole 205
during women 78 during about 141
during admit 96 during allow 504
during alter 45 during avoid 839
during build 60 during carry 89
during catch 149 during cause 46
during change 46 during check 383
during close 44 during cover 63
during create 79 during drink 55
during drive 55 during engage 62
during enjoy 89 during enter 51
during gather 68 during nurse 148
during offer 66 during proof 41
during relax 99 during search 56
during serve 59 during share 49
during sleep 88 during spend 166
during study 109 during visit 232
during watch 129 during write 120
during could 173 during shall 93
during spent 116 during would 296
during night 1631 during april 144
during march 165 during world 182
during which 1134 during black 137
during civil 135 during dutch 89
during fixed 47 during greek 125
during indian 130 during large 62
during legal 62 during louis 207
during meiji 43 during mongol 88
during moral 61 during nation 42
during party 109 during peter 48
during racial 102 during rapid 320
during roman 199 during sailing 69
during slave 78 during social 57
during state 286 during urban 47
during which 46 during white 78
during women 134 during world 398
during action 372 during civil 93
during party 55 during level 140
during state 113 during would 48
during order 50 during later 44
during world 78 during write 57
during bells 47 during order 57
during which 76 during hymns 152
during which 278 during eight 506
during seven 1965 during eight 542
during seven 170 during which 74
during chief 172 during about 53
during which 49 during about 71
during either 101 during enemy 58
during reason 47 during selling 117
during which 146 during began 73
during could 106 during found 121
during often 40 during tried 49
during would 175 during wrote 207
during angola 52 during bosnia 2178
during burma 107 during chile 47
during china 259 during egypt 136
during ethiopia 105 during every 46
during favor 67 during heaven 375
during helping 41 during italy 384
during large 44 during order 1609
during paris 83 during russia 122
during search 49 during spain 704
during spite 176 during terms 108
during tunis 47 during which 1459
during based 42 during found 73
during given 174 during quite 46
during shown 142 during still 182
during could 56 during might 59
during would 172 during father 82
during doubt 49 during longer 160
during greek 551 during spain 50
during which 100 during drugs 136
during lands 45 during which 109
during after 1462 during later 64
during since 176 during until 119
during which 54 during within 45
during first 45 during nation 82
during nazis 72 during party 60
during people 128 during price 73
during right 133 during state 171
during whole 171 during about 96
during allow 66 during avoid 168
during build 113 during carry 175
during cover 58 during create 140
during defeat 40 during enter 54
during fight 143 during house 117
during offer 41 during prove 44
during raise 122 during renew 46
during serve 246 during study 99
during train 78 during visit 55
during which 70 during write 72
during could 60 during shown 182
during issue 89 during which 264
during about 142 during reason 45
during working 42 during lived 95
during spent 733 during would 112
during issue 236 during order 858
during paris 45 during spite 83
during terms 107 during wages 99
during which 11537 during about 371
during added 83 during equal 135
during given 260 during known 41
during nearly 42 during quite 41
during shown 214 during small 56
during taken 99 during would 117
during about 69 during change 252
during entry 76 during grace 202
during issue 123 during seeding 58
during study 465 during which 273
during writing 42 during notes 60
during which 441 during period 190
during season 56 during within 156
during asset 66 during first 54
during price 99 during study 73
during total 246 during about 58
during allow 65 during avoid 85
during carry 324 during check 68
during cover 170 during march 95
during raise 49 during spend 49
during study 54 during total 50
during visit 86 during which 998
during lived 77 during spent 118
during would 54 dust doges 71
dust piled 88 dust roads 157
dust human 118 dust could 97
dust prize 59 duty state 49
duty point 44 duty signing 41
duty night 212 duty shame 132
duty reader 46 duty often 45
duty blame 49 duty change 51
duty drive 40 duty fight 61
duty train 43 duty serve 46
duty which 52 duty facts 71
duty admit 65 duty affix 42
duty amuse 67 duty appear 166
duty apply 233 duty audit 115
duty avenge 110 duty build 40
duty carry 1874 duty catch 75
duty chase 120 duty check 473
duty close 116 duty count 109
duty cover 124 duty create 57
duty dance 78 duty draft 70
duty dress 87 duty drill 81
duty drive 331 duty elect 160
duty engage 59 duty enter 126
duty exact 70 duty ferry 55
duty fetch 104 duty fight 229
duty frame 103 duty gather 206
duty guard 2223 duty guide 233
duty hoist 68 duty issue 237
duty judge 181 duty light 262
duty lower 48 duty march 70
duty marry 46 duty mount 50
duty offer 317 duty order 63
duty pitch 40 duty place 357
duty point 113 duty preach 292
duty raise 146 duty repeat 107
duty repel 149 duty reply 42
duty rouse 74 duty scour 44
duty search 482 duty seize 100
duty serve 688 duty shoot 59
duty sleep 82 duty sound 124
duty spread 113 duty stamp 40
duty stand 401 duty start 45
duty study 314 duty sweep 143
duty taste 56 duty track 61
duty train 97 duty unite 75
duty visit 888 duty watch 5491
duty weigh 99 duty write 263
duty people 378 duty world 48
duty avoid 50 duty serve 61
duty stand 71 duty unite 113
duty yield 74 duty father 98
duty first 53 duty right 40
duty others 122 duty every 73
duty serve 148 duty goods 51
duty which 64 duty money 78
duty could 352 duty might 71
duty order 121 duty needy 126
duty people 147 duty world 88
duty house 49 duty action 71
duty about 80 duty child 58
duty facts 86 duty whole 43
duty light 265 duty people 43
duty price 43 duty touch 121
duty board 40 duty facts 46
duty facts 111 duty whole 307
duty nation 43 duty people 100
duty world 177 duty father 59
duty house 45 duty people 128
duty world 87 duty agent 106
duty costs 111 duty debts 118
duty first 42 duty money 112
duty price 634 duty taxes 248
duty place 64 duty right 41
duty paper 95 duty bible 220
duty world 237 duty motion 48
duty aside 46 duty right 41
duty avert 51 duty avoid 84
duty carry 56 duty change 122
duty cheer 46 duty create 69
duty serve 45 duty solve 51
duty turns 41 duty right 94
duty money 84 duty power 96
duty skill 56 duty shall 87
duty human 76 duty others 256
dyed blood 120 dyeing awful 245
