dam of one trotter with 43
does he not declare that 114
does he not explain them 75
does he not suggest that 127
does he not support them 105
does in all regular and 55
does in this respect can 50
does in this respect lay 40
does it not account for 94
does it not cherish its 496
does it not concern you 110
does it not contain all 52
does it not degrade and 68
does it not require all 799
does it not require that 45
does it not suggest that 736
does or may compete for 359
does so far enslave his 79
does so not because his 43
does so not because she 108
does so not because they 44
does so with clarity and 47
does so with dignity and 53
does the act provide for 76
does the act require that 125
does the air contain them 55
does the job quickly and 98
does the job require you 82
does the law presume that 101
does the law provide for 178
does the law provide that 103
does the law require him 43
does the law require that 580
does the man deserve who 51
does the new research say 102
does the poet suggest that 116
does the real problem lie 48
does to all intents and 47
dog by his captain for 44
dog he had brought with 106
doing he cut himself off 47
doing he was complying with 43
doing in that bathroom all 42
doing in this country and 44
doing in this country for 61
doing in this country now 45
doing it for himself and 50
doing it not because they 60
doing it with dignity and 44
doing it with success was 46
doing my own research and 71
doing of any national act 142
doing of this service for 66
doing so but because they 52
doing so not because they 225
doing so that accords with 51
doing so they believe that 102
doing so they suggest that 42
doing so was exactly one 46
doing the earl justice with 57
doing the job quickly and 51
doth or can possess any 134
doth or may concern that 42
dot on her forehead and 88
dry as she watched him 72
due he can retract his 345
due in ten minutes and 58
due to air bubbles and 42
due to air friction and 95
due to all peaceful and 99
due to all persons who 87
due to any persons who 76
due to any private man 205
due to any sympathy with 66
due to any wrongful act 114
due to both central and 65
due to both elastic and 44
due to both genetic and 318
due to both natural and 372
due to both primary and 99
due to both radiation and 62
due to end effects and 60
due to heat exchange with 143
due to her alliance with 44
due to her because she 55
due to her concern for 82
due to her contact with 47
due to her courage and 43
due to her dignity and 46
due to her efforts and 66
due to her efforts that 984
due to her husband and 139
due to her illness and 100
due to her majesty and 180
due to her position and 99
due to her respect for 46
due to her talents and 55
due to her virtues and 64
due to him together with 72
due to his ability and 354
due to his advancing age 93
due to his alliance with 142
due to his anxiety and 53
due to his anxiety that 100
due to his bravery and 85
due to his careful and 58
due to his concern for 365
due to his concern that 194
due to his concern with 108
due to his contact with 363
due to his country and 79
due to his courage and 336
due to his cruelty and 89
due to his devotion and 58
due to his dignity and 193
due to his dignity that 41
due to his disgust with 58
due to his dislike for 82
due to his efforts and 663
due to his efforts that 7028
due to his eminent and 64
due to his example and 96
due to his example that 139
due to his faculty for 42
due to his fortune and 73
due to his friends and 45
due to his honesty and 90
due to his illness and 253
due to his ingenuity and 72
due to his insight and 48
due to his loyalty and 51
due to his majesty and 162
due to his marriage with 113
due to his parents and 50
due to his position and 391
due to his poverty and 59
due to his quality and 83
due to his quarrel with 60
due to his respect for 271
due to his rivalry with 48
due to his success and 42
due to his success with 67
due to his support for 217
due to his support that 63
due to his sympathy for 91
due to his sympathy with 203
due to his talents and 574
due to his virtues and 110
due to his weakness and 57
due to his weakness for 48
due to its acidity and 69
due to its alliance with 214
due to its brevity and 135
due to its clarity and 74
due to its climate and 102
due to its combining with 69
due to its complex and 102
due to its concern for 79
due to its concern that 95
due to its concern with 154
due to its contact with 721
due to its content and 51
due to its density and 58
due to its efforts that 111
due to its expense and 92
due to its harmony with 45
due to its history and 128
due to its increasing use 80
due to its largely being 120
due to its limited use 53
due to its linkage with 62
due to its location and 478
due to its location near 301
due to its mixture with 74
due to its newness and 47
due to its novelty and 119
due to its overlap with 66
due to its position and 259
due to its position near 102
due to its position with 123
due to its quality and 86
due to its relation with 165
due to its respect for 41
due to its rotation and 67
due to its success and 64
due to its support for 295
due to its weakness and 75
due to lead poisoning and 65
due to long contact with 59
due to low incomes and 110
due to low quality and 71
due to our ancient kings 92
due to our beloved son 95
due to our contact with 66
due to our country and 54
due to our friends and 46
due to our rational and 64
due to our respect for 52
due to our weakness and 69
due to sir omicron pie 50
due to that foolish and 47
due to that general who 65
due to that relation and 41
due to them because they 114
due to this failure that 91
due to this problem and 46
due to this process and 74
due to this process are 59
due to this process can 58
due to this process that 129
due to this quality that 191
due to this weakness that 87
due to two factors that 165
dug in her handbag and 75
dug in her handbag for 111
dug in her pockets for 52
dug in his pockets and 182
dug in his pockets for 255
dug up and carried off 206
dug up and planted with 191
dug up and scalped him 87
dying in her hundred and 72
dying in our streets and 43
dying to get married and 57
