dc and very low frequency 48
do not know why americans 102
do not know why different 75
do not know why everybody 820
do not know why microsoft 69
do not know why precisely 79
do not know why sometimes 68
do not know with certainty 5602
do not know with certitude 81
do not know with exactness 102
do not know yet precisely 129
do not know you thoroughly 40
do not lack any spiritual 191
do not leave any impression 55
do not leave any permanent 105
do not leave any valuables 135
do not leave out important 108
do not like air conditioning 48
do not like any frenchman 86
do not like being addressed 78
do not like being associated 65
do not like being attracted 49
do not like being challenged 67
do not like being dependent 196
do not like being different 139
do not like being disturbed 417
do not like being exploited 65
do not like being obligated 42
do not like being pressured 283
do not like being questioned 159
do not like being separated 130
do not like being surprised 123
do not like her boyfriend 143
do not like his appearance 144
do not like his character 65
do not like his complexion 57
do not like his expression 53
do not like his political 48
do not like its appearance 62
do not like its proponent 48
do not like san francisco 53
do not like that expression 330
do not like that statement 52
do not like that suggestion 40
do not like this conclusion 61
do not like this definition 105
do not like this expression 107
do not like this procedure 76
do not like this suggestion 64
do not like this technique 60
do not live for ourselves 426
do not live for themselves 542
do not live with relatives 85
do not look any different 1406
do not look for gratitude 94
do not look for happiness 162
do not look for loopholes 46
do not look for perfection 291
do not look for reverence 52
do not look for shortcuts 46
do not look that different 168
do not look too carefully 101
do not look too different 118
do not look too surprised 89
do not look with suspicious 86
do not love and appreciate 50
do not love god supremely 98
do not love our neighbors 111
do not make any additional 102
do not make any allowance 393
do not make any alteration 116
do not make any apologies 258
do not make any assertions 158
do not make any assumption 484
do not make any complaint 143
do not make any conditions 42
do not make any connection 137
do not make any engagement 51
do not make any exceptions 108
do not make any important 75
do not make any impression 314
do not make any inquiries 83
do not make any judgments 163
do not make any objections 61
do not make any permanent 62
do not make any political 47
do not make any prediction 41
do not make any profession 45
do not make any provisions 81
do not make any reference 948
do not make any statement 265
do not make any suggestion 65
do not make due allowance 191
do not make for effective 95
do not make for efficient 40
do not make for happiness 209
do not make for interesting 85
do not make for ourselves 98
do not make for themselves 177
do not make long migrations 43
do not make our expedition 119
do not make that assumption 405
do not make that connection 146
do not make that impression 81
do not make that statement 128
do not make that transition 41
do not make them available 124
do not make things difficult 192
do not make this allowance 81
do not make this assumption 1161
do not make this complaint 61
do not make this concession 48
do not make this confession 49
do not make this connection 242
do not make this difficult 230
do not make this discovery 51
do not make this important 56
do not make this impression 85
do not make this inference 60
do not make this sacrifice 47
do not make this separation 67
do not make this statement 701
do not make this suggestion 137
do not make this transition 148
do not meet her standards 82
do not meet his standards 162
do not meet its standards 165
do not meet our definition 120
do not meet our standards 418
do not meet that definition 45
do not meet this assumption 78
do not meet this definition 310
do not meet this objective 126
do not meet with elsewhere 91
do not meet with universal 198
do not mind being addressed 50
do not mind being challenged 42
do not mind being corrected 73
do not mind being different 180
do not mind being disturbed 199
do not mind her roughness 54
do not miss any exercises 40
do not miss any important 246
do not miss this important 49
do not move long distances 78
do not need air conditioning 103
do not need any additional 1279
do not need any apologies 40
do not need any arguments 119
do not need any artificial 126
do not need any assurance 72
do not need any conversion 50
do not need any correction 49
do not need any definition 44
do not need any discussion 42
do not need any documents 40
do not need any elaborate 135
do not need any equipment 271
do not need any expensive 95
do not need any insurance 98
do not need any knowledge 239
do not need any medication 100
do not need any outsiders 84
do not need any permission 106
do not need any political 44
do not need any programming 84
do not need any protection 749
do not need any publicity 112
do not need any reference 44
do not need any reminders 206
do not need any surprises 138
do not need any technical 106
do not need any witnesses 119
do not need for ourselves 47
do not need for themselves 98
do not need her permission 113
do not need his permission 304
do not need his protection 94
do not need his testimony 47
do not need its protection 43
do not need our permission 75
do not need that hypothesis 88
do not need that protection 50
do not need this additional 115
do not need this assumption 67
do not need this hypothesis 113
do not need this knowledge 80
do not need this protection 146
do not need you interfering 40
do not obey any necessary 84
do not obey this principle 51
do not only dip themselves 52
do not only for ourselves 68
do not pass any arguments 50
do not play any important 647
do not play any noticeable 44
do not play any prominent 53
do not plead any extenuating 268
do not pray for ourselves 48
do not pray for themselves 188
do not reach any agreement 43
do not reach that conclusion 45
do not reach this conclusion 193
do not react with molecular 46
do not rest our conclusion 72
do not seek any gratitude 49
do not seek for ourselves 58
do not seem any different 179
do not seem that different 83
do not seem that important 112
do not seem too concerned 888
do not seem too different 44
do not seem too difficult 62
do not seem too important 97
do not seem too surprised 266
do not send him directions 55
do not send our daughters 40
do not show any absorption 67
do not show any additional 68
do not show any advantage 90
do not show any agreement 54
do not show any alteration 142
do not show any association 93
do not show any awareness 72
do not show any connection 100
do not show any evidences 60
do not show any excessive 40
do not show any hostility 43
do not show any important 236
do not show any indication 331
do not show any influence 162
do not show any initiative 59
do not show any knowledge 75
do not show any measurable 211
do not show any noteworthy 56
do not show any noticeable 279
do not show any outstanding 50
do not show any permanent 52
do not show any preferred 112
do not show any structure 69
do not show this association 48
do not show this character 75
do not show this structure 54
do not show with certainty 50
do not sign any agreement 45
do not sign any contracts 79
do not sign this agreement 125
do not skip this important 49
do not speak for ourselves 82
do not speak for themselves 6495
do not speak with certainty 92
do not speak with reference 142
do not spring any surprises 44
do not steal our knowledge 52
do not take any additional 46
do not take any advantage 54
do not take any arguments 112
do not take any effective 40
do not take any initiative 174
do not take any medication 180
do not take any medicines 66
do not take any prisoners 138
do not take any shortcuts 110
do not take him literally 69
do not take out insurance 84
do not take that literally 65
do not take them literally 198
do not take this important 80
do not take this literally 106
do not take this medication 448
do not take this precaution 350
do not take this statement 88
do not take too literally 43
do not think any additional 50
do not think any advantage 97
do not think any character 58
do not think any community 43
do not think any competent 64
do not think any discovery 42
do not think any englishman 46
do not think any gentleman 72
do not think any honorable 116
do not think any important 50
do not think any insoluble 65
do not think any political 99
do not think any politician 43
do not think any practical 43
do not think any president 153
do not think any publisher 40
do not think any reasonable 347
do not think any spectacle 67
do not think are important 166
do not think are necessary 96
do not think but desdemona 314
do not think for ourselves 150
do not think for themselves 1647
do not think her happiness 82
do not think her unfaithful 41
do not think his appearance 48
do not think his arguments 70
do not think his character 79
do not think his influence 92
do not think his intrigues 54
do not think his reputation 51
do not think his statement 45
do not think its necessary 67
do not think our ancestors 45
do not think our customers 71
do not think our generation 45
do not think our political 53
do not think our profession 43
do not think our statement 76
do not think she committed 70
do not think she considers 61
do not think she remembers 263
do not think she succeeded 49
do not think she suspected 124
do not think that alexander 42
do not think that americans 178
do not think that amputation 45
do not think that appellant 64
do not think that arguments 46
do not think that aristotle 210
do not think that christians 234
do not think that coleridge 76
do not think that communism 85
do not think that conclusion 57
do not think that conditions 58
do not think that corruption 90
do not think that criticism 88
do not think that democracy 152
do not think that descartes 256
do not think that discussion 45
do not think that elsewhere 78
do not think that employers 52
do not think that everybody 310
do not think that expression 63
do not think that happiness 97
do not think that heidegger 53
do not think that historians 48
do not think that honorable 55
do not think that important 46
do not think that justifies 85
do not think that knowledge 186
do not think that necessary 133
do not think that nietzsche 58
do not think that novelists 75
do not think that parliament 95
do not think that petitioner 51
do not think that plaintiff 41
do not think that political 206
do not think that president 359
do not think that professor 339
do not think that qualifies 237
do not think that statement 150
do not think that television 130
do not think that throughout 52
do not think that wisconsin 66
do not think that wordsworth 50
do not think them important 75
do not think them necessary 67
do not think they appreciate 122
do not think they influence 57
do not think they recognize 64
do not think they represent 143
do not think they succeeded 79
do not think they suspected 97
do not think they themselves 144
do not think this advisable 68
do not think this afternoon 50
do not think this allegation 65
do not think this amendment 60
do not think this assumption 51
do not think this committee 88
do not think this concession 81
do not think this conclusion 185
do not think this contention 112
do not think this criticism 162
do not think this discussion 95
do not think this expression 42
do not think this generation 79
do not think this gentleman 74
do not think this important 58
do not think this indicates 51
do not think this knowledge 44
do not think this necessary 205
do not think this principle 59
do not think this procedure 59
do not think this qualifies 148
do not think this satisfied 99
do not think this statement 178
do not think this suggestion 68
do not think you altogether 104
do not think you americans 53
do not think you appreciate 969
do not think you gentlemen 65
do not think you recognize 59
do not throw any additional 63
do not throw any exceptions 51
do not throw him overboard 104
do not turn out perfectly 65
do not vary for different 58
do not vary with different 89
do not vary with frequency 105
do not vary with production 669
do not vote for christmas 73
do not vote for president 189
do not wait for customers 45
do not wait for perfection 46
do not wait for permission 113
do not want any accidents 716
do not want any additional 198
do not want any addresses 48
do not want any advantage 54
do not want any agreement 61
do not want any ambiguity 62
do not want any americans 43
do not want any arguments 486
do not want any bloodshed 406
do not want any champagne 49
do not want any commission 46
do not want any conflicts 61
do not want any connection 89
do not want any criticism 79
do not want any discussion 196
do not want any documents 46
do not want any goddamned 67
do not want any gratitude 70
do not want any incidents 92
do not want any insurance 135
do not want any knowledge 43
do not want any loiterers 104
do not want any medication 61
do not want any outsiders 172
do not want any permanent 46
do not want any political 153
do not want any prisoners 163
do not want any protection 106
do not want any publicity 1674
do not want any reminders 120
do not want any repetition 120
do not want any reporters 70
do not want any revolution 52
do not want any sentiment 54
do not want any suggestion 54
do not want any surprises 1687
do not want any territory 191
do not want any unpleasant 135
do not want any volunteer 46
do not want any witnesses 269
do not want bad publicity 82
do not want for ammunition 51
do not want for ourselves 82
do not want for themselves 128
do not want her disturbed 322
do not want her interfering 48
do not want him disturbed 173
do not want him interfering 96
do not want his fragments 52
do not want our customers 109
do not want our daughters 123
do not want our employees 68
do not want our gentleman 65
do not want our neighbors 68
do not want that dominance 49
do not want them destroyed 98
do not want them displayed 42
do not want them disturbed 116
do not want them interfering 98
do not want them ourselves 44
do not want this afternoon 99
do not want this discussion 47
do not want this knowledge 61
do not want this perpetual 113
do not want this sacrifice 63
do not want you complaining 52
do not want you different 56
do not want you disappearing 93
do not want you exhausted 44
do not want you gentlemen 56
do not want you interfering 335
do not want you underfoot 161
do not wish any humiliation 43
do not wish any symphonic 55
do not wish for themselves 45
do not wish thee happiness 49
do not work for companies 69
do not work for everybody 137
do not work for microsoft 45
do not work for ourselves 82
do not work for themselves 462
do not work out correctly 64
do not work out perfectly 98
do not work out precisely 41
do not work out regularly 59
do not work with computers 49
do now make our atonement 79
do our best for ourselves 60
do owe unto all womankind 41
do than coin and circulate 57
do that calm and thoughtful 55
do that work for themselves 80
do they ever ask themselves 43
do they feel any obligation 41
do they give any indication 202
do they give any intrinsic 61
do they have any connection 81
do they have any incentive 42
do they have any influence 103
do they have any knowledge 84
do they have any obligation 43
do they have any relevance 78
do they leave any footsteps 78
do they make any reference 47
do they make them themselves 64
do they reach this conclusion 51
do they speak for themselves 46
do they want for themselves 69
do things like that sometimes 72
do this were not available 43
do this when they attribute 48
do this work for themselves 238
do too much for themselves 40
do with health and happiness 41
do with nothing but phenomena 46
do with radio and television 54
do with their new knowledge 46
do with their own happiness 64
do with their own interests 49
do with their own resources 108
do with truth and falsehood 91
do with what they perceived 45
do with what was available 676
do with what was perceived 42
do you base that assumption 59
do you base that conclusion 125
do you base that statement 82
do you base this conclusion 71
do you call him courageous 72
do you call his barbarous 79
do you call that discovering 48
do you call this gentleman 52
do you call this monstrous 77
do you draw that conclusion 69
do you draw this conclusion 47
do you feel any different 118
do you feel are important 226
do you feel are necessary 180
do you feel that political 80
do you find any foundation 59
do you great and everlasting 113
do you have any additional 113
do you have any conception 61
do you have any indication 100
do you have any knowledge 263
do you have any objections 257
do you have any relatives 151
do you have any suggestion 77
do you have any suspicions 42
do you have any witnesses 69
do you hope for enjoyment 90
do you hunt and persecute 48
do you know how difficult 123
do you know how expensive 56
do you know how important 88
do you know that gentleman 104
do you know that mackenzie 58
do you know that posterity 54
do you know that sometimes 79
do you know this gentleman 224
do you like san francisco 80
do you look for happiness 69
do you make that statement 82
do you make this statement 57
do you reach that conclusion 109
do you reach this conclusion 60
do you shop for groceries 47
do you think are associated 51
do you think are available 63
do you think are desirable 54
do you think are effective 57
do you think are especially 134
do you think are important 929
do you think are necessary 674
do you think are reasonable 50
do you think can prescribe 51
do you think each character 50
do you think our ancestors 82
do you think our prisoners 59
do you think she shuddered 68
do you think that americans 59
do you think that christians 59
do you think that different 47
do you think that everybody 77
do you think that knowledge 207
do you think that miserable 112
do you think that president 81
do you think that sometimes 49
do you think that statement 65
do you think they represent 76
do you think they responded 75
do you think they succeeded 40
do you think this character 140
do you think this community 52
do you think this expression 80
do you think this gentleman 42
do you think this indicates 61
do you think this interview 53
do you think this knowledge 68
do you think this procedure 65
do you think this statement 424
do you think this technique 51
do you think was important 46
do you think you developed 81
do you think you perfectly 104
do you think you performed 84
do you think you responded 74
do you think you succeeded 65
do you want for christmas 2903
do you want them delivered 68
do you want with machinery 42
