daggers was made of iron 50
defined not only the past 40
defined one from the other 114
defined per unit of time 97
defined than those of most 47
defined than those of other 182
defined that will be used 69
defined with more or less 404
defines how data is sent 41
defunct who used to ride 310
degrade him from the rank 73
degrade him when he uses 56
degrade them from the pomp 135
degrade them from the rank 120
degrees and length of time 65
degrees and more or less 44
degrees are said to have 50
degrees are there in angle 393
degrees for half an hour 221
degrees for three or four 64
degrees led even the most 46
degrees may have the same 41
degrees one into the other 55
degrees per unit of time 47
degrees they come to their 44
degrees they will be less 48
deities and many of their 58
deities are more or less 112
deities are said to have 225
deities who came to make 48
delayed for days or even 130
delayed for four or five 129
delayed for half an hour 1368
delayed for over an hour 212
delayed for three or four 349
delayed for three to four 70
delayed for want of fuel 62
delayed for want of means 58
delayed for years or even 55
delayed has made the heart 57
delight all over the north 109
delight and born in pain 56
delight for years to come 133
delight her soul in reading 108
delight she felt in seeing 44
delight she took in seeing 73
delight that went up from 44
delight they find is only 66
delight they took in their 70
delight was great to find 40
delight you take in their 52
deliver and pick up mail 88
deliver and pick up their 61
deliver her baby at home 58
deliver her from the evil 45
deliver her into the arms 51
deliver him from the body 194
deliver him from the coming 70
deliver him from the doom 52
deliver him from the evil 366
deliver him from the great 52
deliver him from the hand 489
deliver him from the jaws 72
deliver him from the lions 55
deliver him from the nets 40
deliver him from the wrath 78
deliver him from the yoke 67
deliver him into my hand 553
deliver him into the hand 371
deliver him into the will 221
deliver him into thy hand 461
deliver him unto the will 318
deliver thee from the lions 576
deliver thee into my hand 192
deliver thee into the hand 277
deliver them back to their 65
deliver them from an evil 301
deliver them from so many 47
deliver them from the body 52
deliver them from the evil 682
deliver them from the fire 210
deliver them from the hand 709
deliver them from the jaws 43
deliver them from the mouth 55
deliver them from the rage 45
deliver them from the rule 43
deliver them from the threat 47
deliver them from the wrath 209
deliver them from the yoke 521
deliver them into my hand 113
deliver them into the hand 876
deliver them into thy hand 57
deliver them only to such 119
deliver them over to evil 40
deliver them over to their 217
deliver you back to your 92
deliver you from my hand 116
deliver you from the body 41
deliver you from the evil 324
deliver you from the hand 226
deliver you from the iron 95
deliver you from the lions 252
deliver you from the wrath 88
deliver you from the yoke 74
deliver you into my hand 800
deliver you into the hand 84
deliver you over to your 81
delusion that there is more 109
delusion that there is nothing 63
delusion that there is some 91
delusion that there is such 77
demanding than those of other 53
demanding than those of their 50
demanding that more be done 57
demanding too much of their 96
demanding too much of your 79
demands and those of other 45
demands and those of their 54
demands are made by those 44
demands are made on boys 45
demands are made on their 292
demands are made on these 74
demands are made on those 48
demands are made on your 214
demands are more or less 218
demands are said to have 63
demands being made on their 149
demands for more or less 168
demands for trial by jury 103
demands for years to come 67
demands his rent in gold 94
demands its range of play 45
demands may take the form 117
demands that even the most 130
demands that more be done 51
demands that must be made 317
demands that nothing be done 149
demands that race be used 79
demands that there be more 52
demands that there be only 160
demands that there be some 578
demands that will be made 2275
demands they face in their 41
demands they made on their 113
demands they make of their 185
demands they make on their 431
demands they make on those 89
demands too much of your 98
demands with those of other 47
demands you make on your 168
demeanor had upon the more 61
dementia who live at home 53
denotes any good or evil 53
denotes that there is some 127
density and size of these 57
density can also be used 124
density may also be used 44
density per unit of land 112
density per unit of time 67
density that were no more 55
dentist who died of aids 99
depending for much of their 46
depending not only on their 351
depending not only on what 192
depending one from the other 45
depending one upon the other 139
depending too much on other 50
depending too much on their 107
depending too much on your 42
depends both upon the form 93
depends both upon the kind 63
depends both upon the mass 57
depends both upon the rate 116
depends both upon the size 120
depends both upon the type 85
depends far less on their 72
depends far less on what 176
depends far more on their 111
depends far more on what 259
depends not just on their 182
depends not just on what 742
depends not just on your 58
depends not only on cell 104
depends not only on cost 157
depends not only on diet 42
depends not only on food 134
depends not only on good 177
depends not only on having 252
depends not only on high 64
depends not only on making 52
depends not only on mass 49
depends not only on other 45
depends not only on past 54
depends not only on size 135
depends not only on soil 99
depends not only on some 81
depends not only on such 206
depends not only on their 4055
depends not only on these 356
depends not only on those 148
depends not only on time 151
depends not only on what 6190
depends not only on when 99
depends not only on your 693
depends not only the fate 46
depends not only the life 59
depends not only the peace 46
depends not upon the fact 140
depends not upon the form 61
depends not upon the length 53
depends not upon the mere 55
depends not upon the size 129
depends not upon the truth 70
depends not upon the will 296
depends too much on luck 43
depends too much on what 147
deposed him from the high 68
deposit are among the most 84
deposit that must be made 42
deprive each other of life 122
deprive each other of living 41
deprive each other of their 86
deprive his sons of their 52
deprive them even of their 61
depriving each other of their 116
depriving her sons of their 42
depriving them even of their 66
derived and what it means 42
derived are such as must 72
derived both from the diet 45
derived both from the male 271
derived not from the fact 114
derived not from the mere 49
derived one from the other 1961
derived them from the same 89
derives both from the fact 97
derives its form as well 111
derives its form in part 43
derives its meaning in part 50
derives its name in part 67
derives not from the fact 413
derives them from an ugly 40
descend and break the iron 142
descend and come to your 119
descend and fill the hall 42
descend and open the door 59
descend and take in their 44
descend one from the other 512
descent and those of other 50
descent and wealth the only 100
descent one from the other 66
descent was made in flat 83
deserting his post of duty 42
deserting his post to save 69
deserts and what he gets 184
deserts are among the most 53
deserve that kind of love 61
deserve this kind of life 58
designs all over the body 42
designs and those of other 57
designs are among the best 48
designs are among the most 476
designs are more or less 297
designs are said to have 210
designs are used to test 61
designs can also be made 68
designs can also be seen 45
designs can also be used 385
designs for many of these 62
designs for sale or other 92
designs for work in gold 547
designs may also be used 113
designs that have the same 42
designs that seem to have 68
designs that will be used 55
designs they fall at best 81
designs with three or more 344
desired had come to pass 88
desired has come to pass 68
desired her maid to leave 53
desired him much to name 49
desired his wife to give 85
desired his wife to make 53
desired his wife to step 65
desired his wife to take 55
desired not only to have 74
desired not only to live 75
desired them here to rest 399
desires and bade me stay 50
desires and sees no dream 53
desires and those of other 58
desires and those of their 102
desires and those of your 73
desires and ways of life 49
desires and what he fears 47
desires are among the most 62
desires are more or less 209
desires for more or less 50
desires for what he less 40
desires for what is good 232
desires him here in vain 91
desires not only to make 97
desires you only to take 59
despair and from the hell 44
despair and into the arms 54
despair and lack of faith 74
despair and lack of hope 101
despair and loss of faith 143
despair and loss of hope 152
despair and loss of self 101
despair for half an hour 89
despair hung over the land 87
despair that clung to life 42
despair that there is nothing 50
despise you from my soul 70
despite being among the most 67
despite being from the same 41
despite his lack of faith 87
despite his lack of size 46
despite his lack of wealth 41
despite his lack of years 65
despite his wish to keep 49
despite its more or less 119
despite our wish to keep 89
dessert can also be made 56
destiny and done my duty 128
destiny for good or evil 394
destiny for years to come 81
destroy all hope of ever 50
destroy all hope of saving 65
destroy all hope of their 58
destroy all peace of mind 108
destroy all such as were 75
destroy and make to cease 50
destroy any form of life 96
destroy each other as well 43
destroy each other by their 116
destroy each other in their 144
destroy her peace of mind 255
destroy him from the face 61
destroy his peace of mind 501
destroy his soul or save 45
destroy his theory by means 86
destroy his will to live 51
destroy man from the face 166
destroy not only the body 81
destroy one half of their 62
destroy our peace of mind 278
destroy them from the face 339
destroy them there is nothing 102
destroy this atom of dust 66
destroy you from the face 152
detaching his mind at will 90
detaching one from the other 44
detaching them from the rest 146
details and aims at giving 84
details and more or less 48
details are among the most 45
details are hard to come 163
details are lost to view 86
details are more or less 468
details are much the same 175
details are said to have 44
details but also in their 41
details can make or break 202
details can only be seen 65
details for some of these 50
details may well be left 41
details nor said my aunt 112
details not only of their 47
details that come to mind 194
details that have no bearing 243
details that help to make 76
details that make or break 70
details that make the hard 40
details that make up your 65
details that must be dealt 71
details that must be done 58
details that seem to have 104
details that went to make 70
details that will be used 76
details with those of other 45
details with what we know 53
details you have to omit 42
details you need to know 547
details you need to make 244
details you need to plan 45
details you want to know 56
details you want to show 44
details you will be able 50
detecting and bringing to trial 264
deterring them from the like 62
detract one from the other 44
develop all over the body 106
develop all three of these 41
develop and grow in their 137
develop and grow in ways 41
develop and grow to their 42
develop and make the best 173
develop and make the most 280
develop and rely on their 53
develop and sell the land 121
develop and test the ideas 43
develop him into the giant 44
develop its left wing here 70
develop new ones to meet 102
develop new ways of acting 98
develop new ways of coping 521
develop new ways of dealing 263
develop new ways of life 59
develop new ways of living 225
develop new ways of making 119
develop new ways of seeing 228
develop new ways to cope 54
develop new ways to help 60
develop new ways to make 67
develop new ways to meet 65
develop new ways to treat 43
develop new ways to work 40
develop one from the other 131
develop this kind of work 46
develop this part of their 45
develop this part of your 65
develop this side of their 94
develop this theme at length 68
develop this theme in more 96
develop two sets of teeth 116
develop with more or less 48
deviation can also be used 77
devices and some of their 51
devices are also of great 61
devices are among the most 178
devices are here to stay 44
devices are more or less 284
devices are said to have 82
devices are used as well 41
devices are used by many 47
devices are used in many 145
devices are used in most 150
devices are used in other 40
devices are used in some 84
devices are used in such 46
devices are used in these 57
devices are used to form 52
devices are used to give 165
devices are used to help 241
devices are used to hold 187
devices are used to keep 265
devices are used to link 62
devices are used to make 492
devices are used to mark 49
devices are used to move 89
devices are used to save 49
devices are used to send 40
devices are used to show 57
devices are used to take 63
devices are used to test 48
devices are used to treat 64
devices can also be made 70
devices can also be used 1707
devices can have the same 102
devices can only be used 129
devices can take the form 64
devices may also be used 885
devices may have the same 42
devices may take the form 75
devices not only to make 55
devices that have no moving 42
devices that have the same 133
devices that help to make 51
devices that make up your 54
devices that must be used 115
devices that need to send 60
devices that seem to have 51
devices that will be able 45
devices that will be used 467
devices you have in your 40
devices you have on your 48
devised with more or less 99
devoted far more of their 61
devoted her life to bringing 136
devoted her life to caring 309
devoted her life to good 142
devoted her life to making 220
devoted her life to taking 90
devoted her life to their 73
devoted her life to trying 71
devoted her life to work 66
devoted her time to caring 42
devoted her time to making 61
devoted her time to reading 59
devoted his life to bringing 210
devoted his life to caring 165
devoted his life to ending 46
devoted his life to giving 80
devoted his life to good 105
devoted his life to healing 143
devoted his life to living 44
devoted his life to making 716
devoted his life to reading 40
devoted his life to saving 256
devoted his life to seeing 48
devoted his life to some 43
devoted his life to such 98
devoted his life to taking 137
devoted his life to their 971
devoted his life to these 163
devoted his life to those 44
devoted his life to trying 237
devoted his life to what 127
devoted his life to work 193
devoted his time to making 180
devoted his time to other 106
devoted his time to reading 205
devoted his time to work 62
devoted not only to their 57
devoted six years to their 40
devoted they were to their 56
devoted too much of their 187
devotes her life to good 40
devotes his life to making 84
devotes his life to some 52
devotes his life to such 75
devotes his time to making 43
devotion hath been the most 45
devotion they took up their 62
devouring are just so many 80
diabetes are also at risk 61
diabetes are among the most 65
diagnose and treat the case 60
diagnose and treat the more 44
diagnose and treat the most 59
diagnose and treat the sick 121
diagrams are more or less 53
diagrams are used to help 101
diagrams are used to show 574
diagrams can also be used 716
diagrams can only be used 41
diagrams may also be used 213
dialects and came to speak 45
dialects and ways of life 40
dialects are more or less 197
dialects are said to have 67
dialogue can also be used 59
dialogue with those of other 294
dialysis can also be used 51
diameter and depth of hole 143
diameter and four or five 284
diameter and four to five 96
diameter and half an inch 1407
diameter and half as deep 49
diameter and half the length 74
diameter and have the same 54
diameter and length of pipe 221
diameter and length of these 48
diameter and length of tube 62
diameter and more or less 149
diameter and three in depth 221
diameter and three or four 406
diameter and three to five 55
diameter and three to four 150
diameter and vary in length 103
diameter and width of face 48
diameter can also be used 83
diameter can just be seen 79
diameter may also be used 59
diameter per foot of length 119
diameter per mile of pipe 80
diameter per unit of length 48
diamonds and bars of gold 56
diamonds and gold in south 239
diamonds and gold of south 46
diamonds and ingots of gold 40
diamonds are said to have 83
diamonds are used to make 55
dictate its will to other 101
differing and more or less 42
differing each from the other 230
differing not only in size 240
differing not only in their 422
differing one from the other 1043
differing thus from the less 51
differs not only in size 129
differs one from the other 94
diffuse and more or less 208
diffuse its seed to some 44
diffuse one into the other 159
diffuse out from the cell 91
diffuse out into the bulk 43
digesting for half an hour 52
dignity and left the room 43
dignity and meaning in life 66
dignity and meaning in their 40
dignity and meaning of life 96
dignity and meaning to life 99
dignity and meaning to their 92
dignity and peace of mind 981
dignity and truth as there 49
dignity and wealth of their 42
dignity and worth in their 141
dignity and worth of life 112
dignity and worth of other 73
dignity and worth of such 97
dignity and worth of their 244
dignity and worth of those 85
dignity and worth to life 47
dignity are what it most 104
dignity for want of some 41
dignity not only to seek 64
dignity than many of these 44
dignity that made me feel 43
dilated and fail to react 48
dilated and more or less 137
dilated and ready to push 101
dilemma for even the most 49
dilemma had like to have 47
diluted with four or five 492
diluted with half as much 150
diluted with milk or cream 44
diluted with more or less 136
diluted with three or four 834
diluted with three to four 90
directing his view to find 137
directing them back to your 45
directing this work to meet 41
directing you even to their 91
disband his army as soon 93
discard and what to keep 85
discard him when he hears 43
discard them from the list 40
discern one from the other 327
discern that what is true 279
discern thou what is thine 101
discord with those of their 123
discuss all three of these 122
discuss and come to some 51
discuss and vote the laws 96
discuss each case in turn 47
discuss each part in turn 42
discuss each step in more 65
discuss each step in turn 82
discuss each theory in turn 47
discuss each type in turn 78
discuss his work at length 139
discuss how best to help 70
discuss how best to make 59
discuss how best to meet 53
discuss how much of what 46
discuss how some of these 234
discuss that when the time 86
discuss that when we meet 82
discuss them face to face 42
discuss them here in more 41
discuss them here in some 42
discuss them more or less 50
discuss them when we come 67
discuss them when we meet 59
discuss this ahead of time 62
discuss this case in more 131
discuss this case in some 70
discuss this face to face 96
discuss this more at length 121
discuss this more in depth 41
discuss this theory in more 50
discuss this when we come 44
discuss this when we meet 107
discuss this work in more 61
discuss this work in some 53
discuss who will do what 51
discuss with more or less 58
disdain and defy the same 44
disdain and left the room 66
disdain and mock the form 123
disdain for those on whom 52
diseased man whom the gods 42
diseases are among the leading 198
diseases are among the more 64
diseases are among the most 1563
diseases are more or less 780
diseases are much the same 63
diseases are said to have 145
diseases may have the same 52
diseases that have no cure 65
diseases that have the same 49
diseases that seem to have 114
diseases that used to kill 182
disgust and left the room 139
disgust they felt at their 80
disgust you kick the mass 40
dislike being made to feel 82
dislike each other as much 46
dislike each other so much 304
dislike that kind of work 239
dislike that sort of work 57
dismiss her from my mind 100
dismiss him from my mind 177
dismiss him from the army 154
dismiss him from the post 105
dismiss him from the room 41
dismiss him from the suit 83
dismiss them from my mind 204
dismiss them from the army 46
dismiss them from the mind 47
dismiss them from the most 128
dismiss this view of their 40
dismiss you from my mind 43
display all three of these 104
display and sale of such 44
display and sale of their 77
display can also be used 374
display for sale the toys 40
display may also be used 47
display one line of text 52
display that game in coin 340
display them full as well 67
display them side by side 177
display this form of face 41
dispose and give in alms 45
dispose his heart to love 46
dispose his mind to such 78
dispose his mind to think 98
disposing his army in five 66
disposing his time so well 46
dispute and those of other 78
dispute for years to come 132
dispute had gone to these 93
dispute has been so much 328
dispute now grew so very 79
dispute out into the open 53
dispute that there is much 55
dispute that there is some 145
dispute that there is such 117
dispute was kept on foot 61
dispute was laid to rest 41
dispute was said to have 47
dispute you have the wrong 77
distant and hard to reach 115
distant and more or less 308
distant each from the other 97
distant one from the other 1960
distant than such or such 113
distant they will be from 42
distort and rend the mind 107
distort our view of what 51
disturb and break the peace 53
disturb each other at their 93
disturb each other in their 100
disturb her peace of mind 550
disturb him till the next 59
disturb his peace of mind 2699
disturb our peace of mind 550
disturb too early the fine 45
disunion that were so soon 43
diverge one from the other 210
diverging one from the other 67
diverse and more or less 192
diverse not only in their 60
diverse one from the other 178
diverse than those of other 108
diverse than those of their 77
diverting them from the slow 90
diverting too much of their 60
divided and more or less 123
divided each from the other 118
divided him from the other 41
divided him from the park 98
divided his army in three 55
divided not only by race 85
divided not only by their 70
divided not only in their 42
divided off from the main 231
divided off from the other 99
divided off from the rest 595
divided one from the other 1262
divided them among the poor 128
divided them among the three 59
divided them from the left 43
divided them from the other 40
divided them from the raging 45
divided them from the rest 159
divided them from the tent 47
divided them from the town 41
divided them into as many 58
divided them into so many 44
divided them into the three 57
divides earth from the moon 52
divides one from the other 191
divides them from the other 40
divides them from the rest 83
divines are able to teach 40
divines are said to have 46
divines her meaning at once 124
divines that there is some 181
divines they have no other 43
division and sale of land 76
division and threw it into 109
division are more or less 41
division are said to have 48
division can also be made 89
division can also be seen 89
division can also be used 74
division can only be made 52
division had come up from 83
division has been to grow 93
division may also be made 80
division was made in such 51
division was more or less 181
division was much the same 44
division was ready to move 89
division was ready to take 49
division was said to have 117
divorce his wife at will 1226
divorce his wife by giving 54
divorce his wife by saying 134
divorce his wife or take 112
divorce one from the other 1188
divorcing one from the other 54
doctors and some of their 44
doctors are able to give 44
doctors are able to help 44
doctors are able to make 61
doctors are able to treat 45
doctors are among the best 46
doctors are among the most 58
doctors are more or less 66
doctors are said to have 182
doctors are there to help 42
doctors are trying to find 61
doctors are trying to help 44
doctors can cure the sick 53
doctors had left the room 81
doctors had made it clear 59
doctors say there is nothing 179
doctors who seem to have 45
doctors who were on duty 42
dollars and dump the body 60
dollars and give the lump 41
dollars and years of their 43
dollars and years of time 151
dollars and years of work 126
dollars are said to have 182
dollars are used to fund 77
dollars can also be used 42
dollars for four or five 335
dollars for half an hour 148
dollars for three or four 56
dollars per hour of work 40
dollars per mile of line 71
dollars per mile of road 132
dollars per month is paid 46
dollars per month or more 103
dollars per unit of time 854
dollars per week or less 48
dollars per week or month 84
dollars per week or more 53
dollars that from the wool 41
dollars that have the same 68
dollars that must be paid 162
dollars that will be paid 80
dollars was paid in cash 81
dollars was said to have 81
dollars you have in your 78
domains are more or less 117
dominion and held it have 48
dominion and wealth of great 40
dominion one over the other 40
donated his time to help 45
donated one acre of land 123
doorway and down the hall 274
doorway and into the dark 41
doorway and into the hall 324
doorway and into the living 186
doorway and into the main 45
doorway and into the room 217
doorway and shut the door 107
doorway set into the wall 46
dormant for four or five 59
dormant for three or four 41
dormant for years or even 92
doubled him over in pain 54
doublet was cloth of gold 109
doublet with cloth of gold 92
doubted her love no more 55
doubted not were to throw 62
doubted that even the most 200
doubted that many of these 173
doubted that many of those 52
doubted that most of these 43
doubted that some of these 65
doubted that there is much 159
doubted that there is some 138
doubted that there is such 143
doubted that when the time 56
dowager was saying to miss 42
drafted and sent to camp 55
drafted and sent to fort 120
drafted and sent to korea 101
drafted him into the army 95
drafted men into the army 51
drafted them into the army 52
dragged all over the same 78
dragged her back to their 55
dragged her down the hall 344
dragged her down the hill 40
dragged her from the room 561
dragged her from the sofa 57
dragged her into the back 169
dragged her into the boat 64
dragged her into the cave 45
dragged her into the dining 45
dragged her into the great 84
dragged her into the hall 171
dragged her into the living 432
dragged her into the next 112
dragged her into the room 368
dragged her into the yard 63
dragged her over the side 44
dragged him along as well 62
dragged him along the park 99
dragged him along the road 107
dragged him away at once 44
dragged him away to their 55
dragged him back to camp 60
dragged him back to life 65
dragged him back to their 107
dragged him down the back 93
dragged him down the hall 323
dragged him down the hill 110
dragged him down the road 79
dragged him down to hell 225
dragged him down to their 44
dragged him from the cell 48
dragged him from the feast 57
dragged him from the fire 47
dragged him from the hall 57
dragged him from the hiding 57
dragged him from the road 59
dragged him from the room 590
dragged him from the spot 86
dragged him from the tent 105
dragged him from the tree 51
dragged him from the wall 56
dragged him into the back 286
dragged him into the boat 351
dragged him into the bush 46
dragged him into the canoe 45
dragged him into the cave 84
dragged him into the cell 95
dragged him into the city 46
dragged him into the cold 77
dragged him into the dark 43
dragged him into the dining 68
dragged him into the hall 222
dragged him into the living 301
dragged him into the mess 68
dragged him into the next 67
dragged him into the open 165
dragged him into the other 50
dragged him into the road 51
dragged him into the room 683
dragged him into the tent 43
dragged him into the yard 140
dragged him over the edge 47
dragged him over the side 71
dragged him over the snow 81
dragged him over the three 64
dragged his mouth to hers 131
dragged out from the wall 105
dragged out into the hall 53
dragged out into the open 1814
dragged out into the road 55
dragged out into the room 41
dragged out into the snow 48
dragged out into the yard 111
dragged out over the next 41
dragged them along the road 218
dragged them back to their 151
dragged them into the room 122
dragons are said to have 59
drained off into the nose 66
drained off when the back 47
drawers and shut the door 41
drawers one over the other 44
drawled out from on deck 148
dreadful bed were the only 88
dreadful day when the full 61
dreadful this side of hell 92
dressed and came on deck 53
dressed and come on down 75
dressed and left the room 415
dressed and left the tent 42
dressed and made up like 363
dressed and ready to come 47
dressed and ready to face 185
dressed and ready to help 42
dressed and ready to leave 3289
dressed and ready to meet 78
dressed and ready to move 45
dressed and ready to play 83
dressed and ready to ride 53
dressed and ready to step 40
dressed and ready to take 137
dressed and ready to walk 137
dressed and ready to work 43
dressed and went at once 84
dressed and went on deck 401
dressed and went to dine 44
dressed and went to find 108
dressed and went to look 49
dressed and went to meet 44
dressed and went to work 321
dressed for half an hour 46
dressed for work the next 43
dressed out like so many 50
dressed with care to play 49
dressed with cloth of gold 203
dressed with more or less 104
dresser and left the room 54
dresses and acts the part 52
dresses cut from the same 50
dresses that clung to their 42
dressings can also be used 52
dressings may also be used 82
dribble and pass the ball 187
drifted off into the dark 151
drifted off into the land 106
drifted off into the most 42
