daffodils in the spring and 59
dedicated to the work they 40
dedicated to the young and 40
dedicated to the young earl 138
dedicated to the young men 297
dedication of at least one 52
dedication of the book and 43
dedication of the book was 53
dedication of the heart and 49
dedication of the land for 70
dedication of the site for 69
dedication to an ideal and 40
dedication to an ideal that 56
dedication to the aims and 65
dedication to the arts and 74
dedication to the game and 74
dedication to the gods and 49
dedication to the health and 51
dedication to the land and 57
dedication to the lord and 185
dedication to the poor and 148
dedication to the sick and 79
dedication to the task and 153
dedication to the task that 52
dedication to the task was 52
dedication to the truth and 107
dedication to the well being 87
dedication to the work and 94
dedication to the work that 58
deductions at the time they 54
deductions in the same way 75
deductions in the years that 42
deductions on the theory that 162
deductions to be made and 83
deductions to be made are 54
deductions to be made for 467
deductions to be made with 71
defamation of the army and 45
defaulted on the debt and 44
defaulted on the loan and 411
defaulted on the note and 197
defective in at least one 121
defective in at least two 136
defective in the same way 273
defective in the very way 44
defendant as the case may 288
defendant at the time and 199
defendant at the time that 273
defendant at the time they 53
defendant at the time was 162
defendant at the trial and 76
defendant at the trial that 110
defendant at the trial was 89
defendant by the fifth and 50
defendant in the case and 179
defendant in the case had 256
defendant in the case that 56
defendant in the case was 487
defendant in the hope that 136
defendant in the past has 54
defendant in the same way 193
defendant in the suit and 101
defendant in the suit for 89
defendant in the suit was 141
defendant in the view that 68
defendant is in some way 53
defendant is on trial for 302
defendant is the least that 241
defendant is the only one 156
defendant of the fact that 284
defendant of the said sum 62
defendant of the time and 103
defendant of the very act 86
defendant on the same day 252
defendant on the theory that 650
defendant to be dealt with 68
defendant to be kept and 54
defendant to be paid for 46
defendant to do more than 80
defendant to do some act 104
defenders is to take its 45
defenders of the city and 258
defenders of the city are 93
defenders of the city had 203
defenders of the city who 82
defenders of the city with 56
defenders of the faith and 883
defenders of the faith are 235
defenders of the faith but 60
defenders of the faith for 50
defenders of the faith had 117
defenders of the faith than 47
defenders of the faith that 123
defenders of the faith was 61
defenders of the faith who 204
defenders of the faith with 60
defenders of the fort and 78
defenders of the fort had 111
defenders of the good old 46
defenders of the holy see 398
defenders of the home and 52
defenders of the laws and 62
defenders of the need for 43
defenders of the peace and 49
defenders of the poor and 207
defenders of the poor man 44
defenders of the post had 68
defenders of the south and 58
defenders of the test act 97
defenders of the theory that 180
defenders of the town and 67
defenders of the town had 110
defenders of the truth and 73
defenders of the truth are 49
defenders of the union and 138
defenders of the union can 123
defenders of the union had 42
defenders of the union than 50
defenders of the view that 728
defenders to the last man 71
defensive in the north and 53
defensive in the west and 503
deference to my more than 48
deference to the fact that 2674
deference to the fair sex 132
deference to the great and 57
deference to the great man 103
deference to the great men 77
deference to the holy see 287
deference to the lady who 62
deference to the laws and 93
deference to the need for 150
deference to the past and 43
deference to the pope and 40
deference to the rank and 43
deference to the rich and 69
deference to the view that 160
deference to the whim and 41
deference to the will and 59
deference to the years and 80
deficient as to leave him 43
deficient in at least one 1211
deficient in at least two 728
deficient in the blue and 44
deficient in the diet and 59
deficient in the gene for 91
deficient in the other two 40
deficient in the same way 265
deficient in the soil and 119
deficient in the vast and 51
deficient in the vile and 75
deficient is the only one 101
definable in the same way 69
definition as to what they 43
definition as to what was 72
definition by no means met 63
definition by the fact that 152
definition in the fact that 43
definition in the hope that 50
definition in the same way 262
definition is at odds with 111
definition is at once too 105
definition is in line with 446
definition is no more than 117
definition is so wide that 116
definition is the best one 105
definition is the fact that 1674
definition is the need for 79
definition is the only one 494
definition is the only way 229
definition is the same for 145
definition is the same that 113
definition is the same with 77
definition is the view that 58
definition is to have any 45
definition it is clear that 2904
definition it is said that 85
definition it is seen that 415
definition of an acid and 165
definition of an epic poem 120
definition of an ideal gas 452
definition of at least one 401
definition of at least two 123
definition of it also has 127
definition of it brings out 41
definition of the aims and 336
definition of the areas that 42
definition of the arts and 63
definition of the body and 73
definition of the city and 116
definition of the city can 77
definition of the city that 47
definition of the cold war 255
definition of the data and 145
definition of the data being 106
definition of the data set 62
definition of the data that 151
definition of the ends and 43
definition of the fact that 191
definition of the faith and 52
definition of the faith that 43
definition of the faith was 61
definition of the firm has 49
definition of the form and 172
definition of the form that 54
definition of the goal and 164
definition of the good and 205
definition of the good man 82
definition of the good that 123
definition of the good was 48
definition of the great man 123
definition of the high seas 270
definition of the ideal gas 112
definition of the ideal man 65
definition of the just and 46
definition of the just war 76
definition of the kind and 60
definition of the kind that 43
definition of the last two 47
definition of the main idea 41
definition of the male and 66
definition of the meaning and 428
definition of the meaning that 45
definition of the mind and 75
definition of the name and 75
definition of the name man 95
definition of the need for 318
definition of the norm and 43
definition of the noun and 46
definition of the other and 42
definition of the other two 93
definition of the past and 74
definition of the range and 75
definition of the role and 697
definition of the role for 54
definition of the role that 332
definition of the role was 43
definition of the self and 431
definition of the self has 48
definition of the self that 361
definition of the sign and 73
definition of the sign can 187
definition of the sine and 80
definition of the site and 112
definition of the size and 179
definition of the sort that 68
definition of the soul and 164
definition of the soul than 41
definition of the soul that 123
definition of the task and 252
definition of the term and 1654
definition of the term are 100
definition of the term art 53
definition of the term being 55
definition of the term but 177
definition of the term can 231
definition of the term does 97
definition of the term for 279
definition of the term god 60
definition of the term had 84
definition of the term has 717
definition of the term jew 61
definition of the term law 88
definition of the term may 245
definition of the term non 44
definition of the term nor 61
definition of the term see 141
definition of the term than 121
definition of the term that 1542
definition of the term was 695
definition of the term with 118
definition of the term you 125
definition of the test for 48
definition of the time and 51
definition of the true and 136
definition of the true end 57
definition of the true poet 51
definition of the type and 207
definition of the type that 43
definition of the unit and 81
definition of the unit that 46
definition of the ways and 44
definition of the wise man 95
definition of the word and 635
definition of the word art 56
definition of the word but 89
definition of the word can 129
definition of the word does 46
definition of the word for 121
definition of the word god 156
definition of the word has 269
definition of the word idea 76
definition of the word law 123
definition of the word man 229
definition of the word may 94
definition of the word than 45
definition of the word that 830
definition of the word was 346
definition of the word with 68
definition of the word you 78
definition of the work and 96
definition of the work that 177
definition to be used for 111
deflected by the fact that 168
deflected in the same way 151
deflected to the left and 333
deflected to the north and 144
deflected to the south and 73
deflected to the west and 71
deflection at the free end 3885
deflection at the left end 282
deflection is the same for 119
deflection is the same with 42
deflection of at least one 42
deflection of no more than 52
deflection of the beams and 44
deflection of the coil and 98
deflection of the coil for 52
deflection of the free end 1342
deflection of the gold leaf 128
deflection of the left end 130
deflection of the north end 87
deflection of the rays was 55
deflection of the same beam 123
deflection of the spring and 115
deflection of the spring due 76
deflection of the spring for 44
deflection of the spring may 48
deflection of the spring with 45
deformity is so great that 173
deformity of the body and 49
deformity of the bone and 53
deformity of the bone may 48
deformity of the face and 147
deformity of the feet and 204
deformity of the foot and 427
deformity of the foot are 41
deformity of the foot due 73
deformity of the foot may 80
deformity of the foot that 123
deformity of the foot with 107
deformity of the hand and 116
deformity of the heel and 53
deformity of the hips and 64
deformity of the jaws and 40
deformity of the knee and 147
deformity of the knee can 40
deformity of the knee may 76
deformity of the knee with 48
deformity of the left hip 88
deformity of the left leg 45
deformity of the legs and 67
deformity of the mouth and 51
deformity of the neck and 107
deformity of the nose and 135
deformity of the nose are 47
deformity of the nose may 72
deformity of the ribs and 50
deformity of the tibia and 70
defrauded of the just and 54
delegated by the holy see 500
delegated to the pope and 99
delegated to the wife and 176
delegates in the same way 43
delegates in the south and 51
delegates of the holy see 588
delegates of the need for 64
delegates of the ussr and 48
delegates on the last day 46
delegates on the need for 67
delegates to go along with 41
delegates to go home and 66
delegates to the fact that 352
delegation of the care and 46
delegation of the holy see 384
delegation to the food and 46
delegation to the sixth pan 60
delegation to the ussr and 68
delighted at the fact that 250
delighted at the news and 205
delighted at the news that 513
delighted at the tone with 68
delighted at the turn things 273
delighted at the very idea 52
delighted at the view his 42
delighted at the young man 44
delighted by the fact that 1539
delighted by the news and 87
delighted by the news that 524
delighted by the young man 54
delighted in by those who 51
delighted in my life than 205
delighted in the fact that 2449
delighted in the pomp and 50
delighted in the saying that 44
delighted me by saying that 143
delighted me so much that 263
delighted me to find that 153
delighted me to think that 102
delighted to be among them 50
delighted to be back and 64
delighted to be back with 148
delighted to be done with 57
delighted to be here and 258
delighted to be here this 144
delighted to be here with 217
delighted to be seen near 64
delighted to be seen with 40
delighted to be there and 141
delighted to be told that 982
delighted to do just that 105
delighted to go along with 110
delighted to go into any 45
delimited by the fact that 218
delimited in the same way 91
delimited on the north and 48
delineated by the fact that 128
delineated in the same way 90
delineation of the form and 83
delineation of the ideal than 55
delineation of the life and 365
delineation of the rise and 87
delineation of the role and 41
delineation of the site and 46
delineation of the size and 50
delivered at the army war 125
delivered at the fine old 45
delivered at the other end 742
delivered at the site and 72
delivered at the third all 102
delivered at the time and 251
delivered at the time that 111
delivered at the time they 80
delivered at the yale law 69
delivered by no less than 43
delivered by the late sir 63
delivered by the next day 77
delivered by the pump and 84
delivered by the pump per 50
delivered by the same man 66
delivered in the home and 63
delivered in the hope that 92
delivered in the last few 47
delivered in the last two 58
delivered in the last year 122
delivered in the name and 68
delivered in the next few 73
delivered in the next two 103
delivered in the open air 560
delivered in the past and 55
delivered in the past year 61
delivered in the same way 787
delivered in the same year 522
delivered in the spring and 41
delivered in the third year 53
delivered it the next day 163
delivered it the same day 93
delivered it to those who 103
delivered on the fifth day 58
delivered on the last day 371
delivered on the next day 143
delivered on the same day 2862
delivered on the site and 82
delivered on the spot and 46
delivered on the third day 106
delivered on the very day 135
delivered on the very eve 43
delivered the king from his 47
delivered to be paid for 90
delivered to me from his 62
delivered to no other use 67
delivered to or left for 44
delivered to the army air 146
delivered to the army and 164
delivered to the army for 58
delivered to the bank and 65
delivered to the bank for 141
delivered to the body and 69
delivered to the care and 67
delivered to the cell and 45
delivered to the city for 40
delivered to the cook with 48
delivered to the door and 82
delivered to the door each 44
delivered to the duke with 58
delivered to the early earth 59
delivered to the heart and 87
delivered to the home and 144
delivered to the line and 52
delivered to the load and 456
delivered to the load can 184
delivered to the load for 114
delivered to the load may 85
delivered to the load with 154
delivered to the lungs and 97
delivered to the lungs for 58
delivered to the mill and 67
delivered to the mill for 47
delivered to the navy and 80
delivered to the navy for 57
delivered to the other end 153
delivered to the poor and 65
delivered to the room and 75
delivered to the room each 47
delivered to the room for 60
delivered to the said sir 381
delivered to the said six 54
delivered to the site and 458
delivered to the site but 91
delivered to the site for 192
delivered to the site with 81
delivered to the skin and 58
delivered to the user and 69
delivered to the user for 65
delivered to the young man 64
delivered to the young men 249
delivered to us from our 73
delivered up by those who 57
delivered up of their own 71
delivered up the arms and 45
delivered up the great seal 835
delivered up the town and 55
delivered up to fire and 73
delivered up to their own 104
delivered up to those who 203
deliverer of the poor and 65
democracy as an ideal and 219
democracy as no more than 49
democracy as the best way 146
democracy as the only real 87
democracy as the only way 256
democracy as the west has 58
democracy as we know and 140
democracy as we know them 54
democracy at the base and 62
democracy in at least two 61
democracy in the arab and 47
democracy in the army and 43
democracy in the cold war 167
democracy in the fact that 162
democracy in the fifth and 56
democracy in the home and 73
democracy in the hope that 130
democracy in the last two 67
democracy in the past and 49
democracy in the past has 64
democracy in the past two 53
democracy in the same way 645
democracy in the south and 143
democracy in the south was 58
democracy in the union and 64
democracy in the ussr and 58
democracy in the west and 654
democracy in the west has 259
democracy in the west was 124
democracy is an ideal that 146
democracy is at odds with 67
democracy is in fact but 57
democracy is no more than 271
democracy is so great that 131
democracy is the best and 75
democracy is the best way 355
democracy is the cure for 43
democracy is the fact that 730
democracy is the least bad 130
democracy is the name for 63
democracy is the need for 44
democracy is the only one 572
democracy is the only real 48
democracy is the only way 259
democracy is the worth and 68
democracy is to find out 44
democracy is to have any 244
democracy of the fifth and 88
democracy of the kind that 189
democracy of the north and 138
democracy of the sort that 62
democracy of the type that 50
democracy of the west and 209
democracy of the west was 55
democracy to the fact that 89
democrats is the true one 74
demolition by the size and 47
demolition of the cart and 92
demolition of the case for 55
demolition of the city and 49
demolition of the fort and 44
demolition of the wall and 59
demolition of the west end 54
denotation is the same with 49
denounced at the time and 48
denounced by the other and 95
denounced in the name and 98
denounced in the same way 65
denounced it at least six 269
denounced to the holy see 168
densities in the iron and 47
densities of no more than 62
densities of the ball and 45
densities of the body and 76
densities of the core and 70
densities of the drop and 46
densities of the heavy and 55
densities of the other two 56
dentistry is the fact that 40
denudation of the land and 74
denudation of the land was 67
denudation of the soil and 43
departure as if nothing had 43
departure be of more than 50
departure by an hour and 40
departure in the fact that 155
departure in the hope that 297
departure in the same way 72
departure in the same year 40
departure is the fact that 763
departure is the same for 50
departure is the view that 110
departure of an army for 72
departure of at least one 53
departure of my wife and 49
departure of so many men 147
departure of the army and 73
departure of the army for 322
departure of the army was 170
departure of the boat and 41
departure of the boat for 67
departure of the boat was 103
departure of the duke and 130
departure of the gods and 45
departure of the good old 183
departure of the goths and 40
departure of the great man 79
departure of the hero for 162
departure of the jews and 82
departure of the jews out 231
departure of the jews was 52
departure of the last one 41
departure of the last two 53
departure of the mail for 67
departure of the mail was 48
departure of the other two 82
departure of the pony was 44
departure of the pope and 42
departure of the shah and 76
departure of the ship and 164
departure of the ship for 129
departure of the ship that 188
departure of the ship was 114
departure of the soul and 69
departure of the three men 131
departure of the wise men 122
departure of the young and 76
departure of the young man 221
departure of the young men 228
departure on the last day 78
departure on the next day 137
departure on the same day 110
departure on the third day 47
dependent he is upon his 65
dependent in at least one 77
dependent in the same way 453
dependent on at least one 327
dependent on at least two 367
dependent on it even for 46
dependent on it when death 63
dependent on my love and 68
dependent on no free act 119
dependent on no other being 151
dependent on so many things 113
dependent on the aims and 46
dependent on the angle and 49
dependent on the army and 97
dependent on the army for 261
dependent on the bank for 118
dependent on the body and 422
dependent on the body but 60
dependent on the body for 424
dependent on the body than 42
dependent on the care and 409
dependent on the care with 168
dependent on the city and 73
dependent on the city for 328
dependent on the coal and 49
dependent on the cold war 57
dependent on the core for 57
dependent on the cost and 98
dependent on the crop and 51
dependent on the data and 132
dependent on the data being 121
dependent on the data set 78
dependent on the data that 148
dependent on the depth and 300
dependent on the diet and 44
dependent on the dose and 534
dependent on the drug and 344
dependent on the drug for 66
dependent on the drug that 155
dependent on the fact that 12718
dependent on the faith and 68
dependent on the farm for 68
dependent on the firm and 60
dependent on the firm for 100
dependent on the flow and 55
dependent on the food and 119
dependent on the food that 60
dependent on the food they 70
dependent on the form and 442
dependent on the free and 60
dependent on the free use 44
dependent on the good and 107
dependent on the gulf for 47
dependent on the health and 363
dependent on the heart and 49
dependent on the help and 237
dependent on the here and 42
dependent on the holy see 931
dependent on the hope that 93
dependent on the host and 72
dependent on the host for 331
dependent on the ideas and 74
dependent on the kind and 484
dependent on the lake for 47
dependent on the land and 301
dependent on the land for 760
dependent on the land tax 60
dependent on the land than 47
dependent on the land use 86
dependent on the laws and 220
dependent on the length and 565
dependent on the life and 118
dependent on the living for 86
dependent on the load and 212
dependent on the lord and 119
dependent on the lord for 136
dependent on the lord who 43
dependent on the love and 242
dependent on the male for 223
dependent on the male head 63
dependent on the male sex 54
dependent on the mass and 208
dependent on the meaning that 133
dependent on the media and 100
dependent on the media for 423
dependent on the mill for 66
dependent on the mind and 129
dependent on the mind for 117
dependent on the mind that 42
dependent on the mining and 53
dependent on the mode and 53
dependent on the mood and 88
dependent on the navy for 105
dependent on the need and 324
dependent on the need for 431
dependent on the nile and 47
dependent on the nile for 87
dependent on the north and 77
dependent on the north for 409
dependent on the ocean for 71
dependent on the other and 667
dependent on the other but 80
dependent on the other for 2389
dependent on the other one 111
dependent on the other sex 82
dependent on the other than 45
dependent on the other that 185
dependent on the other two 1715
dependent on the past and 118
dependent on the past for 65
dependent on the peace and 40
dependent on the poor law 270
dependent on the poor old 45
dependent on the pope and 88
dependent on the radio for 40
dependent on the rain for 57
dependent on the range and 121
dependent on the rate and 340
dependent on the ratio and 40
dependent on the rest for 79
dependent on the rich and 118
dependent on the rich for 120
dependent on the rise and 151
dependent on the role and 48
dependent on the role that 108
dependent on the sale than 41
dependent on the same for 55
dependent on the same law 118
dependent on the same set 125
dependent on the same two 51
dependent on the sign and 86
dependent on the site and 361
dependent on the size and 3909
dependent on the soil and 255
dependent on the soil for 323
dependent on the soul for 72
dependent on the south and 44
dependent on the south for 301
dependent on the task and 90
dependent on the text for 52
dependent on the theory that 49
dependent on the time and 527
dependent on the time for 76
dependent on the time lag 41
dependent on the time that 482
dependent on the timing and 179
dependent on the town and 64
dependent on the town for 104
dependent on the type and 2790
dependent on the union and 48
dependent on the union for 270
dependent on the ussr and 100
dependent on the ussr for 404
dependent on the view that 286
dependent on the wealth and 146
dependent on the well being 91
dependent on the west and 256
dependent on the west for 706
dependent on the west than 68
dependent on the whim and 142
dependent on the width and 94
dependent on the will and 1286
dependent on the will for 44
dependent on the wind and 204
dependent on the wind for 156
dependent on the word and 42
dependent on the work and 124
dependent on the work that 45
dependent on the young man 44
depictions of the life and 51
depictions of the past and 53
deposited at the other end 80
deposited at the very end 40
deposited by at least six 44
deposited by the bank with 97
deposited by the wind and 72
deposited in at least two 49
deposited in it many things 45
deposited in the back seat 71
deposited in the bank and 2056
deposited in the bank are 53
deposited in the bank but 53
deposited in the bank each 75
deposited in the bank for 758
deposited in the bank may 40
deposited in the bank that 56
deposited in the bank was 152
deposited in the bank with 76
deposited in the body and 103
deposited in the body fat 60
deposited in the bone and 92
deposited in the cell and 41
deposited in the fund and 217
deposited in the fund for 49
deposited in the hair and 72
deposited in the heart and 53
deposited in the lake and 67
deposited in the last few 53
deposited in the lungs and 279
deposited in the mail box 47
deposited in the mail for 72
deposited in the mail with 72
deposited in the mouth and 252
deposited in the nest and 59
deposited in the nose and 130
deposited in the ocean and 150
deposited in the open air 90
deposited in the poop and 42
deposited in the same area 138
deposited in the same way 1206
deposited in the sand and 45
deposited in the skin and 515
deposited in the soil and 184
deposited in the spring and 55
deposited in the teeth and 59
deposited in the tomb with 90
deposited on the beach and 55
deposited on the hips and 43
deposited on the land and 83
deposited on the land for 50
deposited on the ocean bed 128
deposited on the roof and 43
deposited on the same area 87
deposited on the same day 427
deposited on the skin and 199
deposited on the soil and 98
deposited on the teeth and 46
deposited on the wall and 57
deposited on the wire and 51
deposited on the zinc and 43
deposited on the zinc rod 52
deposition by the holy see 45
deposition in the heart and 54
deposition in the lungs and 74
deposition in the mouth and 69
deposition in the skin and 166
deposition of the clay and 41
deposition of the czar and 43
deposition of the eggs and 112
deposition of the gold and 58
deposition of the iron ore 46
deposition of the pope and 49
deposition of the sand and 93
depositor of the name and 41
depravity is so great that 87
depravity of my heart and 40
depravity of the heart and 46
depravity of the mind has 99
depreciate in the same way 89
depressed at the base and 52
depressed at the fact that 66
depressed at the other end 40
depressed at the root and 59
depressed at the time and 131
depressed at the time that 132
depressed by the fact that 2675
depressed by the news that 375
depressed by the time they 45
depressed in the fall and 84
depressed in the past and 43
depressed in the past year 42
depressed in the same way 164
depressed me so much that 193
depressed me to think that 163
depressed to do more than 49
depresses me to think that 235
depression at an early age 41
depression at the time and 81
depression by the fact that 128
depression by the time they 55
depression in at least one 42
depression in the coal and 40
depression in the fall and 43
depression in the hope that 109
depression in the iron and 188
depression in the land and 54
depression in the land that 42
depression in the last year 49
depression in the next few 66
depression in the past and 99
depression in the past year 110
depression in the rock and 51
depression in the rock that 92
depression in the same way 276
depression in the sand and 202
depression in the sand that 96
depression in the sand with 47
depression in the soft earth 58
depression in the soil and 58
depression in the south and 90
depression in the west and 87
depression is no more than 41
depression is so deep that 101
depression is so great that 254
depression is the fact that 339
depression is the same for 59
depression of at least two 49
depression of the early and 86
depression of the heart and 447
depression of the land and 97
depression of the land has 49
depression of the land was 43
depression of the last few 469
depression of the last two 119
depression of the left eye 99
depression of the mind and 42
depression of the past few 183
depression of the past two 68
depression of the past year 60
depression of the ribs and 110
depression of the same area 43
depression of the skin and 41
depression to the fact that 154
depression to the north and 52
deputation of the best and 48
deputation of the city had 45
deputation of the leading men 110
deputation of the sacs and 43
deputation to the wasp was 53
derivable in the same way 45
derivation by the fact that 72
derivation is the fact that 229
derivation it is clear that 198
derivation of at least one 80
derivation of the fact that 159
derivation of the ideal gas 223
derivation of the name and 150
derivation of the name being 43
derivation of the name for 81
derivation of the name has 389
derivation of the name may 85
derivation of the name see 44
derivation of the name was 117
derivation of the other two 99
derivation of the rule for 58
derivation of the sine law 163
derivation of the term and 118
derivation of the term for 70
derivation of the term has 44
derivation of the word and 260
derivation of the word are 64
derivation of the word being 85
derivation of the word does 44
derivation of the word for 99
derivation of the word has 208
derivation of the word may 108
derivation of the word see 56
derivation of the word was 93
descanted on the lust and 59
descended by the same path 45
descended by the same way 102
descended by the time they 42
descended in the lift and 41
descended in the same way 156
descended is the same one 74
descended is the same that 176
descended is the same who 56
descended is the very one 257
descended on the camp and 73
descended on the city and 250
descended on the city for 67
descended on the city with 52
descended on the heads and 45
descended on the land and 56
descended on the puff and 45
descended on the room and 72
descended on the same day 99
descended on the town and 201
descended on the town with 65
descended to in these few 51
descended to it from its 52
descended to the beach and 149
descended to the beach was 42
descended to the bleak and 65
descended to the deck and 230
descended to the deep bed 43
descended to the hall and 145
descended to the lake and 52
descended to the road and 52
descended to the third and 40
descended to the tomb with 57
descended to the town and 65
descended to us from far 52
descended to us from our 627
descended to us from that 79
descended to us from them 57
descended to us from this 49
described as an able and 67
described as an ideal gas 57
described as an idiot who 46
described as in some way 68
described as no less than 122
described as no more than 677
described as the best and 191
described as the best that 84
described as the best way 48
described as the dark age 81
described as the eyes and 42
described as the fact that 192
described as the faith that 83
described as the form that 45
described as the full use 62
described as the glue that 89
described as the great age 43
described as the heart and 60
described as the high and 42
described as the last and 101
described as the living and 58
described as the means for 58
described as the need for 265
described as the ones who 46
described as the only man 209
described as the only one 459
described as the only real 112
described as the only son 42
described as the only way 87
described as the poor man 179
described as the pure and 55
described as the rise and 70
described as the sine qua 137
described as the theory that 103
described as the third and 79
described as the true and 48
described as the view that 388
described as to show that 96
described at the time and 49
described at the very end 129
described by at least one 1075
described by at least two 417
described by no less than 67
described by no more than 51
described by the body and 55
described by the data set 50
described by the fact that 1208
described by the food and 57
described by the great poet 119
described by the ideal gas 294
described by the last two 95
described by the late dean 40
described by the late sir 397
described by the media and 63
described by the other two 82
described by the poets and 114
described by the rate law 89
described by the rule that 43
described by the same law 189
described by the same pen 63
described by the same poet 42
described by the same set 578
described by the same two 109
described by the saying that 111
described by the size and 45
described by the text and 63
described by the theory and 50
described by the verb and 104
described by the verb has 42
described by the wise man 84
described by the young man 86
described in an epic poem 40
described in at least one 547
described in at least two 446
described in no less than 57
described in no more than 67
described in no other way 314
described in the acts and 101
described in the bell jar 49
described in the best and 60
described in the bill and 92
described in the book and 757
described in the book are 1127
described in the book but 53
described in the book can 195
described in the book for 69
described in the book had 68
described in the book has 108
described in the book may 96
described in the book that 330
described in the book was 281
described in the book with 108
described in the case and 102
described in the case are 67
described in the case law 73
described in the case that 42
described in the case was 46
described in the clean air 43
described in the deed and 115
described in the deed was 82
described in the epic and 63
described in the epic poem 100
described in the fact that 267
described in the fifth and 175
described in the hope that 354
described in the iliad and 348
described in the iliad are 61
described in the last few 1318
described in the last six 82
described in the last sub 92
described in the last ten 54
described in the last two 6707
described in the lease and 72
described in the life and 97
described in the list that 384
described in the media and 56
described in the myths can 53
described in the next and 86
described in the next day 78
described in the next few 2178
described in the next set 65
described in the next six 49
described in the next sub 566
described in the next two 4303
described in the ninth and 50
described in the other two 181
described in the past and 102
described in the past are 44
described in the past few 236
described in the past for 51
described in the past two 80
described in the plan and 102
described in the plat and 86
described in the poems and 53
described in the poems are 54
described in the prior art 268
described in the said act 497
described in the same poem 74
described in the same way 5178
described in the same year 327
described in the saying that 151
described in the sixth and 81
described in the tenth and 53
described in the test for 108
described in the text and 4332
described in the text are 2105
described in the text but 252
described in the text can 339
described in the text does 67
described in the text fig 50
described in the text for 1076
described in the text had 57
described in the text has 213
described in the text may 317
described in the text that 1384
described in the text using 193
described in the text was 741
described in the text with 506
described in the third and 341
described in the word are 57
described in the work are 155
described in the writ and 91
