dab of shaving cream on 43
deal the first blow in 47
deal the first blow to 75
dean of social work at 51
dear as human heart to 275
dear as small beer in 41
death as might fall to 57
death at which time the 81
death be really just or 47
death by burning what is 74
death by falling down on 132
death by falling down the 59
death by falling from the 145
death by falling into the 155
death by fasting will be 59
death by feeding much on 49
death by jumping from the 49
death by jumping into the 59
death by plunging into the 93
death by setting fire to 149
death he shall lose no 63
death he spent most of 51
death he stood firm in 45
death he would have to 184
death he would like to 73
death in about half of 74
death in about half the 48
death in action during the 83
death in every form in 87
death in every form of 53
death in every kind of 48
death in every part of 89
death in every step of 54
death in paris during the 75
death in which there is 248
death in women over the 69
death is based upon the 127
death is built into the 50
death is often seen as 219
death is still most at 43
death is taken from an 46
death is taken from the 185
death is waiting ready to 60
death is woven into the 70
death it shall pass to 135
death it would come to 55
death it would fall to 63
death it would pass to 103
death it would shut in 117
death of about half of 51
death of every living thing 111
death of george eliot in 84
death of henry ford in 61
death of henry made no 40
death of henry viii in 523
death of henry viii on 64
death of henry viii the 105
death of henry viii to 56
death of human beings as 90
death of human beings in 75
death of human beings is 113
death of james byrd in 56
death of jesus from the 193
death of jesus into the 54
death of jesus must be 149
death of jesus there is 62
death of jesus upon the 386
death of jesus were the 55
death of jesus will be 73
death of large areas of 114
death of louis viii in 50
death of louis xiii in 205
death of louis xvii in 52
death of loved ones as 50
death of loved ones in 152
death of loved ones is 132
death of loved ones or 195
death of loved ones to 50
death of marco polo he 69
death of marco polo is 74
death of moses till the 189
death of nadir shah in 175
death of nearly half the 53
death of queen anne he 200
death of queen anne in 1549
death of queen anne is 74
death of queen anne of 123
death of queen anne on 254
death of queen anne the 321
death of queen anne to 153
death of queen mary as 148
death of queen mary at 56
death of queen mary he 121
death of queen mary ii 101
death of queen mary in 577
death of queen mary of 137
death of queen mary on 86
death of queen mary the 59
death of saint john the 41
death of small areas of 45
death of steve biko in 166
death of urban viii in 71
death on either side of 93
death on tower hill in 49
death or exile stay on 44
death or thrown into the 60
death the first time he 63
death the power only of 153
death the whole body of 45
death to ensue from an 63
death to enter into the 118
death to every living thing 123
death to every part of 67
death to every soul in 42
death to falling into the 156
death to watch over the 65
death we shall have no 40
death we shall have the 43
death we shall have to 88
deg on either side of 88
dew of heaven fell on 45
dew of heaven upon the 97
did an about face in 55
did an about face on 45
did an error when he 58
did as moses said to 77
did at first give up 51
did at first seem to 110
did at times seem to 88
did at times when he 43
did eat every herb of 577
did eat grass like an 109
did he again take up 77
did he awake from the 48
did he delve into the 59
did he dwell upon the 218
did he enter into the 607
did he enter upon the 167
did he first come to 81
did he hurry back to 95
did he never come to 78
did he never make up 72
did he never speak of 54
did he never speak to 42
did he never tell me 121
did he never think of 75
did he often speak of 47
did he plunge into the 82
did he print what he 45
did he really care to 43
did he really come to 72
did he really have in 65
did he really have the 137
did he really have to 479
did he really hope to 53
did he really know of 256
did he really know the 60
did he really need to 196
did he really seem to 46
did he really think he 187
did he really think it 58
did he really think of 317
did he really think so 69
did he really want it 75
did he really want of 43
did he really want the 74
did he really want to 1659
did he really wish to 138
did he rouse from an 52
did he sally forth to 73
did he seize upon the 58
did he shine upon the 70
did he skulk away in 83
did he spend most of 103
did he spend much of 84
did he spend time in 66
did he stand forth as 47
did he stand here in 60
did he stand more in 51
did he stick fast to 52
did he still feel so 68
did he still have the 162
did he still have to 136
did he still think of 64
did he still want to 94
did he stray from the 112
did he touch upon the 146
did he trust even the 55
did he waste over the 42
did he waste time in 91
did he watch over the 91
did he would cease to 72
did he would have no 111
did he would have to 513
did he would lose the 48
did he write down the 115
did he write what he 47
did he yield till he 74
did in about half an 69
did in china during the 60
did in every part of 364
did in learning three or 70
did in times gone by 141
did it again during the 41
did it again reach the 54
did it again when he 96
did it again when the 50
did it again when we 53
did it appear from the 93
did it apply only to 121
did it arise from the 209
did it change during the 64
did it change over the 45
did it enter into my 190
did it enter into the 358
did it every time he 61
did it exist among the 60
did it exist during the 46
did it exist only in 48
did it first come to 78
did it first dawn on 50
did it issue from the 70
did it occur during the 44
did it occur only in 65
did it occur when it 89
did it really come to 45
did it really have to 129
did it really seem to 51
did it right from the 44
did it right there in 135
did it right there on 82
did it sound like the 125
did it sound like to 113
did it still have to 47
did it still hurt so 59
did it touch upon the 80
did it would cease to 58
did it would have no 48
did it would have the 51
did it would have to 309
did it would make no 112
did it would make the 55
did it would only be 227
did my father come to 51
did my father give me 55
did my father have to 252
did my father leave me 69
did my father send me 143
did my father tell me 65
did my father want to 51
did my field work in 59
did my level best to 704
did my mother come to 46
did my mother give me 112
did my mother have to 305
did my mother leave me 44
did my mother tell me 98
did my uncle leave the 48
did no lasting harm to 85
did no longer have the 53
did no longer have to 50
did no longer want to 58
did no longer wish to 59
did no small harm to 129
did or could keep the 52
did or could know of 94
did or would like to 62
did so after years of 66
did so again during the 120
did so again when he 95
did so again when the 87
did so based upon the 41
did so close upon the 60
did so every time he 44
did so often during the 54
did so often when he 58
did so rather late in 41
did so right from the 50
did so under pain of 48
did so under threat of 125
did so while trying to 47
did so would have to 77
did so would seem to 66
did the arabs want to 54
did the author come to 86
did the author fail to 42
did the author have in 254
did the author have the 42
did the author have to 134
did the author make it 56
did the author make the 146
did the author think of 44
did the author want to 208
did the author wish to 45
did the basic work of 60
did the basic work on 87
did the bible come to 56
did the caesar find it 57
did the change from the 66
did the change have on 48
did the chief part of 151
did the chief work in 42
did the child come to 74
did the child have to 121
did the child learn to 123
did the child need to 40
did the child react to 67
did the child seem to 60
did the court come to 40
did the court fail to 156
did the court find it 65
did the court find the 232
did the court have the 64
did the court have to 214
did the court hold in 57
did the court hold the 41
did the court reach the 64
did the court rely on 385
did the court rule on 60
did the court seem at 47
did the crown have to 55
did the cutting down of 41
did the daily life of 43
did the daily work of 142
did the danger from the 65
did the devil make by 96
did the dirty work at 80
did the dirty work in 185
did the dirty work of 584
did the dirty work on 61
did the enemy seem to 79
did the exact same thing 743
did the father have to 45
did the father send the 54
did the field work in 78
did the final typing of 54
did the final work on 56
did the first book on 53
did the first half of 220
did the first line of 44
did the first lord of 43
did the first mile in 41
did the first part of 359
did the first rays of 160
did the first time he 615
did the first time in 126
did the first time it 115
did the first time the 50
did the first time we 429
did the first wave of 86
did the first week of 66
did the first work in 51
did the first work of 49
did the first work on 117
did the ghost meet us 44
did the girls have to 68
did the grand duke of 43
did the grand tour of 90
did the group seem to 40
did the growth rate of 143
did the grunt work of 52
did the heathen whom the 119
did the house fail to 60
did the human soul in 67
did the irish fail in 71
did the judge have to 48
did the light from the 55
did the lower part of 52
did the major part of 787
did the major work in 59
did the major work of 104
did the major work on 68
did the menial work in 45
did the menial work of 133
did the money come to 46
did the morning dawn to 46
did the moron throw the 62
did the mother come to 52
did the mother have to 52
did the nation come to 54
did the nation have to 47
did the nazis come to 52
did the older type of 68
did the others have to 48
did the others know of 42
did the party break up 182
did the party fail to 69
did the party have to 46
did the party reach the 80
did the people come to 164
did the people fail to 40
did the people feel the 50
did the people from the 86
did the people have in 46
did the people have the 74
did the people have to 183
did the people live in 61
did the people living in 78
did the people make in 46
did the people need to 48
did the people react to 164
did the people seem to 68
did the people think of 183
did the people want to 134
did the people wish to 79
did the press fail to 48
did the queen think it 76
did the right hand of 61
did the right kind of 42
did the rough work in 41
did the rough work of 229
did the rushing tide of 59
did the scout fail to 124
did the seven sons of 42
did the small band of 43
did the small size of 48
did the smoke from the 57
did the social life of 48
did the spade work in 71
did the state cease to 76
did the state come to 48
did the state fail to 74
did the state have the 87
did the state have to 145
did the state play in 65
did the stone work on 41
did the story come to 51
did the torah have to 251
did the upper part of 70
did the usual work of 55
did the vapor from the 144
did the vision leave me 57
did the voice seem to 60
did the warning come so 45
did the water from the 96
did the water rise in 57
did the weasel know the 50
did the whole body of 203
did the whole city of 45
did the whole length of 49
did the whole range of 62
did the whole work of 148
did the woman have to 162
did the woman want to 60
did the women from the 54
did the women have to 155
did the women think of 44
did the words come to 45
did the words seem to 60
did the world come to 332
did the world from the 128
did the world have to 176
did the world know of 98
did the world learn of 84
did the world look to 72
did the world seem to 130
did to every tomb of 70
did to while away the 51
did we enter into the 67
did we fight during the 70
did we judge from the 66
did we never think of 125
did we really have to 148
did we really know of 58
did we really need to 92
did we really want to 158
did we still find it 96
did we waken till the 51
did we would have no 53
did we would have to 169
die as human beings do 41
die as never heard of 61
die by flowing into the 80
die he would like to 44
die in about half an 54
die of grief when he 94
die of grief when it 53
die of hunger during the 72
die of hunger when the 133
dig my fingers into the 215
dig my hands into the 157
dig my heels into the 203
dig my nails into my 198
dig my nails into the 189
dig up every inch of 47
dig up every seed of 52
dip in every part of 94
dip it again into the 64
dip my brush into the 45
dip my fingers into the 185
dip my hands into the 112
dip my spoon into the 46
dip on either side of 250
dip the blade into the 102
dip the brush into it 40
dip the brush into the 492
dip the fruit into the 103
dip the ladle into the 45
dip the paper into the 95
dip the sponge into the 145
dip the spoon into the 323
dip the water from the 140
dip up water from the 60
does an apple fall to 64
does an author give to 46
does an author give us 102
does an equal mass of 53
does an image have to 45
does at first seem to 125
does at times seem to 287
does at times speak of 85
does by others what he 94
does he allow evil to 40
does he appear ever to 151
does he claim from us 47
does he dwell upon the 128
does he enter into the 294
does he enter upon the 72
does he never come to 141
does he never speak of 65
does he never tire of 49
does he plunge into the 43
does he probe into the 40
does he really have the 79
does he really have to 141
does he really know of 47
does he really love me 74
does he really need to 70
does he really think he 127
does he really think of 102
does he really think the 73
does he really want me 49
does he really want to 502
does he really wish to 44
does he refer only to 49
does he refer when he 69
does he spend most of 82
does he still have the 96
does he still have to 159
does he still live in 41
does he still need to 104
does he still play the 45
does he still think of 66
does he still want to 78
does he touch upon the 142
does he waste time in 63
does in cases such as 54
does in every case of 162
does in every part of 62
does is thrown back at 44
does it appear among the 54
does it appear even to 41
does it appear ever to 213
does it appear from the 1287
does it appear only in 64
does it appear when the 47
does it appear when we 71
does it apply also to 125
does it apply only to 437
does it apply when the 129
does it arise from an 94
does it arise from the 544
does it belong only to 62
does it change during the 56
does it change from the 57
does it change over the 51
does it change when the 75
does it delve into the 47
does it enter into my 76
does it enter into the 773
does it every time he 67
does it exert upon the 59
does it exist only in 211
does it focus upon the 78
does it impinge upon the 54
does it imply lack of 59
does it imply want of 91
does it issue from the 57
does it never seem to 45
does it occur among the 55
does it occur during the 41
does it occur only in 133
does it occur when the 82
does it often fail to 79
does it often seem to 52
does it place upon the 47
does it really come to 59
does it really cost to 173
does it really feel to 71
does it really have the 58
does it really have to 263
does it really help the 52
does it really help to 84
does it really help us 59
does it really make if 140
does it really make in 46
does it really make to 108
does it really need to 99
does it really seem to 83
does it really take to 413
does it really tell us 240
does it really want to 46
does it refer back to 81
does it refer only to 391
does it serve only to 65
does it smell like to 64
does it sound like an 60
does it sound like it 52
does it sound like the 202
does it sound like to 288
does it sound when it 57
does it spend most of 46
does it start from the 55
does it still have the 83
does it still have to 77
does it still need to 61
does it still seem so 45
does it still seem to 44
does it touch upon the 153
does it under name of 145
does my child have to 107
does my child need to 117
does my father have to 195
does my father love me 65
does my father think of 58
does my mother have to 218
does my reader need to 132
does no longer have the 41
does no longer have to 62
does no longer need to 48
does no longer seem to 77
does on every side so 137
does or would like to 71
does so again when he 47
does so every time he 67
does so still more in 42
does the action have to 52
does the agent have to 51
does the author call the 119
does the author cite as 45
does the author cite to 49
does the author come to 58
does the author fail to 86
does the author feel the 57
does the author gain by 109
does the author give in 84
does the author give of 83
does the author give the 118
does the author give to 325
does the author give us 112
does the author have in 136
does the author have the 91
does the author have to 178
does the author hope to 50
does the author keep the 43
does the author make in 119
does the author make it 60
does the author make of 152
does the author make the 259
does the author make to 58
does the author make us 51
does the author need to 66
does the author rely on 146
does the author seek to 128
does the author seem to 673
does the author show the 56
does the author show us 63
does the author speak of 126
does the author take the 45
does the author take up 45
does the author tell the 71
does the author tell us 281
does the author think is 75
does the author think of 171
does the author think the 95
does the author view the 43
does the author want me 218
does the author want the 129
does the author want to 345
does the author want us 127
does the author wish to 241
does the balls when he 51
does the basic work of 41
does the bible give to 51
does the bible give us 139
does the bible have in 44
does the bible have to 704
does the bible play in 76
does the bible seem to 78
does the bible speak of 274
does the bible speak to 45
does the bible teach on 117
does the bible teach the 87
does the bible teach us 282
does the bible tell us 773
does the blood come in 44
does the blood flow in 93
does the blood from the 80
does the board need to 47
does the brain have so 90
does the brain have to 66
does the brain play in 79
does the breaking down of 49
does the buyer have in 44
does the buyer have the 57
does the buyer have to 154
does the buyer need to 77
does the buyer want to 46
does the change from the 104
does the change have on 41
does the change have to 40
does the chief know it 52
does the chief part of 59
does the child cease to 86
does the child come to 629
does the child fail to 70
does the child find it 43
does the child have an 75
does the child have in 84
does the child have the 182
does the child have to 424
does the child know of 58
does the child know the 51
does the child learn the 129
does the child learn to 675
does the child like to 181
does the child make the 62
does the child need in 51
does the child need to 521
does the child play in 63
does the child react to 291
does the child seem to 306
does the child tend to 93
does the child think of 46
does the child want to 169
does the court give to 52
does the court have the 162
does the court have to 108
does the court rely on 45
does the court seem to 61
does the daily work of 48
does the dirty work in 60
does the dirty work of 314
does the enemy give us 53
does the evening star to 54
does the exact same thing 437
does the father have to 61
does the father play in 54
does the first book of 49
does the first breath go 86
does the first from the 64
does the first half of 125
does the first line of 180
does the first pair of 41
does the first part of 553
does the first step in 46
does the first word in 125
does the first word of 274
does the first wrong is 46
does the focal length of 100
does the glory come in 54
does the goose dream of 42
does the graph show the 61
does the graph tell us 64
does the grass spring up 80
does the grave next to 50
does the group have in 50
does the group have to 108
does the group need to 114
does the group react to 56
does the group seem to 77
does the group want to 162
does the growth rate of 200
does the grunt work of 55
does the horse suck the 53
does the image seem to 94
does the inner life of 51
does the judge find the 60
does the judge have the 45
does the light from the 221
does the light seem to 42
does the liver play in 77
does the lower part of 168
does the lower work is 43
does the major part of 341
does the method used in 85
does the model have to 57
does the model tell us 60
does the money come in 142
does the money come to 69
does the mother have to 61
does the motion vary in 41
does the music seem to 58
does the nation have to 40
does the nurse have in 61
does the nurse have to 70
does the nurse need to 298
does the nurse play in 65
does the order have to 43
does the owner have to 122
does the owner want to 121
does the owner wish to 49
does the paper have to 63
does the peril seem to 86
does the pilot have to 69
does the press have the 126
does the press have to 43
does the pupil need to 43
does the reader come to 123
does the reader feel the 57
does the reader find the 43
does the reader have the 57
does the reader have to 200
does the reader know the 70
does the reader learn of 47
does the reader learn the 66
does the reader make of 62
does the reader need to 534
does the reader think he 53
does the reader think it 70
does the reader think of 377
does the reader think the 42
does the reader want to 128
does the right kind of 93
does the right side of 127
does the rough work of 80
does the setting have on 66
does the shift from the 57
does the small size of 113
does the smoke from the 63
does the social life of 79
does the sound seem to 44
does the sport come in 121
does the state have an 140
does the state have in 118
does the state have the 304
does the state have to 333
does the state need to 92
does the state play in 149
does the state seek to 57
does the state seem to 254
does the story have to 154
does the story seem to 132
does the story tell us 253
does the title have to 47
does the title tell us 77
does the torah have to 98
does the torah tell us 123
does the total cost of 123
does the total length of 40
does the total mass of 65
does the train take to 77
does the tramp come in 40
does the trick just as 41
does the upper part of 276
does the usual work of 62
does the voice seem to 59
does the water from the 92
does the water have to 68
does the water leave the 73
does the water reach the 86
does the water rise in 319
does the water rise to 41
does the water seem to 42
does the water stay in 109
does the weather have to 45
does the wheel make in 74
does the whole body of 115
does the whole fail to 147
does the whole host of 43
does the whole onus of 40
does the whole range of 117
does the whole theory of 44
does the whole work of 120
does the woman come to 56
does the woman have to 114
does the woman want to 340
does the world come to 144
does the world give us 59
does the world have to 246
does the world know of 237
does the world look to 201
does the world need to 93
does the world seem so 102
does the world seem to 149
does the world think of 124
does the world think to 211
does to others what he 200
does we shall have to 41
dog he would speak if 41
dog is getting ready to 49
dog is taken into the 53
dog on either side of 149
dog the first time he 93
dog to stand from the 47
doing at every hour of 42
doing at every step of 65
doing by every means in 44
doing he could save the 46
doing he would have to 114
doing he would lose the 46
doing he would seem to 80
doing in every part of 62
doing it every time we 45
doing it gives rise to 59
doing it right from the 97
doing it right here in 153
doing it right there in 81
doing it right there on 51
doing it shall feel no 44
doing it would give the 47
doing it would have to 67
doing it would seem to 61
doing my level best in 99
doing my level best to 544
doing my small part to 45
doing of anything else in 48
doing of which there is 172
doing or selling what no 47
doing or thinking what we 62
doing or would like to 153
doing so arose from the 44
doing so comes from the 48
doing so could only be 47
doing so gives rise to 147
doing so might help to 40
doing so might make it 68
doing so might make the 56
doing so might seem to 50
doing so might tend to 61
doing so might well be 51
