dad along 123 dad know 163
day rome 80 day some 130
day their 98 day your 123
day been 335 day come 52
day been 120 day mind 45
day pass 58 day from 349
day work 248 day when 48
day from 106 day week 177
day came 44 day took 43
day went 58 day will 204
day there 48 day will 85
day came 57 day have 117
day kept 61 day went 84
day were 587 day will 517
day term 47 day week 82
day early 87 day late 96
day soon 115 day great 55
day lint 41 day lord 56
day more 41 day nothing 41
day some 259 day their 141
day these 46 day true 51
day your 203 day must 135
day will 1051 day been 200
day been 85 day when 652
day wife 40 day will 143
day have 94 day were 151
day will 705 day love 43
day have 214 day will 929
day have 115 day take 213
day been 251 day clear 48
day full 184 day made 46
day thick 62 day very 43
day been 52 day born 127
day sent 93 day living 832
day cast 44 day been 102
day been 46 day such 40
day very 74 day done 76
day been 50 day boys 121
day been 308 day have 135
day were 82 day came 367
day died 107 day fell 65
day grew 45 day left 44
day said 628 day told 192
day took 164 day went 924
day been 177 day been 167
day blue 140 day clear 351
day full 126 day gray 52
day born 45 day moon 317
day down 508 day pale 112
day along 69 day down 97
day been 361 day been 107
day high 89 day very 174
day warm 117 day make 220
day leave 68 day came 40
day know 48 day rode 43
day went 92 day were 299
day come 187 day over 369
day want 42 day more 323
day have 119 day help 100
day news 67 day some 45
day name 43 day good 42
day food 41 day here 52
day back 128 day sell 404
day fees 56 day also 191
day during 193 day even 3416
day from 23867 day give 67
day hand 171 day have 335
day hope 118 day hour 3610
day just 40 day keep 76
day made 54 day make 99
day making 76 day month 1166
day more 58 day must 57
day nothing 40 day only 90
day over 570 day some 56
day soon 103 day take 82
day their 93 day there 184
day these 40 day those 51
day time 66 day week 6020
day were 169 day what 302
day when 70 day will 164
day work 47 day also 45
day very 237 day also 268
day even 71 day from 384
day there 42 day have 46
day what 43 day ever 153
day four 49 day many 120
day more 87 day some 228
day such 41 day their 184
day three 252 day want 56
day years 76 day been 69
day been 148 day life 122
day many 103 day much 222
day have 57 day only 225
day grew 53 day some 44
day there 156 day have 42
day were 177 day more 110
day very 40 day ever 106
day great 109 day more 45
day nothing 61 day only 48
day some 50 day such 147
day their 809 day those 67
day very 54 day what 59
day your 43 day will 111
day living 74 day days 75
day ready 58 day back 173
day done 213 day ready 43
day speak 198 day joan 66
day when 247 day army 78
day know 392 day have 81
day know 499 day know 263
day know 460 day have 55
day have 79 day there 46
day their 94 day rent 103
day these 40 day much 121
day such 104 day there 141
day were 45 day other 91
day wife 77 day high 42
day many 409 day much 644
day their 113 day well 158
day your 66 day ship 91
day nothing 97 day there 148
day talk 128 day think 42
day beast 71 day been 825
day ever 49 day have 44
day have 692 day have 50
day find 230 day keep 103
day make 203 day your 125
day from 94 day back 42
day able 44 day only 46
day sure 166 day even 62
day find 119 day help 105
day know 49 day tell 251
day even 172 day feel 94
day find 59 day have 1164
day know 465 day leave 92
day meet 108 day move 68
day need 43 day speak 44
day take 44 day talk 76
day been 973 day been 48
day seen 120 day last 96
day have 107 day other 82
day other 393 day face 53
day early 181 day from 43
day early 151 day from 666
day very 40 dead been 95
dead raging 156 dead door 181
dead hand 1246 dead hand 3778
dead know 239 dead name 172
dead next 62 dead york 40
dead from 86 dead next 117
dead some 72 dead york 74
dead home 103 dead room 51
dead died 250 dead died 88
dead foul 65 dead late 56
dead make 65 dead deck 44
dead lawn 43 dead home 59
dead when 48 dead other 47
dead away 60 dead born 165
dead upon 73 dead will 78
dead been 84 dead else 649
dead here 62 dead lack 42
dead home 50 dead unto 99
dead able 48 dead live 276
dead living 139 deaf tell 51
deaf tears 47 deaf said 97
deaf went 50 deaf save 78
deal other 46 deal such 55
deal these 42 deal those 168
deal what 169 deal time 134
deal know 253 deal trying 54
deal room 59 deal name 155
deal like 41 deal face 94
deal done 87 deal said 40
deal have 145 deal only 207
deal self 126 deal also 63
deal anger 61 deal been 92
deal made 158 deal their 48
deal these 64 deal coming 146
deal very 59 deal been 51
deal been 118 deal time 75
deal like 65 deal life 57
deal life 63 deal time 302
deal work 131 deal snow 76
deal been 1175 deal food 46
deal fish 60 deal sand 46
deal been 52 deal very 59
deal been 71 deal much 138
deal been 61 deal been 437
deal have 50 deal done 69
deal been 297 deal made 141
deal good 129 deal some 68
deal been 66 deal your 68
deal only 57 deal much 48
deal your 49 deal know 69
dear life 103 dear life 231
dear soul 98 dear soul 42
dear have 288 dear knew 980
dear know 215 dear love 547
dear were 115 dear been 410
dear died 47 dear heart 141
dear ever 42 dear less 41
dear what 49 dear whom 51
dear many 138 dear their 86
dear been 328 dear died 40
dear only 145 dear ever 376
dear life 275 dear ship 54
dear those 102 dear there 41
dear have 110 dear heart 90
dear heart 1184 dear their 85
dear acting 150 dear their 301
dear been 118 dear been 145
dear life 233 dear their 237
dear love 248 dear have 140
dear your 107 dear been 52
dear your 116 death been 650
death done 51 death from 90
death when 52 death been 729
death done 119 death hand 51
death hand 259 death over 58
death hand 1076 death dogs 90
death hand 5018 death john 114
death were 53 death knew 42
death wife 179 death cease 76
death have 61 death know 133
death leave 46 death make 86
death want 71 death know 45
death sees 60 death been 42
death been 233 death heard 58
death been 49 death only 196
death been 55 death been 43
death been 58 death know 44
death your 46 death dread 41
death most 320 death time 284
death home 168 death name 83
death room 41 death body 92
death city 44 death home 211
death life 77 death oven 58
death town 112 death life 65
death range 50 death peace 67
death step 41 death love 228
death away 616 death from 163
death pity 42 death come 75
death many 101 death seem 49
death been 56 death been 71
death late 83 death ever 50
death seen 42 death bone 51
death male 52 death sons 99
death young 96 death have 66
death were 228 death whom 49
death sons 64 death sons 127
death wife 81 death been 135
death left 44 death into 81
death ones 64 death self 157
death baby 133 death free 57
death cast 45 death from 85
death john 56 death when 42
death sons 511 death young 65
death whom 48 death died 62
death dies 246 death made 325
death died 183 death dies 55
death gave 132 death made 91
death whom 45 death ones 86
death wife 265 death self 249
death body 43 death free 262
death kind 67 death sons 169
death soul 186 death wife 729
death will 241 death young 41
death during 86 death from 189
death gave 42 death john 322
death left 45 death made 54
death must 48 death were 45
death when 54 death sons 1741
death young 92 death eyck 91
death some 96 death beast 154
death have 88 death were 105
death young 60 death means 51
death whom 109 death from 50
death died 47 death dies 128
death whom 197 death love 50
death good 43 death lord 77
death ones 90 death self 53
death whom 40 death john 57
death their 91 death whom 50
death will 54 death your 193
death back 142 death home 128
death have 47 death other 265
death from 56 death will 79
death were 42 death been 87
death talk 41 death came 53
death have 48 death were 163
death sees 308 death life 127
death pays 50 death sons 84
death beast 164 death whom 47
death many 54 death free 42
death free 55 death life 230
death rising 55 death self 247
death their 87 death make 45
death your 77 death have 41
death tell 53 den deep 44
dew living 41 dew past 75
dew robe 142 dew robe 49
did told 50 did been 954
did done 250 did said 269
did seen 41 did told 210
did bade 289 did told 26149
did been 822 did done 389
did said 62 did time 41
did home 48 did cost 58
did leave 57 did part 405
did wife 368 did help 66
did last 69 did corn 42
did here 81 did back 67
did forth 183 did into 84
did here 147 did like 177
did care 101 did know 75
did show 57 did want 48
did wish 43 did living 187
did hour 68 did week 90
did days 92 did life 62
did eyes 50 did these 108
did those 126 did ideas 170
did name 197 did wife 48
did here 81 did there 186
did from 281 did hair 43
did kind 107 did name 192
did scar 84 did word 122
did from 207 did from 59
did more 46 did great 59
did hand 89 did know 84
did eyes 40 did know 45
did come 94 did have 45
did know 61 did there 62
did upon 46 did drop 61
did forth 52 did away 77
did what 69 did upon 138
did rise 57 did heed 108
did neck 57 did finger 54
did foot 48 did hand 162
did name 68 did very 46
did what 111 did more 108
did name 402 did word 219
did made 283 did their 46
did there 112 did were 197
did time 209 did wrong 76
did were 153 did those 50
did feel 45 did hope 77
did more 69 did need 105
did other 50 did sign 123
did face 58 did wife 55
did hard 59 did high 65
did there 89 did eyes 59
did face 88 did foot 84
did heart 150 did hand 66
did other 72 did word 62
did been 62 did just 53
did been 225 did life 281
did other 50 did what 51
did time 44 did heart 41
did home 128 did life 70
did room 96 did time 49
did life 61 did case 126
did home 123 did life 138
did mind 277 did name 74
did room 50 did time 533
did work 45 did time 100
did june 156 did more 53
did what 122 did what 69
did time 76 did peace 235
did love 337 did nothing 173
did your 104 did life 71
did great 70 did such 219
did your 75 did away 132
did said 75 did were 109
did keep 72 did know 67
did have 42 did know 93
did seem 53 did want 46
did make 55 did well 60
did those 48 did other 90
did good 124 did sake 289
did good 197 did health 43
did sake 275 did wife 67
did sake 77 did years 57
did years 137 did days 47
did years 214 did last 51
did barb 56 did food 92
did name 770 did here 69
did name 188 did name 60
did there 164 did those 51
did were 73 did when 66
did task 40 did back 63
did time 207 did there 134
did heard 63 did will 47
did good 63 did love 74
did much 42 did late 371
did great 43 did their 126
did other 83 did eyes 141
did teeth 96 did bare 54
did eyes 317 did great 79
did hand 85 did left 51
did mouth 82 did hand 189
did eyes 50 did view 42
did harm 64 did good 780
did harm 1131 did ever 99
did else 106 did free 156
did free 466 did free 96
did time 79 did time 165
did home 41 did when 226
did were 483 did also 46
did break 112 did burn 54
did call 161 did care 108
did come 1569 did draw 75
did ever 65 did fail 51
did fall 379 did feel 300
did find 439 did fire 44
did flee 176 did form 399
did give 802 did grow 71
did have 6982 did help 288
did hold 361 did join 170
did keep 88 did kill 269
did know 2751 did learn 197
did leave 237 did like 6679
did live 299 did look 152
did lose 73 did love 171
did make 1587 did meet 700
did move 228 did need 176
did obey 72 did open 92
did pass 425 did plan 119
did play 313 did rain 134
did reach 232 did rest 54
did rise 111 did seek 67
did seem 66 did sell 83
did send 92 did show 263
did sign 148 did speak 170
did steal 46 did stop 73
did suit 40 did take 2182
did talk 61 did teach 188
did tell 295 did tend 56
did think 419 did throw 44
did treat 52 did turn 102
did vote 166 did want 1106
did wish 235 did work 2823
did felt 45 did were 40
did been 98 did done 67
did were 48 did left 54
did life 75 did hand 61
did down 177 did gave 51
did left 41 did said 52
did went 110 did were 182
did time 48 did able 83
did made 44 did soon 48
did told 148 did other 71
did sake 56 did years 53
did days 118 did main 109
did years 169 did been 45
did fell 48 did fell 181
did when 41 did teeth 290
did were 170 did there 118
did their 51 did their 44
did less 170 did more 153
did eyes 62 did eyes 221
did face 65 did heart 42
did hand 58 did told 51
did girl 66 did when 46
did died 46 did were 139
did gaze 42 did bark 42
did when 51 did busy 57
did more 47 did were 300
did well 85 did years 206
did good 41 did into 50
did when 106 did came 92
did gave 143 did lent 52
did made 119 did took 43
did boys 50 did came 75
did made 88 did were 389
did come 61 did have 71
did help 62 did call 49
did come 57 did feel 51
did find 52 did give 83
did have 181 did know 267
did like 46 did look 117
did make 442 did speak 51
did take 57 did talk 44
did tell 103 did think 87
did want 351 did peep 42
did only 140 did moon 311
did made 58 did were 1118
did were 48 did pass 75
did come 47 did have 92
did meet 75 did here 72
did only 194 did else 209
did from 81 did living 120
did those 51 did down 92
did what 46 did what 66
did great 69 did soul 115
did done 47 did hast 83
did their 43 did help 42
did save 43 did what 189
did your 383 did wrong 169
did belt 51 did told 45
did here 48 did tell 44
did game 44 did more 132
did sign 171 did other 158
did sick 540 did sick 1254
die must 66 die live 140
die born 138 die forth 124
die died 63 die done 41
die live 85 die living 58
die hand 107 die hand 1510
die hand 7446 die hand 246
die hand 141 die from 50
die what 51 die kept 80
die left 60 die from 55
die help 114 die think 65
die duty 49 die home 392
die room 45 die like 153
die time 49 die city 77
die home 764 die land 118
die time 128 die time 59
die filth 82 die land 83
die cast 295 die came 120
die much 97 die free 161
die will 109 die here 146
die when 141 die cast 45
die says 56 die down 55
die will 91 die have 42
die live 90 die want 41
die life 46 die self 53
die self 101 die many 187
die live 2487 die rise 310
die self 133 die sowing 181
dig what 109 dig sand 40
dig land 65 dig make 75
dig their 76 dig your 84
dig land 131 dig tend 70
dig their 55 dig fore 74
din fell 122 dip bread 234
dip roll 117 dip stings 126
dip your 50 does some 73
does good 144 does like 105
does been 55 does time 52
does trial 59 does risk 40
does living 221 does hour 48
does pain 43 does these 46
does those 41 does airs 48
does food 87 does ideas 76
does saying 42 does from 72
does from 108 does from 50
does know 112 does there 147
does these 42 does into 52
does away 71 does there 79
does word 82 does such 42
does there 105 does these 67
does feel 64 does need 46
does there 42 does eyes 49
does word 47 does hair 50
does hawk 80 does bread 47
does other 44 does more 135
does time 77 does case 67
does home 213 does mind 58
does time 55 does young 113
does time 123 does other 41
does peace 49 does good 297
does vast 42 does such 111
does obey 68 does what 43
does make 46 does flow 40
does other 78 does what 287
does your 158 does good 148
does when 40 does food 227
does name 124 does other 92
does what 720 does more 40
does some 44 does such 99
does their 59 does there 47
does these 137 does those 146
does your 238 does during 44
does even 520 does from 46
does life 59 does many 120
does more 158 does most 182
does none 59 does nothing 80
does once 107 does only 604
does other 217 does some 449
does such 954 does their 295
does there 2212 does these 666
does those 361 does time 48
does truth 57 does what 332
does when 258 does your 300
does have 59 does will 85
does have 209 does must 55
does will 97 does come 65
does seem 44 does many 42
does only 41 does there 102
does these 61 does have 105
does other 51 does eyes 44
does eyes 213 does much 82
does drop 82 does good 118
does harm 102 does wrong 79
does good 5162 does harm 1249
does free 413 does lips 55
does time 52 does time 204
does break 47 does call 94
does care 59 does come 1882
does dare 55 does deem 48
does draw 50 does fall 982
does feel 243 does file 56
does find 260 does flow 110
does form 875 does give 586
does grow 65 does have 6907
does help 242 does hold 1281
does keep 81 does kill 61
does know 1596 does learn 97
does leave 112 does lend 60
does like 1002 does live 130
does look 130 does love 182
does make 1553 does meet 1128
does move 136 does need 496
does obey 52 does pass 331
does play 315 does pose 67
does rain 44 does reach 222
does react 52 does rule 42
does seek 40 does seem 136
does sell 41 does show 412
does speak 129 does suit 93
does take 1621 does teach 142
does tell 118 does tend 218
does think 199 does treat 74
does turn 58 does vary 149
does want 932 does will 104
does wish 233 does work 3164
does been 43 does more 118
does eyes 317 does into 58
does dumb 43 does forth 54
does flow 77 does best 56
does from 113 does there 46
does into 51 does want 96
does when 54 does buys 45
does have 77 does know 43
does think 55 does want 296
does want 62 does when 309
does these 71 does moon 121
does fall 80 does else 117
does living 63 does fire 42
does their 50 does save 50
does when 69 does what 84
does your 60 dog wolf 50
dog there 196 dog like 123
dog what 50 dog sale 61
dog died 2323 dog mind 60
dog will 53 dog tail 68
dog till 48 dog been 139
dog food 231 dog back 42
dog from 46 dog stay 459
dog time 47 dog tail 74
dog tail 64 doing here 62
doing been 118 doing done 195
doing seen 55 doing told 758
doing told 579 doing been 239
doing done 280 doing just 88
doing told 211 doing worth 313
doing time 283 doing pace 49
doing know 53 doing take 45
doing only 44 doing have 52
doing only 41 doing only 72
doing been 44 doing time 52
doing time 40 doing life 41
doing what 54 doing time 69
doing step 102 doing good 66
doing done 55 doing love 61
doing nothing 76 doing their 59
doing your 48 doing life 1849
doing life 3026 doing time 60
doing such 47 doing much 52
doing were 47 doing have 53
doing know 53 doing will 98
doing very 86 doing make 134
doing seem 46 doing other 113
doing other 89 doing good 125
doing sake 302 doing good 110
doing health 44 doing sake 150
doing wife 59 doing good 86
doing years 83 doing years 339
doing years 261 doing been 44
doing come 100 doing those 54
doing will 93 doing their 106
doing your 77 doing other 118
doing eyes 58 doing hand 80
doing making 85 doing good 631
doing harm 426 doing duty 41
doing will 46 doing made 64
doing other 65 doing work 58
doing work 43 doing have 45
doing part 62 doing know 205
doing were 115 doing some 210
doing such 429 doing their 40
doing what 435 doing when 45
doing will 335 doing were 181
doing life 58 doing life 109
doing only 62 doing from 80
doing clear 117 doing very 59
doing forth 42 doing great 70
doing high 60 doing into 46
doing come 59 doing make 76
doing seem 74 doing give 59
doing harm 104 doing have 59
doing help 44 doing make 305
doing seem 191 doing take 71
doing length 49 doing other 43
doing years 94 doing years 81
doing been 137 doing been 41
doing been 41 doing been 354
doing only 45 doing made 46
doing have 81 doing been 55
doing made 45 doing have 60
doing only 211 doing able 89
doing other 180 doing have 45
doing were 86 doing will 93
doing will 81 doing able 296
doing acting 84 doing also 180
doing giving 52 doing making 95
doing more 123 doing only 350
doing taking 62 doing also 41
doing gain 61 doing help 75
doing hope 246 doing make 91
doing also 55 doing been 78
doing lost 42 doing made 77
doing also 90 doing find 51
doing have 238 doing make 51
doing well 95 doing only 1247
doing their 41 doing only 256
doing very 42 doing most 145
doing there 50 doing sure 44
doing help 40 doing make 72
doing find 54 doing only 128
doing some 50 doing years 98
doing have 68 doing were 579
doing have 64 doing want 135
doing were 110 doing only 43
doing have 72 doing knew 43
doing used 46 doing boys 47
doing come 40 doing give 133
doing have 285 doing help 134
doing keep 68 doing made 188
doing make 608 doing most 124
doing must 77 doing need 241
doing only 53 doing other 99
doing seem 58 doing their 45
doing were 366 doing will 605
doing hate 66 doing have 202
doing know 60 doing like 212
doing love 57 doing need 94
doing said 45 doing think 47
doing used 48 doing want 303
doing were 215 doing have 216
doing know 159 doing like 550
doing love 261 doing most 125
doing must 51 doing need 174
doing think 92 doing used 76
doing want 657 doing were 75
doing these 44 doing what 40
doing care 115 doing their 57
doing your 91 doing living 53
doing only 45 doth news 94
doth name 86 doth half 97
doth make 244 doth make 601
doth upon 48 dry been 113
dry sway 362 dry make 134
dry will 167 dry back 53
dry when 48 due time 108
due june 69 due upon 48
due health 125 due lack 49
due other 78 due poor 57
due other 44 due have 474
due from 273 due else 191
due single 90 due size 42
due live 2586 due snow 114
due other 58 due many 100
due much 560 due lack 50
due their 51 due their 64
due rain 53 due what 100
due best 197 due neck 294
due cold 308 due mass 182
due having 55 due health 98
due having 126 due heart 167
due lack 134 due self 84
due also 63 due what 44
due paid 44 due having 635
due making 94 due rent 74
due such 403 due taking 41
due their 42 due these 48
due what 162 due work 127
due your 56 due been 90
due been 171 due only 83
due many 54 due some 70
due there 109 due these 53
due paid 104 due died 67
due health 140 due luck 48
due able 176 due born 56
due more 125 due there 144
due lest 41 due health 438
due hair 54 due stay 80
due years 44 due having 773
due heart 50 due acts 59
due evil 40 due free 56
due good 105 due great 79
due hard 161 due health 69
due lack 642 due past 174
due poor 65 due rank 57
due self 263 due sins 123
due want 182 due wife 48
due will 182 due wish 47
due work 98 due great 47
due aids 149 due cold 68
due were 42 due snow 359
due wind 62 due able 47
due held 112 due kept 43
due less 115 due made 250
due more 427 due part 145
due seen 44 due used 166
due very 107 due role 52
due half 522 due life 120
due range 87 due term 43
due cost 2852 due mass 133
due rate 201 due having 241
due wealth 52 due lack 104
due mass 114 due self 227
due high 53 due their 63
due have 179 due think 44
due were 204 due more 153
due able 521 due even 299
due only 106 due able 44
due having 345 due clear 40
due free 41 due lack 162
due moon 43 due wind 45
due also 51 due from 53
due their 335 due what 69
due also 42 due having 291
due past 40 due some 93
due such 48 due their 2037
due what 67 due work 111
due been 93 due been 111
due hold 142 due their 49
due there 87 due paid 70
due have 51 due other 373
due load 66 due been 44
due form 54 due fact 63
due many 71 due some 64
due there 145 due when 50
due much 116 due other 84
due post 40 due fading 46
due other 45 due your 287
due having 72 due your 741
dug gave 103 dug their 63
dug their 58 dug those 189
dug thick 49 dug into 46
dug into 125 dug left 43
dug from 69 dug their 65
dying hand 126 dying hand 1650
dying many 47 dying home 51
dying home 49 dying wife 64
dying will 49 dying home 43
dying want 50 dying what 78
dying what 170 dying there 164
dying tell 120 dying play 58
dying will 49 dying other 42
dying living 284 dying rising 314
