dad had been diagnosed with 57
did not pass anywhere near 107
did not pass entirely out 54
did not play football and 77
did not play football for 63
did not play football with 46
did not play straight with 47
did not pose problems for 78
did not reach anywhere near 303
did not reach maturity and 42
did not reach washington for 66
did not react directly with 58
did not rest entirely with 264
did not seek approval for 54
did not seek equality with 43
did not seek treatment for 220
did not seem adequate for 212
did not seem anywhere near 419
did not seem burdened with 61
did not seem congruent with 51
did not seem conscious that 175
did not seem credible that 264
did not seem designed for 140
did not seem destined for 179
did not seem disposed for 49
did not seem entirely out 117
did not seem entirely real 95
did not seem essential for 65
did not seem grateful for 72
did not seem inclined for 141
did not seem intended for 82
did not seem obsessed with 64
did not seem possible and 106
did not seem possible any 79
did not seem possible but 128
did not seem possible for 1935
did not seem possible now 173
did not seem possible she 315
did not seem possible that 35730
did not seem possible then 137
did not seem possible they 253
did not seem possible this 67
did not seem possible with 89
did not seem prepared for 200
did not seem probable that 3606
did not seem relevant for 46
did not seem sensible that 93
did not seem seriously ill 57
did not seem suitable for 430
did not seem surprising that 403
did not seem troubled that 94
did not seem unlikely that 561
did not sell anywhere near 83
did not show enthusiasm for 129
did not show evidence for 211
did not show evidence that 134
did not show surprise that 42
did not sift evidence with 108
did not some notorious ill 213
did not speak directly with 85
did not speak japanese and 87
did not stay anywhere for 48
did not stay anywhere long 52
did not stop anywhere for 69
did not take anywhere near 120
did not take catherine his 51
did not take definite and 112
did not take immediate and 77
did not take seriously and 46
did not take seriously any 71
did not take seriously her 108
did not take seriously his 240
did not take seriously its 63
did not take seriously this 98
did not talk business with 42
did not talk directly with 45
did not talk politics with 74
did not teach children how 40
did not teach students how 45
did not tell elizabeth that 191
did not tell suspects that 50
did not test directly for 48
did not test positive for 208
did not think education was 63
did not think equality with 124
did not think goldsmith was 115
did not think otherwise than 57
did not think politics was 48
did not think suitable for 74
did not think therefore that 133
did not think washington was 48
did not turn christian and 50
did not vary directly with 268
did not vary markedly with 77
did not vote directly for 112
did not want children and 460
did not want children but 78
did not want children for 68
did not want children was 66
did not want children who 53
did not want conflict with 72
did not want curiosity and 61
did not want problems with 89
did not want somebody who 94
did not want whatever was 55
did not work actively for 59
did not work anywhere near 81
did not work directly for 356
did not work directly with 596
did not work properly and 507
did not work properly for 93
did not work properly with 64
did she keep forgetting that 40
did that nothing diminish her 40
did them more mischief than 113
did they ever perceive any 87
did they find evidence that 52
did they make provision that 136
did with great coolness and 49
did with great enthusiasm and 47
did with great patience and 51
did with great readiness and 159
did with such judgment and 241
did with such rapidity that 91
did you ever actually see 68
did you ever consider how 94
did you ever consider that 714
did you ever discover that 55
did you ever discover who 47
did you find yourself doing 50
did you have problems with 70
did you hide yourself for 61
did you most identify with 155
die they will transmit our 170
die with such symptoms but 103
does far less mischief with 56
does his work honestly and 71
does not also consider that 88
does not also manifest its 45
does not bind christian men 60
does not break entirely with 47
does not care overmuch for 57
does not care tuppence for 103
does not care twopence for 276
does not cease challenging its 123
does not cite evidence for 43
does not come anywhere near 2208
does not come complete with 61
does not come directly out 112
does not come equipped with 614
does not come packaged with 96
does not come standard with 88
does not come straight out 153
does not come suddenly and 41
does not come ticketed and 77
does not dare renounce this 40
does not deny outright that 87
does not even approach that 195
does not even approach this 58
does not even coincide with 154
does not even conceive that 84
does not even consider any 72
does not even consider her 69
does not even consider how 50
does not even consider that 540
does not even consider them 113
does not even consider this 190
does not even diminish his 63
does not even indicate that 497
does not even interest them 44
does not even intimate that 143
does not even maintain that 47
does not even perceive that 297
does not even register with 63
does not even remember any 82
does not even remember being 63
does not even remember doing 58
does not even remember her 275
does not even remember him 104
does not even remember his 239
does not even remember how 127
does not even remember our 59
does not even remember that 794
does not even remember them 96
does not even remember this 42
does not even remember who 172
does not even remember you 95
does not feel contempt for 61
does not feel grateful for 43
does not feel inclined for 53
does not feel isolated and 68
does not feel prepared for 47
does not feel threatened and 116
does not feel threatened that 94
does not find evidence for 136
does not find evidence that 201
does not flow directly and 107
does not form negative ions 84
does not give authority for 75
does not give complete and 63
does not give evidence for 189
does not give evidence that 337
does not grow directly out 98
does not have adequate and 41
does not have affinity for 70
does not have anywhere near 991
does not have authority for 86
does not have capacity for 41
does not have children and 145
does not have children who 48
does not have complete and 112
does not have contacts with 54
does not have evidence for 61
does not have evidence that 258
does not have immediate and 73
does not have liability for 78
does not have patience for 63
does not have policies and 86
does not have potential for 70
does not have problems with 490
does not have property but 43
does not have provision for 226
does not have relations with 129
does not help patients with 44
does not hold strictly for 139
does not know otherwise than 177
does not like children and 103
does not like children who 48
does not like conflict and 42
does not like strangers and 44
does not live anywhere near 294
does not look anywhere near 244
does not look probable that 91
does not lose patience with 73
does not love celestial and 41
does not love cripples and 92
does not make adequate use 109
does not make criminal all 99
does not make decisions and 44
does not make decisions but 68
does not make decisions for 402
does not make decisions that 136
does not make explicit all 48
does not make explicit and 43
does not make explicit any 58
does not make explicit but 48
does not make explicit his 129
does not make explicit how 104
does not make explicit its 64
does not make explicit that 303
does not make explicit use 299
does not make explicit why 48
does not make frequent use 81
does not make mistakes and 293
does not make mistakes does 42
does not make possible any 118
does not make problems for 41
does not make progress with 60
does not make provision for 2873
does not make unlawful any 137
does not much describe his 119
does not much interest him 60
does not much resemble any 63
does not much resemble him 99
does not much resemble his 41
does not much resemble that 328
does not need attention and 64
does not only disclaim all 114
does not only indicate that 250
does not only outshine all 92
does not only physical and 45
does not pass judgment but 40
does not pose problems for 160
does not reach anywhere near 130
does not react directly with 774
does not rest entirely with 535
does not seek treatment for 55
does not seem adequate for 284
does not seem anywhere near 210
does not seem congruent with 100
does not seem congruous with 48
does not seem conscious that 66
does not seem convincing that 45
does not seem credible that 1116
does not seem critical for 49
does not seem designed for 61
does not seem destined for 78
does not seem doubtful that 409
does not seem entirely out 83
does not seem essential for 161
does not seem essential that 130
does not seem intended for 65
does not seem possible and 111
does not seem possible any 71
does not seem possible but 130
does not seem possible for 5955
does not seem possible now 547
does not seem possible she 82
does not seem possible that 30562
does not seem possible they 145
does not seem possible this 42
does not seem possible with 276
does not seem possible yet 70
does not seem possible you 55
does not seem prepared for 48
does not seem probable for 78
does not seem probable that 23104
does not seem realistic for 69
does not seem realistic that 47
does not seem relevant for 100
does not seem sensible for 84
does not seem sensible that 118
does not seem suitable for 630
does not seem surprising that 3696
does not seem therefore that 256
does not seem unlikely that 5286
does not show directly that 145
does not show evidence for 177
does not show evidence that 111
does not show homology with 44
does not stay constant but 72
does not suit everyone and 75
does not take anywhere near 195
does not take children long 102
does not take equality for 100
does not take senators and 65
does not take seriously his 81
does not take seriously its 112
does not take seriously this 51
does not take students long 59
does not teach children how 104
does not teach students how 106
does not test positive for 49
does not vary directly with 1629
does not vary markedly with 185
does not vary sensibly with 41
does not vote directly for 140
does not want children and 111
does not want examples that 69
does not work directly for 132
does not work directly with 522
does not work miracles for 48
does not work properly and 438
does not work properly for 200
does not work properly with 287
does that body exercise any 52
does this fact indicate that 123
does this view conflict with 41
dog has been credited with 90
dog was heard scratching for 58
doing all these horrible things 157
doing all these terrible things 68
doing all those terrible things 66
doing and saying whatever they 44
doing any other positive act 44
doing any wild mischief that 61
doing far less business than 40
doing his work properly and 46
doth not well consider this 207
due and full provision for 54
due and wise provision for 111
due has been assigned and 315
dung and crop residues are 194
dung and crop residues for 185
dying and health services for 84
dying and their families and 66
dying and their families are 46
dying with much firmness and 50
