damp better 141 dare inside 47
down ground 108 down beside 112
down beside 372 down carpet 40
down flashing 78 down toward 49
down couple 64 down decade 158
down twenty 43 down couple 57
down decade 138 down fields 163
down decade 274 down twenty 47
down office 43 down without 126
down houses 52 down number 52
down plants 42 down through 89
down africa 99 down corner 84
down little 41 down little 40
down around 44 down inches 478
down places 122 down stairs 128
down washes 40 down nations 43
down fellow 137 down regions 42
down calmly 41 down behind 41
down yonder 54 down heavily 41
down ground 380 down instead 80
down almost 45 down waters 278
down street 42 down ground 261
down stones 117 down ground 131
down waters 103 down before 49
down ground 631 down blacks 48
down inland 73 down valley 75
down ground 134 down itself 91
down passes 41 down thrilling 66
down fellow 288 down beside 341
down frozen 49 down behind 174
down pleases 504 down remove 47
down spirit 55 down builds 97
down person 51 down learned 131
down opened 417 down clicks 63
drag heavily 41 draw ardent 81
draw amount 47 draw weight 132
draw before 189 draw matter 41
draw useful 52 draw source 1114
draw income 153 draw strength 50
draw energy 55 draw strength 574
draw supply 61 draw recent 47
draw source 206 drew horror 59
drew without 58 drew drapes 56
drew rubber 45 drew scarce 44
drew sailor 57 drew common 72
drew source 747 drew income 104
drew strength 107 drew income 64
drew strength 323 drew strength 40
drew source 77 drip porous 61
drop former 48 drop ground 94
drop normal 183 drop height 49
drop cavity 50 drop decade 103
drug whereof 58 drug normal 69
drug cancer 161 drug cardiac 58
drug heroin 51 drug herpes 48
drug malaria 194 drug severe 102
drug ulcers 48 drug various 76
drum called 72 drum guitar 43
duct cavity 133 dues proper 66
dull twenty 80 dull sports 81
dull should 59 dull repose 41
during severe 63 during august 70
during course 41 during school 95
during periods 47 during career 41
during career 42 during course 102
during storms 86 during periods 63
during visits 42 during summer 386
during winter 47 during called 172
during termed 66 during prices 72
dust desert 188 dust plains 77
dust clouds 40 dust clouds 86
duty advice 48 duty before 45
duty before 99 duty merely 52
