do an aerial survey of 46
do the vast number of 43
do the very spirit of 41
do the wise chiefs of 71
do the work almost as 66
do the work around the 229
do the work before it 48
do the work before the 221
do the work before us 77
do the work behind the 74
do the work belonging to 40
do the work better in 52
do the work better or 68
do the work inside the 94
do the work instead of 506
do the work itself or 44
do the work needed by 102
do the work needed in 73
do the work needed on 45
do the work needed to 545
do the work proper to 44
do the work should be 322
do the work through the 60
do the work through us 48
do the work unless he 70
do the work wanted as 72
do the work without it 40
do the work without me 41
do the work without the 415
do to break through the 186
do to drag myself to 47
do to feel better is 44
do to find myself at 59
do to gain access to 215
do to give effect to 377
do to help around the 107
do to help ensure the 95
do to help further the 48
do to help lessen the 46
do to help manage my 72
do to help manage the 45
do to help reduce the 553
do to help remedy the 47
do to help someone in 68
do to keep abreast of 215
do to keep myself in 122
do to lose weight is 140
do to make amends is 47
do to make amends to 118
do to make changes in 73
do to make something of 51
do to move closer to 98
do to move toward the 42
do to pass through at 42
do to pass through the 94
do to rely solely on 50
do to some extent at 48
do to some extent in 296
do to stay abreast of 41
do to take charge of 225
do to turn around the 40
do to turn around to 43
do to work through the 53
do us harm instead of 43
do us more damage by 69
do we break through the 82
do we care enough to 56
do we care whether it 50
do we care whether the 101
do we care whether we 41
do we come across an 98
do we come across in 67
do we come across the 365
do we come closer to 75
do we ever arrive at 50
do we ever expect to 100
do we ever intend to 77
do we ever manage to 85
do we find changes in 41
do we find mention of 1369
do we find record of 90
do we find traces of 533
do we gain access to 352
do we give thought to 52
do we have access to 583
do we have before he 56
do we have before it 55
do we have before the 236
do we have before us 185
do we have before we 180
do we have enough of 55
do we have enough to 119
do we have plenty of 64
do we have something to 96
do we know enough of 152
do we know enough to 334
do we know quilting is 269
do we know someone is 53
do we know something is 76
do we know unless we 59
do we know whether an 214
do we know whether at 48
do we know whether he 632
do we know whether in 81
do we know whether it 1068
do we know whether or 917
do we know whether the 3361
do we know whether to 291
do we know whether we 850
do we learn whether the 42
do we leave behind us 78
do we look around us 40
do we look through the 47
do we move beyond the 176
do we need before we 291
do we need someone to 44
do we pass beyond the 56
do we pass through the 55
do we sort through the 51
do we take notice of 54
do we take refuge in 48
do we tell whether the 72
do we test whether the 45
do we think enough of 55
do we think should be 82
do we urge anyone to 42
do we wait before we 48
do ye nothing without the 43
do ye take weapons in 73
