db less than the maximum 164
do know that my husband 47
do know that my parents 93
do know that the ability 43
do know that the ancient 104
do know that the average 342
do know that the british 162
do know that the chinese 187
do know that the company 69
do know that the country 57
do know that the current 48
do know that the decision 95
do know that the earliest 89
do know that the effects 77
do know that the following 185
do know that the general 95
do know that the germans 105
do know that the history 53
do know that the language 127
do know that the picture 73
do know that the present 326
do know that the problem 217
do know that the process 145
do know that the quality 49
do know that the question 76
do know that the results 93
do know that the slavery 40
do know that the subject 41
do like this to america 41
do love all the brethren 56
do love all the brothers 119
do make for the benefit 80
do make them the subject 78
do many things in addition 77
do many things to enhance 64
do many things to improve 238
do many things to increase 73
do many things to prepare 85
do many things to prevent 99
do many things to promote 112
do many things to protect 93
do more for my country 157
do more for the average 200
do more for the benefit 89
do more for the colored 53
do more for the comfort 59
do more for the company 67
do more for the country 517
do more for the economy 45
do more for the elderly 66
do more for the general 377
do more for the natives 52
do more for the patient 248
do more for the present 143
do more for the quality 43
do more for the schools 85
do more for the student 59
do more for the success 91
do more for the support 47
do more for the welfare 241
do more for the workers 67
do more than an average 121
do more than at present 95
do more than he himself 41
do more than is allowed 225
do more than is humanly 155
do more than is morally 192
do more than is natural 67
do more than the average 796
do more than the greatest 52
do more than the minimum 2028
do more than the present 82
do more than the routine 92
do more than the typical 65
do more than to attempt 42
do more than to clarify 54
do more than to declare 48
do more than to explain 77
do more than to express 145
do more than to extract 51
do more than to furnish 71
do more than to observe 41
do more than to outline 59
do more than to prepare 71
do more than to present 160
do more than to prevent 52
do more than to produce 49
do more than to protect 71
do more than to protest 43
do more than to provide 237
do more than to require 53
do more than to suggest 295
do more with the colonel 40
do more with the material 46
do most for the general 75
do much for the benefit 143
do much for the comfort 166
do much for the company 42
do much for the country 248
do much for the economy 84
do much for the general 417
do much for the lighter 58
do much for the patient 230
do much for the student 45
do much for the success 116
do much for the support 108
do much for the welfare 289
do much with it because 99
do next was the question 94
do nothing and go nowhere 151
do nothing but eat potatoes 46
do nothing but go forward 51
do nothing but in concert 114
do nothing for me because 50
do nothing for or against 203
do nothing for the benefit 175
do nothing for the conduct 110
do nothing for the country 378
do nothing for the general 53
do nothing for the patient 276
do nothing for the present 998
do nothing for the service 67
do nothing for the support 68
do nothing for the workers 57
do nothing out of selfish 171
do nothing than to attempt 55
do nothing that is against 45
do nothing that is painful 54
do nothing that is unworthy 69
do nothing with it because 47
do nothing with the surplus 289
do only with the greatest 75
do only with the grounds 43
do only with the present 112
do only with the question 105
do only with the relation 56
do other things in addition 118
do other things to improve 50
do pray god to protect 50
do show that the problem 54
do some act in relation 186
do some act of charity 143
do some act of violence 71
do some things to improve 72
do such things as address 134
do such things as control 40
do such things as provide 85
do swear that my removal 50
do swear that the foregoing 251
do their own thing because 49
do these things by himself 64
do these things go together 45
do these things in addition 45
do these things in america 47
do these things in private 70
do these things is because 115
do these things is derived 41
do these things on purpose 355
do these things to protect 42
do think him as concave 258
do think that the concept 44
do think that the general 147
do think that the language 159
do think that the poorest 429
do think that the present 152
do think that the problem 42
do think that the question 93
do unto god in receiving 50
do vary with the increase 42
do very ill to promote 66
do want you to believe 395
do want you to forgive 45
do want you to promise 72
do want you to succeed 83
do well for the company 64
do well for the country 88
do well for the present 232
do well not to attempt 278
do well not to believe 116
do well not to confine 53
do well not to confuse 93
do well not to despise 78
do well not to dismiss 139
do well not to emulate 40
do well not to imitate 107
do well not to neglect 234
do well not to proceed 73
do well not to provoke 40
do well not to trouble 69
do well not to venture 66
do well now to publish 44
do well now to withdraw 54
do well was to conform 53
do what all the writers 66
do what one is capable 64
do what one is ordered 41
do what they do because 5334
do what you do because 904
do wish you to believe 48
do work and is measured 43
do work for the benefit 74
do work for the company 220
do work for the federal 51
do work that is meaningful 129
do wrong and to commend 207
do wrong and to disobey 128
do wrong may be likened 41
do wrong not to receive 42
