db less than the peak 46
do hope that it has 121
do hope that it may 257
do hope that it was 87
do hope that no one 269
do hope that on this 91
do hope that the day 104
do hope that the hon 262
do hope that the new 132
do hope that the two 40
do hope that the war 45
do hope that we are 215
do hope that we can 597
do hope that we may 326
do hope they do not 405
do hope this is not 552
do hope you do not 3601
do jobs that do not 41
do jobs they do not 56
do just for the fun 99
do just now on our 58
do just one or two 188
do just one thing and 116
do just one thing for 208
do just one thing that 86
do just that as they 70
do just that by using 95
do just that if she 100
do just that if they 124
do just that if you 223
do just that in her 45
do just that in his 199
do just that in our 50
do just that in this 179
do just this in his 71
do know all the things 56
do know and do not 197
do know but do not 86
do know him by his 134
do know how to act 56
do know how to bear 52
do know how to bring 42
do know how to cut 40
do know how to deal 119
do know how to fix 52
do know how to fly 59
do know how to get 1064
do know how to pay 75
do know how to put 185
do know how to read 860
do know how to run 124
do know how to say 126
do know how to set 52
do know how to use 976
do know now is that 544
do know one of them 220
do know one or two 321
do know one thing and 61
do know one thing for 1196
do know one thing that 232
do know that as far 98
do know that as long 312
do know that at one 216
do know that at that 137
do know that at this 149
do know that do not 109
do know that he and 198
do know that he can 130
do know that he did 1152
do know that he does 294
do know that he got 71
do know that he had 2254
do know that he has 2099
do know that he read 90
do know that he was 8908
do know that he who 49
do know that if one 59
do know that if our 103
do know that if she 187
do know that if they 569
do know that if this 93
do know that if you 2281
do know that in all 441
do know that in both 42
do know that in his 195
do know that in its 45
do know that in one 93
do know that in our 169
do know that in that 84
do know that in this 579
do know that is not 285
do know that it can 1002
do know that it did 351
do know that it does 1036
do know that it had 579
do know that it has 2046
do know that it may 42
do know that it was 8400
do know that my own 80
do know that no man 143
do know that no one 822
do know that of all 47
do know that on one 74
do know that on that 92
do know that on this 40
do know that so far 225
do know that the boy 56
do know that the day 149
do know that the death 44
do know that the earth 287
do know that the idea 90
do know that the law 57
do know that the long 40
do know that the man 532
do know that the men 82
do know that the new 247
do know that the old 97
do know that the one 268
do know that the real 93
do know that the sun 179
do know that the things 44
do know that the two 632
do know that the use 102
do know that the war 44
do know that the way 138
do know that we all 159
do know that we are 1235
do know that we can 1347
do know that we did 80
do know that we got 99
do know that we had 335
do know they do not 131
do know this is not 86
do know who he was 47
do know who it was 112
do know who we are 73
do know you do not 322
do know you is not 46
do learn how to read 50
do learn how to use 49
do less for the man 41
do less for us than 42
do less than go out 49
do less than he did 77
do less than he has 72
do less than we are 63
do less than we can 60
do less than we did 42
do list for the day 499
do live but in that 69
do live near as long 45
do love thee as each 50
do love thee so that 269
do love you as you 46
do love you so and 58
do make use of all 52
do make use of our 40
do make use of that 49
do make use of them 581
do make use of this 489
do many things at one 151
do many things he can 49
do many things he does 53
do many things if they 43
do many things in his 146
do many things in law 46
do many things in our 178
do many things in this 180
do many things on his 67
do many things to bring 56
do many things to get 222
do many things to try 49
do many things we can 44
do more for an old 40
do more for it than 400
do more for me than 1636
do more for my own 71
do more for the boy 58
do more for the men 59
do more for the non 91
do more for the real 89
do more for the war 214
do more for us and 54
do more for us than 1843
do more than by any 42
do more than eat and 93
do more than he can 1079
do more than he did 422
do more than he does 476
do more than he had 725
do more than he has 804
do more than he hath 46
do more than he was 710
do more than if they 82
do more than if you 101
do more than in any 78
do more than is being 76
do more than is now 99
do more than it can 1003
do more than it did 272
do more than it does 304
do more than it had 326
do more than it has 675
do more than it now 83
do more than it was 453
do more than sing and 49
do more than the job 109
do more than the law 1111
do more than the man 44
do more than the men 70
do more than the old 59
do more than the one 148
do more than the sum 53
do more than the two 44
do more than to act 55
do more than to add 69
do more than to ask 84
do more than to bring 139
do more than to fix 55
do more than to get 81
do more than to lay 93
do more than to pay 44
do more than to put 81
do more than to read 54
do more than to say 278
do more than to see 81
do more than to set 99
do more than to sit 63
do more than to try 134
do more than we are 853
do more than we ask 188
do more than we can 1190
do more than we did 144
do more than we had 85
do more things on his 52
do more with it than 612
do more with me than 59
do more with us than 90
do much and he does 64
do much for me and 116
do much for my ego 97
do much for the art 92
do much for the boy 110
do much for the man 189
do much for the old 153
do much that is not 123
do much with it and 42
do much with the old 47
do nine out of ten 111
do nothing all the day 219
do nothing and am fit 62
do nothing and do not 93
do nothing and it was 43
do nothing and to let 48
do nothing and to say 95
do nothing but be with 43
do nothing but by his 106
do nothing but eat all 48
do nothing but eat and 2234
do nothing but go and 144
do nothing but go out 136
do nothing but go with 52
do nothing but sing and 131
do nothing for as long 77
do nothing for it but 66
do nothing for me and 160
do nothing for me but 213
do nothing for me now 191
do nothing for me that 54
do nothing for my own 79
do nothing for the boy 70
do nothing for the dead 360
do nothing for the man 252
do nothing for the men 48
do nothing for the old 44
do nothing for the real 41
do nothing for us and 62
do nothing for us but 80
do nothing for us now 87
do nothing out of fear 83
do nothing out of law 110
do nothing than to act 54
do nothing than to try 46
do nothing that he did 47
do nothing that he does 60
do nothing that he has 46
do nothing that in any 87
do nothing that is mean 148
do nothing that is not 1289
do nothing that the law 129
do nothing that we can 101
do nothing they do not 50
do nothing with it and 133
do nothing with it but 336
do nothing with it for 42
do nothing with the boy 82
do nothing with the man 112
do nothing with the men 56
do nothing with the old 98
do nothing you do not 202
do only one of them 72
do only one of two 359
do only one or two 1352
do only one thing and 547
do only one thing for 133
do only one thing with 123
do only with the things 44
do only with the way 63
do oral sex on him 57
do other than he did 254
do other than he does 250
do other than it does 55
do other than to try 78
do other things of that 83
do other things of this 69
do other things to earn 41
do other things to get 95
do pray that he may 50
do pray that it may 334
do pray that we may 105
do show that he had 130
do show that he was 382
do show that it was 150
do show that the two 40
do some act on his 45
do some act or pay 53
do some act to his 189
do some men do not 74
do some one thing and 49
do some one thing that 49
do some things at all 60
do some things in this 50
do some things on her 60
do some things on his 93
do some things on our 52
do some things the way 77
do some things to get 100
do some things to you 56
do speak for no one 100
do such men as you 43
do such things as add 174
do such things as are 1106
do such things as buy 73
do such things as cut 46
do such things as get 43
do such things as may 628
do such things as one 44
do such things as put 58
do such things as read 139
do such things as run 68
do such things as set 115
do such things as sit 82
do such things as that 872
do such things as they 334
do such things as this 273
do such things as use 166
do such things as you 203
do such things at all 144
do such things do not 92
do such things if they 97
do such things if you 47
do such things in his 56
do such things in our 57
do such things in this 98
do such things is not 129
do such things to each 182
do such things to her 100
do such things to him 56
do such things to his 40
do such things to one 185
do such things to them 47
do such things to you 118
do take off my hat 41
do their bit in this 58
do their job as they 236
do their job at all 249
do their job if they 182
do their job so that 42
do their job the way 83
do their own thing and 934
do their own thing but 71
do their own thing for 77
do their own thing with 155
do there but to say 47
do these fit in with 80
do these mean to you 52
do these things as long 68
do these things as they 99
do these things as you 54
do these things at all 467
do these things by his 51
do these things do not 98
do these things do them 59
do these things go out 216
do these things he has 71
do these things he was 59
do these things if she 46
do these things if they 399
do these things if you 324
do these things in any 81
do these things in her 72
do these things in his 85
do these things in one 59
do these things in our 201
do these things in this 301
do these things is going 128
do these things is not 302
do these things is that 176
do these things on his 91
do these things on our 43
do these things or not 188
do these things so that 478
do these things to each 167
do these things to get 107
do these things to her 171
do these things to him 199
do these things to his 46
do these things to one 105
do these things to them 70
do these things to you 323
do these things we are 123
do these things we can 47
do think long to hear 77
do think that at this 65
do think that he did 55
do think that he had 53
do think that he has 243
do think that he was 390
do think that if one 44
do think that if they 79
do think that if this 40
do think that if you 561
do think that in all 69
do think that in our 107
do think that in this 215
do think that it can 121
do think that it does 47
do think that it has 195
do think that it may 72
do think that it was 304
do think that no man 45
do think that of all 82
do think that the idea 93
do think that the new 46
do think that the two 122
do think that the use 75
do think that the way 83
do think that we are 461
do think that we can 416
do think that we may 85
do think this is one 50
do think you do not 66
do those that do not 82
do those things at all 50
do those things if they 60
do those things if you 102
do those things in his 43
do those things to her 150
do those things to him 72
do those things to them 57
do those things to you 175
do those things we are 44
do those things we can 62
do those who do not 1122
do three things in this 223
do unto him as thou 209
do unto him as you 81
do unto them as they 570
do unto them as thou 44
do unto them as you 199
do unto them in not 44
do unto you as you 191
do unto you if you 69
do urge you to read 47
do urge you to try 49
do want her to get 73
do want her to see 43
do want him to get 44
do want them to see 64
do want you to get 714
do want you to hear 76
do want you to let 40
do want you to put 69
do want you to read 75
do want you to say 44
do want you to see 1051
do want you to try 100
do well and do not 214
do well and the things 53
do well but do not 45
do well not to act 44
do well not to ask 113
do well not to bring 59
do well not to get 98
do well not to let 274
do well not to pay 43
do well not to put 298
do well not to read 203
do well not to say 102
do well not to see 52
do well not to set 72
do well not to try 343
do well not to use 158
do well now to say 57
do well out of them 53
do well out of this 122
do what all of you 50
do what and as they 61
do what each of them 116
do what god is doing 86
do what has by man 44
do what his or her 119
do what lay in her 142
do what lay in him 49
do what lay in his 528
do what lay in our 44
do what one is doing 86
do what one is not 149
do what one of them 43
do what she is doing 490
do what she is not 84
do what they do and 4147
do what they do are 104
do what they do but 89
do what they do can 42
do what they do for 2329
do what they do has 41
do what they do not 4857
do what they do now 163
do what they do out 447
do what they do than 53
do what they do that 53
do what they do with 553
do what was in her 120
do what was in his 496
do what was in our 45
do what you do and 836
do what you do but 50
do what you do for 909
do what you do not 5803
do what you do now 92
do what you do out 163
do what you do with 363
do when and if they 77
do when his or her 266
do when one is not 82
do when one of his 49
do when one of its 67
do when one of our 57
do when one of them 188
do when one of you 52
do when she is going 46
do when she is not 173
do when they do get 66
do when they do not 5286
do when they go off 129
do when they go out 600
do when they is not 63
do when things do not 309
do when this is all 187
do when this or that 71
do when you do get 91
do when you do not 3547
do when you do that 42
do when you go for 45
do when you go off 46
do when you go out 1012
do when you is not 59
do will not be easy 81
do will sin as sin 79
do wish that he had 98
do wish that we had 176
do work due to its 48
do work that is both 103
do work that is not 880
do work that is too 194
do work that no one 196
do work they do not 146
do work you do not 62
do wrong and do not 44
do your job as you 75
do your job if you 186
do your job or you 61
do your job the way 138
do your own thing and 601
do your own thing for 54
do your own thing with 77
