dad was born and raised 62
did not blow his brains 104
did not break her spirit 173
did not break her stride 213
did not break his spirit 429
did not break his stride 468
did not break new ground 1465
did not break out before 147
did not break out earlier 99
did not break out openly 97
did not break out sooner 112
did not burn hot enough 48
did not burn long enough 70
did not call for actual 43
did not call for another 98
did not call for anyone 54
did not call for backup 174
did not call for changes 56
did not call for direct 150
did not call for further 177
did not call for public 62
did not call for special 141
did not call him before 40
did not call his brother 72
did not call one another 57
did not call one person 47
did not call them slaves 67
did not call you before 274
did not call you earlier 248
did not call you sooner 118
did not call you stupid 53
did not calm her nerves 41
did not calm his nerves 43
did not care and neither 287
did not care and wanted 75
did not care for another 516
did not care for anyone 457
did not care for babies 56
did not care for battle 44
did not care for clothes 50
did not care for coffee 91
did not care for crowds 79
did not care for dinner 40
did not care for drinking 59
did not care for english 138
did not care for family 103
did not care for fiction 64
did not care for fighting 72
did not care for formal 53
did not care for france 90
did not care for further 68
did not care for gambling 97
did not care for gossip 40
did not care for horses 158
did not care for liquor 67
did not care for little 54
did not care for london 109
did not care for luxury 82
did not care for modern 118
did not care for movies 47
did not care for myself 286
did not care for nature 61
did not care for nobody 46
did not care for novels 54
did not care for office 93
did not care for painting 58
did not care for public 324
did not care for riches 70
did not care for school 613
did not care for serious 42
did not care for shooting 179
did not care for sports 179
did not care for strange 45
did not care for sweets 117
did not care for swimming 42
did not care for titles 60
did not care for travel 55
did not care for uttering 75
did not care for wagner 62
did not care how little 178
did not care how stupid 48
did not care now whether 180
did not care one little 210
did not care that anyone 47
did not care that someone 65
did not care then whether 54
did not care two straws 1346
did not care who bought 118
did not care who called 52
did not care who filled 50
did not care who killed 85
did not care who looked 67
did not care who played 50
did not care who thought 72
did not care you should 82
did not cast any shadow 155
did not cast his ballot 43
did not cast its shadow 84
did not cast one another 55
did not cast out devils 75
did not cease and desist 553
did not cease for twenty 40
did not cease his gloomy 49
did not cease his labors 95
did not cease his visits 72
did not cite his source 104
did not clear his motive 43
did not coin that phrase 45
did not come and arrest 42
did not come and settle 62
did not come any better 453
did not come any bigger 92
did not come any closer 2190
did not come any farther 123
did not come any further 101
did not come any higher 67
did not come far behind 84
did not come far enough 130
did not come for advice 46
did not come for almost 135
did not come for another 911
did not come for coffee 40
did not come for dinner 209
did not come for myself 44
did not come for slaves 42
did not come for supper 80
did not come for twenty 67
did not come near enough 1178
did not come off second 360
did not come off without 244
did not come out around 69
did not come out before 412
did not come out boldly 75
did not come out clearly 262
did not come out earlier 92
did not come out except 52
did not come out firmly 42
did not come out gently 41
did not come out openly 443
did not come out second 200
did not come out sooner 122
did not come out sounding 220
did not come out through 125
did not come out without 51
did not come she waited 61
did not come they should 52
did not come this sketch 48
did not copy any object 94
did not copy one another 78
did not dare ask anyone 220
did not dare ask whether 100
did not dare hang around 54
did not dare let anyone 185
did not dare let myself 263
did not dare say another 163
did not date this letter 57
did not deem any further 59
did not deny his master 41
did not deny that christ 182
did not deny that something 87
did not deny this charge 104
did not down with another 78
did not draw any salary 109
did not draw any sexual 51
did not draw his pistol 53
did not draw his salary 47
did not draw its strength 52
did not dream that anyone 91
did not dream that before 47
did not during our voyage 51
did not echo nor thought 46
did not envy her sister 85
did not envy his brother 63
did not envy his friend 88
did not even ask myself 271
did not even ask whether 356
did not even earn enough 329
did not even get across 51
did not even get around 549
did not even get beyond 102
did not even get credit 61
did not even get enough 300
did not even get inside 61
did not even get scared 49
did not even get through 559
did not even hang around 169
did not even hear anyone 53
did not even let myself 114
did not even own slaves 45
did not even pay enough 88
did not even run across 40
did not even say excuse 42
did not even say whether 103
did not even see another 66
did not even see anyone 100
did not even see clearly 45
did not even see myself 47
did not even then desert 49
did not even then exceed 56
did not even then realize 94
did not even use straps 53
did not even wear gloves 42
did not even wear makeup 63
did not even yet realize 59
did not ever get around 88
did not face any serious 347
did not face one another 70
did not fair any better 118
did not fall any further 42
did not fall far behind 304
did not fall far enough 248
did not fall for another 83
did not fall low enough 42
did not fall too heavily 60
did not fare any better 6764
did not feed him enough 127
did not feed them enough 40
did not feel and credit 43
did not feel any better 6726
did not feel any bodily 43
did not feel any closer 374
did not feel any cooler 46
did not feel any desire 498
did not feel any direct 48
did not feel any effect 81
did not feel any emotion 214
did not feel any further 155
did not feel any hatred 99
did not feel any horror 83
did not feel any malice 41
did not feel any passion 44
did not feel any pressing 129
did not feel any qualms 95
did not feel any regret 177
did not feel any relief 150
did not feel any serious 65
did not feel any sexual 79
did not feel any sorrow 88
did not feel any special 489
did not feel any strain 51
did not feel any tension 52
did not feel any urgent 104
did not feel any warmer 88
did not feel any weight 45
did not feel bad enough 381
did not feel big enough 67
did not feel fit enough 78
did not feel her weight 42
did not feel his design 210
did not feel his weight 47
did not feel his wounds 105
did not feel ill enough 48
did not feel its weight 77
did not feel mean without 117
did not feel old enough 346
did not feel one moment 44
did not feel she needed 495
did not feel she should 540
did not feel she wanted 121
did not feel that another 59
did not feel that anyone 332
did not feel that blacks 55
did not feel that england 76
did not feel that enough 147
did not feel that france 65
did not feel that further 86
did not feel that maggie 67
did not feel that public 50
did not feel that something 117
did not feel that special 145
did not feel they needed 709
did not feel they should 588
did not feel they wanted 108
did not feel too guilty 329
did not feel too jaunty 68
did not feel too kindly 59
did not feel too lonely 112
did not feel too secure 270
did not feel you needed 74
did not feel you should 62
did not file any answer 45
did not file any income 44
did not fill his pocket 57
did not find any actual 63
did not find any answer 82
did not find any better 142
did not find any bodies 101
did not find any broken 48
did not find any cancer 50
did not find any changes 401
did not find any common 60
did not find any damage 53
did not find any direct 243
did not find any effect 904
did not find any errors 116
did not find any further 218
did not find any gender 93
did not find any greater 73
did not find any ground 66
did not find any indians 128
did not find any injury 57
did not find any letter 64
did not find any marked 391
did not find any mention 273
did not find any obvious 185
did not find any papers 70
did not find any person 41
did not find any pieces 50
did not find any prints 93
did not find any record 316
did not find any relief 45
did not find any serious 252
did not find any special 151
did not find any strait 43
did not find any strange 58
did not find any striking 58
did not find any takers 48
did not find any traces 385
did not find any tracks 100
did not find any useful 69
did not find any weapons 199
did not find her appealing 127
did not find her before 54
did not find her brother 71
did not find her pretty 130
did not find her sister 40
did not find him before 170
did not find him charming 41
did not find him guilty 446
did not find his answer 49
did not find his brother 128
did not find his duties 69
did not find his family 48
did not find his friend 170
did not find his hounds 142
did not find his master 43
did not find his sister 101
did not find its origin 134
did not find its proper 77
did not find its source 62
did not find one another 51
did not find one person 151
did not find out before 153
did not find out enough 95
did not find out myself 56
did not find out something 41
did not find out sooner 107
did not find out whether 296
did not find that strange 103
did not find them already 43
did not find them before 108
did not find them guilty 41
did not find them serious 59
did not find them useful 133
did not find this answer 45
did not find this effect 178
did not find this letter 68
did not find this result 90
did not find this strange 127
did not find you sooner 60
did not fire his pistol 59
did not flow any higher 389
did not form any opinion 130
did not form any portion 40
did not form his opinion 81
did not free all slaves 133
did not free any slaves 148
did not free his slaves 180
did not gain any greater 44
did not gain any ground 134
did not gain any weight 347
did not give any active 48
did not give any advice 154
did not give any answer 676
did not give any better 203
did not give any chance 114
did not give any credit 213
did not give any detail 50
did not give any direct 254
did not give any effect 55
did not give any figure 50
did not give any formal 78
did not give any further 1287
did not give any ground 289
did not give any notice 409
did not give any opinion 399
did not give any orders 333
did not give any public 55
did not give any reaction 98
did not give any reasons 645
did not give any relief 150
did not give any result 75
did not give any rights 61
did not give any serious 177
did not give any signal 93
did not give any source 46
did not give any special 311
did not give any thought 1740
did not give any useful 56
did not give any weight 153
did not give due credit 111
did not give due notice 44
did not give due regard 58
did not give due weight 309
did not give her access 44
did not give her another 187
did not give her assent 45
did not give her credit 382
did not give her enough 2606
did not give her homage 85
did not give her notice 56
did not give her opinion 66
did not give her proper 75
did not give her reasons 107
did not give her something 88
did not give him access 109
did not give him advice 49
did not give him another 382
did not give him boiled 41
did not give him clothes 105
did not give him credit 1006
did not give him enough 4436
did not give him little 209
did not give him notice 225
did not give him proper 107
did not give him relief 57
did not give him something 197
did not give him special 41
did not give him strength 42
did not give his answer 74
did not give his assent 391
did not give his blessing 85
did not give his brother 62
did not give his entire 64
did not give his formal 46
did not give his friend 99
did not give his opinion 221
did not give his orders 65
did not give his readers 82
did not give his reasons 407
did not give his source 84
did not give its assent 99
did not give its blessing 43
did not give off enough 211
did not give one direct 53
did not give one thought 114
did not give out enough 97
did not give them access 105
did not give them advice 48
did not give them another 140
did not give them credit 797
did not give them enough 3118
did not give them greater 74
did not give them notice 151
did not give them orders 64
did not give them proper 106
did not give them something 227
did not give them special 60
did not give them strength 48
did not give them twenty 58
did not give this advice 67
did not give this answer 61
did not give this matter 105
did not give this reaction 62
did not give this result 45
did not give this series 57
did not give way before 263
did not give way readily 44
did not give way without 193
did not give you another 42
did not give you credit 1179
did not give you enough 1470
did not give you notice 67
did not give you something 104
did not grow any better 161
did not grow any bigger 59
did not grow any faster 75
did not grow any larger 84
did not grow any taller 44
did not grow big enough 44
did not harm his career 79
did not harm one another 45
did not hate and reject 113
did not hate him enough 103
did not hate his brother 44
did not hate one another 235
did not hate that enough 52
did not have and needed 46
did not have and wanted 75
did not have any accent 62
did not have any access 1001
did not have any active 186
did not have any actual 507
did not have any advice 118
did not have any affect 178
did not have any agenda 80
did not have any agents 56
did not have any allies 43
did not have any answer 705
did not have any assets 296
did not have any babies 139
did not have any backup 187
did not have any before 301
did not have any belief 67
did not have any better 3414
did not have any blacks 90
did not have any brains 294
did not have any brakes 220
did not have any breasts 92
did not have any bright 71
did not have any broken 308
did not have any brother 52
did not have any budget 80
did not have any building 86
did not have any butter 97
did not have any career 211
did not have any cattle 188
did not have any chairs 120
did not have any chance 1384
did not have any changes 56
did not have any charts 54
did not have any choice 22730
did not have any chores 58
did not have any church 139
did not have any claims 156
did not have any clearly 133
did not have any clothes 2608
did not have any coffee 264
did not have any collar 52
did not have any combat 162
did not have any common 408
did not have any copies 100
did not have any covering 93
did not have any credit 345
did not have any damage 78
did not have any damned 47
did not have any decent 278
did not have any deeper 90
did not have any degree 106
did not have any dental 62
did not have any desire 1745
did not have any dinner 527
did not have any direct 5635
did not have any disease 104
did not have any dishes 52
did not have any doctor 72
did not have any doubts 1376
did not have any drinking 117
did not have any drinks 50
did not have any duties 121
did not have any effect 8617
did not have any emotion 101
did not have any energy 1473
did not have any english 393
did not have any equity 45
did not have any errors 44
did not have any escape 50
did not have any except 74
did not have any excess 243
did not have any excuse 372
did not have any existing 74
did not have any extras 65
did not have any family 6280
did not have any faults 61
did not have any feathers 133
did not have any feelings 1275
did not have any female 247
did not have any fences 47
did not have any fighting 52
did not have any fights 85
did not have any follow 47
did not have any forces 40
did not have any formal 2314
did not have any french 161
did not have any friend 86
did not have any frills 42
did not have any further 2284
did not have any future 456
did not have any garden 41
did not have any german 53
did not have any gloves 208
did not have any greater 519
did not have any ground 88
did not have any grudge 93
did not have any guards 44
did not have any guests 88
did not have any hatred 56
did not have any hidden 266
did not have any higher 220
did not have any horses 378
did not have any houses 91
did not have any images 51
did not have any impact 1857
did not have any income 1240
did not have any indoor 123
did not have any initial 64
did not have any innate 40
did not have any inside 214
did not have any intent 518
did not have any issues 139
did not have any jewels 55
did not have any jewish 149
did not have any larger 54
did not have any leaders 56
did not have any letter 54
did not have any lights 513
did not have any limits 46
did not have any liquor 98
did not have any little 230
did not have any lovers 40
did not have any lyrics 59
did not have any makeup 225
did not have any marked 659
did not have any market 202
did not have any markings 48
did not have any measure 43
did not have any meetings 133
did not have any member 111
did not have any memory 299
did not have any mental 130
did not have any models 91
did not have any modern 210
did not have any morals 56
did not have any motive 333
did not have any muscle 127
did not have any mutual 53
did not have any myself 44
did not have any native 58
did not have any negroes 80
did not have any nerves 71
did not have any normal 46
did not have any notice 105
did not have any nuclear 76
did not have any number 63
did not have any obvious 570
did not have any office 137
did not have any openings 368
did not have any opinion 332
did not have any options 356
did not have any orders 242
did not have any outlet 40
did not have any oxygen 61
did not have any papers 626
did not have any passion 55
did not have any permit 40
did not have any person 41
did not have any petrol 47
did not have any photos 103
did not have any places 44
did not have any planes 86
did not have any plants 53
did not have any plates 52
did not have any plumbing 70
did not have any pocket 52
did not have any points 64
did not have any poison 40
did not have any police 88
did not have any policy 205
did not have any powers 176
did not have any pressing 265
did not have any pretty 102
did not have any prints 47
did not have any proper 426
did not have any public 235
did not have any qualms 1728
did not have any reaction 208
did not have any reality 48
did not have any reasons 100
did not have any recent 98
did not have any record 687
did not have any regard 205
did not have any relief 123
did not have any report 45
did not have any result 60
did not have any return 44
did not have any rifles 44
did not have any rights 1095
did not have any rivals 44
did not have any rubber 79
did not have any safety 77
did not have any scales 44
did not have any scenes 94
did not have any school 706
did not have any script 41
did not have any second 142
did not have any secret 342
did not have any serious 1597
did not have any severe 96
did not have any sexual 476
did not have any sheets 51
did not have any shells 88
did not have any shirts 42
did not have any siblings 255
did not have any silver 161
did not have any simple 89
did not have any skates 61
did not have any skills 442
did not have any slaves 102
did not have any sleeping 89
did not have any source 165
did not have any spares 45
did not have any special 3642
did not have any speech 54
did not have any spending 66
did not have any spirit 46
did not have any sports 52
did not have any stable 64
did not have any stamps 85
did not have any standing 268
did not have any status 133
did not have any stocks 57
did not have any stores 72
did not have any street 74
did not have any strength 739
did not have any summer 111
did not have any supper 306
did not have any swimming 92
did not have any system 180
did not have any takers 81
did not have any talent 506
did not have any teacher 73
did not have any tennis 55
did not have any theories 111
did not have any thought 437
did not have any toilet 107
did not have any towels 40
did not have any training 861
did not have any tricks 46
did not have any troops 153
did not have any trucks 46
did not have any uncles 40
did not have any unique 72
did not have any useful 127
did not have any values 64
did not have any vested 150
did not have any visions 50
did not have any visual 87
did not have any weapons 1040
did not have any weight 163
did not have any wheels 123
did not have any winter 84
did not have any wounds 79
did not have any younger 42
did not have big enough 153
did not have but needed 112
did not have but wanted 62
did not have due regard 41
did not have easy access 1374
did not have her brother 50
did not have her camera 46
did not have her clothes 74
did not have her driver 76
did not have her family 49
did not have her killed 66
did not have her little 42
did not have her number 307
did not have her sister 287
did not have her strength 50
did not have him around 122
did not have him killed 172
did not have his brains 45
did not have his brother 234
did not have his camera 113
did not have his clothes 133
did not have his degree 63
did not have his dinner 85
did not have his driver 184
did not have his entire 117
did not have his family 117
did not have his faults 41
did not have his former 48
did not have his friend 54
did not have his helmet 93
did not have his jacket 84
did not have his lights 89
did not have his little 97
did not have his master 48
did not have his normal 49
did not have his number 348
did not have his office 63
did not have his papers 136
did not have his pistol 91
did not have his sister 114
did not have his special 40
did not have his strength 85
did not have his supper 45
did not have his talent 40
did not have his ticket 53
did not have his wallet 179
did not have its effect 139
did not have its lights 72
did not have its little 44
did not have its modern 339
did not have its normal 68
did not have its origin 1800
did not have its proper 84
did not have its source 369
did not have jet planes 47
did not have long before 285
did not have long enough 474
did not have lung cancer 149
did not have men enough 303
did not have near enough 273
did not have new clothes 75
did not have new england 56
did not have one already 287
did not have one anyway 55
did not have one before 364
did not have one chance 137
did not have one decent 50
did not have one dollar 78
did not have one friend 147
did not have one minute 64
did not have one moment 89
did not have one myself 70
did not have one person 132
did not have one thought 40
did not have our little 53
did not have our modern 248
did not have real estate 43
did not have sex before 153
did not have that amount 399
did not have that answer 63
did not have that before 429
did not have that belief 90
did not have that chance 269
did not have that choice 1075
did not have that degree 131
did not have that desire 97
did not have that effect 1485
did not have that excuse 217
did not have that feature 66
did not have that intent 77
did not have that killer 60
did not have that little 210
did not have that luxury 2031
did not have that number 144
did not have that opinion 52
did not have that outlet 42
did not have that passion 45
did not have that person 43
did not have that reaction 58
did not have that result 92
did not have that special 190
did not have that spirit 49
did not have that status 126
did not have that strength 51
did not have that stupid 54
did not have that talent 65
did not have that thought 67
did not have that training 65
did not have them already 231
did not have them around 53
did not have them before 921
did not have them killed 47
did not have this access 50
did not have this amount 141
did not have this before 244
did not have this belief 156
did not have this chance 122
did not have this choice 345
did not have this clause 40
did not have this custom 101
did not have this defect 59
did not have this degree 63
did not have this desire 67
did not have this device 45
did not have this direct 52
did not have this disease 175
did not have this effect 2537
did not have this excuse 56
did not have this feature 357
did not have this income 102
did not have this little 173
did not have this luxury 482
did not have this number 68
did not have this opinion 46
did not have this reaction 44
did not have this result 139
did not have this second 40
did not have this source 49
did not have this special 274
did not have this status 86
did not have this stupid 49
did not have this system 120
did not have this thought 53
did not have this training 122
did not have this wisdom 51
did not have too little 379
did not have was enough 147
did not have wit enough 114
did not have you around 51
did not have you killed 49
did not have you pegged 89
did not heed her advice 157
did not heed her warnings 42
did not heed his advice 838
did not heed his brother 43
did not heed his orders 41
did not heed his warnings 188
did not heed our advice 56
did not heed our warnings 44
did not heed that advice 94
did not heed this advice 594
did not help her career 44
did not help her enough 82
did not help her feelings 56
did not help her nerves 85
did not help her temper 111
did not help him enough 78
did not help him escape 69
did not help him greatly 67
did not help his already 52
did not help his brother 65
did not help his career 153
did not help his family 45
did not help his feelings 73
did not help his friend 67
did not help his nerves 52
did not help his standing 250
did not help his temper 132
did not help one another 423
did not help one little 50
did not help our morale 59
did not help them enough 44
did not hide her feelings 258
did not hide his belief 172
did not hide his desire 112
did not hide his dismay 55
did not hide his doubts 104
did not hide his emotion 54
did not hide his feelings 705
did not hide his hatred 106
did not hide his opinion 224
did not hide his regret 67
did not hide his relief 51
did not hide his talent 77
did not hide its desire 43
did not hold any formal 88
did not hold any grudge 164
did not hold any meetings 87
did not hold any office 354
did not hold any opinion 53
did not hold any public 180
did not hold any shares 44
did not hold any special 122
did not hold any troops 43
did not hold his ground 46
did not hold his liquor 111
did not hold his office 160
did not hold its annual 40
did not hold its ground 105
did not hold that belief 95
did not hold that office 187
did not hold that opinion 109
did not hold this belief 283
did not hold this office 108
did not hold this opinion 305
did not hurt her career 69
did not hurt her feelings 241
did not hurt his career 244
did not hurt his feelings 372
did not hurt his standing 246
did not hurt one another 63
did not jibe with reality 54
did not join and assist 73
did not join any church 82
did not join his brother 84
did not join his family 85
did not join his fellow 170
did not join his friend 41
did not join them openly 83
did not jump far enough 242
did not jump with flapping 50
did not just say something 42
did not just sit around 861
did not keep any horses 48
did not keep any record 204
did not keep her course 41
did not keep his feelings 55
did not keep his opinion 44
did not keep his pledge 80
did not keep his secret 140
did not keep his station 51
did not keep his temper 44
did not keep his troops 50
did not keep that letter 62
did not keep them closed 41
did not keep them secret 41
did not kill her before 54
did not kill him before 195
did not kill him indeed 51
did not kill him myself 63
did not kill him sooner 97
did not kill his brother 253
did not kill his family 46
did not kill his friend 44
did not kill his sister 112
did not kill one another 279
did not kill six million 65
did not kill that fellow 44
did not kill that little 71
did not kill you before 56
did not kiss one another 55
did not know and admire 58
did not know and another 40
did not know and hardly 110
did not know and looked 67
did not know and needed 92
did not know and neither 434
did not know and nobody 146
did not know and seemed 44
did not know and should 249
did not know and thought 124
did not know and wanted 170
did not know and wished 47
did not know any answer 109
did not know any arabic 198
did not know any better 59944
did not know any blacks 67
did not know any doctor 54
did not know any eastern 55
did not know any english 3426
did not know any french 838
did not know any german 581
did not know any hebrew 139
did not know any indians 48
did not know any italian 94
did not know any jewish 82
did not know any lawyer 51
did not know any person 271
did not know any polish 62
did not know any prayer 60
did not know any russian 385
did not know any tricks 41
did not know any useful 69
did not know but needed 42
did not know but should 112
did not know but something 50
did not know but thought 526
did not know but wanted 70
did not know god through 749
did not know had already 64
did not know had called 65
did not know her before 1253
did not know her better 839
did not know her brother 277
did not know her cousin 49
did not know her enough 47
did not know her except 67
did not know her family 283
did not know her feelings 43
did not know her friend 121
did not know her future 40
did not know her lesson 85
did not know her maiden 89
did not know her myself 78
did not know her number 135
did not know her reasons 40
did not know her rights 58
did not know her secret 320
did not know her sister 470
did not know her strength 78
did not know her thought 207
did not know him already 82
did not know him always 44
did not know him before 2805
did not know him better 1472
did not know him beyond 45
did not know him called 46
did not know him earlier 41
did not know him enough 139
did not know him except 252
did not know him myself 154
did not know him should 44
did not know him thought 269
did not know him through 57
did not know his actual 82
did not know his brother 387
did not know his client 70
did not know his cousin 104
did not know his family 470
did not know his feelings 80
did not know his fellow 93
did not know his friend 232
did not know his future 129
did not know his ground 53
did not know his habits 60
did not know his horace 63
did not know his lesson 346
did not know his little 50
did not know his master 317
did not know his middle 42
did not know his motive 103
did not know his native 44
did not know his nature 51
did not know his number 171
did not know his origin 56
did not know his person 229
did not know his proper 88
did not know his reasons 104
did not know his record 61
did not know his rights 108
did not know his second 40
did not know his secret 331
did not know his sister 333
did not know his strength 165
did not know his victim 101
did not know how abject 87
did not know how afraid 44
did not know how anxious 63
did not know how anyone 682
did not know how babies 210
did not know how before 148
did not know how better 145
did not know how bitter 77
did not know how bright 48
did not know how clever 54
did not know how common 170
did not know how deeply 900
did not know how except 40
did not know how famous 73
did not know how feeble 41
did not know how firmly 50
did not know how greatly 172
did not know how heavily 91
did not know how highly 46
did not know how little 1031
did not know how lonely 230
did not know how lovely 104
did not know how narrow 69
did not know how pretty 137
did not know how rotten 41
did not know how scared 317
did not know how searching 48
did not know how secure 47
did not know how serious 1628
did not know how severe 151
did not know how simple 105
did not know how slowly 44
did not know how someone 84
did not know how something 44
did not know how special 175
did not know how strange 66
did not know how stupid 72
did not know how useful 115
did not know how violent 52
did not know how wicked 138
did not know how widely 56
did not know how wilson 68
did not know how wisely 158
did not know how without 97
did not know its actual 42
did not know its extent 114
did not know its nature 193
did not know its origin 360
did not know its proper 46
did not know its secret 114
did not know its source 260
did not know its strength 128
did not know its victim 53
did not know nor should 89
did not know now whether 225
did not know old ladies 46
did not know one another 11154
did not know one honest 44
did not know one letter 221
did not know one person 347
did not know one street 58
did not know one tittle 92
did not know our custom 42
did not know our family 75
did not know our panther 45
did not know our strength 63
did not know she already 42
did not know she called 93
did not know she needed 220
did not know she played 46
did not know she should 116
did not know she smoked 78
did not know she thought 113
did not know she wanted 366
did not know she worked 126
did not know sin except 56
did not know sir william 43
did not know that africa 44
did not know that albert 54
did not know that almost 191
did not know that already 1748
did not know that andrew 52
did not know that another 521
did not know that answer 103
did not know that anthony 58
did not know that anyone 1395
did not know that around 46
did not know that babies 76
did not know that before 4838
did not know that behind 586
did not know that berlin 78
did not know that better 42
did not know that beyond 99
did not know that bishop 41
did not know that blacks 60
did not know that brutus 43
did not know that calvin 49
did not know that castro 41
did not know that christ 302
did not know that cipher 48
did not know that cotton 289
did not know that daniel 86
did not know that darwin 81
did not know that doctor 125
did not know that earlier 196
did not know that edward 92
did not know that england 206
did not know that english 215
did not know that eugene 43
did not know that family 66
did not know that fellow 125
did not know that france 183
did not know that french 212
did not know that gerald 44
did not know that german 166
