dabbled till his head was 58
divided into wet and dry 541
divided into yin and yang 654
divided once and for all 81
divided only with her god 112
divides into two and each 98
divides into two and then 471
division also had its own 63
division also has its own 48
division into old and new 169
division into wet and dry 85
divorce once and for all 44
divorce rate does not mean 48
doctors feel that they are 90
doctors felt that they had 45
doctors from far and near 49
doctors said that she had 92
doctors said that she was 137
doctors said that they had 110
doctors said that this was 53
doctors said they did not 205
doctors tell her that she 57
doctors tell you that you 144
doctors told her she had 279
doctors told her she was 194
doctors told her that her 217
doctors told her that she 510
doctors told her that they 70
doctors told him that his 276
doctors told him that she 40
doctors told him that they 104
doctors told them that they 62
doctors told you that you 40
doctors were doing all they 82
doctors were few and far 176
doctors when they are ill 67
doctors will not let her 86
doctors will not let him 79
doctors will not let you 49
dollars less per year than 68
dollars less than that for 52
dollars less than they had 42
dollars more each year than 60
dollars more per year for 52
dollars more per year than 167
dollars more than she had 105
dollars more than she was 65
dollars more than they did 48
dollars more than they had 166
dollars more than was due 60
dollars says you can not 80
dollars when you wear this 51
dominion over all men and 72
dominion over all that god 69
dominion over all that has 41
dominion over all that was 60
dominion over all things and 173
dominion over all things that 132
dominion over them and they 67
dominion over them was owing 47
doorway when she saw him 55
doubted once but that they 98
doubted there was any way 55
drafted bill and law for 56
dragged from her bed and 161
dragged from her car and 43
dragged from his bed and 495
dragged from his car and 249
dragged from his seat and 198
drained from her and she 102
drained from her head and 85
drained from his head and 102
drained soil that does not 206
drapery from her own head 69
dreadful news that she had 40
dressed like she was going 143
dressed throng not one can 47
dressed young man who had 370
dressed young man who was 462
dresses came out and sang 53
dresses over her arm and 42
dresses were cut too low 40
drifted away and did not 40
drifted away and she was 42
drifted from one odd job 59
drilled into his head that 41
drilled into them that they 81
drivers know that they are 40
dropped away and she was 55
dropped down dead with heat 133
dropped from her and she 80
dropped from her arm and 49
dropped from her eye and 52
dropped from his eye and 68
dropped from his head and 45
dropped from its dam may 331
dropped into her lap and 164
dropped into her seat and 83
dropped into his lap and 96
dropped into his seat and 216
dropped into his seat with 50
dropped once and for all 202
dropped onto her bed and 47
dropped onto his bed and 65
dropped open and she was 56
dropped open and then she 45
dropped over her head and 52
dropped over his head and 121
dropped over our way and 90
dropped over them and that 127
dropped their hoes and ran 66
dropped upon his head and 41
dropped what she was doing 702
dropped when she saw him 44
drummed into his head that 161
drummed into our ears that 94
drummed into them that they 109
duration less than one year 54
dynamic young man who had 40
dynasty once and for all 62
