dainties be cast to them 107
defended it when it was 99
defended the city of new 292
defended the isle of man 182
defended the rule of law 122
defended the truth of his 46
defended the word of god 41
defended the work of his 76
defenses as well as his 46
defiantly the hymn of his 80
deficits as well as for 53
deficits as well as with 45
definite as those of any 108
definite to rest on than 46
defrauds the mind of its 54
defrayed the cost of his 365
defrayed the cost of its 60
defrayed the cost of this 72
degraded me into an old 43
delegate as much as they 171
delegate as much as you 182
delegate as much of his 117
delegate the care of his 43
delegate the task to his 96
delegate the task to one 145
delegate to whom he had 79
deletions of part or all 42
delicacy as well as with 187
delicacy in some of his 101
delicacy of hand as can 55
delicacy of many of its 141
delicacy of mind to act 50
delicacy of some of his 71
delicate as those of any 141
delicate as those of her 54
delicate ear hears the far 149
delicate in health to bear 57
delighting to kiss the rod 48
delighting to walk in his 43
delights as well as its 90
delights me most is that 95
delights me most of all 183
delights my heart to see 61
delights the heart of god 235
delights the heart of man 43
delights the soul of man 170
delights to have me read 82
delights to show is not 62
delights to talk of his 112
delights to think of god 47
delineate the role of each 52
delineate the role of this 46
delineating the type of each 59
delivering it into the old 106
delivering the best thing that 347
delivering the same at his 43
delivering the same to and 44
delivering the same to any 91
delivering the same to him 734
delivering the same to his 60
delivering the word of god 321
delivering us from the fear 56
delivers it from the fear 41
delivers it over to him 44
delivers it over to its 52
delivers the best of both 45
delivers the item to law 96
delivers the same to any 142
delivers the word of god 58
delivers the word of his 70
delivers us from the fear 91
delivers us from the law 77
delivery as well as for 238
delivery as well as his 43
delivery by means of any 136
delivery is made to him 44
delivery of care to all 60
delivery of care to this 45
delivery of data is not 75
delivery of four of his 53
delivery of some of his 53
delivery of some of them 54
delivery of some or all 66
delivery of what he was 51
delivery on sale of any 147
demanded as much as they 64
demanded as part of his 76
demanded as soon as she 278
demanded as soon as they 286
demanded at once to see 47
demanded by joan is one 65
demanded by some of his 54
demanded he give up his 46
demanded no more of his 40
demanded of some of his 70
demanded so much of her 290
demanded so much of him 120
demanded so much of his 343
demanded so much of its 66
demanded so much of our 45
demanded so much of them 77
demanded the best of his 64
demanded the hand of his 132
demanded the heads of two 117
demanded the keys of his 53
demanded the keys to his 74
demanded the meaning of this 366
demanded the name of her 94
demanded the name of him 51
demanded the name of his 301
demanded the name of this 64
demanded the rule of law 60
demanded the same of all 40
demanded the same of him 40
demanded the same of his 199
demanded the tenth of all 72
demanded the union of all 169
demanded to know as she 67
demanded to know if any 149
demanded to know if her 69
demanded to know if his 155
demanded to know if our 83
demanded to know if she 468
demanded to know if that 67
demanded to know if they 458
demanded to know if this 193
demanded to know of him 90
demanded to know of his 76
demanded to know the new 85
demanded to know the real 51
demanded to speak to her 104
demanded to speak to him 140
demanded to speak to his 83
demanded to take the oath 75
demanded to talk to him 40
demanded to whom he was 139
denounce the sins of his 50
denounce the wrath of god 225
denouncing the anger of god 56
denouncing the wrath of god 153
departed as fast as his 79
departed as soon as his 55
departed as soon as they 212
departed as wise as they 144
departed at break of day 90
departed he from the bar 52
departed is left by new 46
departed to suit my own 94
departed to take up his 201
depended as much on her 66
depended as much on his 356
depended as much on its 148
depended as much on this 44
depended in part on her 80
depended in part on his 519
depended in part on how 385
depended in part on its 360
depended in part on one 56
depended in part on this 66
depended on what he did 240
depended on what he had 136
depended on what he saw 42
depended on what he was 355
depended on what it was 108
depended on what we did 66
depended on when it was 48
depended on whom he was 69
depended so much on each 69
depended so much on her 142
depended so much on him 104
depended so much on his 289
depended so much on how 65
depended so much on its 102
depended so much on one 87
depended so much on this 118
depended the fate of all 305
depended the fate of his 226
depended the fate of our 124
depended the fate of this 40
depended the fate of two 96
depended the life of her 86
depended the life of his 139
depended the life or death 73
depicted as having the head 121
depicted in many an old 61
depicted in many of his 115
depicted in some of his 117
depicted the life of his 64
depiction of life in its 79
depiction of what is going 43
depleted of many of its 79
depleted of most of its 139
depleted of much of its 135
depleted of some of its 132
depleted the soil of its 106
depletes the body of its 78
depletes the soil of its 101
depletion of north sea oil 50
depletion of some of our 45
deplored as much as any 41
deplored by many of his 92
deplored the fall of his 78
deplored the fate of his 290
deplored the lack of any 223
deplored the loss of her 145
deplored the loss of his 437
deplored the loss of one 83
deplored the loss of that 49
deplored the loss of this 102
deplores the lack of any 51
deplores the loss of her 52
deplores the loss of his 158
deplores the loss of one 43
deplores the loss of this 48
deployed the bulk of his 133
deployed the rest of his 123
deponent is able of his 77
deported as soon as they 50
deposits as soon as they 60
deposits as well as for 388
deposits as well as its 105
deposits as well as with 40
deposits in what is now 119
deposits of coal in this 53
deposits of coal or oil 89
deposits of salt in any 110
deposits of sand or mud 96
depressing it must be for 61
deprived at once of all 265
deprived at once of both 127
deprived at once of his 220
deprived at once of its 57
deprived by vote of his 72
deprived in part of its 79
deprived my book of its 57
deprived of during the war 40
deprived of half of his 136
deprived of half of its 148
deprived of life by any 128
deprived of life by being 42
deprived of life by his 72
deprived of life is not 50
deprived of many of her 108
deprived of many of his 349
deprived of many of its 981
deprived of many of our 44
deprived of many of them 56
deprived of most of her 227
deprived of most of his 745
deprived of most of its 1807
deprived of most or all 54
deprived of much of her 127
deprived of much of his 374
deprived of much of its 3330
deprived of much of that 118
deprived of much of this 42
deprived of none of his 51
deprived of none of its 128
deprived of only the use 42
deprived of part of her 117
deprived of part of his 724
deprived of part of its 1032
deprived of part or all 63
deprived of some of her 200
deprived of some of his 712
deprived of some of its 2849
deprived of some of our 122
deprived of some of them 61
deprived of some or all 476
deprived of three of his 47
deprived of what he does 43
deprived of what he had 176
deprived of what he has 209
deprived of what is due 161
deprived of what is his 349
deprived of when he had 79
deprived so many of them 52
deprived the army of his 93
deprived the army of its 190
deprived the army of one 40
deprived the body of its 57
deprived the city of all 89
deprived the city of its 318
deprived the city of one 46
deprived the duke of his 53
deprived the jews of all 81
deprived the land of its 70
deprived the moon of her 82
deprived the other of his 69
deprived the play of its 45
deprived the pope of all 141
deprived the pope of his 240
deprived the soil of its 82
deprived the south of its 147
deprived the south of men 43
deprived the town of its 148
deprived the union of its 45
deprived the wife of her 59
deprives the body of its 226
deprives the city of its 50
deprives the hero of his 59
deprives the mind of all 108
deprives the mind of its 74
deprives the other of his 321
deprives the skin of its 51
deprives the soil of its 119
deprives the soul of all 142
deprives the soul of its 116
deprives the term of any 47
deprives the wife of her 117
deprives the word of its 92
deprives the work of all 161
deprives the work of its 64
deputies to keep an eye 50
deputies to pass no act 283
deputies to take the oath 102
descending the tree he had 50
descending to speak to him 40
describe as best we can 72
describe as much as they 48
describe as much as you 76
describe as well as you 66
describe it from my own 57
describe my life to you 63
describe the acts of god 69
describe the acts of men 95
describe the case as one 122
describe the case of one 47
describe the data in each 50
describe the data in this 67
describe the depth of her 51
describe the depth of his 123
describe the depth of our 62
describe the face of this 45
describe the fate of his 66
describe the flow of air 52
describe the flow of heat 58
describe the form of this 86
describe the gait of any 87
describe the herd of real 153
describe the idol of his 101
describe the kind of art 50
describe the kind of job 43
describe the kind of man 176
describe the kind of shoe 142
describe the kind of things 48
describe the length of each 46
describe the life of all 45
describe the life of any 72
describe the life of his 82
describe the life of man 142
describe the life of men 45
describe the life of one 63
describe the life of our 43
describe the life of this 105
describe the look in his 44
describe the look on her 105
describe the look on his 123
describe the loss of his 44
describe the love of god 400
describe the meaning of any 48
describe the meaning of each 265
describe the meaning of his 45
describe the meaning of this 159
describe the mode of his 41
describe the mode of its 53
describe the mode of using 70
describe the mood of each 58
describe the mood of this 186
describe the need of being 81
describe the pain as being 64
describe the pain in his 62
describe the pomp of this 84
describe the rage of that 49
describe the rate of heat 117
describe the rest of her 54
describe the rest of his 112
describe the rest of that 126
describe the rest of this 48
describe the role of each 508
describe the role of his 54
describe the role of this 74
describe the rule of law 70
describe the size of this 57
describe the sort of man 54
describe the theme of this 53
describe the time of day 78
describe the tone of each 69
describe the tone of this 585
describe the type of job 65
describe the type of man 66
describe the union of god 43
describe the union of two 51
describe the word of god 84
describe the work he had 68
describe the work in this 51
describe the work of all 63
describe the work of art 118
describe the work of each 127
describe the work of god 98
describe the work of his 92
describe the work of one 96
describe the work of our 46
describe the work of this 202
describe the work of two 178
describe the wrath of god 95
describing the birth of her 66
describing the birth of his 46
describing the case as one 49
describing the fall of man 75
describing the fate of his 49
describing the flow of heat 67
describing the fury of his 40
describing the kind of day 54
describing the kind of man 89
describing the life at bath 105
describing the life of his 82
describing the life of one 48
describing the life of this 67
describing the loss of his 74
describing the love of god 62
describing the meaning of each 52
describing the meaning of this 45
describing the mixing of weak 61
describing the mode of using 40
describing the rate of heat 91
describing the rest of his 395
describing the role of each 77
describing the size of each 44
describing the work he had 41
describing the work of art 54
describing the work of each 78
describing the work of god 64
describing the work of his 173
describing the work of one 73
describing the work of that 40
describing the work of this 113
deserted as fast as they 79
deserted as soon as his 42
deserted as soon as they 813
deserted by many of her 47
deserted by many of his 2328
deserted by many of its 306
deserted by most of her 67
deserted by most of his 2767
deserted by most of its 385
deserted by part of his 72
deserted by some of her 128
deserted by some of his 667
deserted by some of its 64
deserted by those of his 93
deserted in time of war 117
deserted it till it had 80
deserted the faith of his 137
deserted the flag of his 75
deserter in time of war 49
desertion in time of war 1628
desertion of duty on our 43
desertion of many of his 476
desertion of many of its 63
desertion of most of his 114
desertion of some of his 525
desertion of some of its 119
deserved as much as any 122
deserved as much by her 77
deserved at your or any 43
deserved in view of his 45
deserved so well of both 146
deserved so well of her 44
deserved so well of him 191
deserved so well of his 480
deserved so well of them 130
deserved so well of this 75
deserved so well of you 41
deserved the anger of god 114
deserved the fate he met 96
deserved the love of his 232
deserved the name it had 43
deserved the name of death 44
deserved the name of law 41
deserved the name of man 167
deserved the name of men 45
deserved the name of one 59
deserved the name of poet 205
deserved the wrath of god 211
deserved to lose it for 51
deserved to lose my head 62
deserved to lose the war 58
deserves as much as any 64
deserves as well as any 49
deserves in view of its 101
deserves no less of them 53
deserves the best of all 52
deserves the best we can 106
deserves the fame it has 52
deserves the help of all 43
deserves the name at all 95
deserves the name is that 1230
deserves the name it has 44
deserves the name of art 273
deserves the name of being 149
deserves the name of god 92
deserves the name of law 123
deserves the name of man 471
deserves the name of one 151
deserves the name of poet 191
deserves the name of real 136
deserves the name of war 79
deserves the wrath of god 269
deserves to last as long 82
deserves to live as long 82
deserves to live or die 107
deserves to rank as one 1115
designed as part of his 72
designed as part of its 40
designed as part of this 132
designed at last to bring 73
designed in part to bring 116
designed in part to deal 85
designed in part to get 43
designed in part to put 74
designed in part to win 47
designed in such as way 77
designed in view of one 68
designed the best of all 55
designed the book so that 445
designed the book to run 45
designed to back up and 58
designed to break the ice 231
designed to break up all 53
designed to break up and 219
designed to break up any 49
designed to break up this 61
designed to burn up and 58
designed to clean the air 52
designed to clear the air 145
designed to clear the path 42
designed to clear the way 416
designed to clear up any 82
designed to clip the wings 65
designed to come to his 41
designed to come up and 42
designed to come up with 229
designed to cool the air 69
designed to curb the use 124
designed to draw in and 77
designed to draw the eye 121
designed to fall in with 74
designed to fill the gap 1546
designed to fold up and 43
designed to fool the eye 69
designed to give an air 241
designed to give an idea 257
designed to give the lie 44
designed to give the man 52
designed to give the men 52
designed to give the new 335
designed to give the non 97
designed to give to all 69
designed to give us both 86
designed to give us not 46
designed to have as few 50
designed to have as low 65
designed to help in that 142
designed to help in this 222
designed to help the boy 48
designed to help the dead 66
designed to help the man 52
designed to help the men 43
designed to help the new 221
designed to help the non 160
designed to help the oil 49
designed to help the team 155
designed to help the two 129
designed to help the war 147
designed to help the weak 52
designed to help us all 47
designed to help us deal 67
designed to help us get 153
designed to help us see 180
designed to help us with 68
designed to hide the real 111
designed to hold the head 48
designed to hold the two 43
designed to keep an eye 103
designed to keep at bay 142
designed to keep it for 42
designed to keep it out 206
designed to keep it that 123
designed to keep me out 254
designed to keep the air 251
designed to keep the area 43
designed to keep the bad 41
designed to keep the car 46
designed to keep the dead 161
designed to keep the head 82
designed to keep the heat 146
designed to keep the lid 76
designed to keep the men 69
designed to keep the new 113
designed to keep the oil 52
designed to keep the old 68
designed to keep the real 44
designed to keep the sun 57
designed to keep the top 49
designed to keep the two 565
designed to keep the war 65
designed to keep up his 42
designed to keep up with 615
designed to keep us out 314
designed to kill us all 49
designed to last as long 255
designed to line up with 67
designed to link the two 83
designed to link up with 294
designed to live as long 90
designed to look at how 78
designed to look at this 91
designed to make an end 145
designed to make it both 44
designed to make it easy 6036
designed to make it one 43
designed to make of him 109
designed to make of them 50
designed to make of this 55
designed to make the act 50
designed to make the area 95
designed to make the idea 67
designed to make the job 415
designed to make the law 323
designed to make the man 156
designed to make the men 58
designed to make the new 267
designed to make the old 65
designed to make the tax 98
designed to make the two 108
designed to make the use 182
designed to make up for 2793
designed to make us all 121
designed to make us one 90
designed to make us see 103
designed to mark the end 108
designed to mask the real 69
designed to meet the day 42
designed to meet the end 48
designed to meet the long 150
designed to meet the new 1249
designed to meet the peak 146
designed to meet the real 312
designed to meet the two 176
designed to move up and 77
designed to open the way 462
designed to open up and 100
designed to open up for 40
designed to open up new 286
designed to pave the way 2287
designed to pick up and 277
designed to pick up any 123
designed to reach the ears 41
designed to rest on top 112
designed to sell an idea 50
designed to sell the idea 55
designed to send to him 40
designed to show as they 111
designed to show is that 138
designed to show it off 50
designed to show the net 62
designed to show the use 70
designed to show the way 198
designed to show us how 377
designed to show us that 594
designed to span in one 57
designed to span in two 49
designed to speak to all 40
designed to stay in one 52
designed to stop the use 56
designed to suit the new 121
designed to take in all 56
designed to take on that 44
designed to take the heat 132
designed to take the lead 50
designed to take the sting 137
designed to take up any 47
designed to take up his 61
designed to teach me how 45
designed to teach the art 87
designed to teach the new 44
designed to teach the use 161
designed to teach us how 442
designed to teach us that 514
designed to teach us this 46
designed to tell us how 139
designed to tell us that 175
designed to test the idea 239
designed to test the new 110
designed to test the two 135
designed to test the use 136
designed to throw me off 137
designed to throw us off 147
designed to turn on and 40
designed to warm the air 51
designed to work at low 149
designed to work in all 123
designed to work in any 94
designed to work in both 87
designed to work in one 123
designed to work in this 191
designed to work in two 74
designed to work on all 91
designed to work on any 97
designed to work on both 76
designed to work on one 132
designed to work on top 70
designed to work on two 99
designed to work the way 84
designer as well as for 65
designer is able to use 66
designer is free to use 109
designer to come up with 303
designer to make the car 44
desirous of adding to his 249
desirous of adding to its 56
desirous of bringing the war 117
desirous of coming to her 58
desirous of coming to this 43
desirous of ending the war 321
desirous of giving to his 123
desirous of giving up his 64
desirous of having in his 49
desirous of having me for 62
desirous of hearing the end 85
desirous of making to them 75
desirous of making up for 140
desirous of paving the way 42
desirous of paying to his 95
desirous of peace as she 48
desirous of peace at any 56
desirous of peace on any 82
desirous of seeing an end 89
desirous of seeing the end 42
desirous of seeing the long 88
desirous of seeing the new 88
desirous of seeing the old 137
desirous of seeing the real 48
desirous of seeing the war 96
desirous of taking the oath 45
desirous of taking up his 93
desirous to break it off 64
desirous to come to you 43
desirous to give to his 45
desirous to have in his 109
desirous to have my son 45
desirous to have the use 98
desirous to know if any 44
desirous to know if they 40
desirous to know my own 288
desirous to learn of him 40
desirous to learn to read 86
desirous to live in them 48
desirous to make up for 129
desirous to show up and 56
desirous to shun at that 43
desirous to speak to him 258
desirous to speak to you 63
desirous to take it off 41
desirous to take the lead 99
desirous to wait on you 78
desolate to have no one 87
despairing to find an air 55
despised as much as they 214
despised by many of his 139
despised by most of his 99
despised by some of his 57
despised the tears of his 120
despised the word of god 247
despises the word of god 87
destined at last to bring 45
destined in time to bring 57
destined to bind me for 46
destined to break up our 46
destined to clear the way 48
destined to come of age 76
destined to come to all 150
destined to come to him 55
destined to come to its 51
destined to come to this 103
destined to drag on for 182
destined to fail in his 128
destined to fail in its 133
destined to fail in this 71
destined to fall an easy 67
destined to fall in his 45
destined to fall on deaf 74
destined to fill the earth 52
destined to fill the gap 42
destined to find an end 43
destined to find in him 60
destined to find in this 41
destined to form the new 138
destined to give it its 58
destined to give the death 50
destined to grow up and 181
destined to grow up with 92
destined to have an easy 58
destined to have an end 178
destined to have no end 47
destined to hold in its 46
destined to hold in that 49
destined to hold it for 46
destined to hold it long 45
destined to last as long 1099
destined to last so long 65
destined to linger on for 60
destined to live as long 762
destined to live in his 48
destined to live in our 55
destined to live in that 40
destined to live in this 182
destined to live on and 91
destined to live on earth 87
destined to live on for 79
destined to live or die 62
destined to live so long 84
destined to live to see 191
destined to lose the one 44
destined to lose the war 142
destined to make an end 101
destined to make in all 45
destined to make it one 85
destined to make up for 92
destined to mark an era 60
destined to mark the end 60
destined to meet in this 41
destined to meet up with 43
destined to open the way 201
destined to open up new 56
destined to pave the way 265
destined to play an all 103
destined to play in her 43
destined to play in his 87
destined to play in our 57
destined to play in this 245
destined to play no mean 115
destined to play the key 115
destined to rank as one 125
destined to reach the top 173
destined to rise in his 40
destined to rule the earth 470
destined to sail the seas 46
destined to spring up and 86
destined to stop at this 42
destined to take the lead 1059
destined to tread the path 88
destined to walk the earth 120
destines to give us any 47
destroying as fast as they 80
destroying as many of them 83
destroying as much as they 69
destroying it even in its 43
destroying so many of our 74
destroying the body of sin 71
destroying the faith of our 48
destroying the ideas of god 56
destroying the life of any 76
destroying the life of his 55
destroying the life of man 81
destroying the life of one 121
destroying the peace of his 71
destroying the rest of his 51
destroying the rule of law 97
destroying the soul of our 60
destroying the tree at its 81
destroying the vent of that 55
destroying the very thing that 350
destroying the very thing they 134
destroying the very thing you 46
destroying the will or any 50
destroying the work of god 124
destroying the work of his 119
destroys so many of our 47
destroys the hope of man 49
destroys the life of her 49
destroys the life of his 45
destroys the life of man 70
destroys the other as far 120
destroys the root of all 52
destroys the rule of law 84
destroys the very thing that 72
destroys the work of art 77
destroys the work of his 41
detached the best of his 81
detached to form the new 48
detailed at length in his 168
detailed at length in this 131
detailed to bury the dead 379
detailed to keep an eye 494
detained an hour or two 79
detained at home by his 141
detained at home by old 52
detained in port on our 53
detained in town by his 40
detained us during the day 50
detected as early as age 69
detected as early as day 163
detected as early as one 182
detected as early as six 117
detected as early as two 100
detected as soon as they 191
detected at once by any 60
detected by means of any 53
detected by means of its 207
detected by means of this 289
detected by means of two 221
detected in many of his 96
detected in many of them 74
detected in most of his 46
detected in some of his 199
detected in some of them 150
detected in such an act 67
detected it when it was 78
detected no sign of any 51
detected the fall of his 51
detected the flaw in this 41
detected the gleam in his 49
detected the hand of god 71
detected the meaning of his 61
detection as well as for 396
detention of some of its 56
detention or sale of any 184
detested as much as any 84
detested as much as they 85
detested by many of his 83
detested by most of his 78
developing as well as for 51
developing the best of this 206
developing the gait of his 87
developing the ideas in this 190
developing the ideas of his 48
developing the rule of law 226
developing the theme of his 45
developing the theme of this 70
developing the word of god 55
develops at length in his 78
develops at length the idea 62
develops by means of its 49
develops the theme in his 60
develops the theme of god 75
develops the theme of his 82
develops the theme of how 46
devilish as some of them 43
devolved the care of all 67
devoured as fast as they 224
devoured as soon as they 108
devoured the last of his 79
devoutly the soul of our 56
diagnosed as having an eating 94
diagnosed as having an std 200
diagnosed the case as one 483
diagnoses as well as for 113
diagnosis as well as for 613
diagnosis as well as his 43
diagnosis as well as with 54
diagnosis if there is any 64
diagnosis is made at this 50
diagnosis is made by lung 53
diagnosis is made by mri 48
diagnosis is made by using 58
diagnosis is made so that 114
diagnosis of aids or arc 190
diagnosis of aids or hiv 110
diagnosis of aids to death 51
diagnosis of what is going 107
diameters of some of them 52
diaphragm is used to cut 55
diaphragm to move in and 43
diaphragm to move up and 51
dictated as much by his 139
dictated by joan of arc 104
dictated in part by his 160
dictated in part by its 94
dictated the form of his 62
dictated the form of this 45
dictated the last of his 42
dictated the same to all 54
dictates the laws of that 95
dictator in time of war 47
differed as much as any 98
differed as much as did 48
differed as much as they 92
differed in many of its 83
differed in some of its 108
differed so much in its 81
diffusion as much as they 75
diffusion as well as for 54
diffusion of gold in lead 189
diffusion of mirth in our 46
digested the loss of its 135
digestion as well as for 83
digestion of food is not 62
dihedral as well as its 60
dilemmas we face in our 40
dilutions as high as one 184
dimension as well as being 44
dimension as well as for 46
dimension as well as its 115
dimension of depth in all 132
dimension of depth in our 57
dimension of life is not 70
dimension of meaning is not 42
dimension of time is not 105
dimension of what is being 44
dimension of what we are 58
dimension to what is being 40
diminish as much as its 40
diminish as soon as they 56
diminish in length as they 216
diminish in size as age 88
diminish in size as one 43
diminish in size as they 3152
