damaged the morale of his 41
decided to follow up with 173
decided to forget it all 40
decided to forget it and 151
decided to gamble on his 66
decided to ignore it and 539
decided to ignore it for 165
decided to ignore the ban 44
decided to ignore the law 79
decided to ignore the man 64
decided to ignore the new 76
decided to ignore the old 49
decided to impose the death 41
decided to insist on his 44
decided to invest in his 71
decided to invest in its 49
decided to invest in new 64
decided to invest in one 149
decided to invest in real 91
decided to invest in this 112
decided to invite the two 54
decided to invoke the aid 109
decided to launch an all 848
decided to launch my own 47
decided to launch the new 123
decided to launch the war 57
decided to listen to her 172
decided to listen to him 114
decided to listen to his 221
decided to listen to them 72
decided to locate in this 43
decided to locate the new 277
decided to oppose the new 77
decided to oppose the war 167
decided to permit the use 131
decided to profit by his 94
decided to profit by this 72
decided to punish me for 125
decided to pursue the idea 261
decided to pursue the path 75
decided to pursue the tip 163
decided to pursue the war 83
decided to record the song 73
decided to reduce the area 64
decided to reduce the tax 45
decided to refuse to pay 143
decided to refuse us all 42
decided to reject it and 42
decided to reject the idea 130
decided to reject the new 46
decided to release the two 51
decided to remain as long 53
decided to remain at her 63
decided to remain at his 276
decided to remain at that 196
decided to remain at this 91
decided to remain in bed 152
decided to remain in east 52
decided to remain in her 240
decided to remain in his 567
decided to remain in its 51
decided to remain in new 594
decided to remain in our 114
decided to remain in san 95
decided to remain in that 212
decided to remain in this 334
decided to remain on earth 95
decided to remain on his 69
decided to remain on this 40
decided to remove it and 82
decided to remove the ban 48
decided to remove the old 121
decided to remove the seat 81
decided to remove the two 73
decided to remove to new 65
decided to renege on his 108
decided to repair the old 74
decided to resign my seat 55
decided to resort to his 55
decided to resort to this 74
decided to resort to war 65
decided to resume the war 96
decided to retain it and 48
decided to retain it for 110
decided to retain the old 286
decided to retain the two 134
decided to retain the use 60
decided to retire at age 129
decided to retire on his 48
decided to retire to bed 246
decided to retire to her 80
decided to retire to his 415
decided to retreat to his 83
decided to return by way 207
decided to return the way 104
decided to return to asia 69
decided to return to bed 118
decided to return to earth 146
decided to return to east 142
decided to return to her 2583
decided to return to him 108
decided to return to his 6625
decided to return to iowa 54
decided to return to its 278
decided to return to law 40
decided to return to new 1929
decided to return to ohio 79
decided to return to one 41
decided to return to our 737
decided to return to san 512
decided to return to see 58
decided to return to that 178
decided to return to them 80
decided to return to this 244
decided to return to you 47
decided to revert to her 73
decided to revert to his 181
decided to revert to its 131
decided to revise it and 55
decided to revive an old 77
decided to revive it and 41
decided to revive the idea 109
decided to revive the old 215
decided to settle an old 50
decided to settle in and 52
decided to settle in east 43
decided to settle in for 92
decided to settle in his 64
decided to settle in new 819
decided to settle in one 59
decided to settle in san 157
decided to settle in that 140
decided to settle in this 237
decided to settle it with 53
decided to settle on his 49
decided to settle on this 48
decided to shelve it for 46
decided to shelve the idea 76
decided to strike at his 60
decided to submit it for 66
decided to submit to her 43
decided to submit to him 80
decided to submit to his 56
decided to tackle it head 43
decided to tackle the job 240
decided to travel as far 63
decided to travel by air 54
decided to travel by bus 99
decided to travel by car 96
decided to travel by way 93
decided to travel to his 42
decided to travel to new 165
decided to travel to san 44
decided we needed to get 245
decided we should go and 45
decided we should go for 49
decided we should go out 153
decided we wanted to get 160
decided we wanted to see 105
decides on whether or not 126
decides the nature of its 42
decides to accept the job 40
decides to accept the new 60
decides to follow in his 54
decides to follow the path 75
decides to ignore or pay 40
decides to remain in her 40
decides to remain in his 49
decides to return to her 718
decides to return to him 45
decides to return to his 1147
decides to return to new 105
decision as whether or not 111
decision in august of that 80
decision in regard to all 107
decision in regard to any 176
decision in regard to each 44
decision in regard to her 133
decision in regard to him 50
decision in regard to his 321
decision in regard to its 146
decision in regard to one 109
decision in regard to our 72
decision in regard to that 95
decision in regard to them 192
decision in regard to this 547
decision is likely to hinge 45
decision is likely to lead 95
decision is mailed to each 101
decision is reached in this 64
decision is reached on this 51
decision is reached to use 54
decision is whether or not 1934
decision is whether the oft 472
decision is whether the sum 82
decision is whether to buy 190
decision is whether to use 652
decision of courts of law 86
decision of guilty or not 130
decision of points of law 108
decision of twelve of his 62
decision of whether or not 14747
decision of whether to add 84
decision of whether to bring 71
decision of whether to buy 406
decision of whether to get 79
decision of whether to let 55
decision of whether to pay 95
decision of whether to put 71
decision of whether to run 93
decision of whether to set 47
decision of whether to try 120
decision of whether to use 1639
decision on behalf of all 86
decision on behalf of his 90
decision on points of law 169
decision on whether it was 74
decision on whether or how 47
decision on whether or not 11855
decision on whether to act 54
decision on whether to add 62
decision on whether to bid 49
decision on whether to bring 87
decision on whether to buy 483
decision on whether to get 53
decision on whether to pay 78
decision on whether to put 57
decision on whether to run 104
decision on whether to set 63
decision on whether to try 64
decision on whether to use 1103
decision or report by any 127
decision or whether it was 58
decision the client is being 89
decision to accept it was 57
decision to accept or not 342
decision to accept the job 267
decision to accept the new 170
decision to accept the plea 46
decision to arrest or not 155
decision to assert or not 57
decision to attack at this 305
decision to attack or not 48
decision to attend or not 148
decision to become or not 40
decision to charge or not 118
decision to commit an act 88
decision to commit or not 78
decision to comply or not 144
decision to deploy an abm 186
decision to deploy the abm 89
decision to deploy the new 83
decision to embark on his 76
decision to embark on this 399
decision to embark on war 70
decision to employ or not 89
decision to enlist the aid 48
decision to excise the two 66
decision to expand or not 55
decision to expand the use 42
decision to expand the war 130
decision to extend or not 49
decision to extend the war 92
decision to follow in his 83
decision to follow or not 80
decision to follow the lead 82
decision to follow the path 212
decision to impose an oil 62
decision to impose it had 112
decision to impose the ban 49
decision to impose the death 1094
decision to insure or not 82
decision to invade the bay 48
decision to invest in any 78
decision to invest in long 51
decision to invest in new 383
decision to invest in one 332
decision to invest in real 75
decision to invest in that 120
decision to invest in this 161
decision to invest is not 51
decision to invest or not 449
decision to invoke the law 51
decision to launch an air 107
decision to launch an all 230
decision to launch or not 47
decision to launch the bay 77
decision to launch the ill 69
decision to launch the new 113
decision to launch the tet 74
decision to launch the war 174
decision to locate the new 246
decision to oppose the war 139
decision to parent or not 71
decision to permit the use 118
decision to prolong the war 48
decision to pursue an mba 50
decision to pursue or not 95
decision to pursue the path 49
decision to pursue the war 65
decision to refuse to hear 43
decision to refuse to pay 77
decision to reject or not 531
decision to reject the idea 66
decision to reject the lot 55
decision to release or not 77
decision to remain at his 85
decision to remain in her 186
decision to remain in his 102
decision to remain in new 166
decision to remain in this 88
decision to remove or not 59
decision to renege on his 89
decision to renege on its 51
decision to report or not 155
decision to resort to war 292
decision to resume the war 57
decision to retain the old 79
decision to retire at age 43
decision to retire or not 47
decision to retire to his 42
decision to return or not 75
decision to return to earth 95
decision to return to her 549
decision to return to him 55
decision to return to his 733
decision to return to its 64
decision to return to new 280
decision to return to our 42
decision to return to this 72
decision to settle in new 50
decision to settle or not 49
decision to strike or not 103
decision to uphold the law 45
decision to violate the law 180
decision we return to that 103
declare as matter of law 53
declare my belief in his 53
declare my opinion on this 80
declare my opinion to you 97
declare on behalf of his 64
declare on behalf of one 317
declare the amount of his 140
declare the causes of his 107
declare the extent of his 48
declare the extent of its 178
declare the manner of his 75
declare the nature of god 105
declare the nature of his 550
declare the nature of that 50
declare the nature of this 331
declare the object of his 111
declare the office of any 60
declare the praise of god 81
declare the result of any 113
declare the riches of his 57
declare the rights of all 82
declare the rights of man 57
declare the slaves of any 530
declare the wisdom of god 45
declaring it treason in any 86
declaring it treason to say 45
declaring my belief in all 156
declaring the amount of them 62
declaring the county of san 54
declaring the duties of man 56
declaring the extent of its 49
declaring the nature of his 124
declaring the object of his 170
declaring the reasons of his 52
declaring the rights of man 136
declaring the slaves of all 43
declaring the slaves of any 302
decline in belief in god 60
decline in demand is not 43
decline in prices is not 99
decline in prices of all 88
decline in prices of raw 138
decline of belief in god 86
decline the dangers of war 143
decline the visits of his 134
decline to accede to his 199
decline to accede to this 81
decline to accept it and 133
decline to accept the end 1460
decline to assent to this 95
decline to impose the death 422
decline to listen to any 191
decline to listen to him 152
decline to listen to you 40
decline to permit the use 107
decline to submit to any 46
declining to accede to his 69
declining to accede to this 61
declining to accept of any 44
declining to accept the new 57
declining to listen to any 53
declining to signal me and 43
decrease in demand is due 58
decrease in height as they 476
decrease in number as one 43
decrease in number as they 173
decrease in number of red 188
decrease in strength as they 266
decrease in strength is not 50
decrease in volume as they 158
decrease in volume is due 143
decrease in volume of gas 114
decrease in volume of ice 68
decrease in weight is due 100
decrease the amount of air 749
decrease the amount of any 331
decrease the amount of dna 81
decrease the amount of each 82
decrease the amount of fat 833
decrease the amount of gas 350
decrease the amount of heat 689
decrease the amount of his 160
decrease the amount of its 244
decrease the amount of meat 80
decrease the amount of new 48
decrease the amount of non 102
decrease the amount of oil 287
decrease the amount of red 75
decrease the amount of rem 172
decrease the amount of tax 151
decrease the amount of that 58
decrease the amount of this 83
decrease the chance of being 131
decrease the chance of this 50
decrease the effect of this 200
decrease the number of fat 55
decrease the number of his 116
decrease the number of ions 41
decrease the number of its 222
decrease the number of low 133
decrease the number of men 348
decrease the number of new 482
decrease the number of non 184
decrease the number of our 74
decrease the number of red 76
decrease the number of tax 40
decrease the number of things 50
decrease the strength of its 41
decrease the volume of air 183
decrease the volume of gas 51
decrease the volume of its 47
decrease to values as low 43
decreasing in height as they 152
decreasing the amount of air 242
decreasing the amount of fat 419
decreasing the amount of gas 153
decreasing the amount of heat 352
decreasing the amount of his 84
decreasing the amount of its 47
decreasing the amount of meat 107
decreasing the amount of oil 99
decreasing the amount of tax 90
decreasing the number of its 68
decreasing the number of low 86
decreasing the number of men 145
decreasing the number of new 122
decreasing the supply of and 165
decreasing the volume of air 90
decreed no mortal on earth 66
decreed the arrest of all 101
decreed the number of his 109
decrees or orders of any 68
deduced the reasons of all 57
deducting the amount of all 169
deducting the amount of any 335
deducting the amount of fat 91
deducting the amount of his 288
deducting the amount of its 139
deducting the amount of tax 63
deducts the amount of his 43
deepening the basins on both 95
deepening the creases in his 67
defeated in battle by his 156
defeated or barred by any 98
defeated the choice of any 76
defeated the effect of them 119
defeated the forces of his 145
defeated the french in two 117
defeated the indians in two 62
defeated the object of her 53
defeated the object of his 122
defeated the object of our 88
defeated the object of this 50
defeated the rebels in two 58
defeated the romans in two 100
defects of manner in his 73
defending the actions of his 89
defending the claims of his 88
defending the course he had 48
defending the course of his 41
defending the memory of his 93
defending the policy of his 66
defending the purity of his 71
defending the record of his 58
defending the rights of all 851
defending the rights of any 88
defending the rights of god 43
defending the rights of her 324
defending the rights of his 656
defending the rights of its 124
defending the rights of man 451
defending the rights of men 41
defending the rights of our 154
defends the memory of his 100
defends the purity of his 43
defends the rights of all 124
defends the rights of his 70
defends the rights of man 45
defense in courts of law 47
defense is whether or not 52
defense of duress is not 90
defense on behalf of his 63
defiance of courts of law 42
defiance to nature in her 43
deficit in memory of one 43
defiled the temple of god 221
defiles the temple of god 601
defined as access by all 75
defined as applying to all 79
defined as belonging to any 46
defined as belonging to one 193
defined as belonging to that 63
defined as belonging to this 59
defined as whether or not 200
defined by elliott in his 41
defined by virtue of its 88
defined by whether or not 409
defined in matter at all 60
defined in regard to its 91
defined it earlier in this 73
defined the duties of all 55
defined the duties of each 77
defined the extent of his 86
defined the extent of its 69
defined the extent of this 42
defined the limits of each 54
defined the limits of her 74
defined the limits of his 331
defined the limits of its 206
defined the limits of our 74
defined the limits of that 63
defined the limits of this 116
defined the nature of god 81
defined the nature of his 208
defined the nature of its 77
defined the nature of man 78
defined the nature of our 84
defined the nature of that 121
defined the nature of this 211
defined the object of his 126
defined the policy of his 42
defined the powers of each 60
defined the rhythms of our 82
defined the rights of all 46
defined the rights of both 59
defined the rights of man 75
defines by virtue of his 62
defines the amount of heat 59
defines the duties of each 62
defines the duties of his 127
defines the duties of its 87
defines the extent of his 97
defines the extent of its 79
defines the extent of this 44
defines the latter as being 46
defines the limits of each 74
defines the limits of her 65
defines the limits of his 737
defines the limits of its 269
defines the limits of one 53
defines the limits of our 145
defines the limits of that 93
defines the limits of this 136
defines the nature of all 74
defines the nature of each 41
defines the nature of god 91
defines the nature of her 69
defines the nature of his 365
defines the nature of its 99
defines the nature of man 122
defines the nature of our 151
defines the nature of that 269
defines the nature of things 48
defines the nature of this 347
defines the object of his 132
defines the object of this 42
defines the powers of each 78
defines the spirit of our 51
defines the status of this 47
deflect the course of his 64
defraud the church of its 130
defraud the public or any 51
defraying the charge of his 43
defraying the charge of pay 102
defraying the charge of ten 49
defraying the charge of this 46
defraying the charge of two 57
defunct it should be set 60
degrade the nature of man 58
degrade the object of his 63
degrees he learned the art 46
degrees of access to and 55
degrees of belief do not 93
degrees of doctor of law 44
degrees of reality or being 149
degrees of strength of each 63
degrees of strength of this 41
deigned no answer to this 51
deigned to accept of his 56
deigned to answer at all 41
deigned to bestow on him 75
deigned to glance at him 43
deigned to inform me that 63
deigned to listen to him 72
deigned to listen to his 46
deigned to listen to them 43
deigned to regard me was 50
deigned to regard me with 254
delayed my answer so long 147
delayed the course of his 107
delayed the matter as long 256
delayed the matter so long 125
delayed the release of its 45
delayed to answer the earl 84
delayed to concur in this 88
deletes the second of two 47
delight as simple as that 121
delight in applying the wit 55
delight in dwelling on his 48
delight in meetings as she 50
delight in swarming the east 55
delight is causer of this 70
delight or profit is not 56
delight the thought of thee 101
delight to flaunt in our 855
delight to listen to her 186
delight to listen to him 854
delight to listen to his 342
delight to listen to one 99
delight to listen to them 174
delight to listen to you 87
delight to return to god 52
deliver an opinion at all 74
deliver an opinion on this 48
deliver in person to his 70
deliver my letter to him 82
deliver my letter to you 60
deliver my opinion as may 47
deliver my opinion to him 302
deliver no opinion in this 70
deliver or tender in due 377
deliver the answer of that 47
deliver the brother to death 145
deliver the eulogy at her 43
deliver the eulogy at his 88
deliver the letter he had 113
deliver the letter to her 130
deliver the letter to him 251
deliver the letter to his 124
deliver the letter to its 66
deliver the letter to you 68
deliver the packet to its 95
deliver the papers to him 66
deliver the parcel to any 51
deliver the parcel to her 45
deliver the result of his 60
deliver the speech he had 235
deliver the thought of his 111
deliver the volume of air 44
deliver to barnum in new 60
deliver up brother to death 775
deliver up calais if her 42
delusion in regard to his 157
demanding an answer to her 44
demanding an answer to his 120
demanding an answer to this 61
demanding the arrest of all 43
demanding the cession of all 47
demanding the creation of new 112
demanding the maiden as his 47
demanding the release of all 563
demanding the release of her 47
demanding the release of his 277
demanding the release of its 52
demanding the release of one 88
demanding the release of two 112
demanding the return of all 371
demanding the return of her 254
demanding the return of his 963
demanding the return of its 108
demanding the return of two 44
demanding the rights of man 44
demands an answer to this 207
demands as impious as they 46
demands he placed on his 61
demands he places on his 100
demands in behalf of his 108
demands it before he can 228
demands it places on its 130
demands it places on them 115
demands of nature in this 51
demands of negroes as men 232
demands on behalf of all 167
demands on behalf of his 317
demands on behalf of its 145
demands or claims of her 62
demands or claims on them 55
demands the assent of all 97
demands the creation of new 502
demands the release of all 185
demands the release of two 121
demands the return of all 87
demands the return of her 391
demands the return of his 1455
demands the return of its 55
demands the weighing of two 66
demerit in refusing to pay 57
denoted by arrows in fig 157
denoted the strength of his 55
denotes by virtue of being 481
denotes the amount of heat 132
denotes the family of all 137
denotes the nature of its 45
denotes the number of all 157
denotes the number of ions 101
denotes the number of its 89
denotes the number of new 85
denotes the number of non 222
denotes the result of any 75
denotes the vector of all 151
denotes the volume of one 54
density in excess of that 56
density in itself is not 47
density is simply the sum 54
density of charge at any 103
density of charge on each 52
density of matter in each 43
density of matter in our 112
density of matter in this 63
density of matter is not 40
density of points in this 78
density of states at low 176
density of states at this 52
density of states in both 56
density of states in each 121
density of states in fig 115
density of states in one 136
density of states in that 47
density of states in this 282
density of states in two 127
density of states is low 115
density of states is not 320
density of states is now 40
density of states is that 119
density of states is then 192
density of states is thus 49
density of states of both 73
density of states of each 69
density of states of one 127
density of states of this 65
density or weight of one 127
density to regions of low 66
denuded of matter in that 46
depending of course on each 43
depending of course on his 41
depending of course on how 332
depending of course on its 47
depending of course on one 44
depending of course on who 50
depending on amount of use 47
depending on changes in its 44
depending on whether he can 45
depending on whether he had 219
depending on whether he has 388
depending on whether he was 1078
depending on whether it can 189
depending on whether it does 118
depending on whether it goes 49
depending on whether it had 228
depending on whether it has 1204
depending on whether it was 4024
depending on whether or not 41875
depending on whether the act 100
depending on whether the age 46
depending on whether the aim 125
depending on whether the air 456
depending on whether the area 341
depending on whether the beam 146
depending on whether the bias 43
depending on whether the bit 201
depending on whether the box 43
depending on whether the bus 62
depending on whether the car 182
depending on whether the cat 40
depending on whether the cpu 48
depending on whether the cut 82
depending on whether the day 81
depending on whether the death 47
depending on whether the dog 60
depending on whether the earth 49
depending on whether the end 381
depending on whether the eye 129
depending on whether the fee 42
depending on whether the gas 432
depending on whether the head 182
depending on whether the heat 105
depending on whether the idea 41
depending on whether the job 109
depending on whether the key 322
depending on whether the law 269
depending on whether the long 70
depending on whether the low 126
depending on whether the man 180
depending on whether the map 45
depending on whether the mean 202
depending on whether the men 55
depending on whether the net 302
depending on whether the new 490
depending on whether the non 112
depending on whether the oil 70
depending on whether the old 59
depending on whether the one 215
depending on whether the path 128
depending on whether the peak 45
depending on whether the real 100
depending on whether the red 48
depending on whether the row 70
depending on whether the set 268
depending on whether the sum 284
depending on whether the sun 261
depending on whether the tax 359
depending on whether the team 114
depending on whether the top 144
depending on whether the two 1965
depending on whether the use 190
depending on whether the year 107
depending on whether we are 3895
depending on whether we can 104
depending on whether we deal 92
depending on whether we had 44
depending on whether we read 114
depending on whether we see 139
depending on whether we use 561
depending so heavily on his 44
depends is scarce at all 41
depends of course on his 68
depends of course on how 483
depends of course on its 169
depends of course on one 129
depends of course on our 83
depends of course on who 52
depends on access to and 75
depends on belief in god 47
depends on changes in both 59
depends on energy of act 71
depends on neither or nor 71
depends on whether he can 429
depends on whether he had 61
depends on whether he has 686
depends on whether he was 184
depends on whether it can 1104
depends on whether it does 41
depends on whether it has 931
depends on whether it was 651
depends on whether or not 29040
depends on whether the act 149
depends on whether the aim 73
depends on whether the air 215
depends on whether the area 145
depends on whether the beam 43
depends on whether the car 70
depends on whether the egg 52
depends on whether the end 260
depends on whether the eye 48
depends on whether the gas 68
depends on whether the head 46
depends on whether the heat 43
depends on whether the idea 60
depends on whether the job 61
depends on whether the key 55
depends on whether the law 277
depends on whether the long 48
depends on whether the man 289
depends on whether the net 217
depends on whether the new 530
depends on whether the non 107
depends on whether the old 66
depends on whether the one 52
depends on whether the path 41
depends on whether the real 92
depends on whether the sum 141
depends on whether the tax 491
depends on whether the two 1018
depends on whether the use 74
depends on whether the year 49
depends on whether we are 2262
depends on whether we can 1354
depends on whether we get 67
depends on whether we read 40
depends on whether we see 120
depends on whether we use 151
depends so heavily on its 55
depends so wholly on our 103
depends so wholly on this 235
depends the future of all 72
depends the future of our 418
depends the future of this 108
depends the measure of our 59
depends the result of our 53
depends the safety of all 138
depends the safety of our 142
depends the safety of this 232
depicts the nature of this 53
depicts the result of this 70
deplore in england at this 137
deposit is called in aid 86
deposit is wholly of mud 63
deposit of copies is not 76
deposit of copies of all 41
deposit the amount of his 121
deposit the amount of tax 63
deposit the fruits of his 48
depress the prices of all 76
depress the prices of its 49
depress the prices of raw 43
deprive the animal of its 62
deprive the artist of his 82
deprive the bishop of his 70
deprive the broker of his 198
deprive the church of all 309
deprive the church of any 116
deprive the church of her 393
deprive the church of his 46
deprive the church of its 784
deprive the church of that 49
deprive the church of this 105
deprive the clergy of all 87
deprive the clergy of its 45
deprive the clergy of that 51
deprive the client of his 51
deprive the colony of its 63
deprive the courts of law 127
deprive the courts of this 74
deprive the debtor of his 182
deprive the english of all 69
deprive the family of its 183
deprive the farmer of his 72
deprive the former of all 86
deprive the former of his 90
deprive the former of its 95
deprive the french of all 59
deprive the french of any 46
deprive the holder of any 68
deprive the holder of his 86
deprive the indians of any 89
deprive the latter of all 129
deprive the latter of any 102
deprive the latter of his 348
deprive the latter of its 279
deprive the lender of his 67
deprive the lessee of his 135
deprive the lessor of his 66
deprive the master of his 125
deprive the member of his 67
deprive the native of his 60
deprive the object of its 50
deprive the owners of real 49
deprive the owners of them 138
deprive the parent of his 57
deprive the peasant of any 49
deprive the peasant of his 107
deprive the person of his 189
deprive the poison of its 43
deprive the prince of his 242
deprive the prince of this 65
deprive the public of all 97
deprive the public of any 125
deprive the public of his 79
deprive the public of its 296
deprive the public of that 116
deprive the public of this 53
deprive the regime of its 43
deprive the seller of his 183
deprive the senate of its 172
deprive the speaker of his 59
deprive the states of all 371
deprive the states of any 485
deprive the states of this 61
deprive the sultan of his 65
deprive the system of its 126
deprive the teacher of his 61
deprive the tenant of any 76
deprive the tenant of his 273
deprive the tenant of this 68
deprive the vendor of any 50
deprive the vendor of his 173
deprive the victim of all 54
deprive the victim of his 297
deprive the worker of his 263
depriving an animal of its 52
depriving the animal of its 62
depriving the church of all 71
depriving the church of her 64
depriving the church of its 487
depriving the church of that 43
depriving the clergy of all 66
depriving the family of its 70
depriving the farmer of his 53
depriving the french of all 58
depriving the infant of its 40
depriving the judges of all 43
depriving the ladies of all 55
depriving the latter of all 72
depriving the latter of any 139
depriving the latter of his 120
depriving the latter of its 364
depriving the master of his 150
depriving the native of his 51
depriving the peasant of his 77
depriving the person of his 105
depriving the public of his 43
depriving the public of its 92
depriving the senate of its 91
depriving the sultan of his 42
depriving the system of its 82
depriving the tenant of his 56
depriving the vessel of that 51
depriving the victim of his 91
depriving the worker of his 104
derived by applying the law 71
derived by dividing the mean 186
derived by dividing the net 137
derived by dividing the sum 345
derived by equating the two 47
derived by virtue of his 55
derived the matter of his 47
derives the origin of all 72
derives the origin of this 107
descend of course to his 41
descend or ascend the obi 84
descend the ladder he was 41
descend the writer of this 167
descent of christ to earth 117
deserts to return the cup 77
deserve no credit at all 78
deserve the blessing of god 121
deserve the blessing of him 44
deserve the credit of being 176
deserve the curses of his 42
deserve the esteem of all 94
deserve the esteem of his 168
deserve the hatred of god 42
deserve the notice of all 45
deserve the praise of all 97
deserve the praise of being 122
deserve to suffer in this 46
deserving of mention in this 636
deserving of mention is that 210
deserving of notice in this 723
deserving of notice is that 254
deserving of praise as any 46
deserving of praise in that 48
deserving of remark in this 85
designing the system so that 594
designs in regard to her 119
designs in regard to this 44
desired an answer to his 44
desired in regard to this 88
desired the advice of his 72
desired the blessing of god 44
desired the desire of all 71
desired the praise of men 57
desired the return of her 68
desired the return of his 78
desired the waiter to bring 91
desired the workings of men 65
desired to attach to his 47
desired to become the head 43
desired to behold on earth 73
desired to bequeath to his 54
desired to bestow on him 44
desired to commit it with 45
desired to confer on her 41
desired to confer on him 124
desired to convey the idea 79
desired to convey to his 78
desired to convey to you 106
desired to defile thy bed 53
desired to deviate in any 40
desired to extend the area 59
desired to follow in his 70
desired to follow up his 82
desired to impart to him 49
desired to impart to them 55
desired to inform me that 83
desired to mention to you 49
desired to profit by his 86
desired to prolong the war 66
desired to remain in her 45
desired to remain in his 85
desired to remain in that 77
desired to render to his 89
desired to repair to his 68
desired to retain in his 70
desired to retain the old 97
desired to retire to his 81
desired to return to her 355
desired to return to him 45
desired to return to his 1221
desired to return to new 52
desired to return to our 78
desired to return to that 86
desired to return to them 70
desired to secure it for 55
desired to secure to them 41
desires as stated in this 305
desires in regard to her 44
desires no pledge of being 58
desires no virtue in his 116
desires or avoids the things 44
desires the object of his 42
desires the return of his 52
desires the reward of this 87
desires to confer on you 78
desires to convey to his 164
desires to convey to you 160
desires to follow the path 110
desires to impart to his 106
desires to impart to them 93
desires to pursue in this 76
desires to remain in his 157
desires to result in his 44
desires to return to god 115
desires to return to her 110
desires to return to him 67
desires to return to his 606
desires to return to its 207
despair he turned to his 73
despair of arriving at any 225
despise the advice of one 71
despise the church of god 701
despise the meanest thing that 57
despise the puppet of her 53
despise the riches of god 119
despise the riches of his 1135
despise the riches of this 41
despise the wisdom of god 72
despising the church of god 48
despising the honors of this 54
despising the riches of god 86
despising the riches of his 80
despising the wisest of his 59
despite or rebuke of any 43
despite the advent of new 147
despite the advice of her 173
despite the advice of his 655
despite the advice of its 77
despite the anguish of his 45
despite the appeals of his 81
despite the arrest of its 40
despite the building of new 48
despite the burden of her 46
despite the burden of his 145
despite the changes in her 55
despite the changes in his 107
despite the changes in its 90
despite the changes it has 55
despite the claims of air 44
despite the claims of his 120
despite the claims of its 285
despite the creation of new 135
despite the damage to his 86
despite the dangers of being 43
despite the desire of both 47
despite the doubts of his 68
despite the effort of one 41
despite the erosion of its 73
despite the extent of her 51
despite the extent of his 108
despite the extent of its 67
