dam will also serve as 46
did take some steps in 87
did take some steps to 288
did their best either to 43
did their best under the 184
did their best within the 46
did their breath smell of 97
did their duty under the 79
did their fair share in 41
did their fair share of 330
did their feet touch the 45
did their full share in 464
did their full share of 383
did their full share to 63
did their work after the 55
did their work under the 186
did their work within the 49
did there ever exist an 67
did there ever exist so 47
did think there might be 115
did think there would be 134
did those great signs in 236
did three years later in 50
did throw some light on 123
did turn from white to 49
did turn their backs on 72
did vary from place to 51
did vary three times in 111
did very much about it 40
did very soon after the 72
did very well after the 65
did very well under the 162
did very well until he 98
did very well until the 225
did very well until we 70
did very well while the 45
did well last night to 59
did what made sense to 58
did what many people do 165
did what most people do 397
did what most people in 47
did what most women do 50
did your best under the 47
did your note belong to 55
die four years later in 60
die very soon after the 83
dip into their savings to 68
dip their heads under the 40
does also take place in 44
does best when grown in 88
does cast some doubt on 235
does cast some light on 148
does come very close to 225
does give some notion of 44
does give some sense of 174
does have been known to 44
does have good reason to 94
does have some basis in 381
does have some claim to 127
does have some merit in 91
does have some notion of 53
does have some place in 54
does have some power to 85
does have some reason to 54
does have some right to 53
does have some sense of 141
does have some stake in 48
does have some value as 235
does have some value in 213
does have what might be 46
does hold true within the 47
does know more about the 70
does know much about it 46
does make good sense to 126
does make more sense to 111
does make some sense in 64
does make some sense of 42
does make some sense to 202
does many other kinds of 47
does nothing from morning to 44
does seem worth while to 194
does shed some light on 1198
does show some signs of 191
does take some pains to 83
does their fair share of 44
does there ever appear to 43
does throw some doubt on 50
does throw some light on 790
does vary from place to 145
does vary from region to 56
does vary from state to 111
does what other people do 41
does your face shine so 42
does your heart begin to 94
dog came from under the 54
dog have been found in 91
dog must have known the 45
dog will turn cross if 44
doing from their point of 47
doing good work under the 63
doing just fine until he 46
doing just fine until the 42
doing many other kinds of 67
doing nothing more about it 77
doing other work about the 51
doing some hard thinking on 95
doing some reading about the 83
doing some work about the 107
doing such good works as 70
doing such work shall be 53
doing such work would be 44
doing their best under the 175
doing their best within the 61
doing their duty under the 51
doing their fair share in 85
doing their fair share of 470
doing their fair share to 73
doing their full share in 163
doing their full share of 308
doing their full share to 56
doing their work under the 114
doing their work within the 43
doing these fair rites of 121
doing very much about it 242
doing very well under the 217
doing very well until he 66
doing very well until the 117
doing very well where he 46
doing what most people do 130
doing what other people do 249
doing your fair share of 84
doth nothing worth talking of 65
dry land from which the 52
dry land into springs of 135
dry land upon which the 45
dry land upon which to 52
dry spot upon which to 47
due care been taken to 45
due care from seeking the 60
due care were taken of 100
due care were taken to 115
due five years after the 82
due from other banks in 61
due north from thence to 80
due time give place to 68
due time there would be 148
due time your favor of 112
dug upon your grave to 112
dying early left hosts of 71
dying eyes were fixed on 40
dying three years later in 50
