do and ordain nothing except 71
do not conceal their desire 69
do not conceal their feelings 64
do not conceal their hatred 41
do not conceal their opinion 64
do not confer voting rights 67
do not convey clear images 41
do not decide here whether 85
do not defend their rights 64
do not demand high levels 53
do not depend upon anyone 43
do not depend upon direct 50
do not depend upon feelings 56
do not depend upon matter 70
do not depend upon mental 43
do not depend upon myself 156
do not depend upon public 86
do not depend upon special 88
do not depend upon whether 429
do not derive from direct 45
do not derive from jewish 46
do not derive from nature 55
do not derive their income 58
do not derive their origin 214
do not derive their powers 174
do not derive their rights 63
do not derive their strength 53
do not desire what belongs 94
do not deviate from normal 53
do not deviate very greatly 57
do not devise some greater 143
do not devote much effort 57
do not devote much thought 55
do not devote their entire 280
do not differ from adults 109
do not differ from common 50
do not differ from modern 52
do not differ from normal 539
do not differ from simple 40
do not differ from whites 61
do not differ from younger 48
do not differ more widely 109
do not differ much across 103
do not differ much except 78
do not differ very greatly 1075
do not differ very widely 616
do not divide into groups 69
do not emerge very clearly 49
do not escape their notice 46
do not esteem life simply 55
do not esteem very highly 44
do not exceed five inches 74
do not exceed five million 52
do not exceed five pounds 83
do not exceed four english 44
do not exceed four inches 96
do not exceed safe limits 44
do not exceed such losses 89
do not exceed their limits 63
do not exceed their powers 164
do not exceed their proper 59
do not exceed these limits 285
do not exceed these values 99
do not exceed those limits 52
do not exceed three inches 98
do not exceed your budget 47
do not exceed your income 46
do not excite some master 55
do not excuse some fellow 46
do not expand fast enough 42
do not expect free access 56
do not expect many readers 75
do not expect much profit 90
do not expect such energy 77
do not expect their fellow 315
do not expect their leaders 91
do not expect these ladies 61
do not expect your answer 51
do not expect your doctor 81
do not expect your family 43
do not expect your friend 41
do not expect your readers 44
do not expect your spouse 50
do not expend much effort 89
do not expend much energy 126
do not extend back beyond 70
do not extend back further 49
do not extend deep enough 49
do not extend high enough 40
do not extend much beyond 757
do not extend much farther 82
do not extend much further 233
do not extend very deeply 43
do not finish high school 2413
do not finish their mission 47
do not finish your dinner 40
do not follow some simple 40
do not follow such advice 58
do not follow their advice 202
do not follow their doctor 75
do not follow their fathers 64
do not follow their leaders 94
do not follow their mothers 48
do not follow their normal 62
do not follow these simple 193
do not follow your advice 187
do not follow your orders 50
do not follow your reasoning 293
do not forget their common 64
do not forget their native 47
do not forget your brother 74
do not forget your byline 94
do not forget your camera 480
do not forget your family 83
do not forget your friend 149
do not forget your gloves 74
do not forget your helmet 64
do not forget your little 122
do not forget your sister 55
do not greatly care whether 224
do not grudge amos barton 69
do not happen fast enough 106
do not hardly know myself 40
do not hazard your dearest 109
do not import from england 48
do not import such dangers 59
do not impose their values 86
do not impose upon myself 75
do not impute their misery 66
do not indeed know whether 82
do not inform their readers 54
do not insist upon finery 82
do not invade living tissue 55
do not invest much effort 50
do not invest much energy 51
do not listen well enough 125
do not master these skills 49
do not matter much anyway 78
do not merely pass through 145
do not mislay your paddle 62
do not myself know enough 99
do not myself know whether 147
do not notice these changes 60
do not notice when someone 50
do not occupy their proper 44
do not permit those belonging 169
do not permit your sister 91
do not poison their arrows 56
do not pursue these issues 64
do not readily have access 55
do not readily pass through 1057
do not recall coming across 47
do not recall ever before 75
do not recall hearing anyone 47
do not recall seeing anyone 174
do not recall seeing before 41
do not recall very clearly 42
do not redeem their shares 70
do not reduce their prices 101
do not refuse these rights 41
do not refuse your pledge 59
do not regain their former 86
do not regain their normal 105
do not regard their actions 73
do not regret having killed 78
do not regret having spoken 46
do not regret leaving school 46
do not regret their sexual 79
do not regret your choice 40
do not relate their findings 42
do not report high levels 50
do not report such crimes 51
do not report their findings 46
do not report their income 108
do not report these crimes 55
do not result from chance 51
do not result from changes 159
do not result from direct 100
do not result from random 52
do not result from simple 74
do not resume their normal 50
do not retain their charge 63
do not retain their initial 41
do not retain their normal 42
do not retain their proper 73
do not retain their values 84
do not retire from berlin 46
do not retreat from reality 49
do not return there without 137
do not shrink from applying 101
do not shrink from carrying 60
do not shrink from perils 55
do not shrink from sorrow 95
do not shrink from spreading 42
do not shrink from uttering 136
do not simply pass through 181
do not strike deep enough 42
do not suffer from cancer 54
do not suffer from disease 106
do not suffer from excess 52
do not suffer from famine 45
do not suffer from feelings 48
do not suffer from malaria 67
do not suffer from memory 73
do not suffer from mental 241
do not suffer from nerves 41
do not suffer from oxygen 41
do not suffer from serious 220
do not suffer from severe 272
do not suffer from sexual 70
do not suffer from sickle 47
do not suffer from stress 230
do not suffer their cattle 106
do not suffer your vanity 102
do not supply their bodily 244
do not switch date orders 107
do not tattoo their bodies 58
do not tender their shares 60
do not travel fast enough 108
do not travel much beyond 57
do not travel well across 88
do not travel well through 111
do not trifle when urgent 52
do not tumble down stairs 50
do not violate their client 45
do not violate their duties 111
do not violate their rights 84
do now become most humble 44
do our senses here convey 73
do they derive their origin 129
do they differ from earlier 47
do they differ from normal 46
do this before reading further 43
do this reciting from memory 51
do this unless these voices 58
do this without even realizing 58
do this without much thought 87
do this zigzag line evenly 47
do yet impart great proofs 62
do you advise your client 66
do you expect from someone 241
do you expect will answer 63
do you expect will become 55
do you expect will happen 695
do you expect your brother 44
do you expect your family 60
do you expect your friend 52
do you expect your little 44
do you handle your feelings 45
do you little good unless 71
do you regard your brother 110
do you strike your fellow 269
