dallying with her grass fan 66
demand for both money and 74
demand for his goods and 103
demand for his labor and 62
demand for his works was 48
demand for its goods and 864
demand for new goods and 553
demand for new homes and 273
demand for new housing and 611
demand for new housing has 47
demand for new housing was 85
demand for new plant and 107
demand for new plays was 77
demand for new roads and 40
demand for new ships and 66
demand for new ships was 55
demand for our goods and 336
demand for real goods and 181
demand for that metal for 57
demand for them could not 43
demand for this metal has 47
demand his own price for 40
demand our own works and 550
demand that all state and 399
demand that both social and 183
demand that she marry him 159
demand that she sleep with 44
demand that they could not 200
demand that they shall not 540
demand that you begin tying 56
demand that you carry out 94
demand that you shall not 147
demand was not fully met 55
demand with one voice that 63
denied and that which can 108
denied that any blows had 44
denied that any change had 45
denied that any child was 78
denied that any money was 47
denied that any woman had 45
denied that her father had 51
denied that her mother was 49
denied that his action was 47
denied that his father had 187
denied that his father was 108
denied that his party had 85
denied that his party was 114
denied that his people had 106
denied that his uncle was 108
denied that she loved him 61
denied that they could put 53
denied that this period may 77
denied that this tulip may 127
denies that aid which was 67
denies this and holds that 100
denote that any change had 52
denoting all things which are 57
depart can not avail you 50
depend for its value and 68
depose him and place his 110
deputy who had voted for 79
deride them and decry them 43
derive all his power and 51
derive all our civil and 55
desert and yet could not 64
desert its own leader than 47
desert that they could not 53
desert them and adopt jay 47
design and all parts are 153
design did not allow for 371
design does not allow any 54
design does not allow for 485
design does not allow one 59
design does not imply that 54
design does not prove that 91
design does not solve all 49
design for this study was 258
design that you shall see 40
design you are looking for 84
desire all that could not 82
desire and for which they 572
desire for all which was 52
desire for both women and 49
desire for death rather than 54
desire for her father and 150
desire for her mother and 57
desire for his mother and 1507
desire for new goods and 47
desire for our meeting this 75
desire for that which can 47
desire for that which has 101
desire for that which she 340
desire for that which they 56
desire for that which was 90
desire for things which are 168
desire for this woman who 45
desire that his power may 53
desire that she could not 128
desire that she might not 49
desire that she might see 60
desire that she would not 93
desire that they might not 125
desire that they shall not 182
desire that they would not 302
desire that you shall not 123
desire that you would let 163
desire that you would not 498
desire that you would now 65
desire that you would put 40
desire was for solid and 87
desiring that she might see 56
desiring that they might all 141
desiring that they would not 149
detail and has shown that 262
detail does not prove that 41
detail each and every one 64
detail how you would use 80
detail that they could not 94
detail was too small for 1169
detail you are looking for 54
detain him any longer with 53
detain you any longer now 164
detain you any longer than 110
detain you any longer with 158
device that can store and 82
device with one input and 55
device you are working with 50
devils had both tails and 55
devise his own method for 50
devise how his grace may 48
devour them and adore them 59
devout man who feared god 335
devout men and women are 86
devout men and women who 361
diagram does not imply that 105
dialect that she could not 49
dialect that was still being 43
diamond all set round with 82
diaries for this period are 46
digits that are known with 60
dilate and his pulse beat 207
dilute with hot water and 40
dimmer with each passing day 138
dimmer with each passing year 135
dingbats are all about fun 85
dinner cut his jokes with 44
dinner did not agree with 110
dinner does not agree with 49
dinner for her child and 71
dinner for her father and 81
dinner that she could not 44
dinner that was waiting for 49
dinner was being given for 55
dinner with her father and 190
dinner with her mother and 232
dinner with him every day 56
dinner with his father and 177
dinner with his mother and 340
dinner with them every day 52
dioxide gas are given off 40
dipped his head again and 63
dipped his head lower and 45
dipped his head until his 66
dipped his pen again and 46
direct how you shall act 86
direct our own lives and 41
direct that they shall not 66
direct that this party pay 84
direct use are lower than 54
disarm him and search him 98
disease and death rates are 48
disease and death rather than 40
disease and death which are 44
disease and its exact seat 40
disease and with renal and 54
disease does not appear for 42
disease does not cause any 43
disease does not cause death 76
disease does not exist and 47
disease does not imply that 183
disease does not occur and 49
disease does not occur with 86
disease does not prove that 175
disease may not appear for 106
disease that any human being 74
disease that can cause death 77
disease that can cause eye 46
disease that had taken her 94
disease that had taken his 78
disease that she could not 67
disease that they could not 113
disease that was killing her 79
disease that was killing him 145
disease that was sapping his 40
dishes and all after them 89
dishes that are quick and 43
dishes with hot water and 43
dismay that she could not 128
dismay that they could not 107
divers men and women who 75
divert and use water for 45
divide with his mother and 52
dividing all his gains with 82
divine being and human being 136
divine law and civil law 70
divine law and human law 476
divine law its power and 43
divine than that which has 47
divine that you wrote his 84
divine things and human things 40
divine who this woman was 80
doctor and his guest had 61
doctor and his guest sat 46
doctor and his mother was 56
doctor and his party had 54
doctor and his staff are 45
doctor and she could not 49
doctor did not agree with 72
doctor did not allow him 44
doctor did not doubt that 43
doctor does not agree with 101
doctor does not exist for 65
doctor for two weeks and 60
doctor had not given her 70
doctor had not given him 63
doctor has not given you 49
doctor that she could not 160
doctor that she would not 79
doctor that they could not 43
doctor was not aware that 44
doctor was not liable for 43
doctor who had cared for 228
doctor who had cured her 52
doctor who had cured him 51
doctor who had given her 148
doctor who had given him 132
doctor who had known her 50
doctor who had saved her 66
doctor who had saved his 130
doctor who had spent his 41
doctor who had taken his 52
doctor who has cared for 41
doctor who was looking for 47
doctor who was treating her 215
doctor who was treating him 211
doctor who was treating his 49
doctor who was working with 59
doctor with his black bag 55
doffed his hat again and 49
dollar and six cents per 59
dollar and ten cents for 137
dollar and ten cents per 313
dollar that they could earn 62
dollar that was spent for 50
domain does not imply that 48
doomed men had wives and 43
dotted with low hills and 58
dotted with oak trees and 42
double gin and tonic and 43
double that sum would not 69
doubly dear and above all 49
doubts she had about her 146
doubts that had beset him 43
dragging his gun after him 90
dragging them both after him 74
dragon and his angels are 69
dragon and yet weakly and 48
draped his arm about her 86
draped with red flags and 47
dreaded than all others put 40
dreamed and for which they 79
dreamed that her father had 78
dreamed that her father was 128
dreamed that her mother had 49
dreamed that her mother was 160
dreamed that his father and 43
dreamed that his father had 105
dreamed that his father was 187
dreamed that his mother had 111
dreamed that his mother was 128
dreamed that she would not 55
dreamed that she would one 92
dreamed that they would one 62
drench with hot water and 42
dressing her head after her 94
dressing them for uneasy joy 45
dressing them with straw and 40
drinking ale and punch with 51
drinking and doing drugs and 65
drinking and using drugs and 47
drinking gin and tonic and 179
drinking that and putting off 56
drinking that you could not 80
driven off with threats and 83
driven out his rebel foes 56
driver had not taken his 67
driver who had given him 63
driver who had taken her 69
driver who had taken him 71
driver who had taken them 53
driver who was waiting for 71
dropping them and picking them 58
drowning for not knowing how 65
drowsy that they could not 54
drubbing with both fists and 46
drumming with his fingers and 77
dubious that our thinking goes 55
ducked head and crane his 75
ducked her head again and 45
ducked her head shyly and 48
ducked her head under her 54
ducked her head under his 47
ducked his head again and 106
ducked his head shyly and 54
ducked his head under and 54
ducked his head under his 63
duffel bag and headed for 169
duller eye may often see 147
dusted off her hands and 368
dusted off her skirt and 46
dusted off his hands and 433
dusted off his knees and 63
dusted off his pants and 88
dusted with icing sugar and 148
duties are then vague and 49
duties did not allow him 204
duties that one state can 133
duties that she could not 59
duties that they could not 105
