dame she bids ye all 61
data going back as far 92
data may also be due 41
data may tell us that 85
data set forth in this 188
data set from the mean 66
data set like the one 52
data set such as that 55
data set such as this 89
data set used in our 146
data set used in this 3664
data that bears on this 46
data that have so far 93
data that make up this 43
data that must be read 105
data that speak to this 44
data that tell us how 45
data that tell us that 117
data that there is not 63
data that will be fed 62
data that will be put 53
data that will be read 143
data they want to see 121
data was used in this 143
data you need to get 82
data you need to see 51
data you need to use 58
data you plan to use 51
data you want to add 239
data you want to get 43
data you want to put 89
data you want to read 57
data you want to see 399
data you want to use 977
data you will be using 78
data you wish to add 90
data you wish to use 59
date and date of death 135
date and hour it was 52
date and hour of death 267
date and hour of each 106
date and hour of her 91
date and hour of his 297
date and hour of its 308
date and hour of this 106
date and mode of its 58
date and name of each 50
date and some of them 43
date and time as may 77
date and time by using 125
date and time do not 41
date and time if you 127
date and time in one 113
date and time in this 82
date and time is not 64
date and time is set 90
date and time it was 1698
date and time of all 196
date and time of any 321
date and time of day 8741
date and time of death 791
date and time of each 3745
date and time of her 226
date and time of his 744
date and time of its 809
date and time of one 92
date and time of our 196
date and time of that 136
date and time of this 242
date and time of use 51
date and time on each 120
date and time so that 320
date and time the job 193
date and time to run 58
date for ending the war 41
date for filing the tax 271
date for most of them 47
date for trial is set 71
date for trial or for 302
date has been the one 109
date has been the use 126
date has been to use 52
date has come up with 87
date set forth in this 127
date than those of any 111
date they were to pay 41
date with what is being 51
date with what is going 692
date you paid the tax 215
date you want to see 117
date you want to use 292
dawn and during the day 101
dawn and went to bed 375
dawn and when the sun 157
dawn goes down to day 891
dawn they were up and 112
dawn was coming up and 40
days ago down at his 55
days ago told me that 93
days ago when he and 54
days ago when he had 291
days ago when he saw 82
days ago when he was 323
days ago when it was 98
days ago when we had 72
days and came up with 133
days and come up with 87
days and days he had 105
days and days he may 53
days and days it was 64
days and days of this 71
days and days on end 749
days and days to get 181
days and days to see 88
days and days we had 51
days and during the long 43
days and during the war 49
days and many of her 46
days and many of his 155
days and many of them 175
days and most of her 73
days and most of his 206
days and most of them 231
days and much of his 73
days and none of them 75
days and part of his 87
days and part of two 53
days and said he was 43
days and some of his 103
days and some of them 212
days and take the oath 60
days and tell me how 42
days and there is not 74
days and those of his 94
days and those of old 45
days and those of our 83
days and time of day 57
days and told me that 82
days and told us that 54
days and what it was 47
days and when he did 108
days and when he had 43
days and when he was 181
days and when it was 156
days and years in this 47
days and years of her 166
days and years of his 233
days and years of our 198
days are ahead of you 86
days are among the things 52
days are full of joy 50
days are gone by for 82
days are there in each 45
days are there in one 88
days are there in this 82
days are upon us and 45
days each during the year 42
days for five or six 46
days for such be all 53
days had come to him 79
days had gone by and 724
days had gone by that 99
days had gone by with 83
days had made in her 99
days had made in his 41
days has left so long 44
days long gone by and 47
days long gone by had 53
days long gone of not 70
days met such an imp 46
days off during the year 186
days off from my job 41
days old when he was 299
days old when it was 98
days one used to hear 42
days per month or year 97
days per week do you 382
days per week in each 41
days per week or per 65
days per week so that 108
days she came to see 42
days she kept to her 47
days she made up her 40
days she told me that 53
days she will be out 48
days than there is now 220
days than those he had 72
days than when it was 42
days that seem so long 86
days that there is now 98
days that were as long 76
days that were to bring 44
days they told me they 46
days they used to bring 105
days they used to put 77
days they used to say 235
days they used to sit 41
days they used to use 43
days they will be all 46
days this time of year 88
days thou wilt go with 48
days too late to see 69
days was nothing if not 53
days was when he was 42
days with some of his 93
days with those of our 42
days with whom he had 86
days you have to get 64
days you have to pay 100
days you just do not 174
days you must be led 42
days you used to get 45
days you wake up and 90
days you will be dead 56
days you will be out 47
days you will be with 60
dealing with data of this 90
dealing with five or six 44
dealing with here is not 936
dealing with here is one 205
dealing with here is that 212
dealing with high or low 40
dealing with joan of arc 84
dealing with life at its 55
dealing with life in new 51
dealing with life in this 55
dealing with life or death 67
dealing with many of his 76
dealing with many of its 75
dealing with many of our 83
dealing with many of them 107
dealing with most of his 54
dealing with most of them 81
dealing with some of her 96
dealing with some of his 309
dealing with some of its 302
dealing with some of our 232
dealing with some of that 40
dealing with some of them 343
dealing with some of this 52
dealing with some or all 81
dealing with such as are 64
dealing with those of his 135
dealing with those of its 47
dealing with those of our 43
dealing with truth we are 212
dealing with what he had 67
dealing with what he has 54
dealing with what he saw 98
dealing with what is going 100
dealing with what is new 40
dealing with what is not 104
dealing with what is now 158
dealing with what is real 96
dealing with what is yet 47
dealing with what to him 127
dealing with what we are 92
dealing with what we can 92
dealing with what we may 160
dealing with what we now 102
dealing with when we are 60
deals one card to each 90
deals with life in all 49
deals with life in its 586
deals with many of them 51
deals with most of them 46
deals with some of his 166
deals with some of its 210
deals with some of our 71
deals with some of them 282
deals with some of this 48
deals with what he has 137
deals with what is and 63
deals with what is being 48
deals with what is going 55
deals with what is not 236
deals with what is now 61
deals with what is real 50
deals with what no one 275
deals with what we are 156
deals with what we can 148
deals with what we may 204
deals with what we see 466
dealt with along the way 150
dealt with during the day 179
dealt with during the war 359
dealt with during the year 636
dealt with from the air 47
dealt with here as one 44
dealt with here as they 148
dealt with here at all 65
dealt with here at any 119
dealt with here do not 66
dealt with here in any 385
dealt with here in this 74
dealt with here is how 68
dealt with here is not 212
dealt with here is one 59
dealt with here is that 772
dealt with just as any 56
dealt with last of all 77
dealt with many of his 56
dealt with many of its 50
dealt with many of them 144
dealt with most of his 59
dealt with most of them 148
dealt with much of this 49
dealt with only as far 49
dealt with only as they 178
dealt with only if they 74
dealt with only in its 97
dealt with only in one 145
dealt with only in that 51
dealt with only in this 87
dealt with only so far 113
dealt with over the long 41
dealt with some of his 141
dealt with some of its 175
dealt with some of our 54
dealt with some of them 457
dealt with some of this 65
dealt with there in due 45
dealt with these in his 43
dealt with what he had 46
dealt with what he saw 50
dealt with what is now 64
dealt with what we may 52
dealt with when he was 80
dealt with when it was 56
dealt with when the war 71
dealt with when we are 78
deaths are what we are 56
deaths that fill the air 63
debt and have to pay 41
debt for most of his 59
debt for what he has 69
debt had been so far 49
debt lay heavy on our 86
debt one owes to one 136
debt she owed to her 93
debt she owes to her 84
debt they owed to god 52
debt they owed to him 82
debt they owed to them 47
debt was paid by his 47
debt you have to pay 47
deck and have it out 87
deck and into the air 276
deck and made my way 43
deck was full of men 54
deck was like the box 169
deck was torn up and 40
deck with news of all 91
deed was done by him 61
deed was done by his 86
deed was done by one 121
deed was done in hot 82
deed was done in this 52
deed was good in law 61
deed was made to him 122
deed was made to one 50
deem that there is any 70
deem them like the arc 98
deem them like the ark 617
deep and came up with 76
deep and come up with 133
deep and dark as can 223
deep and dark as that 47
deep and dark in her 47
deep and fill it with 168
deep and five or six 180
deep and five to six 42
deep and foul as that 69
deep and four to six 64
deep and full of mud 72
deep and hard as then 111
deep and hard to get 59
deep and line it with 50
deep and loud in his 98
deep and open at top 87
deep and open sea with 41
deep and pure as that 40
deep and rich in its 50
deep and slow to heal 143
deep and some of them 41
deep and there is not 79
deep and wide as that 174
deep and wide as they 47
deep for most of its 45
deep for time to heal 44
deep red next the sun 309
deep red rose in her 52
deep that only the top 45
deep that there is not 83
deep this time of year 107
deep you drew it then 59
deer and game of all 228
deny any part of his 53
deny any part of our 51
deny any part of this 59
deny but what the both 60
deny him when he was 47
deny that even in this 201
deny that many of his 226
deny that many of its 131
deny that many of our 387
deny that many of them 702
deny that most of them 64
deny that much of his 43
deny that much of our 177
deny that much of this 168
deny that part of her 44
deny that part of his 41
deny that some of his 138
deny that some of its 77
deny that some of our 170
deny that some of them 580
deny that some of this 54
deny that such an idea 118
deny that such is his 44
deny that there is any 16303
deny that there is far 72
deny that there is not 211
deny that there is now 65
deny that there is one 1011
deny that there is real 77
deny that there is sin 45
deny that there is that 102
deny that there is this 126
deny that there is too 123
deny that those or any 50
deny that what he had 56
deny that what he was 85
deny that what we are 129
depth and angle of cut 134
depth and fury of his 42
depth and leading of his 44
depth and mass of his 59
depth and meaning of his 54
depth and meaning of our 42
depth and meaning of that 45
depth and meaning of this 65
depth and meaning to her 47
depth and meaning to his 100
depth and meaning to our 138
depth and meaning to this 85
depth and range of her 128
depth and range of his 728
depth and range of its 201
depth and range of our 115
depth and range of that 47
depth and range of this 131
depth and reach of his 49
depth and time of day 100
depth and truth of his 209
depth and truth of its 73
depth and width of cut 427
depth and width of each 83
depth and width of his 179
depth and width of its 147
depth and width of that 41
depth and width of this 158
depth far down is lying 78
depth they make up for 52
depth you want to use 132
desk and came to sit 47
desk and came up with 1013
desk and held it out 743
desk and held up his 41
desk and laid it out 44
desk and look at them 42
desk and made my way 47
desk and rose to her 43
desk and rose to his 155
desk and said he had 54
desk and said he was 78
desk and said to him 66
desk and talk to him 53
desk and told me that 272
desk and took it out 44
desk and took the seat 46
desk and took up her 66
desk and took up his 353
desk and went on with 138
desk and went to bed 104
desk and went to her 113
desk and went to his 133
desk and went to sit 46
diary and some of his 47
diary for most of his 69
diary she kept of her 68
died and gone to his 55
died and left as his 44
died and left it all 71
died and left me all 180
died and left me and 44
died and left me her 94
died and left me his 236
died and left me ten 51
died and left me this 81
died and left me with 272
died and left no one 83
died and left no son 55
died and left to him 45
died and left to his 103
died and left us all 45
died and left us his 41
died and left us with 45
died and many of his 63
died and many of them 58
died and paid it all 106
died and rose so that 41
died and some of his 56
died and some of them 67
died and went to his 196
died and when he was 131
died for lack of air 72
died for lack of her 87
died for love of god 51
died for love of her 424
died for love of him 670
died for love of his 123
died for love of thee 101
died for love of them 95
died for love of you 159
died for their king and 41
died for want of air 410
died out during the long 77
died out during the war 118
died out when it was 86
died she left me her 50
died she said to her 48
died she told me she 68
died she told me that 187
died than when he was 54
died they said it was 53
died too early to see 118
died too soon to hear 61
died too soon to see 573
died too young to see 41
died with arms in his 69
died with many of his 73
died with most of his 90
died with tears in his 57
dies are made in two 52
dies are used to cut 204
dies for lack of air 50
dies for love of her 189
dies for love of him 63
dies for love of thee 41
dies for want of air 117
dies for want of her 149
dies for what he does 123
dies for what he has 45
dies with cold to see 52
diet and food of our 43
diet and rest in bed 165
diet for days on end 41
diet for four to six 45
diet too high in fat 193
diet was high in fat 193
dine and pass the day 106
dine with left me out 71
dine with some of his 80
dine with some of them 52
dinghy and took up his 76
dining with some of his 148
dips her body to heap 42
dips his foot in oil 49
dirt and dirt is sex 77
dirt and dust do not 43
dirt and dust of that 94
dirt and filth of all 90
dirt and rags in his 51
dirt that clung to her 43
dirt that clung to his 45
dish and dust it with 49
dish and fill it with 110
dish and heaping it with 43
dish and held it out 50
dish and leave it for 41
dish and line it with 94
dish and pour the hot 83
dish and stir to mix 63
disk can only be read 58
disk you want to use 297
dive and come up with 113
dive and feed on sub 335
docs not tell us how 117
doff our caps to him 50
doff our hats to them 43
dogs and cats as they 48
dogs and cats do not 497
dogs and cats in his 56
dogs and cats in our 77
dogs and cats in this 121
dogs and cats is not 149
dogs and cats is that 60
dogs and cats of all 122
dogs and five or six 49
dogs and speak to them 114
dogs are ready to bay 90
dogs are said to get 43
dogs had come to her 50
dogs now came up and 55
dogs set upon me and 87
dogs that bark do not 163
dogs then make to any 50
dogs with eyes as big 53
dogs with whom he had 53
doings and those of his 139
doings are tied up with 45
doings may tend to his 45
doings that will of god 114
doings then weaving in both 137
doll she held in her 61
dome and some of its 64
done and come up with 44
done and most of them 44
done and said as they 40
done and said by him 43
done and said by our 91
done and said in his 74
done and said in that 46
done and said in this 58
done and said on this 42
done and said to her 90
done and said to him 104
done and said to you 116
done and seen it all 195
done and some of them 60
done and there is not 114
done and told me that 62
done and what he can 105
done and what he did 47
done and what he had 898
done and what he has 803
done and what he was 461
done and what is being 940
done and what is going 145
done and what is its 53
done and what is not 1371
done and what is now 94
done and what is yet 93
done and what it can 101
done and what it had 74
done and what it has 228
done and what it may 50
done and what it was 202
done and what we are 475
done and what we can 114
done and what we had 101
done and when he had 45
done and when he was 45
done and when it has 57
done and when it was 203
done and whom he had 55
done and will be doing 54
done and will do all 176
done and will do for 1453
done and will do his 42
done and will do with 47
done any good at all 1012
done any good if they 49
done any good if you 42
done any good in this 62
done any good or not 84
done any good so far 105
done any good to any 237
done any good to his 68
done any good to try 51
done any harm at all 63
done any harm if they 62
done any harm to any 262
done any harm to her 57
done any harm to him 92
done any harm to his 93
done any harm to them 62
done any harm to this 42
done any harm to you 180
done any reading at all 72
done any such thing and 72
done any time in two 42
done any time of year 50
done any work at all 508
done any work in his 119
done any work in that 60
done any work in this 124
done any work of this 107
done any work on his 44
done any work on them 42
done any work on this 74
done any wrong at all 55
done any wrong to any 415
done any wrong to his 420
done any wrong to you 63
done but also to how 69
done but walk up and 89
done but what he did 75
done can there be any 45
done far more in this 41
done far more to bring 54
done for five or six 152
done for good or for 91
done for good or ill 139
done for love of god 128
done for love of her 97
done for love of him 282
done for love of you 96
done for many of them 57
done for most of her 103
done for most of his 208
done for most of them 68
done for pope in his 46
done for show or for 58
done for some of his 74
done for some of our 63
done for some of them 106
done had nothing of this 71
done has been to add 47
done has been to bring 120
done has been to put 130
done has been to see 48
done has been to set 60
done has been to try 54
done has been to use 46
done her best to act 49
done her best to bring 371
done her best to get 300
done her best to let 44
done her best to put 227
done her best to see 193
done her best to set 41
done her best to try 83
done her best to win 70
done her duty as she 122
done her duty by her 461
done her duty by him 238
done her duty by them 83
done her duty by you 49
done her duty if she 69
done her duty in her 68
done her duty in that 50
done her duty in this 82
done her duty to her 323
done her duty to him 58
done her good to see 46
done her part in this 45
done her work in this 48
done him good to see 57
done him when he was 77
done him wrong as for 60
done him wrong in his 40
done his best by his 110
done his best in his 144
done his best in that 58
done his best in this 120
done his best or his 80
done his best so far 41
done his best to act 125
done his best to add 43
done his best to aid 70
done his best to bring 1025
done his best to cut 76
done his best to deal 55
done his best to earn 86
done his best to ease 45
done his best to fit 56
done his best to get 1505
done his best to lay 45
done his best to let 71
done his best to pay 40
done his best to put 737
done his best to rob 51
done his best to run 46
done his best to say 52
done his best to see 342
done his best to set 213
done his best to try 174
done his best to win 225
done his duty as far 62
done his duty by going 54
done his duty by her 284
done his duty by him 167
done his duty by his 1074
done his duty by them 495
done his duty by you 54
done his duty in all 49
done his duty in his 213
done his duty in that 672
done his duty in this 245
done his duty or not 73
done his duty so far 52
done his duty to god 191
done his duty to her 61
done his duty to his 1738
done his duty to them 75
done his duty to you 87
done his part in that 58
done his part in this 67
done his part to bring 111
done his part to get 41
done his work in his 57
done his work in this 73
done his work on earth 134
done its best or its 60
done its best to bring 152
done its best to fix 68
done its best to get 142
done its best to put 124
done its best to see 66
done its best to use 58
done its duty by him 52
done its duty by them 110
done its duty in this 173
done its duty to its 55
done its part in this 56
done its work as far 47
done its work by that 52
done its work in our 46
done its work in that 152
done its work in this 68
done its work on both 68
done its work on her 59
done its work on him 154
done its work on his 66
done its work on them 54
done its work so far 46
done not only in our 64
done not only in this 85
done not only to him 45
done not only to his 56
done one good thing for 242
done our best in this 89
done our best to act 54
done our best to bring 226
done our best to get 256
done our best to put 277
done our best to see 76
done our best to set 49
done our best to try 74
done our best to use 114
done our duty by him 98
done our duty by our 74
done our duty by them 80
done our duty in this 110
done our duty to all 41
done our duty to god 102
done our duty to him 78
done our duty to our 243
done our duty to them 41
done our part in this 53
done per unit of heat 48
done than what he did 47
done than when it was 64
done that part of his 44
done that there is not 57
done that took the eye 107
done that very thing and 144
done that very thing for 42
done that what he has 64
done that when he got 60
done that when he had 59
done that when he was 177
done that when the man 56
done that will in any 56
done that work or that 55
done them during the war 48
done them when he was 124
done they came to our 63
done things just as bad 61
done this five or six 72
done this great thing and 60
done this great thing for 123
done this harm in our 42
done this just to get 48
done this kind of job 76
done this same thing with 49
done this sort of job 68
done this type of job 43
done this very thing and 52
done this very thing for 45
done this very thing with 53
done this when he had 43
done this when he was 137
done this work to his 68
done too early or too 86
done too much in that 129
done too much in this 178
done too much of that 1587
done too much of this 91
done too much or not 121
done too much or too 534
done too well so far 64
done was done by her 54
done was done by him 49
done was done by his 76
done was nothing to them 43
done with care so that 500
done with five or six 58
done with good or bad 79
done with many of them 47
done with most of his 48
done with most of them 42
done with nothing at all 61
done with play the day 58
done with some of his 113
done with some of our 61
done with some of that 162
done with some of them 89
done with such an air 135
done with what he had 129
done with what he has 214
done with what he was 96
done you good if you 76
done you good to hear 388
done you good to see 824
done you must do for 108
doom any soul of man 55
doom for good or ill 140
door and along the path 106
door and asks if you 43
door and asks to see 56
door and back to her 123
door and back to his 135
door and call to her 102
door and call to him 48
door and came in and 200
door and came in with 501
door and came to her 61
door and came to sit 138
door and come in and 173
door and come in with 70
door and come to her 63
door and down the long 464
door and down the path 1358
door and down the two 57
door and down to his 50
door and fell at his 44
door and fell on her 53
door and fell on his 55
door and fell to his 42
door and find no one 104
door and flung it out 101
door and gave the key 210
door and gone to bed 147
door and hanging up his 43
door and heard the man 171
door and held it for 3359
door and held it out 71
door and held it with 81
door and held up her 51
door and held up his 157
door and hide the key 151
door and hold it for 97
door and into my car 59
door and into the air 41
door and into the bar 55
door and into the big 63
door and into the car 445
door and into the long 155
door and into the rear 42
door and into the van 51
door and just as she 54
door and keep an eye 184
door and keep the key 212
door and kept on going 40
door and kept the key 368
door and knew he was 81
door and knew it was 130
door and leading the way 160
door and leave the key 163
door and left me with 65
door and left the car 50
door and left the key 282
door and left the two 67
door and lock it and 90
door and lock it with 54
door and look at her 54
door and look at him 56
door and look at you 95
door and look up and 44
door and made my way 976
door and make my own 43
door and make my way 161
door and open it and 277
door and open it for 228
door and open it with 46
door and over to his 52
door and pray to god 97
door and pray to our 45
door and puts the key 217
door and said he had 469
door and said he was 360
door and said in her 45
door and said in his 74
door and said it was 398
door and said to her 203
door and said to him 658
door and said to his 172
door and said to one 52
door and said to them 117
door and says to you 61
door and sent in his 115
door and shut it and 79
door and shut it with 106
door and slid the key 118
door and speak to her 73
door and speak to him 57
door and speak to them 60
door and spun the dial 57
door and take the key 933
door and taking me with 43
door and taking the key 249
door and talk to her 94
door and talk to him 115
door and talk to them 84
door and tell me how 52
door and tell me that 165
door and there he was 684
door and there it was 353
door and threw it out 161
door and threw me out 54
door and threw the dead 44
door and threw the key 308
door and throw the key 296
door and told me not 60
door and told me she 83
door and told me that 1676
door and told the man 192
door and told the men 54
door and told us not 43
door and told us that 480
door and took it out 111
door and took my arm 52
door and took the bag 40
door and took the box 47
door and took the key 1070
door and took the seat 47
door and took up her 43
door and took up his 122
door and trying to get 203
door and turn the key 537
door and walk in and 82
door and went in and 837
door and went in for 55
door and went in with 202
door and went on his 55
door and went on with 109
door and went to bed 1613
door and went to get 153
door and went to her 421
door and went to him 65
door and went to his 574
door and went to see 100
door and went to sit 219
door and what do you 51
door and when he did 66
door and when he got 52
door and when he had 47
door and when he saw 287
door and when he was 58
door and when it was 220
door and when no one 64
door being shut at her 53
door for help to put 48
door had shut on him 51
door had shut on them 76
door she came to and 62
door she knew it was 49
door she said to him 58
door swing open on its 52
door that leads to her 58
door that leads to his 108
door that leads to our 46
door that used to lead 44
door they came to and 40
door they came to was 51
door they lift up one 42
door was flung in his 58
door was hanging by one 80
door was hanging on one 44
door was heard at this 87
door was heard to bang 62
door was made of two 128
door was open as she 131
door was open at all 56
door was open or not 84
door was open so she 85
door was open so that 271
door was open so they 42
door was open to all 960
door was open to any 146
door was open to her 104
door was open to him 385
door was open to his 55
door was open to let 199
door was open to them 215
door was shut in her 162
door was shut in his 478
door was shut in our 74
door was shut it was 76
door was shut on her 45
door was shut on him 133
door was shut on them 172
door was shut to him 103
door was swinging on its 85
door with nothing on but 49
door with tears in her 194
door with tears in his 86
door with toto in her 86
dose with tips on how 278
dost not care to see 149
dost not dread the arm 48
dost not find the air 57
dost not give me this 50
dost not kill the man 57
dost not know the man 40
dost not know the way 48
dost not know thy own 103
dost not take me for 43
dost not think me for 64
dost not want it for 102
dost thee know the way 50
dost thou cant of god 111
dost thou cast me off 433
dost thou cast us off 131
dost thou gaze on his 47
dost thou here in this 88
dost thou hide thy head 220
dost thou know me for 155
dost thou know of any 105
dost thou know of this 140
dost thou look at but 57
dost thou make me see 204
dost thou make of this 118
dost thou make us err 102
dost thou pray to them 47
dost thou show in this 58
dost thou show me thus 92
dost thou take me for 423
dost thou think he has 45
dost thou think of him 65
dost thou think of our 64
dost thou think of that 139
dost thou think of this 957
dost thou think the law 41
dost thou think we are 82
dost thou want of him 81
dost thou wish to hear 256
dost thou wish to see 95
dots that make up each 93
dots then give the fig 69
dove had gone to her 83
dove out from the ark 140
dove was seen to fly 48
down all along the way 125
down all over the area 48
down all three of them 161
down and back as far 53
down and back in one 124
down and back so that 71
down and back to his 72
down and back to its 45
down and back up and 41
down and bled to death 88
down and break my leg 61
down and came to her 186
down and came to him 54
down and came to his 65
down and came to sit 51
down and came up with 1431
down and chew the cud 245
down and chew the fat 55
down and clean it out 57
down and clear the way 44
down and clung to her 46
down and clung to him 92
down and clung to his 103
down and come in and 130
down and come to her 124
down and come to his 46
down and come up with 1231
down and coming to her 44
down and coming up with 139
down and died as they 325
down and died in his 56
down and done to death 102
down and drew the oil 64
down and drew up his 195
down and fell on her 100
down and fell on him 189
down and fell on his 210
down and fell on top 137
down and fell to his 46
down and felt in his 46
down and felt the man 46
down and felt to see 197
down and fill it out 103
down and fill it with 291
down and fold up his 98
down and gave me her 43
down and gave me his 150
down and gave the dog 169
down and gave the man 104
down and gave up his 117
down and give it all 41
down and give up for 57
down and give up his 228
down and grab the earth 41
down and hash it out 89
down and have it for 97
down and have it out 390
down and have tea with 428
down and held in its 44
down and held it out 70
down and held it with 45
down and held my head 112
down and held up her 53
down and held up his 378
down and help me get 174
down and help me let 54
down and help me out 192
down and help me with 379
down and help us lead 94
down and help us out 125
down and help us with 122
down and hold up his 103
down and hope to get 41
down and into the car 55
down and into the earth 53
down and join me for 221
down and join the fun 97
down and join us for 460
down and jump on him 52
down and jump on our 61
down and keep an eye 313
down and keep it with 122
down and kept on going 48
down and kill the man 99
down and kill us all 99
down and kiss the earth 473
down and kiss the hem 340
down and knead it for 49
down and laid my head 43
down and leave it for 91
down and left to die 254
down and left to dry 230
down and left to lie 42
down and left to rot 445
down and lift up his 177
down and live in one 84
down and look at all 158
down and look at each 334
down and look at her 528
down and look at him 684
down and look at his 255
down and look at its 165
down and look at one 42
down and look at our 249
down and look at that 325
down and look at them 1545
down and look at things 160
down and look at this 560
down and look at you 230
down and look up and 43
down and lost in this 63
down and made an end 257
down and made my way 312
down and made the air 60
down and made the boy 157
down and made the sum 40
down and made to fit 49
down and made to pay 69
down and make an end 111
down and make it all 42
down and make up for 45
down and many of his 97
down and many of its 159
down and many of them 289
down and most of his 110
down and most of its 159
down and most of them 319
down and none of them 97
down and open it for 93
down and open up for 44
down and pick up any 121
down and pick up her 199
down and pick up his 320
down and pick up one 238
down and pick up that 193
down and pins it with 199
down and plan it out 94
down and play it for 40
down and play to him 113
down and pray to die 53
down and pray to god 986
down and pray to him 41
down and pull it out 193
down and pull up her 42
down and puts on his 110
down and rest if you 95
down and rest in his 148
down and rest on his 45
down and rest on this 122
down and ride it out 89
down and rise up for 352
down and rise up with 392
down and rising up with 69
down and roll it out 115
down and rose to her 113
down and rose to his 304
down and rose up with 64
down and said he did 316
down and said he had 493
down and said he was 630
down and said in his 68
down and said it was 590
down and said to her 594
down and said to him 1078
down and said to his 312
down and said to them 225
down and save it for 121
down and sell it for 106
down and send it off 40
down and sent it off 105
down and shot to death 278
down and show me how 120
down and show us how 45
down and shut it off 72
down and shut up and 472
down and shut up for 143
down and sign up for 96
down and slew the dog 88
down and some of his 43
down and some of its 241
down and some of them 536
down and soon he was 43
down and sort it out 228
down and speak to her 458
down and speak to him 1431
down and speak to them 515
down and speak to this 52
down and speak to you 188
down and stay in one 335
down and step on them 107
down and stop the car 53
down and take it all 206
down and take it easy 3976
down and take it off 50
down and take it out 230
down and take it with 139
down and take tea with 103
down and take the oath 147
down and take the things 109
down and take up her 184
down and take up his 251
down and taking it easy 173
down and taking up his 117
down and talk it all 376
down and talk it out 772
down and talk to each 1075
down and talk to god 40
down and talk to her 2427
down and talk to him 4298
down and talk to his 182
down and talk to one 320
down and talk to our 121
down and talk to that 157
down and talk to them 2960
down and talk to this 167
down and talk to you 3041
down and teach me any 50
down and tell me all 5050
down and tell me how 1617
down and tell me that 263
down and tell me who 228
down and tell me why 804
down and tell the man 40
down and tell us all 961
down and tell us how 237
down and tell us that 122
down and there he was 359
down and there is not 264
down and there is now 47
down and there it was 454
down and think it all 346
down and think it out 554
down and think of all 162
