do all other sayings against 354
do not have renal failure 61
do not have right answers 75
do not have serial numbers 111
do not have sewer systems 48
do not have sharp corners 84
do not have showy flowers 50
do not have social classes 64
do not have social support 63
do not have staff members 85
do not have storm windows 51
do not have strong beliefs 55
do not have strong effects 106
do not have strong opinions 209
do not have strong support 107
do not have taxes withheld 92
do not have thirty minutes 50
do not have total control 1911
do not have total freedom 164
do not have toxic effects 47
do not have track records 41
do not have women friends 52
do not hold anything against 978
do not hold large amounts 42
do not hold strong opinions 59
do not just occur between 54
do not keep house together 71
do not kill people because 49
do not know about america 199
do not know about animals 65
do not know about anybody 673
do not know about assessing 45
do not know about because 218
do not know about certain 54
do not know about charlie 65
do not know about college 61
do not know about current 58
do not know about everything 174
do not know about finance 113
do not know about forever 43
do not know about friends 100
do not know about general 61
do not know about history 82
do not know about justice 52
do not know about language 60
do not know about marriage 115
do not know about perfect 57
do not know about religion 76
do not know about respect 48
do not know about science 49
do not know about tonight 150
do not know about treasure 159
do not know anything against 469
do not know anything anymore 1493
do not know anything because 255
do not know anything besides 43
do not know anything certain 148
do not know anything exactly 41
do not know anything outside 221
do not know anything precise 55
do not know anything regarding 80
do not know anything sweeter 289
do not know maybe because 40
do not know quite everything 72
do not know until election 81
do not know where anybody 180
do not know where because 58
do not know where captain 52
do not know where charlie 69
do not know where deviation 249
do not know where everything 162
do not know where exactly 788
do not know where general 219
do not know where richard 55
do not know which account 51
do not know which aspects 153
do not know which because 106
do not know which behavior 45
do not know which command 114
do not know which company 106
do not know which country 148
do not know which decision 48
do not know which element 48
do not know which factors 130
do not know which features 191
do not know which language 150
do not know which members 62
do not know which muscles 46
do not know which patient 41
do not know which picture 88
do not know which position 97
do not know which process 98
do not know which product 48
do not know which program 117
do not know which quality 45
do not know which question 124
do not know which religion 42
do not know which scenario 54
do not know which schools 40
do not know which species 257
do not know which student 48
do not know which subject 66
do not know which variable 138
do not know whose decision 57
do not learn anything because 42
do not lend strong support 195
do not like change because 46
do not like fried chicken 47
do not like ghost stories 71
do not like keeping secrets 140
do not like killing animals 55
do not like people because 52
do not like social studies 96
do not like social workers 54
do not like sweet potatoes 44
do not like writing letters 271
do not live close together 89
do not live within commuting 80
do not look alike because 40
do not love people because 148
do not make close friends 61
do not make large profits 43
do not make moral choices 55
do not make sense according 55
do not make sense anymore 245
do not make sense because 452
do not make sense outside 80
do not make sense together 269
do not make trade everything 89
do not meet water quality 175
do not mind about poverty 109
do not mind getting married 81
do not mind speaking frankly 42
do not mind telling anybody 49
do not mind waiting outside 124
do not need anything anymore 64
do not need anything because 40
do not need exact numbers 41
do not need large amounts 226
do not need large numbers 107
do not need money because 49
do not only exist between 148
do not only occur between 80
do not only start muscles 41
do not seem quite certain 58
do not seem quite familiar 55
do not seem quite natural 101
do not seem right somehow 112
do not show equal concern 48
do not speak either language 55
do not stop playing because 299
do not take action against 261
do not take action because 96
do not take large amounts 70
do not take place according 100
do not take place against 44
do not take place because 394
do not take place between 549
do not take place exactly 68
do not take place outside 215
do not take place quickly 68
do not take place rapidly 104
do not take risks because 47
do not take sides against 109
do not take sides between 62
do not talk about bankers 42
do not talk about because 59
do not talk about certain 103
do not talk about everything 108
do not talk about liberty 157
do not talk about marriage 84
do not talk about matters 53
do not talk about payment 48
do not talk about private 46
do not talk about religion 320
do not talk about rewards 54
do not talk about trouble 136
do not talk about vietnam 42
do not tell funny stories 42
do not tell people because 88
do not think about anybody 103
do not think about because 63
do not think about everything 45
do not think about failure 67
do not think about flowers 91
do not think about marriage 112
do not think about religion 83
do not think about suicide 49
do not think anything against 60
do not think anything dreadful 95
do not think anything happens 73
do not think anything matters 43
do not think either analogy 51
do not think getting married 143
do not think people believe 64
do not think people happier 77
do not think people realized 99
do not treat people equally 54
do not very often trouble 44
do not wait until election 60
do not walk under ladders 130
do not want anything anymore 88
do not want anything between 170
do not want anything happening 683
do not want anything stronger 64
do not want anything touched 70
do not want anything written 54
do not want bland swedish 46
do not want large numbers 55
do not want people gossiping 48
do not want people outside 42
do not want people wondering 53
do not well agree together 165
do not work after marriage 58
do not work either because 92
do not work under windows 46
do that from which feebler 146
do this upon every occasion 248
do this very often because 58
do with some moral support 40
do with such silly beggars 56
do with what people believe 49
do with what really happens 55
do with what really matters 99
do with your fifty thousand 40
do you feel about abortion 191
do you feel about accepting 59
do you feel about america 51
do you feel about attending 57
do you feel about capital 84
do you feel about chinese 40
do you feel about divorce 61
do you feel about everything 57
do you feel about foreign 80
do you feel about marriage 162
do you feel about parents 57
do you feel about receiving 86
do you feel about religion 85
do you feel about returning 69
do you feel about science 43
do you feel about teachers 49
do you feel about tonight 84
do you feel about traveling 72
do you feel quite certain 125
do you feel would provide 47
do you have anything against 52
do you have anything planned 62
do you know about america 117
do you know about animals 49
do you know about captain 78
do you know about charles 55
do you know about chinese 50
do you know about colonel 55
do you know about foreign 54
do you know about freedom 82
do you know about general 128
do you know about history 41
do you know about justice 49
do you know about marriage 136
do you know about numbers 43
do you know about religion 69
do you know about richard 98
do you know about slavery 47
do you know about suffering 92
do you know about trouble 42
do you know anything against 81
do you know which details 55
do you some small service 128
do you think about abortion 149
do you think about america 66
do you think about current 55
do you think about everything 56
do you think about marriage 139
do you think about religion 63
do you think about suicide 54
do you think comes closest 124
do you think could account 58
do you think indian warriors 100
do you think might account 238
do you think might explain 103
do you think people believe 132
do you think would attract 48
do you think would believe 90
do you think would benefit 185
do you think would explain 41
do you think would improve 116
do you think would produce 104
do you think would provide 93
do you think would require 72
do you think would survive 40
do you think would trouble 47
