dare swear he purchased his 45
down from the mountains near 253
down from the mountains one 97
down from the mountains that 706
down from the mountains they 216
down from the mountains was 417
down from the mountains with 3053
down from the palanquin and 171
down from the sanctuary and 53
down from the scaffolding and 195
down from the shoulders and 278
down here in connection with 43
down here to establish this 137
down hill on midsummer day 48
down into my stateroom now 144
down into the blackness and 167
down into the catacombs and 49
down into the container and 54
down into the conviction that 843
down into the courtyard and 1662
down into the courtyard for 54
down into the courtyard with 201
down into the crankcase and 46
down into the depression and 137
down into the enclosure and 44
down into the esophagus and 213
down into the excavation and 58
down into the orchestra and 121
down into the orchestra pit 643
down into the sanctuary and 59
down into the stairwell and 45
down into the structure and 90
down into the substance and 71
down into the ventricle and 125
down like an avalanche and 227
down like the proverbial lead 95
down list is populated with 125
down over my shoulders and 167
down over the banisters and 287
down over the centuries and 149
down over the mountains and 289
down over the shoulders and 794
down upon my uncovered head 53
down upon the adversary with 58
down upon the americans with 55
down upon the anchorage and 239
down upon the conviction that 136
down upon the flagstaff with 56
down upon the installed and 51
down upon the mountains and 237
down upon the shoulders and 42
down upon the shoulders are 56
down when the household had 76
down when the telephone rang 344
drag from my cigarette and 108
drag from the cigarette and 252
draw from the cigarette and 49
draw from the knowledge and 50
draw from the knowledge that 85
draw lots to determine who 563
draw such an inference that 203
draw upon the expertise and 376
draw upon the knowledge and 423
draw upon the knowledge that 87
draw upon the resources and 371
draw upon the resources that 43
drew back the bedclothes and 69
drew lots to determine who 424
drew upon the knowledge and 61
drew upon the resources and 41
drip from the mountains and 96
drug acts by interfering with 40
drug must be continued for 195
drug will be available for 65
drug will be effective for 83
dual role as regulator and 56
dual role as researcher and 51
dual role of homemaker and 174
dual role of housewife and 71
dual role of president and 41
dual role of researcher and 77
dual role of scientist and 51
duct into the intestine and 55
duly made as aforesaid and 47
during ages of ignorance and 51
during july to september and 57
during june to september and 66
during most of september and 75
during part of september and 50
during peace as producers and 49
during such an emergency any 49
during years of depression and 75
dust will be scattered for 47
duty made it necessary for 68
duty make it necessary for 62
duty must be performed with 66
duty will be lightened and 140
