sang songs about happiness 51
set upon broad shoulders 277
set your goals accordingly 105
set your working directory 76
sex were quite different 43
she also makes reference 63
she bore frank churchill 108
she died after childbirth 88
she died under mysterious 88
she died under suspicious 49
she drew large audiences 50
she ever fully recovered 49
she ever really recovered 53
she felt fully justified 111
she felt fully recovered 54
she felt oddly comforted 83
she felt quite confident 289
she felt quite convinced 108
she felt quite desperate 44
she felt quite different 110
she felt quite dishonest 55
she felt quite exhausted 84
she felt quite incapable 70
she felt quite justified 40
she felt quite miserable 43
she felt quite refreshed 42
she felt quite satisfied 221
she felt rather oppressed 61
she felt taken advantage 50
she gave every appearance 213
she gave every impression 57
she gave every indication 271
she having borne perpetual 200
she heard light footsteps 120
she heard quick footsteps 194
she heard quiet footsteps 55
she heard rapid footsteps 193
she heard running footsteps 272
she heard steps approaching 253
she knew about doctrines 47
she knew every expression 52
she knew nearly everybody 43
she knew quite certainly 47
she knew would accompany 52
she lost sight altogether 66
she more nearly resembled 68
she more nearly resembles 56
she most nearly resembled 47
she must appear extremely 41
she must either surrender 52
she must first determine 142
she must first establish 177
she must first recognize 92
she once again attempted 59
she said again presently 43
she said quite naturally 117
she said quite pleasantly 44
she said quite sincerely 42
she said quite truthfully 78
she said rather brusquely 58
she said rather haughtily 45
she said rather hurriedly 113
she said rather nervously 71
she said rather pitifully 40
she said rather unsteadily 47
she said rather wistfully 152
she sent every policeman 70
she soon after contrived 293
she soon after recovered 41
she took every advantage 72
she took every precaution 164
she used every available 40
she used every expedient 70
she very nearly conquered 50
she very nearly succeeded 149
she went every afternoon 50
she were fully satisfied 50
she were given permission 81
she were playing castanets 47
she were quoting unwillingly 54
she were sliding downwards 47
she were still unmarried 102
she will change altogether 58
she will deter deceivers 46
she will enjoy conditions 105
she will never recognize 57
she will never sacrifice 42
she will never surrender 79
she will stand condemned 71
six days after christmas 66
six days after conception 134
six days after conviction 63
six days after emergence 65
six days after irradiation 117
six days after president 81
six days after roosevelt 51
six other major industrial 60
six third world countries 178
six were taken prisoners 96
six years after alexander 58
six years after completion 210
six years after discharge 79
six years after discovery 53
six years after enactment 122
six years after graduation 680
six years after jefferson 40
six years after liberation 47
six years after menopause 118
six years after montezuma 77
six years after president 191
six years after roosevelt 58
six years later published 117
six years later succeeded 48
six years penal servitude 115
six years since graduation 53
six years which separated 44
six years which succeeded 83
sky some weeks previously 64
sly look which intimated 42
son from total blindness 62
song till after midsummer 117
son were found somewhere 47
son were taken prisoners 520
sue their state employers 48
sun into lower latitudes 73
