sack expedition of fifteen 46
same appearance of poverty 43
same arguments in defense 44
same arguments in support 181
same arguments to explain 68
same arguments to justify 156
same arguments to support 59
same association is present 51
same assumption is applied 89
same assumption is implied 41
same assurance of success 114
same attribute is eternal 64
same audiences the present 176
same austerity of manners 137
same certainty of success 216
same character as between 43
same character as gilbert 58
same character as himself 110
same character as previous 65
same character as regards 99
same character is brought 40
same character is stamped 50
same character of country 225
same character of extreme 57
same character of material 89
same character of scenery 65
same character of service 157
same character of suffering 41
same character of surface 73
same character of violence 50
same character or quality 51
same clergyman to prevent 45
same collection of letters 111
same collection of numbers 40
same collection of objects 166
same collection of persons 51
same collection of stories 90
same commission of treasury 98
same committee of congress 42
same commodity is offered 47
same commodity or service 311
same community on conduct 64
same community or country 51
same community or society 40
same complaint as napoleon 75
same complaint is repeated 40
same compounds in solution 86
same conception is applied 48
same conception is evident 46
same conception is implied 77
same conception is repeated 44
same conception of freedom 74
same conception of history 94
same conception of justice 404
same conception of marriage 109
same conception of national 53
same conception of natural 46
same conception of science 49
same conception of society 86
same conclusion as follows 47
same conclusion as himself 158
same conclusion as regards 481
same conclusion by analyzing 60
same conclusion by comparing 126
same conclusion by examining 122
same conclusion by following 66
same conclusion by observing 118
same conclusion in america 58
same conclusion in relation 155
same conclusion in respect 409
same conclusion in several 50
same conclusion in similar 40
same conclusion is arrived 829
same conclusion is deduced 98
same conclusion is derived 273
same conclusion is equally 112
same conclusion is evident 199
same conclusion is implied 119
same conclusion is pointed 43
same conclusion is strongly 64
same conclusion on similar 110
same conclusion we arrived 59
same conditions as acetone 74
same conditions as applied 269
same conditions as assumed 56
same conditions as british 103
same conditions as example 148
same conditions as existed 348
same conditions as foreign 48
same conditions as germany 70
same conditions as himself 105
same conditions as members 106
same conditions as national 279
same conditions as natives 59
same conditions as pertain 44
same conditions as prevail 162
same conditions as previous 79
same conditions as private 112
same conditions as regards 728
same conditions be imposed 150
same conditions in respect 194
same conditions of climate 389
same conditions of control 44
same conditions of culture 72
same conditions of current 55
same conditions of dilution 44
same conditions of election 69
same conditions of freedom 121
same conditions of general 124
same conditions of illness 51
same conditions of payment 54
same conditions of perigee 49
same conditions of poverty 134
same conditions of secrecy 40
same conditions of service 2397
same conditions of society 141
same conditions of storage 73
same conditions of success 95
same conditions of traffic 65
same conditions the average 82
same conditions the results 44
same conditions to prevail 57
same conditions to produce 91
same connection as between 41
same connection he asserts 49
same connection he mentions 50
same connection the following 114
same constancy in failure 93
same continent the species 51
same convention is adopted 99
same convention is applied 70
same conviction is implied 44
same correction is applied 72
same criticism is applied 55
same criticism is equally 42
same criticism is leveled 52
same decoration is repeated 42
same dedication to quality 94
same deductions as allowed 64
same defendant in matters 100
same defendant in respect 156
same defendant to recover 73
same definition is adopted 84
same definition is applied 101
same definition is repeated 88
same definition of outline 54
same definition of religion 42
same definition of success 50
same depression of spirits 65
same directory as windows 227
same discharge the stranger 84
same discovery in relation 41
same discretion in investing 54
same disregard of ancient 91
same disregard of courtly 152
same disregard of justice 58
same disregard of reserve 45
same districts of country 42
same diversity of natural 40
same diversity of opinions 71
same doctrines as himself 45
same documents as printed 44
same equipment to produce 67
same expedient at command 75
same expedient is adopted 50
same expedient of treasury 53
same exponents as lattice 62
same expression as derived 56
same expression as equation 220
same expression is applied 320
same expression is repeated 148
same expression is written 69
same expression of despair 53
same expression of disgust 44
same expression of extreme 137
same expression of intense 40
same expression of mirthful 105
same expression of modesty 44
same expression of perfect 211
same expression of sadness 48
same expression of suffering 44
same expression to signify 57
same foundation in religion 48
same frequency is applied 99
same frequency is induced 46
same frequency of contact 49
same frequency of service 65
same frequency to produce 59
same freshness of delight 49
same generation as himself 121
same generation as oneself 45
same generation of writers 47
same generation or between 52
same gentleman by himself 53
same grossness of manners 40
same guarantee as applied 60
same household as himself 170
same household as husband 167
same hypocrisy in religion 74
same hypothesis to explain 120
same ignorance of himself 55
same impression is derived 54
same impression is repeated 88
same impression of immense 83
same impression of probity 59
same inability in himself 54
same inability to control 75
same inability to diffuse 41
same incentive to produce 40
same incentive to provide 42
same indenture of bargain 177
same infirmity of purpose 55
same influence is evident 101
same influence is exerted 142
same influence is present 40
same influence is visible 59
same influence of climate 49
same ingredients as granite 57
same injunction is repeated 87
same integrity of purpose 206
same intensity of concern 58
same intensity of current 135
same intensity of devotion 137
same intensity of emotions 41
same intensity of pleasure 63
same intensity of purpose 337
same intensity of radiation 254
same intensity or duration 68
same interests as himself 76
same interests to protect 70
same interface as windows 46
same judgments of mankind 74
same knowledge of language 61
same latitudes in america 66
same latitudes in central 45
same limitation is imposed 55
same machinery to dispute 43
same magnitude as between 42
same magnitude as natural 85
same magnitude is applied 55
same magnitude is imposed 59
same magnitude of current 157
same magnitude of increase 111
same magnitude of voltage 48
same malignity of purpose 63
same mechanism as glucose 45
same mechanism is applied 83
same mechanism is assumed 42
same mechanism is operating 131
same mechanism is present 173
same mechanism to explain 62
same molecules in solution 40
same mysteries of religion 40
same necessity it follows 82
same necessity of believing 60
same necessity of providing 68
same necessity of requiring 44
same necessity the objects 40
same necessity to abandon 46
same newspaper as follows 109
same newspaper on january 64
same newspaper on october 55
same newspaper the following 145
same objective is pursued 50
same objective of improving 41
same objective of reviewing 270
same obligation as religion 150
same obligation in respect 71
same obligation is assumed 61
same obligation is imposed 153
same obligation of secrecy 152
same obligation to conduct 69
same obligation to observe 42
same obligation to protect 62
same obligation to provide 142
same obligation to respect 273
same obligation to support 41
same obstacles to success 40
same occupation as himself 66
same opposition as between 57
same ownership or control 224
same paragraph he mentions 50
same paragraph of article 45
same parliament the commons 131
same partiality on certain 56
same perception of ability 73
same perception of objects 47
same perfection of features 61
same persuasion as himself 62
same phenomena as regards 48
same phenomena of fatigue 75
same population is sampled 44
same population of animals 45
same population of neurons 233
same population or species 59
same precaution in returning 54
same precaution to prevent 46
same predicate is applied 53
same pressures to conform 64
same principle as adopted 43
same principle as applied 268
same principle as applies 105
same principle as between 56
same principle as follows 51
same principle as governs 161
same principle as mercury 116
same principle as private 75
same principle as regards 124
same principle be allowed 45
same principle be applied 751
same principle he applied 44
same principle in general 46
same principle in relation 199
same principle in respect 197
same principle in reverse 305
same principle in selecting 45
same principle is adhered 71
same principle is adopted 660
same principle is applied 6007
same principle is assumed 65
same principle is brought 83
same principle is capable 47
same principle is carried 595
same principle is equally 411
same principle is evident 236
same principle is founded 275
same principle is implied 136
same principle is invoked 96
same principle is operating 56
same principle is present 214
same principle is pursued 49
same principle is related 43
same principle is repeated 163
same principle is revealed 68
same principle it follows 178
same principle of adjusting 41
same principle of analogy 146
same principle of avarice 289
same principle of balance 155
same principle of balancing 95
same principle of charity 44
same principle of combining 74
same principle of comparing 56
same principle of conduct 131
same principle of consent 75
same principle of control 91
same principle of division 536
same principle of economy 400
same principle of election 51
same principle of employing 53
same principle of excluding 48
same principle of following 85
same principle of freedom 473
same principle of general 135
same principle of gradual 65
same principle of gravity 350
same principle of harmony 85
same principle of increasing 105
same principle of initiating 48
same principle of inquiry 50
same principle of inspiring 45
same principle of justice 633
same principle of liberty 139
same principle of limited 51
same principle of loyalty 41
same principle of maximum 90
same principle of national 195
same principle of natural 262
same principle of organic 47
same principle of pleasure 72
same principle of popular 71
same principle of private 55
same principle of providing 71
same principle of respect 88
same principle of rotation 63
same principle of service 52
same principle of sympathy 180
same principle of taxation 62
same principle of utility 121
same principle of variation 64
same principle of variety 52
same principle the removal 96
same principle to account 43
same principle to explain 168
same principle to ireland 56
same principle to justify 61
same principle to prevent 50
same principle to produce 46
same principle to protect 42
same principle we account 58
same principle we explain 63
same privately to himself 87
same privilege as himself 70
same privilege as regards 57
same privilege be granted 111
same privilege in respect 116
same privilege is allowed 90
same privilege is enjoyed 104
same privilege is granted 201
same privilege of election 50
same privilege of rebelling 68
same privilege to british 42
same privilege to country 76
same privilege to improve 56
same procedure as adopted 96
same procedure as applied 146
same procedure as applies 53
same procedure as regards 44
same procedure be adopted 58
same procedure be applied 54
same procedure in analyzing 42
same procedure in obtaining 43
same procedure in preparing 47
same procedure in relation 43
same procedure in respect 69
same procedure in reverse 596
same procedure is adopted 1574
same procedure is applied 2783
same procedure is carried 2197
same procedure is equally 55
same procedure is repeated 5796
same procedure is usually 72
same procedure the following 89
same procedure to analyze 63
same procedure to compare 43
same procedure to compute 70
same procedure to develop 61
same procedure to examine 56
same procedure to install 80
same procedure to prepare 45
same proceedings be ordered 62
same processes in reverse 44
same processes of division 81
same processes of natural 61
same profession as himself 295
same profession of religion 63
same proportion as average 95
same proportion as between 89
same proportion as capital 132
same proportion as current 52
same proportion as existed 111
same proportion as hitherto 46
same proportion as material 90
same proportion as national 57
same proportion as present 55
same proportion as private 55
same proportion as profits 228
same proportion as science 538
same proportion as western 83
same proportion he becomes 99
same proportion in relation 58
same proportion it becomes 76
same proportion of african 55
same proportion of alcohol 112
same proportion of animals 47
same proportion of average 56
same proportion of british 91
same proportion of capital 193
same proportion of college 164
same proportion of correct 49
same proportion of elderly 59
same proportion of exports 60
same proportion of farmers 74
same proportion of females 118
same proportion of foreign 230
same proportion of germany 44
same proportion of imports 70
same proportion of increase 129
same proportion of married 228
same proportion of members 166
same proportion of national 243
same proportion of numbers 53
same proportion of parents 43
same proportion of persons 388
same proportion of profits 112
same proportion of protein 148
same proportion of revenue 79
same proportion of success 47
same proportion of teachers 75
same proportion of variance 104
same proportion of workers 225
same proportion to increase 62
same propriety be applied 71
same propriety of conduct 47
same prospects of success 317
same protection as private 44
same protection in respect 83
same protection of persons 251
same protection of privacy 191
same protection to foreign 78
same provisions as regards 73
same provisions in quality 63
same provisions in respect 80
same qualities as virtues 56
same qualities in himself 80
same qualities of clarity 43
same qualities of courage 242
same qualities of heroism 44
same qualities of honesty 48
same qualities of insight 55
same qualities of justice 50
same qualities of loyalty 40
same qualities of service 47
same rectitude in matters 81
same rectitude in relation 53
same remainder on division 163
same reputation as deduced 84
same resolution the council 78
same resolution the general 114
same resources of ingenuity 75
same resources of language 48
same resources to achieve 41
same resources to produce 148
same resources to support 50
same reverence in answering 47
same revolution in climate 47
same sacrifice is offered 60
same semblance of justice 45
same sensations of pleasure 48
same sensations or emotions 44
same sentiment in similar 58
same sentiment is adopted 82
same sentiment is repeated 366
same sentiment of devotion 40
same sentiment of national 45
same sentiment of respect 43
same sharpness of outline 70
same shortness of duration 98
same sincerity of purpose 178
same solemnity of demeanor 125
same spectacle is repeated 72
same standards as applied 97
same standards as private 74
same standards as regular 47
same standards be applied 127
same standards of behavior 513
same standards of clarity 44
same standards of comfort 66
same standards of conduct 1633
same standards of decency 56
same standards of freedom 45
same standards of honesty 109
same standards of hygiene 57
same standards of justice 197
same standards of quality 464
same standards of service 135
same standards of success 60
same standards or criteria 54
same standards to himself 43
same statement as regards 170
same statement in relation 65
same statement is equally 143
same statement is repeated 664
same statement of purpose 43
same steadiness of purpose 97
same structure as equation 145
same structure as natural 122
same structure as regards 53
same structure is adopted 42
same structure is evident 61
same structure is present 320
same structure is repeated 196
same structure is visible 75
same structure of muscles 53
same structure of society 47
same structure or pattern 51
same substance as himself 44
same substance in solution 88
same substance is capable 47
same substance is present 251
same substance or essence 337
same substance or subject 220
same succession of letters 64
same summarily the matters 46
same sweetness as sucrose 217
same technique as applied 71
same technique in reverse 129
same technique is adopted 96
same technique is applied 837
same technique is equally 52
same technique is evident 71
same technique is repeated 134
same technique to achieve 46
same technique to analyze 53
same technique to compute 53
same technique to display 40
same technique to examine 75
same technique to produce 106
same territory is covered 41
same throughout the arterial 49
same throughout the british 45
same throughout the century 563
same throughout the circuit 1187
same throughout the colonial 43
same throughout the company 67
same throughout the country 3113
same throughout the crystal 184
same throughout the duration 138
same throughout the economy 153
same throughout the history 387
same throughout the interior 87
same throughout the islands 43
same throughout the journey 52
same throughout the lattice 74
same throughout the material 96
same throughout the mixture 41
same throughout the network 61
same throughout the postwar 41
same throughout the process 353
same throughout the program 142
same throughout the project 106
same throughout the remaining 42
same throughout the solution 97
same throughout the species 52
same throughout the surface 55
same throughout the visible 48
same throughout the western 131
same toleration to himself 84
same undertone of sadness 40
same varieties of flowers 41
same vigilance in respect 143
same vigilance to prevent 282
same yardstick is applied 62
sand scratched the windows 42
save everybody the trouble 136
save ourselves the expense 54
save ourselves the trouble 2006
save themselves by accepting 83
save themselves by betraying 54
save themselves by following 57
save themselves by retreating 122
save themselves by returning 44
save themselves the expense 867
save themselves the fatigue 52
save themselves the trouble 5097
saving available to finance 264
saving influence of religion 59
saving knowledge of brahman 44
saving knowledge of himself 656
saving knowledge of religion 74
saving machinery it employs 110
saving machinery to replace 89
saving necessary to finance 143
saving ourselves the trouble 102
saving sincerity in religion 43
saving themselves the expense 69
saving themselves the trouble 269
saying throughout the country 75
says everybody is obliged 64
seals frequenting the islands 482
seats allocated to parties 50
seats disturbed the silence 67
seats throughout the country 266
sect conquered the gentile 53
sect continued to increase 66
seed available to farmers 155
seed companies to develop 53
seed dispersal by animals 821
seed dispersal by rodents 68
seed production in alfalfa 163
seed production in northern 54
seed production in relation 61
seed production in southern 107
seed production is limited 169
seed production is reduced 104
seed production is usually 159
seed production of alfalfa 109
seed production of certain 48
seed production of grasses 43
seed production the following 42
seed throughout the country 104
seed treatments to control 77
seeing objections to everything 64
seeing ourselves as objects 41
seeing ourselves as victims 153
seeing ourselves in relation 84
seeing relatives or friends 41
seeing themselves as capable 80
seeing themselves as members 261
seeing themselves as objects 61
seeing themselves as passive 72
seeing themselves as subject 54
seeing themselves as superior 95
seeing themselves as victims 515
seeing themselves at liberty 51
seeing themselves in relation 114
seeing themselves so closely 42
seek adventure in distant 40
seek adventure in foreign 52
seek amusement in society 124
seek arguments to support 116
seek happiness in marriage 47
seek hypotheses to explain 80
seek naturally to combine 115
seek nomination or election 57
seek perfection in everything 75
seek permission in advance 77
seek permission to conduct 90
seek permission to lecture 51
seek permission to perform 49
seek permission to proceed 62
seek permission to publish 112
seek permission to reprint 56
seek permission to withdraw 103
seek primarily to explain 43
seek primarily to satisfy 45
seek protection in distant 57
seek protection or redress 51
seek reelection to congress 146
seek separation or divorce 68
seek specimens in natural 84
seek toleration in holland 101
seem advisable at present 102
seem advisable to abandon 66
seem advisable to attempt 302
seem advisable to combine 61
seem advisable to confine 62
seem advisable to discuss 126
seem advisable to examine 135
seem advisable to exclude 65
seem advisable to include 209
seem advisable to increase 70
seem advisable to perform 43
seem advisable to present 66
seem advisable to prevent 47
seem advisable to proceed 53
seem advisable to provide 144
seem advisable to utilize 49
seem altogether so prudent 61
seem altogether to explain 123
seem astonishing to present 196
seem available to prevent 58
seem committed to certain 83
seem compelled to believe 162
seem compelled to suppose 58
seem competent to explain 51
seem competent to produce 65
seem confident of success 45
seem desirable at present 82
seem desirable to abandon 52
seem desirable to amplify 46
seem desirable to attempt 214
seem desirable to combine 41
seem desirable to conduct 53
seem desirable to develop 130
seem desirable to discuss 89
seem desirable to examine 123
seem desirable to exclude 58
seem desirable to explain 82
seem desirable to explore 96
seem desirable to include 268
seem desirable to increase 149
seem desirable to present 96
seem desirable to prevent 45
seem desirable to proceed 55
seem desirable to promote 47
seem desirable to provide 211
seem desirable to publish 49
seem desirable to replace 47
seem desirable to require 72
seem desirable to utilize 52
seem difficult of solution 59
seem difficult to account 620
seem difficult to achieve 374
seem difficult to believe 1044
seem difficult to combine 51
seem difficult to compare 46
seem difficult to control 54
seem difficult to develop 63
seem difficult to discern 141
seem difficult to dispute 65
seem difficult to envision 42
seem difficult to execute 52
seem difficult to explain 1178
seem difficult to express 74
seem difficult to imagine 628
seem difficult to isolate 48
seem difficult to justify 717
seem difficult to predict 53
seem difficult to produce 44
seem difficult to provide 56
seem difficult to resolve 77
seem difficult to satisfy 44
seem difficult to suggest 54
seem difficult to support 77
seem difficult to suppose 47
seem difficult to sustain 204
seem especially to impress 87
seem especially to require 40
seem evidently to require 44
seem excessive in relation 107
seem excessive to suggest 49
seem expedient to attempt 42
seem fantastic to believe 45
seem fantastic to suggest 122
seem foolhardy to attempt 59
seem generally to believe 89
seem generally to confirm 41
seem generally to contain 61
seem generally to possess 46
seem generally to prevail 56
seem generally to support 125
seem generally to suppose 83
seem genuinely to believe 160
seem hazardous to attempt 40
seem heretical to suggest 48
seem illogical to suggest 68
seem illogical to suppose 62
seem important in relation 42
seem important to attempt 73
seem important to clarify 41
seem important to develop 54
seem important to discuss 51
seem important to examine 198
seem important to explore 86
seem important to himself 71
seem important to include 106
seem important to members 49
seem important to oneself 156
seem important to provide 72
seem incapable of accepting 101
seem incapable of achieving 97
seem incapable of acquiring 101
seem incapable of admitting 93
seem incapable of affording 45
seem incapable of answering 41
seem incapable of believing 86
seem incapable of following 53
seem incapable of imagining 49
seem incapable of producing 201
seem incapable of providing 132
seem incapable of receiving 206
seem incapable of resisting 98
seem incapable of resolving 62
seem incapable of solution 86
seem incapable or unwilling 53
seem inflicted by natural 102
seem justified at present 47
seem justified by numbers 43
seem justified in accepting 44
seem justified in affirming 43
seem justified in asserting 127
seem justified in believing 251
seem justified in expecting 45
seem justified in inferring 122
seem justified in referring 42
seem justified in regarding 140
seem justified in supposing 146
seem logically to involve 71
seem logically to require 88
seem ludicrous to suggest 78
seem naturally to possess 50
seem naturally to produce 45
seem naturally to require 75
seem naturally to suggest 167
seem necessary at present 99
seem necessary or prudent 57
seem necessary to abandon 94
seem necessary to account 273
seem necessary to achieve 161
seem necessary to address 47
seem necessary to analyze 52
seem necessary to ascribe 62
seem necessary to attempt 164
seem necessary to balance 85
seem necessary to believe 102
seem necessary to clarify 84
seem necessary to comment 71
seem necessary to confine 86
seem necessary to control 65
seem necessary to correct 114
seem necessary to deprive 45
seem necessary to develop 182
seem necessary to discuss 597
seem necessary to enlarge 51
seem necessary to examine 251
seem necessary to exclude 40
seem necessary to explain 786
seem necessary to express 88
seem necessary to improve 85
seem necessary to include 328
seem necessary to increase 68
seem necessary to inquire 63
seem necessary to justify 68
seem necessary to present 328
seem necessary to prevent 247
seem necessary to produce 148
seem necessary to promote 53
seem necessary to protect 243
seem necessary to provide 383
seem necessary to reprint 51
seem necessary to require 83
seem necessary to satisfy 144
seem necessary to specify 90
seem necessary to suggest 95
seem necessary to support 90
seem necessary to suppose 569
seem necessary to sustain 67
seem oppressed by anxiety 51
seem ourselves to witness 100
seem outrageous to suggest 53
seem perfectly in harmony 46
seem perfectly the reverse 71
seem plausible to believe 55
seem plausible to certain 48
seem plausible to explain 65
seem plausible to suggest 528
seem plausible to suppose 614
seem powerless to control 134
seem powerless to prevent 149
seem practical to attempt 52
seem premature to attempt 106
seem premature to discuss 151
seem primarily to concern 48
seem primarily to involve 48
seem primarily to reflect 57
seem reasonable in relation 49
seem reasonable to account 41
seem reasonable to ascribe 194
seem reasonable to attempt 292
seem reasonable to believe 1692
seem reasonable to combine 60
seem reasonable to compare 126
seem reasonable to connect 56
seem reasonable to contend 88
seem reasonable to develop 63
seem reasonable to examine 90
seem reasonable to exclude 152
seem reasonable to explain 108
seem reasonable to explore 83
seem reasonable to express 40
seem reasonable to imagine 166
seem reasonable to include 398
seem reasonable to increase 69
seem reasonable to inquire 71
seem reasonable to perform 63
seem reasonable to predict 263
seem reasonable to presume 337
seem reasonable to proceed 78
seem reasonable to propose 310
seem reasonable to provide 125
seem reasonable to question 105
seem reasonable to replace 69
seem reasonable to require 421
seem reasonable to reserve 50
seem reasonable to suggest 2268
seem reasonable to suppose 6773
seem reasonable to surmise 107
seem reasonable to suspect 245
seem reasonable to utilize 40
seem reluctant to abandon 118
seem reluctant to address 55
seem reluctant to believe 69
seem reluctant to discuss 168
seem reluctant to embrace 63
seem reluctant to explore 53
seem reluctant to express 52
seem reluctant to provide 105
seem sincerely to believe 102
seem sometimes to obscure 51
seem sometimes to require 41
seem surprised or alarmed 90
seem surprised or shocked 107
seem typically to involve 55
seem unanimous in regarding 56
seem unnatural to suppose 45
seem warranted in believing 58
seem warranted in supposing 45
seem worthwhile to attempt 161
seem worthwhile to develop 44
seem worthwhile to discuss 70
seem worthwhile to examine 166
seem worthwhile to explore 122
seem worthwhile to include 52
seen abundance of wonders 59
seen approaching the savages 42
seen approaching the village 247
seen displayed the spartan 41
seen elsewhere in america 65
seen elsewhere in britain 63
seen elsewhere in central 99
seen elsewhere in ireland 49
seen elsewhere in society 48
seen especially in certain 75
seen especially in chapter 49
seen especially in elderly 45
seen especially in persons 51
seen especially in relation 62
seen fragments of columns 52
seen gentlemen of quality 44
seen gradually to decline 81
seen gradually to descend 43
seen gradually to subside 45
seen instances of persons 62
seen previously in chapter 125
seen primarily as objects 44
seen primarily as passive 59
seen primarily as providing 75
seen primarily as sources 72
seen primarily as victims 44
seen primarily as workers 46
seen primarily in elderly 70
seen primarily in females 49
seen primarily in infants 122
seen primarily in persons 64
seen primarily in relation 167
seen proceeded in advance 45
seen promenading the streets 159
seen reflected in mirrors 55
seen repeatedly in previous 58
seen specimens of crimson 46
seen surrounding an antique 41
seen surrounding the central 73
seen surrounding the nucleus 54
seen themselves as members 131
seen themselves as victims 70
seen themselves in relation 47
seen throughout the central 55
seen throughout the century 195
seen throughout the chapter 176
seen throughout the country 1332
seen throughout the edifice 41
seen throughout the following 155
seen throughout the history 587
seen throughout the islands 89
seen throughout the northern 47
seen throughout the nucleus 43
seen throughout the preceding 275
seen throughout the present 144
seen throughout the previous 170
seen throughout the process 72
seen throughout the southern 53
seen throughout the village 58
seen throughout the western 81
sees approaching the tornado 59
sees precisely in sympathy 137
self continues to develop 106
self discussed in chapter 121
sell themselves in marriage 90
sell themselves to foreign 54
sell themselves to slavery 83
sell themselves to survive 49
sell throughout the country 168
send delegates to congress 453
send delegates to discuss 211
send delegates to national 68
send delegates to present 43
send democrats to congress 59
send embassies to foreign 82
send messengers to collect 55
send messengers to inquire 68
send ministers to foreign 52
send observers to monitor 147
send observers to sessions 96
send observers to witness 94
send postcards to friends 114
send provisions to victual 52
send telegrams of protest 117
send telegrams of support 55
send telegrams or letters 57
send throughout the country 40
sent augustine to britain 102
sent augustine to convert 140
sent circulars to persons 53
sent colonists to america 48
sent delegates to congress 180
sent delegates to discuss 51
sent delegates to national 69
sent democrats to congress 42
sent directions to captain 101
sent directions to general 58
sent directions to receive 54
sent embassies to foreign 49
sent messengers in advance 120
sent messengers to abigail 50
sent messengers to apprise 41
sent messengers to carthage 186
sent messengers to charles 119
sent messengers to collect 73
sent messengers to comfort 68
sent messengers to consult 278
sent messengers to explain 40
sent messengers to general 171
sent messengers to germany 87
sent messengers to hezekiah 630
sent messengers to implore 65
sent messengers to inquire 693
sent messengers to pizarro 40
sent messengers to propose 59
sent messengers to receive 83
sent messengers to request 119
sent messengers to solicit 58
sent messengers to welcome 66
sent ministers to foreign 40
sent observers to monitor 74
sent postcards to friends 54
sent prisoners to montreal 54
sent prisoners to virginia 51
sent prisoners to windsor 53
sent proclaiming the resolve 45
sent proposals of marriage 81
sent regularly on request 943
sent regularly to members 57
sent secretary of defense 176
sent telegrams of protest 277
sent telegrams of support 157
sent telegrams of sympathy 100
sent telegrams or letters 44
sent telegrams to general 83
sent telegrams to several 67
sent throughout the country 1714
sent throughout the network 57
sets criticism at defiance 61
sets described in chapter 148
sets discussed in chapter 124
sets standards of behavior 275
sets standards of conduct 294
sets standards of quality 170
sets standards to protect 45
sets throughout the country 208
shear viscosity of polymer 71
sheath surrounding the central 213
shew quickness of conceit 48
ship carpenter in holland 45
ship commanded by admiral 51
ship commanded by captain 2600
ship navigated by witches 88
ship purchased by himself 79
ship suspected of smuggling 45
shoes completed the costume 111
shoes completed the picture 70
shop decoration is removed 79
shop specializing in antique 105
shop throughout the country 155
shot primarily on location 42
shot shattered the silence 157
show knowledge of falsity 46
show localized or diffuse 111
show ourselves in society 103
show ourselves the faithful 65
show ownership or control 118
show precisely the reverse 48
show quickness of conceit 285
show sometimes the extreme 49
show themselves as capable 60
show themselves as enemies 99
show themselves as friends 72
show themselves at puberty 45
show themselves at variance 109
show themselves in advance 62
show themselves in behavior 61
show themselves in certain 117
show themselves in extreme 49
show themselves in general 204
show themselves in germany 58
show themselves in hastening 58
show themselves in language 146
show themselves in obscure 41
show themselves in relation 104
show themselves in several 238
show themselves in smaller 41
show themselves in stronger 48
show themselves in uniform 83
show themselves the enemies 109
show themselves the friends 183
show themselves to possess 123
show throughout the country 130
show virtually no increase 118
show virtually no relation 108
show virtually no variation 116
shut ourselves up against 48
shut ourselves up together 68
shut perfectly the offending 48
shut themselves up against 91
shut themselves up between 43
shut themselves up closely 50
shut themselves up indoors 58
shut themselves up together 687
sick destitute of everything 53
sick impotence of despair 140
sick relatives or friends 88
sick throughout the journey 79
side collected the headless 49
side commanded by heights 118
side consisted of private 43
side continued to advance 69
side indicates the position 66
side maintaining the majesty 47
side throughout the century 95
side throughout the contest 81
side throughout the country 178
side throughout the history 102
side throughout the journey 87
side validation is enabled 135
sign advantage in language 122
sign character of language 160
sign contracts to deliver 40
sign contracts to produce 41
sign convention is adopted 342
sign identical or similar 190
sign indicates an increase 505
sign indicates an inverse 108
sign indicates the absence 55
sign indicates the beginning 97
sign indicates the location 59
sign indicates the reverse 188
sign indicates the turnoff 48
sign signifies an increase 68
single advantage is derived 358
single advocates of federal 50
single alleviation of suffering 103
single attribute of freemen 48
single attribute or quality 44
single attribute or relation 86
single collection of material 61
single collection of stories 47
single commodity or service 209
single component is present 147
single component of fitness 47
single component of national 52
single conception of advancing 129
single conception of justice 125
single consonant is doubled 61
single definition of culture 116
single definition of quality 67
single definition of religion 100
single expression as follows 59
single expression of genuine 54
single expression of subdued 74
single expression of sympathy 257
single expression to confine 211
single flagellum is present 69
single frequency is applied 44
single frequency is present 71
single generation of freedom 48
single gentleman to himself 46
single guarantee of justice 45
single hypothesis to explain 106
single impression is enjoyed 59
single indicator of general 73
single indicator of national 49
