sagacity finds its reward 40
scimitar shall but little 89
scissors opening and shutting 54
scissors whose two blades 46
scornful backs and elbows 101
scornful laugh and tossed 84
scotched rather than killed 69
scraggly trees and bushes 41
scrambling place for office 46
scrolled lower jaw curled 83
scruples about his marrying 49
scruples about this matter 50
scruples which had arisen 43
scruples would not permit 230
scrutiny could not detect 175
scuttled jacob van tassel 49
sebaceous ducts and glands 65
secluded coves and beaches 108
secluded coves and inlets 44
secluded spots are reached 54
secluded world and modern 93
seclusion which has always 85
seclusion which its alleys 71
secreted about her person 333
secreted about his person 1524
secretion rates and plasma 57
secretly hoped and prayed 47
secretly hoped that something 125
secretly treating with william 46
secretly wrote one oration 42
secretly yearning and openly 51
sectarian views and feelings 63
sectional pride and passion 49
sectoral rather than spatial 96
securely bound and gagged 470
securely bound and placed 55
security above and beyond 73
security chain and opened 58
security either for person 55
security gains and losses 158
security given for ransom 59
security given you should 53
security guard and another 42
security guard and police 43
security guard sat behind 56
security guard was called 54
security guard was killed 162
security guard was posted 111
security guard was standing 179
security guard was watching 51
security guard who looked 65
security guard who worked 109
security makes him remind 44
security mingled with secret 45
security model for europe 53
security model that allows 72
security order for europe 67
security people are already 101
security rather than another 68
security rather than profit 154
security rather than simply 85
security risks and should 41
security risks for online 105
security round that church 44
security shall not affect 57
security shall not exceed 153
security taxes and income 178
security taxes are levied 229
security thinking and policy 111
security treaty was signed 204
security treaty with france 93
security treaty with taiwan 518
security treaty with united 54
security under this section 307
security which any person 60
security which had already 113
security which had marked 84
security which has always 46
security which has become 61
security which they afford 255
security which they needed 48
security which they sought 60
security which this training 109
security which was denied 86
security within and without 109
security would not permit 43
security would not suffer 57
sedative drugs and morbid 99
sediment after its initial 60
sediment input and output 103
sediment yield and runoff 225
seditious books and libels 92
seditious books and papers 72
seditious libel for printing 59
seditious words and actions 44
seditious words and rumors 158
segments rather than entire 93
segments which are almost 41
segments which are already 98
segments which are bolted 54
segments which are called 99
segments which are formed 74
segments which are joined 97
segments which are marked 62
segments which are united 102
segments whose end points 61
seizures after head injury 96
seizures after head trauma 93
seizures under this clause 185
selected anions and cations 95
selected audit and review 66
selected books and papers 60
selected cases and should 45
selected cases with severe 171
selected cation and thereby 61
selected cells and choose 142
selected cells are merged 55
selected files and choose 76
selected files are backed 188
selected files are copied 69
selected first and second 52
selected house and senate 134
selected input and output 238
selected items and choose 58
selected items are listed 89
selected major and medium 46
selected plant and animal 198
selected rather than another 515
selected rather than random 47
selected rules and tables 290
selected small and medium 236
selected stock has always 49
selected times and places 259
selected towns and cities 221
selected trees and shrubs 324
selected under this scheme 98
selected under this section 94
selected under this system 64
selected until you choose 76
selected until you select 98
selected users and groups 148
selected which are common 50
selected which are likely 91
selection below and answer 93
selection dialog box appears 108
selection method for kernel 51
selection rather than random 80
selection rather than through 86
selection rather than training 58
selection rules are broken 48
selection rules are called 49
selection rules are obeyed 170
selection rules for atomic 70
selection rules for choosing 64
selection rules for dipole 468
selection rules for various 65
selection rules that govern 159
selection rules then depend 59
selection tests and training 43
selection tools and methods 49
selfsame heaven that frowns 55
semantic rather than formal 277
semantic rather than purely 43
semantic roles and initial 163
semantic rules that assign 54
semantic rules that govern 82
senators shall not exceed 70
senators would not suffer 87
seniority lists and thereby 77
seniority under this system 47
sensation makes them always 63
sensation novel and thrilling 71
sensation rather than another 52
sensation rather than thought 269
sensation which has passed 43
sensation which that object 44
sensation which they caused 51
sensation which they excite 43
sensation which this abrupt 62
sensation which was caused 232
sensation which was created 150
sensible about this matter 58
sensible basis for choosing 69
sensible forms and images 51
sensible people are agreed 64
sensible signs and tokens 60
sensible soever each colony 154
sensible types and images 391
sensible world was created 60
sensible would each convey 73
sensuous souls are raised 52
sentence about being waited 111
sentence about each person 83
sentence aloud and listen 47
sentence below and decide 77
sentence chose fit vessel 86
sentence could get through 102
sentence could not exceed 57
sentence ended and another 76
sentence level and beyond 46
sentence rather than another 186
sentence rather than merely 43
sentence rather than simply 53
sentence really has something 55
sentence shall not affect 249
sentence shall not exceed 359
sentence shows how little 40
sentence speaks for itself 57
sentence under this section 242
sentence until she clearly 81
sentence until she writes 70
sentence which all nations 87
sentence which had already 150
sentence which had caused 44
sentence which had passed 50
sentence which has already 177
sentence which has become 284
sentence which has caused 47
sentence which has passed 40
sentence which they passed 75
sentence which was nowise 47
sentence which was passed 489
sentence which was spoken 56
sentence would mean something 56
sentence would not exceed 114
sentence would read better 68
sentence would read something 64
sentence would you impose 54
sentencing court may impose 129
sentencing judge had stated 127
sentencing judge may impose 103
sentencing judge who thought 147
sentinel drunk and asleep 51
sentries armed with rifles 60
separate action that counts 101
separate anode and cathode 384
separate black law school 177
separate cause and effect 2788
separate cells are formed 57
separate cells for sleeping 51
separate cells that opened 86
separate child and parent 48
separate claim for relief 76
separate clans and tribes 85
separate czech and german 266
separate czech and slovak 1202
separate dated and signed 89
separate debit and credit 153
separate facts and values 377
separate first and second 248
separate forms for singular 88
separate gains and losses 250
separate genus and called 42
separate group was formed 109
separate hindu and muslim 1024
separate house and garden 132
separate house and senate 559
separate human and divine 56
separate imaging and readout 55
separate ingress and egress 41
separate inlet and outlet 635
separate input and output 1199
separate issue and should 88
separate items are listed 59
separate large and little 88
separate league was signed 45
separate leaves are called 65
separate local and global 43
separate mother and infant 121
separate nation and should 41
separate nation for blacks 51
separate negro law school 128
separate norms for various 42
separate ovary and testis 148
separate parts and organs 100
separate parts are called 75
separate parts are joined 70
separate plant and animal 139
separate power and ground 179
separate power and without 45
separate price was agreed 57
separate races and nations 77
separate reason and emotion 111
separate reason why desire 43
separate rooms for ladies 40
separate rooms for sleeping 268
separate rooms for various 50
separate rules that govern 110
separate savings and checking 46
separate sheet and attach 455
separate sheet and placed 314
separate sheet and should 255
separate sitting and sleeping 202
separate solid and liquid 252
separate spain and france 49
separate state and church 194
separate state for blacks 99
separate state for negroes 49
separate state for tamils 76
separate state was created 45
separate syringe and needle 84
separate times and places 732
separate towns and cities 215
separate treaty was signed 106
separate treaty with austria 398
separate treaty with england 350
separate treaty with france 957
separate treaty with turkey 115
separate truce with france 50
separate under this impact 40
separate unions for negroes 52
separate units and groups 41
separate words and actions 151
separate yolks and whites 54
separating anode and cathode 97
separating cause and effect 338
separating facts and values 130
separating first and second 82
separating human and animal 41
separating input and output 52
separating mother and infant 214
separating solid and liquid 219
separating state and church 102
separating walls and floors 120
sequence learning and recall 76
sequence rather than another 131
sequence stars with fields 127
sequence stars with masses 165
sequence which both france 44
sequence which has already 64
sequence which has become 48
sequence which they should 50
serenade under her window 185
serenity about this little 77
seriously about doing something 69
seriously about her future 222
seriously about his future 650
seriously about our future 170
seriously about this matter 202
seriously asked her whether 41
seriously delay and impede 47
seriously doubt that anyone 285
seriously rather than simply 46
seriously uneasy with regard 53
seriously weaken and damage 40
serpents about her ankles 134
servants about her filled 47
servants about her person 57
servants about his person 47
servants armed with sticks 54
servants armed with swords 41
servants burst out laughing 48
servants could not afford 80
servants could not resist 41
servants lived and worked 129
servants loved and almost 47
servants rather than slaves 341
servants spread for dinner 68
servants under his charge 80
servants under his orders 44
servants until they reached 115
servants which are before 47
servants which they employ 40
servants while they waited 43
services above and beyond 1715
services after his return 41
services could and should 160
services could not afford 74
services could not always 81
services rather than active 53
services rather than actual 58
services rather than building 44
services rather than direct 113
services rather than income 171
services rather than merely 178
services rather than public 85
services rather than simply 487
services rather than through 197
services shall not exceed 274
services shall not result 49
services twice each sunday 62
services under this section 488
services until his twenty 135
services until that margin 47
services which are almost 88
services which are already 397
services which are always 64
services which are becoming 92
services which are better 182
services which are beyond 479
services which are bought 264
services which are called 152
services which are clearly 125
services which are common 180
services which are crucial 43
services which are deemed 169
services which are denied 79
services which are exempt 97
services which are freely 59
services which are funded 62
services which are highly 473
services which are likely 275
services which are linked 51
services which are listed 82
services which are mainly 129
services which are merely 50
services which are mostly 52
services which are needed 1026
services which are neither 174
services which are placed 56
services which are public 50
services which are purely 78
services which are readily 172
services which are scarce 67
services which are shared 41
services which are thought 51
services which are traded 135
services which are treated 55
services which are unique 88
services which are useful 251
services which are valued 121
services which are wanted 56
services which are wholly 56
services which are widely 73
services which can assist 95
services which can hardly 52
services which for various 46
services which had already 100
services which had always 133
services which had become 102
services which has become 41
services which his brother 55
services which his family 86
services which his writings 45
services which may become 53
services which may result 61
services which men belonging 77
services which men render 70
services which one dollar 86
services which one person 50
services which that person 60
services which they already 44
services which they demand 51
services which they desire 121
services which they expect 96
services which they needed 101
services which they regard 42
services which they render 4371
services which they should 122
services which they supply 102
services which they thought 55
services which you render 200
services within and across 128
services within and beyond 73
services within and without 158
services would not affect 42
services would not impose 52
services would not result 54
services would then become 53
services would you expect 242
settlers bound for oregon 107
settlers built log cabins 122
settlers could not afford 349
settlers could not always 50
settlers could not obtain 68
settlers lived and worked 110
settlers spread out across 40
settlers within its limits 62
settlers would not accept 61
severely beaten and driven 82
severely beaten and forced 77
severely beaten and kicked 119
severely beaten and robbed 112
severely beaten for faults 41
severely beaten with sticks 152
severely plain and simple 42
severely taxed his strength 103
severely tried and tested 81
severity until they become 51
severity which had indeed 84
severity which had marked 57
severity which she always 54
severity which that gospel 49
severity which they before 73
sexually abusing his sister 98
sexually aware and active 50
shackled hands and charge 141
shackled slave may murmur 87
shadowed crags and roseate 91
shambled rather than walked 134
shameful deeds and crimes 45
sheltering under her mantle 44
sheltering women and cattle 47
shepherd bands that roamed 75
shepherd calls his flocks 45
shepherd folds his flocks 105
shepherd knows not thunder 84
shepherd stops his simple 50
shepherd tending his flocks 244
shepherd tends his fleecy 141
shepherd tends his flocks 81
shepherd would not desert 46
shimmering blues and greens 122
shimmering silks and satins 119
shipment shall not exceed 80
shivered again and looked 53
shivered again and pulled 78
shivered again and turned 68
shivered masts and ragged 44
shortening rather than stopping 42
shortest route and without 49
shortest route lay through 54
shortest route that visits 44
shortest route was through 44
shoulder above his shield 41
shoulder again and smiled 40
shoulder again and walked 48
shoulder blade and collar 110
shoulder blade being pulled 42
shoulder blade being pushed 47
shoulder blade was broken 103
shoulder level with elbows 55
shoulder sharp and caught 42
shoulder steel and sounding 103
shoulder strap for carrying 91
shoulder under his armpit 155
shoulder until they reached 44
shoulder waiting for robert 74
shoulder while she talked 46
shoulder while she worked 51
showered darts and arrows 178
shrapnel falling all around 118
shrieked aloud with terror 122
shrugged again and looked 196
shrugged again and smiled 112
shrugged again and turned 146
shrugged again and walked 72
shuddering charm that moment 47
shuffled rather than walked 217
shutters where they worked 45
shutters which are closed 120
sickness broke out amongst 168
sickness could not quench 57
sickness nausea and vomiting 149
sickness pills for vomiting 41
sickness which had broken 153
sickness which had fallen 46
sickness which had seized 107
sickness which has broken 45
sickness which was caused 41
sidewalk until they reached 49
sideways rather than upward 97
signally avenge his murder 69
silently borne with wonted 46
silently creating and adorning 63
silently opening and shutting 63
silently undoing and weakening 66
silently until they become 44
silently until they reached 216
silently waiting and watching 135
silently waiting for orders 43
silently waiting for something 80
silently waiting his return 48
silicate growth and uptake 155
silkworm spins its cocoon 85
silliest woman can always 56
silliest woman can manage 145
silvered paper and bamboo 71
simmered rather than boiled 108
simplest hunting and gathering 121
simplest method for measuring 243
simplest method for reducing 46
simplest method for removing 78
simplest method for studying 47
simplest model for studying 44
simplest style and manner 57
simplify input and output 57
simulating sleep for reasons 78
singularly acute and cogent 46
singularly black and cloudy 44
singularly close and tender 85
singularly grand and imposing 137
singularly happy and serene 54
singularly happy and tender 91
singularly lofty and devout 116
singularly noble and solemn 107
singularly plain and simple 41
singularly quiet and solemn 41
singularly soothing and placid 108
singularly sweet and amiable 95
singularly sweet and gentle 114
singularly sweet and solemn 70
singularly sweet and touching 53
singularly vivid and recent 40
singularly white but blushing 42
sinister gales that fasten 47
sinister which can happen 111
situated about six leagues 171
situated about ten leagues 134
situated about two inches 284
situated about two leagues 398
situated above and behind 1426
situated above and beyond 73
situated above each kidney 118
situated above one another 125
situated below and behind 823
situated beneath and behind 49
situated lower than normal 56
situated where now stands 104
situated within and around 99
situated within and without 118
situated within easy access 149
situated within its limits 824
situated within ten leagues 42
situated within that county 63
situated within this circle 79
situated within this larger 79
situated within this parish 112
situated within two inches 46
situation about his person 99
situation above and beyond 43
situation after his return 133
situation after than before 49
situation alone that merits 56
situation arose with regard 173
situation calling for prompt 46
situation calls for another 62
situation calls for caution 60
situation calls for further 252
situation calls for greater 125
situation calls for prompt 127
situation calls for serious 109
situation calls for something 182
situation calls for special 146
situation calls for urgent 208
situation comes out clearly 56
situation could and should 86
situation could not afford 46
situation could not become 53
situation could not endure 289
situation could not escape 40
situation could not happen 73
situation could not remain 251
situation could not resist 40
situation getting any better 91
situation gives you greater 46
situation holds with regard 129
situation might not always 52
situation rather than allowing 57
situation rather than another 555
situation rather than avoiding 43
situation rather than focusing 84
situation rather than merely 260
situation rather than simply 659
situation rather than something 50
situation rather than through 149
situation spain has placed 115
situation speaks for itself 486
situation spoke for itself 270
situation stand out clearly 40
situation today has become 43
situation today has changed 165
situation today with regard 81
situation until his return 48
situation until they become 62
situation where all agents 42
situation where any number 41
situation where any person 63
situation where both groups 45
situation where each member 121
situation where each person 167
situation where each player 88
situation where not enough 47
situation where one factor 45
situation where one member 129
situation where one parent 143
situation where one person 1317
situation where one player 82
situation where one should 55
situation where one spouse 251
situation where one wishes 167
situation where one worker 44
situation where she needed 77
situation where she should 44
situation where that person 62
situation where they became 48
situation where they become 111
situation where they needed 157
situation where they should 126
situation where they thought 85
situation where they wanted 69
situation where this arises 140
situation where this occurs 202
situation where two groups 103
situation where two sample 65
situation where two states 45
situation where you become 46
situation where you expect 57
situation where you learned 50
situation where you needed 147
situation where you should 219
situation where you simply 83
situation where you thought 192
situation where you wanted 114
situation which are beyond 61
situation which are likely 136
situation which can become 42
situation which can enable 51
situation which can hardly 140
situation which can result 166
situation which does little 45
situation which goes beyond 85
situation which had already 619
situation which had always 76
situation which had arisen 8406
situation which had become 1230
situation which had called 77
situation which had caused 223
situation which had changed 141
situation which had created 52
situation which had forced 131
situation which had lasted 77
situation which had proved 78
situation which had seemed 142
situation which has already 586
situation which has always 166
situation which has arisen 9063
situation which has become 955
situation which has called 123
situation which has caused 591
situation which has changed 243
situation which has created 192
situation which has evoked 59
situation which has forced 113
situation which has greatly 40
situation which has lasted 64
situation which has little 113
situation which has passed 41
situation which has proved 87
situation which has reached 51
situation which his english 201
situation which lay behind 65
situation which may affect 159
situation which may become 133
situation which may enable 53
situation which may itself 46
situation which may render 48
situation which may result 304
situation which may threaten 58
situation which now exists 533
situation which she thought 60
situation which then arises 50
situation which they occupy 271
situation which they regard 58
situation which they sought 48
situation which they thought 51
situation which this record 81
situation which was almost 170
situation which was already 1696
situation which was always 106
situation which was becoming 505
situation which was before 63
situation which was beyond 185
situation which was caused 84
situation which was clearly 143
situation which was common 79
situation which was created 624
situation which was emerging 48
situation which was fairly 41
situation which was forced 46
situation which was further 276
situation which was hardly 70
situation which was highly 149
situation which was itself 71
situation which was likely 516
situation which was marked 41
situation which was neither 172
situation which was partly 42
situation which was slowly 45
situation which was thought 68
situation which was unique 72
situation which was without 40
situation within and around 43
situation within and without 181
situation worse than before 841
situation would get better 333
situation would not affect 78
situation would not always 52
situation would not become 148
situation would not differ 137
situation would not happen 95
situation would not likely 40
situation would not permit 601
situation would not remain 89
situation would not result 44
situation would then become 111
situation would you expect 61
situation would you prefer 72
sixteenth notes are played 135
skeletal growth and sexual 60
skeleton hands being placed 106
sketches rather than novels 43
sketches which are hereto 40
skinless faces and bodies 55
slightly above and behind 1126
slightly above and beyond 147
slightly above head height 75
slightly above its center 61
slightly above its initial 45
slightly above its normal 130
slightly above one million 46
slightly above that figure 112
slightly above this figure 136
slightly after each stroke 54
slightly apart and pointing 45
slightly beaten egg whites 211
slightly below and behind 422
slightly below its center 98
slightly below its freezing 63
slightly below its normal 96
slightly below that figure 128
slightly below this figure 147
slightly beneath her weight 50
slightly beneath his weight 80
slightly built and looked 44
slightly harsh yet mellow 48
slightly later than normal 74
slightly longer and heavier 551
slightly longer and larger 102
slightly longer and thicker 183
slightly longer and thinner 183
slightly longer than before 166
slightly longer than dorsal 169
slightly longer than height 79
slightly longer than middle 51
slightly longer than needed 113
slightly longer than normal 550
slightly longer than second 433
slightly longer than twenty 64
slightly lower and farther 82
slightly lower and higher 137
slightly lower mean scores 67
slightly lower mean values 41
slightly lower than actual 78
slightly lower than before 726
slightly lower than market 89
slightly lower than normal 1499
slightly lower than values 119
slightly lower than whites 49
slightly older age groups 58
slightly older and better 173
slightly older and taller 56
slightly older than myself 305
slightly paler than before 48
slightly paler than normal 162
slightly proud and exacting 233
slightly raising and lowering 77
slightly rough and uneven 42
slightly tipsy man laughs 41
slightly under her weight 113
slightly under his weight 309
slightly under its weight 90
slightly under one million 136
slightly under that figure 40
slightly under this figure 43
slightly under two million 92
slightly weaker than before 45
slightly weaker than normal 57
slightly wider and deeper 160
slightly wider and higher 85
slightly wider and taller 67
slightly wider and thicker 76
slightly wider than before 41
slightly wider than normal 285
slightly worse than before 243
slightly worse than normal 43
slippers lined with purple 43
slippers which his nimble 50
slippers while she looked 69
slippery rocks and through 82
slippery slope that begins 54
slippery slope with france 66
slippery trick you played 61
slippery walls and houses 77
slowness which long caution 41
sluggard gloom and sullen 52
sluggish sense and thought 56
sluggish snail can ascend 91
sluggish water she seemed 62
slumbers light she sleeps 94
slumbers short and broken 61
slumbers waked with strife 120
smallest mouse that creeps 63
smallest reason for doubting 46
smallest reason why lancet 44
smallest sheep and native 53
smallest veins are called 80
smallpox broke out amongst 255
smallpox virus but harder 112
smothered sound that sleeps 53
snuggled under her covers 181
socialism could and should 84
socialism which had become 48
socialism which has already 48
socialism which has become 96
socialist ethics and equity 271
socialist goals and values 137
socialist ideals and values 62
socialist leader and former 71
socialist leader and writer 45
socialist party was formed 148
socialist power with modern 82
socialist state has become 43
socialist state with modern 132
societal goals and values 561
societal mores and values 56
societal needs and values 334
societal norms and values 4179
societal norms that govern 42
societal rules and values 55
sociology could and should 120
sociology rather than theology 116
softened voice and manner 40
softness mingled with savage 45
software could not handle 51
software gives you access 49
software helps you design 54
software helps you manage 42
software suite that offers 48
software tools and methods 162
software tools and training 155
software tools are becoming 54
software tools are needed 171
software tools for building 252
software tools for design 62
software tools for managing 96
software tools that allows 56
software tools that assist 86
software tools that enable 259
software tools that permit 48
software walks you through 55
software which can handle 46
software which has become 43
soldiering makes few saints 75
soldiers armed with battle 202
soldiers armed with lances 171
soldiers armed with loaded 158
soldiers armed with modern 104
soldiers armed with rifles 1435
soldiers armed with sticks 125
soldiers armed with swords 405
soldiers armed with weapons 59
soldiers asked one another 51
soldiers black with powder 41
soldiers burst out laughing 172
soldiers could not afford 133
soldiers could not always 108
soldiers could not defend 45
soldiers could not endure 117
soldiers could not escape 60
soldiers could not expect 44
soldiers could not follow 218
soldiers could not forbear 87
soldiers could not forget 59
soldiers could not obtain 85
soldiers could not pursue 62
soldiers could not resist 256
soldiers could not return 49
soldiers every day became 40
soldiers faced one another 57
soldiers fired and killed 132
soldiers flowing and receding 52
soldiers found you engaged 91
soldiers lived and fought 99
soldiers lived and worked 62
soldiers quiet and united 42
soldiers raped and killed 43
soldiers rather than thieves 43
soldiers stood with rifles 44
soldiers strut and stride 67
soldiers under his banner 59
soldiers under his charge 142
soldiers under his direct 84
soldiers under his orders 539
soldiers unfit for battle 50
soldiers until they reached 86
soldiers waiting for orders 88
soldiers which each should 95
soldiers which had served 40
soldiers would not accept 89
soldiers would not attack 61
soldiers would not enlist 41
soldiers would not follow 253
soldiers would not listen 165
soldiers would not notice 114
soldiers would not permit 180
soldiers would not remain 61
soldiers would not resist 53
soldiers would not return 90
soldiers would not suffer 129
solemnly asked his pardon 49
solemnly engage and pledge 84
solemnly taken and agreed 41
solemnly warns his readers 100
solicits votes for repealing 50
solitary guest had something 44
solitary hills low breathings 462
solitary human being standing 41
solitary minds are always 91
solitary place and prayed 103
solitary place for prayer 108
solitary queen had something 57
solitary roads and desert 71
solitary strip big enough 48
solitary tower was peopled 41
solitary tract and dorsal 186
solitary trees and bushes 42
solitary voice was raised 157
solitary walks and silent 330
solitary within its circle 40
solitude above her proper 54
solitude round his estate 157
solitude which has become 51
solutions looking for issues 460
solutions rather than dwelling 54
solutions rather than focusing 49
solutions rather than merely 125
solutions rather than simply 373
solutions which are almost 98
solutions which are already 61
solutions which are better 274
solutions which are beyond 46
solutions which are called 60
solutions which are clearly 49
solutions which are finite 91
solutions which are formed 103
solutions which are highly 117
solutions which are likely 122
solutions which are needed 54
solutions which are neither 40
solutions which are reached 64
solutions which are readily 59
solutions which are simple 43
solutions which are stable 164
solutions which are unique 41
solutions which are useful 73
solutions which had already 47
solutions which had become 44
solutions would you expect 47
solvents which then vanish 61
sombrero which all native 48
somebody asked her whether 54
somebody asked him whether 134
somebody calling our talker 48
somebody comes and stares 72
somebody could get killed 92
somebody gives them something 53
somebody gives you something 131
somebody looking for something 44
somebody might get killed 96
somebody might say something 84
somebody rather than nobody 74
somebody tells you something 244
somebody within had opened 102
somebody would get killed 166
somebody would say something 483
sometime after her return 51
sometime after his release 70
sometime after his return 387
sometime after its initial 55
somewhat above and behind 192
somewhat above and beyond 97
somewhat above her station 107
somewhat above his girdle 56
somewhat above his station 83
somewhat above its normal 54
somewhat above this figure 71
somewhat acrid and bitter 59
somewhat after that manner 62
somewhat after this fashion 2810
somewhat after this manner 901
somewhat apart and appearing 72
somewhat below its normal 61
somewhat below that figure 82
somewhat below this figure 387
somewhat bored and clever 47
somewhat change its aspect 65
somewhat crude and clumsy 42
somewhat crude and simple 91
somewhat drier and cooler 60
somewhat drier and warmer 68
somewhat drier than normal 46
somewhat easier and faster 47
somewhat easier than before 148
somewhat faded and gloomy 84
somewhat finer and cleaner 76
somewhat grand and solemn 40
somewhat grave and serious 46
somewhat grave and silent 47
somewhat hairy and sinewy 51
somewhat harsh and coarse 87
somewhat harsh and severe 70
somewhat later than france 48
somewhat later than normal 70
somewhat lengthy and tedious 110
somewhat longer and deeper 48
somewhat longer and heavier 129
somewhat longer and larger 82
somewhat longer and thicker 267
somewhat longer and thinner 157
somewhat longer than before 172
somewhat longer than common 49
somewhat longer than normal 235
somewhat loose and rambling 123
somewhat lower and higher 101
somewhat lower for higher 77
somewhat lower than actual 97
somewhat lower than before 801
somewhat lower than earlier 109
somewhat lower than market 97
somewhat lower than normal 788
somewhat lower than values 100
somewhat lower than whites 49
somewhat mixed with regard 47
somewhat moved and shaken 49
somewhat naive and simple 42
somewhat older age groups 53
somewhat older and better 238
somewhat older and larger 73
somewhat older than myself 701
somewhat paler and thinner 142
somewhat paler than before 68
somewhat paler than normal 107
somewhat rigid and formal 41
somewhat rigid and narrow 99
somewhat rigid and severe 44
somewhat rigid new england 83
somewhat rocky and broken 42
somewhat rough and broken 53
somewhat rough and coarse 84
somewhat rough and uncouth 105
somewhat rough and uneven 139
somewhat shone and showed 54
somewhat sorry for myself 46
somewhat steep and narrow 124
somewhat stern and gloomy 73
somewhat stern and severe 74
somewhat stiff and angular 77
somewhat stiff and formal 692
somewhat stiff and wooden 63
somewhat stout and coarse 95
somewhat tense and anxious 69
somewhat timid and narrow 106
somewhat under six inches 354
somewhat vague and shifting 54
somewhat vague and unclear 41
somewhat vague with regard 52
somewhat weaker than before 178
somewhat weaker than normal 56
somewhat which was thought 63
somewhat wider and deeper 239
somewhat wider and higher 46
somewhat wider and thicker 49
somewhat wider than normal 94
somewhat wiser and better 54
somewhat worse than before 121
sonorous metal lay silent 54
sonorous voice ringing across 110
sonorous voice that seemed 45
sophists would not ascend 51
soulless cunning and energy 64
soundest views may differ 136
southward until they reached 801
southwest until they reached 119
southwest winds that seemed 40
souvenir shops and stalls 50
spaniels barking and frisking 60
sparkled under her thought 91
sparrows awoke with trills 46
specially bound and signed 63
specially built and fitted 132
specially built for carrying 58
specially posed for fashion 42
specially suits our middle 106
specially taken and framed 51
specially under our notice 62
specialty shops and stores 59
specific about its nature 42
specific about this matter 64
specific about who should 56
specific action that occurs 66
specific action that should 114
specific action with regard 89
specific assay for factor 92
specific asset and should 40
specific asset may differ 42
specific bones and joints 139
specific books and authors 126
specific buyer and seller 40
specific cases and issues 242
specific cases but toward 50
specific cause and effect 613
specific cells and organs 47
specific child and family 327
specific claim for relief 48
specific class and gender 164
specific color one minute 182
specific daily and weekly 51
specific dates and events 183
specific dates and places 449
specific dates for events 50
specific drugs are listed 49
specific event that caused 79
specific event that causes 55
specific event that occurs 71
specific evils and thereby 44
specific facts and events 210
specific facts and issues 90
specific facts and reasons 72
specific facts and skills 293
specific facts and theories 45
specific facts are needed 52
specific foods and drinks 95
specific force and angular 165
specific forms and genres 60
specific forms and levels 67
specific forms and methods 203
specific forms and shapes 62
specific forms and styles 73
specific gains and losses 154
specific games and sports 46
specific gases and vapors 103
specific genes are turned 113
specific genes that affect 67
specific genes that confer 56
specific genes that encode 94
specific goals and actions 144
specific goals and methods 209
specific goals and values 114
specific goals for future 93
specific goals for reducing 73
specific goals for therapy 74
specific goals that relate 46
specific goals that should 41
specific goals with regard 44
specific herbs and spices 120
specific hours that should 56
specific human and animal 46
specific hunger for sodium 185
specific input and output 672
specific issue that arises 51
specific issue was raised 57
specific issue was whether 303
specific items and expand 95
specific items are listed 111
specific items that should 232
specific kinds and levels 51
specific learning and memory 84
specific legal and ethical 113
specific legal and policy 72
specific local and global 40
specific makes and models 474
specific meanings and values 346
specific metes and bounds 62
