saddest part about this 77
savages acting under his 40
savages even would not 55
savages have drunk with 59
savages told jones that 44
savages went round and 105
savages were armed with 227
savages were aware that 43
savages were beaten off 75
sawyers were thrown out 47
scalene node biopsy was 57
scanned their faces and 160
scanned their faces for 133
scanned their faces one 73
scanned their faces with 57
scarify their names for 54
scarlet beast which was 235
scarlet cloth edged with 69
scarlet cloth fringed with 59
scarlet cloth lined with 221
scarlet cloth round her 54
scarlet coat faced with 53
scarlet coat laced with 168
scarlet coat lined with 46
scarlet robe lined with 76
scarlet sash about his 85
scarlet sash round his 82
scarlet silk shirt and 55
scarlet thread which she 44
scarlet wool about its 61
scatter blue light and 89
scatter less light than 47
scatter more light and 103
scatter more light than 326
scatter plot shows that 347
scatter their ashes with 63
scatter their seeds and 52
scatter their seeds far 46
scatter their votes that 73
scatter three times that 179
scenery amid which his 41
scenery amid which she 42
scenery amid which they 196
scenery among which they 79
scenery from growing too 69
scenery more pleasing than 72
schemes also cover you 65
schemes also exist for 43
schemes even though they 56
schemes from which they 142
schemes from which you 105
schemes have shown that 344
schemes into which they 179
schemes were afoot for 78
schemes were still being 48
schemes were tried and 80
schemes were tried for 68
schemes were tried out 285
schemes were under way 161
schemes will endear his 44
scholar best known for 233
scholar best knows why 40
scholar must shape his 65
scholar only knows how 264
scholar soon found that 55
scholar well known for 137
scholar will admit that 118
scholar will agree that 40
scholar will agree with 93
scholar will carry its 48
schooling even though they 124
schools also agree that 56
schools also exist for 44
schools came under this 45
schools during world war 259
schools even after they 44
schools even though they 444
schools from grade one 83
schools from state and 90
schools from where they 59
schools from which all 124
schools from which his 67
schools from which its 83
schools from which one 45
schools from which our 138
schools from which she 60
schools from which they 2430
schools from which this 48
schools from which you 131
schools have asked for 74
schools have begun using 45
schools have fewer than 343
schools have found that 2322
schools have found this 99
schools have given them 145
schools have given way 57
schools have grown and 76
schools have grown out 92
schools have grown with 44
schools have never had 159
schools have never yet 44
schools have noted that 97
schools have often had 60
schools have opted for 149
schools have opted out 129
schools have rules that 112
schools have shown that 1088
schools have still not 45
schools have taken this 119
schools have tried out 41
schools having fewer than 227
schools into junior and 62
schools into which they 177
schools like rugby and 45
schools make tough law 56
schools more easily than 47
schools more money than 40
schools more often than 397
schools must agree not 104
schools must apply for 42
schools must begin with 123
schools must prove that 49
schools must start with 43
schools must train for 43
schools only about one 44
schools only after they 51
schools over which they 336
schools soon after they 43
schools their atoms and 103
schools were added and 45
schools were aided and 44
schools were anything but 85
schools were asked for 85
schools were asked how 52
schools were aware that 135
schools were begun and 73
schools were built all 49
schools were built and 1501
schools were built for 554
schools were built with 386
schools were closing and 60
schools were closing for 48
schools were crude and 50
schools were equal with 42
schools were faced with 464
schools were failing and 42
schools were first being 46
schools were first set 234
schools were known for 75
schools were large and 84
schools were looking for 128
schools were lower than 119
schools were named for 169
schools were nearly all 385
schools were noted for 75
schools were often not 107
schools were often run 108
schools were older than 50
schools were owned and 132
schools were really doing 45
schools were singled out 124
schools were small and 477
schools were still being 195
schools were still far 65
schools were still few 67
schools were still not 157
schools were still run 41
schools were still too 50
schools were still using 87
schools were taken for 43
schools were taken out 159
schools were turning out 515
schools were under his 56
schools were under way 45
schools were waiting for 42
schools were wiped out 87
schools were working with 51
schools were worse than 102
schools will agree that 41
schools will allow you 178
schools will reveal that 53
schools young people are 70
science also shows that 118
science come alive for 70
science during world war 304
science even though its 41
science even though they 136
science ever since its 44
science from ethics and 50
science from which all 154
science from which that 102
science from which they 288
science have built man 65
science have found that 175
science have given him 41
science have grown out 47
science have noted that 171
science have shown how 91
science have shown that 1072
science less exact than 44
science like women and 48
science more fully than 44
science more often than 153
science must admit that 224
science must begin with 516
science must claim his 59
science must start with 225
science upon which all 98
science upon which his 60
science upon which our 45
science upon which they 198
science upon which this 59
science were still being 49
science what bacon and 66
science when faced with 75
science will admit that 308
science will agree with 76
science will begin with 46
science will prove that 91
science will reveal that 127
science will solve all 124
science will solve our 83
scoldings from mammy for 46
scooped some water out 147
scorching their faces with 68
scorpion type which they 50
scourge from which they 53
scraggy mule beaten all 74
scraped into shape with 65
scrapes into which his 73
scrapes into which our 65
scrapes into which they 58
scrapes into which this 88
scrapes into which you 147
scrapings from anything that 44
scrapings from under her 60
scrapings from under his 51
scratch more easily than 228
scratch their backs and 219
scratch their backs with 88
scratch their faces and 119
scratch their faces with 81
scratch their sides and 54
scratch your shins and 91
screamed like anything and 47
screamed like crazy men 72
screamed like hawks and 83
screening during world war 42
screening test rather than 157
screening test which can 150
screens came alive with 56
screens from which you 41
screens went blank and 43
screens were alive with 57
screens were found and 101
screwed down tight and 140
screwed into place and 285
screwed into place with 349
scribes were looking for 204
scribes were seeking how 255
scripts from which they 53
scrolling down until you 48
scrolls from which they 52
scrolls were taken out 55
scrotum into right and 43
scrubbing sewing mending hoeing 121
scrubbing their hands and 109
scuffling were still going 41
seaports from which they 54
seaports were alive with 64
searched many times for 43
searched more often than 50
searched once again for 72
searched their faces and 134
searched their faces for 623
searched their faces with 60
searched their files and 96
searched their files for 121
searched their hearts and 169
searched their hearts for 61
searched their hearts with 88
searched their homes and 70
searched their homes for 74
searched their house and 49
searched their minds and 64
searched their minds for 188
searched their souls and 86
searched their souls for 87
searched when looking for 54
searched your house and 53
searches have shown that 151
searches were under way 45
searches when looking for 64
seasonal farm labor and 42
seasonal snow cover and 94
seasonal wage labor and 64
seasoned limb which can 56
seawater from which they 54
seaweeds among which they 155
seceded from russia and 67
seceded from spain and 56
seclude their wives and 70
seclude their women and 58
seconds during which his 51
seconds during which one 87
seconds during which she 119
seconds during which they 76
seconds during which you 60
seconds were given for 49
seconds were running out 91
seconds were ticking off 93
secrecy during world war 70
secrecy more easily than 43
secrete more fluid than 48
secrets during world war 53
secrets from people who 48
secrets have leaked out 150
secrets left within his 59
secrets over which she 49
sections even though they 61
sections from which they 484
sections from which you 64
sections have given you 56
sections have shown how 1217
sections have shown that 4520
sections into which each 171
sections into which his 63
sections into which its 42
sections into which our 55
sections into which that 115
sections into which they 406
sections into which this 613
sections more often than 58
sections over which they 48
sections these cells are 60
sections these tubes may 44
sections were added and 79
sections were added for 57
sections were built and 47
sections were drawn and 42
sections were drawn with 47
sections were dried and 48
sections were fixed and 52
sections were fixed for 94
sections were fixed with 166
sections were taken and 152
sections were taken for 184
sections were taken out 109
sections were taken with 103
sections will argue that 56
sections will begin with 55
sections will cover each 49
sections will guide you 114
sections will point out 55
sections will reveal that 144
sectors from which they 335
sectors have shown that 97
sectors into which they 48
sectors like banking and 116
sectors like clothing and 54
sectors like power and 90
sectors like steel and 178
sectors like trade and 63
secular love poetry and 54
secular want could they 59
secured from falling out 142
secured from people who 62
secured from state and 60
secured into place with 121
secured less votes than 40
secured more easily and 94
secured more easily than 82
secured more funds for 40
secured more votes than 303
secured only after long 92
secured their first and 56
secured their first job 65
secured their lives and 85
secured their loans with 48
secured their votes for 65
secured their wives and 459
sedition during world war 161
seduced into cutting them 106
seduced into thinking that 2296
seduced into thinking they 68
seduced their wives and 49
seedlings from damping off 56
seedlings have shown that 173
seedlings soon after they 45
seedlings were grown and 112
seedlings were grown for 440
seedlings were grown with 105
seedlings were taken out 68
seekers were looking for 73
seemingly clear words they 43
seemingly lost touch with 44
seemingly much older than 45
segment from which they 267
segment into which they 43
segment much longer than 492
segment very large and 118
segment very short and 178
segment very small and 113
seismic body waves and 54
seismic data shows that 134
seizure made under this 161
selecting from menus and 43
selecting menu items and 62
selecting menu items with 44
selecting such agent for 62
selecting test cases for 46
selecting test items and 50
selecting test items that 106
selecting these rather than 43
selecting those cases that 90
selecting those facts that 40
selecting those items that 338
selecting those people who 96
selecting those which are 937
selecting those which can 43
selecting those which had 50
selecting those which may 59
selecting young people for 65
selecting your topic and 45
selects those items that 115
selects those which are 405
selects what suits him 115
selfish ends rather than 168
selfish gain rather than 48
selfish rich people who 41
selfish young woman who 53
sellers came round and 113
sellers have found that 52
sellers were liable for 91
sellers will allow you 42
sellers will cause them 55
sellers will offer for 141
seminal work which has 57
seminar from which this 223
semiotic into which all 189
senator from georgia and 154
senator from georgia had 47
senator from georgia has 101
senator from georgia was 90
senator from georgia who 86
senator from idaho and 58
senator from idaho who 49
senator from maine and 205
senator from maine had 84
senator from maine has 65
senator from maine was 87
senator from maine who 74
senator from texas and 174
senator from texas had 50
senator from texas was 77
senator from texas who 116
senator from wyoming and 49
sensory areas which are 71
sensory cues which are 45
sensory data rather than 49
sensory data which are 133
sensory hair cells and 421
sensory hair cells are 227
sensory hair cells that 239
sensory loss rather than 42
sensual love would not 44
sensual male seeking his 45
sensual young woman who 42
serfdom from above than 716
serfdom from which they 177
sergeant came looking for 46
sergeant came running out 139
sergeant during world war 184
sermons three hours long 709
sermons were laced with 40
sermons were noted for 64
sermons were plain and 157
sermons were short and 106
sermons were solid and 51
servant came again and 55
servant came round with 54
servant came running out 230
servant came running with 103
servant girl could not 57
servant less hated than 43
servant must carry out 85
servant told isaac all 390
servers from which they 65
servers from which you 113
servers will allow you 61
service also shows that 41
service areas rather than 59
service areas where they 112
service areas which are 298
service book which was 44
service debt rather than 88
service during civil war 163
service during which his 65
service during which she 65
service during which they 165
service during world war 21698
service even after his 43
service even after they 58
service even though its 133
service even though she 63
service even though they 1122
service even though this 63
service ever since her 50
service ever since his 49
service ever since its 49
service ever since she 133
service food store with 135
service from every man 42
service from every one 80
service from others and 88
service from people who 133
service from which all 107
service from which one 53
service from which she 54
service from which they 1262
service from which you 133
service from world war 43
service have found that 89
service have shown that 164
service into which she 46
service into which they 811
service into which you 141
service jobs rather than 209
service jobs which are 104
service last night and 98
service life cycle and 185
service life longer than 71
service more easily than 123
service more fully than 46
service more often than 273
service much above that 100
service much longer than 166
service must begin with 80
service once since his 113
service only after they 59
service over which they 236
service role rather than 83
service some miles off 59
service some months ago 93
service soon after his 122
service their debts and 746
service their father had 88
service their lives and 60
service their loans and 80
service their needs and 166
service there would not 48
service took place and 64
service took place with 61
service upon which all 43
service upon which she 101
service upon which they 661
service upon which you 210
service user rather than 66
service were fixed for 49
service when faced with 89
service when world war 157
service will allow you 151
service will begin with 67
service will carry out 46
service will close with 52
service will count for 152
service work rather than 163
servicing their debts and 77
sessile drop method and 43
sessile drop method for 49
sessile drop method was 44
sessions during which all 43
sessions during which each 65
sessions during which she 150
sessions during which they 578
sessions during which you 62
sessions even though they 76
sessions have shown that 99
sessions more often than 58
sessions once every two 81
sessions take place with 49
sessions three times per 138
sessions took place and 67
sessions took place for 54
sessions took place with 95
sessions were brief and 71
sessions were coded for 63
sessions were given for 50
sessions were longer and 51
sessions were longer than 50
sessions were short and 133
sessions were spent with 138
sessions were spread out 44
sessions were taped and 183
sessions were under way 75
sessions will allow you 60
sessions will begin with 47
sessions will prove one 46
setback during world war 137
setback from which they 202
settled among people who 56
settled areas rather than 67
settled areas where they 136
settled areas which are 49
settled back again and 315
settled back again with 95
settled deep within her 178
settled down about him 75
settled down about them 46
settled down after all 61
settled down after being 47
settled down after her 82
settled down after his 277
settled down after its 137
settled down after our 62
settled down after that 433
settled down after this 109
settled down again and 979
settled down again but 40
settled down again for 310
settled down again with 413
settled down since then 85
settled down under her 68
settled down under his 147
settled down under its 162
settled down where they 221
settled down within its 49
settled here after being 53
settled here after his 64
settled into place and 275
settled into place for 42
settled into place with 92
settled into words and 44
settled land shall not 146
settled more acres than 97
settled more easily and 56
settled more easily than 86
settled much later than 183
settled only after all 109
settled only after long 66
settled soon after his 86
settled their debts and 49
settled their debts with 67
settled their music for 58
settled their plans for 60
settled their score with 92
settled there after being 84
settled there after her 46
settled there after his 114
settled there after they 76
settled there first and 42
settled there rather than 118
settled there under his 41
settled there would not 61
settled till after his 51
settled upon trust for 193
settled upon wicks and 49
settled warm weather has 86
settled your score with 84
settles down again and 92
settles down again with 114
settles into place and 53
seventy days after his 74
seventy days after they 135
seventy feet above its 170
seventy feet above low 205
seventy feet above our 73
seventy feet above that 137
seventy feet above them 58
seventy feet every way 51
seventy feet front and 47
seventy feet lower than 73
seventy fine sheep and 100
seventy five cents for 115
seventy five cents per 252
seventy five miles per 60
seventy palm trees and 59
seventy were found dead 42
seventy years after death 49
seventy years after her 221
seventy years after his 1926
seventy years after its 1431
seventy years after our 114
seventy years after she 95
seventy years after that 629
seventy years after they 299
seventy years after this 596
seventy years could not 57
seventy years later and 261
seventy years later did 41
seventy years later for 48
seventy years later his 110
seventy years later she 55
seventy years later than 372
seventy years later that 886
seventy years later they 98
seventy years later this 81
seventy years later was 195
seventy years later with 128
seventy years older than 158
seventy years shows that 49
seventy years since his 153
seventy years since its 135
seventy years since our 42
seventy years since that 298
seventy years since then 85
seventy years since they 88
seventy years since this 82
seventy years until his 58
seventy years which are 90
seventy years which had 206
seventy years would not 58
several acts which are 102
several acts which had 72
several ages after his 41
several areas rather than 103
several areas where our 40
several areas where they 237
several areas where this 98
several areas where you 187
several areas which are 429
several areas which can 93
several areas which had 63
several areas which may 77
several areas within this 46
several army corps and 55
several army corps are 58
several army corps had 55
several arts could not 52
several arts which all 69
several card games going 57
several cell lines and 184
several cell lines are 41
several cell lines that 211
several cell lines with 71
several cell types and 570
several cell types are 194
several cell types can 83
several cell types may 76
several cell types that 604
several cell types with 85
several chat rooms and 42
several coal mines and 103
several coal mines are 49
several coin cards and 53
several cuts above his 44
several cuts above that 50
several dark hints and 75
several dark walks and 116
several data bases and 66
several data bases that 99
several data items are 54
several data types and 62
several data types for 52
several data types that 167
several days about his 52
several days about how 42
several days about this 108
several days after all 244
several days after and 62
several days after any 71
several days after being 743
several days after death 655
several days after each 322
several days after eating 97
several days after her 1177
several days after his 2862
several days after its 995
several days after one 145
several days after our 696
several days after she 714
several days after that 5392
several days after they 2166
several days after this 2715
several days after use 62
several days after you 419
several days alone with 89
several days apart and 59
several days beneath her 52
several days could not 195
several days every eye 81
several days every year 159
several days fasting and 51
several days hunting and 63
several days hunting for 53
several days later all 57
several days later and 2447
several days later are 41
several days later but 75
several days later did 293
several days later for 337
several days later had 68
several days later his 169
several days later may 62
several days later near 48
several days later one 85
several days later she 492
several days later than 915
several days later that 5571
several days later they 422
several days later this 47
several days later was 380
several days later with 1097
several days later you 77
several days longer and 117
several days longer for 48
several days longer than 1201
several days looking for 354
several days meeting with 64
several days older than 75
several days rather than 591
several days resting and 56
several days running and 75
several days since her 51
several days since his 93
several days since she 301
several days since that 163
several days since they 199
several days since you 59
several days spent with 72
several days talking with 153
several days under his 72
several days until all 359
several days until her 94
several days until his 257
several days until its 52
several days until one 373
several days until she 377
several days until they 1140
several days until this 40
several days until you 238
several days waiting for 832
several days where they 93
several days which was 48
several days while her 53
several days while his 172
several days while she 200
several days while they 398
several days while you 84
several days working out 145
several days working with 159
several days would not 119
several deaths every year 43
several deep breaths and 4212
several deep breaths for 49
several deep breaths she 67
several deep breaths that 53
several deep breaths then 64
several deep breaths with 106
several dining rooms and 152
several dining rooms are 71
several dining rooms with 44
several ends which are 82
several feet above and 160
several feet above her 226
several feet above him 146
several feet above his 304
several feet above its 640
several feet above low 118
several feet above our 124
several feet above that 180
several feet above them 146
several feet above this 42
several feet apart and 377
several feet below and 49
several feet below him 121
several feet below its 196
several feet below low 66
several feet below that 71
several feet below them 53
several feet longer than 292
several feet lower than 1137
several feet wider than 126
several fine books and 43
several fine books that 95
several fine fringes that 44
several fine trees that 40
several flow rates and 71
several fold lower than 99
several fond papas and 44
several from which one 42
several from which you 53
several gift shops and 57
several gold coins and 87
several gold coins for 49
several good books and 202
several good books are 104
several good books for 118
several good books out 45
several good books that 540
several good people who 116
several good roads that 50
several good shops and 55
several good sites for 63
several good spots for 59
several good talks with 55
several great lords and 74
several great people but 44
several great rocks being 42
several guns which had 43
several guns which they 55
several hard blows with 107
several have found that 41
several have noted that 116
several heavy blows had 65
several heavy blows with 93
several heavy metal ions 42
several here waiting for 50
several ideas about how 325
several ideas which are 303
several ideas which had 50
several ideas which may 47
several iron bolts out 662
several iron works and 42
several jobs rather than 48
several laws which are 58
several laws which had 86
several living rooms and 67
several maps spread out 45
several means which are 59
several more after that 233
several more books and 121
several more books for 43
several more calls and 52
several more films for 42
several more halls and 54
several more hours and 230
several more hours for 104
several more hours had 52
several more hours than 54
several more hours they 47
several more hours with 85
several more lines and 60
several more miles and 56
several more months and 278
several more months for 256
several more months had 82
several more months with 76
several more pages and 103
several more pages with 60
several more people and 42
several more people had 96
several more people than 50
several more people who 95
several more plays and 50
several more shots and 79
several more shots rang 54
several more since then 61
several more steps and 150
several more steps are 45
several more steps than 63
several more strung out 84
several more talks with 45
several more times and 1610
several more times but 246
several more times for 311
several more times than 115
several more times that 898
several more times using 63
several more times with 683
several more turns and 57
several more under her 51
several more weeks and 207
several more weeks for 169
several more weeks had 60
several more weeks with 58
several more which are 131
several most steep and 52
several navy yards and 41
several open ports and 79
several other armed men 50
several other banks and 176
several other bases for 122
several other beasts and 55
several other bills that 101
several other birds and 58
several other birds are 49
several other birds that 84
several other black and 57
several other black men 96
several other boats and 49
several other boats had 43
several other boats that 43
several other books and 1177
several other books are 203
several other books for 396
several other books that 912
several other books with 136
several other brave men 203
several other camps and 46
several other cases and 126
several other cases are 182
several other cases that 678
several other cases with 116
several other cells are 44
several other civic and 56
several other civil and 67
several other clubs and 107
several other crops and 55
several other crops are 80
several other doors and 97
several other drugs and 72
several other drugs are 158
several other drugs may 47
several other drugs that 390
several other facts and 47
several other facts that 196
several other files that 128
several other films that 148
several other films with 52
several other firms and 99
several other firms are 82
several other firms had 104
several other firms that 113
several other firms with 48
several other forms and 83
several other forms are 153
several other forms that 190
several other forts and 90
several other gases are 78
several other genes are 84
several other genes that 287
several other girls and 203
several other girls had 78
several other girls who 209
several other goods and 54
several other greek and 68
several other indian and 49
several other items and 62
several other items are 156
several other items for 88
several other items not 47
several other items that 1064
several other kinds are 120
several other kinds that 178
several other lakes and 86
several other lands and 56
several other large and 242
several other legal and 41
several other lines and 56
several other lines are 59
several other lines that 98
several other local and 86
several other local men 69
several other lords and 268
several other major and 86
several other major oil 47
several other meanings that 51
several other metal ions 116
several other mills and 44
several other monks who 55
several other names and 155
several other names are 111
several other names for 201
several other names had 49
several other names that 271
several other noble and 52
several other noted men 46
several other older men 44
several other parks and 79
several other parts are 139
several other parts that 44
several other peers had 43
several other people and 697
several other people are 291
several other people did 78
several other people for 169
several other people got 43
several other people had 709
several other people she 72
several other people that 472
several other people too 64
several other people who 2385
several other people with 290
several other plans for 85
several other plays and 164
several other plays that 145
several other ports and 43
several other posts and 45
several other roles that 49
several other rooms and 136
several other rooms for 72
several other rooms with 47
several other ruins and 80
several other rules and 50
several other rules for 59
several other rules that 232
several other salts are 43
several other ships and 122
several other ships had 78
several other ships that 196
several other shops and 55
several other shows that 45
several other signs and 47
several other signs that 142
several other sites and 65
several other sites are 82
several other sites that 241
several other sites with 70
several other small and 113
several other small but 165
several other small things 74
several other social and 277
several other sorts for 41
several other sorts that 45
several other state and 215
several other steps are 84
several other steps that 185
several other sweet and 41
several other tales and 58
several other tasks that 177
several other taxes and 64
several other terms and 108
several other terms are 175
several other terms for 70
several other terms that 618
several other tests and 59
several other tests are 110
several other tests for 108
several other tests that 218
several other texts and 68
several other texts that 186
several other themes and 48
several other themes are 41
several other themes that 242
several other times and 119
several other times but 41
several other times had 59
several other times that 64
several other times with 54
several other tools and 99
several other tools are 46
several other tools for 88
several other tools that 308
several other towns and 945
several other towns are 89
several other towns had 157
several other towns near 49
several other towns that 163
several other towns they 43
several other towns with 83
several other trees and 172
several other trees that 40
several other types and 65
several other types are 293
several other types not 50
several other types that 255
several other units and 49
several other units are 58
several other units that 102
several other weeds and 115
several other white men 439
several other wives and 90
several other women and 552
several other women are 147
several other women had 271
several other women she 57
several other women that 41
several other women who 941
several other women with 148
several other words and 152
several other words are 68
several other words for 83
several other words that 572
several other words with 66
several other works and 162
several other works are 153
several other works for 247
several other works not 86
several other works that 786
several other works with 65
several other youths who 50
several palm trees and 46
several paths which led 70
several peaks which are 87
several poems about her 69
several poems about his 62
several poems about them 64
several poems which are 173
several poems which had 77
several poor people who 55
several radio plays and 67
several rail lines and 43
several rare books and 45
several reading rooms and 68
several riots broke out 40
several rock types and 60
several rock types are 69
several rock types that 111
several salt springs and 57
several soil types and 78
several soil types are 47
several songs which are 74
several songs which had 46
several such cases and 233
several such cases are 244
several such cases had 65
several such cases that 204
several such cases with 66
several such cells are 43
several such lines are 41
several such pairs are 60
several such people and 45
several such sites are 42
several such tests are 96
several such tubes are 46
several such units are 103
several such units may 52
several sums which they 43
several talk shows and 42
several teeth missing and 107
several test cases and 43
several test cases are 52
several test cases that 97
several test tubes and 53
several text books and 75
several text books for 48
several text boxes and 65
several theme parks and 46
several time steps and 56
several time zones and 177
several time zones are 44
several very large and 724
several very small and 89
several very strong and 55
several very worthy and 41
several very worthy men 52
several wars broke out 61
several ways people can 98
several ways tried and 103
several ways which are 383
several ways which can 78
several ways which may 78
several well known and 172
several well known men 40
several were found dead 82
several were found with 54
several were slain and 68
several were taken and 60
several were taken ill 87
several were taken with 41
several were thrown off 100
several were upset and 176
several wrong turns and 145
several years about how 47
several years about this 115
several years after all 153
several years after and 53
several years after being 530
several years after both 77
several years after death 168
several years after each 93
several years after her 2819
several years after him 93
several years after his 11189
several years after its 4611
several years after ned 56
several years after one 122
several years after our 580
several years after she 1130
several years after sir 53
several years after that 9826
several years after they 2864
several years after this 5208
several years after was 238
several years after you 278
several years apart and 116
several years below his 77
several years below that 48
several years china has 59
several years could not 238
several years found that 134
several years happy with 64
several years hence and 47
several years japan has 49
several years later and 3021
several years later are 60
several years later but 182
several years later did 743
several years later due 52
several years later for 794
several years later had 172
several years later has 65
several years later her 86
several years later his 271
several years later how 44
several years later led 52
several years later may 82
several years later one 160
several years later she 671
several years later than 2405
several years later that 13039
several years later they 441
several years later this 149
several years later two 41
several years later was 1315
several years later with 1302
several years learning how 69
several years lived with 100
several years longer and 135
several years longer for 78
several years longer than 1349
several years looking for 150
several years lower than 71
several years nearly all 54
several years older and 837
several years older but 50
several years older than 16567
several years owned and 53
several years rather than 933
several years running and 115
several years running but 55
several years russia has 91
several years shows that 585
several years since and 73
several years since any 125
several years since for 126
several years since her 149
several years since his 190
several years since its 135
several years since one 50
several years since our 65
several years since she 641
several years since that 522
several years since then 162
several years since they 375
several years since this 219
several years since you 215
several years spent with 53
several years teaching and 115
several years under her 42
several years under his 264
several years under its 41
several years under one 88
several years under this 83
several years until all 82
several years until her 221
several years until his 804
several years until its 175
several years until new 58
several years until one 386
several years until she 551
several years until they 945
several years until this 84
several years until you 76
several years waiting for 108
several years where she 73
several years where they 62
several years which are 72
several years which had 96
several years which has 115
several years which may 41
several years which was 62
several years while her 93
several years while his 92
several years while she 185
several years while they 268
several years while this 42
several years working and 82
several years working for 576
several years working out 201
several years working with 582
several years would not 228
several years would see 47
several years writing and 55
several years writing for 58
several young black men 165
several young girls and 231
several young girls who 384
several young girls with 58
several young people and 104
several young people are 76
several young people had 98
several young people who 670
several young people with 86
several young white men 85
several young women and 272
several young women are 51
several young women had 130
several young women that 217
several young women who 919
several young women with 190
