sadistic torture and murder 49
shoulder muscles and joints 40
showered bullets and arrows 169
showered quickly and changed 76
shredded cabbage and carrot 43
shredded lettuce and cheese 125
shredded lettuce and sliced 64
shredded lettuce and tomato 169
shuddering tremors ran through 79
shuffled together and placed 55
sickness between being nursed 46
sickness infects and dwarfs 208
sidewalk outside his office 52
sidewalk outside our building 46
signally defeated and driven 66
silently listening and watching 49
silently perched and rocked 158
silently regarding one another 61
silently resumed her flicking 46
simplest animals and plants 271
simplest designs that modern 293
simplest devices for measuring 59
simplest process for spinning 46
simplify matters and assume 65
sinecure offices had always 87
singularly archaic and simple 41
singularly beloved and looked 48
singularly blended with regret 75
singularly eminent for painting 97
singularly gracious and gentle 41
singularly piquant and alluring 63
singularly pleasant and chatty 123
situated between new england 68
situated between two brooks 125
situated between two chains 49
situated between two creeks 80
situated between two houses 45
situated between two ladies 41
situated between two layers 126
situated between two ridges 62
situated between two rivers 685
situated between two streams 146
situated between two worlds 82
situation applies with regard 64
situation because its dangers 66
situation becomes bad enough 93
situation becomes too serious 66
situation between them became 50
situation between two groups 52
situation between two rivers 66
situation between two worlds 42
situation differs with regard 54
situation enabled her through 46
situation existed with regard 381
situation fraught with dangers 93
situation fraught with serious 58
situation fraught with tension 122
situation himself and family 72
situation obtains with regard 273
situation permits and creates 120
situation quickly and decide 40
situation suggest both greater 75
situation wherein two groups 100
sixteenth century all europe 41
sixteenth century and almost 78
sixteenth century and another 70
sixteenth century and appears 41
sixteenth century and became 704
sixteenth century and before 665
sixteenth century and beyond 2521
sixteenth century and earlier 1658
sixteenth century and england 40
sixteenth century and english 63
sixteenth century and formed 59
sixteenth century and france 71
sixteenth century and french 55
sixteenth century and gained 62
sixteenth century and greatly 41
sixteenth century and helped 54
sixteenth century and indeed 74
sixteenth century and lasted 198
sixteenth century and modern 77
sixteenth century and onward 116
sixteenth century and played 63
sixteenth century and reached 371
sixteenth century and served 52
sixteenth century and through 373
sixteenth century are almost 142
sixteenth century but became 47
sixteenth century can hardly 83
sixteenth century did indeed 44
sixteenth century did little 104
sixteenth century had almost 44
sixteenth century had already 439
sixteenth century had become 734
sixteenth century had caused 58
sixteenth century had closed 146
sixteenth century had created 85
sixteenth century had failed 62
sixteenth century had fallen 85
sixteenth century had fenced 100
sixteenth century had little 207
sixteenth century had opened 55
sixteenth century had passed 183
sixteenth century had reached 166
sixteenth century had roused 100
sixteenth century has already 158
sixteenth century has become 107
sixteenth century than before 167
sixteenth century that created 40
sixteenth century that england 72
sixteenth century that english 183
sixteenth century that europe 53
sixteenth century that family 113
sixteenth century that france 40
sixteenth century they became 250
sixteenth century they formed 70
sixteenth century this became 41
sixteenth century this system 59
sixteenth century was almost 196
sixteenth century was already 195
sixteenth century was always 71
sixteenth century was another 52
sixteenth century was becoming 46
sixteenth century was called 133
sixteenth century was caused 61
sixteenth century was clearly 52
sixteenth century was greatly 57
sixteenth century was hardly 68
sixteenth century was indeed 142
sixteenth century was itself 143
sixteenth century was little 57
sixteenth century was mainly 98
sixteenth century was marked 565
sixteenth century was neither 105
sixteenth century was partly 83
sixteenth century was played 47
sixteenth century was simply 87
sixteenth century was something 46
sixteenth century was toward 45
sixteenth century was unable 74
sixteenth century was venice 42
sixteenth century was whether 49
sixteenth century was william 41
sixteenth century who sought 59
sixteenth century with regard 97
skeletal muscles and cardiac 44
skeletal muscles and joints 133
skeletal muscles and nerves 60
skeletal muscles and thereby 57
skeletal muscles are called 98
skeletal muscles that attach 49
skeletal muscles that occurs 85
skeletal muscles that result 42
skeletal remains and sacred 56
skinless chicken and turkey 373
slanders against her cousin 47
slightly acidify with acetic 42
slightly against his robust 68
slightly alloyed with silver 55
slightly altered our course 73
slightly concave and convex 124
slightly covered his brawny 40
slightly exceeds that barely 128
slightly fainter and redder 84
slightly forward and inward 123
slightly forward and looked 72
slightly forward and toward 107
slightly forward and upward 519
slightly glossed with purple 41
slightly hurried and anxious 143
slightly lighter and darker 119
slightly lighter than normal 92
slightly mottled with yellow 71
slightly outward and upward 199
slightly overlap its margin 97
slightly overlap one another 144
slightly pressed its signet 61
slightly revised and edited 84
slightly shorter and heavier 80
slightly shorter and thicker 110
slightly shorter and thinner 117
slightly shorter than before 48
slightly shorter than normal 298
slightly shorter than second 263
slightly smaller and closer 49
slightly smaller and darker 534
slightly smaller and duller 237
slightly smaller and faster 51
slightly smaller and larger 68
slightly smaller and thicker 50
slightly smaller and thinner 73
slightly smaller than actual 85
slightly smaller than alaska 58
slightly smaller than before 248
slightly smaller than england 57
slightly smaller than female 60
slightly smaller than france 120
slightly smaller than indiana 88
slightly smaller than itself 109
slightly smaller than kansas 45
slightly smaller than modern 48
slightly smaller than normal 880
slightly smaller than oregon 163
slightly smaller than uranus 196
slightly stained with yellow 43
slightly streaked with purple 333
slightly stronger than before 147
slightly stronger than normal 78
slightly swollen and bloody 65
slightly swollen and tender 627
slightly towards one another 135
slightly twisted and curved 42
slovenly neglect and rustic 53
smallest compass and weight 157
smallest contact with william 46
smallest letters and number 47
smallest planets are nearest 72
smallest village and hamlet 83
snuggled against her pillow 51
snuggled against one another 50
socialist central and eastern 294
socialist country and another 49
socialist country with modern 414
socialist economy are created 82
socialist parties and groups 383
socialist parties had become 59
socialist parties was formed 41
socialist society and romania 145
socialist society had already 42
socialist society has already 66
socialist society has become 59
socialist society was created 92
societal beliefs and values 396
societal demands for greater 55
societal factors that affect 111
software company that created 54
software company that creates 63
software company that offers 48
software function that allows 47
software license that allows 52
software package for building 52
software package for managing 54
software package for modeling 79
software package for online 114
software package that allows 1484
software package that creates 90
software package that offers 129
software package you choose 50
software product that allows 216
software program for managing 67
software program that allows 1457
software program that checks 63
software program that creates 127
software program that offers 60
software program that serves 68
software program that stores 54
software program that tracks 128
software quality and reduce 58
software solution that allows 54
software support and training 43
software systems are becoming 113
software systems has become 47
software systems that enable 80
software utility that allows 62
software vendors and system 55
software vendors are offering 41
software vendors are starting 58
software written for earlier 53
soldered together and placed 62
soldered together with silver 50
soldiers against one another 76
soldiers because they thought 45
soldiers blushed and obeyed 55
soldiers carried all before 52
soldiers charged with crimes 53
soldiers charged with guarding 49
soldiers charged with murder 105
soldiers charged with stirring 90
soldiers divided his clothes 43
soldiers familiar with fields 47
soldiers laughed and jeered 62
soldiers marched and fought 100
soldiers prepare for battle 72
soldiers preparing for battle 181
soldiers replied with shouts 49
soldiers stopped and looked 52
soldiers stopped and stared 43
soldiers together with police 60
soldiers watched with anxious 82
soldiers wounded and killed 75
solemnly abjured his errors 71
solemnly abjured his native 45
solemnly assured his readers 47
solemnly assured that hardly 43
solemnly assures his readers 50
solemnly blessed his little 67
solemnly charged this honest 89
solemnly crowned with laurel 143
solemnly decided that slaves 62
solemnly declare and affirm 325
solemnly declare and pledge 47
solemnly declare our belief 51
solemnly declare that enduring 105
solemnly declare that neither 166
solemnly invokes god before 54
solemnly promise and pledge 193
solemnly reminds his readers 45
soliciting material and annual 142
solitary drudges who seldom 50
solitary example was thought 81
solitary trapper and hunter 40
solitude exalted our feelings 42
solitude presses too heavily 75
solitude supreme all around 48
solstice sunrise and sunset 281
solutions against one another 47
somebody foreign and famous 48
sometime between his return 55
somewhat against her better 54
somewhat against his better 555
somewhat against his wishes 162
somewhat awkward and clumsy 51
somewhat broader and better 235
somewhat broader and deeper 153
somewhat broader and fatter 129
somewhat broader and higher 57
somewhat broader and thicker 137
somewhat broader than normal 105
somewhat complex and beyond 59
somewhat crushed and spotty 78
somewhat distant and formal 44
somewhat exceeding this figure 84
somewhat excited and curious 51
somewhat familiar with french 95
somewhat forward and toward 49
somewhat forward and upward 43
somewhat hastily run through 40
somewhat haughty and severe 104
somewhat lighter than before 64
somewhat lighter than normal 55
somewhat limited and narrow 99
somewhat limited and special 81
somewhat limited with regard 47
somewhat misleading and should 65
somewhat misleading with regard 66
somewhat nervous and anxious 46
somewhat obscure and little 99
somewhat overlap one another 40
somewhat painful and tender 41
somewhat peculiar and proper 66
somewhat precise and formal 44
somewhat quicker and deeper 41
somewhat revised his opinion 43
somewhat shifted his ground 46
somewhat shorten our cruise 40
somewhat shorter and heavier 118
somewhat shorter and thicker 384
somewhat shorter and thinner 98
somewhat shorter than before 46
somewhat shorter than normal 147
somewhat similar but larger 97
somewhat similar with regard 111
somewhat simpler and clearer 48
somewhat simpler and faster 43
somewhat smaller and darker 415
somewhat smaller and slower 47
somewhat smaller and softer 40
somewhat smaller and thinner 209
somewhat smaller than before 542
somewhat smaller than common 45
somewhat smaller than crosby 49
somewhat smaller than earlier 40
somewhat smaller than itself 42
somewhat smaller than normal 661
somewhat smashed and broken 120
somewhat spoiled and tangled 76
somewhat stilted and formal 42
somewhat stronger and heavier 41
somewhat stronger than before 196
somewhat stronger than normal 68
somewhat swollen and tender 349
sonorous epithets and formal 103
sonorous epithets and swelling 265
southwest virginia and eastern 49
sparsely covered with bushes 103
sparsely covered with coarse 456
sparsely covered with minute 210
sparsely covered with shrubs 40
sparsely covered with timber 126
sparsely covered with yellow 49
sparsely flanked with villas 98
sparsely settled and almost 113
sparsely settled and little 172
sparsely settled and poorly 49
sparsely settled and remote 229
sparsely settled with poised 54
specially adapted for carrying 92
specially adapted for climbing 45
specially adapted for crushing 59
specially adapted for family 40
specially adapted for fighting 70
specially adapted for flight 49
specially adapted for grinding 45
specially adapted for measuring 82
specially adapted for piercing 42
specially adapted for school 51
specially adapted for securing 68
specially adapted for sunday 117
specially adapted for swimming 86
specially adapted for training 98
specially alleged and proved 221
specially charged with carrying 74
specially charged with watching 56
specially colored and varied 66
specially endowed with various 446
specially favored and valued 42
specially reserving for myself 126
specially studied this family 136
specially trained and highly 445
specially trained and tested 50
specially trained law clerks 54
specially trained riot police 70
specific affects and states 64
specific against this disease 87
specific animals and plants 157
specific antigen and gleason 68
specific antigen that caused 49
specific beliefs and actions 70
specific beliefs and values 648
specific browser and version 40
specific charges and without 57
specific chattel has passed 65
specific choices and actions 87
specific classes and groups 72
specific classes and methods 50
specific conduct that appears 401
specific content and format 126
specific content and methods 107
specific content and nature 57
specific content and skills 189
specific content being taught 43
specific content that should 54
specific courses and course 42
specific criteria and methods 57
specific criteria are listed 109
specific criteria are needed 78
specific criteria for choosing 87
specific criteria for deciding 95
specific criteria for defining 219
specific criteria for measuring 127
specific criteria that define 100
specific criteria that should 118
specific current and future 42
specific demands are placed 42
specific demands for changes 43
specific demands for reform 81
specific demands with regard 48
specific details and events 45
specific details and images 50
specific details are needed 79
specific details may differ 49
specific details that should 48
specific details with regard 80
specific diseases and disease 46
specific diseases and organs 52
specific diseases are caused 64
specific diseases that affect 64
specific effects are likely 46
specific emotions and feelings 56
specific enzymes are needed 41
specific factors are likely 84
specific factors may affect 52
specific factors that affect 712
specific factors that caused 50
specific factors that impact 72
specific factors that modify 110
specific factors that relate 75
specific factors that result 44
specific factors that should 207
specific features that affect 54
specific features that define 63
specific features that enable 51
specific features that should 114
specific features with regard 46
specific figures and events 41
specific function and should 45
specific function for another 43
specific function with regard 58
specific gravity and amount 97
specific gravity and atomic 128
specific gravity and degree 119
specific gravity and greater 69
specific gravity and higher 272
specific gravity and reaction 183
specific gravity and solids 74
specific gravity and starch 104
specific gravity and strength 361
specific gravity and thermal 58
specific gravity and volume 890
specific gravity and weight 1199
specific gravity being greater 159
specific gravity but little 136
specific gravity for various 68
specific gravity has already 53
specific gravity has fallen 78
specific gravity has little 46
specific gravity has reached 55
specific gravity may become 57
specific gravity may remain 58
specific gravity not greater 103
specific gravity than another 52
specific gravity than common 63
specific gravity than itself 264
specific gravity than mature 97
specific gravity than normal 200
specific gravity than quartz 111
specific gravity that varies 40
specific gravity was always 48
specific gravity was greater 65
specific gravity was higher 91
specific gravity with itself 119
specific language and speech 47
specific letters and letter 101
specific location and design 50
specific material and energy 159
specific measures and actions 75
specific measures are needed 182
specific measures for carrying 46
specific measures for reducing 62
specific measures that should 185
specific measures with regard 68
specific modulus and strength 110
specific moments and places 74
specific muscles and joints 210
specific muscles and muscle 242
specific objects and actions 127
specific objects and events 588
specific objects and methods 60
specific objects and places 101
specific objects are finite 72
specific patient and family 90
specific persons and events 258
specific persons and groups 262
specific persons and places 307
specific pitches and rhythms 66
specific position each aspect 44
specific position with regard 94
specific present and future 69
specific primers and probes 138
specific private and public 122
specific problem being solved 145
specific problem being treated 54
specific problem that arises 137
specific problem that should 50
specific problem with regard 40
specific product and market 165
specific program and policy 47
specific protease that cleaves 41
specific purpose and design 89
specific purpose and intent 215
specific purpose and mission 148
specific purpose and should 213
specific purpose can depend 217
specific question and answer 74
specific question that arises 66
specific question was raised 66
specific question was whether 343
specific question with regard 59
specific records and fields 81
specific research and policy 119
specific research and training 210
specific rotation and reducing 49
specific sections that follow 52
specific sectors and regions 135
specific sources and methods 66
specific sources are listed 47
specific stimuli that elicit 64
specific strengths and moduli 156
specific stripes may follow 331
specific studies are needed 218
specific surface area greater 52
specific surface area should 56
specific surface area values 387
specific talents and skills 138
specific targets and adopting 88
specific targets for reducing 158
specific targets for therapy 52
specific thoughts and actions 131
specific thoughts and feelings 374
specific thoughts and images 46
specific tissues and organs 880
specific vocation and mission 54
specific winners and losers 73
specimen surface for cracks 125
spectrum extends far beyond 42
specular targets are around 62
speedily arranged that england 90
speedily subdued all desire 82
spirited measures now pursuing 79
spiteful towards his equals 88
splendid banquet was served 140
splendid buildings for public 54
splendid devotion was fondly 96
splendid dresses and jewels 44
splendid dwellings you descry 42
splendid flowers and fruits 49
splendid forests and flower 114
splendid gateway one passes 67
splendid insects with dazzling 107
splendid luncheon was served 70
splendid palaces and houses 41
splendid palaces and public 59
splendid palaces and villas 57
splendid phrases and swelling 204
splendid scarlet and yellow 47
splendid shrines and august 58
splendid streets was turned 46
splendid temples and altars 48
splendid temples and public 50
splendid victory she forgot 52
splendid victory was gained 99
splendid volumes add another 47
splendid volumes that enrich 44
splendor flashed and failed 86
sportive fairies and sylphs 90
sprinkle lightly with coarse 86
sprinkle lightly with garlic 91
sprinkle lightly with grated 64
sprinkle lightly with nutmeg 60
sprinkle lightly with pepper 79
squabbling between two public 79
squadron pursued its course 113
squashed between two slides 41
squeezed against one another 100
squeezed between two boards 55
squeezed between two forces 55
squeezed between two larger 50
squeezed between two pieces 85
squeezed between two plates 99
squeezed between two stones 50
squeezed together and forced 95
squeezed together and pulled 43
squirrel monkeys and rhesus 103
squirrel preparing for winter 94
squirrel snicker and hasten 51
stalwart manhood and heroic 53
standard ancient near eastern 158
standard between all nations 48
standard criteria for defining 71
standard criteria for measuring 53
standard deviation and dividing 40
standard deviation and higher 170
standard deviation and normal 64
standard deviation and number 453
standard deviation and sample 392
standard deviation and should 44
standard deviation are always 53
standard deviation are called 71
standard deviation are likely 45
standard deviation are listed 79
standard deviation are needed 66
standard deviation are readily 47
standard deviation are useful 116
standard deviation for annual 126
standard deviation for groups 45
standard deviation for height 77
standard deviation for normal 139
standard deviation for number 66
standard deviation for random 63
standard deviation for sample 220
standard deviation for scores 48
standard deviation for values 68
standard deviation for various 196
standard deviation for weight 105
standard deviation has already 42
standard deviation has become 75
standard deviation has changed 122
standard deviation that varies 58
standard deviation was almost 52
standard deviation was always 50
standard deviation was chosen 64
standard deviation was greater 137
standard deviation was higher 91
standard deviation was larger 98
standard ensures that before 67
standard formula for measuring 81
standard grammar and spelling 52
standard grammar and syntax 66
standard language and dialect 138
standard language for defining 161
standard language for querying 70
standard notation for object 110
standard pattern for sexual 45
standard question and answer 107
standard solution and dilute 46
standard weights are placed 49
standard written and spoken 322
statutes governing this matter 98
statutes provide for notice 67
statutes provide for review 68
statutes provide that unless 46
statutes providing for public 78
statutes providing for review 46
statutes providing for special 47
statutes require that notice 85
steadfast friends and allies 70
steadiest virtues and purest 423
stealthily entered his prison 74
steamboat corpses lie buried 78
steamboat lurched and rolled 74
steamship company was formed 62
steamship service was opened 46
steepest descent and newton 201
steepest descent and random 59
sternest rebukes and menace 71
stimulus objects and events 164
stitched together with catgut 86
stitched together with hempen 158
stitched together with little 137
stitched together with sinews 50
stoutest bishops and barons 77
stoutest warriors with feelings 72
straight between two points 119
straight forward and direct 55
straight forward and honest 353
straight forward and openly 75
straight forward and should 40
straight forward and simple 659
straight forward and upward 291
straight forward they should 64
straight friends and family 88
straight question and answer 117
straight resumes his wonted 90
straight streets and square 85
straight towards its object 91
strained against her breasts 42
strained against his chains 47
strained against one another 227
strained silence was broken 107
stranded between two worlds 190
strangely blended with scenes 72
strangely cracked and broken 85
strangers consort for mutual 50
strangers towards one another 53
strengthen marriage and family 124
strengthen muscles and joints 65
strengthen regional and global 48
strengthen research and training 65
stretching between this building 53
stretching forward and upward 95
stretching outward and upward 43
stricter control and invent 40
strictly according with motive 58
strictly command all manner 46
strictly command and charge 375
strictly command and enjoin 174
strictly command and ordain 141
strictly correct and formal 49
strictly decreasing and convex 59
strictly forbade all further 110
strictly forbade any injury 42
strictly guarded for escape 53
strictly guarded than before 46
strictly increasing and convex 219
strictly limited and clearly 103
strictly limited and income 89
strictly limited and should 57
strictly neutral with regard 87
strictly observe and follow 45
strictly observe this custom 43
strictly require and enjoin 73
strictly respect all existing 74
strictly searched all through 47
strident demands for greater 41
strikers clashed with police 57
strongest motives for standing 128
struggle against all carnal 43
struggle against all europe 280
struggle against all forces 113
struggle against all manner 250
struggle against all pseudo 43
struggle against and resist 177
struggle against bad habits 212
struggle against both nature 87
struggle against her feelings 56
struggle against her passion 60
struggle against her wisdom 68
struggle against his brother 367
struggle against his desire 116
struggle against his disease 52
struggle against his feelings 98
struggle against his fellow 181
struggle against his former 135
struggle against his nature 53
struggle against his passion 106
struggle against his regime 47
struggle against his rivals 331
struggle against its rivals 163
struggle against one another 3561
struggle against our common 1125
struggle against that system 186
struggle against them should 41
struggle against them without 96
struggle against this common 85
struggle against this disease 305
struggle against this menace 43
struggle against this policy 157
struggle against this regime 121
struggle against this system 217
struggle between her brother 41
struggle between her desire 330
struggle between her feelings 43
struggle between her passion 62
struggle between his better 71
struggle between his brother 49
struggle between his desire 636
struggle between his enmity 101
struggle between his family 43
struggle between his feelings 85
struggle between his forces 46
struggle between his former 55
struggle between his higher 63
struggle between his native 76
struggle between his passion 140
struggle between new england 59
struggle between our desire 41
struggle between our higher 357
struggle between our modern 53
struggle between sir robert 53
struggle between them became 73
struggle between them lasted 66
struggle between two armies 98
struggle between two bodies 67
struggle between two cities 101
struggle between two evenly 53
struggle between two forces 1756
struggle between two groups 2061
struggle between two kingdoms 41
struggle between two leaders 44
struggle between two methods 46
struggle between two mighty 114
struggle between two nations 1123
struggle between two opposing 4328
struggle between two peoples 497
struggle between two points 42
struggle between two powers 612
struggle between two rights 43
struggle between two rivals 121
struggle between two states 277
struggle between two trends 299
struggle between two tribes 46
struggle between two visions 65
struggle between two worlds 1130
struggle betwixt old habits 54
struggling against his chains 62
struggling against his desire 41
struggling against his feelings 43
struggling against one another 2110
struggling between his desire 86
struggling between two worlds 70
struggling blindly with itself 264
struggling ringleader was shoved 62
struggling together with nicely 239
students acquire and retain 58
students acquire new skills 83
students against one another 303
students attending any school 44
students attending both public 117
students attending each school 108
students attending law school 60
students attending that school 101
students attending this course 56
students attending this school 170
students because they lacked 42
students because they wanted 42
students believe that school 121
students believe they should 80
students clashed with police 227
students compete for grades 70
students decided they wanted 143
students develop and refine 153
students develop new skills 105
students discuss and debate 107
students dropped out before 245
students educate one another 42
students entered law school 55
students equally and fairly 42
students observe and record 327
students prepare for future 85
students preparing for higher 104
students preparing for public 114
students preparing for various 85
students present and defend 44
students qualify for special 114
students receiving each letter 56
students research and report 1120
students respect one another 79
students support one another 112
stumbled against his ankles 41
stumbled against one another 82
stumbled forward and almost 62
stumbled forward and caught 58
stylized flowers and foliage 217
subjects against one another 123
subjects matched for gender 45
sublimer material that floats 45
subsisting against him before 203
subsisting between his brother 55
subsisting between his family 88
subsisting between them should 135
subsisting manners and usages 63
subsists himself and family 122
subtlest thoughts and feelings 206
subtract decimal with extend 99
suburban gardens and villas 48
suburban schools are better 46
succeeding taxable year toward 73
suddenly against its english 78
suddenly altered her course 185
suddenly altered his course 208
suddenly altered his manner 41
suddenly altered its course 67
suddenly altered its policy 40
suddenly appeared all around 111
suddenly appeared and called 59
suddenly appeared and caught 108
suddenly appeared and joined 63
suddenly appeared and jumped 40
suddenly appeared and looked 61
suddenly appeared and opened 82
suddenly appeared and rushed 81
suddenly appeared and seized 68
suddenly appeared and struck 45
suddenly appeared and walked 83
suddenly applied his brakes 40
suddenly assumed his proper 108
