saddled another horse and 40
several credit cards with 58
several crimes which are 92
several dollar bills and 42
several double bonds are 64
several drinks under his 62
several duties which are 82
several duties which they 58
several edited books and 50
several english lords and 48
several english towns and 56
several english words and 70
several errors which are 58
several errors which had 85
several essays moral and 50
several essays which are 53
several evenings after that 98
several evenings after this 73
several events occur that 92
several events stand out 53
several events which are 122
several events which had 107
several events which may 56
several facets which are 41
several famous people who 52
several faults which are 48
several feature films and 99
several fields rather than 50
several fields which are 79
several fields which had 69
several fights broke out 301
several findings which are 72
several forces which act 165
several forces which are 160
several forest types and 53
several foster homes and 123
several french posts and 74
several french ships had 42
several fruits which are 41
several genera which are 182
several grades below that 63
several grades lower than 76
several graves which had 182
several ground rules for 92
several ground rules that 40
several groups found that 125
several groups rather than 98
several groups shows that 43
several groups which are 378
several groups which can 51
several groups which had 133
several groups which may 55
several groups which they 48
several groups working for 41
several groups working with 77
several heavily armed men 101
several hebrew words for 53
several hebrew words that 84
several horses laden with 97
several horses which had 167
several horses which they 41
several houses where she 46
several houses where they 166
several houses which are 95
several houses which had 144
several houses which she 69
several houses which they 58
several inches above and 203
several inches above her 573
several inches above his 411
several inches above its 218
several inches above our 47
several inches above six 108
several inches above that 60
several inches apart and 258
several inches below and 47
several inches below her 256
several inches below his 244
several inches below its 67
several inches below that 61
several inches longer and 69
several inches longer than 1133
several inches lower than 602
several inches under six 59
several inches wider and 46
several inches wider than 309
several insect pests and 112
several issues arising out 115
several issues stand out 80
several issues which are 467
several issues which can 53
several issues which had 93
several issues which may 80
several joints under our 40
several juices which are 119
several kingdoms under his 93
several kingdoms under one 40
several layers which are 124
several levels above and 144
several levels above them 53
several levels below him 40
several levels below that 55
several levels below them 48
several levels lower than 59
several levels rather than 61
several levels which are 75
several levels within each 58
several little books that 47
several little girls and 61
several little girls who 84
several little hints that 176
several little rooms one 55
several little towns and 99
several lodges under its 82
several lumber mills and 45
several market towns and 47
several meetings after that 100
several meetings after this 74
several metals which are 89
several meters apart and 47
several meters lower than 57
several methods exist for 355
several methods which are 500
several methods which can 596
several methods which may 568
several middle terms are 54
several million acres and 48
several million acres are 41
several million cells per 75
several million lives and 49
several million marks for 49
several million miles long 93
several million miles per 53
several million others who 58
several million people and 331
several million people are 332
several million people each 78
several million people for 51
several million people had 144
several million people now 46
several million people out 106
several million people that 58
several million people who 751
several million people with 102
several million times and 71
several million times per 114
several million times that 267
several million units per 53
several million volts and 55
several million volts are 57
several million volts per 74
several million women and 61
several million women who 64
several models rather than 43
several models which are 148
several models which can 93
several mutual funds and 81
several mutual funds that 167
several mutual funds with 58
several narrow lanes and 66
several nations under one 41
several nations which are 48
several nations which had 117
several native craft and 48
several native women and 41
several native women who 60
several nights after his 89
several nights after that 494
several nights after this 112
several nights later and 71
several nights later that 81
several nights running and 55
several notions which are 72
several novels which are 53
several offers which had 52
several options about how 70
several options exist for 290
several options rather than 65
several options which are 66
several options which can 75
several options which may 47
several orders lower than 200
several orders which are 64
several organs which are 112
several papers showing that 41
several papers which are 86
several papers which deal 89
several papers which had 100
several periods rather than 75
several periods which may 55
several phases which are 112
several pieces forming one 130
several pieces which are 288
several pieces which can 106
several pieces which had 91
several pistol shots and 57
several places about this 56
several places burnt and 49
several places rather than 80
several places where his 122
several places where one 682
several places where our 52
several places where she 172
several places where they 1301
several places where this 264
several places where two 54
several places where you 960
several places which are 307
several places which can 50
several places which had 278
several places which may 50
several places which they 100
several places within one 65
several places within this 182
several planks which they 40
several plants rather than 63
several plants under his 41
several plants under one 59
several plants which are 271
several plants which had 87
several plates which are 48
several points about him 119
several points about how 80
several points about them 40
several points about this 437
several points above and 70
several points above that 97
several points below that 88
several points lower than 260
several points rather than 75
several points stand out 492
several points where they 225
several points where this 54
several points where you 43
several points which are 1137
several points which can 171
several points which had 363
several points which may 263
several points which they 151
several points which you 96
several points within this 69
several powers which they 40
several prison terms for 68
several public hearings and 88
several public parks and 52
several public works for 58
several reasons cited for 54
several reasons could not 72
several reasons exist for 168
several reasons given for 497
several reasons which are 338
several reasons which can 176
several reasons which had 42
several reasons which lead 133
several reasons which led 99
several reasons which lie 48
several reasons which may 467
several reasons which they 46
several recent books and 263
several recent books that 236
several recent cases and 40
several recent cases that 312
several recent works that 174
several regions where they 51
several regions which are 129
several retail shops and 44
several rights which are 56
several rivers which run 56
several ruined walls and 53
several scales which are 43
several scalps which they 41
several scenes which are 165
several seasons after that 130
several senses which can 80
several series which are 42
several serious talks with 60
several severe blows and 62
several severe blows with 71
several shades paler and 42
several shades paler than 222
several simple modes are 66
several simple rules for 67
several simple rules that 143
several simple steps that 55
several simple steps you 62
several simple tests for 45
several simple tests that 104
several skills which are 91
several solemn lords had 52
several special cases and 59
several special cases are 81
several special cases for 46
several special cases not 40
several special cases that 171
several special rules for 67
several special rules that 149
several square holes are 57
several square miles and 499
several square miles are 54
several square miles each 56
several square miles that 98
several square miles was 62
several square miles with 75
several stages rather than 82
several stages which are 172
several stages which can 70
several stages which may 76
several states could not 184
several states every for 66
several states found that 96
several states rather than 181
several states shall not 226
several states shows that 99
several states under one 99
several states where they 256
several states which are 512
several states which had 483
several states which may 10769
several states which now 62
several states which one 43
several states which they 119
several states within this 44
several states would not 166
several strange dreams she 46
several streams which are 57
several streams which ran 64
several streams which run 63
several summer camps for 47
several swimming pools and 147
several theorems which are 43
several theories about how 435
several theories about its 111
several theories about this 128
several theories about why 272
several theories which are 79
several theories which may 56
several tissue types that 43
several topics which are 269
several trades which are 42
several trails which lead 64
several training camps for 41
several traits which are 159
several travel books and 110
several trends which are 69
several tribes under his 77
several tribes under one 50
several tribes which had 138
several trunks which had 40
several useful books and 45
several useful tools and 50
several useful tools for 176
several useful tools that 137
several values which are 76
several visits which she 43
several voices calling out 111
several voices cried out 719
several voices cross each 112
several wagons laden with 47
several wagons which had 48
several wooden boxes and 46
several writings which are 43
several younger women who 40
shadows became longer and 43
shadows showed under his 99
shadows through which she 41
shadows through which they 72
shadowy anguish which had 92
shadowy corner where she 46
shadowy secret agent for 45
shallow basins which are 45
shallow center field and 48
shallow device which you 58
shallow graves where they 56
shallow ground water and 195
shallow ground water that 41
shallow marine sands and 71
shallow marine sands may 61
shallow reasoning which they 62
shallow scrape lined with 60
shallow upland basin lying 70
shallow waters peter out 121
shallow waters rather than 40
shallow waters where she 41
shallow waters where they 302
shallow waters which are 70
shallow waters which they 62
sharply higher costs for 55
sharply marked light and 93
sharply toothed leaves and 86
shelter behind rocks and 172
shelter behind trees and 217
shelter behind walls and 92
shelter behind which they 105
shelter myself under his 88
shelter myself under this 40
shifted around until she 178
shillings almost every day 70
shillings lawful money for 74
shillings lawful money per 99
shipped abroad every year 51
shipped enough water and 115
shipped without limit and 46
shivering groves where she 79
shocked beyond words and 82
shocked beyond words that 45
shopped around until they 93
shorter breeding season than 44
shorter cracking times and 61
shorter latent period and 115
shorter latent period than 151
shorter memory spans than 65
shorter periods rather than 63
shorter periods which are 42
shorter pieces which are 53
shorter prison terms for 50
shorter prison terms than 77
shorter reaction times and 166
shorter reaction times are 63
shorter reaction times for 89
shorter reaction times than 279
shorter supply lines and 74
shorter training period and 62
shorter training period than 57
shorter travel times and 60
shorter useful lives for 42
shorter useful lives than 101
shortly became known that 56
shortly before easter and 43
shortly before eight and 76
shortly before labor day 77
shortly before lunch and 99
shortly before polling day 471
shortly before reaching his 66
shortly before reaching its 57
shortly before sailing for 234
shortly before setting off 74
shortly before setting out 679
shortly before seven and 86
shortly before seven that 102
shortly before world war 8161
shortly before writing his 79
shortly before writing this 120
shotgun tucked under his 110
shouted something about being 54
shouted something after her 85
shouted something after him 109
showers almost every day 150
shrinking feature sizes and 41
shrinking market share and 152
shrinking middle class and 151
shrubby plants which are 44
shutter speeds longer than 111
sickening stench which was 41
sidelong glance which was 64
sighted person would see 52
sighted policy which did 51
sighted policy which has 156
sighted policy which was 269
signals before passing them 69
signals before sending them 117
silence ensued after this 66
silence ensued which was 70
silence gossip about her 41
silence lasted longer than 133
silence lasted until they 85
silence reposing could hear 58
silence should allow her 59
silence through which she 68
silence through which they 56
silicon dioxide films are 55
silicon dioxide layer and 105
silicon dioxide layer can 46
silicon dioxide layer that 44
silicon dioxide layer was 139
silicon dioxide layer with 57
silicon heavily doped with 62
silicon wafers which are 92
similar across racial and 82
similar actions taken for 53
similar actions which are 59
similar advice under this 108
similar assets which are 52
similar attack could not 40
similar bodies which are 151
similar bodies which bear 73
similar changes occur with 143
similar changes which are 86
similar changes which may 74
similar claims about his 52
similar credit ratings and 79
similar design which was 40
similar doubts about his 71
similar effect could not 85
similar effect holds for 54
similar effect sizes for 53
similar events which are 99
similar events which had 80
similar fables about his 63
similar fashion until all 95
similar feelings about her 169
similar feelings about his 147
similar feelings about this 45
similar ground rests all 48
similar groups which are 73
similar issues arise for 66
similar issues arise with 106
similar issues which are 55
similar little moral and 48
similar manner until all 142
similar measure which had 47
similar measure which was 51
similar methods could not 55
similar methods which are 49
similar muscle which has 50
similar nature broke out 42
similar nature could not 41
similar nature shows that 81
similar nature which are 893
similar nature which can 125
similar nature which had 187
similar nature which has 74
similar nature which may 295
similar nature which they 60
similar nature which was 66
similar phrase which had 69
similar pieces which are 51
similar places where they 91
similar places which are 87
similar plants which are 53
similar points which are 45
similar policy would not 49
similar quarto every year 115
similar reasoning holds for 277
similar reasoning shows that 938
similar reasoning would lead 48
similar relief under any 710
similar remark about his 57
similar remark holds for 414
similar remark holds with 53
similar result could not 83
similar result holds for 2738
similar result holds with 46
similar result would not 76
similar revolt broke out 123
similar rights which are 61
similar silent reply was 50
similar sounding names and 40
similar sounding words and 100
similar sounding words are 55
similar sounding words that 47
similar sounding words with 64
similar sounds which are 76
similar speech about all 62
similar starting point and 51
similar starting point for 75
similar survey found that 180
similar system could not 46
simmering salted water for 211
simpler manner rather than 62
simpler methods which are 46
simpler models which are 54
simpler polity would not 55
sincere belief which was 71
sincere desire which his 43
sincere seeker after god 75
sinners plunged beneath that 1042
sisters looked white and 60
sisters seemed every day 43
sisters should shift for 50
sisters simply bored him 88
situate partly within and 387
sixteen candle power each 54
sixteen carbon atoms are 56
sixteen horses could not 51
sixteen inches apart and 64
sixteen inches broad and 52
sixteen inches longer than 45
sixteen million people and 49
sixteen million people are 54
sixteen million people who 50
sixteen nations which had 53
sixteen silver lamps are 47
sixteen square miles and 77
sixteen states still had 63
sixteen states which had 45
sizable middle class and 85
sizable middle class has 40
sizable middle class that 46
skilful artist knows how 53
skilful leaders armed with 45
skilled manual labor and 80
skilled person would not 94
skilled worker could earn 90
skilled worker rather than 98
skipped school again and 97
skirted dressing table with 40
skulked behind trees and 42
slavery itself could not 99
slavery itself shall die 216
slavery itself would not 43
slavish tenets taint our 125
sleeved cotton shirt and 443
sleeved cotton shirt that 121
sleeved cotton shirt with 91
sleeved sports shirt and 94
sleeves rolled above her 344
sleeves rolled above his 455
sleeves turned above her 97
slender flower beneath them 59
slender forked tongue was 41
slender little woman with 53
slender reward which god 49
slender silken bands and 57
slender spines which are 63
slender wooden spears with 42
slighting remark about her 97
slighting remark about his 53
smaller amount would not 43
smaller atomic radii than 61
smaller blocks which are 64
smaller bodies which are 70
smaller brooks spread out 62
smaller building which was 49
smaller cities rather than 84
smaller cities where they 70
smaller cities which are 140
smaller cities which had 67
smaller effect sizes than 168
smaller family farms and 54
smaller family sizes and 171
smaller family sizes than 76
smaller family units and 119
smaller family units that 44
smaller faults which are 74
smaller feature sizes and 112
smaller frauds which can 58
smaller grains which are 70
smaller groups could not 54
smaller groups rather than 151
smaller groups where they 79
smaller groups which are 333
smaller groups which can 43
smaller groups which had 80
smaller groups which may 47
smaller groups within each 76
smaller groups within them 76
smaller holdings which are 42
smaller inland lakes and 51
smaller market share and 103
smaller market share for 65
smaller market share than 193
smaller market towns and 105
smaller middle class and 73
smaller middle class than 44
smaller nations could not 59
smaller nations which are 71
smaller nations which had 57
smaller nations would not 52
smaller number could not 65
smaller number which are 71
smaller number would act 99
smaller number would not 153
smaller outlying towns and 48
smaller pieces until they 101
smaller pieces until you 65
smaller pieces which are 334
smaller pieces which can 121
smaller places where they 60
smaller places which are 43
smaller plants which are 84
smaller radius forming its 41
smaller regions within each 59
smaller sample sizes and 440
smaller sample sizes are 238
smaller sample sizes can 111
smaller sample sizes for 221
smaller sample sizes may 88
smaller sample sizes than 513
smaller sampling error than 218
smaller scales which are 43
smaller silver coins are 87
smaller spatial scale than 116
smaller states could not 178
smaller states feared that 276
smaller states which are 176
smaller states which did 40
smaller states which had 229
smaller states would not 285
smaller stones above than 46
smaller stones mixed with 55
smaller stones which lie 53
smaller streams which are 82
smaller values occur with 47
smaller values shall not 42
smaller vessel laden with 58
smaller without changing its 56
smelled coffee brewing and 50
smelled something burning and 282
smelled something fishy and 41
smelled something funny and 41
smelled something sweet and 76
smoothly through green and 124
smothers almost every one 43
snarled something under his 107
sociable heifer after all 92
socially anxious people are 131
socially created rather than 63
socially learned rather than 62
socially shared meanings and 64
socially useful goods and 271
socially useful labor and 285
socially useful rather than 118
socially useful tasks and 51
socially valued goals and 96
socially valued goods and 81
socially valued roles and 65
society amidst which her 61
society amidst which they 113
society became aware that 72
society became rigid and 77
society before poetry can 121
society before world war 391
society better known than 48
society formed either for 83
society itself could not 243
society itself rather than 286
society itself which has 92
society itself would not 85
society raised money for 43
society should allow for 43
society should begin with 94
society should carry out 43
society should change its 88
society should every day 104
society should exist and 68
society should exist for 49
society simply could not 250
society simply would not 95
society through legal and 42
society through social and 95
society through taxes and 45
society through which all 59
society through which she 54
society through which they 311
society toward which all 120
society toward which they 117
society toward women and 75
society united under one 49
society without changing its 78
society without class and 45
society without feeling that 102
society without knowing how 53
society without money and 54
society without rules and 43
society without waiting for 68
sockets without varying our 425
soldier burned strong and 52
soldier looked about him 81
soldier neither moved nor 42
soldier turned round and 41
solicit orders which are 53
solidly middle class and 260
soluble alkali salts are 88
soluble barium salts are 115
soluble bodies which are 44
soluble copper salts are 51
soluble double salts with 702
soluble silver salts and 42
soluble silver salts are 88
soluble sodium salts and 95
soluble sodium salts are 102
soluble sugars which are 58
soluble toxins which are 60
solution before boiling with 45
solution before testing for 62
solution boiled until all 85
solution methods which are 60
solution should allow for 61
solution should begin with 45
solution should stand for 171
solution should start with 43
solution through which air 66
solution without changing its 52
somehow always fooling you 43
somehow always known that 98
somehow became aware that 108
somehow became known that 69
somehow become aware that 85
somehow before playing any 71
somehow changed since she 47
somehow reached delhi and 42
somehow seemed fitting that 86
sorcery before handing them 52
sorrows should cause her 48
sounded almost sorry for 44
sounded amused rather than 113
sounded curious rather than 45
sounded hollow under our 226
sources already cited for 57
sources already cited see 41
sources clearly shows that 102
sources clearly state that 176
sources listed above and 121
sources listed above are 171
sources listed above can 92
sources listed above for 109
sources listed below and 106
sources listed below are 302
sources listed below for 130
sources listed under each 95
sources partly within and 627
sources quoted above are 43
sources simply state that 43
sources through which they 246
sources through which this 83
sources through which you 73
southern africa could not 71
southern africa rather than 64
southern africa shows that 42
southern africa where they 105
southern africa which are 91
southern africa which had 44
southern africa which has 53
southern africa which was 66
southern africa would not 58
southern avenue which led 108
southern baltic coast and 68
southern blacks could not 88
southern border could not 49
southern brazil where they 51
southern cities where they 64
southern cities which had 46
southern cotton mills and 66
southern cotton mills are 43
southern england where they 43
southern england which had 60
southern europe could not 44
southern europe rather than 93
southern europe where they 57
southern europe which has 40
southern france could not 62
southern france rather than 109
southern france where they 138
southern france which had 96
southern france which was 87
southern french towns and 48
southern island where his 52
southern oregon coast and 60
southern portion which was 40
southern regions where they 78
southern regions which are 46
southern should visit new 100
southern slopes which are 41
southern speech which had 52
southern states could not 389
southern states feared that 147
southern states found that 140
southern states rather than 67
southern states still had 71
southern states voted for 73
southern states where they 296
southern states where this 42
southern states which are 77
southern states which had 407
southern states would not 509
southern tribes under his 50
southern whites could not 104
southern whites rather than 46
southern whites would not 93
southern yellow pines are 63
spacious avenue lined with 41
spacious building which all 106
spacious building which was 61
spacious mansion built for 69
spacious public rooms and 103
spacious public rooms are 76
spacious vaults which had 109
spangled courts where low 58
spangled nights arise out 44
species already known and 101
species already named and 47
species clearly shows that 105
species exists under two 74
species groups which are 52
species listed above and 70
species listed above are 298
species listed below are 264
species listed under this 51
species moulting twice yet 42
species remain viable for 58
species simply could not 41
specify whether users can 87
spheres through which they 90
spindle fibers which are 48
spindle shaped cells and 130
spindle shaped cells with 339
spirits always awake and 48
spirits danced within her 127
spirits should swoon and 50
spirits should worry him 55
spirits through dreams and 43
splashing through pools and 73
splashing through water and 49
spotted shadow fringed with 237
spotted spider mites and 134
spotted spider mites using 132
squalid misery could not 57
squares through which they 64
squeeze before letting her 41
squeeze better terms out 43
squeeze enough money out 161
squeeze excess water out 137
squeeze through holes and 104
stacked column chart that 145
stagger onward under all 128
stained almost black with 71
stained napkin round his 70
stammer something about being 44
stamped papers every year 60
started another civil war 43
started another engine and 40
started babbling about how 104
started before world war 1223
started bitching about how 45
started bleeding again and 97
started boasting about his 86
started boasting about how 50
started bragging about his 123
started bragging about how 197
started building roads and 49
started climbing again and 80
started coughing again and 119
started drinking again and 342
started dropping hints that 180
started fiddling about with 69
started giggling again and 43
started groaning about his 47
started laughing again and 329
started mumbling about how 44
started painting again and 69
started school again and 42
started school later than 72
started screaming about how 120
started screaming again and 77
started secret talks with 77
started shouting about how 53
started shouting again and 64
started something which has 43
started something which they 43
started something which was 67
started sooner rather than 91
started spinning round and 80
started spitting blood and 48
started toward tracy with 41
started vomiting blood and 40
started without delay and 181
started without delay for 255
started without waiting for 1035
started without warning and 43
started worrying about being 66
started worrying about her 255
started worrying about him 137
started worrying about his 236
started worrying about how 235
started worrying about our 41
started worrying about that 135
started worrying about them 45
started worrying about this 53
started worrying about you 75
starter mounting bolts and 89
startle feeble minds and 71
startling effect which they 41
startling events which had 117
startling object which thus 49
starved hollow never saw 52
stately avenue where you 42
stately butler bowed his 42
stately castle which has 41
stately fellow above six 77
stately linden trees that 43
stately mansion gives its 61
stately mansion which had 70
stately mansion which was 69
stately marble tombs and 90
stately shrine which had 94
stations behind trees and 57
stations through which his 43
stations through which they 295
statute clearly shows that 41
statute impose pains and 46
statute itself could not 105
statute itself rather than 49
statute itself shows that 41
statute passed after that 47
statute passed under that 55
statute passed which goes 55
statute quoted above was 43
steadily almost every year 75
steadily became worse and 50
steadily become worse and 40
steadily becoming easier and 48
steadily gained power and 58
steadily onward until they 42
steadily upward until they 73
steadily without turning his 45
stepped closer again and 44
stepped closer until his 55
stepped closer until she 70
stepped closer until they 40
stepped inside after her 68
stepped inside after him 65
stepped nimbly aside and 94
sterile cotton swabs and 70
sterile filter paper and 246
sterile regions might yet 69
sterile rubber glove and 47
stirred something within her 187
stirred something within him 231
stirrup touching either shoe 110
stocked myself about ten 118
stockings fitted sleek and 133
stockings rolled above his 157
stockings rolled below her 58
stomach cancer rates are 77
stomach cramps after eating 50
stooped fondly above his 65
stooped without haste and 51
stopgap measure rather than 42
stopped almost every day 117
stopped before reaching him 57
stopped before reaching his 141
stopped before reaching its 57
stopped before reaching them 78
stopped before susan and 48
stopped boasting about his 50
stopped counting after that 44
stopped drinking water and 41
stopped shouting after that 46
stopped thrashing about and 60
stopped without knowing why 61
stopped without waiting for 42
stopped without warning and 130
stopped worrying about all 45
stopped worrying about being 232
stopped worrying about her 470
stopped worrying about him 313
stopped worrying about his 447
stopped worrying about how 285
stopped worrying about not 78
stopped worrying about our 43
stopped worrying about that 530
stopped worrying about them 204
stopped worrying about things 57
stopped worrying about this 77
stopped worrying about who 85
stopped worrying about you 86
stopper through which two 185
storage device rather than 208
storage device which can 200
storage device which has 154
storage medium rather than 44
storage medium which can 272
storage organs which are 103
storage system which can 135
storage system which has 87
storied building which was 65
storied wooden house with 48
stories abound about how 71
stories afloat about him 81
stories almost every day 144
stories always begin with 57
stories always ended with 92
stories became longer and 59
stories before sending them 60
stories should begin with 59
stories through which they 172
stories without feeling that 103
stories without knowing how 57
straits through which all 40
straits through which they 51
stranger looked about him 87
stranger looked after him 43
stranger turned round and 93
stranger without nails had 83
stranger without rousing him 61
strapping florid girls that 46
stratum sample sizes are 72
stratum through which they 50
streets almost every day 128
streets already teeming with 76
streets became alive with 81
streets became black with 46
streets became empty and 40
streets became lined with 48
streets became wider and 53
streets called after him 56
streets seemed alive with 207
streets seemed paved with 60
streets striking right and 64
streets through which her 104
streets through which his 218
streets through which one 47
