sacked towns and villages 122
scores within each interval 155
scores within each treatment 134
scores within one standard 161
scores within that interval 61
scores within two standard 60
scouting party had returned 47
scouts could not discover 64
scowling looks and muttered 43
screaming women and children 1096
screen heroes and heroines 231
screen saver that displays 42
screen saver with password 44
screen saver you selected 46
screen women for domestic 101
screws which are inserted 83
script telling how rainbows 54
seaport towns and villages 117
seaport towns are numerous 44
searching after its treasures 74
seaside towns and villages 421
seasoning which new recruits 127
seasons quiet and reserved 46
second action are overcome 50
second album was recorded 44
second author was fernando 57
second author was partially 152
second bases are occupied 63
second basis for liability 57
second belong all decisions 46
second books are directed 146
second cabin and steerage 231
second cause for soldiering 87
second change that occurred 70
second child and daughter 97
second child being affected 66
second child was expected 166
second class and steerage 225
second class are composed 54
second class are included 269
second class are required 57
second class was composed 414
second class was threadbare 53
second corps was intended 46
second could not possibly 54
second curve was obtained 61
second draft was finished 60
second draft was prepared 156
second draft was produced 69
second event has occurred 46
second event that occurred 72
second fingers are extended 63
second floor and basement 281
second floor and followed 52
second floor and listened 50
second floor and unlocked 45
second floor was deserted 61
second floor was designed 87
second floor was finished 52
second floor was occupied 498
second floor was probably 69
second floor was reserved 189
second force has increased 75
second group are assigned 51
second group are children 49
second group are included 270
second group are patients 61
second group are referred 68
second group are somewhat 40
second group had received 51
second group that includes 52
second group that received 56
second group was assigned 99
second group was composed 1472
second group was informed 70
second group was injected 133
second group was provided 70
second group was required 69
second group was selected 94
second group was somewhat 45
second group who received 46
second growth and recovery 126
second issue that concerns 59
second issue that deserves 69
second issue that requires 78
second issue was resolved 55
second layer was composed 41
second lives are ascribed 58
second meeting was attended 159
second meeting was convened 207
second meeting with sheridan 40
second method for developing 78
second method for estimating 364
second method for evaluating 131
second method for generating 105
second method was employed 187
second method was followed 57
second method was proposed 69
second method was therefore 59
second model was designed 44
second model was proposed 67
second nation that ventured 51
second offer was accepted 46
second option was selected 60
second order and therefore 147
second order are included 50
second order are obtained 51
second order are produced 44
second order are retained 58
second order was received 92
second order with constant 444
second party was composed 45
second period and multiply 78
second period was followed 41
second period was initiated 54
second phase had scarcely 45
second phase was designed 183
second phase was directed 48
second phase was initiated 208
second phase was intended 49
second phase was launched 111
second phase was observed 85
second place was disputed 49
second place was occupied 178
second point that deserves 136
second point that requires 135
second reason for abandoning 119
second reason for addressing 74
second reason for advocating 95
second reason for american 53
second reason for attempting 70
second reason for challenging 91
second reason for collecting 63
second reason for concluding 95
second reason for conducting 128
second reason for confusion 86
second reason for continuing 109
second reason for describing 62
second reason for developing 177
second reason for discussing 187
second reason for dismissing 54
second reason for evaluating 51
second reason for exercising 41
second reason for hesitating 49
second reason for increased 394
second reason for interest 613
second reason for neglecting 47
second reason for optimism 227
second reason for performing 56
second reason for preferring 602
second reason for presenting 159
second reason for publishing 68
second reason for questioning 350
second reason for rejection 73
second reason for separating 88
second reason for suggesting 173
second reason for supporting 103
second reason for suspecting 136
second reason for withholding 105
second reason that explains 43
second reason that prompted 52
second reason was economic 77
second reason was probably 90
second reason why american 50
second reason why children 48
second reason why interest 40
second reason why students 44
second river that produces 46
second siege and conquest 103
second siege was reserved 70
second sight and prophecy 92
second sight being mentioned 47
second since his elevation 52
second sodom and gomorrah 148
second stage and delivery 59
second stage may continue 44
second stage then involves 52
second stage was designed 84
second stage was initiated 124
second stage was launched 66
second story was entirely 45
second story was intended 68
second story was occupied 165
second strip and multiply 64
second study that compared 97
second study that examined 50
second study that included 50
second study was designed 508
second study was initiated 96
second study was reported 85
second study was therefore 85
second times and referred 163
second verse can describe 49
second woman was handsome 55
second world war american 48
second world war followed 62
second world war produced 171
second world war provided 198
second world war resulted 150
secret black and midnight 121
secret codes and languages 49
secret codes and messages 65
secret danger that threatened 46
secret danger was detected 49
secret doors and passages 115
secret hopes and ambitions 128
secret meeting and resolved 60
secret meeting was convened 59
secret meeting with governor 58
secret moral and religious 64
secret naval and military 62
secret nooks and crannies 230
secret oozed out directly 72
secret panel was probably 146
secret pipes and channels 59
secret plans and purposes 58
secret plans for conquering 45
secret rooms and passages 128
secret signs was invented 49
secret talking and conspiring 40
secret treaty with portugal 55
secret which she believed 51
secret which was intended 107
section about its centroid 151
section after that presents 45
section gives two examples 87
section headings and subheadings 241
section helps you identify 96
section joining two surfaces 159
section lines are intended 67
section lists and explains 49
section makes any provision 131
section rather than circular 50
section shall bear interest 198
section shall not authorize 362
section shall not conflict 49
section shall not derogate 331
section shall not otherwise 119
section shall not preclude 578
section shall not prohibit 946
section shall not restrict 133
section turns its attention 63
section which had remained 77
section which has received 60
section which was designed 48
section which was formerly 54
section which was inserted 62
section which was intended 78
section which was prepared 45
section which was supposed 40
section would not probably 47
sector banks and financial 544
sector banks are required 97
sector costs and benefits 118
sector could not generate 45
sector could not possibly 44
sector goods and services 2652
sector since its inception 69
sector wages and benefits 106
sector wages and salaries 942
sector which has expanded 65
sector which has provided 43
sector which has received 84
sector which has resulted 57
sector which has suffered 59
sector which now accounts 49
sector which was expected 65
secure basis for economic 59
secure basis for morality 42
secure civil and religious 342
secure fully our essential 44
secure funding for programs 50
secure funding for projects 125
secure funds for expansion 170
secure goods and services 501
secure helps and supports 48
secure order and maintain 71
secure place for children 69
secure power and prestige 98
secure rather than insecure 68
secure social and economic 1460
secure social and financial 52
secure state and condition 94
secure vital raw materials 53
secure water for domestic 90
securing civil and religious 97
securing funds for expansion 44
securing goods and services 157
securing lives and property 86
securing social and economic 287
securing title are attached 214
seedling growth and survival 532
seemed alive with business 108
seemed alive with interest 45
seemed alive with movement 60
seemed anything was possible 100
seemed black and hopeless 54
seemed bored and listless 45
seemed bored and restless 56
seemed built for eternity 117
seemed cruel and heartless 66
seemed dazed and confused 283
seemed dreary and deserted 49
seemed dreary and desolate 47
seemed empty and deserted 244
seemed empty and desolate 83
seemed empty and lifeless 91
seemed empty and meaningless 246
seemed every way disposed 43
seemed first and foremost 125
seemed fresh and original 64
seemed fresh and vigorous 49
seemed happy and carefree 132
seemed happy and cheerful 232
seemed happy and friendly 53
seemed happy and relieved 236
seemed headed for disaster 403
seemed healthy and vigorous 66
seemed known and explored 51
seemed lofty and expanded 72
seemed quiet and deserted 112
seemed quiet and reserved 82
seemed quiet and tranquil 58
seemed quiet and withdrawn 119
seemed silly and childish 47
seemed small and delicate 70
seemed small and helpless 56
seemed small and shrunken 42
seemed sound and sensible 49
seemed stiff and lifeless 41
seemed still and lifeless 61
seemed strong and convincing 52
seemed strong and vigorous 115
seemed tired and confused 103
seemed tired and listless 256
seemed tired and strained 85
seemed uneasy and restless 69
seemed unreal and dreamlike 111
seemed unreal and spectral 82
seemed worse than doubtful 102
seized jesus and arrested 101
seized power and arrested 51
seized power and declared 268
seized power and executed 68
seized power and launched 42
seized power and murdered 54
seized power and overthrew 54
seized power and restored 44
seized under any execution 58
seized women and children 106
seldom anything but mischief 61
seldom calls for treatment 64
seldom cause any problems 43
seldom cause any symptoms 40
seldom enjoy any interval 97
seldom known that authority 94
seldom known with accuracy 51
seldom makes any ceremony 52
seldom meets with nowadays 65
seldom shown any interest 41
seldom shows any interest 44
seldom still with superiors 65
seldom trace his movement 42
seldom wanting for commencing 50
select books and articles 52
select books and materials 51
select books for children 289
select books for purchase 46
select cases and controls 127
select cases for analysis 97
select goods and services 284
select group that included 72
select group that includes 41
select items for inclusion 328
select items for purchase 150
select people for promotion 107
select query that displays 353
select query that includes 84
select rather than numerous 300
select sharing and security 250
select sites for military 125
select tools and materials 51
seller breaks his contract 42
seller might not complete 42
seller shall not thereafter 131
seller under this quotation 65
seller until all payments 64
senate could not possibly 69
sensed rather than actually 111
sensed rather than observed 159
senses could not perceive 134
senses could not possibly 97
sensor nodes are deployed 588
sensor nodes are randomly 163
septic shock and multiple 206
septic tanks and cesspits 50
septic tanks and disposal 73
septic tanks and drainage 151
septic tanks and latrines 162
septic tanks and sanitary 55
serene weather are restored 41
series began with sebastian 47
series books for children 60
series field and armature 468
series forms one argument 49
series rather than parallel 218
series since its inception 317
series thereof are entitled 78
series turns are required 47
series which are composed 53
series which are designed 51
series which are infinite 79
series which are intended 53
series which are obtained 67
series which has achieved 44
series which has followed 75
series which has included 56
series which was designed 43
series which was initiated 41
series which was intended 44
serious about doing business 358
serious about her education 51
serious about his business 203
serious about his education 82
serious about his intention 65
serious about his politics 41
serious about his proposal 99
serious about his religious 70
serious about its business 117
serious about its intention 54
serious about our business 44
serious about this business 885
serious about this proposal 66
serious about this situation 52
serious books and articles 101
serious breach had occurred 70
serious breach has occurred 52
serious cares are directed 40
serious cases are admitted 50
serious cases are referred 210
serious cases are reported 62
serious cause for disquiet 139
serious change has occurred 47
serious civil and criminal 392
serious civil war situation 68
serious clash had occurred 45
serious crime and disorder 62
serious crime has increased 92
serious crime has occurred 61
serious danger that threatened 141
serious error has occurred 167
serious ethnic and religious 80
serious event had occurred 55
serious flaws and omissions 41
serious human and economic 50
serious issue that deserves 42
serious issue that requires 44
serious legal and economic 60
serious legal and financial 178
serious local air pollution 46
serious local and systemic 125
serious moral and cultural 52
serious moral and economic 57
serious moral and physical 46
serious moral and religious 239
serious novel was sinclair 115
serious plays and comedies 41
serious poetry and profound 82
serious racial and religious 53
serious rather than humorous 58
serious reason for questioning 57
serious risks are involved 95
serious search for solutions 49
serious signs and symptoms 725
serious social and cultural 364
serious social and economic 5383
serious social and emotional 366
serious social and financial 130
serious social and personal 289
serious social and physical 58
serious social and religious 132
serious split had occurred 53
serious split was developing 120
serious study and analysis 249
serious study and attention 170
serious study and critical 59
serious study and practice 508
serious though not hopeless 94
serious truths and salutary 40
serious urban air pollution 44
sermon which was followed 61
sermon which was reported 51
serous rather than purulent 131
served first and foremost 893
served since its inception 107
served under his direction 84
served under his immediate 114
served under his lordship 48
served under his standard 594
served until his untimely 101
served within six calendar 67
served women and children 61
server sends and receives 65
server sends its response 45
server waits for requests 50
serves first and foremost 607
sesame seeds and cilantro 45
sesame seeds and scallions 128
sesame seeds for sprinkling 51
session after each decennial 46
session shall not continue 48
session times and durations 200
session which was attended 126
session which was convened 67
session which was presided 61
settle civil and criminal 116
settle rather than litigate 271
settle within this province 44
settling tanks are employed 91
settling tanks are provided 112
settling tanks are required 90
seventh grade and continue 59
seventh grade and continuing 76
severe anemia and jaundice 275
severe anemia with elongated 63
severe burns and injuries 85
severe cases are admitted 45
severe cases are referred 72
severe cases are reported 42
severe cases may continue 66
severe cases may progress 114
severe cases not responding 90
severe cases with multiple 67
severe cases with prolonged 41
severe cases with systemic 45
severe civil and criminal 757
severe ethnic and religious 44
severe fines are recorded 63
severe itching and scratching 50
severe labor and exposure 164
severe legal and economic 44
severe legal and financial 52
severe local air pollution 49
severe local and systemic 318
severe moral and physical 45
severe shock and collapse 146
severe shock and vibration 206
severe signs and symptoms 910
severe social and cultural 88
severe social and economic 2763
severe social and emotional 223
severe social and financial 57
severe social and personal 74
severe social and physical 47
severe social and religious 50
severe study had quenched 77
severe though not dangerous 75
severe trials and sufferings 155
severe viral and bacterial 40
sewage which this criminal 47
sewage works for treatment 46
sexist books for children 54
sexist jokes and comments 44
sexual abuse and abduction 202
sexual abuse and addiction 55
sexual abuse and assaults 42
sexual abuse and children 128
sexual abuse and clinical 124
sexual abuse and domestic 878
sexual abuse and economic 49
sexual abuse and emotional 418
sexual abuse and exposure 61
sexual abuse and lifetime 123
sexual abuse and multiple 61
sexual abuse and negative 42
sexual abuse and parental 157
sexual abuse and physical 783
sexual abuse and recovery 46
sexual abuse and severity 77
sexual abuse and sexually 99
sexual abuse and suicidal 48
sexual abuse and therefore 64
sexual abuse and treatment 40
sexual abuse and witnessing 51
sexual abuse are included 47
sexual abuse are probably 49
sexual abuse are reported 367
sexual abuse for children 115
sexual abuse had occurred 512
sexual abuse has affected 68
sexual abuse has happened 66
sexual abuse has increased 172
sexual abuse has occurred 1398
sexual abuse has received 95
sexual abuse has recently 48
sexual abuse has resulted 45
sexual abuse she suffered 284
sexual abuse than children 52
sexual abuse that happened 70
sexual abuse that included 68
sexual abuse that involved 139
sexual abuse that occurred 360
sexual abuse they suffered 119
sexual abuse was reported 210
sexual abuse with children 52
sexual cells are produced 53
sexual drive and activity 144
sexual drive and capacity 97
sexual drive and interest 372
sexual drive and response 55
sexual ethics and morality 47
sexual facts and relations 64
sexual feeling and activity 60
sexual forms are produced 171
sexual growth and activity 45
sexual jokes and comments 127
sexual jokes and innuendo 91
sexual likes and dislikes 1496
sexual mores and behaviors 81
sexual needs and behaviors 51
sexual needs and concerns 149
sexual needs and pleasures 48
sexual needs and problems 99
sexual norms and behaviors 116
sexual parts and functions 118
sexual power and appetite 90
sexual rather than economic 65
sexual rather than emotional 75
sexual rather than maternal 45
sexual rather than physical 41
sexual roles and behaviors 64
sexual roles and functions 42
sexual roles and relations 72
sexual roles are reversed 154
sexual urges and behaviors 42
sexual urges and impulses 42
sexual urges and sexually 576
shades could not seriously 81
shades which are produced 56
shadow trade and industry 120
shadow which had darkened 226
shafts which are parallel 202
shafts which are therefore 40
shafts which had otherwise 69
shaken hands and embraced 92
shaken hands and exchanged 250
shaken hands with everyone 435
shaken hands with hundreds 117
shaken hands with thousands 105
shakes hands with everyone 777
shanty towns and squatter 372
shanty towns and villages 41
shanty towns that surround 169
shaped cells that resemble 93
shaped cells with abundant 170
shaped cells with elongated 379
shaped cells with granular 45
shaped cells with numerous 219
shaped curve that vanished 75
shaped curve was obtained 246
shaped first and foremost 214
shaped forms are observed 41
shaped forms are produced 107
shaped leaves and clusters 455
shaped leaves and delicate 51
shaped leaves and fragrant 92
shaped leaves and greenish 102
shaped leaves are produced 60
shaped leaves with parallel 46
shaped leaves with serrated 95
shaped rather than circular 337
shaped rather than straight 113
shaped rather than triangular 43
shaped social and cultural 46
shaped social and economic 106
shapes appear and disappear 54
shapes which are possible 42
shapes which are produced 64
shared costs and benefits 118
shared danger and hardship 63
shared disks and printers 51
shared ethnic and cultural 125
shared ethnic and religious 57
shared files and printers 680
shared files and programs 49
shared goals and concerns 44
shared goals and purposes 214
shared goods and services 69
shared legal and physical 59
shared likes and dislikes 171
shared meanings and purposes 51
shared moral and cultural 46
shared moral and religious 147
shared norms and patterns 138
shared power and authority 382
shared power but separate 57
shared racial and cultural 76
shared rather than separate 55
shared social and cultural 1351
shared social and economic 522
shared social and religious 140
shared themes and concerns 110
shared vision and personal 46
shared vision and strategy 221
shares which are allotted 48
shares which are entitled 183
shares which are included 42
shares which she obtained 48
shaven crown was concealed 397
shedding blood and destroying 54
sheets which are parallel 45
sheets which are prepared 43
shells which are abundant 53
shells which are commonly 40
shells which are composed 85
shells which are confined 60
shells which are exploded 48
shells which had exploded 53
shifting light and darkness 41
shifting power and authority 46
shifting social and cultural 263
shifting social and economic 518
shifting tides and currents 114
shifting winds and currents 107
shifts which had occurred 79
shipping costs and delivery 108
shipping costs are included 53
shipping could not dislodge 44
shipping lines and airlines 244
shipping lines and railways 125
shipping lines and shippers 42
shipping point for products 102
shiver which this pitiless 118
shocks which are produced 55
shoddy goods and services 178
shooting birds and squabbling 41
shooting stars are produced 43
shooting stars are supposed 140
shooting women and children 1061
shoots quick and straight 139
shoots which are produced 288
shopping goods and services 110
shopping goods and specialty 269
shopping malls and airports 412
shopping malls and business 158
shopping malls and discount 137
shopping malls and downtown 143
shopping malls and highways 48
shopping malls and suburban 222
shopping malls are designed 42
shopping malls than anywhere 55
should above all consider 73
should abuse his authority 42
should admit this evidence 60
should admit two religions 44
should adopt all possible 71
should adopt and continue 47
should adopt and maintain 84
should adopt and practice 126
should adopt this approach 132
should adopt this attitude 166
should adopt this practice 105
should adopt this provision 81
should adopt this strategy 63
should alarm her delicacy 63
should allow all students 49
should allow any authority 68
should allow for accurate 69
should allow for adequate 345
should allow for analysis 40
should allow for complete 92
should allow for expansion 142
should allow for flexible 83
should allow for frequent 74
should allow for immediate 68
should allow for improved 126
should allow for increased 227
should allow for movement 68
should allow for multiple 374
should allow for possible 182
should allow for students 52
should allow for variations 110
should allow her daughter 56
should allow his daughter 137
should allow his personal 43
should allow its citizens 66
should allow our children 92
should alter our judgment 46
should alter things violently 43
should appear and disappear 202
should apply for admission 980
should apply for approval 47
should apply for benefits 69
should apply for exemption 41
should apply for financial 140
should apply for medicare 80
should apply for purposes 159
should apply this doctrine 40
should arise and flourish 52
should arise that requires 133
should audit all accounts 41
should avoid all excesses 111
should avoid all exposure 59
should avoid all flattery 117
should avoid all occasions 106
should avoid all physical 50
should avoid all possible 62
should avoid all relations 292
should avoid any activity 97
should avoid any conflict 107
should avoid any confusion 67
should avoid any exposure 91
should avoid any intention 57
should avoid any intimacy 261
should avoid any physical 53
should avoid any possible 86
should avoid any problems 47
should avoid any situation 113
should avoid any tendency 133
should avoid being dogmatic 87
should avoid being involved 43
should avoid both extremes 102
should avoid doing business 54
should avoid eating uncooked 67
should avoid sun exposure 168
should avoid them whenever 56
should avoid this approach 88
should avoid this exercise 68
should avoid this practice 158
should avoid this situation 121
should avoid two extremes 120
should avoid using negative 41
should await with patience 43
should begin and complete 181
should begin and conclude 58
should begin and continue 213
should begin his analysis 47
should begin his education 123
should begin his practice 73
should begin its sentinel 136
should begin our analysis 87
should begin this exercise 49
should begin with analysis 100
should begin with attempts 45
should begin with attention 79
should begin with capitals 1320
should begin with children 211
should begin with concrete 153
should begin with education 84
should begin with explaining 40
should begin with immediate 121
should begin with moderate 61
should begin with original 68
should begin with physical 117
should begin with practice 46
should begin with problems 57
should begin with questions 204
should begin with rectifying 56
should begin with specific 61
should begin with students 70
should begin with whatever 62
should build and maintain 345
should build our tactical 91
should build our villages 164
should build two churches 44
should carry her dangerous 54
should carry his contempt 88
should carry out detailed 58
should carry out economic 42
should carry out specific 44
should carry out whatever 96
should catch our attention 115
should cause any obstacle 41
should cause any suspicion 92
should cause few problems 178
should cause new elections 43
should change her attitude 53
should change his approach 41
should change his attitude 209
should change his gardener 85
should change his garments 66
should change his intention 59
should change its approach 90
should change its attitude 237
should change its direction 124
should change its emphasis 52
should change its policies 136
should change its strategy 73
should change our approach 53
should change our attitude 165
should change our strategy 44
should change this attitude 43
should change this situation 80
should check any tendency 58
should check for accuracy 42
should check for evidence 47
should check for possible 108
should check for yourself 119
should check its progress 45
should check with colleges 41
should claim and exercise 161
should claim any interest 83
should claim his attention 56
should claim our attention 597
should costs and benefits 41
should count for purposes 44
should cover all controls 69
should cover all elements 74
should cover all essential 68
should cover all expenses 129
should cover all financial 61
should cover all possible 302
should cover all potential 44
should cover all relevant 181
should create and maintain 696
should cross his threshold 43
should crown our banquets 96
should either both continue 41
should either not foreknow 66
should elect one delegate 47
should engage his attention 129
should engage our attention 1009
should enjoy all possible 115
should enjoy and exercise 189
should enjoy his property 54
should enjoy its benefits 94
should enter his dominions 41
should enter his neighbor 46
should enter his presence 62
should equal its marginal 137
should erect and maintain 141
should every new surveyor 48
should exalt our standard 55
should exert all possible 77
should exert his authority 83
should exert its authority 45
should exist and continue 86
should fight for equality 61
should first and foremost 6644
should first ask yourself 226
should first pay attention 116
should first read appendix 51
should focus her attention 72
should focus his attention 706
should focus its attention 1152
should focus its energies 158
should focus our attention 1970
should focus our energies 125
should frame his questions 56
should fully and promptly 289
should gather all possible 59
should goods and services 171
should greet our husbands 43
should grind all unheeded 54
should guard and preserve 41
should guard with firmness 68
should guide all decisions 55
should guide and regulate 79
should guide our approach 60
should guide our decisions 149
should guide our judgment 84
should guide our policies 124
should guide our practice 68
should guide our selection 45
should incur any suspicion 85
should issue all military 45
should judge for yourself 269
should limit his endeavors 96
should limit his selection 42
should limit its activity 94
should limit our attention 45
should lodge his carriages 63
should marry and multiply 100
should marry her daughter 359
should marry his daughter 1911
should marry his maternal 85
should marry his mistress 106
should marry with strangers 42
should merge our identity 42
should merit our attention 59
should merit that sentence 72
should moral and religious 54
should never act contrary 73
should never ask questions 224
should never get anywhere 261
should never get involved 787
should never hear isabella 133
should never let yourself 129
should never mix business 49
should never pay attention 113
should never put yourself 68
should never see daylight 101
should never sit anywhere 90
should never use physical 78
should occur with relative 51
should offer all possible 64
should offer her services 62
should offer his assertion 41
should offer his daughter 76
