sacral canal contains the 98
scheme which requires an 42
scheme which requires the 137
scheme which resulted in 925
scheme which threatened the 46
scheme which threatened to 124
scheme which utilizes the 61
scheme would collapse if 45
scheme would continue to 119
scheme would obviously be 59
scheme would probably be 423
scheme would therefore be 126
schism which followed the 237
schism which occurred in 118
schism which resulted in 145
schism which threatened to 105
school above referred to 78
school adult education in 186
school after completing the 891
school allow students to 93
school began operation in 78
school board accepted the 143
school board appoints the 73
school board approval of 91
school board approved the 376
school board approves the 74
school board attempts to 62
school board authority in 47
school board authority to 153
school board chairman in 44
school board composed of 347
school board concerning the 123
school board consisting of 271
school board consists of 561
school board decisions on 46
school board decisions to 92
school board declined to 138
school board elections as 139
school board elections in 826
school board elections is 110
school board elections of 171
school board elections or 183
school board elections the 40
school board elections to 194
school board intended to 194
school board objected to 87
school board officials in 77
school board officials to 126
school board policies in 93
school board policies on 92
school board policies or 61
school board policies to 50
school board politics in 46
school board positions in 51
school board promised to 103
school board proposed to 80
school board provided the 57
school board pursuant to 99
school board rejected the 232
school board requires the 57
school board threatened to 62
school calls attention to 46
school class attended by 41
school class composed of 117
school could continue to 151
school could possibly be 84
school could probably be 50
school could scarcely be 52
school either despises or 78
school either directly or 50
school feeding programs in 274
school feeding programs to 44
school fully prepared to 41
school funds provided by 155
school girls enrolled in 121
school girls involved in 43
school gives evidence of 48
school grade attained by 64
school grade averages of 124
school helps children to 61
school helps students to 52
school learning consists of 40
school level education in 61
school level education is 121
school lunch programs as 123
school lunch programs by 54
school lunch programs in 911
school lunch programs is 64
school lunch programs or 116
school lunch programs to 299
school makes possible the 50
school marks obtained by 50
school might actually be 41
school music education in 169
school music programs in 227
school never occurred to 41
school nursing services by 69
school order designed to 144
school plant consists of 100
school serving students in 50
school setting provides an 131
school shall continue to 92
school shall hereafter be 43
school staff consists of 196
school staff involved in 255
school stuff compared to 173
school teaching positions in 195
school under direction of 71
school until eighteen or 55
school where children of 257
school where education is 106
school where emphasis is 50
school where everyone is 185
school where football is 95
school where hundreds of 89
school where students of 88
school which accepted the 63
school which attempts to 304
school which believed in 549
school which believes in 286
school which combined the 54
school which combines the 52
school which consists of 78
school which delights in 52
school which followed the 138
school which happened to 60
school which included the 98
school which includes the 73
school which occupied the 58
school which occupies the 45
school which operates on 62
school which preceded it 64
school which preceded the 60
school which prepared the 48
school which pretends to 85
school which produced it 52
school which produced the 239
school which proposes to 41
school which provided the 136
school which provides an 57
school which provides the 141
school which received the 58
school which receives the 59
school which reflects the 59
school which regarded the 75
school which resulted in 139
school which stressed the 92
school which stresses the 83
school which supplied the 52
school while attempting to 47
school while continuing to 213
school would continue to 439
school would normally be 41
school would obviously be 43
school would probably be 464
school would strengthen the 41
school would therefore be 74
sciatic nerve attached to 49
sciatic nerve consists of 81
sciatic nerve proximal to 66
sciatic nerve resulted in 45
sciatic nerve supplies the 249
scores after exposure to 57
scores which indicate the 88
scores would indicate the 67
scores would probably be 166
scouting party composed of 103
scouting party consisting of 80
scouting party returned to 330
scouts might overlook the 54
screen image produced by 89
screen space occupied by 106
screen which concealed the 182
screen which consists of 187
screen which contains the 89
screen which converts the 71
screen which displays the 169
screen which enclosed the 60
screen which encloses the 100
screen which obscures the 45
screen which prevents the 123
screen which prevents us 44
screen which protects the 88
screen which receives the 195
screen which rendered the 105
screen which shielded the 80
screen which supports the 76
screen would probably be 73
screws which fastened the 54
screws which regulate the 63
scribe lines parallel to 108
scribing lines parallel to 53
script which contains the 46
scroll which contains the 123
searching party returned to 41
second action involves the 45
second action potential in 60
second action potential is 156
second action potential to 57
second after initiation of 55
second after midnight on 162
second array contains the 47
second basic approach is 125
second basic approach to 295
second basic category of 166
second basic condition of 46
second basic dimension of 75
second basic ingredient of 70
second basic objection to 45
second basic property of 72
second basic strategy is 75
second black american to 67
second block consists of 99
second block contains the 83
second blood specimen is 59
second broad approach is 66
second broad approach to 201
second broad category is 164
second broad category of 1587
second calls attention to 149
second caste consists of 93
second cause assigned is 64
second cause referred to 54
second caveat concerns the 396
second chain consists of 53
second change concerns the 255
second change consists in 46
second change effected by 99
second change involved the 168
second change involves the 177
second change occurred in 143
second chief minister of 56
second claim concerns the 75
second class carriages as 238
second class carriages on 85
second class citizens as 154
second class citizens at 60
second class citizens by 284
second class citizens in 1992
second class citizens is 62
second class citizens of 396
second class citizens on 61
second class citizens or 179
second class citizens to 74
second class composed of 46
second class concerns the 43
second class consisting of 184
second class consists in 49
second class consists of 8893
second class contains the 410
second class embraces the 171
second class included the 117
second class includes the 896
second class involves the 44
second class mentioned in 61
second class referred to 92
second class treatment of 41
second cycle consists of 105
second danger inherent in 91
second doubt concerns the 59
second draws attention to 347
second either possible or 102
second entry contains the 60
second error assigned is 69
second error concerns the 44
second error consists in 161
second essay attempts to 63
second essay examines the 108
second event happened in 40
second event involved the 70
second event occurred at 56
second event occurred in 339
second event occurred on 115
second event referred to 60
second facet concerns the 41
second field consists of 73
second field contains an 44
second field contains the 362
second finding concerns the 118
second floor adjacent to 64
second floor consisting of 72
second floor consists of 339
second floor contains an 105
second floor contains the 703
second floor corridor of 80
second floor includes the 67
second floor occupied by 82
second floor opposite the 42
second grade children at 50
second grade children in 345
second grade children of 101
second grade children to 136
second grade consists of 82
second grade students at 50
second grade students in 186
second grade students to 70
second group attacked the 45
second group attempts to 96
second group believes in 41
second group composed of 225
second group comprising the 97
second group concerns the 213
second group consisting of 804
second group consists of 14180
second group containing the 59
second group contains the 1076
second group embraces the 159
second group followed the 93
second group included the 474
second group includes the 2920
second group involved in 75
second group involves the 124
second group listened to 59
second group mentioned in 45
second group observed the 98
second group operates as 54
second group received an 143
second group received no 172
second group received the 693
second group receives the 112
second group referred to 126
second group remained in 63
second group returned to 67
second group stresses the 40
second issue centered on 43
second issue concerning the 350
second issue concerns the 5738
second issue examined in 53
second issue involved in 150
second issue involved the 312
second issue involves the 1019
second issue pertaining to 85
second issue pertains to 447
second issue referred to 70
second issue relevant to 123
second known instance of 49
second known specimen of 59
second large category of 303
second large contingent of 47
second layer composed of 79
second layer consisting of 163
second layer consists of 1034
second layer contains the 168
second layer includes the 83
second legal standard of 54
second level concerns the 395
second level consisting of 78
second level consists in 52
second level consists of 1257
second level contains the 221
second level education in 82
second level includes the 197
second level involves the 367
second level pertains to 64
second lower premolar is 95
second major activity in 105
second major activity is 70
second major activity of 222
second major approach in 46
second major approach is 192
second major approach to 1227
second major argument in 119
second major argument is 111
second major argument of 137
second major campaign in 46
second major campaign of 68
second major category in 124
second major category is 336
second major category of 4144
second major challenge in 124
second major challenge is 351
second major challenge of 92
second major challenge to 532
second major conflict in 73
second major conflict of 56
second major criterion is 55
second major criterion of 73
second major critique of 102
second major dimension in 44
second major dimension is 81
second major dimension of 607
second major direction of 82
second major drawback is 90
second major drawback of 177
second major drawback to 117
second major emphasis in 119
second major emphasis is 59
second major emphasis of 122
second major employer of 43
second major exception is 49
second major exception to 195
second major expansion of 134
second major extension of 82
second major industry in 41
second major ingredient in 86
second major ingredient of 97
second major instance of 111
second major interest in 71
second major interest is 47
second major interest of 83
second major landmark in 50
second major movement in 78
second major movement of 150
second major objection is 125
second major objection to 681
second major obstacle in 72
second major obstacle is 173
second major obstacle to 617
second major producer of 64
second major property of 97
second major provision of 183
second major response to 124
second major stimulus to 47
second major strategy is 87
second major strategy of 80
second major supplier of 61
second major tendency in 58
second major tendency of 49
second major tradition in 67
second major tradition of 78
second meeting followed in 41
second meeting occurred in 85
second meeting occurred on 60
second meeting recalled the 67
second meeting resulted in 103
second method attempts to 176
second method compares the 57
second method computes the 53
second method concerns the 43
second method consists in 2285
second method consists of 1773
second method depended on 43
second method designed to 49
second method employed by 215
second method employed in 104
second method employed is 41
second method employed to 95
second method includes the 56
second method increases the 53
second method involved the 323
second method involves an 114
second method involves the 1739
second method mentioned in 67
second method proposed by 146
second method provides an 42
second method provides the 45
second method referred to 121
second method required the 40
second method requires an 101
second method requires no 44
second method requires the 470
second method utilized the 42
second method utilizes the 241
second model attempts to 61
second model consists of 149
second model examines the 70
second model includes the 98
second model involves the 102
second model proposed by 102
second model stresses the 52
second modem converts the 47
second option consists in 57
second option consists of 102
second option involves the 125
second option requires the 87
second order accuracy in 506
second order accuracy is 114
second order accuracy of 136
second order accurate in 574
second order analysis of 174
second order branches of 53
second order compared to 137
second order condition is 665
second order condition of 131
second order consists of 235
second order contains the 45
second order equations in 104
second order equations of 171
second order equations to 43
second order expansion in 60
second order expansion of 189
second order extension of 76
second order includes the 44
second order kinetics in 73
second order kinetics is 59
second order kinetics of 66
second order neurones in 124
second order neurones of 59
second order property of 58
second order relative to 148
second order spectrum is 95
second order spectrum of 117
second panel consists of 63
second panel contains the 60
second panel displays the 51
second panel presents the 46
second paper consists of 44
second paper contains the 50
second paper examines the 60
second paper referred to 100
second party consisting of 83
second party consists of 53
second party involved in 50
second pause followed by 49
second period compared to 136
second period consists of 168
second period embraces the 237
second period followed the 84
second period included the 115
second period includes the 343
second period involves the 44
second period occurred in 45
second period referred to 47
second period reflects the 54
second period relative to 109
second phase attempts to 44
second phase computes the 45
second phase concerns the 162
second phase consisting of 234
second phase consists in 269
second phase consists of 1653
second phase followed the 87
second phase included the 166
second phase includes the 226
second phase involved an 59
second phase involved the 538
second phase involves an 73
second phase involves the 892
second phase occurred at 42
second phase occurred in 151
second phase provides the 40
second phase reflects the 54
second phase requires the 80
second phase resulted in 101
second piece consists of 66
second place compared to 89
second place finisher in 90
second place finishes in 104
second place followed by 102
second plane parallel to 131
second plate parallel to 77
second point concerning the 490
second point concerns an 54
second point concerns the 7111
second point consists in 87
second point involved in 81
second point involves the 440
second point mentioned by 96
second point mentioned in 88
second point pertaining to 44
second point pertains to 252
second point referred to 295
second point reflects the 40
second point relative to 91
second point relevant to 65
second point stressed by 68
second power consists in 87
second prime minister in 123
second prime minister of 869
second prize entitled the 43
second psalm contains the 46
second query concerns the 41
second ranking democrat on 132
second reason advanced by 254
second reason advanced in 40
second reason advanced is 56
second reason assigned by 133
second reason assigned is 52
second reason concerns the 926
second reason consists in 71
second reason involved the 56
second reason involves the 332
second reason pertains to 151
second reason referred to 49
second reason reflects the 52
second reason supporting the 62
second reason therefore is 41
second reason underlying the 71
second region consists of 171
second region contains the 56
second region includes the 62
second route consists of 40
second route followed the 71
second route involves the 87
second royal governor of 43
second scene consists of 69
second scene informed the 48
second scene presents the 49
second sense referred to 75
second shell exploded in 82
second shell exploded the 42
second shift occurred in 68
second shout smothered it 48
second sight explains the 116
second sound followed by 58
second split occurred in 67
second stage attempts to 56
second stage concerns the 238
second stage consisting of 229
second stage consists in 975
second stage consists of 2918
second stage contains the 67
second stage embraces the 83
second stage examines the 52
second stage expansion of 48
second stage followed the 56
second stage included the 96
second stage includes the 299
second stage involved the 628
second stage involves an 154
second stage involves the 1901
second stage occurred in 92
second stage operates at 40
second stage performs the 44
second stage presents the 40
second stage provides the 93
second stage referred to 94
second stage reflects the 49
second stage required the 67
second stage requires the 189
second stage resulted in 58
second stone overtake the 51
second story concerns an 43
second story concerns the 170
second story consists of 148
second story contains the 151
second story involves the 70
second story occupied by 41
second story overhanging the 94
second story overhangs the 68
second stream consists of 75
second study assessed the 86
second study compared the 208
second study concerning the 41
second study concerns the 100
second study designed to 99
second study examined the 519
second study examines the 155
second study explored the 106
second study extended the 40
second study involved the 102
second study involves the 47
second study referred to 56
second study reported by 264
second study reported in 220
second syringe containing the 48
second table compares the 44
second table consists of 49
second table containing the 41
second table contains the 296
second table presents the 134
second table provides the 103
second terms describe the 58
second thesis concerns the 64
second topic concerns the 385
second topic involves the 40
second trend concerns the 170
second trend involves the 126
second upper premolar is 121
second urine specimen is 50
second visit occurred in 105
second voice answered the 42
second voice imitates the 54
second warning concerns the 91
second water molecule is 86
second wedding ceremony in 51
second which contains the 103
second which involves the 48
second woman admitted to 69
second woman governor in 45
second world alongside the 158
second world consists of 48
second world exporter of 48
second world producer of 89
second worry concerns the 52
second worst disaster in 83
second would comprise the 41
second would probably be 181
second would therefore be 142
second zonal harmonic of 63
secret agent assigned to 47
secret agent employed by 86
secret bombing campaign in 66
secret could possibly be 97
secret meeting attended by 275
secret order authorizing the 45
secret order summoned the 76
secret power bestowed by 59
secret which explains the 82
secret which involved the 67
secret words whispering in 40
section above referred to 534
section after completing the 47
section allow students to 42
section below examines the 150
section below explains the 52
section below outlines the 49
section calls attention to 212
section could possibly be 50
section could probably be 46
section could therefore be 42
section draws attention to 505
section first analyzes the 54
section first examines the 368
section first explains the 159
section first explores the 120
section first outlines the 135
section first presents an 62
section first presents the 440
section first provides an 225
section focus attention on 53
section gives attention to 66
section gives authority to 76
section gives evidence of 55
section gives examples of 728
section gives guidance on 63
section gives students the 46
section lines parallel to 121
section makes explicit the 82
section might properly be 41
section might therefore be 42
section nearly parallel to 58
section often referred to 51
section plane parallel to 177
section running parallel to 148
section shall authorize or 62
section shall authorize the 1239
section shall commence on 555
section shall commence to 62
section shall continue in 1725
section shall continue to 885
section shall describe the 136
section shall diminish or 197
section shall diminish the 70
section shall identify the 152
section shall indicate the 70
section shall negotiate in 107
section shall preclude an 132
section shall preclude or 70
section shall preclude the 798
section shall prohibit an 205
section shall prohibit or 94
section shall prohibit the 1018
section shall restrict the 471
section shall thereafter be 75
section shall thereupon be 76
section showing formation of 122
section showing relations of 381
section shows evidence of 110
section shows examples of 449
section taken parallel to 420
section turns attention to 61
section which analyzes the 52
section which attempts to 183
section which concerns the 69
section which concerns us 45
section which connects the 64
section which consists of 482
section which contains an 49
section which contains the 1038
section which controls the 71
section which embraces the 57
section which empowers the 113
section which examines the 213
section which explains the 156
section which explores the 68
section which extended the 42
section which followed the 50
section which included the 234
section which includes an 74
section which includes the 677
section which involves the 41
section which occupies the 40
section which outlines the 114
section which overlaps the 55
section which pertains to 80
section which portrays the 42
section which precedes it 72
section which precedes the 175
section which presents the 142
section which prevents the 48
section which produces the 77
section which provided the 51
section which provides an 55
section which provides the 143
section which purports to 197
section which receives the 51
section which recounts the 42
section which referred to 71
section which remained in 41
section which required the 74
section which requires the 200
section which restores to 43
section which resulted in 87
section which suggests the 77
section which supplies the 48
section which supports the 80
section while discussing the 51
section whose thickness is 44
section would continue to 97
section would describe the 74
section would normally be 125
section would otherwise be 75
section would probably be 285
section would therefore be 206
sector alone amounted to 65
sector banks amounted to 43
sector could continue to 92
sector either directly or 87
sector firms involved in 99
sector grows relative to 42
sector labor relations in 396
sector labor relations is 249
sector model consisting of 114
sector steel industry in 129
sector wages relative to 45
sector which amounted to 44
sector which consists of 239
sector which contains the 84
sector which controls the 63
sector which included the 117
sector which includes the 285
sector which produces the 125
sector which provided the 96
sector which provides the 189
sector which resulted in 150
sector which supplies the 45
sector which supports the 46
sector while attempting to 40
sector while continuing to 42
sector would continue to 637
sector would probably be 128
sector would therefore be 58
secure ample supplies of 210
secure close attention to 41
secure court approval of 127
secure equal treatment in 86
secure equal treatment of 117
secure equal treatment to 92
secure final approval of 58
secure footing afforded by 66
secure fresh supplies of 126
secure large supplies of 101
secure legal services on 74
secure money borrowed by 44
secure papal approval of 100
secure racial equality in 54
secure rapid progress in 41
secure royal approval of 108
secure teaching positions in 105
secure voter approval of 96
securing ample supplies of 63
securing court approval of 63
securing equal suffrage to 156
securing equal treatment in 56
securing large supplies of 43
securing money borrowed by 51
seduce either soldiers or 108
seedling growth response to 45
seemed again deserted by 121
seemed again disposed to 42
seemed again inclined to 41
seemed aimed directly at 183
seemed aimed straight at 49
seemed alike tenacious of 42
seemed ample evidence of 46
seemed drawing speedily to 68
seemed easily consoled by 54
seemed every prospect of 1355
seemed fully absorbed by 42
seemed fully absorbed in 60
seemed fully adequate to 56
seemed fully conscious of 305
seemed fully disposed to 46
seemed fully engrossed by 46
seemed fully occupied in 69
seemed fully prepared to 303
seemed fully resolved to 100
seemed fully restored to 57
seemed fully sensible of 251
seemed light compared to 46
seemed minor compared to 350
seemed never destined to 72
seemed never disposed to 44
seemed oddly oblivious to 44
seemed petty compared to 52
seemed proof positive of 100
seemed proof positive to 41
seemed quite absorbed by 51
seemed quite absorbed in 414
seemed quite adequate in 42
seemed quite adequate to 168
seemed quite affected by 75
seemed quite agreeable to 107
seemed quite amenable to 64
seemed quite apparent to 83
seemed quite attached to 80
seemed quite beautiful to 57
seemed quite cheerful as 106
seemed quite cheerful at 54
seemed quite conscious of 233
seemed quite contrary to 142
seemed quite convincing to 58
seemed quite desirous of 56
seemed quite disposed to 357
seemed quite engrossed in 42
seemed quite essential to 43
seemed quite friendly to 46
seemed quite hopeless to 152
seemed quite ignorant of 235
seemed quite impudent in 74
seemed quite inclined to 184
seemed quite innocent of 119
seemed quite innocent to 83
seemed quite oblivious of 614
seemed quite oblivious to 541
seemed quite offended by 47
seemed quite ordinary to 115
seemed quite overcome at 66
seemed quite overcome by 299
seemed quite possible at 63
seemed quite possible in 72
seemed quite possible to 583
seemed quite prepared to 894
seemed quite probable to 75
seemed quite reckless in 97
seemed quite rejoiced at 44
seemed quite relevant to 45
seemed quite relieved at 71
seemed quite relieved to 154
seemed quite resigned to 357
seemed quite sensible of 41
seemed quite sensible to 92
seemed quite startled by 46
seemed quite suddenly to 219
seemed quite suitable to 95
seemed quite unafraid of 69
seemed quite unawares to 42
seemed quite unlikely to 62
seemed rather addicted to 55
seemed rather backward to 44
seemed rather confused at 103
seemed rather dangerous to 43
seemed rather desirous of 105
seemed rather desirous to 165
seemed rather disposed to 743
seemed rather doubtful as 41
seemed rather hopeless to 47
seemed rather inclined to 1508
seemed rather intended to 159
seemed rather offended at 41
seemed rather relieved at 77
seemed rather relieved to 76
seemed rather startled at 75
seemed rather startled by 41
seemed rather surprising to 156
seemed really desirous of 144
seemed small compared to 479
seemed small prospect of 130
seemed still directed to 44
seemed still disposed to 89
seemed still inclined to 126
seemed still overawed by 78
seemed still possible to 88
seemed still resolute to 109
seemed strings wherewith to 40
seemed until recently to 269
seemed utter nonsense to 42
seized every interval of 64
seized large supplies of 76
seized under authority of 88
seized under execution or 62
seized under suspicion of 48
seized while attempting to 116
seldom acted contrary to 100
seldom apply directly to 46
seldom asked questions in 41
seldom calls attention to 96
seldom cause problems in 54
seldom draws attention to 44
seldom either possible or 41
seldom either powerful or 41
seldom feels inclined to 41
seldom found attached to 78
seldom found combined in 153
seldom fully conscious of 90
seldom looks directly at 43
seldom refer directly to 58
seldom spoke directly of 59
seldom spoke directly to 119
seldom taken seriously as 105
seldom taken seriously by 312
seldom taken seriously in 86
select class consisting of 48
select group composed of 47
select group consisting of 145
select lethal injection or 169
select party nominees in 217
select print directly to 47
select which elements of 141
select which elements to 90
select which messages to 145
select which variables to 109
seller would continue to 97
seller would probably be 42
selves often despairing of 42
selves would converse in 114
senate shall exercise the 114
senate still presumed to 136
senses could covenant to 42
senses could possibly be 48
senses either directly or 88
senses often reverses the 47
sensor array consisting of 202
sensor array consists of 188
sensor nodes deployed in 146
sensor which consists of 86
sensor which monitors the 49
sensor which responds to 320
septic tanks followed by 42
sequel rather suggests it 47
series above referred to 183
series draws attention to 44
series major problems in 134
series makes possible the 51
series model selection in 83
series motor operates at 79
series running parallel to 69
series turns required to 77
series which attempts to 83
series which comprise the 64
series which consists of 377
series which contains the 227
series which converge to 55
series which describe the 59
series which examines the 50
series which followed the 57
series which included the 110
series which includes the 587
series which occupies the 42
series which occurred in 47
series which overlies the 47
series which preceded it 58
series which presents the 152
series which promises to 136
series which provides an 69
series which provides the 59
series which reflects the 47
series which resulted in 55
series winding consists of 84
series would continue to 58
series would probably be 105
series would therefore be 54
serious about addressing the 272
serious about attempting to 76
serious about challenging the 46
serious about collecting the 50
serious about completing the 48
serious about continuing the 54
serious about continuing to 40
serious about developing an 81
serious about developing the 139
serious about equality of 66
serious about fulfilling the 68
serious about overcoming the 42
serious about preserving the 124
serious about preventing the 67
serious about protecting the 319
serious about purchasing the 62
serious about responding to 85
serious about succeeding in 109
serious about supporting the 87
serious about whatever he 80
serious about whatever it 46
serious armed conflict in 56
serious blame incurred on 58
serious breach occurred in 94
serious civil disorder in 68
serious clash occurred at 69
serious clash occurred in 167
serious clash occurred on 59
serious crime problems in 91
serious danger inherent in 161
serious danger involved in 152
serious danger threatened the 246
serious defeat suffered by 141
serious doubt concerning the 587
serious doubt respecting the 59
serious drama possible to 47
serious error involved in 98
serious error respecting the 42
serious event occurred in 50
serious evils incident to 88
serious evils inherent in 67
serious fires occurred in 47
serious flaws inherent in 59
serious flood occurred in 63
serious grain shortage in 75
serious housing problems in 77
serious housing shortage in 329
serious indian troubles in 64
serious issue concerning the 73
serious issue concerns the 84
serious labor disputes in 75
serious labor problems in 90
serious labor shortage in 324
serious labor troubles in 120
serious lasting mistakes in 89
serious learning problems in 80
serious legal challenge to 122
serious legal objection to 40
serious legal obstacle to 56
serious legal problems in 86
serious moral conflict is 68
serious moral objection to 101
serious moral problems in 78
serious moral problems of 66
serious motor accident in 60
serious power shortage in 80
serious racial conflict in 54
serious racial problems in 134
serious rebel activity at 77
serious risks attached to 78
serious risks incurred by 40
serious risks inherent in 95
serious risks involved in 408
serious sayings darkened to 41
serious social conflict in 50
serious social problems as 350
serious social problems at 52
serious social problems by 77
serious social problems if 40
serious social problems in 1266
serious social problems is 76
serious social problems of 746
serious social problems on 58
serious social problems or 55
serious social problems to 122
serious split occurred in 156
serious truths conveyed in 66
serious urban problems of 50
serious viral infection of 52
serious walks probably he 77
serious water pollution in 54
serious water problems in 51
serious water shortage in 205
serious world shortage of 98
serious wound received at 61
serious wound received by 46
serious wound received in 125
sermon above referred to 132
sermon which contains the 53
sermon which followed it 43
sermon which followed the 73
sermon which preceded the 71
sermon which referred to 55
sermon which resulted in 47
serous fluid collects in 45
serous fluid secreted by 100
served either directly or 68
served george washington as 63
served queen elizabeth as 47
served queen elizabeth in 61
served under articles of 94
served under braddock in 57
served under burgoyne in 81
served under cromwell at 84
served under cromwell in 120
served under elizabeth by 67
served under farragut in 64
served under frederic the 46
served under harrison in 61
served under johnston in 43
served under macarthur in 56
served under montcalm in 70
served under sheridan in 71
served under tiberius in 88
served under washington as 90
served under washington at 165
served under washington in 518
served under wellington at 77
served under wellington in 544
served until december of 63
served until november of 46
served until recently as 718
served until replaced by 64
served vital functions in 44
server sends messages to 51
server stops responding to 48
server which contains the 64
session brief counseling in 53
session group treatment of 95
session layer provides the 153
session shall commence at 52
session shall commence on 150
session which achieved the 57
session which convened in 122
session which convened on 100
session which followed the 349
session which included the 56
session which preceded the 178
session which produced the 63
session which resulted in 112
session would probably be 133
settings where exposure to 88
settings would probably be 46
settle labor disputes by 180
settle labor disputes in 254
settle large colonies in 43
settle legal disputes in 57
settle local disputes in 41
settle minor disputes in 47
settle trade disputes by 51
settle vexed questions of 61
settling labor disputes by 404
settling labor disputes in 210
settling labor disputes is 85
settling legal disputes in 61
settling party concerning the 136
settling trade disputes by 46
settling trade disputes in 75
seventh caste consists of 70
seventh chord consists of 104
seventh chord followed by 66
seventh chord resolves to 49
seventh class consists of 101
seventh grade children in 121
seventh grade students at 103
seventh grade students in 456
seventh grade students to 135
seventh group consists of 81
seventh prime minister of 72
severe brain injuries in 128
severe burning sensation in 291
severe burning sensation of 58
severe cases consists of 93
severe cases delirium is 92
severe cases followed by 50
severe cases necrosis of 59
severe cases operation is 62
severe cases progress to 52
