sacks containing money to 41
seems entirely right to 45
seems entirely within the 93
seems entirely worthy of 77
seems everyone wants to 227
seems inclined rather to 52
seems intended rather to 90
seems partially aware of 49
seems possible after the 42
seems possible based on 46
seems possible given the 70
seems possible since the 77
seems possible today to 58
seems possible under the 170
seems possible within the 141
seems probable given the 45
seems probable since the 72
seems probable under the 49
seems resolved never to 62
seems scarcely aware of 156
seems scarcely known to 44
seems scarcely right to 51
seems scarcely worthy of 288
seems scarcely worthy to 55
seems sensible given the 53
seems singularly lacking in 257
seems somewhat alien to 72
seems somewhat easier to 105
seems somewhat harsh to 71
seems somewhat lacking in 266
seems somewhat naive in 48
seems somewhat naive to 97
seems somewhat risky to 54
seems specially liable to 82
seems specially worthy of 51
seems strangely blind to 41
seems strangely lacking in 124
seems strikingly close to 52
seems strongest where the 93
seems surprising given the 196
seems surprising since it 47
seems surprising since the 105
seems therefore reason to 74
seems traceable rather to 41
seems unlikely based on 150
seems unlikely given the 1583
seems unlikely since he 107
seems unlikely since in 49
seems unlikely since it 290
seems unlikely since no 77
seems unlikely since the 1223
seems unlikely since we 46
seems unlikely under the 99
seems unlikely within the 49
seize absolute power in 102
seize american ships in 65
seize american ships on 49
seize property owned by 88
seize property which is 75
seizing american ships in 83
seizing american ships on 47
seizing positions where the 63
seizing property liable to 74
seizing property under the 62
selling american author of 46
selling american goods in 62
selling american goods to 43
selling american novel of 121
selling business books of 178
selling captives taken in 46
selling computer books in 1546
selling consumer goods at 49
selling consumer goods in 219
selling consumer goods on 98
selling consumer goods or 133
selling consumer goods to 449
selling decisions based on 119
selling electric power in 43
selling electric power to 105
selling expenses could be 49
selling expenses would be 315
selling finished goods in 60
selling finished goods to 69
selling imported goods at 56
selling imported goods in 93
selling imported goods to 82
selling personal selling is 161
selling products based on 187
selling products under the 47
selling property owned by 118
selling yourself short if 52
sells consumer goods to 66
sells dividend stock he 105
sells electric power to 93
sells property which he 74
sending delicious waves of 74
sending educated youths to 218
sending innocent people to 166
sending messages about the 279
sending messages within the 40
sending military units to 58
sending personal notes to 61
sends interest rates up 45
sends messages about the 135
senior academic posts in 71
senior academic staff in 67
senior academic staff of 55
senior accounting major at 56
senior alderman below the 92
senior associate judge of 92
senior citizens about the 105
senior citizens could be 86
senior citizens lived in 46
senior citizens might be 81
senior citizens under the 45
senior citizens within the 48
senior citizens would be 246
senior district judge of 63
senior editorial staff of 92
senior employee shall be 54
senior managers about the 282
senior managers appear to 51
senior managers aware of 50
senior managers began to 106
senior managers begin to 45
senior managers could be 75
senior managers might be 58
senior managers within the 645
senior managers working in 144
senior managers would be 152
senior military leader in 57
senior officers about the 208
senior officers above the 62
senior officers after the 62
senior officers appear to 60
senior officers began to 231
senior officers close to 46
senior officers could be 164
senior officers found it 49
senior officers headed by 55
senior officers known as 48
senior officers loyal to 68
senior officers might be 66
senior officers serving in 91
senior officers tried to 175
senior officers under the 137
senior officers within the 346
senior officers working in 61
senior officers would be 433
senior officials about the 99
senior officials began to 115
senior officials close to 52
senior officials could be 65
senior officials headed by 43
senior officials meeting in 58
senior officials might be 41
senior officials shall be 53
senior officials tried to 52
senior officials under the 95
senior officials within the 619
senior officials working in 137
senior officials would be 145
senior positions under the 48
senior positions within the 1212
senior positions would be 47
senior security shall be 47
senior security which is 281
senior security would be 63
senior students would be 51
sense approach based on 44
sense approach would be 192
sense commonly given to 171
sense concealed under the 43
sense deprived women of 90
sense disagree about the 52
sense falstaff could be 43
sense included within the 47
sense injurious either to 53
sense mentioned above is 62
sense outlined above is 54
sense questions about the 44
serial nonsense lists as 57
serial reversal learning in 109
serum antibody titer in 41
serum antibody titer is 97
serum antibody titer of 96
serum antibody titer to 359
serum carotene level is 93
serum chloride level is 125
serum cortisol level in 48
serum cortisol level is 237
serum cortisol level of 71
serum globulin level is 75
serum globulin which is 93
serum obtained after the 68
serum proteins appear to 40
serum proteins could be 265
serum proteins found in 188
serum proteins known as 237
serum proteins which is 91
serum sickness which is 47
serve anywhere within the 66
serve critical roles in 71
serve customer needs in 45
serve directly under the 526
serve eighteen months in 209
serve essential roles in 63
serve multiple roles in 125
serve multiple types of 97
serve specific needs in 41
serve specific needs of 285
serve specific types of 74
serving directly under the 675
serving eighteen months in 185
serving eighteen months of 78
serving fourteen months in 41
serving specific types of 41
setting entirely aside the 81
setting interest rates at 130
setting interest rates in 357
setting interest rates is 62
setting interest rates on 207
setting interest rates or 45
setting interest rates to 177
setting realistic goals in 94
setting realistic goals is 100
setting realistic goals to 84
setting seriously about the 86
setting slightly above the 167
setting specific goals in 50
setting specific goals is 53
setting specific goals to 62
seven articles about the 65
seven articles under the 65
seven cardinal rules of 76
seven chapters cover the 109
seven chapters focus on 110
seven children growing up 161
seven children lived in 428
seven children lived to 46
seven children moved to 94
seven children still at 64
seven children under the 431
seven children would be 106
seven christian youths of 61
seven churches named in 42
seven churches within the 54
seven circuits about it 51
seven circuits round it 73
seven circuits round the 337
seven corporal works of 499
seven counties within the 41
seven dissenting votes in 121
seven distinct forms of 338
seven distinct kinds of 407
seven distinct lines of 397
seven distinct modes of 47
seven distinct steps in 87
seven distinct types of 1325
seven distinct works of 54
seven divisions under the 61
seven divisions within the 60
seven divisions would be 85
seven essential steps in 57
seven families lived in 41
seven languages which he 75
seven marriages ended in 54
seven nautical miles to 44
seven parallel lines of 111
seven parishes within the 291
seven possible forms of 72
seven possible kinds of 44
seven possible types of 307
seven precepts given to 79
seven quarters after the 43
seven questions about the 250
seven questions asked at 50
seven questions asked by 60
seven questions based on 50
seven questions which he 86
seven reported cases of 125
seven semester hours of 64
seven separate types of 160
seven solitary lines to 86
seven specific types of 334
seven straight hours of 151
seven vertical lines on 43
seven villages within the 46
shady business about the 45
shady business dealings of 42
shady financial dealings in 45
shady financial dealings of 60
shaft directly above the 60
shaft directly below the 47
shake violently until the 62
shaking clenched fists in 45
shaky financial state of 40
shale deposits occur in 170
shall actively engage in 48
shall actually begin to 55
shall actually belong to 78
shall actually touch or 167
shall allocate funds to 52
shall annually audit the 125
shall annually cause to 245
shall annually elect an 59
shall annually elect by 63
shall annually grant to 48
shall anxiously await the 209
shall anxiously search the 80
shall approach nearer to 190
shall assemble under the 214
shall assemble within the 177
shall classify under the 42
shall commence after the 216
shall commence until the 51
shall commence within the 88
shall commonly refer to 40
shall complain thereof to 106
shall comprise under the 65
shall consider again in 104
shall consider again the 248
shall consider below in 57
shall consider below the 437
shall consider cases in 113
shall consider cases of 77
shall consider equal to 49
shall consider first an 104
shall consider first in 57
shall consider first is 90
shall consider first of 407
shall consider first the 7079
shall consider fully in 44
shall consider later as 111
shall consider later in 1266
shall consider later on 1796
shall consider later the 1172
shall consider later to 43
shall consider motion in 41
shall consider tests of 52
shall consider types of 51
shall consider under the 537
shall consider which of 220
shall continue after he 55
shall continue after the 867
shall continue binding on 119
shall continue bound to 153
shall continue equal in 46
shall continue fresh in 47
shall continue liable in 43
shall continue liable to 448
shall continue longer in 87
shall continue pending the 56
shall continue shall be 201
shall continue still in 40
shall continue still to 95
shall continue under the 834
shall continue until an 64
shall continue until as 229
shall continue until he 177
shall continue until it 354
shall continue until the 7352
shall continue until we 100
shall continue while the 92
shall continue within the 133
shall continue writing to 71
shall describe below as 46
shall describe below in 52
shall describe below is 42
shall describe below the 200
shall describe first the 629
shall describe fully in 65
shall describe later as 132
shall describe later in 608
shall describe later on 1809
shall describe later the 190
shall describe under the 327
shall devoutly visit the 51
shall discover later in 226
shall discover later on 368
shall discover which of 40
shall entirely belong to 50
shall exercise within the 108
shall flourish again in 52
shall flourish under my 45
shall formally prove it 59
shall hereafter admit to 43
shall hereafter adopt it 146
shall hereafter adopt the 129
shall hereafter agree to 92
shall hereafter appear in 81
shall hereafter appear to 319
shall hereafter apply to 115
shall hereafter arise in 87
shall hereafter begin to 43
shall hereafter belong of 114
shall hereafter belong to 202
shall hereafter build or 67
shall hereafter carry on 262
shall hereafter cause to 46
shall hereafter engage in 345
shall hereafter enter as 207
shall hereafter enter the 90
shall hereafter erect or 115
shall hereafter exist in 267
shall hereafter grant to 144
shall hereafter judge the 102
shall hereafter occur in 62
shall hereafter prove by 66
shall hereafter prove to 99
shall hereafter recur to 101
shall hereafter refer as 148
shall hereafter refer to 2282
shall hereafter serve as 53
shall hereafter stand in 155
shall hereafter trace the 90
shall hereafter trust no 55
shall hereafter unite in 368
shall hereafter visit the 327
shall indicate below the 75
shall indicate later in 176
shall indicate later on 276
shall indicate later the 55
shall indicate power at 109
shall indicate thereon the 68
shall indicate where the 70
shall indicate which of 114
shall initially focus on 90
shall likewise appear in 44
shall likewise apply in 250
shall likewise apply to 988
shall likewise belong to 56
shall likewise cause the 57
shall likewise cause to 81
shall likewise enjoy the 58
shall likewise refer to 68
shall likewise write to 54
shall maintain books of 82
shall maintain order at 62
shall maintain order in 120
shall maintain within the 57
shall manifest again in 52
shall mutually agree in 54
shall mutually agree on 278
shall mutually agree to 184
shall normally refer to 94
shall organize under the 40
shall otherwise agree in 429
shall otherwise appear to 77
shall otherwise occur in 58
shall otherwise order or 49
shall otherwise order the 44
shall postpone until the 231
shall postpone until we 108
shall preserve order at 97
shall preserve order in 52
shall probably adopt the 58
shall probably again be 53
shall probably begin to 116
shall probably cross the 104
shall probably judge it 56
shall probably knock at 47
shall probably march to 58
shall probably never be 1973
shall probably never do 282
shall probably never go 199
shall probably raise the 40
shall probably refer to 99
shall probably repeat it 40
shall probably spend in 42
shall probably spend my 52
shall probably spend the 395
shall probably start in 155
shall probably start on 49
shall probably start to 53
shall probably still be 84
shall probably visit the 56
shall probably write to 341
shall promptly amend the 260
shall promptly cause the 104
shall promptly enter an 95
shall promptly issue an 59
shall promptly issue to 84
shall promptly refer the 131
shall promptly remit the 96
shall promptly remit to 74
shall promptly reveal the 368
shall promptly serve the 147
shall properly belong to 69
shall remember while the 55
shall securely affix to 75
shall solemnly engage to 44
shall specially refer to 72
shall strictly abide by 272
shall suddenly appear in 47
shall suddenly shoot at 86
shall thereafter again be 59
shall thereafter alter the 59
shall thereafter apply to 163
shall thereafter belong to 90
shall thereafter cause the 83
shall thereafter issue an 116
shall thereafter stand in 75
shall therefore adopt it 178
shall therefore adopt the 486
shall therefore allow the 62
shall therefore apply the 135
shall therefore apply to 87
shall therefore avoid as 40
shall therefore avoid the 121
shall therefore begin at 51
shall therefore begin by 1395
shall therefore begin my 159
shall therefore begin the 187
shall therefore change the 161
shall therefore close my 74
shall therefore close the 123
shall therefore defer it 56
shall therefore defer my 41
shall therefore defer the 119
shall therefore dwell no 43
shall therefore dwell on 155
shall therefore enter on 249
shall therefore first of 116
shall therefore focus on 953
shall therefore group the 86
shall therefore limit my 178
shall therefore limit the 177
shall therefore never be 96
shall therefore offer no 196
shall therefore order the 53
shall therefore pause on 42
shall therefore pause to 43
shall therefore place it 52
shall therefore place the 63
shall therefore please me 118
shall therefore prove the 42
shall therefore quote it 164
shall therefore quote the 128
shall therefore recur to 51
shall therefore refer it 67
shall therefore refer the 311
shall therefore refer to 1471
shall therefore repeat to 43
shall therefore reply to 63
shall therefore spend the 52
shall therefore start by 216
shall therefore state as 91
shall therefore state it 104
shall therefore state the 266
shall therefore stick to 115
shall therefore study the 194
shall therefore touch on 130
shall therefore trace the 90
shall therefore waste no 48
shall therefore write the 106
shall therefore write to 122
shall thereupon amend the 99
shall thereupon apply as 54
shall thereupon apply in 119
shall thereupon apply to 454
shall thereupon cause an 120
shall thereupon cause it 146
shall thereupon cause the 921
shall thereupon cause to 361
shall thereupon enter an 141
shall thereupon enter in 167
shall thereupon enter it 474
shall thereupon enter of 41
shall thereupon enter the 539
shall thereupon grant to 58
shall thereupon issue an 234
shall thereupon issue the 106
shall thereupon issue to 758
shall thereupon order the 275
shall thereupon place the 77
shall thereupon refer the 171
shall thereupon repay to 96
shall thousands grasp the 43
shall tolerate within the 75
shall transfer title to 75
shape analysis based on 264
shape commonly found in 137
shape decisions about the 156
shape functions based on 168
shape functions given by 299
shape functions given in 127
shaping decisions about the 69
share concerns about the 754
share dividend shall be 69
share dividend within the 77
share exercise price of 462
share exercise price or 149
share feedback about the 41
share insights about the 211
share purchase price of 114
share register shall be 63
share remained about the 42
share transfer books of 113
sharing concerns about the 97
sharing infinite power in 51
sharing insights about the 42
sharp boundary could be 41
sharp boundary where the 43
sharp cleavages within the 106
sharp comments about the 139
sharp conflict within the 172
sharp contests which the 40
sharp contrast drawn by 41
sharp contrast stand the 42
sharp contrast stood the 57
sharp contrast which he 70
sharp contrast which is 76
sharp contrast which it 52
sharp contrast which the 63
sharp contrast within the 59
sharp decisive grace he 99
sharp disputes within the 60
sharp divisions about the 72
sharp divisions within the 858
sharp downward shift in 78
sharp downward slope in 43
sharp downward slope of 45
sharp downward trend in 409
sharp downward trend of 87
sharp financial panic in 46
sharp judgment shall be 79
sharp leftward shift in 54
sharp metallic click of 88
sharp metallic sound of 106
sharp metallic taste of 46
sharp projecting angles of 40
sharp questions about the 470
sharp questions asked as 47
sharp remedies which we 72
sharp serrated knife to 112
sharp shrunken months to 43
sharp skirmish drove the 58
sharp spectral lines by 47
sharp spectral lines in 55
sharp spectral lines is 50
sharp spectral lines of 79
sharp staccato barking of 54
sharp struggle within the 113
sharp vertical lines of 40
shearing stresses exist in 117
shearing stresses exist on 78
shearing stresses given by 55
shearing stresses occur in 62
shearing stresses occur on 157
shearing stresses shown in 59
shearing stresses within the 244
sheds abundant light on 67
sheds critical light on 279
sheds enormous light on 113
sheds indirect light on 114
sheds intriguing light on 56
sheds powerful light on 52
sheds valuable light on 1837
sheep industry began to 50
sheer curiosity about the 107
sheer dogmatic folly to 69
sheer dramatic force of 54
sheer dramatic power of 52
sheer economic power of 123
sheer emotional force of 40
sheer emotional power of 97
sheer physical beauty of 369
sheer physical force in 42
sheer physical force is 86
sheer physical force of 156
sheer physical force or 47
sheer physical force to 66
sheer physical labor of 91
sheer physical power of 227
sheer physical scale of 54
sheer physical shock of 47
sheer sensuous beauty of 103
sheet accounts would be 46
sheet directly under the 62
sheet prepared after the 59
sheet prepared under the 58
sheet properly drawn up 59
shelf directly above the 187
shelf directly under the 46
shell electron fills the 63
shell elements based on 63
shell exploded above the 61
shell exploded close by 211
shell exploded close to 227
shell exploded right in 201
shell exploded right on 43
shell exploded under the 82
shell scourges about the 142
shewn yourself worthy of 61
shift occurred after the 198
shift occurred first in 44
shift occurred within the 227
shift register after the 108
shift register based on 246
shift register could be 142
shift register shown in 927
shift register stage is 67
shift register until the 50
shift register where the 74
shift register which is 469
shift register would be 120
shining brightly above the 200
shining brightly above us 70
shining brightly after the 49
shining brightly under the 104
shining examples either of 74
ships anchored again in 52
ships anchored close to 120
ships anchored under the 97
ships anchored within the 63
ships annually built in 41
ships operated under the 102
ships remained under the 49
ships remained until the 57
ships specially built to 46
ships whitened every sea 49
shirt buttoned right up 125
shock absorber cords on 46
shock absorber which is 48
shock proteins appear to 53
shock treatment might be 46
shock treatment seems to 46
shock treatment would be 51
shone brightly above the 163
shone brightly above us 41
shone brightly round us 47
shone brightly under the 196
shone glossily under the 74
shone serenely above the 47
shook slightly while he 44
shook violently under the 86
shoot downward which is 127
short anecdote about the 51
short articles about the 297
short articles based on 56
short articles under the 89
short articles which he 42
short attention spans in 86
short attention spans of 292
short attention spans or 148
short attention spans to 78
short biography about the 48
short biography which he 40
short business meeting at 62
short business meeting in 54
short business meeting of 45
short business meeting the 74
short business trips to 69
short chapters could be 42
short circuits occur in 49
short circuits within the 143
short comments about the 112
short confused period the 66
short critical essay on 83
short critical period in 59
short critical period of 44
short critical study of 99
short cylinder which is 45
short daylight hours in 52
short daylight hours of 121
short direction shall be 75
short distance abaft the 74
short distance about the 121
short distance above is 140
short distance above it 1258
short distance above me 130
short distance above my 144
short distance above on 97
short distance above or 230
short distance above ox 42
short distance above sea 51
short distance above the 30114
short distance above us 375
short distance after it 165
short distance after the 575
short distance after we 48
short distance apart at 64
short distance apart by 81
short distance apart in 414
short distance apart on 384
short distance apart so 161
short distance apart to 78
short distance below in 66
short distance below is 133
short distance below it 898
short distance below me 136
short distance below on 90
short distance below the 26663
short distance below to 86
short distance below us 421
short distance below we 50
short distance beneath it 71
short distance beneath the 1776
short distance close to 115
short distance could be 106
short distance forms the 49
short distance later the 79
short distance medial to 77
short distance might be 53
short distance nearer the 85
short distance nearer to 62
short distance round the 331
short distance seems to 47
short distance stood the 48
short distance under the 874
short distance until he 237
short distance until it 459
short distance until the 429
short distance until we 259
short distance where he 60
short distance where it 161
short distance where the 217
short distance where we 51
short distance which he 43
short distance which is 69
short distance which it 50
short distance which the 112
short distance which we 45
short distance while he 54
short distance while the 170
short distance within it 93
short distance within the 2843
short distance would be 136
short document known as 46
short exposure imaging is 56
short exposure times at 68
short exposure times in 125
short exposure times of 153
short exposure times or 50
short exposure times the 91
short exposure times to 185
short farewell visit to 72
short garments reaching to 58
short gestation period is 40
short gestation period of 231
short induction period the 52
short interest rates in 66
short internal lines of 66
short interval after the 1306
short interval since the 252
short interval spent at 49
short interval spent by 71
short interval spent in 102
short interval under the 47
short interval until the 94
short interval which is 70
short interval while the 181
short interval within the 74
short interval would be 57
short journeys within the 46
short melodies based on 45
short military cloak of 54
short mountain ranges of 51
short overland route to 49
short overview about the 213
short parallel lines in 59
short parallel lines of 105
short parallel lines on 127
short parallel lines or 43
short passages which he 42
short positions shall be 92
short positions would be 47
short questions about the 87
short remission might in 61
short response times in 47
short response times of 48
short response times to 92
short retention times in 45
short retention times of 65
short sentence about the 126
short sentence based on 152
short sentence which he 43
short sentence which is 52
short sentence which we 44
short sentence would be 42
short sequence which is 49
short sequence within the 91
short speeches about the 52
short speeches which he 83
short straight lines in 92
short straight lines of 59
short straight lines on 58
short straight lines or 68
short straight lines to 49
short straight piece of 127
short survival period of 44
short treatment period of 53
short twilight after the 44
short vehement puffs of 86
short vertical lines at 130
short vertical lines in 209
short vertical lines of 104
short vertical lines on 228
short vertical lines to 65
short wavelength light is 148
short wavelength light to 49
short wavelength limit is 141
short wavelength limit of 693
short wavelength region is 74
short wavelength region of 305
short wavelength would be 41
short whatever finds me 60
showing abundant signs of 42
showing advanced signs of 82
showing advanced stage of 84
showing beautiful ranges of 46
showing clinical signs of 759
showing complete fusion of 42
showing curiosity about the 66
showing dangerous signs of 182
showing definite signs of 1443
showing distinct signs of 1270
showing disturbing signs of 177
showing essential parts of 82
showing external signs of 64
showing increased rates of 85
showing increased signs of 108
showing manifest signs of 104
showing multiple sites of 45
showing multiple views of 44
showing physical signs of 165
showing positive signs of 139
showing possible sites of 124
showing probable cause to 211
showing relative rates of 67
showing relative sizes of 219
showing required would be 45
showing restless feeling in 49
showing surprising signs of 40
showing telltale signs of 62
showing visitors about the 79
showing visitors round the 137
shown alongside works by 43
shown clinical signs of 112
shown concerning heaven as 48
shown definite signs of 474
shown directly above the 289
shown directly below it 57
shown directly below the 416
shown directly beneath the 85
shown directly under the 152
shown distinct signs of 294
shown disturbing signs of 71
shown dramatic growth in 72
shown enclosed within the 64
shown frequent signs of 41
shown increased rates of 235
shown positive signs of 115
shown probable cause to 52
shown response rates of 146
shown uncommon skill in 41
shown yourself worthy of 332
shows abundant signs of 280
shows clinical signs of 655
shows complete filling of 44
shows complete fusion of 49
shows confusion about the 49
shows curiosity about the 58
shows dangerous signs of 67
shows definite signs of 2609
shows distinct lines of 52
shows distinct marks of 70
shows distinct signs of 1962
shows disturbing signs of 159
shows enlarged views of 140
shows epithelial cells in 42
shows examples where the 66
shows external signs of 51
shows frequent signs of 62
shows immediate signs of 92
shows increased rates of 41
shows manifest signs of 225
shows multiple cysts in 44
shows numerous cases in 54
shows numerous cases of 214
shows numerous signs of 237
shows physical signs of 229
shows positive signs of 207
shows probable cause to 81
shows profound change in 44
shows relative rates of 105
shows relative sizes of 49
shows sectional views of 308
shows selected parts of 52
shows telltale signs of 44
shrub commonly found in 140
shrub commonly known as 100
sided approach would be 44
sides exchanged views on 517
sieve analysis shall be 92
signing ceremony would be 41
signs clinical signs of 169
signs commonly found in 62
signs indicating where the 87
silly business about the 50
silly nonsense about the 60
silly questions about my 45
silly questions about the 262
silly womanish fancy of 122
since absolute space is 60
since altruism plays an 47
since attention began to 63
since benefits would be 43
since biblical times as 313
since biblical times at 64
since biblical times to 95
since business began to 43
since business calls me 52
since children appear to 46
since children could be 59
since children under the 48
since children would be 70
since commonly known as 61
since decisions about the 80
since decisions based on 56
since decisions taken by 41
since economic growth in 47
since economic growth is 228
since economic power is 41
since electric power is 76
since entombed within the 50
since europeans began to 63
since everyone knows he 67
since everyone knows it 121
since everyone knows the 239
since everyone likes to 96
since everyone lives in 49
since everyone needs to 60
since everyone seems to 335
since everyone tends to 58
since everyone wants to 267
since everyone would be 333
since evidence seems to 46
since exploded notion of 43
since humanity began to 71
since hydrogen bonding is 53
since included within the 93
since interest rates in 101
since interest rates on 162
since macaulay ceased to 66
since medieval times as 281
since medieval times at 46
since medieval times by 83
since medieval times in 183
since medieval times it 43
since medieval times the 131
since medieval times to 202
since military power is 40
since monitoring began in 142
since operated under the 61
since opposite sides of 47
since ordinary people do 53
since otherwise would be 50
since patients would be 41
since payments would be 48
since perished under the 40
since physical force is 47
since promised never to 47
since purchasing power is 61
since questions about the 100
since received yours of 154
since remained under the 291
since resolved never to 68
since scholars began to 83
since strictly speaking it 112
since strictly speaking the 83
since students would be 94
since thousands would be 44
since tomorrow would be 46
since vanished beneath the 69
since vanished under the 108
since victorian times in 72
since victorian times is 45
since washington would be 47
since whatever change is 97
since whatever might be 96
since whatever tends to 47
since whatever would be 86
singers otherwise noted in 40
sinking american ships at 58
sinking american ships in 61
sinking merchant ships at 72
sinking merchant ships in 77
sinking passenger ships at 89
sinks slightly below the 51
sited directly above the 44
sites included within the 61
sites maintain lists of 48
sites mentioned above in 48
sites mentioned above is 49
sites situated close to 91
sites situated within the 78
sitting directly above the 97
sitting directly below the 55
sitting directly beneath the 90
sitting directly under the 231
sitting elevated above the 69
sitting enthroned above the 167
sitting silently smoking on 42
sitting somewhat drunk on 47
sixty chapters coast to 267
sixty children under the 51
sixty nautical miles of 55
sixty nautical miles to 58
sixty semester hours in 59
sixty semester hours of 283
sixty soldiers under the 47
sized materials appear to 127
sizes commonly found in 128
skill formation within the 92
skirt fastened round the 97
skull directly above the 43
skull fragment found in 116
skunk burrowed under the 40
slack business might be 59
slack variables added to 48
slack variables equal to 90
slave children could be 97
slave children under the 98
slave children would be 64
slave families could be 87
slave families lived in 60
slave imported after the 517
slave laborers under the 61
slave property could be 65
slave property might be 55
slave property shall be 52
slave property under the 67
slave property within the 70
slave property would be 298
slave quarters where he 50
slave quarters where the 40
slave stationed where the 78
sleep anywhere about the 44
sleep disorder known as 104
sleep patterns begin to 61
sleep patterns change as 100
sleep patterns might be 43
slept fitfully under the 44
slept fitfully until the 122
slept securely under the 63
slide directly under the 40
slide examined under the 40
sliding assembling lines by 53
sliding filament model in 69
sliding filament model is 57
sliding filament model of 712
slope directly above the 85
slope directly below the 59
sloping channels known as 58
sloping hillside above the 178
sloping hillside where the 41
sloping surfaces meeting in 47
slowing economic growth in 166
slows economic growth in 53
