sabbath day and hallowed 1303
scores are not combined 42
scores are not compared 48
scores are not directly 260
scores are not entirely 68
scores are not expected 56
scores are not included 274
scores are not intended 57
scores are not normally 298
scores are not obtained 65
scores are not possible 51
scores are not provided 107
scores are not recorded 58
scores are not reported 264
scores are not required 340
scores are not strictly 43
scores are then analyzed 72
scores are then averaged 226
scores are then combined 270
scores are then compared 392
scores are then computed 121
scores are then obtained 64
scores are then weighted 195
scores did not indicate 121
scores does not indicate 57
scores for all children 202
scores for all patients 134
scores for all possible 178
scores for all questions 62
scores for all students 695
scores for all subjects 665
scores for all variables 153
scores for both variables 133
scores for each activity 120
scores for each category 857
scores for each condition 367
scores for each criterion 348
scores for each dimension 572
scores for each district 44
scores for each employee 47
scores for each interval 126
scores for each possible 102
scores for each practice 57
scores for each response 112
scores for each sentence 53
scores for each separate 106
scores for each specific 42
scores for each stimulus 49
scores for each subgroup 91
scores for each treatment 254
scores for this analysis 50
scores for this category 80
scores for this dimension 81
scores for two variables 129
scores than did children 167
scores than did controls 65
scores than did patients 91
scores than did students 195
scores than did subjects 50
scores that are actually 48
scores that are assigned 85
scores that are included 60
scores that are normally 221
scores that are obtained 320
scores that are produced 65
scores that are reported 179
scores that are slightly 46
scores that are somewhat 43
scores was then computed 45
scouts for that regiment 64
scouts had not reported 84
scouts had not returned 122
scouts who had followed 50
scowling men with unwonted 51
scraping for his lifetime 45
screaming for her attention 44
screaming for her children 50
screaming for his attention 85
screaming for our attention 77
screaming out for attention 42
screaming with her children 183
screams that had awakened 43
screen and are therefore 111
screen and its contents 51
screen and then disappear 57
screen and then displays 207
screen and then returned 55
screen and was replaced 139
screen and was retained 69
screen does not disappear 43
screen for and identify 244
screen for hiv infection 161
screen for this condition 205
screen for this disorder 158
screen was then replaced 42
screen with two pinholes 51
screen with two vertical 50
screws are then inserted 237
screws that are inserted 94
screws that are provided 57
scribe who had defended 42
script does not actually 50
script does not generate 41
script does not indicate 92
script for all languages 79
script was being prepared 169
script was not finished 115
script was not suitable 50
scroll and its contents 95
searching for all possible 572
searching for all solutions 53
searching for and attempting 66
searching for and collecting 901
searching for and correcting 83
searching for and describing 54
searching for and destroying 275
searching for and developing 789
searching for and displaying 64
searching for and evaluating 918
searching for and exploiting 105
searching for and extracting 123
searching for and organizing 51
searching for and presenting 124
searching for and preserving 52
searching for and processing 235
searching for and purchasing 241
searching for and recovering 99
searching for and responding 86
searching for and retrieving 1063
searching for any evidence 239
searching for any movement 370
searching for any possible 489
searching for any telltale 145
searching for her children 508
searching for her daughter 1704
searching for her favorite 98
searching for her identity 548
searching for her slippers 76
searching for his children 90
searching for his companion 137
searching for his daughter 456
searching for his favorite 128
searching for his identity 1237
searching for his personal 55
searching for his slippers 59
searching for its favorite 43
searching for its identity 663
searching for new beginnings 40
searching for new business 206
searching for new concepts 236
searching for new contacts 55
searching for new deposits 116
searching for new direction 40
searching for new economic 181
searching for new evidence 130
searching for new formulas 111
searching for new horizons 158
searching for new insights 274
searching for new locations 85
searching for new materials 779
searching for new partners 94
searching for new pastures 232
searching for new patterns 117
searching for new problems 57
searching for new products 943
searching for new projects 50
searching for new quarters 97
searching for new recruits 57
searching for new remedies 87
searching for new reserves 56
searching for new solutions 1115
searching for new subjects 78
searching for new supplies 202
searching for oil deposits 51
searching for one specific 106
searching for ore deposits 42
searching for our identity 72
searching for our separate 46
searching for raw materials 323
searching for that ultimate 42
searching for this evidence 42
searching for web services 117
searching out all possible 74
searching out and collecting 221
searching out and correcting 101
searching out and delivering 42
searching out and destroying 641
searching out and developing 108
searching out and evaluating 100
searching out and exploiting 73
searching out and expressing 45
searching out and presenting 59
searching out and preserving 74
searching out and publishing 123
searching out new channels 66
searching with his minutest 50
seasons all his glittering 40
seasons and all occasions 52
seasons and bad harvests 61
seasons and with latitude 56
seasons than that proceeding 45
seaweed was not apparent 183
secant and its external 2066
second act was finished 315
second act was followed 42
second act was obtained 71
second act was reported 57
second aim was achieved 50
second and all succeeding 376
second and ask yourself 77
second and each succeeding 509
second and then answered 126
second and then disappear 87
second and then followed 84
second and then returned 169
second and then shrugged 69
second and then suddenly 78
second and then vanished 74
second and was followed 61
second area that requires 93
second are not uncommon 264
second cab and followed 67
second can not possibly 200
second can not properly 45
second day and remained 49
second day and returned 45
second day and thereafter 138
second day that somebody 90
second day they followed 48
second day they returned 81
second day they traveled 56
second day was allotted 114
second day was entirely 50
second day was occupied 103
second day was reserved 44
second did not hesitate 41
second for each molecule 121
second for two officers 41
second head and examined 44
second head are included 71
second lap was initially 41
second law for diffusion 112
second law may therefore 81
second leaf has produced 40
second man had achieved 82
second now she expected 40
second one and multiply 44
second one was finished 73
second one was intended 42
second one was launched 42
second one was obtained 70
second one was prepared 68
second one was probably 74
second one was proposed 54
second peak was observed 179
second row are obtained 40
second run for governor 72
second set was composed 46
second set was designed 52
second set was obtained 115
second son and daughter 154
second son and eventual 61
second son and namesake 762
second son and therefore 52
second son was baptized 51
second son was destined 61
second son was executed 40
second sun had suddenly 70
second that she regarded 65
second war for american 361
second war with pakistan 73
second war with scotland 47
second was eating gingerbread 56
second with his daughter 42
second with two divisions 43
second year and annually 51
second year and continue 74
second year and continuing 72
second year and increases 85
second year and probably 49
second year and remained 55
second year and thereafter 369
second year and therefore 41
second year law students 131
second year mba students 57
second year was occupied 69
secret and are therefore 42
secret and had betrayed 49
secret and not disclose 46
secret and not divulged 97
secret key for encrypting 44
secret path and alleyway 43
secret she had betrayed 84
secret she had confided 44
secret she had promised 70
secret this was apparent 55
secret was lying unshared 62
secret was not betrayed 53
secret was not confined 42
secret was not divulged 140
section and all resonant 43
section and are composed 42
section and are designed 51
section and are probably 91
section and are therefore 222
section and ask yourself 62
section and can therefore 42
section and end elevation 292
section and for purposes 48
section and its distance 42
section and not otherwise 284
section and that includes 71
section and that provision 69
section and that schedule 124
section and then continue 46
section and was therefore 46
section and who thereafter 175
section and with provision 68
section are all designed 63
section are all examples 67
section are not affected 116
section are not complied 494
section are not confined 90
section are not designed 50
section are not directly 82
section are not entirely 62
section are not included 170
section are not intended 604
section are not mutually 71
section are not required 270
section are not specific 40
section are not strictly 90
section are not suitable 57
section are now included 67
section can not possibly 161
section can not therefore 80
section deal with problems 51
section deal with specific 59
section did not authorize 69
section did not consider 91
section did not indicate 45
section did not preclude 62
section did not prohibit 69
section does not abrogate 77
section does not actually 122
section does not authorize 1975
section does not coincide 123
section does not consider 200
section does not describe 201
section does not diminish 55
section does not directly 102
section does not dispense 49
section does not displace 292
section does not indicate 266
section does not otherwise 55
section does not override 122
section does not preclude 1629
section does not prohibit 2223
section does not restrict 284
section does not therefore 46
section does not validate 85
section for all possible 70
section for any calendar 60
section for any category 62
section for any financial 51
section for each category 65
section for our purposes 69
section for this condition 42
section for this scattering 110
section has not resulted 59
section has two chapters 42
section has two purposes 187
section put out hundreds 41
section that was reserved 46
section that was supposed 47
section they are circular 50
section they are triangular 41
section was cut parallel 66
section was not affected 42
section was not confined 77
section was not designed 118
section was not finished 43
section was not included 274
section was not intended 739
section was not possible 43
section was not properly 52
section was not required 45
section who are otherwise 91
section with its emphasis 83
section with two comments 58
section with two examples 271
sector and are therefore 156
sector and big business 42
sector and has provided 46
sector and its capacity 108
sector and its economic 97
sector and its financial 65
sector and its increased 44
sector and its linkages 96
sector and its potential 409
sector and its problems 84
sector and its relations 99
sector and its relative 68
sector and its supporting 99
sector and raw materials 48
sector and was therefore 51
sector are not affected 49
sector are not directly 71
sector are not entirely 41
sector are not included 194
sector can not continue 108
sector can not generate 50
sector can not possibly 61
sector did not generate 57
sector does not consider 42
sector does not directly 57
sector does not generate 96
sector does not indicate 50
sector for its economic 43
sector for raw materials 74
sector has not achieved 44
sector has not declined 42
sector has not expanded 115
sector has not improved 63
sector has not increased 158
sector has not occurred 48
sector has not produced 51
sector has not provided 77
sector has not received 203
sector has not resulted 54
sector that are involved 42
sector that has expanded 57
sector that has occurred 46
sector that has provided 68
sector that has received 73
sector that has suffered 68
sector was not affected 76
sector was not confined 42
sector was not directly 47
sector was not entirely 49
sector was not expected 44
sector was not included 129
sector was not involved 66
sector was not possible 44
sector was not prepared 50
sector who are involved 40
sector with two divisions 44
secure all its citizens 106
secure and easy journeys 61
secure and not threatened 44
secure for all children 299
secure for all citizens 698
secure for all eternity 118
secure for her children 342
secure for her daughter 157
secure for her subjects 44
secure for her votaries 40
secure for his business 46
secure for his children 766
secure for his daughter 194
secure for his subjects 125
secure for its citizens 736
secure for its precepts 100
secure for its subjects 62
secure for our children 458
secure for our citizens 41
secure for them adequate 98
secure for them economic 69
secure for them equality 59
secure for them immunity 46
secure for them impartial 199
secure for them suitable 55
secure her new conquest 42
secure her own authority 40
secure her own interest 129
secure his own apotheosis 48
secure his own authority 322
secure his own dominions 222
secure his own elevation 118
secure his own financial 48
secure his own fortunes 42
secure his own interest 441
secure his own personal 582
secure his own promotion 103
secure his own property 77
secure his own religious 42
secure his own revenues 66
secure his own salvation 458
secure his own survival 108
secure its oil supplies 81
secure its own authority 64
secure its own citizens 56
secure its own economic 88
secure its own identity 42
secure its own interest 62
secure its own salvation 45
secure its own survival 249
secure its raw materials 102
secure our own frontier 66
secure our own personal 40
secure our own salvation 146
secure our own survival 58
secure them for domestic 92
securing all his valuable 45
securing for all citizens 99
securing for all improved 589
securing for his children 47
securing for his daughter 43
securing for his subjects 51
securing for its citizens 46
securing for them adequate 46
securing his own approval 67
securing his own authority 73
securing his own interest 173
securing his own personal 135
securing his own property 43
securing his own salvation 165
securing its own survival 45
securing new raw materials 49
securing our own salvation 42
seduce his own daughter 86
seducing and then abandoning 71
seducing his own daughter 43
seeded and cut lengthwise 326
seeded with ice crystals 43
seemed all but complete 85
seemed all but deserted 83
seemed all but finished 125
seemed all but hopeless 461
seemed all but oblivious 51
seemed all that mattered 112
seemed all that remained 93
seemed all too apparent 134
seemed all too obviously 48
seemed all too possible 297
seemed all too probable 236
seemed but one possible 80
seemed but too probable 557
seemed dead and deserted 121
seemed dry and lifeless 99
seemed easy and cheerful 45
seemed far too ambitious 55
seemed far too dangerous 76
seemed far too intimate 91
seemed far too personal 46
seemed far too powerful 54
seemed gay and carefree 44
seemed gay and cheerful 69
seemed long and laborious 45
seemed long and tiresome 56
seemed long and wearisome 176
seemed new and beautiful 70
seemed sad and dejected 44
seemed sad and deserted 44
seemed sad and downcast 87
seemed sad and resigned 45
seemed sad and withdrawn 80
seemed she had scarcely 46
seemed she was destined 133
seemed shy and reserved 124
seemed shy and withdrawn 59
seemed that her daughter 146
seemed that his daughter 50
seemed that his interest 175
seemed that his personal 51
seemed that his presence 63
seemed that not everyone 43
seemed that she expected 43
seemed that they believed 53
seemed that they expected 81
seemed that they intended 49
seemed that they regarded 50
seemed that they vanished 95
seemed that this approach 54
seemed that this enthusiast 50
seemed that this sagacious 204
seemed that this situation 52
seemed they had traveled 43
seemed too far advanced 74
seemed with its treasures 74
seemly than our regulars 46
seized all her property 43
seized all his property 497
seized all his treasures 41
seized all our property 44
seized and his property 69
seized and its contents 89
seized and led forcibly 52
seized and not returned 51
seized her and tortured 76
seized him all unawares 45
seized him and confined 110
seized him and conveyed 55
seized him and demanded 133
seized him and forcibly 45
seized him and stripped 51
seized him and threatened 123
seized them with agitation 43
seized with his sickness 55
seized with that terrible 67
seized with this disorder 68
seized with this epidemic 169
seized with this terrible 49
seldom any real communion 43
seldom can they converse 75
seldom fit that illinois 86
seldom had any sickness 60
seldom had any visitors 91
seldom met with anywhere 50
seldom met with nowadays 221
seldom pay any attention 342
seldom read with complete 100
seldom saw his children 55
seldom see them complain 64
seldom that any accident 62
select and are selected 49
select and pay attention 128
select and use materials 430
select and use relevant 53
select and use specific 106
select and use suitable 55
select and use whatever 97
select for being grateful 42
select for his minister 41
select for his portrait 42
select for his watchman 64
select for our attention 45
select for this exercise 49
select his own advisers 117
select his own attorney 89
select his own materials 70
select his own officers 250
select his own physician 232
select his own servants 48
select his own subjects 115
select its own chairman 1003
select its own locality 41
select its own minister 95
select its own officers 704
select its own officials 44
select its own students 57
select men for military 46
select men for promotion 94
select one for yourself 133
select one that contains 140
select one that provides 130
select that head unerringly 65
seller and his attorney 56
seller and his customer 66
seller and his immediate 116
seller and was followed 65
seller can not complain 55
seller can not complete 42
seller can not disclaim 86
seller can not exercise 96
seller can not maintain 118
seller can not possibly 46
seller can not transfer 138
seller did not actually 61
seller did not disclose 132
seller does not actually 134
seller does not disclose 73
seller does not maintain 65
seller does not transfer 88
seller for all benefits 206
seller had not received 46
seller has his habitual 43
seller has not accepted 68
seller has not complied 40
seller has not meanwhile 63
seller has not received 123
seller was being examined 48
seller was not entitled 412
seller was not required 138
seller who has received 115
seller who has retained 93
selves and our children 81
selves and our contexts 52
selves and our families 86
selves are not separate 85
selves had not humanity 53
selves that are involved 40
senate and his colleague 49
senate and its officials 44
senate and two assembly 105
senate did not hesitate 53
senate for his clemency 123
senate for its approval 56
senate was not disposed 61
senate was not ignorant 52
senate was not powerful 45
senate with his authority 57
senate with his presence 170
sender and all intended 117
sender and each receiver 49
sender and its receiver 83
sender and one receiver 381
sender can not transmit 49
