sac contains only fluid 47
she supposed there might 101
she supposed there would 146
she supposed these words 64
she traveled from place 80
she vanished from sight 607
she vanished like smoke 48
she vanishes from sight 68
she wandered from house 63
she wandered from place 147
she wondered just where 109
she wondered once again 176
she wondered what color 62
she wondered what could 669
she wondered what might 294
she wondered what people 116
she wondered what would 2153
singing broadway show tunes 150
singing derisive songs about 46
singing patriotic songs while 42
sit silently down under 60
sit yourself down right 95
sit yourself down while 40
six beautiful young women 43
six business days after 97
six calendar days after 412
six chambers were empty 40
six chapters into which 81
six children born alive 40
six children were added 44
six children were found 260
six children were given 55
six children were grown 55
six children were playing 79
six children were running 54
six children were still 258
six children were taken 154
six churches were built 129
six circuits into which 65
six concerts were given 166
six counties from derby 63
six counties into which 111
six counties were given 45
six deputies from every 44
six divisions into which 183
six equations from which 57
six examples were found 48
six heretics were burnt 48
six lectures were given 139
six matrices into block 119
six partners from issuing 64
six patients were alive 72
six patients were found 105
six patients were given 85
six pictures were taken 42
six questions were asked 175
six students were asked 50
six subjects were asked 46
six subjects were given 210
six torpedoes were fired 48
six variables were found 66
sky darkened into night 80
sly questions were asked 262
son examined some leaves 52
son returned home after 86
son secretly from paris 95
sum payments made under 68
sun attracts their water 43
sun displays less haste 47
sung prolonged bass notes 46
sun requires nine times 44
sun scarcely rose above 41
