sat nursing these reflections 75
she moved very gracefully 46
she needs more experience 46
she needs more information 277
she needs some assistance 73
she needs your assistance 250
she never came downstairs 41
she never even considered 264
she never felt completely 124
she never grew accustomed 64
she never lost confidence 68
she never made emotionally 52
she never once complained 467
she never once considered 239
she never once remembered 56
she never went downstairs 118
she never will understand 48
she often felt frustrated 95
she often felt inadequate 45
she quite well understood 40
she saved from destruction 50
she seems less interested 40
she seems more interested 203
she seems most interested 41
she shall have chronicled 63
she shall make affirmation 44
she speaks from experience 144
she spent many afternoons 61
she spent most afternoons 42
she spoke from experience 229
she spoke from information 69
she spoke more tragically 84
she still felt completely 58
she still felt frightened 104
she still felt inadequate 51
she still felt resentment 40
she still felt vulnerable 92
she stood gazing listlessly 67
she stood there bewildered 48
she stood there completely 43
she stood there helplessly 71
she stood there speechless 195
she stood there transfixed 125
she wants more information 101
she would also experience 68
she would also understand 55
she would best understand 40
she would call charitable 50
she would come downstairs 610
she would come immediately 145
she would even understand 46
she would ever completely 54
she would ever experience 632
she would ever understand 500
she would face persecution 48
she would fall unconscious 40
she would feel completely 103
she would feel scrupulous 124
she would feel vulnerable 41
she would find acceptable 92
she would find consolation 69
she would find difficulty 43
she would find employment 80
she would find impossible 42
she would find sufficient 78
she would gain admittance 77
she would gain confidence 80
she would give information 54
she would give particular 49
she would grow accustomed 301
she would have absolutely 187
she would have acquiesced 139
she would have apologized 145
she would have appreciated 1165
she would have approached 251
she would have astonished 54
she would have attenuated 65
she would have attributed 213
she would have celebrated 206
she would have cheerfully 340
she would have christened 85
she would have classified 40
she would have complained 271
she would have completely 186
she would have confidence 76
she would have confronted 203
she would have considered 4003
she would have contracted 72
she would have controlled 174
she would have definitely 203
she would have deprecated 105
she would have determined 138
she would have difficulty 1683
she would have disappeared 411
she would have discharged 55
she would have disclaimed 56
she would have discovered 1988
she would have distrusted 49
she would have eliminated 68
she would have encouraged 368
she would have eventually 387
she would have extricated 56
she would have frightened 105
she would have identified 192
she would have immediately 758
she would have inevitably 107
she would have infallibly 42
she would have infinitely 72
she would have influenced 60
she would have instructed 57
she would have interfered 197
she would have intervened 124
she would have introduced 296
she would have maintained 301
she would have manifested 86
she would have nightmares 331
she would have obstructed 49
she would have ordinarily 141
she would have originally 52
she would have overlooked 166
she would have penetrated 63
she would have persevered 95
she would have personally 58
she would have prescribed 46
she would have proclaimed 113
she would have progressed 65
she would have pronounced 195
she would have recognized 2861
she would have reconciled 90
she would have registered 139
she would have remembered 2081
she would have reproached 205
she would have resolutely 113
she would have restrained 64
she would have sacrificed 1598
she would have squandered 47
she would have strengthened 63
she would have subscribed 62
she would have sufficient 368
she would have suffocated 91
she would have suppressed 124
she would have surmounted 54
she would have sympathized 124
she would have telephoned 166
she would have terminated 107
she would have ultimately 86
she would have undermined 45
she would have understood 8733
she would have undertaken 333
she would have vanquished 45
she would have vehemently 89
she would know definitely 46
she would know immediately 153
she would leave immediately 172
she would like assistance 63
she would look ridiculous 104
she would make allowances 114
she would make statements 50
she would make suggestions 72
she would meet tenderness 42
she would most definitely 199
she would need assistance 108
she would only condescend 41
she would only exasperate 47
she would only understand 41
she would sail relatively 40
she would seek assistance 50
she would seek employment 45
she would soon experience 162
she would soon understand 46
she would take particular 94
she would take precedence 79
she would turn petulantly 65
she wrote back immediately 64
she wrote more cheerfully 41
singing after their accustomed 107
sit after such dissolution 48
six bills were introduced 275
six healthy male volunteers 328
six miles from bridgetown 90
six miles from canterbury 159
six miles from charleston 141
six miles from cincinnati 285
six miles from copenhagen 46
six miles from cumberland 62
six miles from gettysburg 170
six miles from louisville 56
six miles from manchester 421
six miles from northampton 220
six miles from pittsburgh 79
six miles from providence 70
six miles from versailles 63
six miles from winchester 184
six months fall completely 46
six months from publication 120
six months from retirement 100
six months next immediately 191
six months were calculated 44
six months were considered 66
six months were relatively 44
six people were sacrificed 41
six senior vice presidents 41
six times more frequently 1078
six times more productive 110
six times more profitable 47
six women were proscribed 94
son appear less incredible 59
sum which will compensate 56
sum which your friendship 53
sun shone down brilliantly 86
sun shone forth brilliantly 83
sun shone most brilliantly 42
sun steals from interstice 50
