sacrilege imaginable be reduced 46
spiritual unification of mankind 92
spiritual wickedness in heavenly 418
splenetic disposition in private 45
sponsored expeditions to explore 97
sponsored legislation to increase 119
sponsored legislation to protect 90
sponsored legislation to provide 228
sponsored legislation to require 97
stability sufficient to sustain 44
standards applicable to certain 58
standards applicable to federal 153
standards applicable to foreign 64
standards applicable to involving 155
standards applicable to lawyers 93
standards applicable to private 125
standards prescribed by congress 105
standards prescribed in article 144
standards sufficient to justify 179
standards sufficient to protect 72
statement accompanying the balance 57
statement accompanying the forward 134
statement attributed to abraham 45
statement attributed to charles 44
statement attributed to general 109
statement calculates the average 47
statement completely at variance 97
statement identifies the beginning 59
statement increments the counter 45
statement initializes the variable 53
statement introduced in chapter 98
statement represents an attempt 73
statement represents the general 86
statement represents the position 81
statement represents the results 57
statement summarizes the results 131
statement terminates the current 100
statement terminates the function 65
statement terminates the program 117
statesman designated by destiny 55
statewide comparison of tertiary 57
statutory declaration in relation 48
statutory declaration in support 145
statutory declaration of secrecy 183
statutory delegations to private 41
statutory enactments of congress 63
statutory limitations on abortion 87
statutory limitations on damages 43
statutory obligations in relation 123
statutory obligations in respect 89
statutory obligations to consult 41
statutory obligations to protect 68
statutory obligations to provide 192
statutory prohibition of strikes 45
statutory recognition of slavery 179
statutory recognition to slavery 119
statutory restriction in question 48
stillness surrounded by silence 115
stillness surrounded the lighter 69
stimulant properties of alcohol 107
stimulant properties of cocaine 127
stimulate contraction of uterine 121
stimulate investment by increasing 52
stimulate investment in capital 134
stimulate investment in certain 53
stimulate investment in research 41
stipulating beforehand the payment 65
strategic importance in britain 87
strategic importance in european 83
strategic importance in relation 347
strategic importance in wartime 48
strategic importance of belgium 50
strategic importance of capital 50
strategic importance of central 334
strategic importance of certain 145
strategic importance of control 77
strategic importance of foreign 77
strategic importance of formosa 602
strategic importance of germany 43
strategic importance of iceland 61
strategic importance of ireland 195
strategic importance of kashmir 140
strategic importance of northern 211
strategic importance of okinawa 54
strategic importance of quality 95
strategic importance of science 45
strategic importance of singapore 163
strategic importance of southeast 428
strategic importance of southern 197
strategic importance of thailand 47
strategic importance of uranium 46
strategic importance of vietnam 373
strategic importance of western 140
strategic importance on account 56
strategic importance to america 94
strategic importance to britain 483
strategic importance to british 218
strategic importance to germany 113
strategic importance to national 119
strategic importance to warrant 53
strategic importance to western 98
strategic management in general 91
strategic management of college 73
strategic management of product 44
strategic management of quality 70
strategic management of research 52
strengthening instruction in science 215
strenuous insistence on leisure 115
strenuous supporters of liberty 49
strictest injunctions of secrecy 249
strictest injunctions to secrecy 98
strictest observance of national 100
strictest precautions to prevent 73
strictest principles of economy 133
strictest principles of honesty 89
strictest principles of justice 473
strictest principles of loyalty 51
strictest principles of religion 119
structure determines the behavior 93
structure determines the function 60
structure elucidation of complex 56
structure elucidation of natural 266
structure elucidation of organic 424
structure elucidation of unknown 117
structure influences the behavior 43
structure influences the process 47
structure introduced in chapter 176
structure represents an attempt 51
structure sufficient to justify 54
structure surrounded by gardens 51
structuring principles of society 116
studiously calculated to deceive 54
studiously cultivated by several 81
stylistic strategies in contact 63
subgroups terminates or becomes 117
submitted affidavits in support 67
submitted legislation to congress 187
subsidiary corporation in exchange 118
subsidiary guarantees or pledges 40
substance immediately in contact 43
substance recognized as foreign 113
substrate consumption or product 48
substrate utilization or product 42
succeeded brilliantly in achieving 49
succeeded brilliantly in capturing 121
succeeded castlereagh as foreign 155
succeeded eisenhower as supreme 63
succeeded eventually in obtaining 99
succeeded eventually in restoring 50
succeeded montgomery in command 66
succeeded ultimately in obtaining 56
suggested explanation is correct 44
suggested explanation or solution 159
suggested simplicity of division 173
summarily formulated as follows 105
summarize collections of seemingly 42
supported externally on pillars 45
supported legislation in congress 91
supported legislation to improve 68
supported legislation to increase 49
supported legislation to prevent 99
supported legislation to protect 178
supported university or college 133
surrounding atmosphere is reduced 50
suspected terrorists in northern 163
suspended immigration of chinese 260
suspended publication in january 40
suspended publication in october 95
sustained commitment to research 46
sustained contraction of muscles 372
sustained contraction or tetanus 136
sustained investment in research 122
syntactic components of language 117
syntactic properties of language 97
syntactic properties of lexical 106
syntactic properties of natural 50
syntactic structures in language 49
syntactic structures in question 42
syntactic structures of language 139
syntactic structures of natural 74
