sagacious leader had tacitly 96
settlers crept for shelter 52
settlers within its borders 50
severely beaten and bruised 78
severely beaten and injured 117
severely beaten and stabbed 45
severely beaten and wounded 149
severely limit his ability 53
severely limit his freedom 52
severely limit its ability 140
severely limit its utility 44
severely limit our ability 314
severely tried her spirits 51
severity which they deserve 52
sewerage rates and charges 84
shackles which had hitherto 141
sheltering nearly ten thousand 77
shelters within its portals 42
shepherd bound with flowers 60
shepherd would not require 58
shielded metal arc process 408
shivered under his blanket 48
shortage rather than surplus 107
shortcut menus are context 66
shortening hours and improving 159
shortening hours and increasing 57
shortening rather than lengthening 128
shortens rather than lengthens 44
shoulder again and started 73
shoulder every few minutes 476
shoulder every few moments 57
shoulder every few seconds 350
shoulder joint and scapula 142
shoulder pluck his painted 92
shoulder poles and baskets 115
shoulder strap had slipped 50
showered again and dressed 43
shrugged again and started 53
shuddering cloud and lightning 89
shuddering limbs and quelled 128
sickness funds and private 395
sickness shook this trembling 101
sickness which had carried 65
sidewalk table and ordered 42
sideways rather than forward 400
sideways rather than upwards 87
signally owned and blessed 289
silently taken for granted 773
silently while her husband 45
silicate melts and glasses 463
silicate rocks and marbles 55
silkworm small its slender 45
simplest method for achieving 88
simplest method for analyzing 53
simplest method for assessing 60
simplest method for computing 61
simplest method for detecting 118
simplest method for obtaining 263
simplest method for preparing 87
simplest method for producing 91
simplest method for providing 54
simplest minds can soonest 47
simplest tools that started 59
simplest which can express 98
simplest words and phrases 199
simplify loading and unloading 62
singularly happy and glorious 154
singularly happy and unusual 90
singularly light and elegant 76
singularly mingled with concern 91
singularly small and slender 67
singularly sweet and lovable 41
singularly terse and graphic 59
singularly vivid and careful 44
sinister claim for liberty 74
sinister irony was blended 44
situated about one hundred 1404
situated about one thousand 120
situated about six hundred 146
situated about ten degrees 40
situated about ten minutes 107
situated about two degrees 71
situated about two hundred 1035
situated about two thousand 105
situated above and between 44
situated above one hundred 40
situated below and between 67
situated below and lateral 52
situated males and females 47
situated nearly two hundred 42
situated rather far forward 50
situated within and between 48
situated within and outside 112
situated within its borders 230
situated within its federal 320
situated within one hundred 217
situated within this broader 46
situated within this context 99
situated within two hundred 106
situation after her husband 43
situation anything but pleasant 84
situation arose with respect 141
situation calling for decision 97
situation calling for drastic 42
situation calls for careful 177
situation calls for certain 65
situation calls for drastic 121
situation calls for extreme 69
situation calls for increasing 41
situation calls for radical 47
situation calls for sympathy 48
situation could not develop 61
situation could not improve 97
situation could not justify 83
situation could not persist 171
situation could not prevail 50
situation could not prevent 102
situation could not support 42
situation fully and frankly 67
situation holds with respect 260
situation makes war between 54
situation might not improve 40
situation rather than according 50
situation rather than attempt 188
situation rather than because 112
situation rather than clarify 46
situation rather than following 48
situation rather than general 53
situation rather than himself 43
situation rather than improve 123
situation rather than improving 55
situation taken for granted 109
situation today with respect 106
situation under his control 256
situation under its control 43
situation where all factors 85
situation where all members 130
situation where all parties 172
situation where all players 42
situation where both husband 41
situation where both parents 145
situation where both parties 577
situation where both players 50
situation where both spouses 69
situation where each country 103
situation where each subject 111
situation where for example 42
situation where her husband 80
situation where his talents 124
situation where its members 60
situation where one company 140
situation where one country 165
situation where one expects 45
situation where one language 61
situation where one partner 193
situation where one species 48
situation where one student 73
situation where one variable 68
situation where they believe 64
situation where they receive 61
situation where this happens 68
situation where this problem 75
situation where two competing 50
situation where two parties 161
situation where two persons 135
situation where you believe 110
situation where you suspect 56
situation which are capable 41
situation which are related 60
situation which can develop 61
situation which can justify 48
situation which can produce 67
situation which had allowed 42
situation which had appeared 65
situation which had brought 293
situation which had emerged 156
situation which had enabled 115
situation which had evolved 119
situation which had existed 1437
situation which had hitherto 164
situation which has allowed 52
situation which has appeared 47
situation which has aroused 105
situation which has brought 323
situation which has certain 45
situation which has emerged 333
situation which has enabled 58
situation which has evolved 136
situation which has existed 740
situation which has hitherto 59
situation which has several 90
situation which his dignity 44
situation which his majesty 43
situation which may account 46
situation which may develop 198
situation which may endanger 44
situation which may explain 40
situation which may include 40
situation which may involve 154
situation which may present 73
situation which may prevent 44
situation which may produce 58
situation which may require 199
situation which now existed 88
situation which now obtains 124
situation which now threatens 44
situation which she herself 76
situation which then existed 432
situation which they believe 66
situation which they present 45
situation which this country 58
situation which was allowed 42
situation which was assumed 191
situation which was beginning 93
situation which was brought 132
situation which was equally 53
situation which was familiar 61
situation which was finally 59
situation which was fraught 113
situation which was largely 103
situation which was perhaps 53
situation which was present 117
situation which was rapidly 416
situation which was repeated 60
situation which was similar 68
situation which was steadily 51
situation which was threatening 96
situation which was totally 47
situation which was typical 58
situation within and between 51
situation within and outside 208
situation within each country 104
situation within its borders 53
situation within that country 49
situation would get rapidly 41
situation would not develop 90
situation would not improve 564
situation would not involve 81
situation would not justify 265
situation would not persist 48
situation would not present 42
situation would not prevail 56
situation would not prevent 46
situation would not provide 41
situation would not require 71
situation would not warrant 57
skeletal parts are present 46
skeleton leaves and flowers 118
sketches rather than stories 143
sketches which had appeared 159
skinless white meat chicken 51
skirmish broke out between 202
slightly above and between 111
slightly above its present 76
slightly above its previous 42
slightly above its surface 73
slightly above one hundred 61
slightly above one percent 45
slightly acrid and usually 43
slightly apart for balance 110
slightly below and anterior 50
slightly below and lateral 54
slightly below this average 51
slightly built and thatched 84
slightly change its position 133
slightly changing his position 63
slightly edged with whitish 71
slightly every few seconds 42
slightly longer and broader 181
slightly longer and shorter 50
slightly longer and stouter 256
slightly longer and stronger 57
slightly longer than abdomen 61
slightly longer than anterior 141
slightly longer than average 456
slightly longer than diameter 56
slightly longer than females 66
slightly longer than lateral 98
slightly longer than preceding 70
slightly longer than segment 203
slightly longer than visible 73
slightly lower fat content 119
slightly lower for females 108
slightly lower than average 1880
slightly lower than control 69
slightly lower than current 47
slightly lower than desired 53
slightly lower than national 43
slightly lower than previous 59
slightly older than average 159
slightly older than herself 335
slightly older than himself 822
slightly raising and softening 75
slightly under one hundred 69
slightly under two hundred 94
slightly under two thousand 44
slightly wider and shorter 75
slightly worse than average 372
slowness moves his immense 56
slumbering child with pensive 47
slumbers which her arrival 52
smallest birds and mammals 58
smallest grain that dappled 73
smallest motes and portions 40
smallest reason for believing 439
smallest reason for resorting 97
smallest reason for supposing 369
smallest space and cheapest 69
smallest spark they increase 41
smallest stars are visible 109
smothered noise that escaped 52
snatched sword and buckler 81
snuggled under her blanket 63
sobriety testing may require 102
socialism could not succeed 96
socialism could not survive 77
socialism could not triumph 65
socialism within one country 96
socialist party has managed 41
socialist party was founded 124
socialist state and economy 56
socialist state and society 340
socialize males and females 117
societal needs and demands 452
societal needs and desires 104
societal norms and beliefs 80
societal norms and customs 88
societal norms are violated 68
sociology rather than history 95
softened grief that bespoke 41
softened rather than refined 94
software rather than develop 42
software testing and debugging 214
software testing and quality 276
software tests and quality 108
software tools and systems 102
software tools for analyzing 188
software tools for designing 68
software tools that perform 60
software tools that provide 193
software tools that support 654
soldiers after his triumph 52
soldiers after long marches 52
soldiers armed and trained 45
soldiers armed with assault 47
soldiers armed with firearms 43
soldiers armed with machine 1386
soldiers armed with muskets 643
soldiers armed with pistols 74
soldiers armed with shields 103
soldiers could not advance 40
soldiers could not believe 218
soldiers could not contain 52
soldiers could not control 93
soldiers could not perform 43
soldiers could not prevent 86
soldiers could not protect 97
soldiers dared not venture 41
soldiers fired two volleys 41
soldiers rather than sailors 87
soldiers stood and watched 45
soldiers under her command 93
soldiers under his command 21006
soldiers under his control 181
soldiers under its command 67
soldiers under our command 109
soldiers unfit for service 75
soldiers within its borders 52
soldiers would not abandon 135
soldiers would not believe 88
soldiers would not receive 60
soldiers would not support 97
soldiers would not venture 52
soldiery under his command 117
solemnly engage and promise 560
solemnly given his consent 85
solemnly given his sanction 97
solemnly tried and deposed 100
solemnly warning them against 82
soliciting funds for charity 50
solitary class with respect 155
solitary hills that science 81
solitary males and females 57
solitary tract and nucleus 399
solitary world for liberty 88
solitude rather than imparts 73
solitude rather than society 183
solitude where his partner 86
solitude which had weighed 78
solutions exist for certain 67
solutions rather than depending 43
solutions rather than general 51
solutions rather than optimal 64
solutions where both parties 42
solutions which are applied 82
solutions which are capable 114
solutions which are correct 43
solutions which are derived 40
solutions which are diluted 45
solutions which are equally 77
solutions which are feasible 91
solutions which are forever 40
solutions which are helpful 65
solutions which are neutral 128
solutions which are offered 168
solutions which are optimal 97
solutions which are periodic 78
solutions which are regular 56
solutions which are related 43
solutions which are similar 80
solutions which are strongly 69
solutions which are subject 42
solutions which are typical 42
solutions which are usually 121
solutions which can satisfy 56
solutions which may contain 108
solutions which they offered 66
solutions would you propose 139
solutions would you suggest 220
solvents which are capable 50
somebody loses his freedom 76
somebody would bring williams 94
sometime after her husband 101
sometime after her marriage 100
sometime after his arrival 251
sometime after his marriage 143
sometime after our arrival 46
somewhat above its present 66
somewhat above one hundred 42
somewhat above this average 55
somewhat above two hundred 50
somewhat after this pattern 48
somewhat aloof and distant 66
somewhat below its maximum 99
somewhat beneath his dignity 171
somewhat broad and general 91
somewhat easier and quicker 111
somewhat faint and blurred 149
somewhat fewer and smaller 45
somewhat grave and haughty 43
somewhat harsh and haughty 59
somewhat later and perhaps 76
somewhat later than average 44
somewhat later than planned 51
somewhat lengthy and complex 64
somewhat light and sparrow 41
somewhat longer and broader 216
somewhat longer and stouter 229
somewhat longer and stronger 66
somewhat longer than average 215
somewhat loose and general 164
somewhat lower and broader 57
somewhat lower than average 1108
somewhat lower than desired 58
somewhat lower than natural 48
somewhat lower than previous 100
somewhat lower than typical 48
somewhat lower than usually 46
somewhat mixed with respect 46
somewhat novel and startling 44
somewhat older and stronger 42
somewhat older than average 215
somewhat older than herself 559
somewhat older than himself 1213
somewhat paler than natural 40
somewhat petty and divided 52
somewhat rough and inexact 49
somewhat sharp and painful 77
somewhat sorry for himself 49
somewhat stiff and awkward 166
somewhat stiff and stately 134
somewhat stiff and stilted 51
somewhat taken for granted 657
somewhat testy old general 54
somewhat under one thousand 48
somewhat under our control 40
somewhat under two hundred 93
somewhat vague and confusing 58
somewhat vague and diffuse 183
somewhat vague and distant 97
somewhat vague and elastic 96
somewhat vague and elusive 83
somewhat vague and general 1420
somewhat vague and obscure 197
somewhat vague and perhaps 54
somewhat vague and shadowy 224
somewhat vague and subject 62
somewhat vague and variable 66
somewhat vague with respect 68
somewhat which can stretch 205
somewhat which was needful 63
somewhat wider and shorter 127
somewhat worse than average 58
somewhat worse than useless 47
sonorous words and phrases 97
southerly winds that prevail 44
southward march was resumed 42
southward rather than eastward 137
southwest texas and northern 164
souvenir shops and tourist 166
souvenir shops are located 42
specially built for service 48
specially drawn and engraved 493
specially manly and refined 55
specially ruled and printed 48
specialty shops and eateries 79
specialty shops are located 68
specialty store that carries 51
specific about this because 40
specific action with respect 139
specific acute and chronic 157
specific angles with respect 45
specific basis and charged 64
specific basis for believing 95
specific binding was blocked 120
specific binding was defined 126
specific binding was measured 98
specific cases and general 95
specific cases are brought 111
specific cases not covered 45
specific cases that present 40
specific cause for concern 71
specific cells and tissues 391
specific charm for certain 51
specific crime has appeared 51
specific dates and details 85
specific dates and numbers 87
specific drugs and classes 285
specific drugs and dosages 85
specific ethnic and national 133
specific ethnic and regional 46
specific facts and details 479
specific facts and figures 698
specific facts and general 114
specific facts and opinions 60
specific facts are related 99
specific facts that support 547
specific files and folders 634
specific files are located 56
specific force and perform 128
specific forms and content 108
specific forms and reports 111
specific genes are located 63
specific genes that control 314
specific genus and species 83
specific gifts and talents 117
specific goals and criteria 150
specific goals and demands 44
specific goals and develop 59
specific goals and measures 245
specific goals and rewards 53
specific goals and targets 937
specific goals are defined 45
specific goals for herself 42
specific goals for himself 60
specific goals for improving 143
specific goals for increasing 77
specific goals for student 92
specific goals that include 43
specific goals with respect 132
specific goods and license 136
specific group being entered 118
specific items and amounts 149
specific kinds and amounts 166
specific kinds and degrees 81
specific learning and behavior 61
specific legal and factual 77
specific lipid and protein 40
specific local and national 211
specific local and regional 361
specific meanings and effects 46
specific method for achieving 68
specific method for detecting 255
specific method for diagnosing 61
specific method for obtaining 42
specific method for selecting 100
specific moods and emotions 63
specific motor and sensory 214
specific names and details 53
specific names and numbers 70
specific names and symbols 51
specific names are derived 49
specific needs and context 51
specific needs and culture 61
specific needs and demands 1028
specific needs and desires 2036
specific needs and provide 84
specific needs and providing 54
specific needs and reflect 57
specific needs and strengths 91
specific needs for details 83
specific needs that require 113
specific needs with respect 85
specific pages and sections 73
specific people and objects 46
specific period not exceeding 98
specific pests and diseases 341
specific pitch and duration 44
specific place and function 209
specific place and purpose 71
specific place for everything 79
specific plans for achieving 192
specific plans for improving 129
specific plans for increasing 49
specific plans for suicide 61
specific racial and national 46
specific rates are applied 54
specific rather than country 107
specific rather than diffuse 481
specific rather than general 14005
specific rather than generic 1386
specific rather than species 270
specific reason and purpose 67
specific reason for believing 162
specific reason for including 69
specific reason for rejecting 54
specific reason for selecting 77
specific rites and rituals 72
specific roles and missions 105
specific rules and criteria 49
specific rules and customs 45
specific rules and general 90
specific rules are applied 76
specific rules for assigning 42
specific rules for behavior 113
specific rules for certain 104
specific rules for combining 42
specific rules for computing 108
specific rules for conduct 62
specific rules for recording 45
specific rules for selecting 53
specific rules with respect 237
specific sales and marketing 128
specific scope and content 168
specific shape and content 53
specific shape and function 103
specific signs and symbols 103
specific social and material 334
specific social and national 42
specific social and natural 72
specific state and federal 294
specific state and national 48
specific steps for achieving 61
specific steps for improving 46
specific tasks and achieve 69
specific tasks and targets 49
specific tasks are carried 522
specific tasks that require 178
specific tasks they perform 129
specific teaching and research 70
specific terms and phrases 338
specific terms are applied 41
specific terms are defined 47
specific terms with respect 47
specific tests and measures 491
specific tests are applied 62
specific tests are carried 40
specific tests for certain 45
specific tests for glucose 51
specific themes that emerged 44
specific types and amounts 293
specific types and degrees 71
specific types and numbers 92
specific types and sources 84
specific units and symbols 79
specific vices and virtues 60
specific warning and against 81
specific words and details 64
specific words and letters 47
specific words and phrases 5763
specific words for general 64
specific works and writers 57
specifying which are general 44
specimen which was brought 96
specimen which was exposed 42
specimen which was removed 49
speckled trout and silvery 76
spectral lines are doppler 44
spectral lines are doubled 101
spectral lines are emitted 394
spectral lines are measured 133
spectral lines are present 182
spectral lines are shifted 981
spectral lines are usually 129
spectral under its wizened 40
spectrum falls off rapidly 80
spectrum lines are shifted 67
specular rather than diffuse 63
speeches which are imputed 40
speeches which are printed 44
speeches which her sisters 98
speedier manning his majesty 83
speedily after his arrival 49
speedily broke out between 56
speedily built and thatched 90
speedily quiet his emotions 170
speedily setting out towards 49
speedily taken for adjusting 45
splendid balls and dinners 140
splendid dress and courtly 82
splendid faces and figures 41
splendid field for research 45
splendid hawks that swooped 49
splendid hopes and schemes 63
splendid house and grounds 130
splendid house for himself 59
splendid parks and gardens 67
splendor steals its fairest 71
splendor which has usually 58
splendor which yet remains 55
spoonful every ten minutes 147
sporadic cases are usually 58
sporadic civil war between 40
sporadic rather than familial 67
sporadic rather than general 117
sporadic rather than regular 114
sporadic rifle and machine 128
sprinkling lawns and gardens 97
sprinkling lawns and streets 56
squabble broke out between 161
squabble which had brought 48
squadron could not prevent 40
squadron leader and superior 44
squadron under his command 6489
squadron under rear admiral 310
squadron under sir charles 155
squadron under sir richard 152
squadron which had arrived 145
squadron which had brought 66
squadron which had escaped 82
squadron which was ordered 45
squamous cells are present 157
squamous cells are usually 48
squarely faced this problem 62
staggering human and material 58
stagnant ponds and ditches 177
stagnant ponds and marshes 50
stagnant pools and clotted 56
stagnant pools and ditches 559
stagnant pools and jackals 69
stagnant pools and marshes 513
stagnant water and marshes 64
stagnating pools and marshes 50
stalwart dames who willingly 73
standard aloft and visible 103
standard basis for comparing 43
standard bearer who carried 43
standard costing and budgeting 335
standard costing and variance 582
standard costs and budgets 216
standard costs and related 71
standard costs and variance 415
standard costs are entered 55
standard costs are usually 106
standard costs for control 109
standard costs for material 85
standard costs for product 98
standard curve was plotted 128
standard doors and windows 97
standard error and comparing 45
standard error and variance 151
standard error for comparing 70
standard error for samples 46
standard forms for recording 109
standard forms for reporting 85
standard gauge was adopted 67
standard grade and quality 87
standard input and assigns 181
standard input and outputs 44
standard labor and overhead 201
standard local area network 125
standard method for accessing 91
standard method for analyzing 149
standard method for assessing 353
standard method for comparing 89
standard method for computing 201
standard method for detecting 171
standard method for diagnosing 123
standard method for examining 50
standard method for exchanging 44
standard method for obtaining 309
standard method for preparing 133
standard method for producing 198
standard method for providing 54
standard method for recording 97
standard method for reporting 79
standard method for screening 93
standard method for selecting 43
standard model for network 49
standard parts not involving 120
standard rather than against 168
standard rather than coddled 82
standard rooms are spacious 42
standard rules and operating 42
standard rules for combining 58
standard setting and quality 103
standard signs and symbols 43
standard sizes and designs 161
standard sizes and weights 242
standard state for solutes 71
standard terms and symbols 69
standard tests and measures 103
standard tests are usually 47
standard texts for details 61
standard types and classes 51
standard which has evolved 40
standard which has hitherto 257
standard which was adopted 143
standard which was applied 74
standard which was carried 69
standard words and phrases 191
standard works and current 54
standard would not prevent 51
standard would not provide 46
standard would not require 69
starched cuffs and collars 123
starfish turns its stomach 137
startled every one present 57
startled leaves had stirred 60
startled would not express 48
stationed about one hundred 95
stationed about two hundred 56
stationed every few hundred 78
stationed under his command 58
stationed within its borders 141
stationed within six hundred 53
statutes drawn with extreme 68
statutes lacking any express 58
statutes under this element 44
statutes which are enacted 92
statutes which are repealed 79
statutes which are similar 55
statutes which are usually 44
statutes which are written 321
stealthily under his blanket 41
steamboat bound for buffalo 85
steamboat owner are equally 213
steamboat which had brought 52
steamboat which ran between 40
steamship lines that operate 62
stimulus known for awakening 103
stimulus loses its ability 63
stimulus which are capable 73
stimulus which has excited 76
stimulus which they contain 57
stimulus which they receive 51
stimulus which was applied 69
stimulus which was present 89
stockade which they carried 78
straddle roofs and windows 44
straggling carts and coaches 57
straggling goats with whistling 75
straggling locks that offered 48
straight again they mounted 216
straight edges and corners 51
straight lines and circles 6961
straight lines and corners 182
straight lines and perfect 248
straight lines and precise 63
straight lines and primary 61
straight lines and produce 74
straight lines and regular 256
straight lines and spirals 50
straight lines and squared 42
straight lines and squares 224
straight lines and triangles 486
straight lines and zigzags 100
straight lines are assumed 40
straight lines are defined 196
straight lines are equally 65
straight lines are plotted 111
straight lines are tangents 57
straight lines are usually 108
straight lines can enclose 357
straight lines can inclose 60
straight lines for several 91
straight lines may enclose 120
straight lines may inclose 61
straight lines not exceeding 291
straight lines that connect 297
straight lines with respect 149
straight lines with uniform 277
straight medial and lateral 344
straight opening her fertile 384
straight rather than concave 68
straight rather than rounded 65
straight sides and rounded 682
straight trail that offered 56
straight trunk and slender 47
straight women and lesbians 341
strained cords and muscles 49
strained voice that sounded 101
strained within its elastic 43
strainer lined with several 105
stranded within his liberty 65
strangely mingled with moments 43
strangely quiet and peaceful 99
strangely quiet and subdued 174
strangely rapid and perfect 41
strangers about his religion 52
strangers could with decency 62
strangers haunt for traffic 52
strangers rather than between 41
strangers rather than friends 96
strangers within its borders 53
strategy calls for increasing 43
strategy could not succeed 151
strategy rather than ideology 48
strategy rather than tactics 237
strategy which can provide 53
strategy which had brought 84
strategy which had hitherto 47
strategy which has brought 57
strategy which has emerged 55
strategy which has evolved 72
strategy which they adopted 40
strategy which was adopted 196
strategy which was pursued 49
strategy would not require 93
strategy would not succeed 99
strategy would you suggest 196
strengthen bones and muscles 82
