sac contains meninges and 70
she imagined around him 53
she inclined toward him 47
she initially thought that 121
she initially thought was 52
she inquired whether any 85
she inquired whether her 72
she inquired whether his 78
she inquired whether she 168
she inquired whether they 93
she intended through her 52
she inwardly called her 84
she inwardly called him 49
she inwardly called his 75
she jealously guards her 41
she joyfully thought that 75
she languidly opened her 90
she laughingly called her 65
she lectured widely and 64
she listened eagerly for 157
she listened without any 45
she mentally ticked off 84
she mentioned something that 156
she murmured before she 141
she murmured behind her 52
she murmured softly and 95
she murmured something and 82
she murmured something that 144
she murmured through her 378
she murmured without any 50
she muttered before she 72
she muttered something and 132
she muttered something that 182
she muttered through her 398
she narrowly missed being 121
she normally shared with 47
she numbered amongst her 134
she obligingly raised her 40
she observed around her 132
she observed through her 57
she observes around her 103
she obtained relief and 41
she obtained through her 88
she obviously thought she 116
she obviously thought that 181
she obviously thought was 118
she obviously wanted him 104
she occupied before her 96
she overheard someone say 91
she overheard something that 98
she pardoned morton and 43
she performs better than 174
she politely thanked him 58
she pondered whether she 74
she possibly expect him 40
she prepared coffee and 49
she prepared dinner and 82
she prepared dinner for 185
she prepared supper for 82
she probably agreed with 51
she probably already had 119
she probably already has 99
she probably forgot that 81
she probably needed was 48
she probably sensed that 105
she probably should not 1500
she probably thought her 49
she probably thought she 534
she probably thought that 1366
she probably thought they 75
she probably thought was 279
she probably thought you 81
she probably wanted him 56
she probably wished she 78
she probably wishes she 67
she produced something that 101
she produces enough for 105
she promised before she 146
she promised gladly and 73
she promptly changed her 73
she promptly forgot all 70
she promptly shakes her 48
she promptly turned her 79
she provides readers with 46
she publicly stated that 124
she publicly wished she 42
she questions whether she 123
she questions whether this 43
she recalled something she 98
she recalled something that 63
she received advice and 40
she received before her 45
she received before she 69
she received credit for 81
she received helped her 48
she received notice that 482
she received orders for 64
she received praise for 68
she received through her 137
she receives through her 54
she reckoned without her 345
she regained strength and 75
she rejected firmly all 69
she rejoiced greatly and 77
she remained active and 105
she remained active for 54
she remained afloat and 99
she remained afloat for 81
she remained anxious and 42
she remained before him 80
she remained behind and 82
she remained behind with 139
she remained beside her 57
she remained beside him 132
she remained chaste and 161
she remained defiant and 41
she remained engaged thus 51
she remained hidden for 69
she remained lonely and 52
she remained polite and 41
she remained serene and 69
she remained silent and 1697
she remained silent for 1178
she remained silent with 79
she remained simple and 49
she remained standing and 179
she remained standing for 133
she remained standing near 47
she remained standing with 101
she remained sullen and 155
she remained through all 40
she remained unseen for 77
she remained without any 65
she reminded readers that 153
she required before she 66
she requires another tip 49
she requires better air 45
she reserved solely for 43
she resisted firmly and 41
she resolved should not 41
she retained through all 62
she retorted before she 58
she retreated before him 110
she retreated before them 86
she retreated behind her 102
she retreated further and 50
she returned earlier than 46
she returned inside and 46
she returned sooner than 41
she returned without her 45
she reversed course and 80
she reviewed troops and 45
she rummaged around and 48
she rummaged around for 151
she rummaged through her 1609
she rummaged through his 111
she rummaged through one 40
she rummages through her 88
she scarcely changed her 51
she scarcely closed her 50
she scarcely lifted her 128
she scarcely needed any 75
she scarcely opened her 130
she scarcely raised her 94
she scarcely thought him 121
she scarcely turned her 52
she scarcely waited for 65
she scrolled through her 73
she scrubbed floors and 99
she secretly agreed with 108
she secretly prayed that 52
she secretly thought that 127
she secretly wanted him 90
she secretly wished for 47
she secretly wished she 90
she secretly wished that 291
she secretly yearned for 83
she sensibly retard its 46
she seriously thought that 93
she shivered inside her 53
she shuffled through her 134
she shuffled through them 71
she silently agreed with 52
she silently begged for 47
she silently begged him 115
she silently called him 40
she silently cursed her 136
she silently cursed him 56
she silently handed him 80
she silently pleaded for 63
she silently pleaded with 101
she silently prayed for 212
she silently prayed that 581
she silently thanked god 393
she silently thanked her 58
she silently thanked him 129
she silently turned and 47
she silently waited for 52
she silently willed him 57
she silently wished that 48
she sleepily opened her 44
she slightly lifted her 59
she slightly opened her 48
she slightly raised her 160
she slightly turned her 91
she snuggled beside him 50
she snuggled closer and 152
she softened toward him 99
she sprawled across his 49
she squatted beside him 129
she squinted through her 72
she strained toward him 195
she strolled beside him 64
she strolled further and 61
she strolled toward her 43
she strolled toward him 90
she stumbled through her 154
she stumbled toward her 92
she stumbled toward him 160
she succeeds better than 54
she suddenly became all 97
she suddenly became ill 270
she suddenly blurts out 65
she suddenly buried her 125
she suddenly bursts out 190
she suddenly called her 42
she suddenly called out 736
she suddenly caught her 101
she suddenly caught him 113
she suddenly caught his 47
she suddenly changed her 1356
she suddenly changes her 113
she suddenly closed her 83
she suddenly gasped and 105
she suddenly halted and 55
she suddenly jerked her 59
she suddenly jumped out 125
she suddenly kissed him 62
she suddenly lashed out 44
she suddenly learned that 59
she suddenly lifted her 442
she suddenly looked old 45
she suddenly missed her 43
she suddenly missed him 43
she suddenly opened her 689
she suddenly paused and 153
she suddenly placed her 62
she suddenly pulled her 94
she suddenly pulled him 54
she suddenly pulled out 121
she suddenly pushed him 153
she suddenly raised and 53
she suddenly raised her 863
she suddenly raises her 43
she suddenly reached for 56
she suddenly reached out 164
she suddenly seized him 118
she suddenly seized his 66
she suddenly sensed that 217
she suddenly shifts her 40
she suddenly smiled and 163
she suddenly swayed and 42
she suddenly tensed and 41
she suddenly thought how 54
she suddenly thought she 287
she suddenly thought that 439
she suddenly turned and 1162
she suddenly turned her 607
she suddenly wanted him 114
she suddenly wished for 48
she suddenly wished she 379
she suddenly wished that 266
she suffered before she 117
she suffered enough for 51
she suffered greatly and 64
she suffered greatly with 49
she suffered neither her 64
she suffered severe and 49
she suffered sorrow and 116
she suffered through her 154
she suggests instead that 91
she switched places with 67
she switches places with 43
she swiveled around and 92
she tenderly kissed her 65
she tenderly kissed him 64
she tenderly kissed his 75
she therefore sought her 54
she therefore turned her 41
she therefore waited for 46
she tottered toward him 53
she traveled abroad with 56
she traveled around with 50
she traveled through new 53
she traveled widely and 164
she trembled amidst her 83
she trembled before him 166
she trembled through and 106
she unrolled behind her 41
she vanished before his 112
she ventured beyond her 41
she wandered around for 71
she wandered around her 102
she wandered around with 55
she wandered farther and 41
she wandered through her 143
she wandered through them 68
she whistled through her 98
she wondered whether all 77
she wondered whether any 137
she wondered whether her 1048
she wondered whether his 230
she wondered whether one 45
she wondered whether she 5517
she wondered whether that 292
she wondered whether they 656
she wondered whether this 726
she wondered whether you 53
singing directly through his 47
sit directly behind her 46
sit directly behind him 68
sit enthroned before god 42
sit silently beside her 54
sit silently beside him 53
sit slightly higher than 43
six american cities and 156
six american cities had 40
six cardinal points and 86
six chestnut horses and 50
six children before her 93
six children before she 136
six children before they 49
six children toward each 47
six children without any 107
six children younger than 189
six cortical layers are 52
six currency lasses sat 48
six district courts and 81
six football fields and 45
six justices agreed that 191
six minority groups and 70
six officers killed and 235
six patients before and 49
six patients treated for 80
six patients treated with 631
six possible causes for 43
six possible orders for 50
six possible reasons for 308
six possible reasons why 71
six possible values for 207
six segments higher than 44
six separate causes for 90
six soldiers killed and 89
sky chimneys taller than 46
sky remained bright and 41
sky somewhat gloomy and 62
sky suddenly cleared and 70
sky suddenly filled with 167
song abruptly broken off 61
sow divisions amongst his 52
spy captured inside our 52
sum actually larger than 46
sum annually raised for 56
sum complete reached them 41
sum slightly larger than 81
sun descending burned his 83
sun directly behind him 81
sun directly behind them 53
sun directly behind you 64
sun filtered through them 42
sun provides energy for 73
sun revolves around our 43
sun struggling through fog 59
