sac continuous with the 201
she recognizes him by 45
she recognizes him in 57
she recognizes how the 42
she recognizes one of 101
she recognizes she is 49
she recognizes that he 368
she recognizes that if 57
she recognizes that in 158
she recognizes that it 721
she recognizes that no 59
she recognizes that the 2111
she recognizes that to 56
she recognizes that we 48
she recognizes them as 384
she recognizes this as 213
she recollects that the 74
she recommends for the 57
she recommends him to 62
she recommends that he 80
she recommends that the 248
she recommends that we 108
she reconciles him to 46
she reconnects with the 44
she registered for an 44
she registered for the 188
she registered that he 152
she registered that it 55
she registered that the 105
she registered was the 48
she registered with the 170
she reinstated him in 133
she reiterated for the 47
she reiterated that it 51
she reiterated that the 130
she remembered all at 109
she remembered all he 65
she remembered all of 347
she remembered all the 2186
she remembered and he 48
she remembered and the 182
she remembered any of 182
she remembered being at 54
she remembered being in 427
she remembered being on 44
she remembered being so 54
she remembered each of 44
she remembered for the 181
she remembered going to 230
she remembered her as 244
she remembered her at 44
she remembered her in 172
she remembered her of 79
she remembered him as 2008
she remembered him at 230
she remembered him in 364
she remembered him on 51
she remembered him or 54
she remembered him so 89
she remembered him to 177
she remembered how as 145
she remembered how at 68
she remembered how he 2906
she remembered how in 169
she remembered how it 861
she remembered how on 85
she remembered how the 1434
she remembered how to 550
she remembered lying in 151
she remembered lying on 64
she remembered not the 60
she remembered not to 247
she remembered now as 41
she remembered now the 99
she remembered one of 599
she remembered one thing 78
she remembered out of 127
she remembered that an 96
she remembered that as 518
she remembered that at 400
she remembered that by 94
she remembered that he 5441
she remembered that if 237
she remembered that in 1130
she remembered that it 3980
she remembered that my 52
she remembered that no 370
she remembered that of 183
she remembered that on 398
she remembered that so 107
she remembered that the 7136
she remembered that to 152
she remembered that we 83
she remembered them as 450
she remembered them in 223
she remembered them to 78
she remembered this as 104
she remembered this it 43
she remembered too the 67
she remembered was an 51
she remembered was in 48
she remembered was the 1363
she remembered who he 264
she remembered who it 84
she remembered why he 116
she remembered why it 73
she remembered why the 74
she remembered with an 192
she remembered with the 87
she represents all of 56
she represents all the 203
she represents and the 137
she represents both the 171
she represents for the 203
she represents her as 110
she represents him as 247
she represents him to 43
she represents may be 47
she represents one of 236
she represents that the 67
she represents them as 133
she represents them in 45
she reproached him as 151
she reproached him in 156
she reproached him the 43
she reproaches him in 45
she resolutely put it 67
she resolutely put the 79
she sacrificed for me 57
she sacrificed for the 68
she sacrificed for us 42
she sacrificed him to 54
she shepherded them to 138
she speculated that he 66
she speculated that it 88
she speculated that the 238
she speculates that it 55
she speculates that the 222
she stimulated him to 73
she stimulates him to 107
she stipulated for the 103
she stipulated that he 181
she stipulated that if 47
she stipulated that it 61
she stipulated that the 345
she stipulates that he 45
she stipulates that the 47
she succinctly put it 59
she supervised all the 61
she suppressed them in 40
she symbolized all the 47
she sympathized with it 46
she sympathized with me 259
she sympathized with my 121
she sympathized with the 1381
she sympathizes with me 40
she sympathizes with the 384
she telephoned for an 56
she telephoned for the 70
she telephoned him at 178
she telephoned him in 66
she telephoned him on 43
she telephoned him to 135
she telephoned one of 43
she trafficked with the 117
she translated for me 111
she translated for the 130
she translated one of 50
she ultimately had to 214
she ultimately has to 46
she ultimately won the 41
she understand all the 62
she understand how he 105
she understand how it 63
she understand how the 75
she understand how to 136
she understand that he 582
she understand that if 50
she understand that in 44
she understand that it 239
she understand that the 397
she understand that we 45
she understand why he 208
she understand why it 57
she understand why the 112
she understood all at 58
she understood all he 99
she understood all of 187
she understood all the 755
she understood and he 69
she understood and it 46
she understood and the 61
she understood any of 109
she understood both the 110
she understood for the 560
she understood him as 470
she understood him at 99
she understood him in 144
she understood him or 158
she understood him so 483
she understood him the 100
she understood him to 658
she understood how he 651
she understood how it 470
she understood how the 525
she understood how to 1254
she understood not at 62
she understood not the 240
she understood now the 132
she understood one of 47
she understood one thing 95
she understood that an 78
she understood that as 356
she understood that at 144
she understood that by 156
she understood that he 5577
she understood that if 578
she understood that in 471
she understood that it 3253
she understood that my 167
she understood that no 175
she understood that the 5277
she understood that to 277
she understood that we 284
she understood them as 364
she understood them in 92
she understood them or 198
she understood them so 161
she understood them to 228
she understood this as 51
she understood this to 95
she understood was the 168
she understood was to 40
she understood who he 93
she understood why he 2442
she understood why it 407
she understood why so 100
she understood why the 1034
she understood why we 63
she understood with an 47
she understood with the 67
she understood you to 47
she undertakes not to 119
she visualized him as 45
she volunteers for the 64
she vouchsafed him no 49
shoe department and the 62
sic presumption for the 55
sin consistent with the 58
singing alternated with the 120
sit downstairs with the 79
six applicants for the 136
six candidates and the 47
six candidates for the 1177
six candidates out of 63
six candidates with the 44
six categories and the 163
six categories are as 82
six categories are the 61
six categories can be 218
six categories for the 196
six categories may be 84
six characters and the 134
six characters are the 60
six characters can be 84
six characters for the 78
six characters may be 71
six characters with the 41
six classrooms and an 45
six components and the 47
six components are the 53
six components can be 141
six components for the 45
six components may be 50
six concentric rings of 251
six contenders for the 41
six continents and in 138
six continents and the 184
six destroyers and the 85
six forecastle men in 48
six generations and the 48
six generations may be 63
six guidelines for the 76
six indicators for the 47
six industries with the 59
six interviews with the 220
six kilometers east of 286
six kilometers out of 42
six ministries and the 75
six objectives for the 115
six parameters and the 45
six parameters can be 127
six parameters for the 108
six perfections and the 187
six perfections are the 65
six principles and the 58
six principles are as 45
six principles are the 65
six principles can be 88
six principles for the 219
six principles that he 44
six principles that the 46
six quantities can be 64
six quantities may be 73
six repetitions with the 76
six satellites may be 40
six suggestions for the 48
six symphonies for the 41
six volunteers for the 58
ski instructor for the 96
sky background and the 266
sky background can be 127
sky brightened and the 210
sky brightened with the 96
sky brightness and the 203
sky brightness due to 55
sky brightness near the 62
sky contrasted with the 203
sly implication that the 50
son acquainted with the 56
son complained that he 79
son complained that the 60
son discovered that he 54
son discovered that the 68
son encouraged him to 42
song appropriate for the 72
song identified with the 46
song originally sung by 48
song supposedly sung by 49
son identifies with the 121
son introduced him to 44
son preference and the 279
son remembered her as 95
son remembered him as 112
son remembered that he 48
son understood that he 43
sow wickedness reap the 220
spy satellites and the 245
sue immediately for the 100
sue separately for the 101
sum comparable with the 42
sum competition with the 70
sum consistent with the 73
sum contracted for is 41
sum contracted for the 80
sum designated for the 46
sum immediately than of 67
sum inadequate for the 41
sum prescribed for the 61
sum settlement may be 44
sum settlement with the 68
sum stipulated for by 60
sum stipulated for in 160
sum stipulated for is 157
sum stipulated for the 455
sum subscribed for the 100
sum sufficient for my 85
sum sufficient for the 5083
sun contrasted with the 51
sun disappeared and it 88
sun disappeared and the 570
sun disappeared and we 45
sun disappeared for the 80
sun ricocheted off the 47
