sabot laid trustingly by 94
salts were supposed to 59
salts will dissolve in 54
sands upon thousands of 432
sandy areas adjacent to 84
sandy beach adjacent to 61
sandy beach bordered by 102
sandy loam consists of 194
sandy soil contains no 47
saved from banality by 223
saved from collapse by 517
saved from collapse in 59
saved from committing so 58
saved from committing the 72
saved from confusion by 50
saved from conquest by 178
saved from contempt by 103
saved from cynicism by 66
saved from damnation by 162
saved from disaster at 96
saved from disaster by 1802
saved from disaster in 157
saved from disgrace by 263
saved from distress at 59
saved from dullness by 148
saved from execution at 121
saved from execution by 928
saved from execution in 100
saved from exposure by 43
saved from exposure to 107
saved from expulsion by 77
saved from foundering by 85
saved from futility by 53
saved from ignominy by 46
saved from infection by 65
saved from insanity by 88
saved from liability by 64
saved from massacre by 189
saved from monotony by 475
saved from overthrow by 72
saved from pedantry by 51
saved from perdition by 128
saved from pitfalls by 46
saved from rejection by 45
saved from responding by 88
saved from ridicule by 80
saved from severity by 94
saved from succumbing to 58
saved from thousands of 45
saved from ugliness by 61
saved from witnessing the 88
saved many hundreds of 392
saved many thousands of 1439
saved some hundreds of 142
saved some thousands of 106
saved such treasures as 55
saved their property by 72
saved those stationed on 48
saved what remained of 206
saved will continue to 45
saves from massacre or 55
saves many thousands of 103
saves time compared to 115
saves your document as 48
saves your document in 51
savings bank accounts in 366
savings bank accounts is 97
savings bank accounts of 190
savings bank accounts or 52
savings bank accounts to 44
savings bank business in 214
savings bank business is 104
savings bank deposits as 64
savings bank deposits by 91
savings bank deposits in 728
savings bank deposits is 321
savings bank deposits of 422
savings bank deposits or 200
savings bank deposits to 205
savings bank interest is 42
savings bank movement in 123
savings bond interest is 139
savings from increases in 62
savings from reduction in 136
savings from reduction of 133
savings have amounted to 99
savings have increased by 48
savings have resulted in 74
savings made possible by 1797
savings made possible in 44
savings must therefore be 46
savings rate relative to 46
savings were absorbed by 65
savings were achieved as 40
savings were achieved by 439
savings were achieved in 200
savings were diverted to 67
savings were effected by 183
savings were effected in 148
savings were expected to 314
savings were invested at 65
savings were invested in 745
savings were negative in 51
savings were obtained by 99
savings were obtained in 43
savings were possible by 71
savings were possible in 81
savings were required to 50
savings were returned to 53
savings were supposed to 55
savings when compared to 1310
savings will actually be 70
savings will continue to 301
savings will outweigh the 50
savings will probably be 152
sayings have attached to 50
sayings were ascribed to 56
sayings were recorded by 85
sayings were regarded as 98
sayings were reported to 55
sayings were treasured up 102
scale also consists of 78
scale also occurred in 43
scale fast compared to 91
scale flow patterns in 55
scale from negative to 118
scale from positive to 79
scale have occurred in 205
scale have resulted in 306
scale made possible by 1971
scale made possible the 50
scale maps produced by 72
scale mass movement in 112
scale media campaign to 115
scale mining operation in 102
scale mining projects in 46
scale more suitable to 51
scale must therefore be 179
scale reading directly in 234
scale reads directly in 137
scale were achieved by 117
scale were compared to 56
scale were designed to 281
scale were expected to 67
scale were included in 329
scale were intended to 93
scale were obtained by 239
scale were possible in 40
scale were produced by 59
scale were regarded as 53
scale were reported by 119
scale were reported to 45
scale were required to 52
scale were selected by 74
scale were selected on 167
scale were selected to 58
scale when compared to 990
scale will continue to 536
scale will indicate the 519
scale will normally be 50
scale will probably be 204
scale will therefore be 243
scalp such bedouins as 51
scans show evidence of 59
scans were abnormal in 143
scans were acquired at 163
scans were acquired in 87
scans were acquired on 49
scans were averaged to 94
scans were negative in 48
scans were obtained at 216
scans were obtained by 64
scans were obtained in 697
scans were obtained on 249
scans were positive in 171
scans were recorded at 69
scans your computer to 67
scant three quarters of 56
scape from flattery to 274
scare their children by 56
scars were observed in 58
scars were observed on 86
scene also contains the 56
scene also functions as 56
scene also includes the 57
scene also provides the 46
scene also reflects the 51
scene also suggests the 87
scene from brittany or 202
scene from florence to 47
scene from lawrence of 62
scene from mountain or 57
scene from mythology or 60
scene here depicted is 74
scene here referred to 49
scene just referred to 192
scene leads directly to 45
scene more beautiful to 47
scene more enchanting by 112
scene more resemble the 66
scene must therefore be 51
scene soon perforce to 95
scene were increased by 42
scene will continue to 272
scene will probably be 110
scold your children so 50
scope also includes the 55
scope been narrowed to 55
scope made possible by 83
scope must therefore be 62
scope when compared to 191
scope will probably be 41
score also reflects the 40
score card consists of 46
score ever recorded in 142
score ever recorded on 96
score from anywhere on 214
score from baseline to 342
score were included in 54
score when compared to 414
score will indicate the 90
score will probably be 166
scorn very refreshing in 44
scrap from richmond to 105
screw axes parallel to 398
screw axis parallel to 926
screw pump consists of 48
scythe lies glittering in 87
seabed zone referred to 162
sealed their fidelity to 77
sealed their rejection of 69
sealed these presents the 80
sealed tube containing an 40
sealed tube containing the 138
seamen were arrested in 41
seamen were captured by 46
seamen were confined in 48
seamen were deprived of 56
seamen were embarked in 47
seamen were employed by 40
seamen were employed in 418
seamen were employed on 223
seamen were employed to 81
seamen were entitled to 317
seamen were expected to 60
seamen were involved in 58
seamen were observed to 59
seamen were prepared to 53
seamen were required to 197
seamen were supposed to 55
search among hundreds of 54
search among thousands of 52
search made incident to 83
search made pursuant to 135
search more specific by 63
search must continue to 61
search must therefore be 136
search such premises or 176
search their database of 57
search their memories to 186
search time required to 376
search tree consists of 68
search tree containing the 87
search will continue as 40
search will continue in 49
search will continue to 351
search will disclose the 86
search will probably be 200
season also included the 48
season from december to 2574
season from february to 861
season from november to 4204
season from proceeding so 76
season gets underway in 42
season have resulted in 41
season have subsided to 78
season many thousands of 61
season most agreeable to 735
season their flattery the 44
season were backward or 55
season were expected to 54
season were followed by 58
season were included in 58
season were obtained by 44
season when business is 108
season when commerce is 87
season when compared to 163
season when everyone is 53
season when humidity is 40
season when moisture is 92
season when rainfall is 116
season when thousands of 87
season will continue to 56
season will probably be 206
seated just opposite the 44
seated when required to 307
sects have followed the 51
sects were included in 96
seeds from fernando po 42
seeds from thousands of 45
seeds have resulted in 51
seeds need darkness to 51
seeds sown directly in 157
seeds sown outdoors in 161
seeds were attached to 56
seeds were believed to 88
seeds were consumed by 43
seeds were destined to 64
seeds were embedded in 51
seeds were enclosed in 79
seeds were expected to 49
seeds were exported to 82
seeds were immersed in 120
seeds were imported to 42
seeds were included in 75
seeds were observed in 58
seeds were observed to 46
seeds were obtained by 219
seeds were obtained in 634
seeds were prepared by 71
seeds were produced by 198
seeds were produced in 216
seeds were produced on 71
seeds were provided by 123
seeds were received in 48
seeds were replaced by 47
seeds were returned to 85
seeds were supplied by 111
seeds were supplied to 124
seeds were supposed to 127
seeds will continue to 156
seeds will probably be 45
seeking other solutions to 57
seeking prior approval of 97
seeking some evidence of 105
seeking some loophole of 42
seeking their approval in 42
seeking their approval of 141
seeking their approval to 52
seeking their fortunes as 167
seeking their fortunes at 59
seeking their fortunes in 1981
seeking their fortunes on 121
seeking their fortunes or 55
seeking their identity in 84
seeking their pleasures in 51
seeking their salvation in 276
seeking what produces an 44
seeks most earnestly to 42
seeming even desirous of 42
seeming many elements of 53
seeming more disposed to 46
seeming more inclined to 47
seeming only employed in 93
seems also designed to 76
seems also destined to 58
seems also essential to 68
seems also inclined to 65
seems also intended to 108
seems also possible to 287
seems also relevant to 54
seems best achieved by 41
seems best answered by 51
seems best confined to 42
seems best designed to 96
seems best entitled to 71
seems best equipped to 124
seems best referred to 41
seems best regarded as 193
seems best resolved by 40
seems best therefore to 441
seems bringing diversion to 53
seems clear evidence of 112
seems even possible to 77
seems even remotely to 45
seems ever destined to 61
seems good evidence of 102
seems good evidence to 94
seems good practice to 75
seems half conscious of 62
seems half disposed to 67
seems half inclined to 419
seems high compared to 111
seems high relative to 62
seems just possible to 78
seems least affected by 61
seems least inclined to 56
seems left entirely to 64
seems less affected by 206
seems less amenable to 124
seems less conscious of 55
seems less convincing in 91
seems less convincing to 42
seems less dangerous to 86
seems less designed to 47
seems less desirous of 44
seems less disposed to 138
seems less frequent in 53
seems less inclined to 423
seems less involved in 56
seems less possible to 42
seems less probable in 102
seems less probable to 51
seems less redeemed by 45
seems less relevant in 131
seems less relevant to 294
seems less suitable to 40
seems less surprising if 72
seems less surprising in 57
seems less surprising to 53
seems less tolerant of 47
seems less troubled by 69
seems like attempting to 80
seems like everyone in 292
seems like everyone is 735
seems like everyone on 42
seems like evidence of 40
seems like hundreds of 230
seems like nonsense to 126
seems like overkill to 135
seems like paradise to 46
seems like somebody is 58
seems like thousands of 147
seems like whenever we 41
seems mere nonsense to 61
seems mild compared to 107
seems more abundant in 81
seems more accurate in 113
seems more accurate to 3512
seems more adequate in 41
seems more adequate to 584
seems more advanced in 90
seems more affected by 192
seems more agreeable to 403
seems more amenable to 302
seems more apparent in 127
seems more apposite to 81
seems more attached to 128
seems more beautiful to 216
seems more commonly to 114
seems more compelling to 67
seems more confined to 56
seems more conscious of 205
seems more contrary to 143
seems more convincing as 46
seems more convincing in 59
seems more convincing to 330
seems more credible in 40
seems more credible to 173
seems more critical of 56
seems more critical to 63
seems more dangerous to 120
seems more designed to 292
seems more desirous of 78
seems more directed at 67
seems more directed to 100
seems more directly to 83
seems more disposed to 323
seems more dominant in 55
seems more entitled to 99
seems more essential to 178
seems more forcible to 113
seems more frequent in 292
seems more friendly to 79
seems more fruitful in 53
seems more fruitful to 1305
seems more horrible to 54
seems more incident to 52
seems more inclined to 1435
seems more indebted to 154
seems more inspired by 114
seems more intended to 79
seems more involved in 129
seems more judicious to 90
seems more obviously to 67
seems more oriented to 74
seems more positive in 50
seems more possible in 61
seems more possible to 171
seems more powerful in 59
seems more prepared to 81
seems more probable as 389
seems more probable at 77
seems more probable if 78
seems more probable in 600
seems more probable is 489
seems more probable on 82
seems more probable the 51
seems more probable to 1205
seems more probably the 67
seems more probably to 377
seems more properly to 805
seems more realistic in 181
seems more realistic to 1855
seems more recently to 76
seems more redolent of 41
seems more relevant in 111
seems more relevant is 55
seems more relevant to 1350
seems more resigned to 41
seems more satisfying to 89
seems more sensible in 41
seems more sensible to 2169
seems more suitable as 92
seems more suitable in 121
seems more suitable to 1081
seems more surprising is 82
seems more surprising to 57
seems more terrible to 62
seems more tolerant of 162
seems more unlikely to 99
seems more valuable to 300
seems most abundant in 67
seems most accurate in 45
seems most accurate to 240
seems most adequate to 117
seems most advanced in 48
seems most affected by 101
seems most agreeable of 63
seems most agreeable to 741
seems most amenable to 164
seems most apparent in 221
seems most attached to 47
seems most beautiful to 61
seems most commonly to 238
seems most compelling to 49
seems most conscious of 63
seems most contrary to 76
seems most convincing is 60
seems most convincing to 105
seems most critical is 50
seems most dangerous to 40
seems most directly to 136
seems most disposed to 77
seems most eligible to 82
seems most essential in 41
seems most essential is 40
seems most essential to 110
seems most frequent in 65
seems most fruitful to 179
seems most inclined to 192
seems most indebted to 70
seems most obviously to 255
seems most powerful in 62
seems most probable as 90
seems most probable at 140
seems most probable in 193
seems most probable is 665
seems most probable on 73
seems most probable the 60
seems most probable to 548
seems most probably the 40
seems most probably to 591
seems most properly to 181
seems most realistic to 115
seems most relevant in 107
seems most relevant is 53
seems most relevant to 1079
seems most sensible to 510
seems most seriously to 40
seems most suitable as 42
seems most suitable in 85
seems most suitable is 55
seems most suitable to 771
seems most surprising in 42
seems most surprising is 65
seems most threatened by 44
seems most unlikely as 70
seems most unlikely in 291
seems most unlikely to 990
seems most valuable in 71
seems most valuable to 77
seems much affected by 73
seems much attached to 295
seems much confusion of 94
seems much disposed to 153
seems much improved by 64
seems much inclined to 219
seems nothing compared to 49
seems nothing whatever to 42
seems only desirous to 50
seems only destined to 45
seems only intended to 213
seems only partially to 107
seems only possible by 108
seems only possible if 109
seems only possible in 153
seems only possible to 330
seems only realistic to 77
seems only recently to 157
seems only sensible to 661
seems only suitable to 82
seems safe therefore to 75
seems some confusion in 54
seems some evidence of 78
seems some evidence to 71
seems some prospect of 60
seems some sameness in 47
seems soon destined to 45
seems tame compared to 111
seems tiny compared to 45
seems true likewise of 103
seems very agreeable to 130
seems very artfully to 40
seems very attached to 115
seems very beautiful to 153
seems very congruous to 62
seems very conscious of 123
seems very convincing to 63
seems very dangerous to 142
seems very desirous of 362
seems very desirous to 193
seems very doubtful as 79
seems very doubtful at 44
seems very doubtful if 1161
seems very doubtful in 130
seems very doubtful to 407
seems very friendly to 61
seems very obviously to 57
seems very possible to 186
seems very probable in 143
seems very probable on 44
seems very probable the 49
seems very probable to 480
seems very probably to 157
seems very properly to 155
seems very relevant to 317
seems very resolved to 52
seems very sensible of 100
seems very sensible to 114
seems very speedily to 48
seems very suitable to 102
seems very surprising to 131
seems very terrible to 48
seems very unlikely as 201
seems very unlikely at 87
seems very unlikely in 369
seems very unlikely on 72
seems very unlikely the 41
seems very unlikely to 1111
seems very voracious of 64
seems well adjusted to 65
seems well attested by 56
seems well designed to 490
seems well disposed to 309
seems well entitled to 173
seems well equipped to 181
seems well grounded in 110
seems well inclined to 55
seems well prepared to 80
seems well situated to 47
seems when compared to 85
seems when observed in 54
seems wise therefore to 74
seems worth attempting to 49
seems worth commenting on 46
seems worth describing in 61
seize such husbands as 71
seize such property as 109
seize their property in 72
seize their property or 49
seize their villeins in 71
seize upon evidence of 55
seize upon whatever is 96
seize what remained of 41
seize your property or 61
seizing arms believed to 53
seizing upon whatever he 95
seizing wealth wherever it 50
seizing what remained of 79
selling book entitled the 210
selling farm products at 48
selling farm products in 44
selling farm products to 170
selling food products in 82
selling food products to 58
selling from producer to 40
selling like hotcakes in 117
selling many thousands of 228
selling more products or 68
selling more products to 374
selling more services to 91
selling other products in 120
selling other products to 169
selling sewing machines in 150
selling sewing machines on 43
selling sewing machines or 43
selling sewing machines to 53
selling such articles as 116
selling such articles in 58
selling such products as 405
selling such products at 54
selling such products in 63
selling such products or 121
selling such products to 295
selling such property in 49
selling such vehicles or 50
selling their business to 72
selling their capacity to 85
selling their captives to 78
selling their children as 611
selling their children in 111
selling their children or 84
selling their children to 356
selling their interest in 209
selling their interest to 87
selling their pictures to 66
selling their policies to 48
selling their products as 344
selling their products at 1011
selling their products by 76
selling their products in 4341
selling their products is 65
selling their products on 1199
selling their products or 878
selling their products to 4337
selling their programs to 96
selling their property at 228
selling their property in 180
selling their property or 128
selling their property to 491
selling their services as 671
selling their services at 97
selling their services in 355
selling their services on 337
selling their services or 145
selling their services to 4541
selling their subjects as 82
selling their subjects to 110
selling these products at 74
selling these products in 307
selling these products is 51
selling these products to 433
selling these services to 54
selling those products in 59
selling those products to 79
selling what amounted to 41
selling what remained of 134
selling will continue to 195
selling wine contrary to 55
selling your business is 67
selling your business or 41
selling your business to 121
selling your interest in 63
selling your products in 67
selling your products or 249
selling your products to 173
selling your property at 44
selling your property to 61
selling your services as 153
selling your services or 48
selling your services to 270
sells many products to 41
sells many thousands of 47
sells such products as 85
sells their products in 44
sells their services to 43
sells these products in 61
sells these products to 136
sells those products to 60
sending back articles to 47
sending back messages to 48
sending back pictures of 190
sending back runaways to 55
sending back thousands of 70
sending care packages to 140
sending clear messages to 195
sending code messages to 61
sending data directly to 88
sending down torrents of 81
sending food packages to 149
sending food supplies to 126
sending forth branches in 43
sending forth clusters of 42
sending forth hundreds of 45
sending forth thousands of 75
sending four divisions to 46
sending high officials to 42
sending home accounts of 49
sending kind messages to 64
sending loving messages to 71
sending mail directly to 48
sending many messages to 47
sending many students to 63
sending many thousands of 90
sending more children to 68
sending more soldiers to 98
sending more students to 96
sending pain messages to 83
sending poor children to 69
sending radio messages to 382
sending rich presents to 97
sending sane children to 96
sending sick children to 52
sending some children to 72
sending some pictures of 46
sending some soldiers to 57
sending some students to 63
sending some thousands of 83
sending such children to 100
sending such exhibits to 44
sending such messages to 60
sending such patients to 49
sending text messages on 209
sending text messages to 511
sending their accounts to 50
sending their articles to 52
sending their carriages to 49
sending their children as 177
sending their children at 108
sending their children in 245
sending their children on 176
sending their children or 54
sending their children so 161
sending their children to 38704
sending their contingent of 47
sending their daughter to 274
sending their deputies to 145
sending their families to 210
sending their generals to 48
sending their husbands to 125
sending their lightnings on 90
sending their managers to 47
sending their messages to 124
sending their officers to 67
sending their patients to 334
sending their petitions to 41
sending their pictures to 54
sending their products to 398
sending their servants to 143
sending their soldiers to 91
sending their students to 391
sending their subjects to 46
sending these children to 161
sending these messages to 114
sending these presents to 67
sending these students to 55
sending three children to 64
sending three divisions to 57
sending union soldiers to 176
sending what remained of 45
sending young children to 214
sending young students to 54
sending your children to 1281
sending your daughter to 134
sending your document to 73
sending your messages to 46
sends back pictures of 58
sends clear messages to 77
sends data directly to 98
sends forth branches at 50
sends forth thousands of 48
sends kind messages to 50
sends many branches to 103
sends many messages to 53
sends many students to 47
sends many thousands of 60
sends more children to 91
sends more soldiers to 293
sends more students to 70
sends rich presents to 54
sends some branches to 147
sends text messages to 59
sends their children to 240
sends these impulses to 41
sends these messages to 152
sends those messages to 44
sends three branches to 45
sends three messages to 47
sends your document to 61
senior army officers as 107
senior army officers at 97
senior army officers in 483
senior army officers of 253
senior army officers on 91
senior army officers to 440
senior high students as 58
senior high students at 48
senior high students in 219
senior high students to 85
senior line managers in 58
senior line managers to 47
senior male relative of 69
senior trial attorney in 70
senior union officials in 47
senior vice chairman of 72
sense also includes the 110
sense even resembling the 43
sense ever imagined by 46
sense from nonsense by 62
sense from nonsense in 187
sense here ascribed to 94
sense here assigned to 124
sense here attached to 81
sense here insisted on 98
sense here intended by 50
sense here intended is 120
sense here referred to 77
sense just mentioned is 48
sense just referred to 192
sense made possible by 139
sense made possible the 47
sense means equality of 45
sense means likeness of 44
sense more agreeable to 51
sense more terrible at 235
sense most agreeable to 68
sense most commonly in 162
sense most relevant to 57
sense most suitable to 68
sense must therefore be 153
sense only inasmuch as 117
sense only relative to 388
sense their presence as 132
sense their presence in 275
sense were compared by 43
sense were confined to 42
sense what happened in 98
sense what happened to 46
sense when attempting to 56
sense when compared to 346
sense when describing the 79
sense when discussing the 98
sense when evaluating the 44
sense when examined in 76
sense when referred to 73
sense will continue to 295
sense will indicate the 72
sense will probably be 193
sense will therefore be 52
sense your presence in 193
sensing from aircraft or 125
sensing unit consists of 57
sensing will continue to 44
serfs were attached to 176
serfs were deprived of 58
serfs were employed in 40
serfs were expected to 86
serfs were regarded as 45
serfs were required to 298
serfs were supposed to 55
serial data transfer is 262
serum also contains an 75
serum from patients in 161
serum were observed in 51
serum were obtained by 54
serum were prepared in 47
serum when compared to 140
serve dual functions as 94
serve dual purposes of 69
serve good purposes in 59
serve many functions in 1483
serve many purposes as 85
serve many purposes at 92
serve many purposes in 1713
serve many purposes of 172
serve many purposes on 40
serve many thousands of 119
serve more directly as 109
serve more directly the 85
serve most purposes of 82
serve most usefully to 55
serve other functions as 1134
serve other functions in 389
serve other functions of 44
serve other purposes as 2584
serve other purposes in 385
serve other purposes of 129
serve other purposes or 75
serve some economic or 41
serve some interest of 70
serve some purposes of 107
serve such functions as 493
serve such purposes as 632
serve such purposes in 86
serve their children as 41
serve their children by 47
serve their functions as 41
serve their functions in 64
serve their husbands as 137
serve their husbands at 88
serve their husbands in 101
serve their interest as 114
serve their interest by 45
serve their interest in 124
serve their interest or 44
serve their patients by 57
serve their patients in 61
serve their patients or 86
serve their personal or 53
serve their purposes as 476
serve their purposes at 66
serve their purposes by 186
serve their purposes in 388
serve their purposes of 113
serve their purposes on 42
serve their purposes or 46
serve their purposes to 128
serve their questions on 59
serve their sentence at 73
serve their sentence in 511
serve their students as 119
serve their students by 50
serve their students in 40
serve these functions in 121
serve these functions is 44
serve these purposes as 133
serve these purposes in 163
serve these purposes is 106
serve these purposes the 40
serve those involved in 40
serve three functions in 148
serve three purposes in 149
serve your highness in 60
serve your interest in 53
serve your lordship in 199
serve your mistress by 57
serve your purposes as 59
serve your purposes in 78
serve your purposes to 43
serve your sentence in 49
serving many thousands of 83
serving most recently as 229
serving other purposes as 150
serving such functions as 74
serving such purposes as 65
serving their interest or 45
serving their novitiate in 66
serving their sentence in 227
serving their sentence or 47
serving what amounted to 45
setting also controls the 101
setting also includes the 119
setting also increases the 40
setting also provides an 142
setting also provides the 72
setting fire likewise to 42
setting forth elements of 48
setting forth evidence of 73
setting forth examples of 240
setting forth jauntily to 47
setting good examples in 70
setting good examples of 95
setting good examples to 102
setting have resulted in 42
setting into operation of 389
setting into operation the 166
setting into vibration the 102
setting must consider the 41
setting must therefore be 167
setting their children on 69
setting their children to 77
setting their children up 120
setting their threshold by 49
setting their villages on 42
setting when compared to 154
setting will continue to 166
setting will override the 94
setting will probably be 267
setting will transfer to 51
setting your intention to 50
setup time involved in 42
setup time reduction is 85
setup time required by 76
setup time required to 143
seven days allotted to 44
seven days amounted to 60
seven days compared to 51
seven days confined to 61
seven days followed by 193
seven days mentioned in 121
seven days referred to 75
seven days required to 44
seven days resulted in 94
seven days thereafter the 72
seven deaths occurred in 177
seven great divisions of 119
seven great families of 64
seven great officers of 369
seven have survived in 46
seven last chapters of 159
seven leading citizens of 44
seven main branches of 122
seven main divisions of 155
seven main elements of 62
seven more children in 40
seven other children in 336
seven other children of 43
seven other children to 215
seven other churches in 137
seven other citizens of 90
seven other convicts in 130
seven other counties in 152
seven other examples of 97
seven other families in 40
seven other families of 123
seven other justices of 58
seven other officers of 165
seven other students in 119
seven other villages in 92
seven other villages of 42
seven were admitted to 119
seven were allotted to 51
seven were assigned to 191
seven were attached to 42
seven were composed in 85
seven were deformed by 74
seven were diagnosed as 121
seven were disposed of 66
seven were employed in 108
seven were enrolled in 75
seven were executed at 66
seven were executed in 58
seven were expected to 54
seven were included in 161
seven were involved in 119
seven were murdered by 65
seven were numerous as 63
seven were observed in 42
seven were occupied by 91
seven were received by 45
seven were recorded as 95
seven were recorded in 46
seven were regarded as 170
seven were reported as 166
seven were reported to 110
seven were required to 116
seven were returned by 95
seven were returned to 78
seven were selected by 81
seven were selected to 93
seven were situated in 41
seven years amounted to 187
seven years attempting to 40
seven years chairman of 61
seven years citizens of 136
seven years commencing on 93
seven years compared to 106
seven years decreased to 127
seven years deprived of 44
seven years developing the 44
seven years director of 69
seven years employed in 79
seven years followed by 106
seven years followed the 47
seven years governor of 65
seven years included in 53
seven years mentioned in 75
seven years minister of 59
seven years occupied in 43
seven years occupied the 40
seven years occurred in 49
seven years posterior to 51
seven years referred to 106
seven years required by 51
seven years required to 84
seven years researching the 47
seven years resident in 93
seven years resulted in 108
seven years returned to 63
seven years separate the 89
seven years separating the 57
seven years succeeding the 170
seven years thereafter he 201
seven years thereafter the 96
seven years thousands of 48
seven young children in 43
seven young children to 134
sever their interest in 68
sexes were acquired by 54
sexes were admitted to 118
sexes were affected in 88
sexes were baptized by 46
sexes were believed to 78
sexes were combined in 111
sexes were confined in 129
sexes were employed in 121
sexes were enrolled in 47
sexes were expected to 274
sexes were included in 135
sexes were involved in 163
sexes were observed in 92
sexes were observed to 50
sexes were regarded as 148
sexes were required to 162
sexes were supposed to 118
sexes will continue to 148
shade fell dazzlingly on 69
shade into questions of 42
shade less dangerous to 69
shade must separate me 190
shaft just proximal to 113
shaft will continue to 87
shaft work required to 64
shake their fidelity to 52
shake their tenacity of 52
shake your fidelity to 42
shall also announce the 99
shall also apportion the 45
shall also appraise the 55
shall also authorize the 197
shall also complete it 100
shall also complete the 50
shall also comprise the 157
shall also consider an 76
shall also consider in 429
shall also consider it 58
shall also consider the 4014
shall also continue in 121
shall also continue the 82
shall also continue to 1071
shall also contrast the 41
shall also describe an 42
shall also describe in 121
shall also describe the 869
shall also disclose the 451
shall also discover in 41
shall also discover the 113
shall also estimate the 116
shall also evaluate the 173
shall also exercise the 199
shall also identify the 502
shall also indicate in 221
shall also indicate on 52
shall also indicate the 1210
shall also instruct the 93
shall also maintain an 78
shall also maintain in 68
shall also maintain the 113
shall also nominate the 51
shall also obstruct the 47
shall also perceive the 65
shall also preserve the 42
shall also prohibit the 71
shall also propound in 71
shall also register the 70
shall also regulate the 295
shall also remember the 57
shall also restrict the 83
shall also simplify the 54
shall also thereupon be 94
shall also transmit in 62
shall also transmit the 120
shall also transmit to 871
shall best approach the 75
shall best conceive the 58
shall best conserve the 77
shall best describe it 47
shall best describe the 122
shall best discover by 92
shall best perceive on 45
shall best preserve the 100
shall call attention at 75
shall call attention in 149
shall call attention is 127
shall call attention to 2811
shall call problems of 52
shall cease whenever the 96
shall cite examples of 125
shall clear yourself of 58
shall come directly to 219
shall come divinely as 58
shall come hereafter to 139
shall come prepared to 86
shall come sometime to 42
shall come somewhat to 59
shall come straight to 442
shall come suddenly to 76
shall come tomorrow at 70
shall come tomorrow to 76
shall copy verbatim the 80
shall dare dissolve or 42
shall dare hereafter to 294
shall deem adequate to 198
shall deem otherwise of 59
shall deny approval of 57
shall draw attention in 113
shall draw attention to 2292
shall draw interest at 588
shall draw warrants on 83
shall duly consider the 198
shall ever approach the 45
shall ever complain of 40
shall ever complete it 40
shall ever consider as 790
shall ever consider it 419
shall ever consider the 198
shall ever continue as 101
shall ever continue in 41
shall ever continue so 78
shall ever continue to 1134
shall ever convince me 169
shall ever discover in 318
shall ever discover the 148
shall ever dissolve my 88
shall ever exercise the 180
shall ever hereafter be 494
shall ever interest me 135
shall ever maintain the 48
shall ever persuade me 638
shall ever preserve it 77
shall ever preserve the 99
shall ever remember as 329
shall ever remember it 575
shall ever remember my 141
shall ever remember the 1036
shall ever reproach me 76
shall ever restrain the 77
shall ever separate me 182
shall ever separate us 353
shall ever thereafter be 120
shall fail entirely to 47
shall fail properly to 46
shall fall compared to 141
shall fall entirely on 142
shall fall hereafter in 45
shall fall seriously in 40
shall feel disposed to 495
shall feel entirely at 57
shall feel entitled to 75
