sack will therefore fall 45
same time recalled from 122
same time received back 66
same time received from 632
same time received into 120
same time received news 61
same time received some 45
same time received their 57
same time receives from 152
same time recovering from 46
same time reflecting their 59
same time reflecting upon 90
same time reflects upon 52
same time refraining from 426
same time refrains from 69
same time refugees from 43
same time relieved from 221
same time relieves pain 42
same time remained true 43
same time remember what 82
same time rendered great 242
same time rendered less 135
same time rendered more 878
same time rendered their 66
same time renouncing their 67
same time requires less 43
same time requires more 114
same time requires some 70
same time resolved into 69
same time resolved upon 163
same time respecting their 289
same time respecting those 54
same time respecting your 44
same time restrict their 68
same time retained some 50
same time retained their 209
same time returned from 57
same time returned into 43
same time satisfying their 163
same time satisfying those 52
same time scarcely left 57
same time separate from 617
same time separating from 98
same time settlers from 59
same time settlers were 68
same time shielded from 46
same time slightly more 43
same time soldiers were 67
same time somebody else 177
same time somewhat back 156
same time somewhat less 139
same time somewhat more 277
same time strengthen their 202
same time students from 41
same time students were 110
same time students will 41
same time suffered from 270
same time suggesting some 99
same time suggesting their 51
same time suggesting ways 47
same time suggests some 50
same time supplied from 67
same time supplies were 133
same time supporting their 102
same time tendered their 73
same time transfer those 43
same time withdrawing from 159
same time withdrawing their 42
same time withdrawn from 246
same time withdraws from 47
same time withholding from 82
same time wondered what 59
same view extended over 46
same were imported into 57
same when computed from 75
same when observed from 51
same will probably hold 86
same years increased from 121
sand some distance away 100
sand some distance from 62
sand were obtained from 51
sane body resolves upon 52
sank into domestic life 82
save base authority from 40
save many children from 273
save many patients from 96
save much valuable time 635
save other children from 108
save other families from 55
save other sentient beings 52
save poor children from 49
save poor lambkins from 96
save some children from 92
save some processing time 46
save some valuable time 51
save south carolina from 138
save such wretches from 50
save their business from 41
save their children from 2349
save their comrades from 169
save their daughter from 88
save their families from 973
save their garments from 41
save their homeland from 93
save their husbands from 295
save their industry from 77
save their patients from 80
save their property from 883
save their subjects from 117
save their villages from 53
save these children from 230
save those children from 49
save what resulted from 44
save when discussing some 64
save young children from 53
save your business from 99
save your children from 560
save your daughter from 333
save your immortal soul 237
save your neighbor from 43
save your property from 70
save your subjects from 48
save your valuable time 116
save your worthless hide 73
save your worthless life 114
save your wretched life 45
saving much valuable time 256
saving other children from 56
saving rate declined from 44
saving rate increased from 97
saving their children from 270
saving their families from 71
saving their property from 134
saving these children from 40
saving your valuable time 126
saying what everyone else 443
saying what everyone knew 46
says what everyone else 57
seals were probably used 46
seats were increased from 65
sect from retaliating what 97
seed coat develops from 98
seed sown directly into 126
seed were imported from 97
seed were obtained from 104
seed were produced once 198
seeing less dangerous gangs 62
seeing some extracts from 43
seeing some performing dogs 40
seeing their children grow 426
seeing their children only 58
seeing their children well 107
seeing their comrades fall 205
seeing their comrades shot 60
seeing what everyone else 575
seeing what fanciers have 51
seeing what happened next 86
seeing what happened when 213
seeing young noblemen come 86
seeing your beautiful face 67
seeing your children grow 123
seek cost recovery from 52
seek early prenatal care 272
seek help directly from 187
seek more attention from 41
seek prior approval from 347
seek some dewdrops here 440
seek some elevated spot 50
seek some guidance from 95
seek some secluded spot 175
seek some solitary spot 47
seek some visionary land 80
seek such services from 48
seek their fortunes among 137
seek their fortunes away 94
seek their fortunes here 102
seek their fortunes there 452
seek their fortunes were 82
seek their premises from 98
seek their resource from 167
seek their supplies from 53
seek their villains among 48
seek these comforts from 45
seek will suddenly come 498
seem less surprising when 131
seem less terrible when 40
seem like creatures from 74
seem like everyone else 191
seem like excerpts from 61
seem like extracts from 53
seem like somebody else 49
seem like triumphing over 62
seem more beautiful when 45
seem more convincing when 48
seem more distinct from 78
seem more valuable when 43
seem more virtuous when 141
seem most exempted from 100
seem only slightly less 186
seem only slightly more 64
seem some distance from 74
seem very distinct from 61
seem very violently bent 69
seem when sleepers wake 85
seen during recovery from 193
seen fine fiddlers whom 94
seen from anywhere else 60
seen from examples like 265
seen from examples such 94
seen from opposite ends 73
seen from passages like 55
seen from richmond hill 81
seen from whatever angle 55
seen great progress made 73
seen life stricken down 48
seen many attempts made 40
seen many caravans from 55
seen many injuries done 69
seen many occasions when 85
seen many patients like 45
seen many strangers come 40
seen more beautiful eyes 68
seen more beautiful ones 48
seen more commonly among 194
seen more commonly during 54
seen more commonly when 79
seen most commonly among 115
seen most commonly during 134
seen most commonly over 60
seen most commonly when 162
seen most obviously when 45
seen most strikingly when 102
seen nothing remotely like 54
seen rising abruptly from 88
seen sick children look 90
seen some distance ahead 54
seen some distance away 265
seen some distance down 50
seen some distance from 170
seen some extracts from 215
seen such beautiful arms 91
seen such beautiful eyes 121
seen such beautiful hair 71
seen such beautiful ones 51
seen such slipshod work 53
seen their business grow 40
seen their children grow 376
seen their comrades fall 170
seen their comrades shot 46
seen their fortunes rise 64
seen what everyone else 63
seen what happened from 51
seen what happened here 80
seen what happened last 64
seen what happened next 216
seen what happened there 113
seen what happened when 721
seen what obscures those 44
seen what prospect there 61
seen when patients were 66
seen your beautiful face 41
seen your daughter till 48
seen your progress down 48
sees upon mildewed bread 63
sees what everyone else 154
sell such property only 71
sell such property other 60
sell their captives into 42
sell their children into 2943
sell their children when 46
sell their products back 45
sell their products during 72
sell their products even 69
sell their products from 120
sell their products here 99
sell their products into 95
sell their products more 659
sell their products only 901
sell their products over 148
sell their products there 258
sell their products very 58
sell their products when 56
sell their products will 53
sell their services more 95
sell their services only 45
sell when everyone else 217
send data directly from 53
send data terminal ready 48
send down glaciers into 46
send forth judgment unto 3088
send forth laborers into 2540
send forth plenteous tears 156
send four messages over 49
send mail containing your 46
send more children into 50
send more laborers into 238
send some business your 47
send text messages back 52
send text messages from 97
send their branches into 43
send their children also 157
send their children away 2454
send their children back 2065
send their children clean 44
send their children down 112
send their children early 43
send their children even 135
send their children free 78
send their children from 514
send their children here 557
send their children home 384
send their children into 1590
send their children more 100
send their children north 100
send their children only 240
send their children over 283
send their children south 45
send their children there 4778
send their children three 215
send their children were 53
send their children when 92
send their comments back 50
send their daughter away 62
send their daughter back 57
send their families away 104
send their families back 115
send their families home 114
send their families into 97
send their families there 44
send their patients here 48
send their patients home 43
send their patients there 58
send their products down 82
send their products into 85
send their servants early 116
send their servants into 94
send their soldiers into 94
send their students here 41
send their students into 80
send their students there 56
send these children back 54
send those soldiers back 71
send your business card 198
send your business plan 51
send your children away 137
send your children back 48
send your children into 65
send your children there 89
send your daughter away 122
send your daughter back 50
send your daughter here 57
send your ladyship furs 41
send your lordship also 54
send your lordship here 258
send your missiles over 42
send your soldiers into 63
sent away prisoner into 130
sent back pictures from 48
sent back valuable data 49
sent cold shudders down 156
sent down security upon 44
sent down specially from 53
sent forth colonies into 64
sent forth judgment unto 145
sent from calcutta from 43
sent from infected city 52
sent from scotland yard 98
sent more soldiers into 60
sent other servants more 1075
sent some distance away 62
sent some distance from 52
sent some extracts from 59
sent some soldiers into 61
sent their children away 1031
sent their children back 634
sent their children down 104
sent their children from 141
sent their children here 84
sent their children home 274
sent their children into 480
sent their children north 57
sent their children south 40
sent their children there 1798
sent their daughter away 53
sent their families away 292
sent their families back 85
sent their families home 97
sent their families into 125
sent their separate ways 61
sent their servants away 48
sent their soldiers into 71
sent there directly from 73
sent your daughter from 114
sets free carbonic acid 152
sets have recently been 62
sets were combined into 50
sets were imported from 46
sets were imported into 45
sets were obtained from 417
sets were selected from 95
sewing upon sweatshop work 49
shear wave velocity data 127
shear wave velocity from 157
shed some distance away 79
shed some distance from 72
shed their blossoms over 79
shed their coolness over 65
shed upon american soil 129
shew some manifest root 47
ship bringing supplies from 51
ship coming directly from 54
ship from immediate loss 126
ship just returned from 72
ship some distance away 145
ship some distance from 47
ship their products back 44
ship their products down 87
ship their products from 170
ship their products into 57
ship their products over 121
ship were deputies from 57
shoes like everyone else 134
shoes were imported from 51
shoes were imported into 45
shoes were specially made 41
shop some distance away 154
shop some distance from 47
shop will probably have 120
shot some distance away 97
shot some distance from 104
shot their branches over 45
shot went straight into 169
show clear deviations from 147
show data obtained from 125
show from underneath torn 40
show great deviations from 151
show great distress when 71
show great enthusiasm over 51
show great variations among 64
show great variations from 304
show less distress when 48
show like gallants here 53
show many deviations from 169
show many variations from 122
show more interest when 54
show much enthusiasm over 71
show much enthusiasm when 54
show much interest when 83
show only slightly less 45
show only slightly more 131
show other deviations from 92
show some commonly used 43
show some deviations from 524
show some examples from 74
show some interest when 40
show some possible ways 44
show some variations from 412
show their authority over 66
show their children what 221
show their distance from 131
show their families what 50
show their identity card 52
show their powerful legs 43
show their relative size 109
show their students what 93
show those bastards what 51
show three possible ways 43
show what actually took 54
show what evidence there 42
show what happened during 283
show what happened next 217
show what happened when 1133
show what services were 43
show what students have 87
show what students know 145
show wide deviations from 173
show wide variations among 277
show wide variations from 612
show your audience what 178
show your business plan 43
show your children what 165
show your distance from 65
show your greatness only 53
show your identity card 75
show your lordship what 91
show your passport when 142
show your steadfast love 57
show your students what 108
shut down entirely during 77
shut your business down 46
shut your computer down 149
sick heart commands mine 46
sick leave benefits were 41
sick were received into 47
side like everyone else 40
side some distance away 170
side some distance back 50
side some distance from 234
side there remained only 97
side were advanced into 55
side will probably have 56
siding some distance from 47
silk were banished from 66
silk were exported from 48
silk were imported from 66
silk were imported into 42
silk worm produces silk 109
sine wave contains only 44
sine wave obtained from 42
single ants scarcely ever 41
single bare electric bulb 57
single breath nitrogen test 273
single case occurred among 103
single cell detached from 42
single cell develops into 133
single cell isolated from 73
single cell recordings from 83
single firm unlawful only 79
single gene mutations have 79
single gold standard were 48
single gold standard will 51
single high affinity site 102
single horn projecting from 99
single horn protruding from 87
single icbm launches from 44
single left quotation mark 75
single line respecting these 90
single male specimen from 166
single most commonly used 675
single most critical step 106
single most dangerous threat 163
single most dominant theme 74
single most frequent site 51
single most frequent type 87
single most powerful form 48
single most powerful means 111
single most powerful risk 70
single most powerful tool 1532
single most valuable book 87
single most valuable item 116
single most valuable test 91
single most valuable tool 288
single most valuable work 47
single room elevated upon 47
single soul accepted love 57
single unit activity during 92
single unit activity from 115
single unit recordings from 247
single unit recordings were 74
single vast spoliation were 58
single word concerning those 58
single word exploded from 83
sink back shuddering from 93
sink into hopeless ruin 81
sink into nothingness when 107
sink these wretches down 125
sins were forgiven when 62
site also contains many 76
site also contains other 125
site also contains some 88
site also includes many 85
site also includes news 51
site also includes other 44
site also includes some 90
site also includes tips 42
site also provides many 46
site also provides some 73
site have recently been 88
site most commonly used 116
site plan approval from 48
site some distance away 563
site some distance from 1027
site were obtained from 114
site will probably have 75
sits some distance away 44
sits some distance from 41
sixth form colleges have 78
sixth form colleges were 72
sixth full calendar month 57
sixth hour darkness came 123
sixth hour darkness fell 50
sixth most populous city 68
sixth wife catherine parr 49
size data obtained from 124
size from boulders down 53
size from slightly less 42
size have recently been 103
size heavy saucepan over 277
size most commonly used 907
size were excluded from 48
size were increased from 48
size were obtained from 203
size were selected from 138
size will probably have 84
skim like swallows over 280
skim milk contains only 102
skim milk obtained from 173
skin also contains many 60
skin care products from 149
skin care products have 61
skin care products sold 49
skin care products such 171
skin care products used 46
skin care products were 122
skin have recently been 43
skin into somebody else 50
skin over pressure areas 76
skin some distance from 76
skin test antigens have 49
skin test antigens such 42
skin were detached from 43
skin were obtained from 75
slip away secretly from 41
slip your revolver into 146
slow arts entirely keep 261
slow care detached from 89
slow data transfer rate 130
slow down migration from 41
slow down response time 153
slow down somewhat when 84
slow tears trickled down 139
slow wave activity during 154
slow wave activity over 77
slow your computer down 136
slung their hammocks from 68
smear made directly from 65
snow fell straight down 209
snow fell straight from 41
snow here trampled into 42
snow only exhibits when 55
snow some distance away 52
snow their garments were 76
sofa beating delicate time 46
soft beta emitters such 55
soft eyes answered love 44
soft glow emanated from 50
soft hand explored your 63
soft rock resembling soap 44
soil from climatic data 99
soil some distance away 62
soil some distance from 97
soil were detached from 53
soil were imported from 72
soil were obtained from 94
soil will maintain many 64
soil will probably have 46
sold other africans into 54
sold their beautiful home 50
sold their captives into 64
sold their children into 621
sold their products only 101
sold their subjects into 79
sold were acquired from 154
sold were imported from 54
sols were prepared from 45
some afdc families there 161
some aids patients have 45
some areas selected post 60
some areas suffered from 43
some army officers were 165
some came directly from 140
some city charters have 69
some city officials were 66
some clear insights into 108
some come directly from 93
some coming directly from 100
some cool friendly spring 86
some cream crackers also 69
some dark mountain line 53
some dark presence moving 104
some data concerning these 47
some data directly from 41
some data obtained from 327
some days diverted from 160
some deep emotional need 81
some deep insights into 167
some deep instinct told 111
some deep personal need 41
some deep reasoners have 56
some dire calamity must 52
some early attempts were 104
some early insights into 81
some even attained great 43
some even increased their 41
some even preserve their 92
some evil intention brings 162
some face divinely fair 52
some fair refugees from 45
some farm products were 48
some feel stimulus from 48
some fine examples from 97
some fine examples have 44
some fine examples were 45
some fine insights into 76
some fine passages from 87
some food products such 105
some food products were 41
some food supplies from 65
some food supplies were 46
some form wherever there 54
some foul practice from 67
some free carbonic acid 210
some fringe benefits from 42
some fringe benefits such 81
some fringe benefits were 53
some fund managers have 50
some fungi isolated from 100
some good christian giving 79
some good contacts there 43
some good distance away 43
some good distance from 270
some good economic news 52
some good examples from 140
some good feedback from 63
some good insights into 423
some good original work 40
some good pictures from 65
some good pictures here 54
some good receipts from 99
some good resulted from 202
some good speeches were 74
some great calamity must 81
some great calamity were 49
some great calamity will 153
some great ceremony were 44
some great disaster were 45
some great disaster will 52
some great distance away 89
some great distance from 222
some great engineering work 63
some great fortunes were 48
some great holidays there 40
some great insights into 133
some great literary work 202
some great mischief from 50
some great mountain range 207
some great outlines well 43
some great pressure from 68
some great religious truth 51
some great scholars have 79
some great services done 288
some hard bargaining over 70
some hard decisions have 56
some hard decisions must 62
some hard decisions will 45
some hard physical work 122
some hard questions must 40
some have actually been 379
some have actually died 73
some have actually done 155
some have actually gone 63
some have bestowed upon 95
some have canopied beds 49
some have departed from 59
some have expanded their 74
some have extended their 72
some have extended your 105
some have formerly done 58
some have improved their 56
some have improved these 56
some have improved those 43
some have increased their 106
some have inferred from 357
some have insisted upon 43
some have obviously been 54
some have perished from 40
some have probably been 157
some have received from 53
some have received more 123
some have received their 53
some have recently been 434
some have recently done 59
some have regarded these 80
some have remained there 81
some have resulted from 59
some have retained their 144
some have returned from 59
some have returned home 64
some have straight hair 48
some have suffered from 189
some have suffered more 115
some have supposed from 120
some have supposed there 92
some have survived into 51
some have wandered away 349
some have wandered from 46
some have withdrawn from 58
some have withdrawn their 49
some health benefits from 63
some heavy judgment will 42
some heavy pressure from 45
some high mountain areas 59
some high officials from 48
some high officials were 108
some hint concerning miss 79
some ideas borrowed from 181
some ideas concerning what 56
some keen attempts upon 102
some keen insights into 191
some late accounts from 93
some leading citizens were 63
some leading comrades from 105
some less commonly used 228
some less obnoxious name 51
some less untoward hour 53
some lost wanderer from 50
some more abstract form 58
some more accurate ideas 47
some more accurate means 54
some more adequate means 89
some more advanced form 68
some more advanced ones 76
some more advanced work 94
some more ambitious goal 64
some more apparent truth 48
some more commonly used 287
some more concrete form 65
some more definite form 107
some more definite ideas 113
some more definite meaning 49
some more definite news 75
some more definite plan 41
some more definite rule 40
some more definite term 49
some more definite vent 67
some more delicate game 61
some more detailed data 85
some more detailed work 47
some more elevated part 44
some more eligible site 100
some more eligible spot 45
some more evidence from 52
some more examples from 326
some more excerpts from 52
some more extracts from 250
some more forcible means 45
some more immediate wish 68
some more inclined unto 94
some more insights into 105
some more laudanum into 57
some more nourishing food 47
some more passages from 75
some more passages into 58
some more pictures from 42
some more positive form 50
some more positive means 73
some more powerful life 149
some more powerful lord 86
some more powerful means 94
some more powerful type 41
some more profound meaning 41
some more questions from 54
some more questions like 91
some more questions were 59
some more questions when 94
some more secluded spot 172
some more sinister meaning 64
some more specific areas 48
some more specific data 43
some more specific form 45
some more specific ideas 133
some more specific meaning 41
some more specific ones 103
some more specific ways 116
some more suitable form 73
some more suitable post 58
some more suitable spot 62
some more suitable time 222
some more supplies from 40
some more vigorous form 41
some most commonly used 102
some most delicious bugs 69
some much deserved rest 61
some other activity during 69
some other activity like 88
some other activity must 63
some other activity such 402
some other activity when 76
some other activity will 63
some other adequate means 103
some other agencies have 109
some other agencies like 97
some other agreeable arts 128
some other american city 110
some other american poets 40
some other american port 162
some other approach must 229
some other approach such 42
some other approach will 101
some other approved means 60
some other argument must 42
some other articles from 128
some other articles have 47
some other articles there 118
some other articles were 345
some other atlantic port 87
some other attempts were 56
some other authority having 90
some other authority must 82
some other authority such 66
some other benefits from 82
some other business also 52
some other business form 45
some other business here 45
some other business there 52
some other business unit 63
some other calamity will 50
some other capacity such 231
some other careless hour 85
some other category into 52
some other category such 76
some other celestial body 444
some other chemical form 54
some other children came 58
some other children from 83
some other children have 56
some other children were 304
some other children when 49
some other christian body 49
some other christian name 42
some other churches have 71
some other churches were 52
some other colonies were 43
some other commonly used 1136
some other comrades were 58
some other condition must 149
some other condition such 357
some other condition will 43
some other conducting body 76
some other counties have 40
some other creatures have 40
some other criterion must 133
some other criterion such 206
some other criterion were 67
some other critical need 43
some other cultural fact 47
some other cultures have 86
some other definite form 43
some other definite part 60
some other definite time 60
some other deviations from 65
some other dimension such 44
some other direction from 122
some other disaster will 43
some other disorder such 127
some other distance from 61
some other economic good 119
some other economic unit 218
some other elements also 54
some other elements from 79
some other elements have 87
some other elements like 57
some other elements such 161
some other elements were 85
some other eligible port 47
some other eligible ship 52
some other essential oils 77
some other essential part 162
some other evidence from 51
some other evidence must 43
some other evidence rule 105
some other examples from 295
some other examples will 76
some other exemption from 78
some other external means 46
some other extracts from 153
some other families from 54
some other families have 56
some other families were 68
some other favorite food 50
some other fortress there 53
some other functions such 84
some other generals were 59
some other geometric form 71
some other horrible form 524
some other imagined good 118
some other impartial body 92
some other incident such 47
some other indirect means 203
some other infernal nest 44
some other innocent heart 43
some other instinct held 47
some other interest more 45
some other interest rate 69
some other internal part 287
some other languages also 59
some other languages have 230
some other languages like 167
some other languages such 172
some other linguistic form 55
some other literary form 131
some other literary work 166
some other luminous body 128
some other materials from 61
some other materials have 75
some other materials such 104
some other materials used 133
some other materials were 79
some other military work 44
some other minerals such 48
some other minerals were 41
some other minister duly 54
some other monetary unit 78
some other negative word 54
some other nourishing food 41
some other occasions also 51
some other occasions when 160
some other officers came 92
some other officers coming 49
some other officers from 93
some other officers went 114
some other officers were 619
some other officials were 140
some other operation such 68
some other passages from 292
some other passages were 47
some other personal goal 43
some other personal item 76
some other physical fact 48
some other physical form 110
some other physical means 71
some other physical unit 48
some other pilgrims will 123
some other positive fact 52
some other possible meaning 153
some other possible sign 75
some other possible uses 71
some other possible ways 154
some other potential aids 46
some other problems also 45
some other problems have 50
some other problems like 135
some other problems such 210
some other problems were 57
some other products from 77
some other products have 70
some other products such 81
some other products were 113
some other products will 45
some other programs have 44
some other projects have 52
some other projects were 41
some other property from 77
some other property such 152
some other property were 50
some other proteins have 48
some other provision made 86
some other provision must 190
some other provision will 46
some other punchers taking 41
some other purposes such 48
some other quantity such 69
some other questions have 42
some other questions like 42
some other questions were 123
some other questions will 40
some other relative will 90
some other relevant data 84
some other relevant fact 41
some other religions have 70
some other religious body 267
some other religious book 189
some other religious faith 93
some other religious sect 52
some other religious work 57
some other removals were 49
some other resource must 59
some other resource such 67
some other respects also 210
some other respects from 166
some other respects their 83
some other respects there 119
some other response from 55
some other scholars also 52
some other scholars have 422
some other scholars like 46
some other scholars think 42
some other secluded spot 170
some other sentient beings 49
some other servants were 48
some other services such 109
some other services were 40
some other sinister view 376
some other soldiers were 93
some other solitary room 81
some other specific date 118
some other specific form 82
some other specific goal 50
some other specific kind 59
some other specific task 48
some other specific term 45
some other specific time 133
some other specific type 99
some other standard must 131
some other standard such 71
some other standard work 81
some other stimulus such 53
some other straight edge 47
some other straight line 146
some other strategy such 130
some other students from 117
some other students have 60
some other students over 67
some other students were 179
some other subjects dealt 49
some other subjects have 75
some other subjects like 42
some other subjects such 60
some other subjects were 129
some other suitable crop 42
some other suitable food 49
some other suitable form 255
some other suitable means 1043
some other suitable name 117
some other suitable port 48
some other suitable room 40
some other suitable site 86
some other suitable spot 114
some other suitable time 113
some other suitable work 45
some other symbolic form 130
some other treatment such 49
some other tropical areas 86
some other valuable item 65
some other variables have 52
some other variables like 42
some other variables such 117
some other variables were 77
some other vehement truth 58
some other venomous beast 51
some other villages also 41
some other villages were 57
some other visitors were 67
some other volatile oils 83
some poor caitiffs their 63
some poor children were 65
some poor creatures from 76
some poor families from 43
some poor families have 42
some poor families were 41
some poor neighbor sick 103
some poor starveling jest 90
some poor wretches from 45
some post graduate work 93
some pure christian will 113
some rare glimpses into 69
some rare insights into 126
some rare occasions when 211
some rare tropical bird 60
some rich insights into 60
some rich merchant from 42
some rich presents from 59
some risk involved when 77
some rude accident into 103
some rude attempts have 49
some safe distance away 87
some safe distance from 166
some slow fountain coming 110
some slum district like 43
some sort answered most 41
some sort distinct from 53
some sort produced from 51
some sort relieved from 87
some sort socrates fell 42
some south africans have 62
some south africans were 57
some south american port 407
some such accident must 50
some such attempts have 66
some such children have 43
some such children will 223
some such compound name 52
some such condition must 60
some such covenant from 50
some such handsome range 40
some such immunity when 45
some such insidious form 190
some such insights into 68
some such interest more 97
some such inverted rite 42
some such judgment from 91
some such loadstar there 187
some such luminous body 70
some such negative form 60
some such patients have 115
some such provision must 56
some such provision were 64
some such tranquil spot 52
some tall mountain tree 54
some theme divinely fair 63
some time animated their 51
some time attempts have 47
some time attempts were 67
some time banished from 59
some time catherine made 53
some time concealed from 171
some time concealed their 110
some time consulting livy 44
some time declined giving 63
some time depended upon 43
some time describing what 51
some time desisted from 106
some time deterred from 72
some time developing your 94
some time directed their 60
some time discussing some 64
some time discussing their 171
some time discussing these 215
some time discussing what 379
some time discussing your 100
some time distinct from 77
some time diverted from 142
some time diverted their 93
some time doubtful what 111
some time entirely lost 169
some time estranged from 72
some time evaluating your 70
some time excluded from 174
some time expected from 68
some time explaining what 165
some time indulged these 59
some time insisted upon 214
some time intended taking 43
some time interval prior 75
some time meditating upon 44
some time occupied much 164
some time occupied upon 43
some time organizing your 123
some time presided over 178
some time received from 46
some time recovering from 164
some time reflecting upon 108
some time remained here 57
some time remained there 75
some time rendered great 81
some time researching your 71
some time resident there 99
some time resisted their 46
some time retained their 49
some time returned from 55
some time returned into 75
some time revolved these 41
some time scholars have 147
some time secluded from 50
some time separate from 51
some time services were 62
some time silently gazing 43
some time sometime means 79
some time suffered from 859
some time thereafter there 114
some time thereafter were 57
some time withdrawn from 170
