sails outspread like motionless 74
small distance from jerusalem 46
small employer health insurance 108
small finances were exhausted 55
small frequent meals throughout 42
small glimmering eyes resembled 49
small interest these proceedings 63
small kerosene lamp flickered 41
small minority among englishmen 40
small minority only attempted 42
small molecule drug discovery 91
small pictures from magazines 45
small platinum tube available 52
small portable tape recorders 71
small reception room furnished 44
small religions have occasioned 44
small squamous cell carcinoma 182
small trenches were excavated 55
small villages were destroyed 56
small villages were scattered 85
smoke emissions from factories 43
smoke exposure during pregnancy 47
smoking cessation during pregnancy 749
smoking patterns during pregnancy 126
soaring homeward from captivity 91
social affection have invariably 43
social agencies have developed 52
social analysts have suggested 58
social cognition more generally 44
social contacts among themselves 50
social contract among themselves 56
social distance among different 53
social distance from outsiders 47
social divisions were reflected 59
social engineering ever attempted 44
social engineering will increasingly 42
social evolution from primitive 71
social evolution there continues 49
social exclusion from mainstream 41
social formation ever disappears 58
social formation must reproduce 60
social functioning from regulation 133
social functions were performed 40
social heritage from generation 58
social isolation from mainstream 227
social mobility among unmarried 65
social mobility from generation 43
social networks among themselves 48
social networks were associated 53
social networks were important 45
social policies have developed 51
social practice more generally 55
social problems have developed 85
social problems more difficult 51
social problems more generally 54
social problems were addressed 63
social problems were associated 45
social problems were concerned 71
social problems were discussed 171
social problems were generally 44
social programs were developed 68
social questions were concerned 68
social questions were discussed 71
social relations among different 132
social relations among employees 56
social relations among neighbors 52
social relations among producers 61
social relations among residents 47
social relations among themselves 201
social relations have developed 104
social relations have undergone 52
social relations into communist 174
social relations more generally 465
social relations were conceived 42
social relations were concerned 138
social relations were dominated 50
social relations were expressed 46
social relations were increasingly 61
social relations were organized 74
social relations were regulated 44
social sanitary laws neglected 113
social sciences find themselves 70
social sciences have addressed 41
social sciences have attempted 107
social sciences have continued 117
social sciences have developed 701
social sciences have different 54
social sciences have generally 143
social sciences have generated 44
social sciences have increasingly 100
social sciences have neglected 53
social sciences have sometimes 54
social sciences have themselves 57
social sciences have undergone 72
social sciences have witnessed 40
social sciences like economics 296
social sciences like political 53
social sciences more generally 1383
social sciences were concerned 172
social sciences were developed 119
social sciences were dominated 62
social sciences were especially 40
social sciences were generally 46
social sciences were increasingly 45
social security health insurance 137
social services have developed 142
social services made available 79
social services more generally 64
social services were available 159
social services were concerned 99
social services were delivered 96
social services were developed 82
social services were necessary 41
social services were organized 73
social sketches will naturally 45
soils containing rock fragments 253
solar spectrum were extracted 44
solid containing iron transition 128
solid judgment upon researches 65
solid vertical line indicates 158
solve problems among themselves 84
solve problems more creatively 204
sorting students into different 95
souls departed have sometimes 76
souls descending into generation 149
sound currency were victorious 49
sound emanated from somewhere 40
sound judgment have confessed 135
spend whatever time necessary 58
sperm complete their maturation 44
sperm received during copulation 124
sprang suddenly into existence 295
spread westward from marseille 47
springing suddenly into existence 41
springs directly from biological 140
springs suddenly into existence 62
sprung suddenly into existence 585
staff officers were appointed 136
stage squamous cell carcinoma 556
stamp officers were compelled 132
start quarreling among themselves 87
start squabbling among themselves 40
state agencies have addressed 84
state agencies have attempted 57
state agencies have developed 287
state comprising three provinces 65
state controls over production 62
state doctrine will materially 51
state employee health insurance 99
state monopoly over television 42
state officers from instituting 72
state officers were appointed 50
state officers were nominated 40
state officials from interfering 137
state officials have expressed 44
state officials must determine 101
state officials were appointed 43
state officials were concerned 227
state officials were reluctant 78
state possessing great resources 42
state refrains from interfering 43
state relations were concerned 48
state remedies were available 55
state revenues from cigarette 45
state revenues were collected 48
state separate from hindustan 99
state statutes have provisions 70
still advanced very cautiously 58
still afforded some protection 57
still commonly used throughout 50
still compares very favorably 50
still contains many interesting 56
still contains many mysteries 53
still contains some dissolved 46
still contains some ignorance 66
still contains some interesting 45
still continue their operations 55
still continue their predatory 103
still continue their researches 244
still disagree among themselves 61
still disputed among historians 61
still espoused among ourselves 44
still excluded from parliament 310
still excluded from political 215
still exercise great influence 133
still exercise some influence 140
still exercise their influence 155
still maintain high standards 71
still maintain some semblance 121
still maintain their character 45
still maintain their connection 93
still maintain their existence 70
still maintain their influence 161
still maintain their integrity 135
still maintain their reputation 97
still maintain their supremacy 72
still maintain their traditions 53
still maintain your integrity 69
still numbered many adherents 75
still perceive their ignorance 47
still practice their profession 46
still presents many challenges 44
still preserve their character 77
still preserve their freshness 42
still preserve their primitive 84
still preserve their reputation 44
still prevails very generally 67
still professing fast adherence 56
still professing their primitive 111
still protesting their innocence 111
still provides some protection 43
still provides those conditions 79
still received some additional 76
still recovering from childbirth 239
still remained great abundance 45
still remained rude senseless 75
still remained some practices 73
still remained very difficult 57
still remained very important 73
still remember four different 103
still requires some additional 52
still retained great influence 181
still retained many partisans 47
still retained much influence 70
still retained some connection 44
still retained some freshness 41
still retained some influence 309
still retained some knowledge 51
still retained some political 41
still retained some semblance 193
still retained their allegiance 169
still retained their animosity 152
still retained their connection 121
still retained their freshness 56
still retained their influence 222
still retained their political 68
still retained their primitive 108
still retained their vermiform 48
still slightly more expensive 54
still somewhat more expensive 85
still suffered from depression 58
still suffered from giddiness 47
still suffered from occasional 100
still suffered from shortages 43
still survives among ourselves 50
still whispering among themselves 77
stock acquired upon conversion 130
stock exchanges have developed 47
stock exchanges have different 44
stock exchanges were organized 53
stock involved here possesses 60
stock issuable upon conversion 206
stock received upon conversion 199
stole property from everybody 41
stood entirely upon witnesses 69
stood resembling some venerable 48
stream occupies most intensely 84
strong evidence from testimony 100
strong hydrogen bond acceptors 99
strong pressure from employers 40
strong pressure from organized 50
strong pressure from president 227
strong squadron from portsmouth 43
strong vertical zoning exhibited 62
study compared four different 41
study compared three different 73
study contains some interesting 50
study presents some interesting 68
study produced some interesting 88
study provided some indication 40
study provided some interesting 76
study provides some additional 59
study provides some empirical 79
study provides some important 65
study provides some indication 93
study provides some interesting 168
study reported here attempted 44
study reported here confirmed 51
study reported here describes 47
study reported here indicates 51
study subjects were presented 111
study subjects were recruited 44
style displays these qualities 55
sugar imported from countries 82
sugar produced from sugarcane 62
sweet whispers from invisible 57
