sack buttoned tightly at 64
same dynamics operate in 41
same economic bracket as 87
same economic effects as 490
same economic factors as 45
same economic function as 196
same economic insight in 70
same economic position as 1767
same economic position he 89
same economic position in 45
same economic position it 59
same economic relation to 69
same economic results as 270
same economic results to 102
same economic rewards as 51
same economic rewards to 88
same electric current as 84
same electric current is 69
same electron density as 629
same elements appeared in 46
same elements arranged in 157
same elements combine in 86
same elements combine to 52
same elements present in 197
same elevated position as 42
same elevated position in 60
same emotional content as 138
same emotional quality as 52
same emotional reactions as 172
same emotional reactions to 89
same employer injured in 91
same equality between the 169
same essential element of 45
same essential features as 684
same essential features in 54
same essential features of 164
same essential function as 94
same essential function of 51
same essential pattern of 76
same essential problem of 50
same essential purpose as 82
same essential quality as 46
same essential quality of 177
same essential relation to 85
same etiologic factors as 60
same evidence against the 56
same evidence follows us 98
same evidence support or 69
same exception applies to 205
same exclusion applies to 87
same exemption applied to 47
same exemption applies to 166
same expected utility as 439
same expected utility to 73
same extension remains so 49
same external diameter as 205
same external features as 50
same families inhabit the 71
same ferocious cruelty by 42
same ferocious delight in 46
same financial position as 1385
same financial position he 162
same financial position it 62
same financial results as 46
same financial rewards as 88
same financial straits as 59
same financial support as 338
same formation extends to 41
same fountain derived the 63
same freedoms enjoyed by 63
same friendly relation to 64
same functions towards the 45
same grievous mistake of 59
same helpless position as 54
same historian assures us 58
same historian informs us 368
same hormonal control as 93
same humiliating position as 48
same identity between the 58
same immediate relation to 138
same immunity applies to 67
same immunity extends to 62
same impartial vengeance on 73
same implicit reliance on 55
same improper purpose of 146
same inclusion criteria as 62
same indirect control as 58
same industry because of 111
same industry located in 94
same infinite variety of 48
same inherent weakness as 40
same injurious effects as 246
same innuendo repeated in 51
same integral equation as 52
same intention towards me 83
same interest against the 63
same internal diameter as 364
same internal relation of 126
same internal worship of 64
same interval between the 357
same interval betwixt the 153
same intimate relation of 42
same intimate relation to 216
same invention claimed in 111
same irritating position in 161
same judgment applies to 384
same laborious process of 56
same linguistic features as 54
same literary circles as 58
same literary quality as 43
same literary sources as 104
same locality because of 45
same luminous solution of 43
same magazine carried an 43
same magnetic circuit as 163
same magnetic effects as 347
same marginal product of 50
same marginal utility as 149
same marginal utility in 151
same marginal utility of 228
same messenger brought the 54
same metrical pattern as 72
same metrical position as 207
same metrical position in 165
same military service as 46
same moisture content as 763
same moisture content at 77
same moisture content in 106
same moisture content of 64
same moisture content the 55
same movement pattern as 107
same movement relates it 53
same movement towards the 69
same mutinous language is 43
same negative effects as 382
same negative effects of 85
same negative effects on 239
same negative printed on 118
same negative results as 312
same nitrogen content as 179
same nutrient content as 91
same objection against le 107
same objection against the 243
same objection applied to 527
same objection applies as 199
same objection applies in 144
same objection applies to 4554
same objection existed in 47
same observer informs me 40
same observer informs us 100
same obstacle appeared in 54
same obviously applies to 342
same operation applied to 145
same operation applies to 85
same operation repeated on 57
same original relation to 82
same paradigm applies to 63
same parallel between the 134
same patterns emerged in 78
same pecuniary position as 93
same personal liberty as 60
same personal relation to 56
same phonetic context as 64
same physical content as 74
same physical effects as 323
same physical features as 402
same physical features of 62
same physical location as 871
same physical location in 184
same physical location on 125
same physical location or 81
same physical location to 64
same physical machine as 374
same physical machine or 47
same physical network as 385
same physical position as 63
same physical position in 53
same physical process as 225
same physical process is 78
same physical process of 44
same physical relation to 60
same physical results as 42
same pitiless courage as 43
same positive dominion as 45
same positive effects as 83
same positive effects on 95
same positive results as 313
same positive results in 73
same possibly applies to 43
same potential function as 41
same potential problem of 45
same potential sources of 66
same practice applied to 104
same practice applies to 212
same practice existed in 150
same practice obtains at 46
same practice obtains in 233
same pressure against the 93
same pressure applied to 138
same pressure exerted by 46
same pressure exerted on 57
same pressure resists it 222
same probably applied to 149
same probably applies in 48
same probably applies to 1524
same problems affecting the 43
same problems afflict the 41
same problems appeared in 56
same problems applied to 41
same problems because of 64
same problems existed in 154
same problems plagued the 54
same problems regarding the 87
same problems related to 101
same profound respect as 59
same profound silence is 69
same programs written in 53
same property against the 46
same property applies to 136
same property belonged to 42
same property covered by 80
same property measured by 64
same property subject to 40
same prophecy applies to 57
same provision appeared in 83
same provision applied to 116
same provision applies in 59
same provision applies to 486
same provision existed in 43
same punctual instant of 68
same quantity measured in 121
same questions applied to 74
same questions regarding the 267
same railroad company in 48
same rationale applied to 134
same rationale applies in 73
same rationale applies to 1273
same rebellion against the 82
same reckless abandon as 85
same recourse against the 64
same register records the 53
same relations between the 870
same relative amounts as 163
same relative amounts in 68
same relative amounts of 529
same relative decline in 89
same relative decrease in 96
same relative degrees of 57
same relative density as 87
same relative density of 61
same relative effects on 47
same relative increase in 355
same relative increase of 116
same relative location as 406
same relative location in 259
same relative location on 199
same relative location to 68
same relative numbers as 78
same relative numbers of 186
same relative pattern of 88
same relative position as 13657
same relative position at 400
same relative position he 43
same relative position in 5860
same relative position is 153
same relative position it 148
same relative position of 822
same relative position on 2052
same relative position or 139
same relative position so 46
same relative position the 47
same relative position to 4495
same relative results as 129
same relative weights of 80
same religious beliefs as 705
same religious beliefs or 57
same religious freedom as 87
same religious opinions as 135
same remedies against the 526
same reproach against me 51
same reproach against the 49
same response applies to 45
same response pattern as 163
same response pattern to 44
same rigorous process of 54
same romantic features of 57
same salutary effects as 46
same salutary effects in 42
same scrutiny applied to 46
same security against the 99
same security context as 69
same security measures as 74
same selection criteria as 257
same selection criteria to 56
same selection process as 66
same semantic content as 436
same semantic content in 71
same semantic content is 43
same semantic features as 158
same semantic function as 265
same semantic function in 43
same semantic relation to 153
same sentence according as 74
same sentence according to 66
same sentence against the 67
same sentence uttered by 51
same sentence written in 56
same sequence applies to 96
same services offered by 108
same services offered to 59
same severity towards the 41
same situation according to 54
same situation appeared in 56
same situation applied in 423
same situation applied to 610
same situation applies as 114
same situation applies if 65
same situation applies in 674
same situation applies to 3026
same situation because of 132
same situation because the 51
same situation existed as 218
same situation existed at 256
same situation existed in 4453
same situation existed on 94
same situation happens in 64
same situation obtains as 173
same situation obtains at 68
same situation obtains if 47
same situation obtains in 3217
same situation perhaps as 224
same situation prevail in 80
same situation regarding the 49
same situation towards the 146
same software package to 54
same sparsity pattern as 108
same specific density as 66
same specific gravity as 10416
same specific gravity in 107
same specific gravity is 44
same specific gravity of 99
same specific gravity or 62
same specific rotation as 62
same specific surface as 99
same spectral density as 48
same spectral features as 52
same splendid retinue as 46
same standard applied in 208
same standard applied to 323
same standard applies in 123
same standard applies to 615
same standard deviation as 1591
same standard deviation in 80
same standard deviation is 54
same standard deviation of 414
same standard deviation or 62
same stimulus applied to 362
same stimulus depending on 115
same stimulus results in 75
same strategy adopted by 52
same strategy against the 107
same strategy applied to 93
same strategy applies to 285
same struggle against the 311
same struggle between the 510
same stubborn refusal to 63
same subjects covered in 46
same subjects studied in 52
same suspicion towards me 44
same symbolic function as 166
same symbolic language as 58
same symbolic purpose as 52
same symmetry species as 232
same symptoms appeared in 71
same symptoms occurring in 69
same systemic effects as 121
same tattered streamer of 94
same temporal pattern as 259
same temporal pattern of 143
same temporal relation to 90
same tendency appeared in 269
same tendency applies to 124
same tendency existed in 124
same tendency towards an 57
same tendency towards the 340
same terminal voltage as 82
same terminal voltage at 121
same therefore applies to 54
same thickness between the 58
same threefold division is 55
same threefold division of 131
same transfer function as 697
same transfer function is 62
same treatment applied to 418
same treatment applies if 52
same treatment applies to 680
same treatment granted to 88
same treatment regimen as 109
same tribunal granted an 45
same ultimate purpose as 89
same ultimate purpose of 163
same unassuming loyalty to 54
same underlying aspects of 54
same underlying concept of 122
same underlying pattern of 118
same underlying problem of 48
same underlying process is 62
same underlying process of 91
same unswerving loyalty to 49
same variables measured at 41
same velocity against the 47
same velocity profile as 44
same vertical position as 328
same vertical position in 77
same vertical position on 98
same vigorous measures in 50
same volatile mixture of 49
same wavelength emitted by 64
same wavelength traveling in 43
same weighted average of 90
same whatever induces the 76
sand cemented together by 366
sand consisting chiefly of 98
sand consists chiefly of 57
sand consists largely of 61
sane attitude towards the 68
sate enviously comparing the 73
save enormous amounts of 925
save multiple versions of 397
save needless effusion of 50
save sagacious persons the 89
save yourself trouble by 270
save yourself trouble if 58
save yourself trouble in 51
saving enormous amounts of 163
saving multiple versions of 74
saying absolved himself of 40
saying farewell forever to 102
says bertrand russell in 69
scar formation between the 83
scar formation resulting in 83
sect consisting perhaps of 85
seed moisture content at 193
seed moisture content in 121
seed moisture content is 702
seed moisture content of 416
seed moisture content on 180
seed moisture content to 173
seeing increased numbers of 62
seeing military routine in 81
seeing positive results in 40
seek advanced degrees in 109
seek alliances outside the 53
seek attention because of 52
seek constant outlets in 50
seek cosmetic surgery to 53
seek counseling because of 159
seek criminal charges or 70
seek external sources of 186
seek external support to 65
seek financial support in 69
seek financial support to 68
seek judgment against the 43
seek military service in 49
seek monetary damages in 62
seek monetary damages or 41
seek multiple sources of 109
seek punitive damages in 203
seek recourse against the 196
seek recovery against the 203
seek religious freedom in 471
seek religious liberty in 51
seek remedies against the 59
seek salvation outside of 42
seek sanctions against the 84
seek security against the 102
seek services outside the 55
seek solutions outside the 128
seek specific answers to 58
seek treatment because he 41
seek treatment because of 636
seek treatment because the 57
seek treatment outside of 52
seek treatment outside the 91
seem causally related to 54
seem decisive against the 65
seem directed against the 136
seem directed towards the 47
seem directly opposed to 212
seem directly related to 1374
seem entirely capable of 50
seem entirely correct to 40
seem entirely devoted to 54
seem entirely familiar to 58
seem entirely feasible to 48
seem entirely foreign to 160
seem entirely logical to 108
seem entirely natural in 81
seem entirely natural to 128
seem entirely opposed to 124
seem entirely outside the 42
seem entirely unaware of 109
seem obviously related to 91
seem possible because of 113
seem possible because the 68
seem probable because of 44
seem remotely related to 47
seem scarcely capable of 263
seem somewhat bizarre to 53
seem somewhat confusing at 69
seem somewhat confusing to 83
seem somewhat familiar to 70
seem somewhat foreign to 117
seem somewhat limited in 100
seem somewhat obscure to 47
seem somewhat peculiar to 48
seem somewhat puerile to 62
seem somewhat related to 53
seem somewhat similar to 158
seem somewhat startling to 54
seem somewhat unusual to 100
seem specially adapted to 202
seem strangely familiar to 187
seem strangely similar to 40
seem strangely unaware of 51
seem strikingly similar to 252
seem surprising because it 53
seem surprising because of 84
seem surprising because the 190
seem unlikely because of 110
seem unlikely because the 59
seen american culture as 41
seen anywhere outside of 104
seen anywhere outside the 56
seen augustus ascending to 72
seen converging towards the 98
seen descending between the 43
seen descending towards the 110
seen directed against it 44
seen directed towards the 50
seen distinct against the 122
seen dramatic results in 45
seen enormous numbers of 42
seen enormous strides in 90
seen initially because of 53
seen military service as 123
seen military service at 61
seen military service in 753
seen military service on 64
seen miracles wrought by 48
seen organizing members of 63
seen outlined against the 382
seen positive results in 52
seen proceeding towards the 71
seen projecting between the 71
seen projecting outside the 42
seen projecting towards the 46
seen protruding between the 122
seen regulating affairs of 75
seen relieved against the 134
seen staggering towards the 45
seen stretching between the 126
seen stretching towards the 51
seen struggling against the 81
sees abnormal behavior as 61
sees american culture as 154
sees american history as 40
sees american society as 206
sees criminal behavior as 141
sees domestic violence as 89
self antigens present in 78
self employed persons in 106
self employed workers in 54
sell admission tickets to 69
sell advanced weaponry to 50
sell computer systems to 57
sell enormous numbers of 42
sell enriched uranium to 100
sell military secrets to 116
sell products covered by 51
sell products embodying the 51
sell products outside the 51
sell products related to 62
sell products similar to 165
sell property covered by 61
sell property results in 62
sell property subject to 153
sell specific amounts of 45
send afferent signals to 135
send chemical signals to 116
send children against us 56
send children between the 96
send christian teachers to 47
send circular letters to 278
send complete payment in 122
send detailed reports of 64
send detailed reports on 89
send detailed reports to 121
send distress signals to 49
send electric signals to 63
send enormous amounts of 71
send feedback signals to 71
send financial support to 108
send frequent reports of 41
send frequent reports to 60
send friendly greetings to 62
send heartfelt greetings to 61
send heartiest greetings to 48
send messages according to 45
send messages between the 217
send messages outside the 49
send military experts to 40
send military missions to 179
send military support to 105
send negative signals to 136
send original artwork or 56
send original figures of 511
send personal letters to 217
send positive signals to 229
send powerful signals to 108
send progress reports to 149
send reminder letters to 42
send seminary priests to 44
send separate letters to 43
send soldiers against the 100
send wireless signals to 46
sent american marines to 74
sent buddhist missions to 98
sent circular letters as 53
sent circular letters to 1320
sent couriers forward to 72
sent detailed reports of 146
sent detailed reports on 80
sent detailed reports to 195
sent directly against the 41
sent directly between the 86
sent distress signals to 78
sent economic missions to 41
sent enormous amounts of 63
sent everyone scurrying to 65
sent financial support to 87
sent flattering letters to 277
sent fourteen members to 41
sent frequent letters to 200
sent frequent reports of 95
sent frequent reports to 149
sent friendly greetings to 92
sent friendly letters to 55
sent goodwill missions to 60
sent military experts to 46
sent military missions to 220
sent military support to 46
sent negative signals to 50
sent numerous letters of 48
sent numerous letters to 381
sent numerous missions to 72
sent numerous reports to 93
sent original letters to 69
sent personal greetings to 55
sent personal letters of 52
sent personal letters to 605
sent petitions against the 56
sent positive signals to 74
sent progress reports to 61
sent protests against the 42
sent recruiting parties to 42
sent religious missions to 45
sent separate letters to 114
sent soldiers against the 66
sent therefore forthwith to 57
sewing machines appeared in 40
sham treatment because the 64
shear stresses according to 121
shear stresses applied to 303
shear stresses because of 63
shear stresses between the 1058
shear stresses develop at 46
shear stresses develop in 69
shear stresses exerted by 258
shear stresses exerted on 142
shear stresses imposed by 153
shear stresses imposed on 122
shear stresses induced by 677
shear stresses induced in 231
shear stresses occurring in 105
shear stresses present in 124
shear stresses related to 63
shear transfer between the 399
shed immortal glories on 47
ship anchored outside the 115
ship captains refused to 123
ship dartmouth appeared in 42
ship directly between the 50
ship launched forward in 64
ship navigating between the 97
shoes clattering against the 50
shop managers promising to 44
shop scheduling problem as 89
shop scheduling problem in 74
shop scheduling problem is 271
shop stewards elected by 153
shop stewards refused to 123
shot directed against the 209
shot directly towards it 91
shot meanwhile erratic in 44
shot mortally wounded the 43
shot sideways glances at 91
shot squarely between the 172
shot straight between the 42
shot straight towards the 100
show abnormal results in 54
show absolute loyalty to 85
show activity against the 130
show activity related to 42
show activity similar to 45
show affection towards the 522
show allergic reactions to 251
show business aspects of 85
show business because he 45
show business because it 51
show business because of 131
show christian charity to 72
show clemency towards the 115
show clinical benefit in 40
show clinical features of 216
show collusion between the 45
show complete absence of 702
show complete loyalty to 90
show complete mastery of 211
show concrete results in 98
show conflict between the 114
show constant returns to 476
show contrast between the 229
show decreased ability to 159
show decreased amounts of 57
show decreased numbers of 135
show definite promise of 52
show definite results in 44
show distinct effects of 42
show distinct features of 130
show distinct pathways of 70
show dramatic effects on 51
show dramatic results in 42
show emotional reactions to 46
show enhanced ability to 47
show enormous increase in 41
show enormous numbers of 322
show enormous variation in 356
show goodness gracious me 140
show goodwill towards the 153
show immediate results in 99
show impaired ability to 183
show improved ability to 93
show increased ability to 338
show increased amounts of 648
show increased density in 115
show increased density of 248
show increased numbers of 1504
show increased reliance on 44
show infinite variety of 92
show infrared spectra in 61
show leniency towards the 126
show moderate amounts of 83
show moderate degrees of 198
show moderate increase in 93
show moderate numbers of 43
show negative effects of 129
show negative effects on 248
show negative numbers in 108
show negative reactions to 185
show negative results in 92
show opposite effects on 127
show patterns similar to 1041
show positive aspects of 41
show positive effects in 71
show positive effects of 706
show positive effects on 642
show positive reactions in 77
show positive reactions to 356
show positive results in 1225
show positive results of 127
show positive results on 82
show possible sources of 46
show progress towards the 95
show relations between the 307
show relative amounts of 127
show relative degrees of 46
show relative position of 165
show relative strengths in 142
show sensible effects or 61
show specific aspects of 54
show specific effects of 44
show specific features of 71
show specific reactions to 47
show standard deviation of 177
show symptoms related to 47
show symptoms similar to 938
show tubercle bacilli in 139
show variations according to 197
show variations between the 138
show variations depending on 122
show variations similar to 146
show vertical sections of 51
show yourself capable of 58
show yourself superior to 211
show yourself unworthy of 67
shun politics because of 87
side clearance between the 429
side directed towards the 397
side directly against the 44
side opposite divided by 191
side oriented towards the 46
side payments between the 151
side policies attempt to 42
side pressure against the 213
side pressure exerted by 61
side vanishes because of 90
side vanishes because the 55
sign developing according to 102
sign judgment against the 235
sign petitions against the 271
sign reversal between the 41
sign suddenly appeared in 198
single accident resulting in 40
single advocate appeared to 54
single american citizen is 67
single american soldier in 56
single american soldier or 105
single american soldier to 120
single analytic function of 42
single argument against it 95
single argument against the 323
single assembly elected by 49
single auditory neurons in 48
single authentic example of 55
single authority against the 157
single authority capable of 69
single bacterial species in 61
single bacterial species is 96
single bacterial species or 66
single boulders carried in 59
single boundary between the 54
single business process or 46
single campaign against the 81
single category according to 41
single category because of 64
single chemical element or 133
single coherent account of 129
single coherent pattern of 45
single coherent picture of 117
single collision between the 68
single complete example of 62
single complete treatise on 81
single computer program to 46
single concrete example of 193
single conflict between the 63
single contract between an 117
single contract between the 169
single contrast between the 76
single convincing example of 86
single cortical neurons in 104
single crystals according to 49
single crystals because of 122
single crystals because the 61
single crystals depends on 64
single crystals studied by 70
single currency managed by 118
single cysteine residue at 52
single cysteine residue in 94
single detailed account of 43
single dimension according to 52
single document written by 58
single dominant pattern of 50
single electron between the 92
single electron outside of 58
single electron outside the 100
single electron results in 63
single electron trapped in 44
single endpoint defined as 52
single essential element of 58
single evidence against the 96
single exception alluded to 53
single exception perhaps of 377
single feminist position on 40
single graduate student in 51
single horseman wheeled the 169
single instance alluded to 47
single instance occurring in 50
single instance wherein he 73
single instance wherein the 98
single internal purpose of 95
single molecule capable of 43
single movement towards the 68
single nonlinear equation in 78
single operation involving the 46
single organism capable of 52
single overriding concern of 44
single pamphlet devoted to 54
single particle degrees of 80
single particle density of 216
single particle depends on 54
single particle located at 101
single particle subject to 79
single physical location at 78
single possible solution of 48
single proximal tubules by 50
single proximal tubules of 79
single recorded example of 50
single refracting surface is 91
single refracting surface of 105
single regiment chiefly on 96
single resonant circuit is 48
single response variable is 50
single sentence against me 56
single sentence devoted to 64
single sentence opposed to 43
single sentence referring to 50
single sentence summary of 41
single sentence uttered by 235
single sentence written by 161
single sentence written in 77
single sentence written on 40
single software package to 40
single specific example of 102
single standard applies to 44
single standard deviation of 115
single stimulus applied at 73
single stimulus applied to 328
single straight incision is 40
single tyrosine residue in 59
single ultimate purpose of 40
single underlying process of 54
single valuable package of 159
single vertical incision is 54
single workshop devoted to 57
singly consider himself as 198
singly occupied orbital of 97
sink merchant vessels on 57
sins forgiven because he 79
site contains details of 55
site cysteine residue of 59
site includes details of 46
site includes sections on 107
site provides answers to 160
site provides details of 128
site provides details on 90
site provides updates on 59
site recently vacated by 46
site selected because of 64
site selection criteria in 42
site selection depends on 91
site selection process as 92
site selection process by 53
site selection process in 275
site selection process is 615
site selection process of 164
site selection process to 89
sits enthroned between the 140
sixth cervical segment of 74
sixth decennial revision of 51
size analysis because of 139
size contrast between the 56
size decreases because of 135
size decreases because the 41
size decreases towards the 175
size directly affects the 117
size directly related to 49
size fractions according to 48
size increases according to 54
size increases because of 294
size increases because the 137
size increases rapidly as 147
size increases towards the 281
size mismatch between the 447
size obviously depends on 51
size reduction circuit is 136
size reduction results in 44
size relations between the 89
size required depends on 152
size selected depends on 43
size therefore depends on 116
skin breakdown because of 152
skin breakdown related to 69
skin collagen content in 97
skin condition similar to 47
skin contains millions of 73
skin directly exposed to 63
skin directly overlying the 85
skin eruptions similar to 155
skin problems because of 65
skin problems related to 107
skin protects against the 60
skin scarcely covered the 579
skin somewhat similar to 40
skin stretching between the 70
skin surfaces exposed to 138
slag consisting chiefly of 42
slid forwards towards the 52
slid sideways against the 42
slip velocity between the 579
slot machines located in 49
slow approach towards the 52
slow chemical signals in 69
slow delicious advance of 50
slow laborious process of 71
slow migration towards the 40
slow mouldering touches of 84
slow movement between the 74
slow movement towards the 262
slow perdition murders the 112
slow progress against it 57
slow progress against the 794
slow progress because of 934
slow progress because the 125
slow progress between the 44
slow progress despite the 43
slow progress towards an 46
slow progress towards the 2307
slow recovery following the 57
slow resigned sadness of 61
slow skeletal muscles in 49
slow skeletal muscles of 494
slum clearance program in 207
slum clearance program of 83
slum clearance project in 307
slum clearance project is 40
slum clearance project on 88
slum clearance schemes in 277
slum clearance schemes of 162
slum clearance schemes to 43
smear campaign against me 345
smear campaign against the 2717
smear campaign against us 169
snow formerly covered the 96
snow pattered against the 52
soft attitude towards the 195
soft magnetic material is 155
soft materials because the 42
soft membrane between the 58
soft speeches producing no 84
soil composed chiefly of 105
soil composed largely of 272
soil consisting chiefly of 174
soil consisting largely of 73
soil consists chiefly of 291
soil consists largely of 219
soil contains billions of 72
soil contains millions of 115
soil dispense balsams to 68
soil formation depends on 50
soil formation process is 44
soil horizons because of 40
soil moisture affects the 55
soil moisture balance on 64
soil moisture because of 136
soil moisture between the 147
soil moisture content as 471
soil moisture content at 1333
soil moisture content by 243
soil moisture content in 2585
soil moisture content is 1586
soil moisture content of 1016
soil moisture content on 671
soil moisture content or 136
soil moisture content the 57
soil moisture content to 422
soil moisture deficit at 146
soil moisture deficit in 166
soil moisture deficit is 277
soil moisture deficit of 130
soil moisture deficit on 46
soil moisture deficit to 64
soil moisture depends on 91
soil moisture effects on 137
soil moisture present in 50
soil moisture profile is 56
soil moisture regimes in 110
soil moisture regimes on 115
soil moisture resulting in 42
soil moisture results in 99
soil moisture storage at 114
soil moisture storage in 221
soil moisture storage is 287
soil moisture storage of 55
soil moisture storage to 66
soil moisture tensions of 60
soil nitrogen content is 47
soil physical factors on 52
soil pressure against the 148
soil profiles according to 47
soil surfaces exposed to 47
sold enormous amounts of 46
sold military secrets to 297
sold property subject to 67
sole apparent purpose of 93
sole argument against the 40
sole authority capable of 87
sole business purpose of 57
sole contract between the 45
sole criterion governing the 56
sole economic function of 132
sole economic support of 111
sole evidence against the 91
sole exception perhaps of 114
sole financial support of 312
sole immediate purpose of 53
sole intended purpose of 128
sole laudable motives of 143
sole literary language of 75
sole military adviser of 75
sole military adviser to 66
sole physical custody in 61
sole physical custody of 360
sole physical custody to 78
sole possible avenues to 192
sole possible outcome of 49
sole possible solution of 70
sole presenting symptom in 78
sole presenting symptom of 120
sole relevant question is 52
sole security against the 49
sole ultimate arbiter of 43
sole ultimate objects of 176
sole ultimate purpose of 49
sole valuable quality is 47
some abnormal position of 59
some abnormal product of 60
some abnormal quality of 51
some abortive efforts to 59
some absolute increase in 93
some absolute poverty we 50
some abstract concept of 578
some abstract concept or 94
some abstract essence of 41
some abstract process of 53
some abstract quality in 42
some abstract quality of 128
some abstract quality or 116
some abstract question in 80
some abstruse problem in 103
some abstruse question of 60
some academic circles as 146
some academic circles in 89
some academic circles to 159
some academic critics of 42
some academic research in 45
some academic studies of 52
some accident happening to 215
some accident happens to 197
some accident revived in 88
some accident similar to 60
some accounts because of 44
some accounts written by 41
some accurate account of 53
some acrimony between the 59
some activity against the 287
some activity because of 137
some activity involving the 41
some activity outside of 56
some activity outside the 224
some activity related to 350
some activity similar to 43
some adequate account of 98
some adequate picture of 103
some adequate solution of 58
