sad expression crossed his 49
she struggled against his 407
she struggled against its 54
she struggled against them 174
she struggled against this 72
she struggled between her 57
she struggled bravely with 62
she struggles against her 168
she struggles against him 48
she studiously avoided any 52
she studiously avoided him 47
she studiously avoided his 59
she submitted because she 49
she submitted herself and 58
she succeeded because she 89
she supported herself and 1131
she supported herself for 122
she supported herself with 506
she surprised herself and 121
she surprised herself with 223
she surprises herself with 46
she surrounds herself with 563
she sustained herself with 81
she testified against her 120
she testified against him 155
she thenceforth refused all 41
she thoroughly enjoyed and 62
she thoroughly enjoyed being 95
she thoroughly enjoyed her 393
she thoroughly enjoyed his 73
she tormented herself and 51
she tormented herself with 356
she underwent surgery and 104
she underwent surgery for 340
she undressed herself and 183
she undressed quickly and 139
she undulated against him 93
she upbraided herself for 182
she whimpered against his 113
she whispered against her 94
she whispered against him 64
she whispered against his 5313
she whispered between her 208
she witnessed between her 46
sin committed against god 908
sin committed against him 375
sin committed against his 93
sin committed against one 158
sin committed against that 41
sit somewhere quietly and 47
six antigenic systems with 83
six appointed members and 93
six centuries between that 44
six committee members and 47
six committee members who 40
six companies account for 95
six countries account for 191
six different factors that 87
six different schools and 139
six different species and 47
six different species are 103
six extrinsic muscles that 91
six important factors that 121
six nominated members and 77
six passengers besides our 62
six political criteria are 86
six political parties and 199
six political parties that 116
six principal persons and 44
six secondary schools and 213
six secondary schools with 105
six television stations and 107
sky sometimes mottled with 43
son committed suicide and 66
song especially written for 84
son protested against this 50
sow dissension between him 322
sow dissension between his 103
sow dissension between them 344
sow dissension between you 147
sum aforesaid together with 63
sum confessed therefor does 47
sum recovered against him 76
sun gradually wheeled his 432
swing suspended between two 181
