sad worldly man ! 45
she contact you ? 81
she control them ? 44
she counted them . 301
she covered him . 128
she covered them . 71
she cradled him . 60
she crawled out . 160
she croaked out . 190
she crossed him . 105
she crossed them . 149
she crushed them . 40
she cuddled him . 69
she dazzled him . 72
she deceive him ? 44
she deceive you ? 41
she deceiving him ? 42
she decided not . 102
she decided now . 43
she defeated him . 56
she defending him ? 46
she defends him . 42
she defined them . 64
she defines them . 81
she deserts him . 122
she deserve any . 77
she deserve that ? 50
she deserve this ? 68
she desired him . 742
she desired his . 100
she desired one . 42
she desired them . 189
she desires him . 155
she desires them . 40
she despise him ? 65
she detests him . 122
she devours him . 56
she devours them . 74
she dislike him ? 92
she dismiss her ? 91
she disobey him ? 196
she disowns him . 44
she disturb him . 51
she ditched him . 112
she divined them . 57
she divorce him . 255
she divorce you ? 48
she doubted him . 340
she doubted that . 399
she doubted them . 63
she doubted this . 63
she dragged him . 52
she dressed her . 47
she dressed him ! 137
she drifted off . 1091
she dropped dead . 541
she dropped him . 368
she dropped off . 208
she dropped one . 41
she dropped out . 729
she dropped them . 588
she dropped things . 49
she dropped you . 77
she drowsed off . 40
she elbowed him . 49
she engulfed him . 62
she enjoyed doing . 250
she enjoyed him . 106
she enjoyed his . 56
she enjoyed sex . 86
she enjoyed singing . 41
she enjoyed that . 167
she enjoyed them . 558
she enjoyed this . 91
she entered them . 122
she enticed him . 90
she escaped death . 66
she escaped him . 193
she escaped them . 56
she escapes him . 73
she esteems not . 138
she excited him . 201
she excused him . 115
she expecting you ? 665
she expects you . 138
she explain that ? 216
she explain them ? 41
she explain this ? 152
she explain why ? 58
she exposed him . 63
she exposed them . 40
she fancied him . 284
she fancies him . 118
she fancies you . 104
she favored him . 121
she finally did . 1049
she finally does . 111
she finally had . 77
she finally won . 66
she flashed him . 51
she flashed out . 384
she flipped out . 177
she flirted with . 48
she floated off . 132
she flouted him . 78
she flunked out . 52
she flushed red . 42
she following him . 140
she follows him . 547
she follows them . 99
she follows you . 61
she fondled him . 82
she forbade him . 90
she forgave her . 178
she forgave him ! 2330
she forgave them . 250
she forgave you . 82
she forgets them . 84
she forgets things . 61
she forgive her ? 53
she forgive him . 820
she forgive you ? 96
she forsook him . 76
she gathered them . 84
she gathered way . 103
she glanced out . 54
she grabbed him . 332
she grabbed them . 44
she granted him . 162
she granted them . 51
she grasped him . 55
she grasped his . 43
she grasped them . 49
she greeted her . 424
she greeted him . 4331
she greeted them . 1045
she gripped him . 70
she gritted out . 237
she groaned out . 80
she guessed not . 123
she guessed them . 63
she guessed why . 95
she handled him . 131
she handled them . 217
she handled things . 63
she handles him . 70
she handles them . 121
she haunted him . 143
she herself can . 44
she herself did . 1428
she herself does . 455
she herself had . 654
she herself has . 102
she herself saw . 242
she herself was . 1826
she honored him . 84
she humored him . 163
she hungered for . 255
she hurried off . 929
she hurried out . 994
she hurries off . 63
she hurries out . 63
she ignored her . 160
she ignored him . 4590
she ignored that . 166
she ignored them . 2180
she ignored this . 52
she ignored you . 43
she ignores him . 437
she ignores them . 283
she ignores you . 101
she imagine that ? 61
she imagining that ? 49
she imagining things ? 362
she imagining this ? 68
she impress you ? 60
she informs him . 192
she injured you ? 74
she intends doing . 65
she invited him . 654
she invited them . 219
she invited you . 178
she invites him . 105
she invites you . 70
she laughed now . 66
she laughed out . 176
she laughed then . 42
she laughed too . 1095
she listening for ? 46
she located him . 89
she lowered them . 273
she managed him . 93
she managed that . 307
she managed them . 48
she managed this . 68
she marched off . 560
she marched out . 163
she married ben . 46
she married bob . 62
she married dad . 271
she married him ! 12948
she married hon . 70
she married jim . 69
she married max . 47
she married now ? 79
she married one . 133
she married sam . 101
she married them . 93
she married then ? 59
she married tom . 124
she married yet ? 207
she married you ! 1110
she marries him . 1649
she marries you . 200
she matched him . 78
she measured him . 55
she mentions him . 63
she mentions them . 254
she mistreat thee ? 96
she mothered him . 85
she moulded him . 63
she moulded man . 95
she moulded you . 44
she mounted him . 198
she mourned him . 116
she murders him . 157
she needled him . 76
she noticed him . 1138
she noticed now . 46
she noticed that . 136
she noticed them . 350
she noticed this . 159
she noticed you ? 54
she notices him . 61
she notices them . 45
she notices you . 48
she nuzzled him . 50
she obliged him . 132
she offered him . 2544
she offered them . 390
she offered you . 46
she opposed him . 126
she opposed them . 45
she opposes him . 40
she ordered her . 54
she ordered him . 1008
she ordered them . 238
she outgrew him . 41
she outgrew them . 58
she outlive him . 78
she painted him . 50
she painted them . 139
she pardons him . 45
she perhaps mad ? 99
she pinched him . 118
she planned them . 46
she planted them . 97
she pointed out . 22161
she pointin out . 140
she poisons him . 77
she praised god . 148
she praised him . 338
she praised them . 79
she praises him . 70
she prefers him . 93
she pressed him . 951
she pressed them . 78
she prodded him . 379
she promise you ? 75
she protect him ? 99
she punched him . 101
she pursued him . 340
she pursued them . 117
she pursues him . 84
she pursues them . 49
she puzzled him . 215
she queried him . 112
she quickly did . 58
she quizzed him . 149
she rallied him . 167
she rattled off . 124
she realised now . 105
she realised that . 101
she realised this . 87
she realised why . 143
she realized now . 652
she realized that . 506
she realized then . 96
she realized this . 255
she realized why . 832
she realizes now . 41
she realizes that . 154
she realizes this . 58
she rebuffs him . 198
she rebuked him . 521
she rebuked them . 99
she rebukes him . 68
she recalls now . 83
she recalls them . 61
she receive him . 490
she receive them ? 85
she receive you ? 73
she recited them . 56
she refused both . 129
she refused him ! 3509
she refused them . 394
she refused you . 434
she refuses him . 518
she refuses them . 69
she regards him . 50
she rejects him . 904
she rejects them . 126
she rejects you . 47
she related them . 155
she related this . 40
she relates them . 48
she relaxed them . 48
she released her . 170
she released him . 1579
she released them . 225
she releases him . 126
she releases them . 70
she reminds him . 518
she reminds them . 63
she removed them . 314
she removes them . 47
she reopened them . 60
she repeated now . 48
she repeated them . 327
she repeated this . 49
she replied yes . 94
she require them . 57
she rescued him . 147
she rescues him . 61
she resents that . 47
she resents you . 42
she resists him . 131
she resists them . 57
she respect him ? 44
she resumed eating . 61
she resumed them . 43
she revealed them . 56
she revered him . 62
she sallied out . 44
she saluted him . 151
she scanned them . 66
she scolded her . 97
she scolded him . 1629
she scolded them . 218
she scorned him . 221
she scorned them . 55
she screamed out . 502
she screamed too . 52
she searched for . 179
she searched his . 55
she secures him . 116
she seduced him . 480
she seduced you . 53
she seduces him . 206
she sheered off . 156
she shocked him . 78
she shouted now . 41
she shouted out . 232
she shunned him . 131
she shunned them . 46
she shushed him . 238
she skipped off . 58
she skipped out . 86
she slapped her . 93
she slapped him . 1217
she slipped off . 124
she slipped out . 603
she slugged him . 74
she smacked him . 67
she smelled bad . 159
she smelled gas . 63
she smelled him . 92
she smelled them . 61
she snapped out . 364
she snubbed him . 138
she sounded mad . 54
she sounded sad . 120
she spanked him . 116
she spelled out . 99
she spoiled him . 150
she spotted her . 128
she spotted him . 1495
she spotted them . 301
she spurned him . 185
she spurned them . 54
she squeaked out . 154
she stabbed him . 399
she stalked him . 45
she stalked off . 313
she stalked out . 236
she started eating . 145
she started off . 677
she started out . 994
she started singing . 248
she started this . 97
she started with . 434
she steadied him . 88
she stepped off . 163
she stepped out . 1850
she stifled them . 47
she stilled them . 45
she stirred him . 54
she stirred not . 94
she stomped off . 199
she stomped out . 98
she stopped dead . 1039
she stopped eating . 511
she stopped going . 245
she stopped her . 103
she stopped him . 6746
she stopped now . 52
she stopped singing . 345
she stopped that . 116
she stopped them . 246
she stopped too . 165
she stormed off . 313
she stormed out . 492
she strikes him . 47
she strikes out . 44
she strives for . 73
she stroked him . 510
she stroked them . 81
she studied art . 122
she studied her . 81
she studied him . 3055
she studied law . 80
she studied them . 424
she studies him . 45
she studies them . 43
she suckled him . 107
she suffers now . 111
she summons them . 84
she support them ? 45
she survive him . 438
she survive this ? 69
she suspect him ? 72
she swallow her ? 88
she swatted him . 40
she tackled him . 107
she tarried long . 40
she taunted him . 1031
she taunted them . 64
she tempted him . 204
she threatens him . 72
she thwarted him . 62
she tickled him . 84
she toasted him . 47
she torture him ? 182
she touched her . 115
she touched him . 3913
she touched his . 57
she touched them . 789
she touched you . 108
she touches him . 188
she touches them . 122
she touches you . 69
she toweled off . 70
she trailed off . 1237
she trained him . 56
she trained them . 50
she tricked him . 78
she tripped off . 48
she trotted off . 159
she trotted out . 41
she trudged off . 44
she trusted god . 102
she trusted her . 182
she trusted him ! 4311
she trusted them . 247
she trusted you . 224
she twitted him . 60
she usually did . 6050
she usually does . 1927
she usually eats . 46
she usually goes . 64
she usually got . 120
she usually had . 133
she usually has . 57
she usually read . 45
she usually sat . 219
she usually saw . 64
she usually was . 1010
she usually won . 131
she uttered them . 726
she uttered this . 56
she visited her . 147
she visited him . 633
she visited them . 443
she visited you . 143
she waddled off . 51
she wanders off . 71
she watched her . 705
she watched him . 7712
she watched his . 64
she watched them . 1985
she watches him . 305
she watches them . 100
she watches you . 128
she watered them . 59
she welcome him ? 47
she whipped him . 118
she willingly did . 220
she withdrew them . 196
she wonders why . 149
she worried him . 131
she wounded him . 59
she written you ? 50
shoe dropped off . 53
shoe pinched him . 69
shoe pinches him . 74
shoe slipped off . 63
sin against art . 196
sin against god ! 31828
sin against her . 474
sin against him . 5554
sin against law . 47
sin against man . 370
sin against thee . 5106
sin against them ! 2830
sin against you ! 4720
sin brought death . 42
sin towards god . 96
sit astride him . 123
sit between them . 941
sit between you . 78
six against him . 52
six against one . 126
six against six . 143
six against them . 55
six animals each . 109
six between them . 62
six bottles each . 40
six columns each . 164
six decades ago . 1173
six decades now . 48
six decades old . 85
six dollars each . 606
six figures each . 67
six gallons each . 75
six hundred and . 82
six hundred dead . 117
six hundred each . 140
six hundred head . 187
six hundred men ! 9848
six hundred yen . 106
six letters each . 185
six letters long . 184
six measures long . 123
six members each . 732
six minutes ago . 211
six minutes each . 197
six minutes long . 279
six mounted men . 69
six numbers each . 125
six persons each . 375
six players each . 443
six seconds each . 91
six seconds long . 71
six sections each . 42
six shillings each . 370
six summers ago . 53
six thousand dead . 71
six thousand each . 73
six thousand head . 100
six thousand men ! 12529
six thousand yen . 42
six winters ago . 59
six wounded men . 301
sky between them . 407
sky goddess nut . 409
sky towards him . 45
sky towards them . 66
sling between them . 43
sob escaped her . 1159
sob escaped him . 315
sob escapes her . 46
son against her . 151
son against him . 257
son alfonso iii . 69
son alfonso xii . 44
son assured her . 42
son assured him . 41
son awaited him . 48
son baldwin iii . 52
son between them . 140
son charles iii . 75
son charles vii . 54
son charles xii . 167
son dernier mot . 90
son following her . 40
son married her . 89
son napoleon iii . 64
son pointed out . 60
son rameses iii . 41
son replied not ? 47
son stopped her . 42
son stopped him . 58
son succeed him . 126
son survive him . 188
son watched him . 58
song against him ! 52
song sparrow song . 55
sou dazzled him . 85
sub machine gun . 157
sum allowed her . 94
sum allowed him . 41
sum becomes due . 74
sum between them . 121
sun becomes hot . 60
sun between them . 95
sun blinded her . 118
sun blinded him . 215
sun blinded them . 55
sun catches them . 58
sun dazzled him . 87
sun finally set . 110
sun hatches them . 99
sun strikes them . 248
sun touched them . 240
sun touches them . 95
sun towards them . 57
swing against him . 150
swing against them . 135
swing between them . 475
