sacked the royal palace 50
scared he could hardly 322
scared it might happen 95
scared it would happen 54
scared of anything except 107
scared of getting caught 718
scared of getting killed 172
scared the night before 50
scarring in adult wounds 206
scarring of brain tissue 92
scarring of liver tissue 207
scenes at night become 59
scenes in glaring colors 55
scenes in grand operas 46
scenes in vivid detail 60
scenes in which actors 145
scenes in which christ 111
scenes in which events 49
scenes in which female 45
scenes in which groups 56
scenes in which hamlet 212
scenes in which horses 64
scenes in which humans 51
scenes in which little 105
scenes in which lovers 42
scenes in which macbeth 161
scenes in which memory 115
scenes in which nature 178
scenes in which neither 58
scenes in which sexual 150
scenes in which someone 89
scenes in which something 41
scenes in which various 116
scenes of action through 117
scenes of blood through 94
scenes of broad comedy 81
scenes of civil strife 270
scenes of comic relief 509
scenes of danger through 63
scenes of earthly passion 74
scenes of ethnic cleansing 40
scenes of happy family 55
scenes of human misery 678
scenes of human nature 88
scenes of human passion 83
scenes of human strife 43
scenes of mount vernon 47
scenes of people engaged 59
scenes of people enjoying 50
scenes of royal courts 45
scenes of rural england 55
scenes of rural nature 73
scenes of rural repose 254
scenes of smiling plenty 174
scenes of social comedy 57
scenes of still greater 152
scenes of strong emotion 84
scenes of strong passion 42
scenes of which should 59
scenes or human smiles 69
scenes the author dodged 56
scenes the final reasons 114
scenes the night before 80
scenting the fresh breeze 75
scents the balmy breeze 90
scheme as though afraid 74
scheme by which england 63
scheme by which french 88
scheme in every detail 62
scheme in place before 53
scheme in which laymen 78
scheme is based mainly 68
scheme is built around 111
scheme is fully funded 59
scheme is nearly always 102
scheme is often called 198
scheme is plain enough 47
scheme is quite simple 248
scheme is quite useful 67
scheme is rather simple 78
scheme is still widely 61
scheme is under review 48
scheme of basic rights 67
scheme of binding harold 55
scheme of civil policy 92
scheme of civil polity 121
scheme of civil rights 175
scheme of digging through 63
scheme of equal rights 49
scheme of house building 43
scheme of housing reform 43
scheme of human duties 55
scheme of human events 52
scheme of human nature 478
scheme of human policy 85
scheme of human rights 246
scheme of human thought 172
scheme of human values 224
scheme of indian reform 48
scheme of irish policy 43
scheme of killing william 53
scheme of legal reform 45
scheme of moral reform 64
scheme of moral training 96
scheme of moral values 356
scheme of party notions 68
scheme of pushing through 164
scheme of rural credit 660
scheme of social planning 57
scheme of social policy 78
scheme of social reform 1376
scheme of social values 368
scheme of teaching english 43
scheme of uniting europe 40
scheme of water supply 938
scheme of world events 62
scheme on which france 82
scheme the total number 49
scheme to louis whilst 87
scheme to raise prices 64
scheme to which section 94
schism in human nature 68
school as never before 136
school as social center 85
school at about twelve 60
school at bruce castle 67
school at davis absent 116
school at george peabody 46
school at grand rapids 156
school at mount vernon 92
school at short notice 66
school at whale island 134
school at white plains 201
school by learning french 55
school he could afford 41
school he could attend 55
school he shall attend 43
school he would always 158
school he would attend 159
school in athens called 76
school in brown county 45
school in bucks county 102
school in cecil county 89
school in cedar rapids 153
school in coral gables 93
school in dirty clothes 84
school in essex county 48
school in every aspect 42
school in every church 89
school in every county 794
school in every detail 57
school in every diocese 89
school in every hamlet 125
school in every parish 5091
school in every school 245
school in every street 41
school in grand rapids 459
school in henry county 58
school in hired houses 53
school in inner london 74
school in large cities 72
school in large measure 40
school in lower canada 47
school in macon county 55
school in marin county 96
school in marion county 72
school in monroe county 104
school in mount vernon 111
school in orange county 300
school in paris before 54
school in percy street 63
school in perry county 64
school in queen square 141
school in queen street 69
school in rural indiana 50
school in santa monica 275
school in short street 64
school in small groups 249
school in upper canada 123
school in wayne county 87
school in which adults 43
school in which almost 80
school in which english 788
school in which french 125
school in which hebrew 62
school in which jewish 57
school in which little 106
school in which manual 116
school in which modern 48
school in which pupils 942
school in which special 63
school in which tuition 53
school in which twenty 52
school in which virtue 41
school in white plains 324
school is about twenty 58
school is built around 160
school is close enough 65
school is large enough 1719
school is lucky enough 78
school is nearly always 93
school is often called 182
school is often spoken 49
school is often thought 55
school is often viewed 55
school is quite likely 50
school is small enough 234
school is still called 48
school is still extant 76
school is still further 57
school is still standing 153
school is strong enough 46
school is working toward 55
school no longer exists 681
school no longer needed 47
school no longer seemed 118
school no longer stands 40
school of about eighty 146
school of about twelve 52
school of about twenty 270
school of cesar franck 69
school of civic virtue 71
school of crime fiction 112
school of dutch painting 89
school of eight grades 434
school of equal rights 45
school of equal standing 103
school of fifty pupils 200
school of first choice 88
school of fleet street 95
school of forty pupils 193
school of genre painting 544
school of glass painting 215
school of greek painting 46
school of greek thought 219
school of hindu thought 566
school of human nature 314
school of human rights 62
school of human thought 98
school of human virtue 110
school of hungry sharks 101
school of indian painting 227
school of indian thought 753
school of jesus christ 492
school of learning before 45
school of legal realism 479
school of legal thought 2056
school of manly virtue 67
school of moral theology 68
school of moral thought 65
school of moral training 41
school of mural painting 562
school of music should 81
school of naval thought 173
school of negro thought 124
school of nursing offering 43
school of nursing opened 137
school of nursing should 382
school of organ building 225
school of panel painting 123
school of pilot whales 299
school of poetry called 69
school of prose fiction 101
school of rabbi hillel 76
school of rabbi ishmael 505
school of saint victor 194
school of santa isabel 179
school of seven grades 96
school of sixty pupils 144
school of small fishes 128
school of small whales 82
school of social policy 56
school of social realism 410
school of social reform 117
school of social thought 1261
school of sperm whales 1482
school of state rights 62
school of thirty pupils 128
school of urban design 44
school of urban planning 110
school of violin makers 100
school of white whales 179
school on eighth street 82
school on henry street 44
school on johns island 81
school on short notice 41
school or after dinner 91
school or after school 869
school or class should 74
school or class without 55
school or evening school 70
school or grade school 1019
school or local public 146
school or local school 49
school or night school 135
school or nursing school 159
school or period before 49
school or small school 102
school or social agency 108
school or social events 64
school or trade school 1416
school the child begins 45
school the child learned 52
school the child should 659
school the class teacher 46
school the first monday 134
school the first winter 87
school the music teacher 43
school the night before 745
school the pupil should 336
school the social center 78
school the total number 93
school to adapt itself 88
school to dance before 52
school to empty houses 109
school to every parish 77
school to grade school 59
school to study english 602
school to study french 40
school to study painting 163
school to study something 40
school to study theology 65
school to train future 119
school to train leaders 69
school to train native 73
school to train nurses 108
school to train pilots 44
school to train pupils 45
school to which grants 137
school to which pupils 324
scolding me about something 43
scored an equal number 60
scored by either player 61
scored the first basket 123
scored the first points 118
scored the night before 87
scored the winning basket 342
scored the winning points 115
scores by topic domain 89
scores in basic skills 57
scores is large enough 53
scores of cases before 51
scores of civil rights 84
scores of enemy planes 72
scores of ethnic groups 215
scores of games played 49
scores of hands before 47
scores of human rights 50
scores of indian tribes 89
scores of known groups 55
scores of labor leaders 64
scores of large cities 48
scores of large groups 84
scores of local groups 61
scores of miles across 379
scores of miles around 782
scores of miles before 104
scores of miles behind 112
scores of miles beyond 183
scores of miles inland 263
scores of miles through 172
scores of miles without 154
scores of older adults 118
scores of others around 111
scores of others before 59
scores of people across 43
scores of people around 228
scores of people before 45
scores of people killed 70
scores of people rushed 70
scores of people standing 69
scores of people without 55
scores of petty states 53
scores of racial groups 52
scores of small cities 61
scores of small groups 92
scores of times already 71
scores of times before 2401
scores of times behind 44
scores of times greater 69
scores of times higher 44
scores of times larger 55
scores of times termed 47
scores of times without 212
scores of women tripping 49
scores of world leaders 47
scores on basic skills 94
scores on block design 233
scores on digit symbol 64
scores on either measure 47
scores on items measuring 49
scores on tests measuring 251
scores or stock market 45
scores the total number 84
scores the winning basket 61
scores to scale scores 108
scores we would expect 52
scores we would obtain 51
scouring the woods around 41
scouts on indian trails 53
scrape up money enough 63
scraping the chain cables 90
scraps of brown wrapping 44
scraps of human bodies 44
scraps of local gossip 40
scraps of paper across 86
scraps of paper around 319
scraps of paper became 90
scraps of paper before 167
scraps of paper behind 62
scraps of paper called 71
scraps of paper filled 49
scraps of paper floating 70
scraps of paper folded 91
scraps of paper hidden 51
scraps of paper inside 66
scraps of paper instead 117
scraps of paper marked 44
scraps of paper pasted 44
scraps of paper picked 138
scraps of paper pinned 211
scraps of paper should 54
scraps of paper signed 171
scraps of paper strewn 42
scraps of paper tacked 45
scraps of paper through 40
scraps of paper tucked 60
scraps of paper unless 95
scraps of paper without 105
scraps of poetry picked 136
scraps of writing framed 64
screaming to every passer 202
screams as could hardly 88
screen as never before 104
screen in movie theaters 149
screen in times square 173
screen is blank except 59
screen is large enough 525
screen is moved closer 65
screen is moved farther 117
screen is moved further 150
screen is moved toward 59
screen is often called 60
screen is small enough 49
screen of black velvet 42
screen of green boughs 61
screen of leaves almost 59
screen of light troops 147
screen of seven arches 70
screen of trees behind 118
screen of trees beyond 48
screen of white cotton 71
screen of white marble 238
screen of woven bamboo 45
screen on which appears 71
screen on which images 430
screen on which slides 72
screen on which various 112
screen on which visual 45
screen or green screen 51
screen or light filter 111
screen the blood supply 280
screen the homes abutting 54
screen the large number 177
screen the night before 45
screen the space behind 41
screen the usual answer 206
screwing the whole firmly 48
screws or bolts should 106
screws or bolts through 93
screws or nails driven 61
screws or nails through 73
script by billy wilder 48
script is often called 53
script is quite simple 57
script of easter island 167
script of indian origin 104
script the night before 86
script to check whether 54
scroll the flaming heavens 52
searching in either pocket 164
searching in every corner 524
searching the faces around 87
searching the faces before 70
searching the space before 50
searching the woods around 116
searching the woods behind 96
seasons in which plants 58
seasons of short supply 58
seasons of slack demand 42
secant is drawn through 70
second an equal number 81
second as newly created 127
second he again turned 40
second in every second 349
second in passing through 95
second in sales volume 87
second in total number 92
second is built around 48
second is logic proper 42
second is nearly always 191
second is often called 114
second is passing through 55
second of every minute 2014
second of every moment 102
second of march before 150
second of which appears 198
second of which became 93
second of which begins 319
second of which caused 60
second of which covers 41
second of which lasted 48
second of which occurs 138
second of which opened 49
second of which proved 68
second of which refers 55
second of which repeats 141
second of which serves 52
second of which should 95
second of which states 118
second on board another 45
second or cubic meters 79
second or false bottom 44
second or first degree 109
second or first person 80
second or fourth lumbar 153
second or fourth monday 79
second or later edition 215
second or later stages 129
second or optic nerves 43
second or short session 112
second the total number 108
second thing which should 43
second thing which struck 43
second to breast cancer 42
second to eighth grades 60
second to first person 112
second to fourth decade 770
second to fourth digits 201
second to fourth grades 232
second to fourth lumbar 386
second to fourth sacral 955
second to spare before 90
secret by which england 85
secret by which metals 67
secret he would conceal 48
secret is quite simple 96
secret is still hidden 55
secret of child sexual 46
secret of getting through 299
secret of human flight 49
secret of human genius 45
secret of human nature 423
secret of jesus christ 105
secret of really vulgar 87
secret of space travel 63
secret of theirs called 44
secret of which belongs 144
secret of which should 50
secret of whose creation 82
secret the night before 261
secret to avoid public 43
secret to every person 126
secret to getting through 104
secret to reveal itself 42
section at breast height 139
section be taken across 40
section be taken through 428
section by roger brooks 41
section in which readers 68
section in which various 90
section is based almost 156
section is based around 43
section is based heavily 208
section is based mainly 1098
section is based mostly 104
section is based partly 252
section is broad enough 226
section is built around 207
section is drawn across 52
section is drawn heavily 66
section is drawn mainly 151
section is drawn through 120
section is first placed 42
section is first treated 71
section is geared toward 118
section is large enough 890
section is nearly always 55
section is nearly square 48
section is often called 351
section is plain enough 93
section is quite simple 96
section is shown through 72
section is small enough 132
section is still further 48
section is still intact 44
section is strong enough 61
section is taken across 101
section is taken almost 103
section is taken mainly 81
section is taken through 938
section is valid unless 99
section no longer exists 173
section of about twenty 129
section of blood vessel 182
section of brain through 313
section of brain tissue 241
section of breast tissue 69
section of broad street 78
section of broom handle 271
section of bucks county 51
section of burnt norton 142
section of chick embryo 117
section of color plates 179
section of coney island 127
section of craft stores 64
section of dutch opinion 43
section of enemy trench 46
section of equal extent 64
section of equal strength 202
section of essex county 74
section of ethnic groups 139
section of every course 47
section of fleet street 41
section of fresh tissue 47
section of front street 68
section of grand canyon 123
section of grand rapids 64
section of green bamboo 92
section of hindu opinion 46
section of human cochlea 43
section of human embryo 223
section of human enamel 132
section of human kidney 131
section of human muscle 96
section of human nature 120
section of human retina 195
section of human rights 53
section of human spinal 93
section of human spleen 64
section of human testis 71
section of human thought 47
section of human tissue 43
section of indian opinion 1748
section of indian public 324
section of inner mongolia 58
section of irish opinion 194
section of large cities 55
section of liver tissue 69
section of local opinion 81
section of local papers 55
section of lower canada 101
section of lower portion 71
section of macon county 114
section of motor nerves 82
section of mount vernon 51
section of nasal cavity 67
section of nearly mature 159
section of nerve fibers 96
section of orange county 192
section of outer layers 92
section of outer portion 137
section of paris called 50
section of party opinion 58
section of people belonging 60
section of people called 49
section of people should 73
section of plant tissue 53
section of queen street 54
section of renal nerves 52
section of right kidney 100
section of river valley 56
section of santa monica 197
section of sliding piston 59
section of small artery 87
section of smooth muscle 648
section of social groups 60
section of social reality 71
section of social strata 97
section of state street 73
section of tokyo called 49
section of track through 41
section of upper canada 139
section of upper eyelid 46
section of upper portion 70
section of upper silesia 115
section of which appears 168
section of which covers 40
section of which enacts 210
section of which formed 49
section of which should 126
section of which showed 49
section of which through 95
section of which varies 56
section of white matter 83
section of white opinion 91
section of world opinion 405
section of world public 93
section on basic rights 82
section on breast cancer 128
section on civil rights 196
section on human rights 474
section on learning styles 45
section on legal issues 105
section on social policy 141
section on social skills 63
section on study skills 63
section on teaching methods 57
section on trade policy 62
section on water supply 106
section or radar albedo 111
section or under section 2386
section the bending moment 394
section the cross section 344
section the focus shifts 322
section the lumen appears 101
section the reader should 292
section the shearing stress 132
section the total amount 136
section the total number 103
section the vocal organs 66
section the white matter 68
section to appear before 125
section to claim rights 476
section to cross section 160
section to which section 40
section we first define 147
section we first derive 141
section we first review 591
section we focus mainly 57
section we shall always 64
section we shall assess 53
section we shall assume 1064
section we shall become 62
section we shall define 465
section we shall denote 55
section we shall derive 1035
section we shall devote 61
section we shall employ 82
section we shall extend 234
section we shall follow 230
section we shall further 252
section we shall glance 54
section we shall ignore 61
section we shall mainly 91
section we shall mention 197
section we shall merely 158
section we shall notice 63
section we shall obtain 246
section we shall pursue 72
section we shall recall 48
section we shall relate 87
section we shall report 102
section we shall return 361
section we shall review 1538
section we shall simply 103
section we shall sketch 145
section we shall survey 172
section we shall verify 42
section we would expect 49
sector in large cities 46
sector in major cities 55
sector in total credit 67
sector in total output 354
sector in which output 45
sector in which prices 69
sector in which public 57
sector is gaining ground 90
sector is growing faster 161
sector is lagging behind 154
sector is large enough 176
sector is often called 51
sector is often viewed 79
sector is still heavily 67
sector is still highly 157
sector is strong enough 141
sector is under attack 43
sector no longer exists 45
sector of equal radius 53
sector of final demand 99
sector of social policy 75
sector of social reality 55
sector of world opinion 57
sector or joint sector 165
sector the first sector 54
sector to final demand 67
sector to total output 167
secure an ample amount 42
secure an ample extent 119
secure an ample reward 46
secure an ample supply 521
secure an equal amount 157
secure an equal chance 81
secure an equal degree 60
secure an equal number 139
secure as never before 60
secure in jesus christ 124
secure it still further 98
secure on short notice 65
secure the basic rights 200
secure the blood supply 56
secure the bonds issued 147
secure the civil rights 1411
secure the equal rights 469
secure the exact effect 107
secure the exact number 41
secure the final result 88
secure the first fruits 77
secure the first object 135
secure the first result 143
secure the forty million 41
secure the funding needed 54
secure the funds needed 486
secure the grand object 101
secure the human rights 188
secure the labor needed 52
secure the large amount 87
secure the large number 55
secure the large states 208
secure the legal rights 227
secure the legal status 99
secure the local market 44
secure the major portion 86
secure the money needed 337
secure the power supply 87
secure the prize before 66
secure the right amount 69
secure the right answer 46
secure the right effect 55
secure the right number 48
secure the right person 78
secure the right result 49
secure the river crossing 112
secure the royal assent 115
secure the small amount 51
secure the small states 300
secure the social status 52
secure the strong places 41
secure the total amount 72
secure the total number 100
secure the trade routes 210
secure the usual trophy 68
secure the votes needed 92
secure the water supply 492
secure the whole amount 63
secure the whole estate 55
secure the whole island 72
secure to every family 58
secure to every member 637
secure to every person 595
secure to every worker 81
securing an ample supply 240
securing of civil rights 180
securing of equal rights 439
securing of human rights 434
securing the basic rights 74
securing the civil rights 223
securing the equal rights 126
securing the final result 54
securing the front fender 143
securing the funds needed 114
securing the human rights 111
securing the legal rights 134
securing the legal status 46
securing the lower portion 75
securing the money needed 52
securing the pleasing effect 67
securing the right amount 41
securing the right person 57
securing the strong places 53
securing the trade routes 79
securing the upper portion 60
securing the water rights 100
securing the water supply 82
securing to every member 255
securing to every person 129
securing to every worker 172
seducing the indian allies 60
seeded to sweet clover 86
seemed as though almost 327
seemed as though another 324
seemed as though anyone 97
seemed as though austria 99
seemed as though before 71
seemed as though england 128
seemed as though english 110
seemed as though europe 98
seemed as though events 47
seemed as though france 340
seemed as though hitler 105
seemed as though little 221
seemed as though nature 745
seemed as though neither 450
seemed as though nobody 244
seemed as though public 51
seemed as though scales 47
seemed as though someone 897
seemed as though something 1351
seemed as though struck 43
seemed as though summer 60
seemed as though through 45
seemed as though turned 41
seemed as though twenty 45
seemed as though winter 63
seemed at every moment 385
seemed at first afraid 68
seemed at first almost 552
seemed at first beyond 41
seemed at first boarding 128
seemed at first glance 5004
seemed at first hardly 195
seemed at first highly 43
seemed at first likely 735
seemed at first little 153
seemed at first merely 295
seemed at first remote 42
seemed at first simply 57
seemed at first something 157
seemed at first strange 108
seemed at first thought 202
seemed at first unable 135
seemed at first wholly 83
seemed at times almost 1180
seemed at times hardly 68
seemed at times likely 85
seemed at times little 113
seemed at times merely 45
seemed at times unable 41
seemed he could almost 138
seemed he could always 40
seemed he could hardly 122
seemed he would always 69
seemed he would surely 48
seemed in deadly earnest 158
seemed in doubt whether 345
seemed in large measure 109
seemed in motion toward 86
seemed in order except 48
seemed in rather better 184
seemed in short supply 430
seemed it would always 50
seemed it would surely 57
seemed no longer afraid 73
seemed no longer needed 64
seemed no longer strange 68
seemed no longer useful 45
seemed of black marble 41
seemed of happy augury 48
seemed of small moment 145
seemed on first glance 82
seemed on solid ground 52
seemed so empty without 286
seemed so large before 40
seemed so often before 57
seemed so passing strange 43
seemed so small beside 150
seemed so sweet before 62
seemed the chief object 57
seemed the easier course 52
seemed the evening before 50
seemed the final insult 74
seemed the first fruits 40
seemed the night before 874
seemed the right answer 84
seemed the right choice 236
seemed the right course 83
seemed the right moment 677
seemed the right person 227
seemed the safer choice 40
seemed the safer course 157
seemed the sweet income 115
seemed the wiser choice 63
seemed the wiser course 236
seemed the worst result 51
seemed to adapt itself 218
seemed to agree almost 41
seemed to agree better 72
seemed to agree fairly 80
seemed to align itself 76
seemed to allow little 106
seemed to appear almost 176
seemed to appear around 50
seemed to appear before 418
seemed to appear without 83
seemed to arise almost 85
seemed to arise before 155
seemed to arise mainly 42
seemed to arise partly 44
seemed to arise solely 68
seemed to arise without 44
seemed to array itself 51
seemed to augur something 43
seemed to avail little 41
seemed to avoid direct 59
seemed to avoid fighting 89
seemed to avoid further 49
seemed to await something 288
seemed to begin almost 62
seemed to belong almost 118
seemed to belong neither 145
seemed to belong wholly 74
seemed to blaze abroad 68
seemed to bloom around 260
seemed to bother anyone 139
seemed to bother neither 41
seemed to brace itself 72
seemed to breathe another 40
seemed to breathe around 278
seemed to breathe freely 199
seemed to breathe hatred 42
seemed to breathe heavily 69
seemed to breathe through 686
seemed to brush across 54
seemed to burst before 45
seemed to burst inside 437
seemed to burst something 99
seemed to burst through 628
seemed to carry across 51
seemed to carry around 246
seemed to carry beyond 41
seemed to carry enough 85
seemed to carry greater 115
seemed to carry little 344
seemed to carry something 126
seemed to carry special 59
seemed to carry through 288
seemed to carry weight 379
seemed to catch something 414
seemed to cause greater 40
seemed to cause little 306
seemed to change almost 238
seemed to change around 135
seemed to change before 421
seemed to change colors 197
seemed to change course 173
seemed to change except 52
seemed to change little 200
seemed to change places 371
seemed to change slowly 76
seemed to change subtly 74
seemed to change toward 54
seemed to change without 41
seemed to cleave through 271
seemed to click inside 137
seemed to climb higher 87
seemed to close around 1913
seemed to close before 108
seemed to close behind 379
seemed to close itself 62
seemed to clothe itself 211
seemed to congeal around 102
seemed to cover almost 157
seemed to cover ground 42
seemed to cover something 148
seemed to cower before 127
seemed to crack inside 149
seemed to crash around 56
seemed to crash through 93
seemed to crawl across 151
seemed to crawl slowly 44
seemed to crawl through 116
seemed to create almost 69
seemed to create around 83
seemed to create greater 76
seemed to create itself 58
seemed to create little 79
seemed to creep across 136
seemed to creep around 121
seemed to creep closer 133
seemed to creep inside 92
seemed to creep slowly 43
seemed to creep through 503
seemed to creep toward 65
seemed to crowd around 424
seemed to crowd closer 98
seemed to curve around 182
seemed to curve upward 44
seemed to dance across 203
seemed to dance around 838
seemed to dance before 1968
seemed to dance through 353
seemed to dodge behind 56
seemed to doubt whether 1720
seemed to drape itself 47
seemed to drift across 209
seemed to drift around 181
seemed to drift farther 118
seemed to drift further 334
seemed to drift slowly 150
seemed to drift through 343
seemed to drift toward 265
seemed to drift upward 42
seemed to drift without 48
seemed to drill through 62
seemed to drive before 63
seemed to drive itself 150
seemed to drive through 117
seemed to droop limply 76
seemed to empty itself 189
seemed to engage little 55
seemed to enjoy almost 84
seemed to enjoy annoying 111
seemed to enjoy before 88
seemed to enjoy better 157
seemed to enjoy carrying 44
seemed to enjoy chatting 61
seemed to enjoy fighting 69
seemed to enjoy greater 84
seemed to enjoy greatly 239
seemed to enjoy highly 167
seemed to enjoy hugely 69
seemed to enjoy itself 176
seemed to enjoy laughing 40
seemed to enjoy little 59
seemed to enjoy nature 40
seemed to enjoy pointing 40
seemed to enjoy relating 61
seemed to enjoy repeating 170
seemed to enjoy robust 95
seemed to enjoy school 127
seemed to enjoy shocking 200
seemed to enjoy shooting 42
seemed to enjoy something 50
seemed to enjoy special 67
seemed to enjoy spending 343
seemed to enjoy spoiling 46
seemed to enjoy standing 54
seemed to enjoy swimming 45
seemed to enjoy taunting 82
seemed to enjoy touching 52
seemed to enjoy visiting 113
seemed to enjoy watching 863
seemed to enter almost 49
seemed to enter another 121
seemed to enter freely 54
seemed to enter keenly 82
seemed to enter through 190
seemed to enter warmly 64
seemed to erect itself 119
seemed to erupt around 42
seemed to evoke little 53
seemed to exert itself 154
seemed to exert little 142
seemed to exist almost 84
seemed to exist amongst 169
seemed to exist before 546
seemed to exist beyond 241
seemed to exist except 93
seemed to exist mainly 135
seemed to exist merely 223
seemed to exist solely 349
seemed to exist without 158
seemed to exude energy 92
seemed to flash across 1303
seemed to flash before 376
seemed to flash through 1172
seemed to float across 755
seemed to float almost 61
seemed to float around 1773
seemed to float before 1780
seemed to float behind 192
seemed to float beside 84
seemed to float freely 48
seemed to float gently 65
